Rank 107641: 104985 - [001, 107638, 000] - HP: 510, STR: 818, VIT: 207, SPD: 15, LUK: 1, Attack: 131804, Defense: 87632, Current HP: 510, A Avg: 1097927, D Avg: 122684, [Tekken[188, 0, 0, 0], Cloud Shield[241, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 107641: 106334 - [001, 107638, 000] - HP: 661, STR: -18831, VIT: 422, SPD: 15, LUK: 1, Attack: 120653, Defense: 86638, Current HP: 661, A Avg: 1005039, D Avg: 121293, [Sword of Evil[189, 0, 0, 0], King Shield[248, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 107641: 106335 - [001, 107638, 000] - HP: 680, STR: -18821, VIT: 289, SPD: 15, LUK: 2, Attack: 120668, Defense: 86505, Current HP: 680, A Avg: 1005164, D Avg: 121106, [Sword of Evil[189, 0, 0, 0], King Shield[248, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 107641: 106336 - [001, 107638, 000] - HP: 661, STR: -27752, VIT: 289, SPD: 15, LUK: 1, Attack: 107272, Defense: 86505, Current HP: 661, A Avg: 893575, D Avg: 121106, [Sword of Evil[189, 0, 0, 0], King Shield[248, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 107641: 106337 - [001, 107638, 000] - HP: 1154, STR: -18831, VIT: 300, SPD: 15, LUK: 1, Attack: 120653, Defense: 86516, Current HP: 1154, A Avg: 1005039, D Avg: 121122, [Sword of Evil[189, 0, 0, 0], King Shield[248, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 107641: 106338 - [001, 107638, 000] - HP: 1145, STR: -18779, VIT: 278, SPD: 15, LUK: 1, Attack: 120731, Defense: 86494, Current HP: 1145, A Avg: 1005689, D Avg: 121091, [Sword of Evil[189, 0, 0, 0], King Shield[248, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 107641: 106339 - [001, 107638, 000] - HP: 985, STR: -18842, VIT: 422, SPD: 15, LUK: 1, Attack: 120637, Defense: 86638, Current HP: 985, A Avg: 1004906, D Avg: 121293, [Sword of Evil[189, 0, 0, 0], King Shield[248, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 107641: 106340 - [001, 107638, 000] - HP: 897, STR: -18779, VIT: 267, SPD: 15, LUK: 2, Attack: 120731, Defense: 86483, Current HP: 897, A Avg: 1005689, D Avg: 121076, [Sword of Evil[189, 0, 0, 0], King Shield[248, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 107641: 106341 - [001, 107638, 000] - HP: 718, STR: -21533, VIT: 311, SPD: 25, LUK: 1, Attack: 116600, Defense: 86527, Current HP: 718, A Avg: 971277, D Avg: 121137, [Sword of Evil[189, 0, 0, 0], King Shield[248, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 107641: 106342 - [001, 107638, 000] - HP: 661, STR: -32827, VIT: 267, SPD: 15, LUK: 1, Attack: 99659, Defense: 86483, Current HP: 661, A Avg: 830159, D Avg: 121076, [Sword of Evil[189, 0, 0, 0], King Shield[248, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 107641: 106343 - [001, 107638, 000] - HP: 696, STR: -28519, VIT: 393, SPD: 17, LUK: 1, Attack: 106121, Defense: 86609, Current HP: 696, A Avg: 883987, D Avg: 121252, [Sword of Evil[189, 0, 0, 0], King Shield[248, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 107641: 106344 - [001, 107638, 000] - HP: 756, STR: -27752, VIT: 350, SPD: 15, LUK: 1, Attack: 107272, Defense: 86566, Current HP: 756, A Avg: 893575, D Avg: 121192, [Sword of Evil[189, 0, 0, 0], King Shield[248, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 107641: 106345 - [001, 107638, 000] - HP: 661, STR: -18741, VIT: 267, SPD: 15, LUK: 2, Attack: 120788, Defense: 86483, Current HP: 661, A Avg: 1006164, D Avg: 121076, [Sword of Evil[189, 0, 0, 0], King Shield[248, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 107641: 106346 - [001, 107638, 000] - HP: 940, STR: -20521, VIT: 617, SPD: 18, LUK: 1, Attack: 118118, Defense: 86833, Current HP: 940, A Avg: 983922, D Avg: 121566, [Sword of Evil[189, 0, 0, 0], King Shield[248, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 107641: 106347 - [001, 107638, 000] - HP: 982, STR: -29519, VIT: 356, SPD: 18, LUK: 1, Attack: 104621, Defense: 86572, Current HP: 982, A Avg: 871492, D Avg: 121200, [Sword of Evil[189, 0, 0, 0], King Shield[248, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 107641: 106348 - [001, 107638, 000] - HP: 1022, STR: -23906, VIT: 765, SPD: 15, LUK: 1, Attack: 113041, Defense: 86981, Current HP: 1022, A Avg: 941631, D Avg: 121773, [Sword of Evil[189, 0, 0, 0], King Shield[248, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 107641: 106349 - [001, 107638, 000] - HP: 875, STR: -18802, VIT: 450, SPD: 15, LUK: 1, Attack: 120697, Defense: 86666, Current HP: 875, A Avg: 1005406, D Avg: 121332, [Sword of Evil[189, 0, 0, 0], King Shield[248, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 107641: 106350 - [001, 107638, 000] - HP: 756, STR: -27752, VIT: 311, SPD: 15, LUK: 1, Attack: 107272, Defense: 86527, Current HP: 756, A Avg: 893575, D Avg: 121137, [Sword of Evil[189, 0, 0, 0], King Shield[248, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 107641: 106351 - [001, 107638, 000] - HP: 832, STR: -27535, VIT: 463, SPD: 19, LUK: 1, Attack: 107597, Defense: 86679, Current HP: 832, A Avg: 896283, D Avg: 121350, [Sword of Evil[189, 0, 0, 0], King Shield[248, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 107641: 106352 - [001, 107638, 000] - HP: 650, STR: -18842, VIT: 784, SPD: 15, LUK: 1, Attack: 120637, Defense: 87819, Current HP: 650, A Avg: 1004906, D Avg: 122946, [Sword of Evil[189, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 107641: 106353 - [001, 107638, 000] - HP: 640, STR: -18831, VIT: 784, SPD: 15, LUK: 1, Attack: 120653, Defense: 87819, Current HP: 640, A Avg: 1005039, D Avg: 122946, [Sword of Evil[189, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 107641: 106354 - [001, 107638, 000] - HP: 960, STR: -18842, VIT: 539, SPD: 15, LUK: 1, Attack: 120637, Defense: 87574, Current HP: 960, A Avg: 1004906, D Avg: 122603, [Sword of Evil[189, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 107641: 106355 - [001, 107638, 000] - HP: 680, STR: -18842, VIT: 539, SPD: 29, LUK: 1, Attack: 120637, Defense: 87574, Current HP: 680, A Avg: 1004906, D Avg: 122603, [Sword of Evil[189, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 107641: 106356 - [001, 107638, 000] - HP: 660, STR: -24225, VIT: 549, SPD: 25, LUK: 1, Attack: 112562, Defense: 87584, Current HP: 660, A Avg: 937641, D Avg: 122617, [Sword of Evil[189, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 107641: 106357 - [001, 107638, 000] - HP: 640, STR: -18831, VIT: 814, SPD: 15, LUK: 1, Attack: 120653, Defense: 87849, Current HP: 640, A Avg: 1005039, D Avg: 122988, [Sword of Evil[189, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 107641: 106358 - [001, 107638, 000] - HP: 660, STR: -18821, VIT: 549, SPD: 15, LUK: 2, Attack: 120668, Defense: 87584, Current HP: 660, A Avg: 1005164, D Avg: 122617, [Sword of Evil[189, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 107641: 106359 - [001, 107638, 000] - HP: 640, STR: -27752, VIT: 549, SPD: 15, LUK: 1, Attack: 107272, Defense: 87584, Current HP: 640, A Avg: 893575, D Avg: 122617, [Sword of Evil[189, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 107641: 106360 - [001, 107638, 000] - HP: 1110, STR: -18831, VIT: 560, SPD: 15, LUK: 1, Attack: 120653, Defense: 87595, Current HP: 1110, A Avg: 1005039, D Avg: 122632, [Sword of Evil[189, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 107641: 106361 - [001, 107638, 000] - HP: 1089, STR: -18779, VIT: 539, SPD: 15, LUK: 1, Attack: 120731, Defense: 87574, Current HP: 1089, A Avg: 1005689, D Avg: 122603, [Sword of Evil[189, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 107641: 106362 - [001, 107638, 000] - HP: 966, STR: -18842, VIT: 814, SPD: 15, LUK: 1, Attack: 120637, Defense: 87849, Current HP: 966, A Avg: 1004906, D Avg: 122988, [Sword of Evil[189, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 107641: 106363 - [001, 107638, 000] - HP: 874, STR: -18779, VIT: 529, SPD: 15, LUK: 2, Attack: 120731, Defense: 87564, Current HP: 874, A Avg: 1005689, D Avg: 122589, [Sword of Evil[189, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 107641: 106364 - [001, 107638, 000] - HP: 700, STR: -21533, VIT: 570, SPD: 25, LUK: 1, Attack: 116600, Defense: 87605, Current HP: 700, A Avg: 971277, D Avg: 122646, [Sword of Evil[189, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 107641: 106365 - [001, 107638, 000] - HP: 640, STR: -32827, VIT: 529, SPD: 15, LUK: 1, Attack: 99659, Defense: 87564, Current HP: 640, A Avg: 830159, D Avg: 122589, [Sword of Evil[189, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 107641: 106366 - [001, 107638, 000] - HP: 672, STR: -28519, VIT: 663, SPD: 17, LUK: 1, Attack: 106121, Defense: 87698, Current HP: 672, A Avg: 883987, D Avg: 122777, [Sword of Evil[189, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 107641: 106367 - [001, 107638, 000] - HP: 740, STR: -27752, VIT: 607, SPD: 15, LUK: 1, Attack: 107272, Defense: 87642, Current HP: 740, A Avg: 893575, D Avg: 122698, [Sword of Evil[189, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 107641: 106368 - [001, 107638, 000] - HP: 640, STR: -18741, VIT: 529, SPD: 15, LUK: 2, Attack: 120788, Defense: 87564, Current HP: 640, A Avg: 1006164, D Avg: 122589, [Sword of Evil[189, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 107641: 106369 - [001, 107638, 000] - HP: 924, STR: -20521, VIT: 1031, SPD: 18, LUK: 1, Attack: 118118, Defense: 88066, Current HP: 924, A Avg: 983922, D Avg: 123292, [Sword of Evil[189, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 107641: 106370 - [001, 107638, 000] - HP: 968, STR: -29519, VIT: 641, SPD: 18, LUK: 1, Attack: 104621, Defense: 87676, Current HP: 968, A Avg: 871492, D Avg: 122746, [Sword of Evil[189, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 107641: 106371 - [001, 107638, 000] - HP: 1020, STR: -23906, VIT: 1146, SPD: 15, LUK: 1, Attack: 113041, Defense: 88181, Current HP: 1020, A Avg: 941631, D Avg: 123453, [Sword of Evil[189, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 107641: 106372 - [001, 107638, 000] - HP: 851, STR: -18802, VIT: 842, SPD: 15, LUK: 1, Attack: 120697, Defense: 87877, Current HP: 851, A Avg: 1005406, D Avg: 123027, [Sword of Evil[189, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 107641: 106373 - [001, 107638, 000] - HP: 740, STR: -27752, VIT: 570, SPD: 15, LUK: 1, Attack: 107272, Defense: 87605, Current HP: 740, A Avg: 893575, D Avg: 122646, [Sword of Evil[189, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 107641: 106374 - [001, 107638, 000] - HP: 820, STR: -27535, VIT: 715, SPD: 19, LUK: 1, Attack: 107597, Defense: 87750, Current HP: 820, A Avg: 896283, D Avg: 122849, [Sword of Evil[189, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 107641: 106375 - [001, 107638, 000] - HP: 670, STR: -18642, VIT: 408, SPD: 15, LUK: 1, Attack: 120937, Defense: 86520, Current HP: 670, A Avg: 1007405, D Avg: 121127, [Sword of Evil[189, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 107641: 106376 - [001, 107638, 000] - HP: 660, STR: -18632, VIT: 408, SPD: 15, LUK: 1, Attack: 120952, Defense: 86520, Current HP: 660, A Avg: 1007530, D Avg: 121127, [Sword of Evil[189, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 107641: 106377 - [001, 107638, 000] - HP: 990, STR: -18642, VIT: 286, SPD: 15, LUK: 1, Attack: 120937, Defense: 86398, Current HP: 990, A Avg: 1007405, D Avg: 120957, [Sword of Evil[189, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 107641: 106378 - [001, 107638, 000] - HP: 700, STR: -18642, VIT: 286, SPD: 29, LUK: 1, Attack: 120937, Defense: 86398, Current HP: 700, A Avg: 1007405, D Avg: 120957, [Sword of Evil[189, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 107641: 106379 - [001, 107638, 000] - HP: 680, STR: -23968, VIT: 296, SPD: 25, LUK: 1, Attack: 112948, Defense: 86408, Current HP: 680, A Avg: 940856, D Avg: 120971, [Sword of Evil[189, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 107641: 106380 - [001, 107638, 000] - HP: 660, STR: -18632, VIT: 439, SPD: 15, LUK: 1, Attack: 120952, Defense: 86551, Current HP: 660, A Avg: 1007530, D Avg: 121171, [Sword of Evil[189, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 107641: 106381 - [001, 107638, 000] - HP: 680, STR: -18621, VIT: 296, SPD: 15, LUK: 2, Attack: 120968, Defense: 86408, Current HP: 680, A Avg: 1007663, D Avg: 120971, [Sword of Evil[189, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 107641: 106382 - [001, 107638, 000] - HP: 660, STR: -27457, VIT: 296, SPD: 15, LUK: 1, Attack: 107714, Defense: 86408, Current HP: 660, A Avg: 897257, D Avg: 120971, [Sword of Evil[189, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 107641: 106383 - [001, 107638, 000] - HP: 1140, STR: -18632, VIT: 307, SPD: 15, LUK: 1, Attack: 120952, Defense: 86419, Current HP: 1140, A Avg: 1007530, D Avg: 120986, [Sword of Evil[189, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 107641: 106384 - [001, 107638, 000] - HP: 1122, STR: -18579, VIT: 286, SPD: 15, LUK: 1, Attack: 121031, Defense: 86398, Current HP: 1122, A Avg: 1008188, D Avg: 120957, [Sword of Evil[189, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 107641: 106385 - [001, 107638, 000] - HP: 989, STR: -18642, VIT: 439, SPD: 15, LUK: 1, Attack: 120937, Defense: 86551, Current HP: 989, A Avg: 1007405, D Avg: 121171, [Sword of Evil[189, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 107641: 106386 - [001, 107638, 000] - HP: 897, STR: -18579, VIT: 275, SPD: 15, LUK: 2, Attack: 121031, Defense: 86387, Current HP: 897, A Avg: 1008188, D Avg: 120941, [Sword of Evil[189, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 107641: 106387 - [001, 107638, 000] - HP: 720, STR: -21305, VIT: 317, SPD: 25, LUK: 1, Attack: 116942, Defense: 86429, Current HP: 720, A Avg: 974126, D Avg: 121000, [Sword of Evil[189, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 107641: 106388 - [001, 107638, 000] - HP: 660, STR: -32475, VIT: 275, SPD: 15, LUK: 1, Attack: 100187, Defense: 86387, Current HP: 660, A Avg: 834557, D Avg: 120941, [Sword of Evil[189, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 107641: 106389 - [001, 107638, 000] - HP: 693, STR: -28215, VIT: 398, SPD: 17, LUK: 1, Attack: 106577, Defense: 86510, Current HP: 693, A Avg: 887786, D Avg: 121113, [Sword of Evil[189, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 107641: 106390 - [001, 107638, 000] - HP: 760, STR: -27457, VIT: 354, SPD: 15, LUK: 1, Attack: 107714, Defense: 86466, Current HP: 760, A Avg: 897257, D Avg: 121052, [Sword of Evil[189, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 107641: 106391 - [001, 107638, 000] - HP: 660, STR: -18541, VIT: 275, SPD: 15, LUK: 2, Attack: 121088, Defense: 86387, Current HP: 660, A Avg: 1008663, D Avg: 120941, [Sword of Evil[189, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 107641: 106392 - [001, 107638, 000] - HP: 946, STR: -20303, VIT: 632, SPD: 18, LUK: 1, Attack: 118445, Defense: 86744, Current HP: 946, A Avg: 986646, D Avg: 121441, [Sword of Evil[189, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 107641: 106393 - [001, 107638, 000] - HP: 990, STR: -29205, VIT: 364, SPD: 18, LUK: 1, Attack: 105092, Defense: 86476, Current HP: 990, A Avg: 875416, D Avg: 121066, [Sword of Evil[189, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 107641: 106394 - [001, 107638, 000] - HP: 1040, STR: -23650, VIT: 771, SPD: 15, LUK: 1, Attack: 113425, Defense: 86883, Current HP: 1040, A Avg: 944830, D Avg: 121636, [Sword of Evil[189, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 107641: 106395 - [001, 107638, 000] - HP: 874, STR: -18602, VIT: 467, SPD: 15, LUK: 1, Attack: 120997, Defense: 86579, Current HP: 874, A Avg: 1007905, D Avg: 121210, [Sword of Evil[189, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 107641: 106396 - [001, 107638, 000] - HP: 760, STR: -27457, VIT: 317, SPD: 15, LUK: 1, Attack: 107714, Defense: 86429, Current HP: 760, A Avg: 897257, D Avg: 121000, [Sword of Evil[189, 0, 0, 0], Goblin Hand[250, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 107641: 106397 - [001, 107638, 000] - HP: 840, STR: -27240, VIT: 462, SPD: 19, LUK: 1, Attack: 108040, Defense: 86574, Current HP: 840, A Avg: 899973, D Avg: 121203, [Sword of Evil[189, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 107641: 106398 - [001, 107638, 000] - HP: 250, STR: -27814, VIT: 390, SPD: 15, LUK: 1, Attack: 107179, Defense: 87438, Current HP: 250, A Avg: 892801, D Avg: 122413, [Sword of Evil[189, 0, 0, 0], Ghost shield[251, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 107641: 106399 - [001, 107638, 000] - HP: 240, STR: -27798, VIT: 390, SPD: 15, LUK: 1, Attack: 107203, Defense: 87438, Current HP: 240, A Avg: 893000, D Avg: 122413, [Sword of Evil[189, 0, 0, 0], Ghost shield[251, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 107641: 106400 - [001, 107638, 000] - HP: 360, STR: -27814, VIT: 273, SPD: 15, LUK: 1, Attack: 107179, Defense: 87321, Current HP: 360, A Avg: 892801, D Avg: 122249, [Sword of Evil[189, 0, 0, 0], Ghost shield[251, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 107641: 106401 - [001, 107638, 000] - HP: 280, STR: -27814, VIT: 273, SPD: 29, LUK: 1, Attack: 107179, Defense: 87321, Current HP: 280, A Avg: 892801, D Avg: 122249, [Sword of Evil[189, 0, 0, 0], Ghost shield[251, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 107641: 106402 - [001, 107638, 000] - HP: 260, STR: -33197, VIT: 284, SPD: 25, LUK: 1, Attack: 99104, Defense: 87332, Current HP: 260, A Avg: 825536, D Avg: 122264, [Sword of Evil[189, 0, 0, 0], Ghost shield[251, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 107641: 106403 - [001, 107638, 000] - HP: 240, STR: -27798, VIT: 421, SPD: 15, LUK: 1, Attack: 107203, Defense: 87469, Current HP: 240, A Avg: 893000, D Avg: 122456, [Sword of Evil[189, 0, 0, 0], Ghost shield[251, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 107641: 106404 - [001, 107638, 000] - HP: 260, STR: -27783, VIT: 284, SPD: 15, LUK: 2, Attack: 107225, Defense: 87332, Current HP: 260, A Avg: 893184, D Avg: 122264, [Sword of Evil[189, 0, 0, 0], Ghost shield[251, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 107641: 106405 - [001, 107638, 000] - HP: 240, STR: -36704, VIT: 284, SPD: 15, LUK: 1, Attack: 93844, Defense: 87332, Current HP: 240, A Avg: 781720, D Avg: 122264, [Sword of Evil[189, 0, 0, 0], Ghost shield[251, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 107641: 106406 - [001, 107638, 000] - HP: 510, STR: -27798, VIT: 294, SPD: 15, LUK: 1, Attack: 107203, Defense: 87342, Current HP: 510, A Avg: 893000, D Avg: 122278, [Sword of Evil[189, 0, 0, 0], Ghost shield[251, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 107641: 106407 - [001, 107638, 000] - HP: 429, STR: -27721, VIT: 273, SPD: 15, LUK: 1, Attack: 107318, Defense: 87321, Current HP: 429, A Avg: 893958, D Avg: 122249, [Sword of Evil[189, 0, 0, 0], Ghost shield[251, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 107641: 106408 - [001, 107638, 000] - HP: 506, STR: -27814, VIT: 421, SPD: 15, LUK: 1, Attack: 107179, Defense: 87469, Current HP: 506, A Avg: 892801, D Avg: 122456, [Sword of Evil[189, 0, 0, 0], Ghost shield[251, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 107641: 106409 - [001, 107638, 000] - HP: 414, STR: -27721, VIT: 263, SPD: 15, LUK: 2, Attack: 107318, Defense: 87311, Current HP: 414, A Avg: 893958, D Avg: 122235, [Sword of Evil[189, 0, 0, 0], Ghost shield[251, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 107641: 106410 - [001, 107638, 000] - HP: 300, STR: -30505, VIT: 305, SPD: 25, LUK: 1, Attack: 103142, Defense: 87353, Current HP: 300, A Avg: 859172, D Avg: 122294, [Sword of Evil[189, 0, 0, 0], Ghost shield[251, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 107641: 106412 - [001, 107638, 000] - HP: 240, STR: -36540, VIT: 367, SPD: 15, LUK: 1, Attack: 94090, Defense: 87415, Current HP: 240, A Avg: 783769, D Avg: 122380, [Sword of Evil[189, 0, 0, 0], Ghost shield[251, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 107641: 106413 - [001, 107638, 000] - HP: 340, STR: -36704, VIT: 342, SPD: 15, LUK: 1, Attack: 93844, Defense: 87390, Current HP: 340, A Avg: 781720, D Avg: 122345, [Sword of Evil[189, 0, 0, 0], Ghost shield[251, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 107641: 106414 - [001, 107638, 000] - HP: 240, STR: -27665, VIT: 263, SPD: 15, LUK: 2, Attack: 107402, Defense: 87311, Current HP: 240, A Avg: 894658, D Avg: 122235, [Sword of Evil[189, 0, 0, 0], Ghost shield[251, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 107641: 106415 - [001, 107638, 000] - HP: 440, STR: -27659, VIT: 575, SPD: 15, LUK: 1, Attack: 107411, Defense: 87623, Current HP: 440, A Avg: 894733, D Avg: 122672, [Sword of Evil[189, 0, 0, 0], Ghost shield[251, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 107641: 106416 - [001, 107638, 000] - HP: 480, STR: -36675, VIT: 319, SPD: 15, LUK: 1, Attack: 93887, Defense: 87367, Current HP: 480, A Avg: 782078, D Avg: 122313, [Sword of Evil[189, 0, 0, 0], Ghost shield[251, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 107641: 106417 - [001, 107638, 000] - HP: 620, STR: -32760, VIT: 753, SPD: 15, LUK: 1, Attack: 99760, Defense: 87801, Current HP: 620, A Avg: 831000, D Avg: 122921, [Sword of Evil[189, 0, 0, 0], Ghost shield[251, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 107641: 106418 - [001, 107638, 000] - HP: 391, STR: -27755, VIT: 448, SPD: 15, LUK: 1, Attack: 107267, Defense: 87496, Current HP: 391, A Avg: 893534, D Avg: 122494, [Sword of Evil[189, 0, 0, 0], Ghost shield[251, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 107641: 106419 - [001, 107638, 000] - HP: 340, STR: -36704, VIT: 305, SPD: 15, LUK: 1, Attack: 93844, Defense: 87353, Current HP: 340, A Avg: 781720, D Avg: 122294, [Sword of Evil[189, 0, 0, 0], Ghost shield[251, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 107641: 106420 - [001, 107638, 000] - HP: 420, STR: -36417, VIT: 450, SPD: 19, LUK: 1, Attack: 94274, Defense: 87498, Current HP: 420, A Avg: 785302, D Avg: 122497, [Sword of Evil[189, 0, 0, 0], Ghost shield[251, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 107641: 106421 - [001, 107638, 000] - HP: 237, STR: -18606, VIT: 58, SPD: 15, LUK: 1, Attack: 120991, Defense: 87886, Current HP: 237, A Avg: 1007855, D Avg: 123040, [Sword of Evil[189, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
