Rank 107639: 106640 - [000, 107639, 000] - HP: 247, STR: 897, VIT: 100, SPD: 12, LUK: 1, Attack: 132837, Defense: 83937, Current HP: 247, A Avg: 1106532, D Avg: 117511, [Neural Edge[190, 0, 0, 0], Emerald Shield[209, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 107639: 107098 - [000, 107639, 000] - HP: 418, STR: 835, VIT: 239, SPD: 7, LUK: 1, Attack: 132744, Defense: 84830, Current HP: 418, A Avg: 1105757, D Avg: 118761, [Neural Edge[190, 0, 0, 0], Black Hole[229, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 107639: 107099 - [000, 107639, 000] - HP: 330, STR: 898, VIT: 141, SPD: 7, LUK: 2, Attack: 132839, Defense: 84732, Current HP: 330, A Avg: 1106548, D Avg: 118624, [Neural Edge[190, 0, 0, 0], Black Hole[229, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 107639: 107100 - [000, 107639, 000] - HP: 228, STR: 955, VIT: 182, SPD: 12, LUK: 1, Attack: 132924, Defense: 84773, Current HP: 228, A Avg: 1107256, D Avg: 118682, [Neural Edge[190, 0, 0, 0], Black Hole[229, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 107639: 107101 - [000, 107639, 000] - HP: 171, STR: 1842, VIT: 141, SPD: 7, LUK: 1, Attack: 134255, Defense: 84732, Current HP: 171, A Avg: 1118344, D Avg: 118624, [Neural Edge[190, 0, 0, 0], Black Hole[229, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 107639: 107102 - [000, 107639, 000] - HP: 180, STR: 1465, VIT: 256, SPD: 8, LUK: 1, Attack: 133689, Defense: 84847, Current HP: 180, A Avg: 1113629, D Avg: 118785, [Neural Edge[190, 0, 0, 0], Black Hole[229, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 107639: 107103 - [000, 107639, 000] - HP: 266, STR: 1295, VIT: 199, SPD: 7, LUK: 1, Attack: 133434, Defense: 84790, Current HP: 266, A Avg: 1111505, D Avg: 118705, [Neural Edge[190, 0, 0, 0], Black Hole[229, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 107639: 107104 - [000, 107639, 000] - HP: 171, STR: 915, VIT: 141, SPD: 7, LUK: 2, Attack: 132864, Defense: 84732, Current HP: 171, A Avg: 1106757, D Avg: 118624, [Neural Edge[190, 0, 0, 0], Black Hole[229, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 107639: 107105 - [000, 107639, 000] - HP: 398, STR: 1030, VIT: 419, SPD: 9, LUK: 1, Attack: 133037, Defense: 85010, Current HP: 398, A Avg: 1108198, D Avg: 119013, [Neural Edge[190, 0, 0, 0], Black Hole[229, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 107639: 107106 - [000, 107639, 000] - HP: 399, STR: 1680, VIT: 166, SPD: 7, LUK: 1, Attack: 134012, Defense: 84757, Current HP: 399, A Avg: 1116319, D Avg: 118659, [Neural Edge[190, 0, 0, 0], Black Hole[229, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 107639: 107107 - [000, 107639, 000] - HP: 437, STR: 1366, VIT: 541, SPD: 7, LUK: 1, Attack: 133541, Defense: 85132, Current HP: 437, A Avg: 1112396, D Avg: 119184, [Neural Edge[190, 0, 0, 0], Black Hole[229, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 107639: 107108 - [000, 107639, 000] - HP: 308, STR: 865, VIT: 252, SPD: 7, LUK: 1, Attack: 132789, Defense: 84843, Current HP: 308, A Avg: 1106132, D Avg: 118780, [Neural Edge[190, 0, 0, 0], Black Hole[229, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 107639: 107109 - [000, 107639, 000] - HP: 266, STR: 1295, VIT: 182, SPD: 7, LUK: 1, Attack: 133434, Defense: 84773, Current HP: 266, A Avg: 1111505, D Avg: 118682, [Neural Edge[190, 0, 0, 0], Black Hole[229, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 107639: 107110 - [000, 107639, 000] - HP: 247, STR: 1357, VIT: 224, SPD: 9, LUK: 1, Attack: 133527, Defense: 84815, Current HP: 247, A Avg: 1112279, D Avg: 118740, [Neural Edge[190, 0, 0, 0], Black Hole[229, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 107639: 107111 - [000, 107639, 000] - HP: 218, STR: 835, VIT: 221, SPD: 7, LUK: 1, Attack: 132744, Defense: 87139, Current HP: 218, A Avg: 1105757, D Avg: 121994, [Neural Edge[190, 0, 0, 0], White Hole[230, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 107639: 107112 - [000, 107639, 000] - HP: 209, STR: 846, VIT: 221, SPD: 7, LUK: 1, Attack: 132761, Defense: 87139, Current HP: 209, A Avg: 1105899, D Avg: 121994, [Neural Edge[190, 0, 0, 0], White Hole[230, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 107639: 107113 - [000, 107639, 000] - HP: 319, STR: 835, VIT: 159, SPD: 7, LUK: 1, Attack: 132744, Defense: 87077, Current HP: 319, A Avg: 1105757, D Avg: 121907, [Neural Edge[190, 0, 0, 0], White Hole[230, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 107639: 107114 - [000, 107639, 000] - HP: 247, STR: 835, VIT: 159, SPD: 14, LUK: 1, Attack: 132744, Defense: 87077, Current HP: 247, A Avg: 1105757, D Avg: 121907, [Neural Edge[190, 0, 0, 0], White Hole[230, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 107639: 107115 - [000, 107639, 000] - HP: 228, STR: 1074, VIT: 170, SPD: 12, LUK: 1, Attack: 133103, Defense: 87088, Current HP: 228, A Avg: 1108747, D Avg: 121923, [Neural Edge[190, 0, 0, 0], White Hole[230, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 107639: 107116 - [000, 107639, 000] - HP: 209, STR: 846, VIT: 252, SPD: 7, LUK: 1, Attack: 132761, Defense: 87170, Current HP: 209, A Avg: 1105899, D Avg: 122037, [Neural Edge[190, 0, 0, 0], White Hole[230, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 107639: 107117 - [000, 107639, 000] - HP: 228, STR: 856, VIT: 170, SPD: 7, LUK: 2, Attack: 132776, Defense: 87088, Current HP: 228, A Avg: 1106024, D Avg: 121923, [Neural Edge[190, 0, 0, 0], White Hole[230, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 107639: 107118 - [000, 107639, 000] - HP: 209, STR: 1295, VIT: 170, SPD: 7, LUK: 1, Attack: 133434, Defense: 87088, Current HP: 209, A Avg: 1111505, D Avg: 121923, [Neural Edge[190, 0, 0, 0], White Hole[230, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 107639: 107119 - [000, 107639, 000] - HP: 464, STR: 846, VIT: 180, SPD: 7, LUK: 1, Attack: 132761, Defense: 87098, Current HP: 464, A Avg: 1105899, D Avg: 121937, [Neural Edge[190, 0, 0, 0], White Hole[230, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 107639: 107120 - [000, 107639, 000] - HP: 383, STR: 898, VIT: 159, SPD: 7, LUK: 1, Attack: 132839, Defense: 87077, Current HP: 383, A Avg: 1106548, D Avg: 121907, [Neural Edge[190, 0, 0, 0], White Hole[230, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 107639: 107121 - [000, 107639, 000] - HP: 462, STR: 835, VIT: 252, SPD: 7, LUK: 1, Attack: 132744, Defense: 87170, Current HP: 462, A Avg: 1105757, D Avg: 122037, [Neural Edge[190, 0, 0, 0], White Hole[230, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 107639: 107122 - [000, 107639, 000] - HP: 374, STR: 898, VIT: 149, SPD: 7, LUK: 2, Attack: 132839, Defense: 87067, Current HP: 374, A Avg: 1106548, D Avg: 121893, [Neural Edge[190, 0, 0, 0], White Hole[230, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 107639: 107123 - [000, 107639, 000] - HP: 266, STR: 955, VIT: 190, SPD: 12, LUK: 1, Attack: 132924, Defense: 87108, Current HP: 266, A Avg: 1107256, D Avg: 121951, [Neural Edge[190, 0, 0, 0], White Hole[230, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 107639: 107124 - [000, 107639, 000] - HP: 209, STR: 1842, VIT: 149, SPD: 7, LUK: 1, Attack: 134255, Defense: 87067, Current HP: 209, A Avg: 1118344, D Avg: 121893, [Neural Edge[190, 0, 0, 0], White Hole[230, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 107639: 107125 - [000, 107639, 000] - HP: 220, STR: 1465, VIT: 265, SPD: 8, LUK: 1, Attack: 133689, Defense: 87183, Current HP: 220, A Avg: 1113629, D Avg: 122056, [Neural Edge[190, 0, 0, 0], White Hole[230, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 107639: 107126 - [000, 107639, 000] - HP: 304, STR: 1295, VIT: 207, SPD: 7, LUK: 1, Attack: 133434, Defense: 87125, Current HP: 304, A Avg: 1111505, D Avg: 121974, [Neural Edge[190, 0, 0, 0], White Hole[230, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 107639: 107127 - [000, 107639, 000] - HP: 209, STR: 915, VIT: 149, SPD: 7, LUK: 2, Attack: 132864, Defense: 87067, Current HP: 209, A Avg: 1106757, D Avg: 121893, [Neural Edge[190, 0, 0, 0], White Hole[230, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 107639: 107128 - [000, 107639, 000] - HP: 440, STR: 1030, VIT: 432, SPD: 9, LUK: 1, Attack: 133037, Defense: 87350, Current HP: 440, A Avg: 1108198, D Avg: 122289, [Neural Edge[190, 0, 0, 0], White Hole[230, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 107639: 107129 - [000, 107639, 000] - HP: 437, STR: 1680, VIT: 174, SPD: 7, LUK: 1, Attack: 134012, Defense: 87092, Current HP: 437, A Avg: 1116319, D Avg: 121928, [Neural Edge[190, 0, 0, 0], White Hole[230, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 107639: 107130 - [000, 107639, 000] - HP: 475, STR: 1366, VIT: 553, SPD: 7, LUK: 1, Attack: 133541, Defense: 87471, Current HP: 475, A Avg: 1112396, D Avg: 122459, [Neural Edge[190, 0, 0, 0], White Hole[230, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 107639: 107131 - [000, 107639, 000] - HP: 352, STR: 865, VIT: 264, SPD: 7, LUK: 1, Attack: 132789, Defense: 87182, Current HP: 352, A Avg: 1106132, D Avg: 122054, [Neural Edge[190, 0, 0, 0], White Hole[230, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 107639: 107132 - [000, 107639, 000] - HP: 304, STR: 1295, VIT: 190, SPD: 7, LUK: 1, Attack: 133434, Defense: 87108, Current HP: 304, A Avg: 1111505, D Avg: 121951, [Neural Edge[190, 0, 0, 0], White Hole[230, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 107639: 107133 - [000, 107639, 000] - HP: 285, STR: 1357, VIT: 232, SPD: 9, LUK: 1, Attack: 133527, Defense: 87150, Current HP: 285, A Avg: 1112279, D Avg: 122009, [Neural Edge[190, 0, 0, 0], White Hole[230, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 107639: 107134 - [000, 107639, 000] - HP: 1206, STR: 785, VIT: 44, SPD: 7, LUK: 1, Attack: 132669, Defense: 85961, Current HP: 1206, A Avg: 1105132, D Avg: 120345, [Neural Edge[190, 0, 0, 0], Frying Pan[231, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 107639: 107135 - [000, 107639, 000] - HP: 1197, STR: 795, VIT: 44, SPD: 7, LUK: 1, Attack: 132684, Defense: 85961, Current HP: 1197, A Avg: 1105257, D Avg: 120345, [Neural Edge[190, 0, 0, 0], Frying Pan[231, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 107639: 107136 - [000, 107639, 000] - HP: 1827, STR: 785, VIT: 41, SPD: 7, LUK: 1, Attack: 132669, Defense: 85958, Current HP: 1827, A Avg: 1105132, D Avg: 120341, [Neural Edge[190, 0, 0, 0], Frying Pan[231, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 107639: 107137 - [000, 107639, 000] - HP: 1235, STR: 785, VIT: 41, SPD: 14, LUK: 1, Attack: 132669, Defense: 85958, Current HP: 1235, A Avg: 1105132, D Avg: 120341, [Neural Edge[190, 0, 0, 0], Frying Pan[231, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 107639: 107138 - [000, 107639, 000] - HP: 1216, STR: 1009, VIT: 52, SPD: 12, LUK: 1, Attack: 133005, Defense: 85969, Current HP: 1216, A Avg: 1107931, D Avg: 120356, [Neural Edge[190, 0, 0, 0], Frying Pan[231, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 107639: 107139 - [000, 107639, 000] - HP: 1197, STR: 795, VIT: 76, SPD: 7, LUK: 1, Attack: 132684, Defense: 85993, Current HP: 1197, A Avg: 1105257, D Avg: 120390, [Neural Edge[190, 0, 0, 0], Frying Pan[231, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 107639: 107140 - [000, 107639, 000] - HP: 1216, STR: 806, VIT: 52, SPD: 7, LUK: 2, Attack: 132701, Defense: 85969, Current HP: 1216, A Avg: 1105399, D Avg: 120356, [Neural Edge[190, 0, 0, 0], Frying Pan[231, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 107639: 107141 - [000, 107639, 000] - HP: 1197, STR: 1221, VIT: 52, SPD: 7, LUK: 1, Attack: 133323, Defense: 85969, Current HP: 1197, A Avg: 1110580, D Avg: 120356, [Neural Edge[190, 0, 0, 0], Frying Pan[231, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 107639: 107142 - [000, 107639, 000] - HP: 1972, STR: 795, VIT: 63, SPD: 7, LUK: 1, Attack: 132684, Defense: 85980, Current HP: 1972, A Avg: 1105257, D Avg: 120371, [Neural Edge[190, 0, 0, 0], Frying Pan[231, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 107639: 107143 - [000, 107639, 000] - HP: 2047, STR: 848, VIT: 41, SPD: 7, LUK: 1, Attack: 132764, Defense: 85958, Current HP: 2047, A Avg: 1105924, D Avg: 120341, [Neural Edge[190, 0, 0, 0], Frying Pan[231, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 107639: 107144 - [000, 107639, 000] - HP: 1606, STR: 785, VIT: 76, SPD: 7, LUK: 1, Attack: 132669, Defense: 85993, Current HP: 1606, A Avg: 1105132, D Avg: 120390, [Neural Edge[190, 0, 0, 0], Frying Pan[231, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 107639: 107145 - [000, 107639, 000] - HP: 1518, STR: 848, VIT: 30, SPD: 7, LUK: 2, Attack: 132764, Defense: 85947, Current HP: 1518, A Avg: 1105924, D Avg: 120325, [Neural Edge[190, 0, 0, 0], Frying Pan[231, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 107639: 107146 - [000, 107639, 000] - HP: 1254, STR: 897, VIT: 73, SPD: 12, LUK: 1, Attack: 132837, Defense: 85990, Current HP: 1254, A Avg: 1106532, D Avg: 120385, [Neural Edge[190, 0, 0, 0], Frying Pan[231, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 107639: 107147 - [000, 107639, 000] - HP: 1197, STR: 1753, VIT: 30, SPD: 7, LUK: 1, Attack: 134121, Defense: 85947, Current HP: 1197, A Avg: 1117227, D Avg: 120325, [Neural Edge[190, 0, 0, 0], Frying Pan[231, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 107639: 107148 - [000, 107639, 000] - HP: 1260, STR: 1388, VIT: 145, SPD: 8, LUK: 1, Attack: 133574, Defense: 86062, Current HP: 1260, A Avg: 1112671, D Avg: 120486, [Neural Edge[190, 0, 0, 0], Frying Pan[231, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 107639: 107149 - [000, 107639, 000] - HP: 1292, STR: 1221, VIT: 91, SPD: 7, LUK: 1, Attack: 133323, Defense: 86008, Current HP: 1292, A Avg: 1110580, D Avg: 120411, [Neural Edge[190, 0, 0, 0], Frying Pan[231, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 107639: 107150 - [000, 107639, 000] - HP: 1197, STR: 865, VIT: 30, SPD: 7, LUK: 2, Attack: 132789, Defense: 85947, Current HP: 1197, A Avg: 1106132, D Avg: 120325, [Neural Edge[190, 0, 0, 0], Frying Pan[231, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 107639: 107151 - [000, 107639, 000] - HP: 1532, STR: 975, VIT: 249, SPD: 9, LUK: 1, Attack: 132954, Defense: 86166, Current HP: 1532, A Avg: 1107506, D Avg: 120632, [Neural Edge[190, 0, 0, 0], Frying Pan[231, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 107639: 107152 - [000, 107639, 000] - HP: 1425, STR: 1582, VIT: 56, SPD: 7, LUK: 1, Attack: 133865, Defense: 85973, Current HP: 1425, A Avg: 1115095, D Avg: 120362, [Neural Edge[190, 0, 0, 0], Frying Pan[231, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 107639: 107153 - [000, 107639, 000] - HP: 1463, STR: 1301, VIT: 387, SPD: 7, LUK: 1, Attack: 133443, Defense: 86304, Current HP: 1463, A Avg: 1111580, D Avg: 120825, [Neural Edge[190, 0, 0, 0], Frying Pan[231, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 107639: 107154 - [000, 107639, 000] - HP: 1496, STR: 814, VIT: 88, SPD: 7, LUK: 1, Attack: 132713, Defense: 86005, Current HP: 1496, A Avg: 1105499, D Avg: 120406, [Neural Edge[190, 0, 0, 0], Frying Pan[231, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 107639: 107155 - [000, 107639, 000] - HP: 1292, STR: 1221, VIT: 73, SPD: 7, LUK: 1, Attack: 133323, Defense: 85990, Current HP: 1292, A Avg: 1110580, D Avg: 120385, [Neural Edge[190, 0, 0, 0], Frying Pan[231, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 107639: 107156 - [000, 107639, 000] - HP: 1273, STR: 1283, VIT: 117, SPD: 9, LUK: 1, Attack: 133416, Defense: 86034, Current HP: 1273, A Avg: 1111355, D Avg: 120447, [Neural Edge[190, 0, 0, 0], Frying Pan[231, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 107639: 107157 - [000, 107639, 000] - HP: 454, STR: 785, VIT: 178, SPD: 7, LUK: 1, Attack: 132669, Defense: 84912, Current HP: 454, A Avg: 1105132, D Avg: 118876, [Neural Edge[190, 0, 0, 0], Slafield[232, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 107639: 107158 - [000, 107639, 000] - HP: 444, STR: 795, VIT: 178, SPD: 7, LUK: 1, Attack: 132684, Defense: 84912, Current HP: 444, A Avg: 1105257, D Avg: 118876, [Neural Edge[190, 0, 0, 0], Slafield[232, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 107639: 107159 - [000, 107639, 000] - HP: 666, STR: 785, VIT: 130, SPD: 7, LUK: 1, Attack: 132669, Defense: 84864, Current HP: 666, A Avg: 1105132, D Avg: 118809, [Neural Edge[190, 0, 0, 0], Slafield[232, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 107639: 107160 - [000, 107639, 000] - HP: 484, STR: 785, VIT: 130, SPD: 14, LUK: 1, Attack: 132669, Defense: 84864, Current HP: 484, A Avg: 1105132, D Avg: 118809, [Neural Edge[190, 0, 0, 0], Slafield[232, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 107639: 107161 - [000, 107639, 000] - HP: 464, STR: 1009, VIT: 141, SPD: 12, LUK: 1, Attack: 133005, Defense: 84875, Current HP: 464, A Avg: 1107931, D Avg: 118824, [Neural Edge[190, 0, 0, 0], Slafield[232, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 107639: 107162 - [000, 107639, 000] - HP: 444, STR: 795, VIT: 209, SPD: 7, LUK: 1, Attack: 132684, Defense: 84943, Current HP: 444, A Avg: 1105257, D Avg: 118920, [Neural Edge[190, 0, 0, 0], Slafield[232, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 107639: 107163 - [000, 107639, 000] - HP: 464, STR: 806, VIT: 141, SPD: 7, LUK: 2, Attack: 132701, Defense: 84875, Current HP: 464, A Avg: 1105399, D Avg: 118824, [Neural Edge[190, 0, 0, 0], Slafield[232, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 107639: 107164 - [000, 107639, 000] - HP: 444, STR: 1221, VIT: 141, SPD: 7, LUK: 1, Attack: 133323, Defense: 84875, Current HP: 444, A Avg: 1110580, D Avg: 118824, [Neural Edge[190, 0, 0, 0], Slafield[232, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 107639: 107165 - [000, 107639, 000] - HP: 816, STR: 795, VIT: 151, SPD: 7, LUK: 1, Attack: 132684, Defense: 84885, Current HP: 816, A Avg: 1105257, D Avg: 118838, [Neural Edge[190, 0, 0, 0], Slafield[232, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 107639: 107166 - [000, 107639, 000] - HP: 765, STR: 848, VIT: 130, SPD: 7, LUK: 1, Attack: 132764, Defense: 84864, Current HP: 765, A Avg: 1105924, D Avg: 118809, [Neural Edge[190, 0, 0, 0], Slafield[232, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 107639: 107167 - [000, 107639, 000] - HP: 740, STR: 785, VIT: 209, SPD: 7, LUK: 1, Attack: 132669, Defense: 84943, Current HP: 740, A Avg: 1105132, D Avg: 118920, [Neural Edge[190, 0, 0, 0], Slafield[232, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 107639: 107168 - [000, 107639, 000] - HP: 648, STR: 848, VIT: 120, SPD: 7, LUK: 2, Attack: 132764, Defense: 84854, Current HP: 648, A Avg: 1105924, D Avg: 118795, [Neural Edge[190, 0, 0, 0], Slafield[232, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 107639: 107169 - [000, 107639, 000] - HP: 504, STR: 897, VIT: 161, SPD: 12, LUK: 1, Attack: 132837, Defense: 84895, Current HP: 504, A Avg: 1106532, D Avg: 118852, [Neural Edge[190, 0, 0, 0], Slafield[232, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 107639: 107170 - [000, 107639, 000] - HP: 444, STR: 1753, VIT: 120, SPD: 7, LUK: 1, Attack: 134121, Defense: 84854, Current HP: 444, A Avg: 1117227, D Avg: 118795, [Neural Edge[190, 0, 0, 0], Slafield[232, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 107639: 107171 - [000, 107639, 000] - HP: 466, STR: 1388, VIT: 234, SPD: 8, LUK: 1, Attack: 133574, Defense: 84968, Current HP: 466, A Avg: 1112671, D Avg: 118955, [Neural Edge[190, 0, 0, 0], Slafield[232, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 107639: 107172 - [000, 107639, 000] - HP: 544, STR: 1221, VIT: 178, SPD: 7, LUK: 1, Attack: 133323, Defense: 84912, Current HP: 544, A Avg: 1110580, D Avg: 118876, [Neural Edge[190, 0, 0, 0], Slafield[232, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 107639: 107173 - [000, 107639, 000] - HP: 444, STR: 865, VIT: 120, SPD: 7, LUK: 2, Attack: 132789, Defense: 84854, Current HP: 444, A Avg: 1106132, D Avg: 118795, [Neural Edge[190, 0, 0, 0], Slafield[232, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 107639: 107174 - [000, 107639, 000] - HP: 708, STR: 975, VIT: 386, SPD: 9, LUK: 1, Attack: 132954, Defense: 85120, Current HP: 708, A Avg: 1107506, D Avg: 119167, [Neural Edge[190, 0, 0, 0], Slafield[232, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 107639: 107175 - [000, 107639, 000] - HP: 684, STR: 1582, VIT: 145, SPD: 7, LUK: 1, Attack: 133865, Defense: 84879, Current HP: 684, A Avg: 1115095, D Avg: 118830, [Neural Edge[190, 0, 0, 0], Slafield[232, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 107639: 107176 - [000, 107639, 000] - HP: 724, STR: 1301, VIT: 510, SPD: 7, LUK: 1, Attack: 133443, Defense: 85244, Current HP: 724, A Avg: 1111580, D Avg: 119341, [Neural Edge[190, 0, 0, 0], Slafield[232, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 107639: 107177 - [000, 107639, 000] - HP: 625, STR: 814, VIT: 221, SPD: 7, LUK: 1, Attack: 132713, Defense: 84955, Current HP: 625, A Avg: 1105499, D Avg: 118936, [Neural Edge[190, 0, 0, 0], Slafield[232, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 107639: 107178 - [000, 107639, 000] - HP: 544, STR: 1221, VIT: 161, SPD: 7, LUK: 1, Attack: 133323, Defense: 84895, Current HP: 544, A Avg: 1110580, D Avg: 118852, [Neural Edge[190, 0, 0, 0], Slafield[232, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 107639: 107179 - [000, 107639, 000] - HP: 524, STR: 1283, VIT: 203, SPD: 9, LUK: 1, Attack: 133416, Defense: 84937, Current HP: 524, A Avg: 1111355, D Avg: 118911, [Neural Edge[190, 0, 0, 0], Slafield[232, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 107639: 107180 - [000, 107639, 000] - HP: 330, STR: 785, VIT: 135, SPD: 7, LUK: 1, Attack: 132669, Defense: 85610, Current HP: 330, A Avg: 1105132, D Avg: 119853, [Neural Edge[190, 0, 0, 0], Mist Shield[233, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 107639: 107181 - [000, 107639, 000] - HP: 320, STR: 795, VIT: 135, SPD: 7, LUK: 1, Attack: 132684, Defense: 85610, Current HP: 320, A Avg: 1105257, D Avg: 119853, [Neural Edge[190, 0, 0, 0], Mist Shield[233, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 107639: 107182 - [000, 107639, 000] - HP: 480, STR: 785, VIT: 101, SPD: 7, LUK: 1, Attack: 132669, Defense: 85576, Current HP: 480, A Avg: 1105132, D Avg: 119806, [Neural Edge[190, 0, 0, 0], Mist Shield[233, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 107639: 107183 - [000, 107639, 000] - HP: 360, STR: 785, VIT: 101, SPD: 14, LUK: 1, Attack: 132669, Defense: 85576, Current HP: 360, A Avg: 1105132, D Avg: 119806, [Neural Edge[190, 0, 0, 0], Mist Shield[233, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 107639: 107184 - [000, 107639, 000] - HP: 340, STR: 1009, VIT: 112, SPD: 12, LUK: 1, Attack: 133005, Defense: 85587, Current HP: 340, A Avg: 1107931, D Avg: 119821, [Neural Edge[190, 0, 0, 0], Mist Shield[233, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 107639: 107185 - [000, 107639, 000] - HP: 320, STR: 795, VIT: 166, SPD: 7, LUK: 1, Attack: 132684, Defense: 85641, Current HP: 320, A Avg: 1105257, D Avg: 119897, [Neural Edge[190, 0, 0, 0], Mist Shield[233, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
