Rank 1000: HP: 1322, STR: 601, VIT: 418412, SPD: 45, LUK: 1, Attack: 86947, Defense: 502216, Current HP: 1322, A Avg: 91294, D Avg: 502216, [Progress[147, 330, 330, 330], Iron Shield[204, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 528: HP: 1207, STR: 518, VIT: 418655, SPD: 45, LUK: 1, Attack: 84511, Defense: 503649, Current HP: 1207, A Avg: 88736, D Avg: 503649, [Sword of Wood[124, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 527: HP: 1469, STR: 666, VIT: 418655, SPD: 45, LUK: 1, Attack: 84854, Defense: 503649, Current HP: 1469, A Avg: 89096, D Avg: 503649, [Sword of the Spirit Tree[125, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 526: HP: 1207, STR: 570, VIT: 418655, SPD: 45, LUK: 1, Attack: 84569, Defense: 503649, Current HP: 1207, A Avg: 88797, D Avg: 503649, [Greatsword[127, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 525: HP: 1465, STR: 619, VIT: 418655, SPD: 45, LUK: 1, Attack: 85041, Defense: 503649, Current HP: 1465, A Avg: 89293, D Avg: 503649, [Dreaming Sword[128, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 524: HP: 1217, STR: 493, VIT: 418655, SPD: 45, LUK: 1, Attack: 84268, Defense: 503649, Current HP: 1217, A Avg: 88481, D Avg: 503649, [Peacemaker[131, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 523: HP: 1259, STR: 475, VIT: 418655, SPD: 45, LUK: 1, Attack: 84377, Defense: 503649, Current HP: 1259, A Avg: 88595, D Avg: 503649, [Daydream[132, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 522: HP: 1910, STR: 691, VIT: 418655, SPD: 45, LUK: 1, Attack: 86374, Defense: 503649, Current HP: 1910, A Avg: 90692, D Avg: 503649, [Dancing[155, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 521: HP: 1196, STR: 968, VIT: 418655, SPD: 45, LUK: 1, Attack: 85624, Defense: 503649, Current HP: 1196, A Avg: 89905, D Avg: 503649, [Penetra[161, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 520: HP: 1406, STR: 475, VIT: 418655, SPD: 45, LUK: 1, Attack: 85443, Defense: 503649, Current HP: 1406, A Avg: 89715, D Avg: 503649, [Cluster Bomb[170, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 519: HP: 1826, STR: 475, VIT: 418655, SPD: 45, LUK: 1, Attack: 92661, Defense: 503649, Current HP: 1826, A Avg: 97294, D Avg: 503649, [Big Bang[171, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 518: HP: 4220, STR: 475, VIT: 418655, SPD: 45, LUK: 1, Attack: 85528, Defense: 503649, Current HP: 4220, A Avg: 89804, D Avg: 503649, [Common Key[174, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 517: HP: 1826, STR: 475, VIT: 418655, SPD: 45, LUK: 1, Attack: 86717, Defense: 503649, Current HP: 1826, A Avg: 91052, D Avg: 503649, [Droid Hammer[177, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 516: HP: 1196, STR: 1789, VIT: 418655, SPD: 45, LUK: 1, Attack: 86718, Defense: 503649, Current HP: 1196, A Avg: 91053, D Avg: 503649, [Jack Knife[185, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 515: HP: 1196, STR: 2203, VIT: 418655, SPD: 45, LUK: 1, Attack: 86781, Defense: 503649, Current HP: 1196, A Avg: 91120, D Avg: 503649, [Magical[187, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 514: HP: 1196, STR: 871, VIT: 418655, SPD: 45, LUK: 1, Attack: 87922, Defense: 503649, Current HP: 1196, A Avg: 92318, D Avg: 503649, [Tekken[188, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 513: HP: 1196, STR: -42682, VIT: 418655, SPD: 45, LUK: 1, Attack: 56584, Defense: 503649, Current HP: 1196, A Avg: 59413, D Avg: 503649, [Sword of Evil[189, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 512: HP: 1196, STR: 2563, VIT: 418655, SPD: 45, LUK: 1, Attack: 90224, Defense: 503649, Current HP: 1196, A Avg: 94735, D Avg: 503649, [Neural Edge[190, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 511: HP: 1406, STR: 2084, VIT: 418684, SPD: 45, LUK: 1, Attack: 91993, Defense: 503652, Current HP: 1406, A Avg: 96592, D Avg: 503652, [Spectral Sword Shigure[172, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 510: HP: 1243, STR: 469, VIT: 418823, SPD: 45, LUK: 1, Attack: 84579, Defense: 503661, Current HP: 1243, A Avg: 88807, D Avg: 503661, [Dragon Killer[139, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 509: HP: 1251, STR: 473, VIT: 418823, SPD: 45, LUK: 1, Attack: 84986, Defense: 503661, Current HP: 1251, A Avg: 89235, D Avg: 503661, [Volcano[142, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 508: HP: 1272, STR: 469, VIT: 418826, SPD: 45, LUK: 1, Attack: 86438, Defense: 503664, Current HP: 1272, A Avg: 90759, D Avg: 503664, [Fire Chariot[138, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 507: HP: 1448, STR: 617, VIT: 418673, SPD: 45, LUK: 1, Attack: 84584, Defense: 503667, Current HP: 1448, A Avg: 88813, D Avg: 503667, [Phantom Sword[117, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 506: HP: 1280, STR: 237, VIT: 418707, SPD: 45, LUK: 1, Attack: 84093, Defense: 503675, Current HP: 1280, A Avg: 88297, D Avg: 503675, [Emerald Sword[115, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 505: HP: 1207, STR: 561, VIT: 418684, SPD: 45, LUK: 1, Attack: 84404, Defense: 503678, Current HP: 1207, A Avg: 88624, D Avg: 503678, [Salamander[110, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 504: HP: 1196, STR: 604, VIT: 418684, SPD: 45, LUK: 1, Attack: 84688, Defense: 503678, Current HP: 1196, A Avg: 88922, D Avg: 503678, [Phantom Scythe[116, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 503: HP: 1207, STR: 561, VIT: 418684, SPD: 45, LUK: 1, Attack: 84433, Defense: 503678, Current HP: 1207, A Avg: 88654, D Avg: 503678, [Undine[118, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 502: HP: 1207, STR: 561, VIT: 418684, SPD: 45, LUK: 1, Attack: 84460, Defense: 503678, Current HP: 1207, A Avg: 88683, D Avg: 503678, [Sylph[119, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 501: HP: 1207, STR: 561, VIT: 418684, SPD: 45, LUK: 1, Attack: 84487, Defense: 503678, Current HP: 1207, A Avg: 88711, D Avg: 503678, [Gnome[120, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 500: HP: 1503, STR: 567, VIT: 418841, SPD: 45, LUK: 1, Attack: 85665, Defense: 503679, Current HP: 1503, A Avg: 89948, D Avg: 503679, [Yggdrasil[126, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 499: HP: 1251, STR: 529, VIT: 418841, SPD: 45, LUK: 1, Attack: 85354, Defense: 503679, Current HP: 1251, A Avg: 89621, D Avg: 503679, [Kraken[145, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 498: HP: 1314, STR: 471, VIT: 418841, SPD: 45, LUK: 1, Attack: 85283, Defense: 503679, Current HP: 1314, A Avg: 89547, D Avg: 503679, [Granada[150, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 497: HP: 1138, STR: 289, VIT: 418713, SPD: 45, LUK: 1, Attack: 84191, Defense: 503681, Current HP: 1138, A Avg: 88400, D Avg: 503681, [Crossed Shuriken[136, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 496: HP: 1352, STR: 480, VIT: 418847, SPD: 45, LUK: 1, Attack: 84512, Defense: 503685, Current HP: 1352, A Avg: 88737, D Avg: 503685, [Alucard[146, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 495: HP: 1280, STR: 333, VIT: 418722, SPD: 45, LUK: 1, Attack: 84846, Defense: 503690, Current HP: 1280, A Avg: 89088, D Avg: 503690, [Maximum Iron Mass[123, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 494: HP: 1238, STR: 502, VIT: 418699, SPD: 45, LUK: 1, Attack: 88669, Defense: 503693, Current HP: 1238, A Avg: 93102, D Avg: 503693, [Basic[169, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 493: HP: 2414, STR: 1458, VIT: 419914, SPD: 45, LUK: 1, Attack: 89286, Defense: 503718, Current HP: 2414, A Avg: 93750, D Avg: 503718, [Stargazer[183, 330, 330, 330], Iron Shield[204, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 492: HP: 1251, STR: 471, VIT: 418881, SPD: 45, LUK: 1, Attack: 84412, Defense: 503719, Current HP: 1251, A Avg: 88632, D Avg: 503719, [Rusty Knife[156, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 491: HP: 1196, STR: 570, VIT: 418725, SPD: 45, LUK: 1, Attack: 84446, Defense: 503719, Current HP: 1196, A Avg: 88668, D Avg: 503719, [Tornado[111, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 490: HP: 1448, STR: 561, VIT: 418725, SPD: 45, LUK: 1, Attack: 84586, Defense: 503719, Current HP: 1448, A Avg: 88815, D Avg: 503719, [Fairy Sword[113, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 489: HP: 1196, STR: 622, VIT: 418725, SPD: 45, LUK: 1, Attack: 84771, Defense: 503719, Current HP: 1196, A Avg: 89009, D Avg: 503719, [Giant Tornado[114, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 488: HP: 1211, STR: 570, VIT: 418725, SPD: 45, LUK: 1, Attack: 84386, Defense: 503719, Current HP: 1211, A Avg: 88605, D Avg: 503719, [Hand Axe[140, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 487: HP: 1217, STR: 604, VIT: 418725, SPD: 45, LUK: 1, Attack: 84597, Defense: 503719, Current HP: 1217, A Avg: 88826, D Avg: 503719, [Wooden Boomerang[167, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 486: HP: 1316, STR: 574, VIT: 418728, SPD: 45, LUK: 1, Attack: 84372, Defense: 503722, Current HP: 1316, A Avg: 88590, D Avg: 503722, [Ninja[135, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 485: HP: 1213, STR: 570, VIT: 418731, SPD: 45, LUK: 1, Attack: 84576, Defense: 503725, Current HP: 1213, A Avg: 88804, D Avg: 503725, [Crescent[141, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 484: HP: 1385, STR: 1128, VIT: 418864, SPD: 45, LUK: 1, Attack: 87006, Defense: 503728, Current HP: 1385, A Avg: 91356, D Avg: 503728, [God Hand[179, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 483: HP: 1343, STR: 1560, VIT: 418864, SPD: 45, LUK: 1, Attack: 87100, Defense: 503728, Current HP: 1343, A Avg: 91455, D Avg: 503728, [Zodiac[184, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 482: HP: 1133, STR: 212, VIT: 419490, SPD: 45, LUK: 1, Attack: 84600, Defense: 503730, Current HP: 1133, A Avg: 88830, D Avg: 503730, [Encryption Key[173, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 481: HP: 4157, STR: 1292, VIT: 419490, SPD: 45, LUK: 1, Attack: 89174, Defense: 503730, Current HP: 4157, A Avg: 93632, D Avg: 503730, [Wild Card[175, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 480: HP: 1133, STR: 730, VIT: 419490, SPD: 45, LUK: 1, Attack: 86374, Defense: 503730, Current HP: 1133, A Avg: 90692, D Avg: 503730, [Portal Sword[176, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 479: HP: 1049, STR: 194, VIT: 418777, SPD: 45, LUK: 1, Attack: 84382, Defense: 503745, Current HP: 1049, A Avg: 88601, D Avg: 503745, [Cagliostro[133, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 478: HP: 1251, STR: 437, VIT: 418910, SPD: 45, LUK: 1, Attack: 85912, Defense: 503748, Current HP: 1251, A Avg: 90207, D Avg: 503748, [Elemental[121, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 477: HP: 1503, STR: 541, VIT: 418910, SPD: 45, LUK: 1, Attack: 85191, Defense: 503748, Current HP: 1503, A Avg: 89450, D Avg: 503748, [Diamond Knuckle[152, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 476: HP: 1469, STR: 666, VIT: 418754, SPD: 45, LUK: 1, Attack: 85348, Defense: 503748, Current HP: 1469, A Avg: 89615, D Avg: 503748, [Thunder Whip[143, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 475: HP: 997, STR: 378, VIT: 418786, SPD: 45, LUK: 1, Attack: 84488, Defense: 503754, Current HP: 997, A Avg: 88712, D Avg: 503754, [Windmill[137, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 474: HP: 978, STR: 700, VIT: 418916, SPD: 45, LUK: 1, Attack: 85538, Defense: 503754, Current HP: 978, A Avg: 89814, D Avg: 503754, [Classic[168, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 473: HP: 986, STR: 324, VIT: 418789, SPD: 45, LUK: 1, Attack: 84324, Defense: 503757, Current HP: 986, A Avg: 88540, D Avg: 503757, [Kirisame[129, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 472: HP: 1259, STR: 333, VIT: 418789, SPD: 45, LUK: 1, Attack: 84454, Defense: 503757, Current HP: 1259, A Avg: 88676, D Avg: 503757, [Black Kirisame[130, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 471: HP: 1247, STR: 460, VIT: 418789, SPD: 45, LUK: 1, Attack: 86208, Defense: 503757, Current HP: 1247, A Avg: 90518, D Avg: 503757, [Scythe of the Grim Reaper[148, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 470: HP: 1280, STR: 333, VIT: 418791, SPD: 45, LUK: 1, Attack: 84443, Defense: 503759, Current HP: 1280, A Avg: 88665, D Avg: 503759, [Serpent[144, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 469: HP: 1411, STR: 423, VIT: 418797, SPD: 45, LUK: 1, Attack: 85389, Defense: 503765, Current HP: 1411, A Avg: 89658, D Avg: 503765, [Red Shark[134, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 468: HP: 1616, STR: 2408, VIT: 418771, SPD: 45, LUK: 1, Attack: 92317, Defense: 503765, Current HP: 1616, A Avg: 96932, D Avg: 503765, [Spectral Sword Shigure[172, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 467: HP: 2414, STR: 1458, VIT: 419905, SPD: 45, LUK: 1, Attack: 89286, Defense: 503774, Current HP: 2414, A Avg: 93750, D Avg: 503774, [Stargazer[183, 330, 330, 330], Wooden Shield[203, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 466: HP: 1490, STR: 324, VIT: 418806, SPD: 45, LUK: 1, Attack: 84642, Defense: 503774, Current HP: 1490, A Avg: 88874, D Avg: 503774, [Ruby Knuckle[151, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 465: HP: 2036, STR: 489, VIT: 418922, SPD: 45, LUK: 1, Attack: 85197, Defense: 503786, Current HP: 2036, A Avg: 89456, D Avg: 503786, [Thin Blade[158, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 464: HP: 1490, STR: 561, VIT: 418794, SPD: 45, LUK: 1, Attack: 84417, Defense: 503788, Current HP: 1490, A Avg: 88637, D Avg: 503788, [Emerald Sword[115, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 463: HP: 1251, STR: 801, VIT: 418951, SPD: 45, LUK: 1, Attack: 85639, Defense: 503789, Current HP: 1251, A Avg: 89920, D Avg: 503789, [Willow Blade[157, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 462: HP: 1860, STR: 678, VIT: 418951, SPD: 45, LUK: 1, Attack: 85601, Defense: 503789, Current HP: 1860, A Avg: 89881, D Avg: 503789, [Pangaea[164, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 461: HP: 2582, STR: 151, VIT: 417872, SPD: 45, LUK: 1, Attack: 83877, Defense: 503789, Current HP: 2582, A Avg: 88070, D Avg: 503789, [Wooden Stick[101, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 460: HP: 2582, STR: 151, VIT: 417872, SPD: 45, LUK: 1, Attack: 83916, Defense: 503789, Current HP: 2582, A Avg: 88111, D Avg: 503789, [Club[102, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 459: HP: 2582, STR: 156, VIT: 417872, SPD: 45, LUK: 1, Attack: 83928, Defense: 503789, Current HP: 2582, A Avg: 88124, D Avg: 503789, [Short Sword[103, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 458: HP: 2582, STR: 203, VIT: 417872, SPD: 45, LUK: 1, Attack: 84014, Defense: 503789, Current HP: 2582, A Avg: 88214, D Avg: 503789, [Long Sword[104, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 457: HP: 2582, STR: 237, VIT: 417872, SPD: 45, LUK: 1, Attack: 84009, Defense: 503789, Current HP: 2582, A Avg: 88209, D Avg: 503789, [Wasp Knife[105, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 456: HP: 2582, STR: 194, VIT: 417872, SPD: 45, LUK: 1, Attack: 84018, Defense: 503789, Current HP: 2582, A Avg: 88218, D Avg: 503789, [Stun Knuckle[106, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 455: HP: 2582, STR: 246, VIT: 417872, SPD: 45, LUK: 1, Attack: 84089, Defense: 503789, Current HP: 2582, A Avg: 88293, D Avg: 503789, [Battle Scythe[107, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 454: HP: 2603, STR: 246, VIT: 417872, SPD: 45, LUK: 1, Attack: 84135, Defense: 503789, Current HP: 2603, A Avg: 88341, D Avg: 503789, [Iron Lumps[108, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 453: HP: 2582, STR: 151, VIT: 417872, SPD: 45, LUK: 1, Attack: 83919, Defense: 503789, Current HP: 2582, A Avg: 88114, D Avg: 503789, [Decorative Swords[109, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 452: HP: 2582, STR: 264, VIT: 417872, SPD: 45, LUK: 1, Attack: 84387, Defense: 503789, Current HP: 2582, A Avg: 88606, D Avg: 503789, [Pinpoint[112, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 451: HP: 2603, STR: 289, VIT: 417872, SPD: 45, LUK: 1, Attack: 84295, Defense: 503789, Current HP: 2603, A Avg: 88509, D Avg: 503789, [Great Iron Mass[122, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 450: HP: 2593, STR: 194, VIT: 417872, SPD: 45, LUK: 1, Attack: 84187, Defense: 503789, Current HP: 2593, A Avg: 88396, D Avg: 503789, [Sword of Wood[124, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 449: HP: 2855, STR: 342, VIT: 417872, SPD: 45, LUK: 1, Attack: 84530, Defense: 503789, Current HP: 2855, A Avg: 88756, D Avg: 503789, [Sword of the Spirit Tree[125, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 448: HP: 2593, STR: 246, VIT: 417872, SPD: 45, LUK: 1, Attack: 84245, Defense: 503789, Current HP: 2593, A Avg: 88457, D Avg: 503789, [Greatsword[127, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 447: HP: 2851, STR: 295, VIT: 417872, SPD: 45, LUK: 1, Attack: 84717, Defense: 503789, Current HP: 2851, A Avg: 88952, D Avg: 503789, [Dreaming Sword[128, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 446: HP: 2603, STR: 169, VIT: 417872, SPD: 45, LUK: 1, Attack: 83944, Defense: 503789, Current HP: 2603, A Avg: 88141, D Avg: 503789, [Peacemaker[131, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 445: HP: 2645, STR: 151, VIT: 417872, SPD: 45, LUK: 1, Attack: 84053, Defense: 503789, Current HP: 2645, A Avg: 88255, D Avg: 503789, [Daydream[132, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 444: HP: 3296, STR: 367, VIT: 417872, SPD: 45, LUK: 1, Attack: 86050, Defense: 503789, Current HP: 3296, A Avg: 90352, D Avg: 503789, [Dancing[155, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 443: HP: 2582, STR: 644, VIT: 417872, SPD: 45, LUK: 1, Attack: 85300, Defense: 503789, Current HP: 2582, A Avg: 89565, D Avg: 503789, [Penetra[161, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 442: HP: 2582, STR: 151, VIT: 417872, SPD: 45, LUK: 1, Attack: 84992, Defense: 503789, Current HP: 2582, A Avg: 89241, D Avg: 503789, [Grand Slam[163, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 441: HP: 2792, STR: 151, VIT: 417872, SPD: 45, LUK: 1, Attack: 85119, Defense: 503789, Current HP: 2792, A Avg: 89374, D Avg: 503789, [Cluster Bomb[170, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 440: HP: 3212, STR: 151, VIT: 417872, SPD: 45, LUK: 1, Attack: 92337, Defense: 503789, Current HP: 3212, A Avg: 96953, D Avg: 503789, [Big Bang[171, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 439: HP: 5606, STR: 151, VIT: 417872, SPD: 45, LUK: 1, Attack: 85204, Defense: 503789, Current HP: 5606, A Avg: 89464, D Avg: 503789, [Common Key[174, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 438: HP: 3212, STR: 151, VIT: 417872, SPD: 45, LUK: 1, Attack: 86393, Defense: 503789, Current HP: 3212, A Avg: 90712, D Avg: 503789, [Droid Hammer[177, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 437: HP: 2582, STR: 1465, VIT: 417872, SPD: 45, LUK: 1, Attack: 86394, Defense: 503789, Current HP: 2582, A Avg: 90713, D Avg: 503789, [Jack Knife[185, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 436: HP: 2582, STR: 1879, VIT: 417872, SPD: 45, LUK: 1, Attack: 86457, Defense: 503789, Current HP: 2582, A Avg: 90779, D Avg: 503789, [Magical[187, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 435: HP: 2582, STR: 547, VIT: 417872, SPD: 45, LUK: 1, Attack: 87598, Defense: 503789, Current HP: 2582, A Avg: 91977, D Avg: 503789, [Tekken[188, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 434: HP: 2582, STR: -43006, VIT: 417872, SPD: 45, LUK: 1, Attack: 56260, Defense: 503789, Current HP: 2582, A Avg: 59073, D Avg: 503789, [Sword of Evil[189, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 433: HP: 2582, STR: 2239, VIT: 417872, SPD: 45, LUK: 1, Attack: 89900, Defense: 503789, Current HP: 2582, A Avg: 94395, D Avg: 503789, [Neural Edge[190, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 432: HP: 1348, STR: 613, VIT: 418800, SPD: 45, LUK: 1, Attack: 84515, Defense: 503794, Current HP: 1348, A Avg: 88740, D Avg: 503794, [Crossed Shuriken[136, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 431: HP: 1259, STR: 594, VIT: 418835, SPD: 45, LUK: 1, Attack: 85328, Defense: 503803, Current HP: 1259, A Avg: 89594, D Avg: 503803, [Irruption[154, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 430: HP: 1490, STR: 657, VIT: 418809, SPD: 45, LUK: 1, Attack: 85170, Defense: 503803, Current HP: 1490, A Avg: 89428, D Avg: 503803, [Maximum Iron Mass[123, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
