Rank 1000: HP: 247, STR: 278, VIT: 233, SPD: 8, LUK: 1, Attack: 86806, Defense: 90011, Current HP: 247, A Avg: 93316, D Avg: 90011, [Moon Knuckle[153, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 517: HP: 209, STR: 94, VIT: 298, SPD: 8, LUK: 1, Attack: 86063, Defense: 90076, Current HP: 209, A Avg: 90366, D Avg: 90076, [Fire Chariot[138, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 516: HP: 671, STR: 142, VIT: 298, SPD: 9, LUK: 1, Attack: 84850, Defense: 90076, Current HP: 671, A Avg: 89092, D Avg: 90076, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 515: HP: 160, STR: 367, VIT: 299, SPD: 8, LUK: 1, Attack: 86895, Defense: 90077, Current HP: 160, A Avg: 108618, D Avg: 90077, [Moon Knuckle[153, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 514: HP: 140, STR: 577, VIT: 299, SPD: 8, LUK: 1, Attack: 86455, Defense: 90077, Current HP: 140, A Avg: 108068, D Avg: 90077, [Blue Sword[180, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 513: HP: 140, STR: 340, VIT: 299, SPD: 8, LUK: 1, Attack: 85178, Defense: 90077, Current HP: 140, A Avg: 106472, D Avg: 90077, [Classic[168, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 512: HP: 200, STR: 378, VIT: 299, SPD: 8, LUK: 1, Attack: 85112, Defense: 90077, Current HP: 200, A Avg: 106390, D Avg: 90077, [Irruption[154, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 511: HP: 352, STR: 57, VIT: 301, SPD: 8, LUK: 1, Attack: 83913, Defense: 90079, Current HP: 352, A Avg: 105730, D Avg: 90079, [Emerald Sword[115, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 510: HP: 190, STR: 36, VIT: 301, SPD: 8, LUK: 1, Attack: 84224, Defense: 90079, Current HP: 190, A Avg: 88435, D Avg: 90079, [Cagliostro[133, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 509: HP: 440, STR: 28, VIT: 301, SPD: 8, LUK: 1, Attack: 84216, Defense: 90079, Current HP: 440, A Avg: 88426, D Avg: 90079, [Cagliostro[133, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 508: HP: 218, STR: 66, VIT: 301, SPD: 8, LUK: 1, Attack: 84384, Defense: 90079, Current HP: 218, A Avg: 88603, D Avg: 90079, [Ruby Knuckle[151, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 507: HP: 209, STR: 56, VIT: 301, SPD: 8, LUK: 1, Attack: 84374, Defense: 90079, Current HP: 209, A Avg: 88592, D Avg: 90079, [Ruby Knuckle[151, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 506: HP: 348, STR: 30, VIT: 302, SPD: 8, LUK: 1, Attack: 84418, Defense: 90080, Current HP: 348, A Avg: 88638, D Avg: 90080, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 505: HP: 1044, STR: 190, VIT: 302, SPD: 8, LUK: 1, Attack: 88072, Defense: 90080, Current HP: 1044, A Avg: 92475, D Avg: 90080, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 504: HP: 348, STR: 107, VIT: 302, SPD: 8, LUK: 1, Attack: 85751, Defense: 90080, Current HP: 348, A Avg: 90038, D Avg: 90080, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 503: HP: 280, STR: 291, VIT: 302, SPD: 8, LUK: 1, Attack: 85623, Defense: 90080, Current HP: 280, A Avg: 107028, D Avg: 90080, [Tower[149, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 502: HP: 209, STR: 64, VIT: 304, SPD: 8, LUK: 1, Attack: 84577, Defense: 90082, Current HP: 209, A Avg: 88805, D Avg: 90082, [Maximum Iron Mass[123, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 501: HP: 462, STR: 56, VIT: 304, SPD: 8, LUK: 1, Attack: 84569, Defense: 90082, Current HP: 462, A Avg: 88797, D Avg: 90082, [Maximum Iron Mass[123, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 500: HP: 276, STR: 294, VIT: 304, SPD: 8, LUK: 1, Attack: 85337, Defense: 90082, Current HP: 276, A Avg: 106671, D Avg: 90082, [White Snake[160, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 499: HP: 638, STR: 318, VIT: 305, SPD: 8, LUK: 1, Attack: 85652, Defense: 90083, Current HP: 638, A Avg: 89934, D Avg: 90083, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 498: HP: 199, STR: 131, VIT: 306, SPD: 8, LUK: 1, Attack: 84969, Defense: 90084, Current HP: 199, A Avg: 89217, D Avg: 90084, [Willow Blade[157, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 497: HP: 190, STR: 139, VIT: 306, SPD: 8, LUK: 1, Attack: 84977, Defense: 90084, Current HP: 190, A Avg: 89225, D Avg: 90084, [Willow Blade[157, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 496: HP: 370, STR: 86, VIT: 306, SPD: 8, LUK: 1, Attack: 85009, Defense: 90084, Current HP: 370, A Avg: 89259, D Avg: 90084, [Pangaea[164, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 495: HP: 361, STR: 129, VIT: 306, SPD: 8, LUK: 1, Attack: 85052, Defense: 90084, Current HP: 361, A Avg: 89304, D Avg: 90084, [Pangaea[164, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 494: HP: 290, STR: 72, VIT: 306, SPD: 8, LUK: 1, Attack: 83974, Defense: 90084, Current HP: 290, A Avg: 105807, D Avg: 90084, [Crossed Shuriken[136, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 493: HP: 275, STR: 57, VIT: 306, SPD: 8, LUK: 1, Attack: 83900, Defense: 90084, Current HP: 275, A Avg: 105714, D Avg: 90084, [Salamander[110, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 492: HP: 264, STR: 64, VIT: 306, SPD: 8, LUK: 1, Attack: 84148, Defense: 90084, Current HP: 264, A Avg: 106026, D Avg: 90084, [Phantom Scythe[116, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 491: HP: 275, STR: 57, VIT: 306, SPD: 8, LUK: 1, Attack: 83929, Defense: 90084, Current HP: 275, A Avg: 105750, D Avg: 90084, [Undine[118, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 490: HP: 275, STR: 57, VIT: 306, SPD: 8, LUK: 1, Attack: 83956, Defense: 90084, Current HP: 275, A Avg: 105784, D Avg: 90084, [Sylph[119, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 489: HP: 275, STR: 57, VIT: 306, SPD: 8, LUK: 1, Attack: 83983, Defense: 90084, Current HP: 275, A Avg: 105818, D Avg: 90084, [Gnome[120, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 488: HP: 190, STR: 72, VIT: 306, SPD: 8, LUK: 1, Attack: 84754, Defense: 90084, Current HP: 190, A Avg: 88991, D Avg: 90084, [Thunder Whip[143, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 487: HP: 440, STR: 64, VIT: 306, SPD: 8, LUK: 1, Attack: 84746, Defense: 90084, Current HP: 440, A Avg: 88983, D Avg: 90084, [Thunder Whip[143, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 486: HP: 475, STR: 332, VIT: 307, SPD: 8, LUK: 1, Attack: 86184, Defense: 90085, Current HP: 475, A Avg: 90493, D Avg: 90085, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 485: HP: 142, STR: 72, VIT: 309, SPD: 8, LUK: 1, Attack: 84182, Defense: 90087, Current HP: 142, A Avg: 88391, D Avg: 90087, [Windmill[137, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 484: HP: 385, STR: 64, VIT: 309, SPD: 8, LUK: 1, Attack: 84174, Defense: 90087, Current HP: 385, A Avg: 88382, D Avg: 90087, [Windmill[137, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 483: HP: 171, STR: 54, VIT: 309, SPD: 8, LUK: 1, Attack: 88221, Defense: 90087, Current HP: 171, A Avg: 92632, D Avg: 90087, [Basic[169, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 482: HP: 418, STR: 46, VIT: 309, SPD: 8, LUK: 1, Attack: 88213, Defense: 90087, Current HP: 418, A Avg: 92623, D Avg: 90087, [Basic[169, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 481: HP: 260, STR: 334, VIT: 309, SPD: 8, LUK: 1, Attack: 86680, Defense: 90087, Current HP: 260, A Avg: 108350, D Avg: 90087, [Progress[147, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 480: HP: 456, STR: 205, VIT: 310, SPD: 9, LUK: 1, Attack: 84913, Defense: 90088, Current HP: 456, A Avg: 89158, D Avg: 90088, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 479: HP: 190, STR: 22, VIT: 310, SPD: 12, LUK: 1, Attack: 84410, Defense: 90088, Current HP: 190, A Avg: 88630, D Avg: 90088, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 478: HP: 228, STR: 88, VIT: 310, SPD: 8, LUK: 1, Attack: 84476, Defense: 90088, Current HP: 228, A Avg: 90811, D Avg: 90088, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 477: HP: 646, STR: 182, VIT: 310, SPD: 12, LUK: 1, Attack: 88064, Defense: 90088, Current HP: 646, A Avg: 92467, D Avg: 90088, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 476: HP: 684, STR: 348, VIT: 310, SPD: 8, LUK: 1, Attack: 88230, Defense: 90088, Current HP: 684, A Avg: 94847, D Avg: 90088, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 475: HP: 190, STR: 99, VIT: 310, SPD: 12, LUK: 1, Attack: 85743, Defense: 90088, Current HP: 190, A Avg: 90030, D Avg: 90088, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 474: HP: 228, STR: 213, VIT: 310, SPD: 8, LUK: 1, Attack: 85857, Defense: 90088, Current HP: 228, A Avg: 92296, D Avg: 90088, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 473: HP: 237, STR: 83, VIT: 311, SPD: 8, LUK: 1, Attack: 85181, Defense: 90089, Current HP: 237, A Avg: 89440, D Avg: 90089, [Yggdrasil[126, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 472: HP: 228, STR: 91, VIT: 311, SPD: 8, LUK: 1, Attack: 85189, Defense: 90089, Current HP: 228, A Avg: 89448, D Avg: 90089, [Yggdrasil[126, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 471: HP: 330, STR: 51, VIT: 311, SPD: 8, LUK: 1, Attack: 84239, Defense: 90089, Current HP: 330, A Avg: 106141, D Avg: 90089, [Cagliostro[133, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 470: HP: 199, STR: 112, VIT: 311, SPD: 8, LUK: 1, Attack: 84937, Defense: 90089, Current HP: 199, A Avg: 89183, D Avg: 90089, [Kraken[145, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 469: HP: 190, STR: 89, VIT: 311, SPD: 8, LUK: 1, Attack: 84914, Defense: 90089, Current HP: 190, A Avg: 89159, D Avg: 90089, [Kraken[145, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 468: HP: 256, STR: 62, VIT: 311, SPD: 8, LUK: 1, Attack: 84874, Defense: 90089, Current HP: 256, A Avg: 89117, D Avg: 90089, [Granada[150, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 467: HP: 247, STR: 96, VIT: 311, SPD: 8, LUK: 1, Attack: 84908, Defense: 90089, Current HP: 247, A Avg: 89153, D Avg: 90089, [Granada[150, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 466: HP: 133, STR: 56, VIT: 311, SPD: 8, LUK: 1, Attack: 84056, Defense: 90089, Current HP: 133, A Avg: 88258, D Avg: 90089, [Kirisame[129, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 465: HP: 374, STR: 48, VIT: 311, SPD: 8, LUK: 1, Attack: 84048, Defense: 90089, Current HP: 374, A Avg: 88250, D Avg: 90089, [Kirisame[129, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 464: HP: 190, STR: 64, VIT: 311, SPD: 8, LUK: 1, Attack: 84185, Defense: 90089, Current HP: 190, A Avg: 88394, D Avg: 90089, [Black Kirisame[130, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 463: HP: 440, STR: 56, VIT: 311, SPD: 8, LUK: 1, Attack: 84177, Defense: 90089, Current HP: 440, A Avg: 88385, D Avg: 90089, [Black Kirisame[130, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 462: HP: 178, STR: 81, VIT: 311, SPD: 8, LUK: 1, Attack: 85829, Defense: 90089, Current HP: 178, A Avg: 90120, D Avg: 90089, [Scythe of the Grim Reaper[148, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 461: HP: 426, STR: 73, VIT: 311, SPD: 8, LUK: 1, Attack: 85821, Defense: 90089, Current HP: 426, A Avg: 90112, D Avg: 90089, [Scythe of the Grim Reaper[148, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 460: HP: 380, STR: 415, VIT: 312, SPD: 8, LUK: 1, Attack: 86293, Defense: 90090, Current HP: 380, A Avg: 107866, D Avg: 90090, [God Hand[179, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 459: HP: 340, STR: 523, VIT: 312, SPD: 8, LUK: 1, Attack: 86063, Defense: 90090, Current HP: 340, A Avg: 107578, D Avg: 90090, [Zodiac[184, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 458: HP: 540, STR: 2181, VIT: 312, SPD: 8, LUK: 1, Attack: 92090, Defense: 90090, Current HP: 540, A Avg: 115112, D Avg: 90090, [Spectral Sword Shigure[172, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 457: HP: 380, STR: 310, VIT: 313, SPD: 12, LUK: 1, Attack: 85644, Defense: 90091, Current HP: 380, A Avg: 89926, D Avg: 90091, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 456: HP: 418, STR: 556, VIT: 313, SPD: 8, LUK: 1, Attack: 85890, Defense: 90091, Current HP: 418, A Avg: 92331, D Avg: 90091, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 455: HP: 352, STR: 78, VIT: 314, SPD: 8, LUK: 1, Attack: 84591, Defense: 90092, Current HP: 352, A Avg: 106584, D Avg: 90092, [Maximum Iron Mass[123, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 454: HP: 209, STR: 64, VIT: 314, SPD: 8, LUK: 1, Attack: 84174, Defense: 90092, Current HP: 209, A Avg: 88382, D Avg: 90092, [Serpent[144, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 453: HP: 462, STR: 56, VIT: 314, SPD: 8, LUK: 1, Attack: 84166, Defense: 90092, Current HP: 462, A Avg: 88374, D Avg: 90092, [Serpent[144, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 452: HP: 671, STR: 268, VIT: 316, SPD: 9, LUK: 1, Attack: 86120, Defense: 90094, Current HP: 671, A Avg: 90426, D Avg: 90094, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 451: HP: 214, STR: 96, VIT: 317, SPD: 8, LUK: 1, Attack: 84128, Defense: 90095, Current HP: 214, A Avg: 88334, D Avg: 90095, [Alucard[146, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 450: HP: 205, STR: 78, VIT: 317, SPD: 8, LUK: 1, Attack: 84110, Defense: 90095, Current HP: 205, A Avg: 88315, D Avg: 90095, [Alucard[146, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 449: HP: 330, STR: 86, VIT: 317, SPD: 8, LUK: 1, Attack: 84768, Defense: 90095, Current HP: 330, A Avg: 106807, D Avg: 90095, [Thunder Whip[143, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 448: HP: 275, STR: 86, VIT: 319, SPD: 8, LUK: 1, Attack: 84196, Defense: 90097, Current HP: 275, A Avg: 106086, D Avg: 90097, [Windmill[137, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 447: HP: 212, STR: 80, VIT: 319, SPD: 8, LUK: 1, Attack: 85046, Defense: 90097, Current HP: 212, A Avg: 89298, D Avg: 90097, [Red Shark[134, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 446: HP: 466, STR: 72, VIT: 319, SPD: 8, LUK: 1, Attack: 85038, Defense: 90097, Current HP: 466, A Avg: 89289, D Avg: 90097, [Red Shark[134, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 445: HP: 308, STR: 68, VIT: 319, SPD: 8, LUK: 1, Attack: 88235, Defense: 90097, Current HP: 308, A Avg: 111176, D Avg: 90097, [Basic[169, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 444: HP: 199, STR: 64, VIT: 322, SPD: 8, LUK: 1, Attack: 85539, Defense: 90100, Current HP: 199, A Avg: 89815, D Avg: 90100, [Elemental[121, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 443: HP: 190, STR: 72, VIT: 322, SPD: 8, LUK: 1, Attack: 85547, Defense: 90100, Current HP: 190, A Avg: 89824, D Avg: 90100, [Elemental[121, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 442: HP: 237, STR: 127, VIT: 322, SPD: 8, LUK: 1, Attack: 84777, Defense: 90100, Current HP: 237, A Avg: 89015, D Avg: 90100, [Diamond Knuckle[152, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 441: HP: 228, STR: 100, VIT: 322, SPD: 8, LUK: 1, Attack: 84750, Defense: 90100, Current HP: 228, A Avg: 88987, D Avg: 90100, [Diamond Knuckle[152, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 440: HP: 190, STR: 96, VIT: 322, SPD: 8, LUK: 1, Attack: 84037, Defense: 90100, Current HP: 190, A Avg: 88238, D Avg: 90100, [Rusty Knife[156, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 439: HP: 440, STR: 62, VIT: 322, SPD: 8, LUK: 1, Attack: 84003, Defense: 90100, Current HP: 440, A Avg: 88203, D Avg: 90100, [Rusty Knife[156, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 438: HP: 264, STR: 70, VIT: 322, SPD: 8, LUK: 1, Attack: 84070, Defense: 90100, Current HP: 264, A Avg: 105928, D Avg: 90100, [Kirisame[129, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 437: HP: 330, STR: 78, VIT: 322, SPD: 8, LUK: 1, Attack: 84199, Defense: 90100, Current HP: 330, A Avg: 106090, D Avg: 90100, [Black Kirisame[130, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 436: HP: 220, STR: 68, VIT: 322, SPD: 8, LUK: 1, Attack: 84178, Defense: 90100, Current HP: 220, A Avg: 88386, D Avg: 90100, [Dragon Killer[139, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 435: HP: 475, STR: 60, VIT: 322, SPD: 8, LUK: 1, Attack: 84170, Defense: 90100, Current HP: 475, A Avg: 88378, D Avg: 90100, [Dragon Killer[139, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 434: HP: 190, STR: 72, VIT: 322, SPD: 8, LUK: 1, Attack: 84585, Defense: 90100, Current HP: 190, A Avg: 88814, D Avg: 90100, [Volcano[142, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 433: HP: 440, STR: 64, VIT: 322, SPD: 8, LUK: 1, Attack: 84577, Defense: 90100, Current HP: 440, A Avg: 88805, D Avg: 90100, [Volcano[142, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 432: HP: 316, STR: 96, VIT: 322, SPD: 8, LUK: 1, Attack: 85844, Defense: 90100, Current HP: 316, A Avg: 108163, D Avg: 90100, [Scythe of the Grim Reaper[148, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 431: HP: 228, STR: 88, VIT: 323, SPD: 8, LUK: 1, Attack: 84476, Defense: 90101, Current HP: 228, A Avg: 88699, D Avg: 90101, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 430: HP: 684, STR: 348, VIT: 323, SPD: 8, LUK: 1, Attack: 88230, Defense: 90101, Current HP: 684, A Avg: 92641, D Avg: 90101, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 429: HP: 228, STR: 262, VIT: 323, SPD: 8, LUK: 1, Attack: 85906, Defense: 90101, Current HP: 228, A Avg: 90201, D Avg: 90101, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 428: HP: 209, STR: 68, VIT: 324, SPD: 8, LUK: 1, Attack: 86037, Defense: 90102, Current HP: 209, A Avg: 90338, D Avg: 90102, [Fire Chariot[138, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 427: HP: 462, STR: 60, VIT: 324, SPD: 8, LUK: 1, Attack: 86029, Defense: 90102, Current HP: 462, A Avg: 90330, D Avg: 90102, [Fire Chariot[138, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 426: HP: 352, STR: 78, VIT: 324, SPD: 8, LUK: 1, Attack: 84188, Defense: 90102, Current HP: 352, A Avg: 106076, D Avg: 90102, [Serpent[144, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 425: HP: 456, STR: 322, VIT: 326, SPD: 9, LUK: 1, Attack: 86174, Defense: 90104, Current HP: 456, A Avg: 90482, D Avg: 90104, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 424: HP: 418, STR: 898, VIT: 326, SPD: 8, LUK: 1, Attack: 86232, Defense: 90104, Current HP: 418, A Avg: 90543, D Avg: 90104, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 423: HP: 140, STR: 631, VIT: 326, SPD: 8, LUK: 1, Attack: 85419, Defense: 90104, Current HP: 140, A Avg: 106773, D Avg: 90104, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 422: HP: 161, STR: 167, VIT: 327, SPD: 8, LUK: 1, Attack: 86695, Defense: 90105, Current HP: 161, A Avg: 91029, D Avg: 90105, [Moon Knuckle[153, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 421: HP: 152, STR: 129, VIT: 327, SPD: 8, LUK: 1, Attack: 86657, Defense: 90105, Current HP: 152, A Avg: 90989, D Avg: 90105, [Moon Knuckle[153, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 420: HP: 142, STR: 246, VIT: 327, SPD: 8, LUK: 1, Attack: 86124, Defense: 90105, Current HP: 142, A Avg: 90430, D Avg: 90105, [Blue Sword[180, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 419: HP: 133, STR: 254, VIT: 327, SPD: 8, LUK: 1, Attack: 86132, Defense: 90105, Current HP: 133, A Avg: 90438, D Avg: 90105, [Blue Sword[180, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 418: HP: 142, STR: 105, VIT: 327, SPD: 8, LUK: 1, Attack: 84943, Defense: 90105, Current HP: 142, A Avg: 89190, D Avg: 90105, [Classic[168, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
