Rank 1000: HP: 840, STR: 626, VIT: 926, SPD: 34, LUK: 1, Attack: 85724, Defense: 90704, Current HP: 840, A Avg: 107155, D Avg: 90704, [Yggdrasil[126, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 501: HP: 1144, STR: 1628, VIT: 1193, SPD: 32, LUK: 1, Attack: 91537, Defense: 90971, Current HP: 1144, A Avg: 96113, D Avg: 90971, [Spectral Sword Shigure[172, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 500: HP: 665, STR: 588, VIT: 1193, SPD: 51, LUK: 1, Attack: 87077, Defense: 90971, Current HP: 665, A Avg: 91430, D Avg: 90971, [Cuttlefish[178, 0, 0, 0], Blank Shield[244, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 499: HP: 665, STR: 604, VIT: 1193, SPD: 32, LUK: 2, Attack: 87093, Defense: 90971, Current HP: 665, A Avg: 91447, D Avg: 90971, [Cuttlefish[178, 0, 0, 0], Blank Shield[244, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 498: HP: 646, STR: 1125, VIT: 1193, SPD: 32, LUK: 1, Attack: 87614, Defense: 90971, Current HP: 646, A Avg: 91994, D Avg: 90971, [Cuttlefish[178, 0, 0, 0], Blank Shield[244, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 497: HP: 437, STR: 350, VIT: 1195, SPD: 51, LUK: 1, Attack: 85903, Defense: 90973, Current HP: 437, A Avg: 90198, D Avg: 90973, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 496: HP: 437, STR: 366, VIT: 1195, SPD: 32, LUK: 2, Attack: 85919, Defense: 90973, Current HP: 437, A Avg: 90214, D Avg: 90973, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 495: HP: 418, STR: 621, VIT: 1195, SPD: 32, LUK: 1, Attack: 86174, Defense: 90973, Current HP: 418, A Avg: 90482, D Avg: 90973, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 494: HP: 798, STR: 1042, VIT: 1201, SPD: 38, LUK: 1, Attack: 87570, Defense: 90979, Current HP: 798, A Avg: 91948, D Avg: 90979, [Moon Knuckle[153, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 493: HP: 779, STR: 2298, VIT: 1201, SPD: 38, LUK: 1, Attack: 88176, Defense: 90979, Current HP: 779, A Avg: 92584, D Avg: 90979, [Blue Sword[180, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 492: HP: 636, STR: 184, VIT: 1201, SPD: 32, LUK: 1, Attack: 84697, Defense: 90979, Current HP: 636, A Avg: 88931, D Avg: 90979, [Maximum Iron Mass[123, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 491: HP: 957, STR: 176, VIT: 1201, SPD: 32, LUK: 1, Attack: 84689, Defense: 90979, Current HP: 957, A Avg: 88923, D Avg: 90979, [Maximum Iron Mass[123, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 490: HP: 1131, STR: 596, VIT: 1201, SPD: 32, LUK: 1, Attack: 87085, Defense: 90979, Current HP: 1131, A Avg: 91439, D Avg: 90979, [Cuttlefish[178, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 489: HP: 783, STR: 492, VIT: 1203, SPD: 32, LUK: 1, Attack: 86045, Defense: 90981, Current HP: 783, A Avg: 90347, D Avg: 90981, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 488: HP: 703, STR: 588, VIT: 1209, SPD: 51, LUK: 1, Attack: 87077, Defense: 90987, Current HP: 703, A Avg: 91430, D Avg: 90987, [Cuttlefish[178, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 487: HP: 741, STR: 1008, VIT: 1209, SPD: 32, LUK: 1, Attack: 87497, Defense: 90987, Current HP: 741, A Avg: 94059, D Avg: 90987, [Cuttlefish[178, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 486: HP: 484, STR: 76, VIT: 1211, SPD: 32, LUK: 1, Attack: 84264, Defense: 90989, Current HP: 484, A Avg: 88477, D Avg: 90989, [Cagliostro[133, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 485: HP: 475, STR: 116, VIT: 1211, SPD: 32, LUK: 1, Attack: 84304, Defense: 90989, Current HP: 475, A Avg: 88519, D Avg: 90989, [Cagliostro[133, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 484: HP: 475, STR: 350, VIT: 1211, SPD: 51, LUK: 1, Attack: 85903, Defense: 90989, Current HP: 475, A Avg: 90198, D Avg: 90989, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 483: HP: 513, STR: 693, VIT: 1211, SPD: 32, LUK: 1, Attack: 86246, Defense: 90989, Current HP: 513, A Avg: 92714, D Avg: 90989, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 482: HP: 825, STR: 230, VIT: 1214, SPD: 32, LUK: 1, Attack: 84912, Defense: 90992, Current HP: 825, A Avg: 106989, D Avg: 90992, [Thunder Whip[143, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 481: HP: 1459, STR: 520, VIT: 1216, SPD: 36, LUK: 1, Attack: 85228, Defense: 90994, Current HP: 1459, A Avg: 89489, D Avg: 90994, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 480: HP: 437, STR: 208, VIT: 1219, SPD: 32, LUK: 1, Attack: 84318, Defense: 90997, Current HP: 437, A Avg: 88533, D Avg: 90997, [Windmill[137, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 479: HP: 427, STR: 297, VIT: 1219, SPD: 32, LUK: 1, Attack: 84407, Defense: 90997, Current HP: 427, A Avg: 88627, D Avg: 90997, [Windmill[137, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 478: HP: 427, STR: 168, VIT: 1221, SPD: 32, LUK: 1, Attack: 84168, Defense: 90999, Current HP: 427, A Avg: 88376, D Avg: 90999, [Kirisame[129, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 477: HP: 418, STR: 176, VIT: 1221, SPD: 32, LUK: 1, Attack: 84176, Defense: 90999, Current HP: 418, A Avg: 88384, D Avg: 90999, [Kirisame[129, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 476: HP: 627, STR: 176, VIT: 1221, SPD: 32, LUK: 1, Attack: 84297, Defense: 90999, Current HP: 627, A Avg: 88511, D Avg: 90999, [Black Kirisame[130, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 475: HP: 617, STR: 184, VIT: 1221, SPD: 32, LUK: 1, Attack: 84305, Defense: 90999, Current HP: 617, A Avg: 88520, D Avg: 90999, [Black Kirisame[130, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 474: HP: 615, STR: 265, VIT: 1221, SPD: 32, LUK: 1, Attack: 86013, Defense: 90999, Current HP: 615, A Avg: 90313, D Avg: 90999, [Scythe of the Grim Reaper[148, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 473: HP: 606, STR: 273, VIT: 1221, SPD: 32, LUK: 1, Attack: 86021, Defense: 90999, Current HP: 606, A Avg: 90322, D Avg: 90999, [Scythe of the Grim Reaper[148, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 472: HP: 1213, STR: 742, VIT: 1224, SPD: 36, LUK: 1, Attack: 86386, Defense: 91002, Current HP: 1213, A Avg: 90705, D Avg: 91002, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 471: HP: 646, STR: 242, VIT: 1224, SPD: 32, LUK: 1, Attack: 84352, Defense: 91002, Current HP: 646, A Avg: 88569, D Avg: 91002, [Serpent[144, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 470: HP: 636, STR: 184, VIT: 1224, SPD: 32, LUK: 1, Attack: 84294, Defense: 91002, Current HP: 636, A Avg: 88508, D Avg: 91002, [Serpent[144, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 469: HP: 735, STR: 240, VIT: 1229, SPD: 32, LUK: 1, Attack: 85206, Defense: 91007, Current HP: 735, A Avg: 89466, D Avg: 91007, [Red Shark[134, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 468: HP: 725, STR: 248, VIT: 1229, SPD: 32, LUK: 1, Attack: 85214, Defense: 91007, Current HP: 725, A Avg: 89474, D Avg: 91007, [Red Shark[134, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 467: HP: 1459, STR: 856, VIT: 1234, SPD: 36, LUK: 1, Attack: 86708, Defense: 91012, Current HP: 1459, A Avg: 91043, D Avg: 91012, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 466: HP: 847, STR: 153, VIT: 1237, SPD: 32, LUK: 1, Attack: 84009, Defense: 91015, Current HP: 847, A Avg: 105851, D Avg: 91015, [Emerald Sword[115, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 465: HP: 475, STR: 84, VIT: 1237, SPD: 32, LUK: 1, Attack: 84272, Defense: 91015, Current HP: 475, A Avg: 88485, D Avg: 91015, [Cagliostro[133, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 464: HP: 770, STR: 76, VIT: 1237, SPD: 32, LUK: 1, Attack: 84264, Defense: 91015, Current HP: 770, A Avg: 88477, D Avg: 91015, [Cagliostro[133, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 463: HP: 788, STR: 231, VIT: 1237, SPD: 32, LUK: 1, Attack: 84549, Defense: 91015, Current HP: 788, A Avg: 88776, D Avg: 91015, [Ruby Knuckle[151, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 462: HP: 779, STR: 176, VIT: 1237, SPD: 32, LUK: 1, Attack: 84494, Defense: 91015, Current HP: 779, A Avg: 88718, D Avg: 91015, [Ruby Knuckle[151, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 461: HP: 2964, STR: 5482, VIT: 1240, SPD: 38, LUK: 1, Attack: 91295, Defense: 91018, Current HP: 2964, A Avg: 95859, D Avg: 91018, [Spear of Regression[182, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 460: HP: 719, STR: 192, VIT: 1242, SPD: 32, LUK: 1, Attack: 84094, Defense: 91020, Current HP: 719, A Avg: 105958, D Avg: 91020, [Crossed Shuriken[136, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 459: HP: 1034, STR: 1675, VIT: 1242, SPD: 32, LUK: 1, Attack: 91584, Defense: 91020, Current HP: 1034, A Avg: 115395, D Avg: 91020, [Spectral Sword Shigure[172, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 458: HP: 1040, STR: 2295, VIT: 1242, SPD: 34, LUK: 1, Attack: 86795, Defense: 91020, Current HP: 1040, A Avg: 108493, D Avg: 91020, [Divine Dragon Sword[181, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 457: HP: 427, STR: 216, VIT: 1245, SPD: 32, LUK: 1, Attack: 84326, Defense: 91023, Current HP: 427, A Avg: 88542, D Avg: 91023, [Windmill[137, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 456: HP: 715, STR: 208, VIT: 1245, SPD: 32, LUK: 1, Attack: 84318, Defense: 91023, Current HP: 715, A Avg: 88533, D Avg: 91023, [Windmill[137, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 455: HP: 418, STR: 176, VIT: 1247, SPD: 32, LUK: 1, Attack: 84176, Defense: 91025, Current HP: 418, A Avg: 88384, D Avg: 91025, [Kirisame[129, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 454: HP: 704, STR: 168, VIT: 1247, SPD: 32, LUK: 1, Attack: 84168, Defense: 91025, Current HP: 704, A Avg: 88376, D Avg: 91025, [Kirisame[129, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 453: HP: 617, STR: 184, VIT: 1247, SPD: 32, LUK: 1, Attack: 84305, Defense: 91025, Current HP: 617, A Avg: 88520, D Avg: 91025, [Black Kirisame[130, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 452: HP: 935, STR: 176, VIT: 1247, SPD: 32, LUK: 1, Attack: 84297, Defense: 91025, Current HP: 935, A Avg: 88511, D Avg: 91025, [Black Kirisame[130, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 451: HP: 606, STR: 273, VIT: 1247, SPD: 32, LUK: 1, Attack: 86021, Defense: 91025, Current HP: 606, A Avg: 90322, D Avg: 91025, [Scythe of the Grim Reaper[148, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 450: HP: 921, STR: 265, VIT: 1247, SPD: 32, LUK: 1, Attack: 86013, Defense: 91025, Current HP: 921, A Avg: 90313, D Avg: 91025, [Scythe of the Grim Reaper[148, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 449: HP: 713, STR: 1318, VIT: 1249, SPD: 36, LUK: 1, Attack: 86106, Defense: 91027, Current HP: 713, A Avg: 90411, D Avg: 91027, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 448: HP: 847, STR: 222, VIT: 1250, SPD: 32, LUK: 1, Attack: 84735, Defense: 91028, Current HP: 847, A Avg: 106766, D Avg: 91028, [Maximum Iron Mass[123, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 447: HP: 636, STR: 184, VIT: 1250, SPD: 32, LUK: 1, Attack: 84294, Defense: 91028, Current HP: 636, A Avg: 88508, D Avg: 91028, [Serpent[144, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 446: HP: 957, STR: 176, VIT: 1250, SPD: 32, LUK: 1, Attack: 84286, Defense: 91028, Current HP: 957, A Avg: 88500, D Avg: 91028, [Serpent[144, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 445: HP: 940, STR: 1333, VIT: 1251, SPD: 34, LUK: 1, Attack: 86667, Defense: 91029, Current HP: 940, A Avg: 108333, D Avg: 91029, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 444: HP: 725, STR: 248, VIT: 1255, SPD: 32, LUK: 1, Attack: 85214, Defense: 91033, Current HP: 725, A Avg: 89474, D Avg: 91033, [Red Shark[134, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 443: HP: 1060, STR: 240, VIT: 1255, SPD: 32, LUK: 1, Attack: 85206, Defense: 91033, Current HP: 1060, A Avg: 89466, D Avg: 91033, [Red Shark[134, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 442: HP: 616, STR: 94, VIT: 1262, SPD: 32, LUK: 2, Attack: 84482, Defense: 91040, Current HP: 616, A Avg: 88706, D Avg: 91040, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 441: HP: 418, STR: 335, VIT: 1262, SPD: 32, LUK: 1, Attack: 84723, Defense: 91040, Current HP: 418, A Avg: 88959, D Avg: 91040, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 440: HP: 418, STR: 310, VIT: 1262, SPD: 32, LUK: 2, Attack: 84698, Defense: 91040, Current HP: 418, A Avg: 88932, D Avg: 91040, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 439: HP: 3124, STR: 854, VIT: 1262, SPD: 32, LUK: 2, Attack: 88736, Defense: 91040, Current HP: 3124, A Avg: 93172, D Avg: 91040, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 438: HP: 2584, STR: 1570, VIT: 1262, SPD: 32, LUK: 1, Attack: 89452, Defense: 91040, Current HP: 2584, A Avg: 93924, D Avg: 91040, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 437: HP: 2584, STR: 1830, VIT: 1262, SPD: 32, LUK: 2, Attack: 89712, Defense: 91040, Current HP: 2584, A Avg: 94197, D Avg: 91040, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 436: HP: 616, STR: 459, VIT: 1262, SPD: 32, LUK: 2, Attack: 86103, Defense: 91040, Current HP: 616, A Avg: 90408, D Avg: 91040, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 435: HP: 418, STR: 928, VIT: 1262, SPD: 32, LUK: 1, Attack: 86572, Defense: 91040, Current HP: 418, A Avg: 90900, D Avg: 91040, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 434: HP: 418, STR: 520, VIT: 1262, SPD: 32, LUK: 2, Attack: 86164, Defense: 91040, Current HP: 418, A Avg: 90472, D Avg: 91040, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 433: HP: 1007, STR: 1557, VIT: 1262, SPD: 38, LUK: 1, Attack: 87435, Defense: 91040, Current HP: 1007, A Avg: 91806, D Avg: 91040, [God Hand[179, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 432: HP: 969, STR: 2051, VIT: 1262, SPD: 38, LUK: 1, Attack: 87591, Defense: 91040, Current HP: 969, A Avg: 91970, D Avg: 91040, [Zodiac[184, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 431: HP: 779, STR: 176, VIT: 1263, SPD: 32, LUK: 1, Attack: 84494, Defense: 91041, Current HP: 779, A Avg: 88718, D Avg: 91041, [Ruby Knuckle[151, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 430: HP: 1122, STR: 168, VIT: 1263, SPD: 32, LUK: 1, Attack: 84486, Defense: 91041, Current HP: 1122, A Avg: 88710, D Avg: 91041, [Ruby Knuckle[151, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 429: HP: 627, STR: 368, VIT: 1263, SPD: 32, LUK: 1, Attack: 85102, Defense: 91041, Current HP: 627, A Avg: 89357, D Avg: 91041, [Irruption[154, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 428: HP: 617, STR: 376, VIT: 1263, SPD: 32, LUK: 1, Attack: 85110, Defense: 91041, Current HP: 617, A Avg: 89365, D Avg: 91041, [Irruption[154, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 427: HP: 638, STR: 46, VIT: 1270, SPD: 32, LUK: 1, Attack: 84434, Defense: 91048, Current HP: 638, A Avg: 88655, D Avg: 91048, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 426: HP: 456, STR: 46, VIT: 1270, SPD: 58, LUK: 1, Attack: 84434, Defense: 91048, Current HP: 456, A Avg: 88655, D Avg: 109257, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 425: HP: 735, STR: 94, VIT: 1270, SPD: 32, LUK: 1, Attack: 84482, Defense: 91048, Current HP: 735, A Avg: 88706, D Avg: 91048, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 424: HP: 3944, STR: 806, VIT: 1270, SPD: 32, LUK: 1, Attack: 88688, Defense: 91048, Current HP: 3944, A Avg: 93122, D Avg: 91048, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 423: HP: 2622, STR: 806, VIT: 1270, SPD: 58, LUK: 1, Attack: 88688, Defense: 91048, Current HP: 2622, A Avg: 93122, D Avg: 109257, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 422: HP: 4383, STR: 854, VIT: 1270, SPD: 32, LUK: 1, Attack: 88736, Defense: 91048, Current HP: 4383, A Avg: 93172, D Avg: 91048, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 421: HP: 638, STR: 411, VIT: 1270, SPD: 32, LUK: 1, Attack: 86055, Defense: 91048, Current HP: 638, A Avg: 90357, D Avg: 91048, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 420: HP: 456, STR: 411, VIT: 1270, SPD: 58, LUK: 1, Attack: 86055, Defense: 91048, Current HP: 456, A Avg: 90357, D Avg: 109257, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 419: HP: 735, STR: 459, VIT: 1270, SPD: 32, LUK: 1, Attack: 86103, Defense: 91048, Current HP: 735, A Avg: 90408, D Avg: 91048, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 418: HP: 741, STR: 1241, VIT: 1270, SPD: 32, LUK: 1, Attack: 87730, Defense: 91048, Current HP: 741, A Avg: 92116, D Avg: 91048, [Cuttlefish[178, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 417: HP: 628, STR: 281, VIT: 1271, SPD: 32, LUK: 1, Attack: 84391, Defense: 91049, Current HP: 628, A Avg: 88610, D Avg: 91049, [Dragon Killer[139, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 416: HP: 619, STR: 212, VIT: 1271, SPD: 32, LUK: 1, Attack: 84322, Defense: 91049, Current HP: 619, A Avg: 88538, D Avg: 91049, [Dragon Killer[139, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 415: HP: 627, STR: 208, VIT: 1271, SPD: 32, LUK: 1, Attack: 84721, Defense: 91049, Current HP: 627, A Avg: 88957, D Avg: 91049, [Volcano[142, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 414: HP: 617, STR: 216, VIT: 1271, SPD: 32, LUK: 1, Attack: 84729, Defense: 91049, Current HP: 617, A Avg: 88965, D Avg: 91049, [Volcano[142, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 413: HP: 513, STR: 621, VIT: 1272, SPD: 32, LUK: 1, Attack: 86174, Defense: 91050, Current HP: 513, A Avg: 90482, D Avg: 91050, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 412: HP: 646, STR: 204, VIT: 1273, SPD: 32, LUK: 1, Attack: 86173, Defense: 91051, Current HP: 646, A Avg: 90481, D Avg: 91051, [Fire Chariot[138, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 411: HP: 636, STR: 292, VIT: 1273, SPD: 32, LUK: 1, Attack: 86261, Defense: 91051, Current HP: 636, A Avg: 90574, D Avg: 91051, [Fire Chariot[138, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 410: HP: 437, STR: 46, VIT: 1278, SPD: 51, LUK: 1, Attack: 84434, Defense: 91056, Current HP: 437, A Avg: 88655, D Avg: 91056, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 409: HP: 437, STR: 74, VIT: 1278, SPD: 32, LUK: 2, Attack: 84462, Defense: 91056, Current HP: 437, A Avg: 88685, D Avg: 91056, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 408: HP: 418, STR: 127, VIT: 1278, SPD: 32, LUK: 1, Attack: 84515, Defense: 91056, Current HP: 418, A Avg: 88740, D Avg: 91056, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 407: HP: 2603, STR: 806, VIT: 1278, SPD: 51, LUK: 1, Attack: 88688, Defense: 91056, Current HP: 2603, A Avg: 93122, D Avg: 91056, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 406: HP: 2603, STR: 976, VIT: 1278, SPD: 32, LUK: 2, Attack: 88858, Defense: 91056, Current HP: 2603, A Avg: 93300, D Avg: 91056, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 405: HP: 2584, STR: 1362, VIT: 1278, SPD: 32, LUK: 1, Attack: 89244, Defense: 91056, Current HP: 2584, A Avg: 93706, D Avg: 91056, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 404: HP: 437, STR: 411, VIT: 1278, SPD: 51, LUK: 1, Attack: 86055, Defense: 91056, Current HP: 437, A Avg: 90357, D Avg: 91056, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
