Rank 1000: HP: 570, STR: 742, VIT: 697, SPD: 24, LUK: 1, Attack: 85580, Defense: 90475, Current HP: 570, A Avg: 89859, D Avg: 90475, [Willow Blade[157, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 484: HP: 1034, STR: 1484, VIT: 920, SPD: 24, LUK: 1, Attack: 91393, Defense: 90698, Current HP: 1034, A Avg: 95962, D Avg: 90698, [Spectral Sword Shigure[172, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 483: HP: 570, STR: 492, VIT: 921, SPD: 38, LUK: 1, Attack: 86981, Defense: 90699, Current HP: 570, A Avg: 91330, D Avg: 90699, [Cuttlefish[178, 0, 0, 0], Blank Shield[244, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 482: HP: 570, STR: 508, VIT: 921, SPD: 24, LUK: 2, Attack: 86997, Defense: 90699, Current HP: 570, A Avg: 91346, D Avg: 90699, [Cuttlefish[178, 0, 0, 0], Blank Shield[244, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 481: HP: 551, STR: 951, VIT: 921, SPD: 24, LUK: 1, Attack: 87440, Defense: 90699, Current HP: 551, A Avg: 91812, D Avg: 90699, [Cuttlefish[178, 0, 0, 0], Blank Shield[244, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 480: HP: 493, STR: 311, VIT: 923, SPD: 24, LUK: 1, Attack: 85864, Defense: 90701, Current HP: 493, A Avg: 90157, D Avg: 90701, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 479: HP: 361, STR: 262, VIT: 923, SPD: 43, LUK: 1, Attack: 85815, Defense: 90701, Current HP: 361, A Avg: 90105, D Avg: 108841, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 478: HP: 575, STR: 310, VIT: 923, SPD: 24, LUK: 1, Attack: 85863, Defense: 90701, Current HP: 575, A Avg: 90156, D Avg: 90701, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 477: HP: 608, STR: 1052, VIT: 925, SPD: 27, LUK: 1, Attack: 85840, Defense: 90703, Current HP: 608, A Avg: 90132, D Avg: 90703, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 476: HP: 682, STR: 121, VIT: 925, SPD: 24, LUK: 1, Attack: 83977, Defense: 90703, Current HP: 682, A Avg: 105811, D Avg: 90703, [Emerald Sword[115, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 475: HP: 380, STR: 68, VIT: 925, SPD: 24, LUK: 1, Attack: 84256, Defense: 90703, Current HP: 380, A Avg: 88468, D Avg: 90703, [Cagliostro[133, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 474: HP: 660, STR: 60, VIT: 925, SPD: 24, LUK: 1, Attack: 84248, Defense: 90703, Current HP: 660, A Avg: 88460, D Avg: 90703, [Cagliostro[133, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 473: HP: 598, STR: 176, VIT: 925, SPD: 24, LUK: 1, Attack: 84494, Defense: 90703, Current HP: 598, A Avg: 88718, D Avg: 90703, [Ruby Knuckle[151, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 472: HP: 589, STR: 136, VIT: 925, SPD: 24, LUK: 1, Attack: 84454, Defense: 90703, Current HP: 589, A Avg: 88676, D Avg: 90703, [Ruby Knuckle[151, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 471: HP: 1196, STR: 660, VIT: 928, SPD: 27, LUK: 1, Attack: 86512, Defense: 90706, Current HP: 1196, A Avg: 90837, D Avg: 90706, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 470: HP: 986, STR: 500, VIT: 929, SPD: 24, LUK: 1, Attack: 86989, Defense: 90707, Current HP: 986, A Avg: 91338, D Avg: 90707, [Cuttlefish[178, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 469: HP: 576, STR: 152, VIT: 930, SPD: 24, LUK: 1, Attack: 84054, Defense: 90708, Current HP: 576, A Avg: 105908, D Avg: 90708, [Crossed Shuriken[136, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 468: HP: 342, STR: 262, VIT: 931, SPD: 38, LUK: 1, Attack: 85815, Defense: 90709, Current HP: 342, A Avg: 90105, D Avg: 90709, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 467: HP: 342, STR: 278, VIT: 931, SPD: 24, LUK: 2, Attack: 85831, Defense: 90709, Current HP: 342, A Avg: 90122, D Avg: 90709, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 466: HP: 323, STR: 478, VIT: 931, SPD: 24, LUK: 1, Attack: 86031, Defense: 90709, Current HP: 323, A Avg: 90332, D Avg: 90709, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 465: HP: 332, STR: 168, VIT: 933, SPD: 24, LUK: 1, Attack: 84278, Defense: 90711, Current HP: 332, A Avg: 88491, D Avg: 90711, [Windmill[137, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 464: HP: 605, STR: 160, VIT: 933, SPD: 24, LUK: 1, Attack: 84270, Defense: 90711, Current HP: 605, A Avg: 88483, D Avg: 90711, [Windmill[137, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 463: HP: 506, STR: 86, VIT: 934, SPD: 24, LUK: 2, Attack: 84474, Defense: 90712, Current HP: 506, A Avg: 88697, D Avg: 90712, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 462: HP: 323, STR: 322, VIT: 934, SPD: 24, LUK: 1, Attack: 84710, Defense: 90712, Current HP: 323, A Avg: 88945, D Avg: 90712, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 461: HP: 323, STR: 262, VIT: 934, SPD: 24, LUK: 2, Attack: 84650, Defense: 90712, Current HP: 323, A Avg: 88882, D Avg: 90712, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 460: HP: 2354, STR: 646, VIT: 934, SPD: 24, LUK: 2, Attack: 88528, Defense: 90712, Current HP: 2354, A Avg: 92954, D Avg: 90712, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 459: HP: 1919, STR: 1232, VIT: 934, SPD: 24, LUK: 1, Attack: 89114, Defense: 90712, Current HP: 1919, A Avg: 93569, D Avg: 90712, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 458: HP: 1919, STR: 1382, VIT: 934, SPD: 24, LUK: 2, Attack: 89264, Defense: 90712, Current HP: 1919, A Avg: 93727, D Avg: 90712, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 457: HP: 506, STR: 355, VIT: 934, SPD: 24, LUK: 2, Attack: 85999, Defense: 90712, Current HP: 506, A Avg: 90298, D Avg: 90712, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 456: HP: 323, STR: 759, VIT: 934, SPD: 24, LUK: 1, Attack: 86403, Defense: 90712, Current HP: 323, A Avg: 90723, D Avg: 90712, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 455: HP: 323, STR: 400, VIT: 934, SPD: 24, LUK: 2, Attack: 86044, Defense: 90712, Current HP: 323, A Avg: 90346, D Avg: 90712, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 454: HP: 817, STR: 1154, VIT: 934, SPD: 28, LUK: 1, Attack: 87032, Defense: 90712, Current HP: 817, A Avg: 91383, D Avg: 90712, [God Hand[179, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 453: HP: 779, STR: 1518, VIT: 934, SPD: 28, LUK: 1, Attack: 87058, Defense: 90712, Current HP: 779, A Avg: 91410, D Avg: 90712, [Zodiac[184, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 452: HP: 988, STR: 1845, VIT: 934, SPD: 24, LUK: 1, Attack: 86345, Defense: 90712, Current HP: 988, A Avg: 90662, D Avg: 90712, [Divine Dragon Sword[181, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 451: HP: 323, STR: 136, VIT: 935, SPD: 24, LUK: 1, Attack: 84136, Defense: 90713, Current HP: 323, A Avg: 88342, D Avg: 90713, [Kirisame[129, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 450: HP: 594, STR: 128, VIT: 935, SPD: 24, LUK: 1, Attack: 84128, Defense: 90713, Current HP: 594, A Avg: 88334, D Avg: 90713, [Kirisame[129, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 449: HP: 475, STR: 144, VIT: 935, SPD: 24, LUK: 1, Attack: 84265, Defense: 90713, Current HP: 475, A Avg: 88478, D Avg: 90713, [Black Kirisame[130, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 448: HP: 770, STR: 136, VIT: 935, SPD: 24, LUK: 1, Attack: 84257, Defense: 90713, Current HP: 770, A Avg: 88469, D Avg: 90713, [Black Kirisame[130, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 447: HP: 463, STR: 209, VIT: 935, SPD: 24, LUK: 1, Attack: 85957, Defense: 90713, Current HP: 463, A Avg: 90254, D Avg: 90713, [Scythe of the Grim Reaper[148, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 446: HP: 756, STR: 201, VIT: 935, SPD: 24, LUK: 1, Attack: 85949, Defense: 90713, Current HP: 756, A Avg: 90246, D Avg: 90713, [Scythe of the Grim Reaper[148, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 445: HP: 608, STR: 492, VIT: 937, SPD: 38, LUK: 1, Attack: 86981, Defense: 90715, Current HP: 608, A Avg: 91330, D Avg: 90715, [Cuttlefish[178, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 444: HP: 646, STR: 852, VIT: 937, SPD: 24, LUK: 1, Attack: 87341, Defense: 90715, Current HP: 646, A Avg: 93891, D Avg: 90715, [Cuttlefish[178, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 443: HP: 682, STR: 174, VIT: 938, SPD: 24, LUK: 1, Attack: 84687, Defense: 90716, Current HP: 682, A Avg: 106705, D Avg: 90716, [Maximum Iron Mass[123, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 442: HP: 494, STR: 144, VIT: 938, SPD: 24, LUK: 1, Attack: 84254, Defense: 90716, Current HP: 494, A Avg: 88466, D Avg: 90716, [Serpent[144, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 441: HP: 792, STR: 136, VIT: 938, SPD: 24, LUK: 1, Attack: 84246, Defense: 90716, Current HP: 792, A Avg: 88458, D Avg: 90716, [Serpent[144, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 440: HP: 638, STR: 371, VIT: 939, SPD: 24, LUK: 1, Attack: 85924, Defense: 90717, Current HP: 638, A Avg: 90220, D Avg: 90717, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 439: HP: 493, STR: 38, VIT: 942, SPD: 24, LUK: 1, Attack: 84426, Defense: 90720, Current HP: 493, A Avg: 88647, D Avg: 90720, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 438: HP: 361, STR: 38, VIT: 942, SPD: 43, LUK: 1, Attack: 84426, Defense: 90720, Current HP: 361, A Avg: 88647, D Avg: 108864, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 437: HP: 575, STR: 86, VIT: 942, SPD: 24, LUK: 1, Attack: 84474, Defense: 90720, Current HP: 575, A Avg: 88697, D Avg: 90720, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 436: HP: 2929, STR: 598, VIT: 942, SPD: 24, LUK: 1, Attack: 88480, Defense: 90720, Current HP: 2929, A Avg: 92904, D Avg: 90720, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 435: HP: 1957, STR: 598, VIT: 942, SPD: 43, LUK: 1, Attack: 88480, Defense: 90720, Current HP: 1957, A Avg: 92904, D Avg: 108864, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 434: HP: 3263, STR: 646, VIT: 942, SPD: 24, LUK: 1, Attack: 88528, Defense: 90720, Current HP: 3263, A Avg: 92954, D Avg: 90720, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 433: HP: 493, STR: 307, VIT: 942, SPD: 24, LUK: 1, Attack: 85951, Defense: 90720, Current HP: 493, A Avg: 90248, D Avg: 90720, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 432: HP: 361, STR: 307, VIT: 942, SPD: 43, LUK: 1, Attack: 85951, Defense: 90720, Current HP: 361, A Avg: 90248, D Avg: 108864, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 431: HP: 575, STR: 355, VIT: 942, SPD: 24, LUK: 1, Attack: 85999, Defense: 90720, Current HP: 575, A Avg: 90298, D Avg: 90720, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 430: HP: 554, STR: 192, VIT: 943, SPD: 24, LUK: 1, Attack: 85158, Defense: 90721, Current HP: 554, A Avg: 89415, D Avg: 90721, [Red Shark[134, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 429: HP: 862, STR: 184, VIT: 943, SPD: 24, LUK: 1, Attack: 85150, Defense: 90721, Current HP: 862, A Avg: 89407, D Avg: 90721, [Red Shark[134, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 428: HP: 495, STR: 215, VIT: 946, SPD: 24, LUK: 1, Attack: 84325, Defense: 90724, Current HP: 495, A Avg: 88541, D Avg: 90724, [Dragon Killer[139, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 427: HP: 486, STR: 164, VIT: 946, SPD: 24, LUK: 1, Attack: 84274, Defense: 90724, Current HP: 486, A Avg: 88487, D Avg: 90724, [Dragon Killer[139, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 426: HP: 484, STR: 160, VIT: 946, SPD: 24, LUK: 1, Attack: 84673, Defense: 90724, Current HP: 484, A Avg: 88906, D Avg: 90724, [Volcano[142, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 425: HP: 475, STR: 168, VIT: 946, SPD: 24, LUK: 1, Attack: 84681, Defense: 90724, Current HP: 475, A Avg: 88915, D Avg: 90724, [Volcano[142, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 424: HP: 380, STR: 262, VIT: 947, SPD: 38, LUK: 1, Attack: 85815, Defense: 90725, Current HP: 380, A Avg: 90105, D Avg: 90725, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 423: HP: 418, STR: 533, VIT: 947, SPD: 24, LUK: 1, Attack: 86086, Defense: 90725, Current HP: 418, A Avg: 92542, D Avg: 90725, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 422: HP: 503, STR: 156, VIT: 948, SPD: 24, LUK: 1, Attack: 86125, Defense: 90726, Current HP: 503, A Avg: 90431, D Avg: 90726, [Fire Chariot[138, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 421: HP: 494, STR: 226, VIT: 948, SPD: 24, LUK: 1, Attack: 86195, Defense: 90726, Current HP: 494, A Avg: 90504, D Avg: 90726, [Fire Chariot[138, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 420: HP: 342, STR: 38, VIT: 950, SPD: 38, LUK: 1, Attack: 84426, Defense: 90728, Current HP: 342, A Avg: 88647, D Avg: 90728, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 419: HP: 342, STR: 64, VIT: 950, SPD: 24, LUK: 2, Attack: 84452, Defense: 90728, Current HP: 342, A Avg: 88674, D Avg: 90728, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 418: HP: 323, STR: 114, VIT: 950, SPD: 24, LUK: 1, Attack: 84502, Defense: 90728, Current HP: 323, A Avg: 88727, D Avg: 90728, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 417: HP: 1938, STR: 598, VIT: 950, SPD: 38, LUK: 1, Attack: 88480, Defense: 90728, Current HP: 1938, A Avg: 92904, D Avg: 90728, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 416: HP: 1938, STR: 729, VIT: 950, SPD: 24, LUK: 2, Attack: 88611, Defense: 90728, Current HP: 1938, A Avg: 93041, D Avg: 90728, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 415: HP: 1919, STR: 1024, VIT: 950, SPD: 24, LUK: 1, Attack: 88906, Defense: 90728, Current HP: 1919, A Avg: 93351, D Avg: 90728, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 414: HP: 342, STR: 307, VIT: 950, SPD: 38, LUK: 1, Attack: 85951, Defense: 90728, Current HP: 342, A Avg: 90248, D Avg: 90728, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 413: HP: 342, STR: 323, VIT: 950, SPD: 24, LUK: 2, Attack: 85967, Defense: 90728, Current HP: 342, A Avg: 90265, D Avg: 90728, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 412: HP: 323, STR: 826, VIT: 950, SPD: 24, LUK: 1, Attack: 86470, Defense: 90728, Current HP: 323, A Avg: 90793, D Avg: 90728, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 411: HP: 589, STR: 136, VIT: 951, SPD: 24, LUK: 1, Attack: 84454, Defense: 90729, Current HP: 589, A Avg: 88676, D Avg: 90729, [Ruby Knuckle[151, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 410: HP: 902, STR: 128, VIT: 951, SPD: 24, LUK: 1, Attack: 84446, Defense: 90729, Current HP: 902, A Avg: 88668, D Avg: 90729, [Ruby Knuckle[151, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 409: HP: 484, STR: 288, VIT: 951, SPD: 24, LUK: 1, Attack: 85022, Defense: 90729, Current HP: 484, A Avg: 89273, D Avg: 90729, [Irruption[154, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 408: HP: 475, STR: 296, VIT: 951, SPD: 24, LUK: 1, Attack: 85030, Defense: 90729, Current HP: 475, A Avg: 89281, D Avg: 90729, [Irruption[154, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 407: HP: 924, STR: 1523, VIT: 956, SPD: 24, LUK: 1, Attack: 91432, Defense: 90734, Current HP: 924, A Avg: 115204, D Avg: 90734, [Spectral Sword Shigure[172, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 406: HP: 638, STR: 46, VIT: 958, SPD: 24, LUK: 1, Attack: 84434, Defense: 90736, Current HP: 638, A Avg: 88655, D Avg: 90736, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 405: HP: 3074, STR: 606, VIT: 958, SPD: 24, LUK: 1, Attack: 88488, Defense: 90736, Current HP: 3074, A Avg: 92912, D Avg: 90736, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 404: HP: 638, STR: 315, VIT: 958, SPD: 24, LUK: 1, Attack: 85959, Defense: 90736, Current HP: 638, A Avg: 90256, D Avg: 90736, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 403: HP: 2299, STR: 4996, VIT: 960, SPD: 28, LUK: 1, Attack: 90809, Defense: 90738, Current HP: 2299, A Avg: 95349, D Avg: 90738, [Spear of Regression[182, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 402: HP: 617, STR: 211, VIT: 961, SPD: 24, LUK: 1, Attack: 85309, Defense: 90739, Current HP: 617, A Avg: 89574, D Avg: 90739, [Yggdrasil[126, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 401: HP: 608, STR: 219, VIT: 961, SPD: 24, LUK: 1, Attack: 85317, Defense: 90739, Current HP: 608, A Avg: 89582, D Avg: 90739, [Yggdrasil[126, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 400: HP: 550, STR: 99, VIT: 961, SPD: 24, LUK: 1, Attack: 84287, Defense: 90739, Current HP: 550, A Avg: 106201, D Avg: 90739, [Cagliostro[133, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 399: HP: 484, STR: 266, VIT: 961, SPD: 24, LUK: 1, Attack: 85091, Defense: 90739, Current HP: 484, A Avg: 89345, D Avg: 90739, [Kraken[145, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 398: HP: 475, STR: 201, VIT: 961, SPD: 24, LUK: 1, Attack: 85026, Defense: 90739, Current HP: 475, A Avg: 89277, D Avg: 90739, [Kraken[145, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 397: HP: 541, STR: 158, VIT: 961, SPD: 24, LUK: 1, Attack: 84970, Defense: 90739, Current HP: 541, A Avg: 89218, D Avg: 90739, [Granada[150, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 396: HP: 532, STR: 228, VIT: 961, SPD: 24, LUK: 1, Attack: 85040, Defense: 90739, Current HP: 532, A Avg: 89292, D Avg: 90739, [Granada[150, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 395: HP: 740, STR: 1117, VIT: 962, SPD: 25, LUK: 1, Attack: 86451, Defense: 90740, Current HP: 740, A Avg: 108063, D Avg: 90740, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 394: HP: 927, STR: 774, VIT: 964, SPD: 28, LUK: 1, Attack: 86418, Defense: 90742, Current HP: 927, A Avg: 90738, D Avg: 90742, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 393: HP: 1121, STR: 621, VIT: 966, SPD: 28, LUK: 1, Attack: 85329, Defense: 90744, Current HP: 1121, A Avg: 89595, D Avg: 90744, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 392: HP: 380, STR: 38, VIT: 966, SPD: 38, LUK: 1, Attack: 84426, Defense: 90744, Current HP: 380, A Avg: 88647, D Avg: 90744, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 391: HP: 418, STR: 114, VIT: 966, SPD: 24, LUK: 1, Attack: 84502, Defense: 90744, Current HP: 418, A Avg: 90839, D Avg: 90744, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 390: HP: 1976, STR: 598, VIT: 966, SPD: 38, LUK: 1, Attack: 88480, Defense: 90744, Current HP: 1976, A Avg: 92904, D Avg: 90744, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 389: HP: 2014, STR: 1024, VIT: 966, SPD: 24, LUK: 1, Attack: 88906, Defense: 90744, Current HP: 2014, A Avg: 95573, D Avg: 90744, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 388: HP: 380, STR: 307, VIT: 966, SPD: 38, LUK: 1, Attack: 85951, Defense: 90744, Current HP: 380, A Avg: 90248, D Avg: 90744, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 387: HP: 418, STR: 551, VIT: 966, SPD: 24, LUK: 1, Attack: 86195, Defense: 90744, Current HP: 418, A Avg: 92659, D Avg: 90744, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 386: HP: 537, STR: 228, VIT: 967, SPD: 24, LUK: 1, Attack: 84260, Defense: 90745, Current HP: 537, A Avg: 88473, D Avg: 90745, [Alucard[146, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
