Rank 1000: HP: 1363, STR: 1702, VIT: 1710, SPD: 56, LUK: 1, Attack: 87242, Defense: 91488, Current HP: 1363, A Avg: 91604, D Avg: 91488, [Zodiac[184, 0, 0, 0], Blank Shield[244, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 511: HP: 1064, STR: 304, VIT: 2160, SPD: 56, LUK: 1, Attack: 84414, Defense: 91938, Current HP: 1064, A Avg: 88634, D Avg: 91938, [Serpent[144, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 510: HP: 1248, STR: 408, VIT: 2165, SPD: 56, LUK: 1, Attack: 85374, Defense: 91943, Current HP: 1248, A Avg: 89642, D Avg: 91943, [Red Shark[134, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 509: HP: 1238, STR: 416, VIT: 2165, SPD: 56, LUK: 1, Attack: 85382, Defense: 91943, Current HP: 1238, A Avg: 89651, D Avg: 91943, [Red Shark[134, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 508: HP: 1906, STR: 1288, VIT: 2169, SPD: 63, LUK: 1, Attack: 86932, Defense: 91947, Current HP: 1906, A Avg: 91278, D Avg: 91947, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 507: HP: 1342, STR: 249, VIT: 2173, SPD: 56, LUK: 1, Attack: 84105, Defense: 91951, Current HP: 1342, A Avg: 105972, D Avg: 91951, [Emerald Sword[115, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 506: HP: 760, STR: 132, VIT: 2173, SPD: 56, LUK: 1, Attack: 84320, Defense: 91951, Current HP: 760, A Avg: 88536, D Avg: 91951, [Cagliostro[133, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 505: HP: 1100, STR: 124, VIT: 2173, SPD: 56, LUK: 1, Attack: 84312, Defense: 91951, Current HP: 1100, A Avg: 88527, D Avg: 91951, [Cagliostro[133, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 504: HP: 1358, STR: 396, VIT: 2173, SPD: 56, LUK: 1, Attack: 84714, Defense: 91951, Current HP: 1358, A Avg: 88949, D Avg: 91951, [Ruby Knuckle[151, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 503: HP: 1349, STR: 296, VIT: 2173, SPD: 56, LUK: 1, Attack: 84614, Defense: 91951, Current HP: 1349, A Avg: 88844, D Avg: 91951, [Ruby Knuckle[151, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 502: HP: 1148, STR: 312, VIT: 2178, SPD: 56, LUK: 1, Attack: 84214, Defense: 91956, Current HP: 1148, A Avg: 106109, D Avg: 91956, [Crossed Shuriken[136, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 501: HP: 740, STR: 1198, VIT: 2179, SPD: 59, LUK: 1, Attack: 86751, Defense: 91957, Current HP: 740, A Avg: 108438, D Avg: 91957, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 500: HP: 712, STR: 360, VIT: 2181, SPD: 56, LUK: 1, Attack: 84470, Defense: 91959, Current HP: 712, A Avg: 88693, D Avg: 91959, [Windmill[137, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 499: HP: 1045, STR: 352, VIT: 2181, SPD: 56, LUK: 1, Attack: 84462, Defense: 91959, Current HP: 1045, A Avg: 88685, D Avg: 91959, [Windmill[137, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 498: HP: 1539, STR: 938, VIT: 6291, SPD: 56, LUK: 1, Attack: 86491, Defense: 91961, Current HP: 1539, A Avg: 90815, D Avg: 91961, [Hammer of Justice[186, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 497: HP: 3144, STR: 1887, VIT: 4393, SPD: 56, LUK: 1, Attack: 89715, Defense: 91961, Current HP: 3144, A Avg: 94200, D Avg: 91961, [Stargazer[183, 0, 0, 0], Storm Wall[242, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 496: HP: 3135, STR: 1895, VIT: 4393, SPD: 56, LUK: 1, Attack: 89723, Defense: 91961, Current HP: 3135, A Avg: 94209, D Avg: 91961, [Stargazer[183, 0, 0, 0], Storm Wall[242, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 495: HP: 703, STR: 296, VIT: 2183, SPD: 56, LUK: 1, Attack: 84296, Defense: 91961, Current HP: 703, A Avg: 88510, D Avg: 91961, [Kirisame[129, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 494: HP: 1034, STR: 288, VIT: 2183, SPD: 56, LUK: 1, Attack: 84288, Defense: 91961, Current HP: 1034, A Avg: 88502, D Avg: 91961, [Kirisame[129, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 493: HP: 1045, STR: 304, VIT: 2183, SPD: 56, LUK: 1, Attack: 84425, Defense: 91961, Current HP: 1045, A Avg: 88646, D Avg: 91961, [Black Kirisame[130, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 492: HP: 1430, STR: 296, VIT: 2183, SPD: 56, LUK: 1, Attack: 84417, Defense: 91961, Current HP: 1430, A Avg: 88637, D Avg: 91961, [Black Kirisame[130, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 491: HP: 1033, STR: 465, VIT: 2183, SPD: 56, LUK: 1, Attack: 86213, Defense: 91961, Current HP: 1033, A Avg: 90523, D Avg: 91961, [Scythe of the Grim Reaper[148, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 490: HP: 1416, STR: 457, VIT: 2183, SPD: 56, LUK: 1, Attack: 86205, Defense: 91961, Current HP: 1416, A Avg: 90515, D Avg: 91961, [Scythe of the Grim Reaper[148, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 489: HP: 1342, STR: 366, VIT: 2186, SPD: 56, LUK: 1, Attack: 84879, Defense: 91964, Current HP: 1342, A Avg: 106947, D Avg: 91964, [Maximum Iron Mass[123, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 488: HP: 1064, STR: 304, VIT: 2186, SPD: 56, LUK: 1, Attack: 84414, Defense: 91964, Current HP: 1064, A Avg: 88634, D Avg: 91964, [Serpent[144, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 487: HP: 1452, STR: 296, VIT: 2186, SPD: 56, LUK: 1, Attack: 84406, Defense: 91964, Current HP: 1452, A Avg: 88626, D Avg: 91964, [Serpent[144, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 486: HP: 1238, STR: 416, VIT: 2191, SPD: 56, LUK: 1, Attack: 85382, Defense: 91969, Current HP: 1238, A Avg: 89651, D Avg: 91969, [Red Shark[134, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 485: HP: 1654, STR: 408, VIT: 2191, SPD: 56, LUK: 1, Attack: 85374, Defense: 91969, Current HP: 1654, A Avg: 89642, D Avg: 91969, [Red Shark[134, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 484: HP: 1658, STR: 3337, VIT: 2192, SPD: 63, LUK: 1, Attack: 87837, Defense: 91970, Current HP: 1658, A Avg: 92228, D Avg: 91970, [Divine Dragon Sword[181, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 483: HP: 712, STR: 74, VIT: 6302, SPD: 56, LUK: 1, Attack: 84462, Defense: 91972, Current HP: 712, A Avg: 88685, D Avg: 91972, [Encryption Key[173, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 482: HP: 703, STR: 112, VIT: 6302, SPD: 56, LUK: 1, Attack: 84500, Defense: 91972, Current HP: 703, A Avg: 88725, D Avg: 91972, [Encryption Key[173, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 481: HP: 4588, STR: 1519, VIT: 6302, SPD: 56, LUK: 1, Attack: 89401, Defense: 91972, Current HP: 4588, A Avg: 93871, D Avg: 91972, [Wild Card[175, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 480: HP: 4579, STR: 2067, VIT: 6302, SPD: 56, LUK: 1, Attack: 89949, Defense: 91972, Current HP: 4579, A Avg: 94446, D Avg: 91972, [Wild Card[175, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 479: HP: 712, STR: 768, VIT: 6302, SPD: 56, LUK: 1, Attack: 86412, Defense: 91972, Current HP: 712, A Avg: 90732, D Avg: 91972, [Portal Sword[176, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 478: HP: 703, STR: 776, VIT: 6302, SPD: 56, LUK: 1, Attack: 86420, Defense: 91972, Current HP: 703, A Avg: 90741, D Avg: 91972, [Portal Sword[176, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 477: HP: 986, STR: 169, VIT: 2195, SPD: 63, LUK: 1, Attack: 83895, Defense: 91973, Current HP: 986, A Avg: 88089, D Avg: 91973, [Wooden Stick[101, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 476: HP: 986, STR: 169, VIT: 2195, SPD: 63, LUK: 1, Attack: 83934, Defense: 91973, Current HP: 986, A Avg: 88130, D Avg: 91973, [Club[102, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 475: HP: 986, STR: 174, VIT: 2195, SPD: 63, LUK: 1, Attack: 83946, Defense: 91973, Current HP: 986, A Avg: 88143, D Avg: 91973, [Short Sword[103, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 474: HP: 986, STR: 239, VIT: 2195, SPD: 63, LUK: 1, Attack: 84050, Defense: 91973, Current HP: 986, A Avg: 88252, D Avg: 91973, [Long Sword[104, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 473: HP: 986, STR: 291, VIT: 2195, SPD: 63, LUK: 1, Attack: 84063, Defense: 91973, Current HP: 986, A Avg: 88266, D Avg: 91973, [Wasp Knife[105, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 472: HP: 986, STR: 230, VIT: 2195, SPD: 63, LUK: 1, Attack: 84054, Defense: 91973, Current HP: 986, A Avg: 88256, D Avg: 91973, [Stun Knuckle[106, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 471: HP: 986, STR: 300, VIT: 2195, SPD: 63, LUK: 1, Attack: 84143, Defense: 91973, Current HP: 986, A Avg: 88350, D Avg: 91973, [Battle Scythe[107, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 470: HP: 1007, STR: 300, VIT: 2195, SPD: 63, LUK: 1, Attack: 84189, Defense: 91973, Current HP: 1007, A Avg: 88398, D Avg: 91973, [Iron Lumps[108, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 469: HP: 986, STR: 169, VIT: 2195, SPD: 63, LUK: 1, Attack: 83937, Defense: 91973, Current HP: 986, A Avg: 88133, D Avg: 91973, [Decorative Swords[109, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 468: HP: 986, STR: 318, VIT: 2195, SPD: 63, LUK: 1, Attack: 84441, Defense: 91973, Current HP: 986, A Avg: 88663, D Avg: 91973, [Pinpoint[112, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 467: HP: 1007, STR: 361, VIT: 2195, SPD: 63, LUK: 1, Attack: 84367, Defense: 91973, Current HP: 1007, A Avg: 88585, D Avg: 91973, [Great Iron Mass[122, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 466: HP: 997, STR: 230, VIT: 2195, SPD: 63, LUK: 1, Attack: 84223, Defense: 91973, Current HP: 997, A Avg: 88434, D Avg: 91973, [Sword of Wood[124, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 465: HP: 1364, STR: 432, VIT: 2195, SPD: 63, LUK: 1, Attack: 84620, Defense: 91973, Current HP: 1364, A Avg: 88851, D Avg: 91973, [Sword of the Spirit Tree[125, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 464: HP: 997, STR: 300, VIT: 2195, SPD: 63, LUK: 1, Attack: 84299, Defense: 91973, Current HP: 997, A Avg: 88513, D Avg: 91973, [Greatsword[127, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 463: HP: 1360, STR: 367, VIT: 2195, SPD: 63, LUK: 1, Attack: 84789, Defense: 91973, Current HP: 1360, A Avg: 89028, D Avg: 91973, [Dreaming Sword[128, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 462: HP: 1007, STR: 187, VIT: 2195, SPD: 63, LUK: 1, Attack: 83962, Defense: 91973, Current HP: 1007, A Avg: 88160, D Avg: 91973, [Peacemaker[131, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 461: HP: 1049, STR: 169, VIT: 2195, SPD: 63, LUK: 1, Attack: 84071, Defense: 91973, Current HP: 1049, A Avg: 88274, D Avg: 91973, [Daydream[132, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 460: HP: 1910, STR: 475, VIT: 2195, SPD: 63, LUK: 1, Attack: 86158, Defense: 91973, Current HP: 1910, A Avg: 90465, D Avg: 91973, [Dancing[155, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 459: HP: 986, STR: 860, VIT: 2195, SPD: 63, LUK: 1, Attack: 85516, Defense: 91973, Current HP: 986, A Avg: 89791, D Avg: 91973, [Penetra[161, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 458: HP: 986, STR: 169, VIT: 2195, SPD: 63, LUK: 1, Attack: 85010, Defense: 91973, Current HP: 986, A Avg: 89260, D Avg: 91973, [Grand Slam[163, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 457: HP: 1196, STR: 169, VIT: 2195, SPD: 63, LUK: 1, Attack: 85137, Defense: 91973, Current HP: 1196, A Avg: 89393, D Avg: 91973, [Cluster Bomb[170, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 456: HP: 1616, STR: 169, VIT: 2195, SPD: 63, LUK: 1, Attack: 92355, Defense: 91973, Current HP: 1616, A Avg: 96972, D Avg: 91973, [Big Bang[171, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 455: HP: 5270, STR: 169, VIT: 2195, SPD: 63, LUK: 1, Attack: 85222, Defense: 91973, Current HP: 5270, A Avg: 89483, D Avg: 91973, [Common Key[174, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 454: HP: 1616, STR: 169, VIT: 2195, SPD: 63, LUK: 1, Attack: 86411, Defense: 91973, Current HP: 1616, A Avg: 90731, D Avg: 91973, [Droid Hammer[177, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 453: HP: 986, STR: 1843, VIT: 2195, SPD: 63, LUK: 1, Attack: 86772, Defense: 91973, Current HP: 986, A Avg: 91110, D Avg: 91973, [Jack Knife[185, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 452: HP: 986, STR: 2617, VIT: 2195, SPD: 63, LUK: 1, Attack: 87195, Defense: 91973, Current HP: 986, A Avg: 91554, D Avg: 91973, [Magical[187, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 451: HP: 986, STR: 655, VIT: 2195, SPD: 63, LUK: 1, Attack: 87706, Defense: 91973, Current HP: 986, A Avg: 92091, D Avg: 91973, [Tekken[188, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 450: HP: 986, STR: -60970, VIT: 2195, SPD: 63, LUK: 1, Attack: 38296, Defense: 91973, Current HP: 986, A Avg: 40210, D Avg: 91973, [Sword of Evil[189, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 449: HP: 986, STR: 2977, VIT: 2195, SPD: 63, LUK: 1, Attack: 90638, Defense: 91973, Current HP: 986, A Avg: 95169, D Avg: 91973, [Neural Edge[190, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 448: HP: 1349, STR: 296, VIT: 2199, SPD: 56, LUK: 1, Attack: 84614, Defense: 91977, Current HP: 1349, A Avg: 88844, D Avg: 91977, [Ruby Knuckle[151, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 447: HP: 1782, STR: 288, VIT: 2199, SPD: 56, LUK: 1, Attack: 84606, Defense: 91977, Current HP: 1782, A Avg: 88836, D Avg: 91977, [Ruby Knuckle[151, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 446: HP: 1054, STR: 608, VIT: 2199, SPD: 56, LUK: 1, Attack: 85342, Defense: 91977, Current HP: 1054, A Avg: 89609, D Avg: 91977, [Irruption[154, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 445: HP: 1045, STR: 616, VIT: 2199, SPD: 56, LUK: 1, Attack: 85350, Defense: 91977, Current HP: 1045, A Avg: 89617, D Avg: 91977, [Irruption[154, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 444: HP: 980, STR: 1641, VIT: 2203, SPD: 59, LUK: 1, Attack: 88130, Defense: 91981, Current HP: 980, A Avg: 110162, D Avg: 91981, [Cuttlefish[178, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 443: HP: 3135, STR: 1895, VIT: 4419, SPD: 56, LUK: 1, Attack: 89723, Defense: 91987, Current HP: 3135, A Avg: 94209, D Avg: 91987, [Stargazer[183, 0, 0, 0], Storm Wall[242, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 442: HP: 3850, STR: 1887, VIT: 4419, SPD: 56, LUK: 1, Attack: 89715, Defense: 91987, Current HP: 3850, A Avg: 94200, D Avg: 91987, [Stargazer[183, 0, 0, 0], Storm Wall[242, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 441: HP: 1343, STR: 365, VIT: 2212, SPD: 63, LUK: 1, Attack: 84332, Defense: 91990, Current HP: 1343, A Avg: 88548, D Avg: 91990, [Phantom Sword[117, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 440: HP: 703, STR: 83, VIT: 6328, SPD: 56, LUK: 1, Attack: 84471, Defense: 91998, Current HP: 703, A Avg: 88694, D Avg: 91998, [Encryption Key[173, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 439: HP: 1034, STR: 74, VIT: 6328, SPD: 56, LUK: 1, Attack: 84462, Defense: 91998, Current HP: 1034, A Avg: 88685, D Avg: 91998, [Encryption Key[173, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 438: HP: 4579, STR: 1528, VIT: 6328, SPD: 56, LUK: 1, Attack: 89410, Defense: 91998, Current HP: 4579, A Avg: 93880, D Avg: 91998, [Wild Card[175, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 437: HP: 5522, STR: 1519, VIT: 6328, SPD: 56, LUK: 1, Attack: 89401, Defense: 91998, Current HP: 5522, A Avg: 93871, D Avg: 91998, [Wild Card[175, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 436: HP: 703, STR: 1051, VIT: 6328, SPD: 56, LUK: 1, Attack: 86695, Defense: 91998, Current HP: 703, A Avg: 91029, D Avg: 91998, [Portal Sword[176, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 435: HP: 1034, STR: 768, VIT: 6328, SPD: 56, LUK: 1, Attack: 86412, Defense: 91998, Current HP: 1034, A Avg: 90732, D Avg: 91998, [Portal Sword[176, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 434: HP: 1767, STR: 1217, VIT: 6328, SPD: 56, LUK: 1, Attack: 87706, Defense: 91998, Current HP: 1767, A Avg: 92091, D Avg: 91998, [Cuttlefish[178, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 433: HP: 3049, STR: 1616, VIT: 5211, SPD: 56, LUK: 1, Attack: 89444, Defense: 91999, Current HP: 3049, A Avg: 93916, D Avg: 91999, [Stargazer[183, 0, 0, 0], Golem Shield[245, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 432: HP: 3040, STR: 1624, VIT: 5211, SPD: 56, LUK: 1, Attack: 89452, Defense: 91999, Current HP: 3040, A Avg: 93924, D Avg: 91999, [Stargazer[183, 0, 0, 0], Golem Shield[245, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 431: HP: 1028, STR: 2116, VIT: 2221, SPD: 63, LUK: 1, Attack: 86904, Defense: 91999, Current HP: 1028, A Avg: 91249, D Avg: 91999, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 430: HP: 997, STR: 291, VIT: 2223, SPD: 63, LUK: 1, Attack: 84134, Defense: 92001, Current HP: 997, A Avg: 88340, D Avg: 92001, [Salamander[110, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 429: HP: 986, STR: 352, VIT: 2223, SPD: 63, LUK: 1, Attack: 84436, Defense: 92001, Current HP: 986, A Avg: 88657, D Avg: 92001, [Phantom Scythe[116, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 428: HP: 997, STR: 291, VIT: 2223, SPD: 63, LUK: 1, Attack: 84163, Defense: 92001, Current HP: 997, A Avg: 88371, D Avg: 92001, [Undine[118, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 427: HP: 997, STR: 291, VIT: 2223, SPD: 63, LUK: 1, Attack: 84190, Defense: 92001, Current HP: 997, A Avg: 88399, D Avg: 92001, [Sylph[119, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 426: HP: 997, STR: 291, VIT: 2223, SPD: 63, LUK: 1, Attack: 84217, Defense: 92001, Current HP: 997, A Avg: 88427, D Avg: 92001, [Gnome[120, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 425: HP: 1045, STR: 616, VIT: 2225, SPD: 56, LUK: 1, Attack: 85350, Defense: 92003, Current HP: 1045, A Avg: 89617, D Avg: 92003, [Irruption[154, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 424: HP: 1430, STR: 608, VIT: 2225, SPD: 56, LUK: 1, Attack: 85342, Defense: 92003, Current HP: 1430, A Avg: 89609, D Avg: 92003, [Irruption[154, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 423: HP: 1028, STR: 196, VIT: 2237, SPD: 63, LUK: 1, Attack: 88363, Defense: 92015, Current HP: 1028, A Avg: 92781, D Avg: 92015, [Basic[169, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 422: HP: 946, STR: 118, VIT: 2246, SPD: 56, LUK: 2, Attack: 84506, Defense: 92024, Current HP: 946, A Avg: 88731, D Avg: 92024, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 421: HP: 703, STR: 374, VIT: 2246, SPD: 56, LUK: 1, Attack: 84762, Defense: 92024, Current HP: 703, A Avg: 89000, D Avg: 92024, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 420: HP: 703, STR: 454, VIT: 2246, SPD: 56, LUK: 2, Attack: 84842, Defense: 92024, Current HP: 703, A Avg: 89084, D Avg: 92024, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 419: HP: 5434, STR: 1478, VIT: 2246, SPD: 56, LUK: 2, Attack: 89360, Defense: 92024, Current HP: 5434, A Avg: 93828, D Avg: 92024, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 418: HP: 4579, STR: 2584, VIT: 2246, SPD: 56, LUK: 1, Attack: 90466, Defense: 92024, Current HP: 4579, A Avg: 94989, D Avg: 92024, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 417: HP: 4579, STR: 3174, VIT: 2246, SPD: 56, LUK: 2, Attack: 91056, Defense: 92024, Current HP: 4579, A Avg: 95608, D Avg: 92024, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 416: HP: 946, STR: 771, VIT: 2246, SPD: 56, LUK: 2, Attack: 86415, Defense: 92024, Current HP: 946, A Avg: 90735, D Avg: 92024, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 415: HP: 703, STR: 1435, VIT: 2246, SPD: 56, LUK: 1, Attack: 87079, Defense: 92024, Current HP: 703, A Avg: 91432, D Avg: 92024, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 414: HP: 703, STR: 880, VIT: 2246, SPD: 56, LUK: 2, Attack: 86524, Defense: 92024, Current HP: 703, A Avg: 90850, D Avg: 92024, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Search Ring[317, 0, 0, 0]]
