Rank 1000: HP: 1606, STR: 345, VIT: 641949, SPD: 72, LUK: 1, Attack: 84156, Defense: 726189, Current HP: 1606, A Avg: 88363, D Avg: 726189, [Long Sword[104, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 475: HP: 1301, STR: 406, VIT: 642837, SPD: 72, LUK: 1, Attack: 84555, Defense: 727805, Current HP: 1301, A Avg: 88782, D Avg: 727805, [Giant Tornado[114, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 474: HP: 1316, STR: 327, VIT: 642837, SPD: 72, LUK: 1, Attack: 84143, Defense: 727805, Current HP: 1316, A Avg: 88350, D Avg: 727805, [Hand Axe[140, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 473: HP: 1322, STR: 388, VIT: 642837, SPD: 72, LUK: 1, Attack: 84381, Defense: 727805, Current HP: 1322, A Avg: 88600, D Avg: 727805, [Wooden Boomerang[167, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 472: HP: 1484, STR: 331, VIT: 642840, SPD: 72, LUK: 1, Attack: 84129, Defense: 727808, Current HP: 1484, A Avg: 88335, D Avg: 727808, [Ninja[135, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 471: HP: 1721, STR: 2570, VIT: 642840, SPD: 72, LUK: 1, Attack: 92479, Defense: 727808, Current HP: 1721, A Avg: 97102, D Avg: 727808, [Spectral Sword Shigure[172, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 470: HP: 1318, STR: 327, VIT: 642843, SPD: 72, LUK: 1, Attack: 84333, Defense: 727811, Current HP: 1318, A Avg: 88549, D Avg: 727811, [Crescent[141, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 469: HP: 1963, STR: 777, VIT: 642819, SPD: 72, LUK: 1, Attack: 84633, Defense: 727813, Current HP: 1963, A Avg: 88864, D Avg: 727813, [Emerald Sword[115, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 468: HP: 1757, STR: 856, VIT: 642825, SPD: 72, LUK: 1, Attack: 84758, Defense: 727819, Current HP: 1757, A Avg: 88995, D Avg: 727819, [Crossed Shuriken[136, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 467: HP: 1963, STR: 927, VIT: 642834, SPD: 72, LUK: 1, Attack: 85440, Defense: 727828, Current HP: 1963, A Avg: 89712, D Avg: 727828, [Maximum Iron Mass[123, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 466: HP: 1091, STR: 178, VIT: 643968, SPD: 72, LUK: 1, Attack: 84566, Defense: 727831, Current HP: 1091, A Avg: 88794, D Avg: 727831, [Encryption Key[173, 730, 730, 730], Titanium Shield[205, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 465: HP: 6005, STR: 1933, VIT: 643968, SPD: 72, LUK: 1, Attack: 89815, Defense: 727831, Current HP: 6005, A Avg: 94305, D Avg: 727831, [Wild Card[175, 730, 730, 730], Titanium Shield[205, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 464: HP: 1091, STR: 1020, VIT: 643968, SPD: 72, LUK: 1, Attack: 86664, Defense: 727831, Current HP: 1091, A Avg: 90997, D Avg: 727831, [Portal Sword[176, 730, 730, 730], Titanium Shield[205, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 463: HP: 1627, STR: 961, VIT: 642967, SPD: 72, LUK: 1, Attack: 87489, Defense: 727831, Current HP: 1627, A Avg: 91863, D Avg: 727831, [Moon Knuckle[153, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 462: HP: 1606, STR: 2802, VIT: 642967, SPD: 72, LUK: 1, Attack: 88680, Defense: 727831, Current HP: 1606, A Avg: 93114, D Avg: 727831, [Blue Sword[180, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 461: HP: 1732, STR: 477, VIT: 642866, SPD: 72, LUK: 1, Attack: 85159, Defense: 727834, Current HP: 1732, A Avg: 89416, D Avg: 727834, [Thunder Whip[143, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 460: HP: 1606, STR: 968, VIT: 643597, SPD: 72, LUK: 1, Attack: 86521, Defense: 727837, Current HP: 1606, A Avg: 90847, D Avg: 727837, [Hammer of Justice[186, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 459: HP: 3433, STR: 248, VIT: 641932, SPD: 72, LUK: 1, Attack: 84436, Defense: 727849, Current HP: 3433, A Avg: 88657, D Avg: 727849, [Cagliostro[133, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 458: HP: 3380, STR: 540, VIT: 641941, SPD: 72, LUK: 1, Attack: 84650, Defense: 727858, Current HP: 3380, A Avg: 88882, D Avg: 727858, [Windmill[137, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 457: HP: 1810, STR: 685, VIT: 643022, SPD: 72, LUK: 1, Attack: 84795, Defense: 727860, Current HP: 1810, A Avg: 89034, D Avg: 727860, [Dragon Killer[139, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 456: HP: 1850, STR: 689, VIT: 643022, SPD: 72, LUK: 1, Attack: 85202, Defense: 727860, Current HP: 1850, A Avg: 89462, D Avg: 727860, [Volcano[142, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 455: HP: 3370, STR: 459, VIT: 641944, SPD: 72, LUK: 1, Attack: 84459, Defense: 727861, Current HP: 3370, A Avg: 88681, D Avg: 727861, [Kirisame[129, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 454: HP: 3800, STR: 468, VIT: 641944, SPD: 72, LUK: 1, Attack: 84589, Defense: 727861, Current HP: 3800, A Avg: 88818, D Avg: 727861, [Black Kirisame[130, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 453: HP: 3788, STR: 676, VIT: 641944, SPD: 72, LUK: 1, Attack: 86424, Defense: 727861, Current HP: 3788, A Avg: 90745, D Avg: 727861, [Scythe of the Grim Reaper[148, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 452: HP: 1871, STR: 685, VIT: 643025, SPD: 72, LUK: 1, Attack: 86654, Defense: 727863, Current HP: 1871, A Avg: 90986, D Avg: 727863, [Fire Chariot[138, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 451: HP: 3821, STR: 468, VIT: 641946, SPD: 72, LUK: 1, Attack: 84578, Defense: 727863, Current HP: 3821, A Avg: 88806, D Avg: 727863, [Serpent[144, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 450: HP: 4046, STR: 612, VIT: 641952, SPD: 72, LUK: 1, Attack: 85578, Defense: 727869, Current HP: 4046, A Avg: 89856, D Avg: 727869, [Red Shark[134, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 449: HP: 2259, STR: 837, VIT: 643040, SPD: 72, LUK: 1, Attack: 85935, Defense: 727878, Current HP: 2259, A Avg: 90231, D Avg: 727878, [Yggdrasil[126, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 448: HP: 1850, STR: 772, VIT: 643040, SPD: 72, LUK: 1, Attack: 85597, Defense: 727878, Current HP: 1850, A Avg: 89876, D Avg: 727878, [Kraken[145, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 447: HP: 1913, STR: 687, VIT: 643040, SPD: 72, LUK: 1, Attack: 85499, Defense: 727878, Current HP: 1913, A Avg: 89773, D Avg: 727878, [Granada[150, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 446: HP: 4189, STR: 459, VIT: 641961, SPD: 72, LUK: 1, Attack: 84777, Defense: 727878, Current HP: 4189, A Avg: 89015, D Avg: 727878, [Ruby Knuckle[151, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 445: HP: 2013, STR: 696, VIT: 643046, SPD: 72, LUK: 1, Attack: 84728, Defense: 727884, Current HP: 2013, A Avg: 88964, D Avg: 727884, [Alucard[146, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 444: HP: 1091, STR: 178, VIT: 643997, SPD: 72, LUK: 1, Attack: 84566, Defense: 727886, Current HP: 1091, A Avg: 88794, D Avg: 727886, [Encryption Key[173, 730, 730, 730], Large iron Shield[206, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 443: HP: 6005, STR: 1933, VIT: 643997, SPD: 72, LUK: 1, Attack: 89815, Defense: 727886, Current HP: 6005, A Avg: 94305, D Avg: 727886, [Wild Card[175, 730, 730, 730], Large iron Shield[206, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 442: HP: 1091, STR: 1020, VIT: 643997, SPD: 72, LUK: 1, Attack: 86664, Defense: 727886, Current HP: 1091, A Avg: 90997, D Avg: 727886, [Portal Sword[176, 730, 730, 730], Large iron Shield[206, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 441: HP: 1858, STR: 1272, VIT: 643652, SPD: 72, LUK: 1, Attack: 87761, Defense: 727892, Current HP: 1858, A Avg: 92149, D Avg: 727892, [Cuttlefish[178, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 440: HP: 1789, STR: 178, VIT: 643968, SPD: 72, LUK: 1, Attack: 84566, Defense: 727896, Current HP: 1789, A Avg: 88794, D Avg: 727896, [Encryption Key[173, 730, 730, 730], Hardwood Shield[223, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 439: HP: 6703, STR: 1933, VIT: 643968, SPD: 72, LUK: 1, Attack: 89815, Defense: 727896, Current HP: 6703, A Avg: 94305, D Avg: 727896, [Wild Card[175, 730, 730, 730], Hardwood Shield[223, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 438: HP: 1789, STR: 1020, VIT: 643968, SPD: 72, LUK: 1, Attack: 86664, Defense: 727896, Current HP: 1789, A Avg: 90997, D Avg: 727896, [Portal Sword[176, 730, 730, 730], Hardwood Shield[223, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 437: HP: 3800, STR: 864, VIT: 641990, SPD: 72, LUK: 1, Attack: 85598, Defense: 727907, Current HP: 3800, A Avg: 89877, D Avg: 727907, [Irruption[154, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 436: HP: 1175, STR: 178, VIT: 643982, SPD: 72, LUK: 1, Attack: 84566, Defense: 727910, Current HP: 1175, A Avg: 88794, D Avg: 727910, [Encryption Key[173, 730, 730, 730], Tower Shield[213, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 435: HP: 6089, STR: 1933, VIT: 643982, SPD: 72, LUK: 1, Attack: 89815, Defense: 727910, Current HP: 6089, A Avg: 94305, D Avg: 727910, [Wild Card[175, 730, 730, 730], Tower Shield[213, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 434: HP: 1175, STR: 1020, VIT: 643982, SPD: 72, LUK: 1, Attack: 86664, Defense: 727910, Current HP: 1175, A Avg: 90997, D Avg: 727910, [Portal Sword[176, 730, 730, 730], Tower Shield[213, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 433: HP: 1753, STR: 318, VIT: 642950, SPD: 72, LUK: 1, Attack: 84174, Defense: 727918, Current HP: 1753, A Avg: 88382, D Avg: 727918, [Emerald Sword[115, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 432: HP: 1547, STR: 397, VIT: 642956, SPD: 72, LUK: 1, Attack: 84299, Defense: 727924, Current HP: 1547, A Avg: 88513, D Avg: 727924, [Crossed Shuriken[136, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 431: HP: 1574, STR: 707, VIT: 642932, SPD: 72, LUK: 1, Attack: 84895, Defense: 727926, Current HP: 1574, A Avg: 89139, D Avg: 727926, [Cagliostro[133, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 430: HP: 1753, STR: 468, VIT: 642964, SPD: 72, LUK: 1, Attack: 84981, Defense: 727932, Current HP: 1753, A Avg: 89230, D Avg: 727932, [Maximum Iron Mass[123, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 429: HP: 1522, STR: 999, VIT: 642941, SPD: 72, LUK: 1, Attack: 85109, Defense: 727935, Current HP: 1522, A Avg: 89364, D Avg: 727935, [Windmill[137, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 428: HP: 1511, STR: 918, VIT: 642944, SPD: 72, LUK: 1, Attack: 84918, Defense: 727938, Current HP: 1511, A Avg: 89163, D Avg: 727938, [Kirisame[129, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 427: HP: 1942, STR: 927, VIT: 642944, SPD: 72, LUK: 1, Attack: 85048, Defense: 727938, Current HP: 1942, A Avg: 89300, D Avg: 727938, [Black Kirisame[130, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 426: HP: 1929, STR: 1135, VIT: 642944, SPD: 72, LUK: 1, Attack: 86883, Defense: 727938, Current HP: 1929, A Avg: 91227, D Avg: 727938, [Scythe of the Grim Reaper[148, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 425: HP: 1963, STR: 927, VIT: 642947, SPD: 72, LUK: 1, Attack: 85037, Defense: 727941, Current HP: 1963, A Avg: 89288, D Avg: 727941, [Serpent[144, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 424: HP: 2188, STR: 1071, VIT: 642953, SPD: 72, LUK: 1, Attack: 86037, Defense: 727947, Current HP: 2188, A Avg: 90338, D Avg: 727947, [Red Shark[134, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 423: HP: 2330, STR: 918, VIT: 642961, SPD: 72, LUK: 1, Attack: 85236, Defense: 727955, Current HP: 2330, A Avg: 89497, D Avg: 727955, [Ruby Knuckle[151, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 422: HP: 1850, STR: 687, VIT: 643124, SPD: 72, LUK: 1, Attack: 84628, Defense: 727962, Current HP: 1850, A Avg: 88859, D Avg: 727962, [Rusty Knife[156, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 421: HP: 3761, STR: 536, VIT: 642057, SPD: 72, LUK: 1, Attack: 84646, Defense: 727974, Current HP: 3761, A Avg: 88878, D Avg: 727974, [Dragon Killer[139, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 420: HP: 3800, STR: 540, VIT: 642057, SPD: 72, LUK: 1, Attack: 85053, Defense: 727974, Current HP: 3800, A Avg: 89305, D Avg: 727974, [Volcano[142, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 419: HP: 3821, STR: 536, VIT: 642060, SPD: 72, LUK: 1, Attack: 86505, Defense: 727977, Current HP: 3821, A Avg: 90830, D Avg: 727977, [Fire Chariot[138, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 418: HP: 1942, STR: 1323, VIT: 642990, SPD: 72, LUK: 1, Attack: 86057, Defense: 727984, Current HP: 1942, A Avg: 90359, D Avg: 727984, [Irruption[154, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 417: HP: 1850, STR: 626, VIT: 643153, SPD: 72, LUK: 1, Attack: 86101, Defense: 727991, Current HP: 1850, A Avg: 90406, D Avg: 727991, [Elemental[121, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 416: HP: 2259, STR: 784, VIT: 643153, SPD: 72, LUK: 1, Attack: 85434, Defense: 727991, Current HP: 2259, A Avg: 89705, D Avg: 727991, [Diamond Knuckle[152, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 415: HP: 4210, STR: 687, VIT: 642074, SPD: 72, LUK: 1, Attack: 85785, Defense: 727991, Current HP: 4210, A Avg: 90074, D Avg: 727991, [Yggdrasil[126, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 414: HP: 3800, STR: 622, VIT: 642074, SPD: 72, LUK: 1, Attack: 85447, Defense: 727991, Current HP: 3800, A Avg: 89719, D Avg: 727991, [Kraken[145, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 413: HP: 3863, STR: 538, VIT: 642074, SPD: 72, LUK: 1, Attack: 85350, Defense: 727991, Current HP: 3863, A Avg: 89617, D Avg: 727991, [Granada[150, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 412: HP: 1419, STR: 1051, VIT: 643159, SPD: 72, LUK: 1, Attack: 85889, Defense: 727997, Current HP: 1419, A Avg: 90183, D Avg: 727997, [Classic[168, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 411: HP: 3964, STR: 547, VIT: 642080, SPD: 72, LUK: 1, Attack: 84579, Defense: 727997, Current HP: 3964, A Avg: 88807, D Avg: 727997, [Alucard[146, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 410: HP: 1522, STR: 178, VIT: 644194, SPD: 72, LUK: 1, Attack: 84566, Defense: 728031, Current HP: 1522, A Avg: 88794, D Avg: 728031, [Encryption Key[173, 730, 730, 730], Emerald Shield[209, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 409: HP: 6436, STR: 1933, VIT: 644194, SPD: 72, LUK: 1, Attack: 89815, Defense: 728031, Current HP: 6436, A Avg: 94305, D Avg: 728031, [Wild Card[175, 730, 730, 730], Emerald Shield[209, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 408: HP: 1522, STR: 1020, VIT: 644194, SPD: 72, LUK: 1, Attack: 86664, Defense: 728031, Current HP: 1522, A Avg: 90997, D Avg: 728031, [Portal Sword[176, 730, 730, 730], Emerald Shield[209, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 407: HP: 1364, STR: 248, VIT: 643063, SPD: 72, LUK: 1, Attack: 84436, Defense: 728031, Current HP: 1364, A Avg: 88657, D Avg: 728031, [Cagliostro[133, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 406: HP: 1312, STR: 540, VIT: 643072, SPD: 72, LUK: 1, Attack: 84650, Defense: 728040, Current HP: 1312, A Avg: 88882, D Avg: 728040, [Windmill[137, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 405: HP: 1301, STR: 459, VIT: 643075, SPD: 72, LUK: 1, Attack: 84459, Defense: 728043, Current HP: 1301, A Avg: 88681, D Avg: 728043, [Kirisame[129, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 404: HP: 1732, STR: 468, VIT: 643075, SPD: 72, LUK: 1, Attack: 84589, Defense: 728043, Current HP: 1732, A Avg: 88818, D Avg: 728043, [Black Kirisame[130, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 403: HP: 1719, STR: 676, VIT: 643075, SPD: 72, LUK: 1, Attack: 86424, Defense: 728043, Current HP: 1719, A Avg: 90745, D Avg: 728043, [Scythe of the Grim Reaper[148, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 402: HP: 1753, STR: 468, VIT: 643077, SPD: 72, LUK: 1, Attack: 84578, Defense: 728045, Current HP: 1753, A Avg: 88806, D Avg: 728045, [Serpent[144, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 401: HP: 1978, STR: 612, VIT: 643083, SPD: 72, LUK: 1, Attack: 85578, Defense: 728051, Current HP: 1978, A Avg: 89856, D Avg: 728051, [Red Shark[134, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 400: HP: 1902, STR: 995, VIT: 643057, SPD: 72, LUK: 1, Attack: 85105, Defense: 728051, Current HP: 1902, A Avg: 89360, D Avg: 728051, [Dragon Killer[139, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 399: HP: 1942, STR: 999, VIT: 643057, SPD: 72, LUK: 1, Attack: 85512, Defense: 728051, Current HP: 1942, A Avg: 89787, D Avg: 728051, [Volcano[142, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 398: HP: 1963, STR: 995, VIT: 643060, SPD: 72, LUK: 1, Attack: 86964, Defense: 728054, Current HP: 1963, A Avg: 91312, D Avg: 728054, [Fire Chariot[138, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 397: HP: 1858, STR: 1749, VIT: 643193, SPD: 72, LUK: 1, Attack: 87627, Defense: 728057, Current HP: 1858, A Avg: 92008, D Avg: 728057, [God Hand[179, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 396: HP: 1816, STR: 2451, VIT: 643193, SPD: 72, LUK: 1, Attack: 87991, Defense: 728057, Current HP: 1816, A Avg: 92390, D Avg: 728057, [Zodiac[184, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 395: HP: 2120, STR: 459, VIT: 643092, SPD: 72, LUK: 1, Attack: 84777, Defense: 728060, Current HP: 2120, A Avg: 89015, D Avg: 728060, [Ruby Knuckle[151, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 394: HP: 2351, STR: 1146, VIT: 643075, SPD: 72, LUK: 1, Attack: 86244, Defense: 728069, Current HP: 2351, A Avg: 90556, D Avg: 728069, [Yggdrasil[126, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 393: HP: 1942, STR: 1081, VIT: 643075, SPD: 72, LUK: 1, Attack: 85906, Defense: 728069, Current HP: 1942, A Avg: 90201, D Avg: 728069, [Kraken[145, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 392: HP: 2005, STR: 997, VIT: 643075, SPD: 72, LUK: 1, Attack: 85809, Defense: 728069, Current HP: 2005, A Avg: 90099, D Avg: 728069, [Granada[150, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 391: HP: 2106, STR: 1006, VIT: 643080, SPD: 72, LUK: 1, Attack: 85038, Defense: 728074, Current HP: 2106, A Avg: 89289, D Avg: 728074, [Alucard[146, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 390: HP: 1850, STR: 1206, VIT: 643237, SPD: 72, LUK: 1, Attack: 86044, Defense: 728075, Current HP: 1850, A Avg: 90346, D Avg: 728075, [Willow Blade[157, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 389: HP: 2774, STR: 1029, VIT: 643237, SPD: 72, LUK: 1, Attack: 85952, Defense: 728075, Current HP: 2774, A Avg: 90249, D Avg: 728075, [Pangaea[164, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 388: HP: 1732, STR: 864, VIT: 643121, SPD: 72, LUK: 1, Attack: 85598, Defense: 728089, Current HP: 1732, A Avg: 89877, D Avg: 728089, [Irruption[154, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 387: HP: 1934, STR: 766, VIT: 643266, SPD: 72, LUK: 1, Attack: 86098, Defense: 728104, Current HP: 1934, A Avg: 90402, D Avg: 728104, [Tower[149, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 386: HP: 3800, STR: 477, VIT: 642187, SPD: 72, LUK: 1, Attack: 85952, Defense: 728104, Current HP: 3800, A Avg: 90249, D Avg: 728104, [Elemental[121, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 385: HP: 4210, STR: 635, VIT: 642187, SPD: 72, LUK: 1, Attack: 85285, Defense: 728104, Current HP: 4210, A Avg: 89549, D Avg: 728104, [Diamond Knuckle[152, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 384: HP: 3370, STR: 901, VIT: 642193, SPD: 72, LUK: 1, Attack: 85739, Defense: 728110, Current HP: 3370, A Avg: 90025, D Avg: 728110, [Classic[168, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 383: HP: 2981, STR: 705, VIT: 643251, SPD: 72, LUK: 1, Attack: 85413, Defense: 728115, Current HP: 2981, A Avg: 89683, D Avg: 728115, [Thin Blade[158, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 382: HP: 5934, STR: 3250, VIT: 643301, SPD: 72, LUK: 1, Attack: 89063, Defense: 728139, Current HP: 5934, A Avg: 93516, D Avg: 728139, [Spear of Regression[182, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 381: HP: 2981, STR: 1101, VIT: 643280, SPD: 72, LUK: 1, Attack: 86953, Defense: 728144, Current HP: 2981, A Avg: 91300, D Avg: 728144, [Santoku[159, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 380: HP: 1421, STR: 196, VIT: 644208, SPD: 72, LUK: 1, Attack: 84584, Defense: 728149, Current HP: 1421, A Avg: 88813, D Avg: 728149, [Encryption Key[173, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 379: HP: 6335, STR: 1951, VIT: 644208, SPD: 72, LUK: 1, Attack: 89833, Defense: 728149, Current HP: 6335, A Avg: 94324, D Avg: 728149, [Wild Card[175, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 378: HP: 1421, STR: 1038, VIT: 644208, SPD: 72, LUK: 1, Attack: 86682, Defense: 728149, Current HP: 1421, A Avg: 91016, D Avg: 728149, [Portal Sword[176, 730, 730, 730], Dragon's Scales[215, 730, 730, 730], Endpoint[318, 730, 730, 730]]
