Rank 1000: HP: 1553, STR: 428, VIT: 477737, SPD: 54, LUK: 1, Attack: 86397, Defense: 561574, Current HP: 1553, A Avg: 90716, D Avg: 561574, [Fire Chariot[138, 730, 730, 730], Emerald Shield[209, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 491: HP: 3166, STR: 331, VIT: 477134, SPD: 54, LUK: 1, Attack: 84753, Defense: 563051, Current HP: 3166, A Avg: 88990, D Avg: 563051, [Dreaming Sword[128, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 490: HP: 2866, STR: 178, VIT: 477134, SPD: 54, LUK: 1, Attack: 83953, Defense: 563051, Current HP: 2866, A Avg: 88150, D Avg: 563051, [Peacemaker[131, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 489: HP: 2908, STR: 160, VIT: 477134, SPD: 54, LUK: 1, Attack: 84062, Defense: 563051, Current HP: 2908, A Avg: 88265, D Avg: 563051, [Daydream[132, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 488: HP: 3664, STR: 421, VIT: 477134, SPD: 54, LUK: 1, Attack: 86104, Defense: 563051, Current HP: 3664, A Avg: 90409, D Avg: 563051, [Dancing[155, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 487: HP: 2845, STR: 752, VIT: 477134, SPD: 54, LUK: 1, Attack: 85408, Defense: 563051, Current HP: 2845, A Avg: 89678, D Avg: 563051, [Penetra[161, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 486: HP: 2845, STR: 160, VIT: 477134, SPD: 54, LUK: 1, Attack: 85001, Defense: 563051, Current HP: 2845, A Avg: 89251, D Avg: 563051, [Grand Slam[163, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 485: HP: 3055, STR: 160, VIT: 477134, SPD: 54, LUK: 1, Attack: 85128, Defense: 563051, Current HP: 3055, A Avg: 89384, D Avg: 563051, [Cluster Bomb[170, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 484: HP: 3475, STR: 160, VIT: 477134, SPD: 54, LUK: 1, Attack: 92346, Defense: 563051, Current HP: 3475, A Avg: 96963, D Avg: 563051, [Big Bang[171, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 483: HP: 6499, STR: 160, VIT: 477134, SPD: 54, LUK: 1, Attack: 85213, Defense: 563051, Current HP: 6499, A Avg: 89473, D Avg: 563051, [Common Key[174, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 482: HP: 3475, STR: 160, VIT: 477134, SPD: 54, LUK: 1, Attack: 86402, Defense: 563051, Current HP: 3475, A Avg: 90722, D Avg: 563051, [Droid Hammer[177, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 481: HP: 2845, STR: 1654, VIT: 477134, SPD: 54, LUK: 1, Attack: 86583, Defense: 563051, Current HP: 2845, A Avg: 90912, D Avg: 563051, [Jack Knife[185, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 480: HP: 2845, STR: 2248, VIT: 477134, SPD: 54, LUK: 1, Attack: 86826, Defense: 563051, Current HP: 2845, A Avg: 91167, D Avg: 563051, [Magical[187, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 479: HP: 2845, STR: 601, VIT: 477134, SPD: 54, LUK: 1, Attack: 87652, Defense: 563051, Current HP: 2845, A Avg: 92034, D Avg: 563051, [Tekken[188, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 478: HP: 2845, STR: -51988, VIT: 477134, SPD: 54, LUK: 1, Attack: 47278, Defense: 563051, Current HP: 2845, A Avg: 49641, D Avg: 563051, [Sword of Evil[189, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 477: HP: 2845, STR: 2608, VIT: 477134, SPD: 54, LUK: 1, Attack: 90269, Defense: 563051, Current HP: 2845, A Avg: 94782, D Avg: 563051, [Neural Edge[190, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 476: HP: 1417, STR: 387, VIT: 478088, SPD: 54, LUK: 1, Attack: 85069, Defense: 563056, Current HP: 1417, A Avg: 89322, D Avg: 563056, [Thunder Whip[143, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 475: HP: 1511, STR: 2246, VIT: 478091, SPD: 54, LUK: 1, Attack: 92155, Defense: 563059, Current HP: 1511, A Avg: 96762, D Avg: 563059, [Spectral Sword Shigure[172, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 474: HP: 1301, STR: 642, VIT: 478073, SPD: 54, LUK: 1, Attack: 84518, Defense: 563067, Current HP: 1301, A Avg: 88743, D Avg: 563067, [Tornado[111, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 473: HP: 1606, STR: 633, VIT: 478073, SPD: 54, LUK: 1, Attack: 84658, Defense: 563067, Current HP: 1606, A Avg: 88890, D Avg: 563067, [Fairy Sword[113, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 472: HP: 1301, STR: 703, VIT: 478073, SPD: 54, LUK: 1, Attack: 84852, Defense: 563067, Current HP: 1301, A Avg: 89094, D Avg: 563067, [Giant Tornado[114, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 471: HP: 1316, STR: 642, VIT: 478073, SPD: 54, LUK: 1, Attack: 84458, Defense: 563067, Current HP: 1316, A Avg: 88680, D Avg: 563067, [Hand Axe[140, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 470: HP: 1322, STR: 685, VIT: 478073, SPD: 54, LUK: 1, Attack: 84678, Defense: 563067, Current HP: 1322, A Avg: 88911, D Avg: 563067, [Wooden Boomerang[167, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 469: HP: 3149, STR: 329, VIT: 477151, SPD: 54, LUK: 1, Attack: 84296, Defense: 563068, Current HP: 3149, A Avg: 88510, D Avg: 563068, [Phantom Sword[117, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 468: HP: 1442, STR: 646, VIT: 478076, SPD: 54, LUK: 1, Attack: 84444, Defense: 563070, Current HP: 1442, A Avg: 88666, D Avg: 563070, [Ninja[135, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 467: HP: 1318, STR: 642, VIT: 478079, SPD: 54, LUK: 1, Attack: 84648, Defense: 563073, Current HP: 1318, A Avg: 88880, D Avg: 563073, [Crescent[141, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 466: HP: 2855, STR: 264, VIT: 477163, SPD: 54, LUK: 1, Attack: 84107, Defense: 563080, Current HP: 2855, A Avg: 88312, D Avg: 563080, [Salamander[110, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 465: HP: 2845, STR: 316, VIT: 477163, SPD: 54, LUK: 1, Attack: 84400, Defense: 563080, Current HP: 2845, A Avg: 88620, D Avg: 563080, [Phantom Scythe[116, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 464: HP: 2855, STR: 264, VIT: 477163, SPD: 54, LUK: 1, Attack: 84136, Defense: 563080, Current HP: 2855, A Avg: 88342, D Avg: 563080, [Undine[118, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 463: HP: 2855, STR: 264, VIT: 477163, SPD: 54, LUK: 1, Attack: 84163, Defense: 563080, Current HP: 2855, A Avg: 88371, D Avg: 563080, [Sylph[119, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 462: HP: 2855, STR: 264, VIT: 477163, SPD: 54, LUK: 1, Attack: 84190, Defense: 563080, Current HP: 2855, A Avg: 88399, D Avg: 563080, [Gnome[120, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 461: HP: 1432, STR: 541, VIT: 478244, SPD: 54, LUK: 1, Attack: 84651, Defense: 563082, Current HP: 1432, A Avg: 88883, D Avg: 563082, [Dragon Killer[139, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 460: HP: 1451, STR: 545, VIT: 478244, SPD: 54, LUK: 1, Attack: 85058, Defense: 563082, Current HP: 1451, A Avg: 89310, D Avg: 563082, [Volcano[142, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 459: HP: 1472, STR: 541, VIT: 478247, SPD: 54, LUK: 1, Attack: 86510, Defense: 563085, Current HP: 1472, A Avg: 90835, D Avg: 563085, [Fire Chariot[138, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 458: HP: 2887, STR: 187, VIT: 477177, SPD: 54, LUK: 1, Attack: 88354, Defense: 563094, Current HP: 2887, A Avg: 92771, D Avg: 563094, [Basic[169, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 457: HP: 1627, STR: 756, VIT: 478102, SPD: 54, LUK: 1, Attack: 85438, Defense: 563096, Current HP: 1627, A Avg: 89709, D Avg: 563096, [Thunder Whip[143, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 456: HP: 1721, STR: 2615, VIT: 478105, SPD: 54, LUK: 1, Attack: 92524, Defense: 563099, Current HP: 1721, A Avg: 97150, D Avg: 563099, [Spectral Sword Shigure[172, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 455: HP: 1755, STR: 657, VIT: 478262, SPD: 54, LUK: 1, Attack: 85755, Defense: 563100, Current HP: 1755, A Avg: 90042, D Avg: 563100, [Yggdrasil[126, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 454: HP: 1451, STR: 610, VIT: 478262, SPD: 54, LUK: 1, Attack: 85435, Defense: 563100, Current HP: 1451, A Avg: 89706, D Avg: 563100, [Kraken[145, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 453: HP: 1514, STR: 543, VIT: 478262, SPD: 54, LUK: 1, Attack: 85355, Defense: 563100, Current HP: 1514, A Avg: 89622, D Avg: 563100, [Granada[150, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 452: HP: 1572, STR: 552, VIT: 478268, SPD: 54, LUK: 1, Attack: 84584, Defense: 563106, Current HP: 1572, A Avg: 88813, D Avg: 563106, [Alucard[146, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 451: HP: 1438, STR: 264, VIT: 478143, SPD: 54, LUK: 1, Attack: 84120, Defense: 563111, Current HP: 1438, A Avg: 88326, D Avg: 563111, [Emerald Sword[115, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 450: HP: 1274, STR: 325, VIT: 478149, SPD: 54, LUK: 1, Attack: 84227, Defense: 563117, Current HP: 1274, A Avg: 88438, D Avg: 563117, [Crossed Shuriken[136, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 449: HP: 1438, STR: 378, VIT: 478157, SPD: 54, LUK: 1, Attack: 84891, Defense: 563125, Current HP: 1438, A Avg: 89135, D Avg: 563125, [Maximum Iron Mass[123, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 448: HP: 2845, STR: 273, VIT: 477218, SPD: 54, LUK: 1, Attack: 84149, Defense: 563135, Current HP: 2845, A Avg: 88356, D Avg: 563135, [Tornado[111, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 447: HP: 3149, STR: 264, VIT: 477218, SPD: 54, LUK: 1, Attack: 84289, Defense: 563135, Current HP: 3149, A Avg: 88503, D Avg: 563135, [Fairy Sword[113, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 446: HP: 2845, STR: 334, VIT: 477218, SPD: 54, LUK: 1, Attack: 84483, Defense: 563135, Current HP: 2845, A Avg: 88707, D Avg: 563135, [Giant Tornado[114, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 445: HP: 2860, STR: 273, VIT: 477218, SPD: 54, LUK: 1, Attack: 84089, Defense: 563135, Current HP: 2860, A Avg: 88293, D Avg: 563135, [Hand Axe[140, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 444: HP: 2866, STR: 316, VIT: 477218, SPD: 54, LUK: 1, Attack: 84309, Defense: 563135, Current HP: 2866, A Avg: 88524, D Avg: 563135, [Wooden Boomerang[167, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 443: HP: 2986, STR: 277, VIT: 477221, SPD: 54, LUK: 1, Attack: 84075, Defense: 563138, Current HP: 2986, A Avg: 88278, D Avg: 563138, [Ninja[135, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 442: HP: 2862, STR: 273, VIT: 477224, SPD: 54, LUK: 1, Attack: 84279, Defense: 563141, Current HP: 2862, A Avg: 88492, D Avg: 563141, [Crescent[141, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 441: HP: 1648, STR: 633, VIT: 478157, SPD: 54, LUK: 1, Attack: 84489, Defense: 563151, Current HP: 1648, A Avg: 88713, D Avg: 563151, [Emerald Sword[115, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 440: HP: 1451, STR: 543, VIT: 478317, SPD: 54, LUK: 1, Attack: 84484, Defense: 563155, Current HP: 1451, A Avg: 88708, D Avg: 563155, [Rusty Knife[156, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 439: HP: 1484, STR: 694, VIT: 478163, SPD: 54, LUK: 1, Attack: 84596, Defense: 563157, Current HP: 1484, A Avg: 88825, D Avg: 563157, [Crossed Shuriken[136, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 438: HP: 3170, STR: 387, VIT: 477247, SPD: 54, LUK: 1, Attack: 85069, Defense: 563164, Current HP: 3170, A Avg: 89322, D Avg: 563164, [Thunder Whip[143, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 437: HP: 1648, STR: 747, VIT: 478172, SPD: 54, LUK: 1, Attack: 85260, Defense: 563166, Current HP: 1648, A Avg: 89523, D Avg: 563166, [Maximum Iron Mass[123, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 436: HP: 3265, STR: 2246, VIT: 477250, SPD: 54, LUK: 1, Attack: 92155, Defense: 563167, Current HP: 3265, A Avg: 96762, D Avg: 563167, [Spectral Sword Shigure[172, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 435: HP: 1451, STR: 500, VIT: 478346, SPD: 54, LUK: 1, Attack: 85975, Defense: 563184, Current HP: 1451, A Avg: 90273, D Avg: 563184, [Elemental[121, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 434: HP: 1755, STR: 622, VIT: 478346, SPD: 54, LUK: 1, Attack: 85272, Defense: 563184, Current HP: 1755, A Avg: 89535, D Avg: 563184, [Diamond Knuckle[152, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 433: HP: 1125, STR: 817, VIT: 478352, SPD: 54, LUK: 1, Attack: 85655, Defense: 563190, Current HP: 1125, A Avg: 89937, D Avg: 563190, [Classic[168, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 432: HP: 1543, STR: 1335, VIT: 478328, SPD: 54, LUK: 1, Attack: 87213, Defense: 563192, Current HP: 1543, A Avg: 91573, D Avg: 563192, [God Hand[179, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 431: HP: 1501, STR: 1857, VIT: 478328, SPD: 54, LUK: 1, Attack: 87397, Defense: 563192, Current HP: 1501, A Avg: 91766, D Avg: 563192, [Zodiac[184, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 430: HP: 1154, STR: 212, VIT: 478227, SPD: 54, LUK: 1, Attack: 84400, Defense: 563195, Current HP: 1154, A Avg: 88620, D Avg: 563195, [Cagliostro[133, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 429: HP: 1102, STR: 432, VIT: 478236, SPD: 54, LUK: 1, Attack: 84542, Defense: 563204, Current HP: 1102, A Avg: 88769, D Avg: 563204, [Windmill[137, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 428: HP: 1091, STR: 369, VIT: 478239, SPD: 54, LUK: 1, Attack: 84369, Defense: 563207, Current HP: 1091, A Avg: 88587, D Avg: 563207, [Kirisame[129, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 427: HP: 1417, STR: 378, VIT: 478239, SPD: 54, LUK: 1, Attack: 84499, Defense: 563207, Current HP: 1417, A Avg: 88723, D Avg: 563207, [Black Kirisame[130, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 426: HP: 1404, STR: 532, VIT: 478239, SPD: 54, LUK: 1, Attack: 86280, Defense: 563207, Current HP: 1404, A Avg: 90594, D Avg: 563207, [Scythe of the Grim Reaper[148, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 425: HP: 1438, STR: 378, VIT: 478241, SPD: 54, LUK: 1, Attack: 84488, Defense: 563209, Current HP: 1438, A Avg: 88712, D Avg: 563209, [Serpent[144, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 424: HP: 1600, STR: 486, VIT: 478247, SPD: 54, LUK: 1, Attack: 85452, Defense: 563215, Current HP: 1600, A Avg: 89724, D Avg: 563215, [Red Shark[134, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 423: HP: 3191, STR: 264, VIT: 477302, SPD: 54, LUK: 1, Attack: 84120, Defense: 563219, Current HP: 3191, A Avg: 88326, D Avg: 563219, [Emerald Sword[115, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 422: HP: 1700, STR: 369, VIT: 478256, SPD: 54, LUK: 1, Attack: 84687, Defense: 563224, Current HP: 1700, A Avg: 88921, D Avg: 563224, [Ruby Knuckle[151, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 421: HP: 3028, STR: 325, VIT: 477308, SPD: 54, LUK: 1, Attack: 84227, Defense: 563225, Current HP: 3028, A Avg: 88438, D Avg: 563225, [Crossed Shuriken[136, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 420: HP: 3191, STR: 378, VIT: 477316, SPD: 54, LUK: 1, Attack: 84891, Defense: 563233, Current HP: 3191, A Avg: 89135, D Avg: 563233, [Maximum Iron Mass[123, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 419: HP: 1364, STR: 581, VIT: 478241, SPD: 54, LUK: 1, Attack: 84769, Defense: 563235, Current HP: 1364, A Avg: 89007, D Avg: 563235, [Cagliostro[133, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 418: HP: 1451, STR: 936, VIT: 478401, SPD: 54, LUK: 1, Attack: 85774, Defense: 563239, Current HP: 1451, A Avg: 90062, D Avg: 563239, [Willow Blade[157, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 417: HP: 2165, STR: 795, VIT: 478401, SPD: 54, LUK: 1, Attack: 85718, Defense: 563239, Current HP: 2165, A Avg: 90003, D Avg: 563239, [Pangaea[164, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 416: HP: 1312, STR: 801, VIT: 478250, SPD: 54, LUK: 1, Attack: 84911, Defense: 563244, Current HP: 1312, A Avg: 89156, D Avg: 563244, [Windmill[137, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 415: HP: 1301, STR: 738, VIT: 478253, SPD: 54, LUK: 1, Attack: 84738, Defense: 563247, Current HP: 1301, A Avg: 88974, D Avg: 563247, [Kirisame[129, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 414: HP: 1627, STR: 747, VIT: 478253, SPD: 54, LUK: 1, Attack: 84868, Defense: 563247, Current HP: 1627, A Avg: 89111, D Avg: 563247, [Black Kirisame[130, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 413: HP: 1614, STR: 901, VIT: 478253, SPD: 54, LUK: 1, Attack: 86649, Defense: 563247, Current HP: 1614, A Avg: 90981, D Avg: 563247, [Scythe of the Grim Reaper[148, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 412: HP: 1648, STR: 747, VIT: 478256, SPD: 54, LUK: 1, Attack: 84857, Defense: 563250, Current HP: 1648, A Avg: 89099, D Avg: 563250, [Serpent[144, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 411: HP: 2351, STR: 561, VIT: 478386, SPD: 54, LUK: 1, Attack: 85269, Defense: 563250, Current HP: 2351, A Avg: 89532, D Avg: 563250, [Thin Blade[158, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 410: HP: 1417, STR: 684, VIT: 478285, SPD: 54, LUK: 1, Attack: 85418, Defense: 563253, Current HP: 1417, A Avg: 89688, D Avg: 563253, [Irruption[154, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 409: HP: 1810, STR: 855, VIT: 478262, SPD: 54, LUK: 1, Attack: 85821, Defense: 563256, Current HP: 1810, A Avg: 90112, D Avg: 563256, [Red Shark[134, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 408: HP: 1910, STR: 738, VIT: 478270, SPD: 54, LUK: 1, Attack: 85056, Defense: 563264, Current HP: 1910, A Avg: 89308, D Avg: 563264, [Ruby Knuckle[151, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 407: HP: 1535, STR: 604, VIT: 478430, SPD: 54, LUK: 1, Attack: 85936, Defense: 563268, Current HP: 1535, A Avg: 90232, D Avg: 563268, [Tower[149, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 406: HP: 2351, STR: 867, VIT: 478415, SPD: 54, LUK: 1, Attack: 86719, Defense: 563279, Current HP: 2351, A Avg: 91054, D Avg: 563279, [Santoku[159, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 405: HP: 1398, STR: 428, VIT: 478323, SPD: 54, LUK: 1, Attack: 84538, Defense: 563291, Current HP: 1398, A Avg: 88764, D Avg: 563291, [Dragon Killer[139, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 404: HP: 1417, STR: 432, VIT: 478323, SPD: 54, LUK: 1, Attack: 84945, Defense: 563291, Current HP: 1417, A Avg: 89192, D Avg: 563291, [Volcano[142, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 403: HP: 2043, STR: 775, VIT: 478427, SPD: 54, LUK: 1, Attack: 86419, Defense: 563291, Current HP: 2043, A Avg: 90739, D Avg: 563291, [Gladius[162, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 402: HP: 1627, STR: 1053, VIT: 478299, SPD: 54, LUK: 1, Attack: 85787, Defense: 563293, Current HP: 1627, A Avg: 90076, D Avg: 563293, [Irruption[154, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 401: HP: 1438, STR: 428, VIT: 478326, SPD: 54, LUK: 1, Attack: 86397, Defense: 563294, Current HP: 1438, A Avg: 90716, D Avg: 563294, [Fire Chariot[138, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 400: HP: 2908, STR: 212, VIT: 477386, SPD: 54, LUK: 1, Attack: 84400, Defense: 563303, Current HP: 2908, A Avg: 88620, D Avg: 563303, [Cagliostro[133, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 399: HP: 1721, STR: 543, VIT: 478340, SPD: 54, LUK: 1, Attack: 85641, Defense: 563308, Current HP: 1721, A Avg: 89923, D Avg: 563308, [Yggdrasil[126, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 398: HP: 1417, STR: 496, VIT: 478340, SPD: 54, LUK: 1, Attack: 85321, Defense: 563308, Current HP: 1417, A Avg: 89587, D Avg: 563308, [Kraken[145, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 397: HP: 1480, STR: 430, VIT: 478340, SPD: 54, LUK: 1, Attack: 85242, Defense: 563308, Current HP: 1480, A Avg: 89504, D Avg: 563308, [Granada[150, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 396: HP: 2855, STR: 432, VIT: 477395, SPD: 54, LUK: 1, Attack: 84542, Defense: 563312, Current HP: 2855, A Avg: 88769, D Avg: 563312, [Windmill[137, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 395: HP: 1539, STR: 439, VIT: 478346, SPD: 54, LUK: 1, Attack: 84471, Defense: 563314, Current HP: 1539, A Avg: 88694, D Avg: 563314, [Alucard[146, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 394: HP: 2845, STR: 369, VIT: 477398, SPD: 54, LUK: 1, Attack: 84369, Defense: 563315, Current HP: 2845, A Avg: 88587, D Avg: 563315, [Kirisame[129, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
