Rank 1000: HP: 171, STR: 101, VIT: 48, SPD: 1, LUK: 1, Attack: 84107, Defense: 89826, Current HP: 171, A Avg: 90415, D Avg: 89826, [Great Iron Mass[122, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 518: HP: 308, STR: 28, VIT: 64, SPD: 1, LUK: 1, Attack: 85672, Defense: 89842, Current HP: 308, A Avg: 89955, D Avg: 89842, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 517: HP: 198, STR: 44, VIT: 64, SPD: 1, LUK: 1, Attack: 85688, Defense: 89842, Current HP: 198, A Avg: 107966, D Avg: 89842, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 516: HP: 330, STR: 256, VIT: 64, SPD: 1, LUK: 2, Attack: 85590, Defense: 89842, Current HP: 330, A Avg: 89869, D Avg: 89842, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 515: HP: 171, STR: 597, VIT: 64, SPD: 1, LUK: 1, Attack: 85931, Defense: 89842, Current HP: 171, A Avg: 90227, D Avg: 89842, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 514: HP: 171, STR: 256, VIT: 64, SPD: 1, LUK: 2, Attack: 85590, Defense: 89842, Current HP: 171, A Avg: 89869, D Avg: 89842, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 513: HP: 171, STR: 337, VIT: 64, SPD: 1, LUK: 1, Attack: 85671, Defense: 89842, Current HP: 171, A Avg: 89954, D Avg: 89842, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 512: HP: 104, STR: 40, VIT: 64, SPD: 1, LUK: 1, Attack: 88207, Defense: 89842, Current HP: 104, A Avg: 92617, D Avg: 89842, [Basic[169, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 511: HP: 95, STR: 96, VIT: 64, SPD: 1, LUK: 1, Attack: 88263, Defense: 89842, Current HP: 95, A Avg: 92676, D Avg: 89842, [Basic[169, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 510: HP: 290, STR: 48, VIT: 64, SPD: 1, LUK: 1, Attack: 88215, Defense: 89842, Current HP: 290, A Avg: 92625, D Avg: 89842, [Basic[169, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 509: HP: 57, STR: 35, VIT: 67, SPD: 1, LUK: 1, Attack: 84002, Defense: 89845, Current HP: 57, A Avg: 88202, D Avg: 89845, [Phantom Sword[117, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 508: HP: 286, STR: 27, VIT: 67, SPD: 1, LUK: 1, Attack: 83994, Defense: 89845, Current HP: 286, A Avg: 88193, D Avg: 89845, [Phantom Sword[117, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 507: HP: 176, STR: 43, VIT: 67, SPD: 1, LUK: 1, Attack: 84010, Defense: 89845, Current HP: 176, A Avg: 105852, D Avg: 89845, [Phantom Sword[117, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 506: HP: 133, STR: 32, VIT: 67, SPD: 2, LUK: 1, Attack: 84064, Defense: 89845, Current HP: 133, A Avg: 88267, D Avg: 89845, [Alucard[146, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 505: HP: 171, STR: 103, VIT: 67, SPD: 1, LUK: 1, Attack: 84135, Defense: 89845, Current HP: 171, A Avg: 88341, D Avg: 89845, [Alucard[146, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 504: HP: 171, STR: 116, VIT: 67, SPD: 1, LUK: 1, Attack: 84148, Defense: 89845, Current HP: 171, A Avg: 90459, D Avg: 89845, [Alucard[146, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 503: HP: 114, STR: 35, VIT: 67, SPD: 2, LUK: 1, Attack: 84873, Defense: 89845, Current HP: 114, A Avg: 89116, D Avg: 89845, [Classic[168, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 502: HP: 152, STR: 109, VIT: 67, SPD: 1, LUK: 1, Attack: 84947, Defense: 89845, Current HP: 152, A Avg: 89194, D Avg: 89845, [Classic[168, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 501: HP: 152, STR: 109, VIT: 67, SPD: 1, LUK: 1, Attack: 84947, Defense: 89845, Current HP: 152, A Avg: 91318, D Avg: 89845, [Classic[168, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 500: HP: 76, STR: 35, VIT: 70, SPD: 1, LUK: 1, Attack: 85001, Defense: 89848, Current HP: 76, A Avg: 89251, D Avg: 89848, [Red Shark[134, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 499: HP: 308, STR: 27, VIT: 70, SPD: 1, LUK: 1, Attack: 84993, Defense: 89848, Current HP: 308, A Avg: 89242, D Avg: 89848, [Red Shark[134, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 498: HP: 198, STR: 43, VIT: 70, SPD: 1, LUK: 1, Attack: 85009, Defense: 89848, Current HP: 198, A Avg: 107111, D Avg: 89848, [Red Shark[134, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 497: HP: 133, STR: 35, VIT: 70, SPD: 1, LUK: 1, Attack: 85078, Defense: 89848, Current HP: 133, A Avg: 89331, D Avg: 89848, [White Snake[160, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 496: HP: 374, STR: 27, VIT: 70, SPD: 1, LUK: 1, Attack: 85070, Defense: 89848, Current HP: 374, A Avg: 89323, D Avg: 89848, [White Snake[160, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 495: HP: 264, STR: 43, VIT: 70, SPD: 1, LUK: 1, Attack: 85086, Defense: 89848, Current HP: 264, A Avg: 107208, D Avg: 89848, [White Snake[160, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 494: HP: 261, STR: 72, VIT: 72, SPD: 1, LUK: 1, Attack: 84806, Defense: 89850, Current HP: 261, A Avg: 89046, D Avg: 89850, [Irruption[154, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 493: HP: 435, STR: 32, VIT: 72, SPD: 1, LUK: 1, Attack: 84740, Defense: 89850, Current HP: 435, A Avg: 88977, D Avg: 89850, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 492: HP: 290, STR: 64, VIT: 72, SPD: 1, LUK: 1, Attack: 85916, Defense: 89850, Current HP: 290, A Avg: 90211, D Avg: 89850, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 491: HP: 228, STR: 64, VIT: 72, SPD: 2, LUK: 1, Attack: 85916, Defense: 89850, Current HP: 228, A Avg: 90211, D Avg: 107820, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 490: HP: 351, STR: 112, VIT: 72, SPD: 1, LUK: 1, Attack: 85964, Defense: 89850, Current HP: 351, A Avg: 90262, D Avg: 89850, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 489: HP: 461, STR: 112, VIT: 72, SPD: 1, LUK: 1, Attack: 85964, Defense: 89850, Current HP: 461, A Avg: 90262, D Avg: 89850, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 488: HP: 261, STR: 208, VIT: 72, SPD: 1, LUK: 1, Attack: 85542, Defense: 89850, Current HP: 261, A Avg: 89819, D Avg: 89850, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 487: HP: 209, STR: 208, VIT: 72, SPD: 2, LUK: 1, Attack: 85542, Defense: 89850, Current HP: 209, A Avg: 89819, D Avg: 107820, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 486: HP: 319, STR: 256, VIT: 72, SPD: 1, LUK: 1, Attack: 85590, Defense: 89850, Current HP: 319, A Avg: 89869, D Avg: 89850, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 485: HP: 440, STR: 364, VIT: 72, SPD: 1, LUK: 1, Attack: 85698, Defense: 89850, Current HP: 440, A Avg: 89982, D Avg: 89850, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 484: HP: 152, STR: 40, VIT: 72, SPD: 2, LUK: 1, Attack: 88207, Defense: 89850, Current HP: 152, A Avg: 92617, D Avg: 89850, [Basic[169, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 483: HP: 190, STR: 116, VIT: 72, SPD: 1, LUK: 1, Attack: 88283, Defense: 89850, Current HP: 190, A Avg: 92697, D Avg: 89850, [Basic[169, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 482: HP: 190, STR: 116, VIT: 72, SPD: 1, LUK: 1, Attack: 88283, Defense: 89850, Current HP: 190, A Avg: 94904, D Avg: 89850, [Basic[169, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 481: HP: 66, STR: 48, VIT: 77, SPD: 1, LUK: 1, Attack: 83891, Defense: 89855, Current HP: 66, A Avg: 88085, D Avg: 89855, [Salamander[110, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 480: HP: 297, STR: 16, VIT: 77, SPD: 1, LUK: 1, Attack: 83859, Defense: 89855, Current HP: 297, A Avg: 88051, D Avg: 89855, [Salamander[110, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 479: HP: 187, STR: 32, VIT: 77, SPD: 1, LUK: 1, Attack: 83875, Defense: 89855, Current HP: 187, A Avg: 105682, D Avg: 89855, [Salamander[110, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 478: HP: 57, STR: 24, VIT: 77, SPD: 1, LUK: 1, Attack: 84108, Defense: 89855, Current HP: 57, A Avg: 88313, D Avg: 89855, [Phantom Scythe[116, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 477: HP: 286, STR: 25, VIT: 77, SPD: 1, LUK: 1, Attack: 84109, Defense: 89855, Current HP: 286, A Avg: 88314, D Avg: 89855, [Phantom Scythe[116, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 476: HP: 176, STR: 32, VIT: 77, SPD: 1, LUK: 1, Attack: 84116, Defense: 89855, Current HP: 176, A Avg: 105986, D Avg: 89855, [Phantom Scythe[116, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 475: HP: 66, STR: 48, VIT: 77, SPD: 1, LUK: 1, Attack: 83920, Defense: 89855, Current HP: 66, A Avg: 88116, D Avg: 89855, [Undine[118, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 474: HP: 297, STR: 16, VIT: 77, SPD: 1, LUK: 1, Attack: 83888, Defense: 89855, Current HP: 297, A Avg: 88082, D Avg: 89855, [Undine[118, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 473: HP: 187, STR: 32, VIT: 77, SPD: 1, LUK: 1, Attack: 83904, Defense: 89855, Current HP: 187, A Avg: 105719, D Avg: 89855, [Undine[118, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 472: HP: 66, STR: 48, VIT: 77, SPD: 1, LUK: 1, Attack: 83947, Defense: 89855, Current HP: 66, A Avg: 88144, D Avg: 89855, [Sylph[119, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 471: HP: 297, STR: 16, VIT: 77, SPD: 1, LUK: 1, Attack: 83915, Defense: 89855, Current HP: 297, A Avg: 88110, D Avg: 89855, [Sylph[119, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 470: HP: 187, STR: 32, VIT: 77, SPD: 1, LUK: 1, Attack: 83931, Defense: 89855, Current HP: 187, A Avg: 105753, D Avg: 89855, [Sylph[119, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 469: HP: 66, STR: 48, VIT: 77, SPD: 1, LUK: 1, Attack: 83974, Defense: 89855, Current HP: 66, A Avg: 88172, D Avg: 89855, [Gnome[120, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 468: HP: 297, STR: 16, VIT: 77, SPD: 1, LUK: 1, Attack: 83942, Defense: 89855, Current HP: 297, A Avg: 88139, D Avg: 89855, [Gnome[120, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 467: HP: 187, STR: 32, VIT: 77, SPD: 1, LUK: 1, Attack: 83958, Defense: 89855, Current HP: 187, A Avg: 105787, D Avg: 89855, [Gnome[120, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 466: HP: 76, STR: 80, VIT: 77, SPD: 1, LUK: 1, Attack: 85555, Defense: 89855, Current HP: 76, A Avg: 89832, D Avg: 89855, [Elemental[121, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 465: HP: 308, STR: 32, VIT: 77, SPD: 1, LUK: 1, Attack: 85507, Defense: 89855, Current HP: 308, A Avg: 89782, D Avg: 89855, [Elemental[121, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 464: HP: 198, STR: 48, VIT: 77, SPD: 1, LUK: 1, Attack: 85523, Defense: 89855, Current HP: 198, A Avg: 107758, D Avg: 89855, [Elemental[121, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 463: HP: 76, STR: 40, VIT: 77, SPD: 1, LUK: 1, Attack: 85138, Defense: 89855, Current HP: 76, A Avg: 89394, D Avg: 89855, [Yggdrasil[126, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 462: HP: 308, STR: 32, VIT: 77, SPD: 1, LUK: 1, Attack: 85130, Defense: 89855, Current HP: 308, A Avg: 89386, D Avg: 89855, [Yggdrasil[126, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 461: HP: 198, STR: 48, VIT: 77, SPD: 1, LUK: 1, Attack: 85146, Defense: 89855, Current HP: 198, A Avg: 107283, D Avg: 89855, [Yggdrasil[126, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 460: HP: 76, STR: 40, VIT: 77, SPD: 1, LUK: 1, Attack: 84722, Defense: 89855, Current HP: 76, A Avg: 88958, D Avg: 89855, [Thunder Whip[143, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 459: HP: 308, STR: 32, VIT: 77, SPD: 1, LUK: 1, Attack: 84714, Defense: 89855, Current HP: 308, A Avg: 88949, D Avg: 89855, [Thunder Whip[143, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 458: HP: 198, STR: 48, VIT: 77, SPD: 1, LUK: 1, Attack: 84730, Defense: 89855, Current HP: 198, A Avg: 106759, D Avg: 89855, [Thunder Whip[143, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 457: HP: 76, STR: 44, VIT: 77, SPD: 1, LUK: 1, Attack: 84869, Defense: 89855, Current HP: 76, A Avg: 89112, D Avg: 89855, [Kraken[145, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 456: HP: 308, STR: 36, VIT: 77, SPD: 1, LUK: 1, Attack: 84861, Defense: 89855, Current HP: 308, A Avg: 89104, D Avg: 89855, [Kraken[145, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 455: HP: 198, STR: 52, VIT: 77, SPD: 1, LUK: 1, Attack: 84877, Defense: 89855, Current HP: 198, A Avg: 106945, D Avg: 89855, [Kraken[145, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 454: HP: 95, STR: 40, VIT: 77, SPD: 1, LUK: 1, Attack: 86386, Defense: 89855, Current HP: 95, A Avg: 90705, D Avg: 89855, [Progress[147, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 453: HP: 330, STR: 32, VIT: 77, SPD: 1, LUK: 1, Attack: 86378, Defense: 89855, Current HP: 330, A Avg: 90696, D Avg: 89855, [Progress[147, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 452: HP: 220, STR: 48, VIT: 77, SPD: 1, LUK: 1, Attack: 86394, Defense: 89855, Current HP: 220, A Avg: 108856, D Avg: 89855, [Progress[147, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 451: HP: 152, STR: 40, VIT: 77, SPD: 1, LUK: 1, Attack: 85372, Defense: 89855, Current HP: 152, A Avg: 89640, D Avg: 89855, [Tower[149, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 450: HP: 396, STR: 32, VIT: 77, SPD: 1, LUK: 1, Attack: 85364, Defense: 89855, Current HP: 396, A Avg: 89632, D Avg: 89855, [Tower[149, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 449: HP: 286, STR: 48, VIT: 77, SPD: 1, LUK: 1, Attack: 85380, Defense: 89855, Current HP: 286, A Avg: 107578, D Avg: 89855, [Tower[149, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 448: HP: 133, STR: 32, VIT: 77, SPD: 1, LUK: 1, Attack: 84844, Defense: 89855, Current HP: 133, A Avg: 89086, D Avg: 89855, [Granada[150, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 447: HP: 374, STR: 24, VIT: 77, SPD: 1, LUK: 1, Attack: 84836, Defense: 89855, Current HP: 374, A Avg: 89077, D Avg: 89855, [Granada[150, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 446: HP: 264, STR: 40, VIT: 77, SPD: 1, LUK: 1, Attack: 84852, Defense: 89855, Current HP: 264, A Avg: 106913, D Avg: 89855, [Granada[150, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 445: HP: 57, STR: 24, VIT: 77, SPD: 1, LUK: 1, Attack: 84342, Defense: 89855, Current HP: 57, A Avg: 88559, D Avg: 89855, [Ruby Knuckle[151, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 444: HP: 286, STR: 16, VIT: 77, SPD: 1, LUK: 1, Attack: 84334, Defense: 89855, Current HP: 286, A Avg: 88550, D Avg: 89855, [Ruby Knuckle[151, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 443: HP: 176, STR: 32, VIT: 77, SPD: 1, LUK: 1, Attack: 84350, Defense: 89855, Current HP: 176, A Avg: 106281, D Avg: 89855, [Ruby Knuckle[151, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 442: HP: 76, STR: 56, VIT: 77, SPD: 1, LUK: 1, Attack: 84706, Defense: 89855, Current HP: 76, A Avg: 88941, D Avg: 89855, [Diamond Knuckle[152, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 441: HP: 308, STR: 48, VIT: 77, SPD: 1, LUK: 1, Attack: 84698, Defense: 89855, Current HP: 308, A Avg: 88932, D Avg: 89855, [Diamond Knuckle[152, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 440: HP: 198, STR: 64, VIT: 77, SPD: 1, LUK: 1, Attack: 84714, Defense: 89855, Current HP: 198, A Avg: 106739, D Avg: 89855, [Diamond Knuckle[152, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 439: HP: 85, STR: 64, VIT: 77, SPD: 1, LUK: 1, Attack: 84798, Defense: 89855, Current HP: 85, A Avg: 89037, D Avg: 89855, [Irruption[154, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 438: HP: 76, STR: 72, VIT: 77, SPD: 1, LUK: 1, Attack: 84806, Defense: 89855, Current HP: 76, A Avg: 89046, D Avg: 89855, [Irruption[154, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 437: HP: 199, STR: 24, VIT: 77, SPD: 1, LUK: 1, Attack: 84732, Defense: 89855, Current HP: 199, A Avg: 88968, D Avg: 89855, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 436: HP: 190, STR: 32, VIT: 77, SPD: 1, LUK: 1, Attack: 84740, Defense: 89855, Current HP: 190, A Avg: 88977, D Avg: 89855, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 435: HP: 133, STR: 76, VIT: 80, SPD: 2, LUK: 1, Attack: 84810, Defense: 89858, Current HP: 133, A Avg: 89050, D Avg: 89858, [Irruption[154, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 434: HP: 171, STR: 155, VIT: 80, SPD: 1, LUK: 1, Attack: 84889, Defense: 89858, Current HP: 171, A Avg: 89133, D Avg: 89858, [Irruption[154, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 433: HP: 171, STR: 155, VIT: 80, SPD: 1, LUK: 1, Attack: 84889, Defense: 89858, Current HP: 171, A Avg: 91255, D Avg: 89858, [Irruption[154, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 432: HP: 247, STR: 24, VIT: 80, SPD: 2, LUK: 1, Attack: 84732, Defense: 89858, Current HP: 247, A Avg: 88968, D Avg: 89858, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 431: HP: 285, STR: 111, VIT: 80, SPD: 1, LUK: 1, Attack: 84819, Defense: 89858, Current HP: 285, A Avg: 89059, D Avg: 89858, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 430: HP: 285, STR: 90, VIT: 80, SPD: 1, LUK: 1, Attack: 84798, Defense: 89858, Current HP: 285, A Avg: 91157, D Avg: 89858, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 429: HP: 209, STR: 64, VIT: 80, SPD: 2, LUK: 1, Attack: 85916, Defense: 89858, Current HP: 209, A Avg: 90211, D Avg: 89858, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 428: HP: 209, STR: 80, VIT: 80, SPD: 1, LUK: 2, Attack: 85932, Defense: 89858, Current HP: 209, A Avg: 90228, D Avg: 89858, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 427: HP: 190, STR: 174, VIT: 80, SPD: 1, LUK: 1, Attack: 86026, Defense: 89858, Current HP: 190, A Avg: 90327, D Avg: 89858, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 426: HP: 190, STR: 208, VIT: 80, SPD: 2, LUK: 1, Attack: 85542, Defense: 89858, Current HP: 190, A Avg: 89819, D Avg: 89858, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 425: HP: 190, STR: 224, VIT: 80, SPD: 1, LUK: 2, Attack: 85558, Defense: 89858, Current HP: 190, A Avg: 89835, D Avg: 89858, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 424: HP: 171, STR: 435, VIT: 80, SPD: 1, LUK: 1, Attack: 85769, Defense: 89858, Current HP: 171, A Avg: 90057, D Avg: 89858, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 423: HP: 638, STR: 1129, VIT: 80, SPD: 1, LUK: 2, Attack: 91038, Defense: 89858, Current HP: 638, A Avg: 95589, D Avg: 89858, [Spectral Sword Shigure[172, 0, 0, 0], Blank Shield[244, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 422: HP: 437, STR: 2483, VIT: 80, SPD: 1, LUK: 1, Attack: 92392, Defense: 89858, Current HP: 437, A Avg: 97011, D Avg: 89858, [Spectral Sword Shigure[172, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 421: HP: 437, STR: 1129, VIT: 80, SPD: 1, LUK: 2, Attack: 91038, Defense: 89858, Current HP: 437, A Avg: 95589, D Avg: 89858, [Spectral Sword Shigure[172, 0, 0, 0], Blank Shield[244, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 420: HP: 437, STR: 1757, VIT: 80, SPD: 1, LUK: 1, Attack: 91666, Defense: 89858, Current HP: 437, A Avg: 96249, D Avg: 89858, [Spectral Sword Shigure[172, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 419: HP: 76, STR: 40, VIT: 83, SPD: 1, LUK: 1, Attack: 84072, Defense: 89861, Current HP: 76, A Avg: 88275, D Avg: 89861, [Alucard[146, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
