Rank 1000: HP: 661, STR: 216, VIT: 417985, SPD: 18, LUK: 1, Attack: 84729, Defense: 501913, Current HP: 661, A Avg: 88965, D Avg: 501913, [Volcano[142, 330, 330, 330], Tower Shield[213, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 515: HP: 787, STR: 198, VIT: 418180, SPD: 18, LUK: 1, Attack: 84319, Defense: 503148, Current HP: 787, A Avg: 88534, D Avg: 503148, [Black Kirisame[130, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 514: HP: 774, STR: 244, VIT: 418180, SPD: 18, LUK: 1, Attack: 85992, Defense: 503148, Current HP: 774, A Avg: 90291, D Avg: 503148, [Scythe of the Grim Reaper[148, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 513: HP: 808, STR: 198, VIT: 418182, SPD: 18, LUK: 1, Attack: 84308, Defense: 503150, Current HP: 808, A Avg: 88523, D Avg: 503150, [Serpent[144, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 512: HP: 653, STR: 255, VIT: 418316, SPD: 18, LUK: 1, Attack: 84196, Defense: 503154, Current HP: 653, A Avg: 88405, D Avg: 503154, [Rusty Knife[156, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 511: HP: 844, STR: 234, VIT: 418188, SPD: 18, LUK: 1, Attack: 85200, Defense: 503156, Current HP: 844, A Avg: 89460, D Avg: 503156, [Red Shark[134, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 510: HP: 747, STR: 297, VIT: 418319, SPD: 18, LUK: 1, Attack: 85395, Defense: 503157, Current HP: 747, A Avg: 89664, D Avg: 503157, [Yggdrasil[126, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 509: HP: 653, STR: 286, VIT: 418319, SPD: 18, LUK: 1, Attack: 85111, Defense: 503157, Current HP: 653, A Avg: 89366, D Avg: 503157, [Kraken[145, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 508: HP: 716, STR: 255, VIT: 418319, SPD: 18, LUK: 1, Attack: 85067, Defense: 503157, Current HP: 716, A Avg: 89320, D Avg: 503157, [Granada[150, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 507: HP: 653, STR: 365, VIT: 418322, SPD: 18, LUK: 1, Attack: 85099, Defense: 503160, Current HP: 653, A Avg: 89353, D Avg: 503160, [Irruption[154, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 506: HP: 1091, STR: 399, VIT: 418298, SPD: 18, LUK: 1, Attack: 86251, Defense: 503162, Current HP: 1091, A Avg: 90563, D Avg: 503162, [Santoku[159, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 505: HP: 690, STR: 264, VIT: 418325, SPD: 18, LUK: 1, Attack: 84296, Defense: 503163, Current HP: 690, A Avg: 88510, D Avg: 503163, [Alucard[146, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 504: HP: 860, STR: 189, VIT: 418197, SPD: 18, LUK: 1, Attack: 84507, Defense: 503165, Current HP: 860, A Avg: 88732, D Avg: 503165, [Ruby Knuckle[151, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 503: HP: 810, STR: 212, VIT: 418206, SPD: 18, LUK: 1, Attack: 84322, Defense: 503174, Current HP: 810, A Avg: 88538, D Avg: 503174, [Dragon Killer[139, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 502: HP: 787, STR: 216, VIT: 418206, SPD: 18, LUK: 1, Attack: 84729, Defense: 503174, Current HP: 787, A Avg: 88965, D Avg: 503174, [Volcano[142, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 501: HP: 1091, STR: 1598, VIT: 418206, SPD: 18, LUK: 1, Attack: 91507, Defense: 503174, Current HP: 1091, A Avg: 96082, D Avg: 503174, [Spectral Sword Shigure[172, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 500: HP: 808, STR: 212, VIT: 418209, SPD: 18, LUK: 1, Attack: 86181, Defense: 503177, Current HP: 808, A Avg: 90490, D Avg: 503177, [Fire Chariot[138, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 499: HP: 653, STR: 396, VIT: 418342, SPD: 18, LUK: 1, Attack: 85234, Defense: 503180, Current HP: 653, A Avg: 89495, D Avg: 503180, [Willow Blade[157, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 498: HP: 947, STR: 327, VIT: 418342, SPD: 18, LUK: 1, Attack: 85250, Defense: 503180, Current HP: 947, A Avg: 89512, D Avg: 503180, [Pangaea[164, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 497: HP: 653, STR: 248, VIT: 418345, SPD: 18, LUK: 1, Attack: 85723, Defense: 503183, Current HP: 653, A Avg: 90009, D Avg: 503183, [Elemental[121, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 496: HP: 747, STR: 298, VIT: 418345, SPD: 18, LUK: 1, Attack: 84948, Defense: 503183, Current HP: 747, A Avg: 89195, D Avg: 503183, [Diamond Knuckle[152, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 495: HP: 787, STR: 214, VIT: 418220, SPD: 18, LUK: 1, Attack: 84155, Defense: 503188, Current HP: 787, A Avg: 88362, D Avg: 503188, [Rusty Knife[156, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 494: HP: 537, STR: 349, VIT: 418351, SPD: 18, LUK: 1, Attack: 85187, Defense: 503189, Current HP: 537, A Avg: 89446, D Avg: 503189, [Classic[168, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 493: HP: 881, STR: 255, VIT: 418223, SPD: 18, LUK: 1, Attack: 85353, Defense: 503191, Current HP: 881, A Avg: 89620, D Avg: 503191, [Yggdrasil[126, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 492: HP: 787, STR: 244, VIT: 418223, SPD: 18, LUK: 1, Attack: 85069, Defense: 503191, Current HP: 787, A Avg: 89322, D Avg: 503191, [Kraken[145, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 491: HP: 850, STR: 214, VIT: 418223, SPD: 18, LUK: 1, Attack: 85026, Defense: 503191, Current HP: 850, A Avg: 89277, D Avg: 503191, [Granada[150, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 490: HP: 787, STR: 324, VIT: 418226, SPD: 18, LUK: 1, Attack: 85058, Defense: 503194, Current HP: 787, A Avg: 89310, D Avg: 503194, [Irruption[154, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 489: HP: 825, STR: 223, VIT: 418229, SPD: 18, LUK: 1, Attack: 84255, Defense: 503197, Current HP: 825, A Avg: 88467, D Avg: 503197, [Alucard[146, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 488: HP: 737, STR: 280, VIT: 418371, SPD: 18, LUK: 1, Attack: 85612, Defense: 503209, Current HP: 737, A Avg: 89892, D Avg: 503209, [Tower[149, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 487: HP: 2026, STR: 2242, VIT: 418345, SPD: 18, LUK: 1, Attack: 88055, Defense: 503209, Current HP: 2026, A Avg: 92457, D Avg: 503209, [Spear of Regression[182, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 486: HP: 787, STR: 354, VIT: 418246, SPD: 18, LUK: 1, Attack: 85192, Defense: 503214, Current HP: 787, A Avg: 89451, D Avg: 503214, [Willow Blade[157, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 485: HP: 1081, STR: 286, VIT: 418246, SPD: 18, LUK: 1, Attack: 85209, Defense: 503214, Current HP: 1081, A Avg: 89469, D Avg: 503214, [Pangaea[164, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 484: HP: 787, STR: 207, VIT: 418249, SPD: 18, LUK: 1, Attack: 85682, Defense: 503217, Current HP: 787, A Avg: 89966, D Avg: 503217, [Elemental[121, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 483: HP: 881, STR: 257, VIT: 418249, SPD: 18, LUK: 1, Attack: 84907, Defense: 503217, Current HP: 881, A Avg: 89152, D Avg: 503217, [Diamond Knuckle[152, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 482: HP: 671, STR: 307, VIT: 418255, SPD: 18, LUK: 1, Attack: 85145, Defense: 503223, Current HP: 671, A Avg: 89402, D Avg: 503223, [Classic[168, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 481: HP: 753, STR: 291, VIT: 418388, SPD: 18, LUK: 1, Attack: 85334, Defense: 503226, Current HP: 753, A Avg: 89600, D Avg: 503226, [White Snake[160, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 480: HP: 558, STR: 349, VIT: 418394, SPD: 18, LUK: 1, Attack: 86877, Defense: 503232, Current HP: 558, A Avg: 91220, D Avg: 503232, [Moon Knuckle[153, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 479: HP: 537, STR: 732, VIT: 418394, SPD: 18, LUK: 1, Attack: 86610, Defense: 503232, Current HP: 537, A Avg: 90940, D Avg: 503232, [Blue Sword[180, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 478: HP: 768, STR: 345, VIT: 418397, SPD: 18, LUK: 1, Attack: 86691, Defense: 503235, Current HP: 768, A Avg: 91025, D Avg: 503235, [Progress[147, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 477: HP: 976, STR: 642, VIT: 418377, SPD: 18, LUK: 1, Attack: 85976, Defense: 503241, Current HP: 976, A Avg: 90274, D Avg: 503241, [Impulse[166, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 476: HP: 871, STR: 239, VIT: 418275, SPD: 18, LUK: 1, Attack: 85571, Defense: 503243, Current HP: 871, A Avg: 89849, D Avg: 503243, [Tower[149, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 475: HP: 888, STR: 250, VIT: 418293, SPD: 18, LUK: 1, Attack: 85293, Defense: 503261, Current HP: 888, A Avg: 89557, D Avg: 503261, [White Snake[160, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 474: HP: 692, STR: 307, VIT: 418298, SPD: 18, LUK: 1, Attack: 86835, Defense: 503266, Current HP: 692, A Avg: 91176, D Avg: 503266, [Moon Knuckle[153, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 473: HP: 671, STR: 691, VIT: 418298, SPD: 18, LUK: 1, Attack: 86569, Defense: 503266, Current HP: 671, A Avg: 90897, D Avg: 503266, [Blue Sword[180, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 472: HP: 902, STR: 304, VIT: 418301, SPD: 18, LUK: 1, Attack: 86650, Defense: 503269, Current HP: 902, A Avg: 90982, D Avg: 503269, [Progress[147, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 471: HP: 789, STR: 489, VIT: 418446, SPD: 18, LUK: 1, Attack: 86367, Defense: 503284, Current HP: 789, A Avg: 90685, D Avg: 503284, [God Hand[179, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 470: HP: 747, STR: 651, VIT: 418446, SPD: 18, LUK: 1, Attack: 86191, Defense: 503284, Current HP: 747, A Avg: 90500, D Avg: 503284, [Zodiac[184, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 469: HP: 923, STR: 448, VIT: 418351, SPD: 18, LUK: 1, Attack: 86326, Defense: 503319, Current HP: 923, A Avg: 90642, D Avg: 503319, [God Hand[179, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 468: HP: 881, STR: 610, VIT: 418351, SPD: 18, LUK: 1, Attack: 86150, Defense: 503319, Current HP: 881, A Avg: 90457, D Avg: 503319, [Zodiac[184, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 467: HP: 785, STR: 325, VIT: 418487, SPD: 18, LUK: 1, Attack: 85969, Defense: 503325, Current HP: 785, A Avg: 90267, D Avg: 503325, [Gladius[162, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 466: HP: 661, STR: 183, VIT: 418472, SPD: 18, LUK: 1, Attack: 84571, Defense: 503336, Current HP: 661, A Avg: 88799, D Avg: 503336, [Encryption Key[173, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 465: HP: 1795, STR: 588, VIT: 418472, SPD: 18, LUK: 1, Attack: 88470, Defense: 503336, Current HP: 1795, A Avg: 92893, D Avg: 503336, [Wild Card[175, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 464: HP: 661, STR: 378, VIT: 418472, SPD: 18, LUK: 1, Attack: 86022, Defense: 503336, Current HP: 661, A Avg: 90323, D Avg: 503336, [Portal Sword[176, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 463: HP: 537, STR: 588, VIT: 418499, SPD: 18, LUK: 1, Attack: 85376, Defense: 503337, Current HP: 537, A Avg: 89644, D Avg: 503337, [Pulse Knife[165, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 462: HP: 968, STR: 255, VIT: 418504, SPD: 18, LUK: 1, Attack: 84963, Defense: 503342, Current HP: 968, A Avg: 89211, D Avg: 503342, [Thin Blade[158, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 461: HP: 919, STR: 284, VIT: 418391, SPD: 18, LUK: 1, Attack: 85928, Defense: 503359, Current HP: 919, A Avg: 90224, D Avg: 503359, [Gladius[162, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 460: HP: 671, STR: 547, VIT: 418403, SPD: 18, LUK: 1, Attack: 85335, Defense: 503371, Current HP: 671, A Avg: 89601, D Avg: 503371, [Pulse Knife[165, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 459: HP: 968, STR: 381, VIT: 418533, SPD: 18, LUK: 1, Attack: 86233, Defense: 503371, Current HP: 968, A Avg: 90544, D Avg: 503371, [Santoku[159, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 458: HP: 1102, STR: 214, VIT: 418409, SPD: 18, LUK: 1, Attack: 84922, Defense: 503377, Current HP: 1102, A Avg: 89168, D Avg: 503377, [Thin Blade[158, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 457: HP: 913, STR: 595, VIT: 418522, SPD: 18, LUK: 1, Attack: 87084, Defense: 503386, Current HP: 913, A Avg: 91438, D Avg: 503386, [Cuttlefish[178, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 456: HP: 881, STR: 313, VIT: 418394, SPD: 18, LUK: 1, Attack: 84039, Defense: 503388, Current HP: 881, A Avg: 88240, D Avg: 503388, [Wooden Stick[101, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 455: HP: 881, STR: 313, VIT: 418394, SPD: 18, LUK: 1, Attack: 84078, Defense: 503388, Current HP: 881, A Avg: 88281, D Avg: 503388, [Club[102, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 454: HP: 881, STR: 318, VIT: 418394, SPD: 18, LUK: 1, Attack: 84090, Defense: 503388, Current HP: 881, A Avg: 88294, D Avg: 503388, [Short Sword[103, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 453: HP: 881, STR: 338, VIT: 418394, SPD: 18, LUK: 1, Attack: 84149, Defense: 503388, Current HP: 881, A Avg: 88356, D Avg: 503388, [Long Sword[104, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 452: HP: 881, STR: 345, VIT: 418394, SPD: 18, LUK: 1, Attack: 84117, Defense: 503388, Current HP: 881, A Avg: 88322, D Avg: 503388, [Wasp Knife[105, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 451: HP: 881, STR: 329, VIT: 418394, SPD: 18, LUK: 1, Attack: 84153, Defense: 503388, Current HP: 881, A Avg: 88360, D Avg: 503388, [Stun Knuckle[106, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 450: HP: 881, STR: 354, VIT: 418394, SPD: 18, LUK: 1, Attack: 84197, Defense: 503388, Current HP: 881, A Avg: 88406, D Avg: 503388, [Battle Scythe[107, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 449: HP: 902, STR: 354, VIT: 418394, SPD: 18, LUK: 1, Attack: 84243, Defense: 503388, Current HP: 902, A Avg: 88455, D Avg: 503388, [Iron Lumps[108, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 448: HP: 881, STR: 313, VIT: 418394, SPD: 18, LUK: 1, Attack: 84081, Defense: 503388, Current HP: 881, A Avg: 88285, D Avg: 503388, [Decorative Swords[109, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 447: HP: 881, STR: 372, VIT: 418394, SPD: 18, LUK: 1, Attack: 84495, Defense: 503388, Current HP: 881, A Avg: 88719, D Avg: 503388, [Pinpoint[112, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 446: HP: 902, STR: 370, VIT: 418394, SPD: 18, LUK: 1, Attack: 84376, Defense: 503388, Current HP: 902, A Avg: 88594, D Avg: 503388, [Great Iron Mass[122, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 445: HP: 892, STR: 329, VIT: 418394, SPD: 18, LUK: 1, Attack: 84322, Defense: 503388, Current HP: 892, A Avg: 88538, D Avg: 503388, [Sword of Wood[124, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 444: HP: 997, STR: 396, VIT: 418394, SPD: 18, LUK: 1, Attack: 84584, Defense: 503388, Current HP: 997, A Avg: 88813, D Avg: 503388, [Sword of the Spirit Tree[125, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 443: HP: 892, STR: 354, VIT: 418394, SPD: 18, LUK: 1, Attack: 84353, Defense: 503388, Current HP: 892, A Avg: 88570, D Avg: 503388, [Greatsword[127, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 442: HP: 993, STR: 376, VIT: 418394, SPD: 18, LUK: 1, Attack: 84798, Defense: 503388, Current HP: 993, A Avg: 89037, D Avg: 503388, [Dreaming Sword[128, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 441: HP: 902, STR: 331, VIT: 418394, SPD: 18, LUK: 1, Attack: 84106, Defense: 503388, Current HP: 902, A Avg: 88311, D Avg: 503388, [Peacemaker[131, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 440: HP: 944, STR: 313, VIT: 418394, SPD: 18, LUK: 1, Attack: 84215, Defense: 503388, Current HP: 944, A Avg: 88425, D Avg: 503388, [Daydream[132, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 439: HP: 1280, STR: 394, VIT: 418394, SPD: 18, LUK: 1, Attack: 86077, Defense: 503388, Current HP: 1280, A Avg: 90380, D Avg: 503388, [Dancing[155, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 438: HP: 881, STR: 509, VIT: 418394, SPD: 18, LUK: 1, Attack: 85165, Defense: 503388, Current HP: 881, A Avg: 89423, D Avg: 503388, [Penetra[161, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 437: HP: 1091, STR: 313, VIT: 418394, SPD: 18, LUK: 1, Attack: 85281, Defense: 503388, Current HP: 1091, A Avg: 89545, D Avg: 503388, [Cluster Bomb[170, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 436: HP: 1511, STR: 313, VIT: 418394, SPD: 18, LUK: 1, Attack: 92499, Defense: 503388, Current HP: 1511, A Avg: 97123, D Avg: 503388, [Big Bang[171, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 435: HP: 2015, STR: 313, VIT: 418394, SPD: 18, LUK: 1, Attack: 85366, Defense: 503388, Current HP: 2015, A Avg: 89634, D Avg: 503388, [Common Key[174, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 434: HP: 1511, STR: 313, VIT: 418394, SPD: 18, LUK: 1, Attack: 86555, Defense: 503388, Current HP: 1511, A Avg: 90882, D Avg: 503388, [Droid Hammer[177, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 433: HP: 881, STR: 1087, VIT: 418394, SPD: 18, LUK: 1, Attack: 86016, Defense: 503388, Current HP: 881, A Avg: 90316, D Avg: 503388, [Jack Knife[185, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 432: HP: 881, STR: 961, VIT: 418394, SPD: 18, LUK: 1, Attack: 85539, Defense: 503388, Current HP: 881, A Avg: 89815, D Avg: 503388, [Magical[187, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 431: HP: 881, STR: 574, VIT: 418394, SPD: 18, LUK: 1, Attack: 87625, Defense: 503388, Current HP: 881, A Avg: 92006, D Avg: 503388, [Tekken[188, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 430: HP: 881, STR: -15871, VIT: 418394, SPD: 18, LUK: 1, Attack: 83395, Defense: 503388, Current HP: 881, A Avg: 87564, D Avg: 503388, [Sword of Evil[189, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 429: HP: 881, STR: 1321, VIT: 418394, SPD: 18, LUK: 1, Attack: 88982, Defense: 503388, Current HP: 881, A Avg: 93431, D Avg: 503388, [Neural Edge[190, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 428: HP: 1102, STR: 340, VIT: 418438, SPD: 18, LUK: 1, Attack: 86192, Defense: 503406, Current HP: 1102, A Avg: 90501, D Avg: 503406, [Santoku[159, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 427: HP: 976, STR: 374, VIT: 418412, SPD: 18, LUK: 1, Attack: 84341, Defense: 503406, Current HP: 976, A Avg: 88558, D Avg: 503406, [Phantom Sword[117, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 426: HP: 881, STR: 354, VIT: 418420, SPD: 18, LUK: 1, Attack: 84230, Defense: 503414, Current HP: 881, A Avg: 88441, D Avg: 503414, [Tornado[111, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 425: HP: 976, STR: 345, VIT: 418420, SPD: 18, LUK: 1, Attack: 84370, Defense: 503414, Current HP: 976, A Avg: 88588, D Avg: 503414, [Fairy Sword[113, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 424: HP: 881, STR: 379, VIT: 418420, SPD: 18, LUK: 1, Attack: 84528, Defense: 503414, Current HP: 881, A Avg: 88754, D Avg: 503414, [Giant Tornado[114, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 423: HP: 896, STR: 354, VIT: 418420, SPD: 18, LUK: 1, Attack: 84170, Defense: 503414, Current HP: 896, A Avg: 88378, D Avg: 503414, [Hand Axe[140, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 422: HP: 902, STR: 361, VIT: 418420, SPD: 18, LUK: 1, Attack: 84354, Defense: 503414, Current HP: 902, A Avg: 88571, D Avg: 503414, [Wooden Boomerang[167, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 421: HP: 938, STR: 358, VIT: 418423, SPD: 18, LUK: 1, Attack: 84156, Defense: 503417, Current HP: 938, A Avg: 88363, D Avg: 503417, [Ninja[135, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 420: HP: 892, STR: 345, VIT: 418423, SPD: 18, LUK: 1, Attack: 84188, Defense: 503417, Current HP: 892, A Avg: 88397, D Avg: 503417, [Salamander[110, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 419: HP: 881, STR: 361, VIT: 418423, SPD: 18, LUK: 1, Attack: 84445, Defense: 503417, Current HP: 881, A Avg: 88667, D Avg: 503417, [Phantom Scythe[116, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 418: HP: 892, STR: 345, VIT: 418423, SPD: 18, LUK: 1, Attack: 84217, Defense: 503417, Current HP: 892, A Avg: 88427, D Avg: 503417, [Undine[118, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 417: HP: 892, STR: 345, VIT: 418423, SPD: 18, LUK: 1, Attack: 84244, Defense: 503417, Current HP: 892, A Avg: 88456, D Avg: 503417, [Sylph[119, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 416: HP: 892, STR: 345, VIT: 418423, SPD: 18, LUK: 1, Attack: 84271, Defense: 503417, Current HP: 892, A Avg: 88484, D Avg: 503417, [Gnome[120, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
