Rank 1000: HP: 2551, STR: 302, VIT: 806495, SPD: 90, LUK: 1, Attack: 86544, Defense: 890735, Current HP: 2551, A Avg: 90871, D Avg: 890735, [Droid Hammer[177, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 463: HP: 2026, STR: 372, VIT: 807615, SPD: 90, LUK: 1, Attack: 84397, Defense: 892583, Current HP: 2026, A Avg: 88616, D Avg: 892583, [Fairy Sword[113, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 462: HP: 1511, STR: 478, VIT: 807615, SPD: 90, LUK: 1, Attack: 84627, Defense: 892583, Current HP: 1511, A Avg: 88858, D Avg: 892583, [Giant Tornado[114, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 461: HP: 1526, STR: 381, VIT: 807615, SPD: 90, LUK: 1, Attack: 84197, Defense: 892583, Current HP: 1526, A Avg: 88406, D Avg: 892583, [Hand Axe[140, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 460: HP: 1532, STR: 460, VIT: 807615, SPD: 90, LUK: 1, Attack: 84453, Defense: 892583, Current HP: 1532, A Avg: 88675, D Avg: 892583, [Wooden Boomerang[167, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 459: HP: 1736, STR: 385, VIT: 807618, SPD: 90, LUK: 1, Attack: 84183, Defense: 892586, Current HP: 1736, A Avg: 88392, D Avg: 892586, [Ninja[135, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 458: HP: 1528, STR: 381, VIT: 807621, SPD: 90, LUK: 1, Attack: 84387, Defense: 892589, Current HP: 1528, A Avg: 88606, D Avg: 892589, [Crescent[141, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 457: HP: 2047, STR: 567, VIT: 807644, SPD: 90, LUK: 1, Attack: 85249, Defense: 892612, Current HP: 2047, A Avg: 89511, D Avg: 892612, [Thunder Whip[143, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 456: HP: 1784, STR: 833, VIT: 807623, SPD: 90, LUK: 1, Attack: 85021, Defense: 892617, Current HP: 1784, A Avg: 89272, D Avg: 892617, [Cagliostro[133, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 455: HP: 1732, STR: 1197, VIT: 807632, SPD: 90, LUK: 1, Attack: 85307, Defense: 892626, Current HP: 1732, A Avg: 89572, D Avg: 892626, [Windmill[137, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 454: HP: 1721, STR: 1098, VIT: 807635, SPD: 90, LUK: 1, Attack: 85098, Defense: 892629, Current HP: 1721, A Avg: 89352, D Avg: 892629, [Kirisame[129, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 453: HP: 2257, STR: 1107, VIT: 807635, SPD: 90, LUK: 1, Attack: 85228, Defense: 892629, Current HP: 2257, A Avg: 89489, D Avg: 892629, [Black Kirisame[130, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 452: HP: 2244, STR: 1369, VIT: 807635, SPD: 90, LUK: 1, Attack: 87117, Defense: 892629, Current HP: 2244, A Avg: 91472, D Avg: 892629, [Scythe of the Grim Reaper[148, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 451: HP: 2278, STR: 1107, VIT: 807638, SPD: 90, LUK: 1, Attack: 85217, Defense: 892632, Current HP: 2278, A Avg: 89477, D Avg: 892632, [Serpent[144, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 450: HP: 1942, STR: 1159, VIT: 807774, SPD: 90, LUK: 1, Attack: 87687, Defense: 892638, Current HP: 1942, A Avg: 92071, D Avg: 892638, [Moon Knuckle[153, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 449: HP: 1921, STR: 3486, VIT: 807774, SPD: 90, LUK: 1, Attack: 89364, Defense: 892638, Current HP: 1921, A Avg: 93832, D Avg: 892638, [Blue Sword[180, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 448: HP: 2188, STR: 829, VIT: 807800, SPD: 90, LUK: 1, Attack: 84939, Defense: 892638, Current HP: 2188, A Avg: 89185, D Avg: 892638, [Dragon Killer[139, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 447: HP: 2249, STR: 833, VIT: 807800, SPD: 90, LUK: 1, Attack: 85346, Defense: 892638, Current HP: 2249, A Avg: 89613, D Avg: 892638, [Volcano[142, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 446: HP: 2566, STR: 1287, VIT: 807644, SPD: 90, LUK: 1, Attack: 86253, Defense: 892638, Current HP: 2566, A Avg: 90565, D Avg: 892638, [Red Shark[134, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 445: HP: 2270, STR: 829, VIT: 807803, SPD: 90, LUK: 1, Attack: 86798, Defense: 892641, Current HP: 2270, A Avg: 91137, D Avg: 892641, [Fire Chariot[138, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 444: HP: 2750, STR: 1098, VIT: 807652, SPD: 90, LUK: 1, Attack: 85416, Defense: 892646, Current HP: 2750, A Avg: 89686, D Avg: 892646, [Ruby Knuckle[151, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 443: HP: 2763, STR: 1017, VIT: 807818, SPD: 90, LUK: 1, Attack: 86115, Defense: 892656, Current HP: 2763, A Avg: 90420, D Avg: 892656, [Yggdrasil[126, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 442: HP: 2249, STR: 934, VIT: 807818, SPD: 90, LUK: 1, Attack: 85759, Defense: 892656, Current HP: 2249, A Avg: 90046, D Avg: 892656, [Kraken[145, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 441: HP: 2312, STR: 831, VIT: 807818, SPD: 90, LUK: 1, Attack: 85643, Defense: 892656, Current HP: 2312, A Avg: 89925, D Avg: 892656, [Granada[150, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 440: HP: 2454, STR: 840, VIT: 807824, SPD: 90, LUK: 1, Attack: 84872, Defense: 892662, Current HP: 2454, A Avg: 89115, D Avg: 892662, [Alucard[146, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 439: HP: 3076, STR: 1841, VIT: 808430, SPD: 90, LUK: 1, Attack: 87175, Defense: 892670, Current HP: 3076, A Avg: 91533, D Avg: 892670, [Impulse[166, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 438: HP: 2257, STR: 1593, VIT: 807681, SPD: 90, LUK: 1, Attack: 86327, Defense: 892675, Current HP: 2257, A Avg: 90643, D Avg: 892675, [Irruption[154, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 437: HP: 4430, STR: 567, VIT: 806791, SPD: 90, LUK: 1, Attack: 86042, Defense: 892708, Current HP: 4430, A Avg: 90344, D Avg: 892708, [Elemental[121, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 436: HP: 4945, STR: 761, VIT: 806791, SPD: 90, LUK: 1, Attack: 85411, Defense: 892708, Current HP: 4945, A Avg: 89681, D Avg: 892708, [Diamond Knuckle[152, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 435: HP: 3895, STR: 1099, VIT: 806797, SPD: 90, LUK: 1, Attack: 85937, Defense: 892714, Current HP: 3895, A Avg: 90233, D Avg: 892714, [Classic[168, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 434: HP: 1301, STR: 196, VIT: 808917, SPD: 90, LUK: 1, Attack: 84584, Defense: 892721, Current HP: 1301, A Avg: 88813, D Avg: 892721, [Encryption Key[173, 730, 730, 730], Iron Shield[204, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 433: HP: 7475, STR: 2401, VIT: 808917, SPD: 90, LUK: 1, Attack: 90283, Defense: 892721, Current HP: 7475, A Avg: 94797, D Avg: 892721, [Wild Card[175, 730, 730, 730], Iron Shield[204, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 432: HP: 1301, STR: 1254, VIT: 808917, SPD: 90, LUK: 1, Attack: 86898, Defense: 892721, Current HP: 1301, A Avg: 91242, D Avg: 892721, [Portal Sword[176, 730, 730, 730], Iron Shield[204, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 431: HP: 2068, STR: 372, VIT: 807757, SPD: 90, LUK: 1, Attack: 84228, Defense: 892725, Current HP: 2068, A Avg: 88439, D Avg: 892725, [Emerald Sword[115, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 430: HP: 1921, STR: 1184, VIT: 808491, SPD: 90, LUK: 1, Attack: 86737, Defense: 892731, Current HP: 1921, A Avg: 91073, D Avg: 892731, [Hammer of Justice[186, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 429: HP: 1820, STR: 469, VIT: 807763, SPD: 90, LUK: 1, Attack: 84371, Defense: 892731, Current HP: 1820, A Avg: 88589, D Avg: 892731, [Crossed Shuriken[136, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 428: HP: 2068, STR: 558, VIT: 807771, SPD: 90, LUK: 1, Attack: 85071, Defense: 892739, Current HP: 2068, A Avg: 89324, D Avg: 892739, [Maximum Iron Mass[123, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 427: HP: 2249, STR: 831, VIT: 807931, SPD: 90, LUK: 1, Attack: 84772, Defense: 892769, Current HP: 2249, A Avg: 89010, D Avg: 892769, [Rusty Knife[156, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 426: HP: 2196, STR: 1193, VIT: 807777, SPD: 90, LUK: 1, Attack: 85303, Defense: 892771, Current HP: 2196, A Avg: 89568, D Avg: 892771, [Dragon Killer[139, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 425: HP: 2257, STR: 1197, VIT: 807777, SPD: 90, LUK: 1, Attack: 85710, Defense: 892771, Current HP: 2257, A Avg: 89995, D Avg: 892771, [Volcano[142, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 424: HP: 2278, STR: 1193, VIT: 807780, SPD: 90, LUK: 1, Attack: 87162, Defense: 892774, Current HP: 2278, A Avg: 91520, D Avg: 892774, [Fire Chariot[138, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 423: HP: 1301, STR: 196, VIT: 808908, SPD: 90, LUK: 1, Attack: 84584, Defense: 892777, Current HP: 1301, A Avg: 88813, D Avg: 892777, [Encryption Key[173, 730, 730, 730], Wooden Shield[203, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 422: HP: 7475, STR: 2401, VIT: 808908, SPD: 90, LUK: 1, Attack: 90283, Defense: 892777, Current HP: 7475, A Avg: 94797, D Avg: 892777, [Wild Card[175, 730, 730, 730], Wooden Shield[203, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 421: HP: 1301, STR: 1254, VIT: 808908, SPD: 90, LUK: 1, Attack: 86898, Defense: 892777, Current HP: 1301, A Avg: 91242, D Avg: 892777, [Portal Sword[176, 730, 730, 730], Wooden Shield[203, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 420: HP: 2771, STR: 1380, VIT: 807795, SPD: 90, LUK: 1, Attack: 86478, Defense: 892789, Current HP: 2771, A Avg: 90801, D Avg: 892789, [Yggdrasil[126, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 419: HP: 2257, STR: 1297, VIT: 807795, SPD: 90, LUK: 1, Attack: 86122, Defense: 892789, Current HP: 2257, A Avg: 90428, D Avg: 892789, [Kraken[145, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 418: HP: 2320, STR: 1195, VIT: 807795, SPD: 90, LUK: 1, Attack: 86007, Defense: 892789, Current HP: 2320, A Avg: 90307, D Avg: 892789, [Granada[150, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 417: HP: 2463, STR: 1204, VIT: 807800, SPD: 90, LUK: 1, Attack: 85236, Defense: 892794, Current HP: 2463, A Avg: 89497, D Avg: 892794, [Alucard[146, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 416: HP: 2249, STR: 752, VIT: 807960, SPD: 90, LUK: 1, Attack: 86227, Defense: 892798, Current HP: 2249, A Avg: 90538, D Avg: 892798, [Elemental[121, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 415: HP: 2763, STR: 946, VIT: 807960, SPD: 90, LUK: 1, Attack: 85596, Defense: 892798, Current HP: 2763, A Avg: 89875, D Avg: 892798, [Diamond Knuckle[152, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 414: HP: 1713, STR: 1285, VIT: 807966, SPD: 90, LUK: 1, Attack: 86123, Defense: 892804, Current HP: 1713, A Avg: 90429, D Avg: 892804, [Classic[168, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 413: HP: 2173, STR: 1506, VIT: 808575, SPD: 90, LUK: 1, Attack: 87995, Defense: 892815, Current HP: 2173, A Avg: 92394, D Avg: 892815, [Cuttlefish[178, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 412: HP: 5564, STR: 1078, VIT: 806904, SPD: 90, LUK: 1, Attack: 86001, Defense: 892821, Current HP: 5564, A Avg: 90301, D Avg: 892821, [Pangaea[164, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 411: HP: 9460, STR: 3407, VIT: 806910, SPD: 90, LUK: 1, Attack: 89220, Defense: 892827, Current HP: 9460, A Avg: 93681, D Avg: 892827, [Spear of Regression[182, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 410: HP: 4514, STR: 743, VIT: 806933, SPD: 90, LUK: 1, Attack: 86075, Defense: 892850, Current HP: 4514, A Avg: 90378, D Avg: 892850, [Tower[149, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 409: HP: 1574, STR: 284, VIT: 807899, SPD: 90, LUK: 1, Attack: 84472, Defense: 892867, Current HP: 1574, A Avg: 88695, D Avg: 892867, [Cagliostro[133, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 408: HP: 1522, STR: 648, VIT: 807908, SPD: 90, LUK: 1, Attack: 84758, Defense: 892876, Current HP: 1522, A Avg: 88995, D Avg: 892876, [Windmill[137, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 407: HP: 1511, STR: 549, VIT: 807911, SPD: 90, LUK: 1, Attack: 84549, Defense: 892879, Current HP: 1511, A Avg: 88776, D Avg: 892879, [Kirisame[129, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 406: HP: 2047, STR: 558, VIT: 807911, SPD: 90, LUK: 1, Attack: 84679, Defense: 892879, Current HP: 2047, A Avg: 88912, D Avg: 892879, [Black Kirisame[130, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 405: HP: 2034, STR: 820, VIT: 807911, SPD: 90, LUK: 1, Attack: 86568, Defense: 892879, Current HP: 2034, A Avg: 90896, D Avg: 892879, [Scythe of the Grim Reaper[148, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 404: HP: 2068, STR: 558, VIT: 807913, SPD: 90, LUK: 1, Attack: 84668, Defense: 892881, Current HP: 2068, A Avg: 88901, D Avg: 892881, [Serpent[144, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 403: HP: 2356, STR: 738, VIT: 807919, SPD: 90, LUK: 1, Attack: 85704, Defense: 892887, Current HP: 2356, A Avg: 89989, D Avg: 892887, [Red Shark[134, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 402: HP: 2540, STR: 549, VIT: 807928, SPD: 90, LUK: 1, Attack: 84867, Defense: 892896, Current HP: 2540, A Avg: 89110, D Avg: 892896, [Ruby Knuckle[151, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 401: HP: 1301, STR: 196, VIT: 809036, SPD: 90, LUK: 1, Attack: 84584, Defense: 892899, Current HP: 1301, A Avg: 88813, D Avg: 892899, [Encryption Key[173, 730, 730, 730], Titanium Shield[205, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 400: HP: 7475, STR: 2401, VIT: 809036, SPD: 90, LUK: 1, Attack: 90283, Defense: 892899, Current HP: 7475, A Avg: 94797, D Avg: 892899, [Wild Card[175, 730, 730, 730], Titanium Shield[205, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 399: HP: 1301, STR: 1254, VIT: 809036, SPD: 90, LUK: 1, Attack: 86898, Defense: 892899, Current HP: 1301, A Avg: 91242, D Avg: 892899, [Portal Sword[176, 730, 730, 730], Titanium Shield[205, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 398: HP: 2257, STR: 1195, VIT: 807908, SPD: 90, LUK: 1, Attack: 85136, Defense: 892902, Current HP: 2257, A Avg: 89392, D Avg: 892902, [Rusty Knife[156, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 397: HP: 2249, STR: 1476, VIT: 808073, SPD: 90, LUK: 1, Attack: 86314, Defense: 892911, Current HP: 2249, A Avg: 90629, D Avg: 892911, [Willow Blade[157, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 396: HP: 3383, STR: 1263, VIT: 808073, SPD: 90, LUK: 1, Attack: 86186, Defense: 892911, Current HP: 3383, A Avg: 90495, D Avg: 892911, [Pangaea[164, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 395: HP: 7278, STR: 3592, VIT: 808079, SPD: 90, LUK: 1, Attack: 89405, Defense: 892917, Current HP: 7278, A Avg: 93875, D Avg: 892917, [Spear of Regression[182, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 394: HP: 2173, STR: 2163, VIT: 808058, SPD: 90, LUK: 1, Attack: 88041, Defense: 892922, Current HP: 2173, A Avg: 92443, D Avg: 892922, [God Hand[179, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 393: HP: 2131, STR: 3045, VIT: 808058, SPD: 90, LUK: 1, Attack: 88585, Defense: 892922, Current HP: 2131, A Avg: 93014, D Avg: 892922, [Zodiac[184, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 392: HP: 2047, STR: 1044, VIT: 807957, SPD: 90, LUK: 1, Attack: 85778, Defense: 892925, Current HP: 2047, A Avg: 90066, D Avg: 892925, [Irruption[154, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 391: HP: 2257, STR: 1116, VIT: 807937, SPD: 90, LUK: 1, Attack: 86591, Defense: 892931, Current HP: 2257, A Avg: 90920, D Avg: 892931, [Elemental[121, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 390: HP: 2771, STR: 1310, VIT: 807937, SPD: 90, LUK: 1, Attack: 85960, Defense: 892931, Current HP: 2771, A Avg: 90258, D Avg: 892931, [Diamond Knuckle[152, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 389: HP: 1721, STR: 1648, VIT: 807942, SPD: 90, LUK: 1, Attack: 86486, Defense: 892936, Current HP: 1721, A Avg: 90810, D Avg: 892936, [Classic[168, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 388: HP: 2333, STR: 928, VIT: 808102, SPD: 90, LUK: 1, Attack: 86260, Defense: 892940, Current HP: 2333, A Avg: 90573, D Avg: 892940, [Tower[149, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 387: HP: 1301, STR: 196, VIT: 809065, SPD: 90, LUK: 1, Attack: 84584, Defense: 892954, Current HP: 1301, A Avg: 88813, D Avg: 892954, [Encryption Key[173, 730, 730, 730], Large iron Shield[206, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 386: HP: 7475, STR: 2401, VIT: 809065, SPD: 90, LUK: 1, Attack: 90283, Defense: 892954, Current HP: 7475, A Avg: 94797, D Avg: 892954, [Wild Card[175, 730, 730, 730], Large iron Shield[206, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 385: HP: 1301, STR: 1254, VIT: 809065, SPD: 90, LUK: 1, Attack: 86898, Defense: 892954, Current HP: 1301, A Avg: 91242, D Avg: 892954, [Portal Sword[176, 730, 730, 730], Large iron Shield[206, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 384: HP: 2167, STR: 196, VIT: 809036, SPD: 90, LUK: 1, Attack: 84584, Defense: 892964, Current HP: 2167, A Avg: 88813, D Avg: 892964, [Encryption Key[173, 730, 730, 730], Hardwood Shield[223, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 383: HP: 8341, STR: 2401, VIT: 809036, SPD: 90, LUK: 1, Attack: 90283, Defense: 892964, Current HP: 8341, A Avg: 94797, D Avg: 892964, [Wild Card[175, 730, 730, 730], Hardwood Shield[223, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 382: HP: 2167, STR: 1254, VIT: 809036, SPD: 90, LUK: 1, Attack: 86898, Defense: 892964, Current HP: 2167, A Avg: 91242, D Avg: 892964, [Portal Sword[176, 730, 730, 730], Hardwood Shield[223, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 381: HP: 1385, STR: 196, VIT: 809050, SPD: 90, LUK: 1, Attack: 84584, Defense: 892978, Current HP: 1385, A Avg: 88813, D Avg: 892978, [Encryption Key[173, 730, 730, 730], Tower Shield[213, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 380: HP: 7559, STR: 2401, VIT: 809050, SPD: 90, LUK: 1, Attack: 90283, Defense: 892978, Current HP: 7559, A Avg: 94797, D Avg: 892978, [Wild Card[175, 730, 730, 730], Tower Shield[213, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 379: HP: 1385, STR: 1254, VIT: 809050, SPD: 90, LUK: 1, Attack: 86898, Defense: 892978, Current HP: 1385, A Avg: 91242, D Avg: 892978, [Portal Sword[176, 730, 730, 730], Tower Shield[213, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 378: HP: 3611, STR: 849, VIT: 808116, SPD: 90, LUK: 1, Attack: 85557, Defense: 892980, Current HP: 3611, A Avg: 89834, D Avg: 892980, [Thin Blade[158, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 377: HP: 4699, STR: 826, VIT: 807067, SPD: 90, LUK: 1, Attack: 85869, Defense: 892984, Current HP: 4699, A Avg: 90162, D Avg: 892984, [White Snake[160, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 376: HP: 4966, STR: 1096, VIT: 807075, SPD: 90, LUK: 1, Attack: 87442, Defense: 892992, Current HP: 4966, A Avg: 91814, D Avg: 892992, [Progress[147, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 375: HP: 3611, STR: 1335, VIT: 808145, SPD: 90, LUK: 1, Attack: 87187, Defense: 893009, Current HP: 3611, A Avg: 91546, D Avg: 893009, [Santoku[159, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 374: HP: 1986, STR: 644, VIT: 808053, SPD: 90, LUK: 1, Attack: 84754, Defense: 893021, Current HP: 1986, A Avg: 88991, D Avg: 893021, [Dragon Killer[139, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 373: HP: 2047, STR: 648, VIT: 808053, SPD: 90, LUK: 1, Attack: 85161, Defense: 893021, Current HP: 2047, A Avg: 89419, D Avg: 893021, [Volcano[142, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 372: HP: 2068, STR: 644, VIT: 808056, SPD: 90, LUK: 1, Attack: 86613, Defense: 893024, Current HP: 2068, A Avg: 90943, D Avg: 893024, [Fire Chariot[138, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 371: HP: 2561, STR: 831, VIT: 808070, SPD: 90, LUK: 1, Attack: 85929, Defense: 893038, Current HP: 2561, A Avg: 90225, D Avg: 893038, [Yggdrasil[126, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 370: HP: 2047, STR: 748, VIT: 808070, SPD: 90, LUK: 1, Attack: 85573, Defense: 893038, Current HP: 2047, A Avg: 89851, D Avg: 893038, [Kraken[145, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 369: HP: 2110, STR: 646, VIT: 808070, SPD: 90, LUK: 1, Attack: 85458, Defense: 893038, Current HP: 2110, A Avg: 89730, D Avg: 893038, [Granada[150, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 368: HP: 2253, STR: 655, VIT: 808076, SPD: 90, LUK: 1, Attack: 84687, Defense: 893044, Current HP: 2253, A Avg: 88921, D Avg: 893044, [Alucard[146, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 367: HP: 2257, STR: 1839, VIT: 808050, SPD: 90, LUK: 1, Attack: 86677, Defense: 893044, Current HP: 2257, A Avg: 91010, D Avg: 893044, [Willow Blade[157, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 366: HP: 3391, STR: 1627, VIT: 808050, SPD: 90, LUK: 1, Attack: 86550, Defense: 893044, Current HP: 3391, A Avg: 90877, D Avg: 893044, [Pangaea[164, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
