Rank 1000: HP: 399, STR: 566, VIT: 462, SPD: 19, LUK: 1, Attack: 85222, Defense: 90240, Current HP: 399, A Avg: 89483, D Avg: 90240, [Penetra[161, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 483: HP: 433, STR: 112, VIT: 618, SPD: 16, LUK: 1, Attack: 84014, Defense: 90396, Current HP: 433, A Avg: 105857, D Avg: 90396, [Crossed Shuriken[136, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 482: HP: 362, STR: 149, VIT: 621, SPD: 16, LUK: 1, Attack: 84259, Defense: 90399, Current HP: 362, A Avg: 88471, D Avg: 90399, [Dragon Killer[139, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 481: HP: 353, STR: 116, VIT: 621, SPD: 16, LUK: 1, Attack: 84226, Defense: 90399, Current HP: 353, A Avg: 88437, D Avg: 90399, [Dragon Killer[139, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 480: HP: 342, STR: 112, VIT: 621, SPD: 16, LUK: 1, Attack: 84625, Defense: 90399, Current HP: 342, A Avg: 88856, D Avg: 90399, [Volcano[142, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 479: HP: 332, STR: 120, VIT: 621, SPD: 16, LUK: 1, Attack: 84633, Defense: 90399, Current HP: 332, A Avg: 88864, D Avg: 90399, [Volcano[142, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 478: HP: 237, STR: 120, VIT: 621, SPD: 16, LUK: 1, Attack: 84230, Defense: 90399, Current HP: 237, A Avg: 88441, D Avg: 90399, [Windmill[137, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 477: HP: 495, STR: 112, VIT: 621, SPD: 16, LUK: 1, Attack: 84222, Defense: 90399, Current HP: 495, A Avg: 88433, D Avg: 90399, [Windmill[137, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 476: HP: 617, STR: 1340, VIT: 621, SPD: 16, LUK: 1, Attack: 91249, Defense: 90399, Current HP: 617, A Avg: 95811, D Avg: 90399, [Spectral Sword Shigure[172, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 475: HP: 608, STR: 1348, VIT: 621, SPD: 16, LUK: 1, Attack: 91257, Defense: 90399, Current HP: 608, A Avg: 95819, D Avg: 90399, [Spectral Sword Shigure[172, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 474: HP: 247, STR: 30, VIT: 622, SPD: 25, LUK: 1, Attack: 84418, Defense: 90400, Current HP: 247, A Avg: 88638, D Avg: 90400, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 473: HP: 247, STR: 55, VIT: 622, SPD: 16, LUK: 2, Attack: 84443, Defense: 90400, Current HP: 247, A Avg: 88665, D Avg: 90400, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 472: HP: 228, STR: 101, VIT: 622, SPD: 16, LUK: 1, Attack: 84489, Defense: 90400, Current HP: 228, A Avg: 88713, D Avg: 90400, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 471: HP: 1273, STR: 390, VIT: 622, SPD: 25, LUK: 1, Attack: 88272, Defense: 90400, Current HP: 1273, A Avg: 92685, D Avg: 90400, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 470: HP: 1273, STR: 482, VIT: 622, SPD: 16, LUK: 2, Attack: 88364, Defense: 90400, Current HP: 1273, A Avg: 92782, D Avg: 90400, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 469: HP: 1254, STR: 686, VIT: 622, SPD: 16, LUK: 1, Attack: 88568, Defense: 90400, Current HP: 1254, A Avg: 92996, D Avg: 90400, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 468: HP: 247, STR: 203, VIT: 622, SPD: 25, LUK: 1, Attack: 85847, Defense: 90400, Current HP: 247, A Avg: 90139, D Avg: 90400, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 467: HP: 247, STR: 219, VIT: 622, SPD: 16, LUK: 2, Attack: 85863, Defense: 90400, Current HP: 247, A Avg: 90156, D Avg: 90400, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 466: HP: 228, STR: 573, VIT: 622, SPD: 16, LUK: 1, Attack: 86217, Defense: 90400, Current HP: 228, A Avg: 90527, D Avg: 90400, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 465: HP: 934, STR: 464, VIT: 622, SPD: 18, LUK: 1, Attack: 86316, Defense: 90400, Current HP: 934, A Avg: 90631, D Avg: 90400, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 464: HP: 361, STR: 108, VIT: 623, SPD: 16, LUK: 1, Attack: 86077, Defense: 90401, Current HP: 361, A Avg: 90380, D Avg: 90401, [Fire Chariot[138, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 463: HP: 351, STR: 160, VIT: 623, SPD: 16, LUK: 1, Attack: 86129, Defense: 90401, Current HP: 351, A Avg: 90435, D Avg: 90401, [Fire Chariot[138, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 462: HP: 228, STR: 96, VIT: 623, SPD: 16, LUK: 1, Attack: 84096, Defense: 90401, Current HP: 228, A Avg: 88300, D Avg: 90401, [Kirisame[129, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 461: HP: 484, STR: 88, VIT: 623, SPD: 16, LUK: 1, Attack: 84088, Defense: 90401, Current HP: 484, A Avg: 88292, D Avg: 90401, [Kirisame[129, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 460: HP: 332, STR: 104, VIT: 623, SPD: 16, LUK: 1, Attack: 84225, Defense: 90401, Current HP: 332, A Avg: 88436, D Avg: 90401, [Black Kirisame[130, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 459: HP: 605, STR: 96, VIT: 623, SPD: 16, LUK: 1, Attack: 84217, Defense: 90401, Current HP: 605, A Avg: 88427, D Avg: 90401, [Black Kirisame[130, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 458: HP: 321, STR: 145, VIT: 623, SPD: 16, LUK: 1, Attack: 85893, Defense: 90401, Current HP: 321, A Avg: 90187, D Avg: 90401, [Scythe of the Grim Reaper[148, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 457: HP: 591, STR: 137, VIT: 623, SPD: 16, LUK: 1, Attack: 85885, Defense: 90401, Current HP: 591, A Avg: 90179, D Avg: 90401, [Scythe of the Grim Reaper[148, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 456: HP: 1056, STR: 992, VIT: 625, SPD: 16, LUK: 2, Attack: 85492, Defense: 90403, Current HP: 1056, A Avg: 89766, D Avg: 90403, [Divine Dragon Sword[181, 0, 0, 0], Blank Shield[244, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 455: HP: 798, STR: 2207, VIT: 625, SPD: 16, LUK: 1, Attack: 86707, Defense: 90403, Current HP: 798, A Avg: 91042, D Avg: 90403, [Divine Dragon Sword[181, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 454: HP: 798, STR: 1020, VIT: 625, SPD: 16, LUK: 2, Attack: 85520, Defense: 90403, Current HP: 798, A Avg: 89796, D Avg: 90403, [Divine Dragon Sword[181, 0, 0, 0], Blank Shield[244, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 453: HP: 517, STR: 126, VIT: 626, SPD: 16, LUK: 1, Attack: 84639, Defense: 90404, Current HP: 517, A Avg: 106645, D Avg: 90404, [Maximum Iron Mass[123, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 452: HP: 351, STR: 104, VIT: 626, SPD: 16, LUK: 1, Attack: 84214, Defense: 90404, Current HP: 351, A Avg: 88424, D Avg: 90404, [Serpent[144, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 451: HP: 627, STR: 96, VIT: 626, SPD: 16, LUK: 1, Attack: 84206, Defense: 90404, Current HP: 627, A Avg: 88416, D Avg: 90404, [Serpent[144, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 450: HP: 650, STR: 537, VIT: 627, SPD: 17, LUK: 1, Attack: 86389, Defense: 90405, Current HP: 650, A Avg: 107986, D Avg: 90405, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 449: HP: 623, STR: 514, VIT: 628, SPD: 19, LUK: 1, Attack: 86158, Defense: 90406, Current HP: 623, A Avg: 90465, D Avg: 90406, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 448: HP: 493, STR: 38, VIT: 630, SPD: 16, LUK: 1, Attack: 84426, Defense: 90408, Current HP: 493, A Avg: 88647, D Avg: 90408, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 447: HP: 2059, STR: 398, VIT: 630, SPD: 16, LUK: 1, Attack: 88280, Defense: 90408, Current HP: 2059, A Avg: 92694, D Avg: 90408, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 446: HP: 493, STR: 211, VIT: 630, SPD: 16, LUK: 1, Attack: 85855, Defense: 90408, Current HP: 493, A Avg: 90147, D Avg: 90408, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 445: HP: 383, STR: 136, VIT: 631, SPD: 16, LUK: 1, Attack: 85102, Defense: 90409, Current HP: 383, A Avg: 89357, D Avg: 90409, [Red Shark[134, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 444: HP: 664, STR: 128, VIT: 631, SPD: 16, LUK: 1, Attack: 85094, Defense: 90409, Current HP: 664, A Avg: 89348, D Avg: 90409, [Red Shark[134, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 443: HP: 660, STR: 444, VIT: 633, SPD: 16, LUK: 2, Attack: 86933, Defense: 90411, Current HP: 660, A Avg: 91279, D Avg: 90411, [Cuttlefish[178, 0, 0, 0], Blank Shield[244, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 442: HP: 456, STR: 904, VIT: 633, SPD: 16, LUK: 1, Attack: 87393, Defense: 90411, Current HP: 456, A Avg: 91762, D Avg: 90411, [Cuttlefish[178, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 441: HP: 456, STR: 473, VIT: 633, SPD: 16, LUK: 2, Attack: 86962, Defense: 90411, Current HP: 456, A Avg: 91310, D Avg: 90411, [Cuttlefish[178, 0, 0, 0], Blank Shield[244, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 440: HP: 1218, STR: 944, VIT: 633, SPD: 16, LUK: 1, Attack: 85444, Defense: 90411, Current HP: 1218, A Avg: 89716, D Avg: 90411, [Divine Dragon Sword[181, 0, 0, 0], Blank Shield[244, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 439: HP: 836, STR: 944, VIT: 633, SPD: 29, LUK: 1, Attack: 85444, Defense: 90411, Current HP: 836, A Avg: 89716, D Avg: 108493, [Divine Dragon Sword[181, 0, 0, 0], Blank Shield[244, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 438: HP: 1375, STR: 992, VIT: 633, SPD: 16, LUK: 1, Attack: 85492, Defense: 90411, Current HP: 1375, A Avg: 89766, D Avg: 90411, [Divine Dragon Sword[181, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 437: HP: 342, STR: 110, VIT: 634, SPD: 16, LUK: 1, Attack: 84051, Defense: 90412, Current HP: 342, A Avg: 88253, D Avg: 90412, [Rusty Knife[156, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 436: HP: 332, STR: 118, VIT: 634, SPD: 16, LUK: 1, Attack: 84059, Defense: 90412, Current HP: 332, A Avg: 88261, D Avg: 90412, [Rusty Knife[156, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 435: HP: 399, STR: 894, VIT: 635, SPD: 19, LUK: 1, Attack: 85682, Defense: 90413, Current HP: 399, A Avg: 89966, D Avg: 90413, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 434: HP: 427, STR: 147, VIT: 636, SPD: 16, LUK: 1, Attack: 85245, Defense: 90414, Current HP: 427, A Avg: 89507, D Avg: 90414, [Yggdrasil[126, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 433: HP: 418, STR: 155, VIT: 636, SPD: 16, LUK: 1, Attack: 85253, Defense: 90414, Current HP: 418, A Avg: 89515, D Avg: 90414, [Yggdrasil[126, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 432: HP: 440, STR: 75, VIT: 636, SPD: 16, LUK: 1, Attack: 84263, Defense: 90414, Current HP: 440, A Avg: 106171, D Avg: 90414, [Cagliostro[133, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 431: HP: 342, STR: 189, VIT: 636, SPD: 16, LUK: 1, Attack: 85014, Defense: 90414, Current HP: 342, A Avg: 89264, D Avg: 90414, [Kraken[145, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 430: HP: 332, STR: 145, VIT: 636, SPD: 16, LUK: 1, Attack: 84970, Defense: 90414, Current HP: 332, A Avg: 89218, D Avg: 90414, [Kraken[145, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 429: HP: 399, STR: 110, VIT: 636, SPD: 16, LUK: 1, Attack: 84922, Defense: 90414, Current HP: 399, A Avg: 89168, D Avg: 90414, [Granada[150, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 428: HP: 389, STR: 162, VIT: 636, SPD: 16, LUK: 1, Attack: 84974, Defense: 90414, Current HP: 389, A Avg: 89222, D Avg: 90414, [Granada[150, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 427: HP: 788, STR: 413, VIT: 638, SPD: 19, LUK: 1, Attack: 85121, Defense: 90416, Current HP: 788, A Avg: 89377, D Avg: 90416, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 426: HP: 285, STR: 30, VIT: 638, SPD: 25, LUK: 1, Attack: 84418, Defense: 90416, Current HP: 285, A Avg: 88638, D Avg: 90416, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 425: HP: 323, STR: 101, VIT: 638, SPD: 16, LUK: 1, Attack: 84489, Defense: 90416, Current HP: 323, A Avg: 90825, D Avg: 90416, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 424: HP: 1311, STR: 390, VIT: 638, SPD: 25, LUK: 1, Attack: 88272, Defense: 90416, Current HP: 1311, A Avg: 92685, D Avg: 90416, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 423: HP: 1349, STR: 686, VIT: 638, SPD: 16, LUK: 1, Attack: 88568, Defense: 90416, Current HP: 1349, A Avg: 95210, D Avg: 90416, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 422: HP: 285, STR: 203, VIT: 638, SPD: 25, LUK: 1, Attack: 85847, Defense: 90416, Current HP: 285, A Avg: 90139, D Avg: 90416, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 421: HP: 323, STR: 382, VIT: 638, SPD: 16, LUK: 1, Attack: 86026, Defense: 90416, Current HP: 323, A Avg: 92477, D Avg: 90416, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 420: HP: 399, STR: 96, VIT: 639, SPD: 16, LUK: 1, Attack: 84414, Defense: 90417, Current HP: 399, A Avg: 88634, D Avg: 90417, [Ruby Knuckle[151, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 419: HP: 682, STR: 88, VIT: 639, SPD: 16, LUK: 1, Attack: 84406, Defense: 90417, Current HP: 682, A Avg: 88626, D Avg: 90417, [Ruby Knuckle[151, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 418: HP: 342, STR: 208, VIT: 639, SPD: 16, LUK: 1, Attack: 84942, Defense: 90417, Current HP: 342, A Avg: 89189, D Avg: 90417, [Irruption[154, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 417: HP: 332, STR: 216, VIT: 639, SPD: 16, LUK: 1, Attack: 84950, Defense: 90417, Current HP: 332, A Avg: 89197, D Avg: 90417, [Irruption[154, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 416: HP: 696, STR: 396, VIT: 641, SPD: 16, LUK: 1, Attack: 86885, Defense: 90419, Current HP: 696, A Avg: 91229, D Avg: 90419, [Cuttlefish[178, 0, 0, 0], Blank Shield[244, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 415: HP: 494, STR: 396, VIT: 641, SPD: 29, LUK: 1, Attack: 86885, Defense: 90419, Current HP: 494, A Avg: 91229, D Avg: 108502, [Cuttlefish[178, 0, 0, 0], Blank Shield[244, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 414: HP: 799, STR: 444, VIT: 641, SPD: 16, LUK: 1, Attack: 86933, Defense: 90419, Current HP: 799, A Avg: 91279, D Avg: 90419, [Cuttlefish[178, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 413: HP: 817, STR: 1298, VIT: 641, SPD: 25, LUK: 1, Attack: 85798, Defense: 90419, Current HP: 817, A Avg: 90087, D Avg: 90419, [Divine Dragon Sword[181, 0, 0, 0], Blank Shield[244, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 412: HP: 817, STR: 960, VIT: 641, SPD: 16, LUK: 2, Attack: 85460, Defense: 90419, Current HP: 817, A Avg: 89733, D Avg: 90419, [Divine Dragon Sword[181, 0, 0, 0], Blank Shield[244, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 411: HP: 798, STR: 1585, VIT: 641, SPD: 16, LUK: 1, Attack: 86085, Defense: 90419, Current HP: 798, A Avg: 90389, D Avg: 90419, [Divine Dragon Sword[181, 0, 0, 0], Blank Shield[244, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 410: HP: 376, STR: 162, VIT: 642, SPD: 16, LUK: 1, Attack: 84194, Defense: 90420, Current HP: 376, A Avg: 88403, D Avg: 90420, [Alucard[146, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 409: HP: 366, STR: 126, VIT: 642, SPD: 16, LUK: 1, Attack: 84158, Defense: 90420, Current HP: 366, A Avg: 88365, D Avg: 90420, [Alucard[146, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 408: HP: 385, STR: 142, VIT: 644, SPD: 16, LUK: 1, Attack: 84252, Defense: 90422, Current HP: 385, A Avg: 106157, D Avg: 90422, [Windmill[137, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 407: HP: 374, STR: 118, VIT: 647, SPD: 16, LUK: 1, Attack: 84118, Defense: 90425, Current HP: 374, A Avg: 105988, D Avg: 90425, [Kirisame[129, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 406: HP: 495, STR: 126, VIT: 647, SPD: 16, LUK: 1, Attack: 84247, Defense: 90425, Current HP: 495, A Avg: 106151, D Avg: 90425, [Black Kirisame[130, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 405: HP: 353, STR: 116, VIT: 647, SPD: 16, LUK: 1, Attack: 84226, Defense: 90425, Current HP: 353, A Avg: 88437, D Avg: 90425, [Dragon Killer[139, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 404: HP: 629, STR: 108, VIT: 647, SPD: 16, LUK: 1, Attack: 84218, Defense: 90425, Current HP: 629, A Avg: 88428, D Avg: 90425, [Dragon Killer[139, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 403: HP: 332, STR: 120, VIT: 647, SPD: 16, LUK: 1, Attack: 84633, Defense: 90425, Current HP: 332, A Avg: 88864, D Avg: 90425, [Volcano[142, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 402: HP: 605, STR: 112, VIT: 647, SPD: 16, LUK: 1, Attack: 84625, Defense: 90425, Current HP: 605, A Avg: 88856, D Avg: 90425, [Volcano[142, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 401: HP: 481, STR: 168, VIT: 647, SPD: 16, LUK: 1, Attack: 85916, Defense: 90425, Current HP: 481, A Avg: 108254, D Avg: 90425, [Scythe of the Grim Reaper[148, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 400: HP: 608, STR: 1348, VIT: 647, SPD: 16, LUK: 1, Attack: 91257, Defense: 90425, Current HP: 608, A Avg: 95819, D Avg: 90425, [Spectral Sword Shigure[172, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 399: HP: 924, STR: 1340, VIT: 647, SPD: 16, LUK: 1, Attack: 91249, Defense: 90425, Current HP: 924, A Avg: 95811, D Avg: 90425, [Spectral Sword Shigure[172, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 398: HP: 351, STR: 116, VIT: 649, SPD: 16, LUK: 1, Attack: 86085, Defense: 90427, Current HP: 351, A Avg: 90389, D Avg: 90427, [Fire Chariot[138, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 397: HP: 627, STR: 108, VIT: 649, SPD: 16, LUK: 1, Attack: 86077, Defense: 90427, Current HP: 627, A Avg: 90380, D Avg: 90427, [Fire Chariot[138, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 396: HP: 517, STR: 126, VIT: 649, SPD: 16, LUK: 1, Attack: 84236, Defense: 90427, Current HP: 517, A Avg: 106137, D Avg: 90427, [Serpent[144, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 395: HP: 475, STR: 396, VIT: 649, SPD: 25, LUK: 1, Attack: 86885, Defense: 90427, Current HP: 475, A Avg: 91229, D Avg: 90427, [Cuttlefish[178, 0, 0, 0], Blank Shield[244, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 394: HP: 475, STR: 412, VIT: 649, SPD: 16, LUK: 2, Attack: 86901, Defense: 90427, Current HP: 475, A Avg: 91246, D Avg: 90427, [Cuttlefish[178, 0, 0, 0], Blank Shield[244, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 393: HP: 456, STR: 777, VIT: 649, SPD: 16, LUK: 1, Attack: 87266, Defense: 90427, Current HP: 456, A Avg: 91629, D Avg: 90427, [Cuttlefish[178, 0, 0, 0], Blank Shield[244, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 392: HP: 1363, STR: 952, VIT: 649, SPD: 16, LUK: 1, Attack: 85452, Defense: 90427, Current HP: 1363, A Avg: 89724, D Avg: 90427, [Divine Dragon Sword[181, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 391: HP: 396, STR: 222, VIT: 651, SPD: 16, LUK: 2, Attack: 85775, Defense: 90429, Current HP: 396, A Avg: 90063, D Avg: 90429, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 390: HP: 228, STR: 543, VIT: 651, SPD: 16, LUK: 1, Attack: 86096, Defense: 90429, Current HP: 228, A Avg: 90400, D Avg: 90429, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 389: HP: 228, STR: 251, VIT: 651, SPD: 16, LUK: 2, Attack: 85804, Defense: 90429, Current HP: 228, A Avg: 90094, D Avg: 90429, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 388: HP: 788, STR: 595, VIT: 654, SPD: 19, LUK: 1, Attack: 86447, Defense: 90432, Current HP: 788, A Avg: 90769, D Avg: 90432, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 387: HP: 554, STR: 158, VIT: 655, SPD: 16, LUK: 1, Attack: 85124, Defense: 90433, Current HP: 554, A Avg: 107256, D Avg: 90433, [Red Shark[134, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 386: HP: 342, STR: 235, VIT: 657, SPD: 16, LUK: 1, Attack: 85073, Defense: 90435, Current HP: 342, A Avg: 89326, D Avg: 90435, [Willow Blade[157, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 385: HP: 332, STR: 243, VIT: 657, SPD: 16, LUK: 1, Attack: 85081, Defense: 90435, Current HP: 332, A Avg: 89335, D Avg: 90435, [Willow Blade[157, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
