Rank 1000: HP: 1249, STR: 691, VIT: 1434, SPD: 54, LUK: 1, Attack: 84812, Defense: 91212, Current HP: 1249, A Avg: 89052, D Avg: 91212, [Black Kirisame[130, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 518: HP: 931, STR: 352, VIT: 1773, SPD: 48, LUK: 1, Attack: 84865, Defense: 91551, Current HP: 931, A Avg: 89108, D Avg: 91551, [Maximum Iron Mass[123, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 517: HP: 921, STR: 264, VIT: 1773, SPD: 48, LUK: 1, Attack: 84777, Defense: 91551, Current HP: 921, A Avg: 89015, D Avg: 91551, [Maximum Iron Mass[123, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 516: HP: 814, STR: 225, VIT: 1786, SPD: 48, LUK: 1, Attack: 84101, Defense: 91564, Current HP: 814, A Avg: 105967, D Avg: 91564, [Tornado[111, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 515: HP: 1133, STR: 217, VIT: 1786, SPD: 48, LUK: 1, Attack: 84242, Defense: 91564, Current HP: 1133, A Avg: 106144, D Avg: 91564, [Fairy Sword[113, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 514: HP: 814, STR: 280, VIT: 1786, SPD: 48, LUK: 1, Attack: 84429, Defense: 91564, Current HP: 814, A Avg: 106380, D Avg: 91564, [Giant Tornado[114, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 513: HP: 921, STR: 163, VIT: 1786, SPD: 48, LUK: 1, Attack: 84019, Defense: 91564, Current HP: 921, A Avg: 88219, D Avg: 91564, [Emerald Sword[115, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 512: HP: 1287, STR: 155, VIT: 1786, SPD: 48, LUK: 1, Attack: 84011, Defense: 91564, Current HP: 1287, A Avg: 88211, D Avg: 91564, [Emerald Sword[115, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 511: HP: 829, STR: 225, VIT: 1786, SPD: 48, LUK: 1, Attack: 84041, Defense: 91564, Current HP: 829, A Avg: 105891, D Avg: 91564, [Hand Axe[140, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 510: HP: 836, STR: 264, VIT: 1786, SPD: 48, LUK: 1, Attack: 84257, Defense: 91564, Current HP: 836, A Avg: 106163, D Avg: 91564, [Wooden Boomerang[167, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 509: HP: 961, STR: 228, VIT: 1788, SPD: 48, LUK: 1, Attack: 84026, Defense: 91566, Current HP: 961, A Avg: 105872, D Avg: 91566, [Ninja[135, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 508: HP: 1620, STR: 1940, VIT: 1790, SPD: 57, LUK: 1, Attack: 86983, Defense: 91568, Current HP: 1620, A Avg: 91332, D Avg: 91568, [White Snake[160, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 507: HP: 773, STR: 217, VIT: 1791, SPD: 48, LUK: 1, Attack: 84119, Defense: 91569, Current HP: 773, A Avg: 88324, D Avg: 91569, [Crossed Shuriken[136, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 506: HP: 1115, STR: 209, VIT: 1791, SPD: 48, LUK: 1, Attack: 84111, Defense: 91569, Current HP: 1115, A Avg: 88316, D Avg: 91569, [Crossed Shuriken[136, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 505: HP: 831, STR: 225, VIT: 1791, SPD: 48, LUK: 1, Attack: 84231, Defense: 91569, Current HP: 831, A Avg: 106131, D Avg: 91569, [Crescent[141, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 504: HP: 1175, STR: 1976, VIT: 1792, SPD: 54, LUK: 1, Attack: 87854, Defense: 91570, Current HP: 1175, A Avg: 92246, D Avg: 91570, [God Hand[179, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 503: HP: 1133, STR: 2788, VIT: 1792, SPD: 54, LUK: 1, Attack: 88328, Defense: 91570, Current HP: 1133, A Avg: 92744, D Avg: 91570, [Zodiac[184, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 502: HP: 1748, STR: 1635, VIT: 1795, SPD: 57, LUK: 1, Attack: 87981, Defense: 91573, Current HP: 1748, A Avg: 92380, D Avg: 91573, [Progress[147, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 501: HP: 921, STR: 264, VIT: 1799, SPD: 48, LUK: 1, Attack: 84777, Defense: 91577, Current HP: 921, A Avg: 89015, D Avg: 91577, [Maximum Iron Mass[123, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 500: HP: 1287, STR: 256, VIT: 1799, SPD: 48, LUK: 1, Attack: 84769, Defense: 91577, Current HP: 1287, A Avg: 89007, D Avg: 91577, [Maximum Iron Mass[123, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 499: HP: 4294, STR: 6454, VIT: 1800, SPD: 57, LUK: 1, Attack: 92267, Defense: 91578, Current HP: 4294, A Avg: 96880, D Avg: 91578, [Spear of Regression[182, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 498: HP: 1155, STR: 326, VIT: 1812, SPD: 48, LUK: 1, Attack: 85008, Defense: 91590, Current HP: 1155, A Avg: 107110, D Avg: 91590, [Thunder Whip[143, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 497: HP: 1254, STR: 1979, VIT: 1814, SPD: 48, LUK: 1, Attack: 91888, Defense: 91592, Current HP: 1254, A Avg: 115778, D Avg: 91592, [Spectral Sword Shigure[172, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 496: HP: 1178, STR: 1536, VIT: 1825, SPD: 57, LUK: 1, Attack: 88064, Defense: 91603, Current HP: 1178, A Avg: 92467, D Avg: 91603, [Moon Knuckle[153, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 495: HP: 1159, STR: 3494, VIT: 1825, SPD: 57, LUK: 1, Attack: 89372, Defense: 91603, Current HP: 1159, A Avg: 93840, D Avg: 91603, [Blue Sword[180, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 494: HP: 1984, STR: 772, VIT: 1828, SPD: 54, LUK: 1, Attack: 85480, Defense: 91606, Current HP: 1984, A Avg: 89754, D Avg: 91606, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 493: HP: 1340, STR: 1765, VIT: 1829, SPD: 51, LUK: 1, Attack: 87099, Defense: 91607, Current HP: 1340, A Avg: 108873, D Avg: 91607, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 492: HP: 703, STR: 907, VIT: 1832, SPD: 48, LUK: 1, Attack: 86460, Defense: 91610, Current HP: 703, A Avg: 90783, D Avg: 91610, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 491: HP: 674, STR: 108, VIT: 1835, SPD: 48, LUK: 1, Attack: 84296, Defense: 91613, Current HP: 674, A Avg: 88510, D Avg: 91613, [Cagliostro[133, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 490: HP: 665, STR: 160, VIT: 1835, SPD: 48, LUK: 1, Attack: 84348, Defense: 91613, Current HP: 665, A Avg: 88565, D Avg: 91613, [Cagliostro[133, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 489: HP: 627, STR: 304, VIT: 1843, SPD: 48, LUK: 1, Attack: 84414, Defense: 91621, Current HP: 627, A Avg: 88634, D Avg: 91621, [Windmill[137, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 488: HP: 617, STR: 429, VIT: 1843, SPD: 48, LUK: 1, Attack: 84539, Defense: 91621, Current HP: 617, A Avg: 88765, D Avg: 91621, [Windmill[137, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 487: HP: 617, STR: 248, VIT: 1845, SPD: 48, LUK: 1, Attack: 84248, Defense: 91623, Current HP: 617, A Avg: 88460, D Avg: 91623, [Kirisame[129, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 486: HP: 608, STR: 256, VIT: 1845, SPD: 48, LUK: 1, Attack: 84256, Defense: 91623, Current HP: 608, A Avg: 88468, D Avg: 91623, [Kirisame[129, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 485: HP: 912, STR: 256, VIT: 1845, SPD: 48, LUK: 1, Attack: 84377, Defense: 91623, Current HP: 912, A Avg: 88595, D Avg: 91623, [Black Kirisame[130, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 484: HP: 902, STR: 264, VIT: 1845, SPD: 48, LUK: 1, Attack: 84385, Defense: 91623, Current HP: 902, A Avg: 88604, D Avg: 91623, [Black Kirisame[130, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 483: HP: 900, STR: 393, VIT: 1845, SPD: 48, LUK: 1, Attack: 86141, Defense: 91623, Current HP: 900, A Avg: 90448, D Avg: 91623, [Scythe of the Grim Reaper[148, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 482: HP: 891, STR: 401, VIT: 1845, SPD: 48, LUK: 1, Attack: 86149, Defense: 91623, Current HP: 891, A Avg: 90456, D Avg: 91623, [Scythe of the Grim Reaper[148, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 481: HP: 1984, STR: 1248, VIT: 1846, SPD: 54, LUK: 1, Attack: 87100, Defense: 91624, Current HP: 1984, A Avg: 91455, D Avg: 91624, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 480: HP: 931, STR: 1625, VIT: 1846, SPD: 48, LUK: 1, Attack: 88114, Defense: 91624, Current HP: 931, A Avg: 92519, D Avg: 91624, [Cuttlefish[178, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 479: HP: 931, STR: 352, VIT: 1848, SPD: 48, LUK: 1, Attack: 84462, Defense: 91626, Current HP: 931, A Avg: 88685, D Avg: 91626, [Serpent[144, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 478: HP: 921, STR: 264, VIT: 1848, SPD: 48, LUK: 1, Attack: 84374, Defense: 91626, Current HP: 921, A Avg: 88592, D Avg: 91626, [Serpent[144, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 477: HP: 881, STR: 169, VIT: 5961, SPD: 54, LUK: 1, Attack: 84557, Defense: 91631, Current HP: 881, A Avg: 88784, D Avg: 91631, [Encryption Key[173, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 476: HP: 4535, STR: 1546, VIT: 5961, SPD: 54, LUK: 1, Attack: 89428, Defense: 91631, Current HP: 4535, A Avg: 93899, D Avg: 91631, [Wild Card[175, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 475: HP: 881, STR: 830, VIT: 5961, SPD: 54, LUK: 1, Attack: 86474, Defense: 91631, Current HP: 881, A Avg: 90797, D Avg: 91631, [Portal Sword[176, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 474: HP: 1077, STR: 352, VIT: 1853, SPD: 48, LUK: 1, Attack: 85318, Defense: 91631, Current HP: 1077, A Avg: 89583, D Avg: 91631, [Red Shark[134, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 473: HP: 1067, STR: 360, VIT: 1853, SPD: 48, LUK: 1, Attack: 85326, Defense: 91631, Current HP: 1067, A Avg: 89592, D Avg: 91631, [Red Shark[134, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 472: HP: 1675, STR: 1106, VIT: 1854, SPD: 54, LUK: 1, Attack: 86750, Defense: 91632, Current HP: 1675, A Avg: 91087, D Avg: 91632, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 471: HP: 1177, STR: 217, VIT: 1861, SPD: 48, LUK: 1, Attack: 84073, Defense: 91639, Current HP: 1177, A Avg: 105931, D Avg: 91639, [Emerald Sword[115, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 470: HP: 665, STR: 116, VIT: 1861, SPD: 48, LUK: 1, Attack: 84304, Defense: 91639, Current HP: 665, A Avg: 88519, D Avg: 91639, [Cagliostro[133, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 469: HP: 990, STR: 108, VIT: 1861, SPD: 48, LUK: 1, Attack: 84296, Defense: 91639, Current HP: 990, A Avg: 88510, D Avg: 91639, [Cagliostro[133, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 468: HP: 1168, STR: 341, VIT: 1861, SPD: 48, LUK: 1, Attack: 84659, Defense: 91639, Current HP: 1168, A Avg: 88891, D Avg: 91639, [Ruby Knuckle[151, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 467: HP: 1159, STR: 256, VIT: 1861, SPD: 48, LUK: 1, Attack: 84574, Defense: 91639, Current HP: 1159, A Avg: 88802, D Avg: 91639, [Ruby Knuckle[151, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 466: HP: 1005, STR: 272, VIT: 1866, SPD: 48, LUK: 1, Attack: 84174, Defense: 91644, Current HP: 1005, A Avg: 106059, D Avg: 91644, [Crossed Shuriken[136, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 465: HP: 617, STR: 312, VIT: 1869, SPD: 48, LUK: 1, Attack: 84422, Defense: 91647, Current HP: 617, A Avg: 88643, D Avg: 91647, [Windmill[137, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 464: HP: 935, STR: 304, VIT: 1869, SPD: 48, LUK: 1, Attack: 84414, Defense: 91647, Current HP: 935, A Avg: 88634, D Avg: 91647, [Windmill[137, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 463: HP: 608, STR: 256, VIT: 1871, SPD: 48, LUK: 1, Attack: 84256, Defense: 91649, Current HP: 608, A Avg: 88468, D Avg: 91649, [Kirisame[129, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 462: HP: 924, STR: 248, VIT: 1871, SPD: 48, LUK: 1, Attack: 84248, Defense: 91649, Current HP: 924, A Avg: 88460, D Avg: 91649, [Kirisame[129, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 461: HP: 902, STR: 264, VIT: 1871, SPD: 48, LUK: 1, Attack: 84385, Defense: 91649, Current HP: 902, A Avg: 88604, D Avg: 91649, [Black Kirisame[130, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 460: HP: 1265, STR: 256, VIT: 1871, SPD: 48, LUK: 1, Attack: 84377, Defense: 91649, Current HP: 1265, A Avg: 88595, D Avg: 91649, [Black Kirisame[130, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 459: HP: 891, STR: 401, VIT: 1871, SPD: 48, LUK: 1, Attack: 86149, Defense: 91649, Current HP: 891, A Avg: 90456, D Avg: 91649, [Scythe of the Grim Reaper[148, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 458: HP: 1251, STR: 393, VIT: 1871, SPD: 48, LUK: 1, Attack: 86141, Defense: 91649, Current HP: 1251, A Avg: 90448, D Avg: 91649, [Scythe of the Grim Reaper[148, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 457: HP: 1177, STR: 318, VIT: 1874, SPD: 48, LUK: 1, Attack: 84831, Defense: 91652, Current HP: 1177, A Avg: 106887, D Avg: 91652, [Maximum Iron Mass[123, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 456: HP: 921, STR: 264, VIT: 1874, SPD: 48, LUK: 1, Attack: 84374, Defense: 91652, Current HP: 921, A Avg: 88592, D Avg: 91652, [Serpent[144, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 455: HP: 1287, STR: 256, VIT: 1874, SPD: 48, LUK: 1, Attack: 84366, Defense: 91652, Current HP: 1287, A Avg: 88584, D Avg: 91652, [Serpent[144, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 454: HP: 1067, STR: 360, VIT: 1879, SPD: 48, LUK: 1, Attack: 85326, Defense: 91657, Current HP: 1067, A Avg: 89592, D Avg: 91657, [Red Shark[134, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 453: HP: 1456, STR: 352, VIT: 1879, SPD: 48, LUK: 1, Attack: 85318, Defense: 91657, Current HP: 1456, A Avg: 89583, D Avg: 91657, [Red Shark[134, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 452: HP: 2289, STR: 1504, VIT: 5992, SPD: 48, LUK: 1, Attack: 89332, Defense: 91662, Current HP: 2289, A Avg: 93798, D Avg: 91662, [Stargazer[183, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 451: HP: 2280, STR: 1513, VIT: 5992, SPD: 48, LUK: 1, Attack: 89341, Defense: 91662, Current HP: 2280, A Avg: 93808, D Avg: 91662, [Stargazer[183, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 450: HP: 1159, STR: 256, VIT: 1887, SPD: 48, LUK: 1, Attack: 84574, Defense: 91665, Current HP: 1159, A Avg: 88802, D Avg: 91665, [Ruby Knuckle[151, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 449: HP: 1562, STR: 248, VIT: 1887, SPD: 48, LUK: 1, Attack: 84566, Defense: 91665, Current HP: 1562, A Avg: 88794, D Avg: 91665, [Ruby Knuckle[151, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 448: HP: 912, STR: 528, VIT: 1887, SPD: 48, LUK: 1, Attack: 85262, Defense: 91665, Current HP: 912, A Avg: 89525, D Avg: 91665, [Irruption[154, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 447: HP: 902, STR: 536, VIT: 1887, SPD: 48, LUK: 1, Attack: 85270, Defense: 91665, Current HP: 902, A Avg: 89533, D Avg: 91665, [Irruption[154, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 446: HP: 923, STR: 1850, VIT: 1897, SPD: 54, LUK: 1, Attack: 86638, Defense: 91675, Current HP: 923, A Avg: 90969, D Avg: 91675, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 445: HP: 640, STR: 1050, VIT: 1898, SPD: 51, LUK: 1, Attack: 86603, Defense: 91676, Current HP: 640, A Avg: 108253, D Avg: 91676, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 444: HP: 881, STR: 160, VIT: 1901, SPD: 54, LUK: 1, Attack: 83886, Defense: 91679, Current HP: 881, A Avg: 88080, D Avg: 91679, [Wooden Stick[101, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 443: HP: 881, STR: 160, VIT: 1901, SPD: 54, LUK: 1, Attack: 83925, Defense: 91679, Current HP: 881, A Avg: 88121, D Avg: 91679, [Club[102, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 442: HP: 881, STR: 165, VIT: 1901, SPD: 54, LUK: 1, Attack: 83937, Defense: 91679, Current HP: 881, A Avg: 88133, D Avg: 91679, [Short Sword[103, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 441: HP: 881, STR: 221, VIT: 1901, SPD: 54, LUK: 1, Attack: 84032, Defense: 91679, Current HP: 881, A Avg: 88233, D Avg: 91679, [Long Sword[104, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 440: HP: 881, STR: 264, VIT: 1901, SPD: 54, LUK: 1, Attack: 84036, Defense: 91679, Current HP: 881, A Avg: 88237, D Avg: 91679, [Wasp Knife[105, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 439: HP: 881, STR: 212, VIT: 1901, SPD: 54, LUK: 1, Attack: 84036, Defense: 91679, Current HP: 881, A Avg: 88237, D Avg: 91679, [Stun Knuckle[106, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 438: HP: 881, STR: 273, VIT: 1901, SPD: 54, LUK: 1, Attack: 84116, Defense: 91679, Current HP: 881, A Avg: 88321, D Avg: 91679, [Battle Scythe[107, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 437: HP: 902, STR: 273, VIT: 1901, SPD: 54, LUK: 1, Attack: 84162, Defense: 91679, Current HP: 902, A Avg: 88370, D Avg: 91679, [Iron Lumps[108, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 436: HP: 881, STR: 160, VIT: 1901, SPD: 54, LUK: 1, Attack: 83928, Defense: 91679, Current HP: 881, A Avg: 88124, D Avg: 91679, [Decorative Swords[109, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 435: HP: 881, STR: 291, VIT: 1901, SPD: 54, LUK: 1, Attack: 84414, Defense: 91679, Current HP: 881, A Avg: 88634, D Avg: 91679, [Pinpoint[112, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 434: HP: 902, STR: 325, VIT: 1901, SPD: 54, LUK: 1, Attack: 84331, Defense: 91679, Current HP: 902, A Avg: 88547, D Avg: 91679, [Great Iron Mass[122, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 433: HP: 892, STR: 212, VIT: 1901, SPD: 54, LUK: 1, Attack: 84205, Defense: 91679, Current HP: 892, A Avg: 88415, D Avg: 91679, [Sword of Wood[124, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 432: HP: 1207, STR: 387, VIT: 1901, SPD: 54, LUK: 1, Attack: 84575, Defense: 91679, Current HP: 1207, A Avg: 88803, D Avg: 91679, [Sword of the Spirit Tree[125, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 431: HP: 892, STR: 273, VIT: 1901, SPD: 54, LUK: 1, Attack: 84272, Defense: 91679, Current HP: 892, A Avg: 88485, D Avg: 91679, [Greatsword[127, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 430: HP: 1203, STR: 331, VIT: 1901, SPD: 54, LUK: 1, Attack: 84753, Defense: 91679, Current HP: 1203, A Avg: 88990, D Avg: 91679, [Dreaming Sword[128, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 429: HP: 902, STR: 178, VIT: 1901, SPD: 54, LUK: 1, Attack: 83953, Defense: 91679, Current HP: 902, A Avg: 88150, D Avg: 91679, [Peacemaker[131, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 428: HP: 944, STR: 160, VIT: 1901, SPD: 54, LUK: 1, Attack: 84062, Defense: 91679, Current HP: 944, A Avg: 88265, D Avg: 91679, [Daydream[132, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 427: HP: 1700, STR: 421, VIT: 1901, SPD: 54, LUK: 1, Attack: 86104, Defense: 91679, Current HP: 1700, A Avg: 90409, D Avg: 91679, [Dancing[155, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 426: HP: 881, STR: 752, VIT: 1901, SPD: 54, LUK: 1, Attack: 85408, Defense: 91679, Current HP: 881, A Avg: 89678, D Avg: 91679, [Penetra[161, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 425: HP: 881, STR: 160, VIT: 1901, SPD: 54, LUK: 1, Attack: 85001, Defense: 91679, Current HP: 881, A Avg: 89251, D Avg: 91679, [Grand Slam[163, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 424: HP: 1091, STR: 160, VIT: 1901, SPD: 54, LUK: 1, Attack: 85128, Defense: 91679, Current HP: 1091, A Avg: 89384, D Avg: 91679, [Cluster Bomb[170, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 423: HP: 1511, STR: 160, VIT: 1901, SPD: 54, LUK: 1, Attack: 92346, Defense: 91679, Current HP: 1511, A Avg: 96963, D Avg: 91679, [Big Bang[171, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 422: HP: 4535, STR: 160, VIT: 1901, SPD: 54, LUK: 1, Attack: 85213, Defense: 91679, Current HP: 4535, A Avg: 89473, D Avg: 91679, [Common Key[174, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 421: HP: 1511, STR: 160, VIT: 1901, SPD: 54, LUK: 1, Attack: 86402, Defense: 91679, Current HP: 1511, A Avg: 90722, D Avg: 91679, [Droid Hammer[177, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
