Rank 1000: HP: 2248, STR: 612, VIT: 6949, SPD: 80, LUK: 1, Attack: 85578, Defense: 92619, Current HP: 2248, A Avg: 89856, D Avg: 92619, [Red Shark[134, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 497: HP: 2078, STR: 1400, VIT: 6266, SPD: 90, LUK: 1, Attack: 87889, Defense: 93054, Current HP: 2078, A Avg: 92283, D Avg: 93054, [Cuttlefish[178, 0, 0, 0], Golem Shield[245, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 496: HP: 3448, STR: 2779, VIT: 3278, SPD: 95, LUK: 1, Attack: 88631, Defense: 93056, Current HP: 3448, A Avg: 93062, D Avg: 93056, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 495: HP: 1815, STR: 942, VIT: 3288, SPD: 80, LUK: 1, Attack: 85676, Defense: 93066, Current HP: 1815, A Avg: 107951, D Avg: 93066, [Irruption[154, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 494: HP: 2166, STR: 520, VIT: 7420, SPD: 80, LUK: 1, Attack: 84708, Defense: 93090, Current HP: 2166, A Avg: 88943, D Avg: 93090, [Cagliostro[133, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 493: HP: 3055, STR: 2594, VIT: 3316, SPD: 95, LUK: 1, Attack: 88238, Defense: 93094, Current HP: 3055, A Avg: 92649, D Avg: 93094, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 492: HP: 2118, STR: 863, VIT: 7428, SPD: 80, LUK: 1, Attack: 84973, Defense: 93098, Current HP: 2118, A Avg: 89221, D Avg: 93098, [Windmill[137, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 491: HP: 2489, STR: 3863, VIT: 3320, SPD: 80, LUK: 1, Attack: 93772, Defense: 93098, Current HP: 2489, A Avg: 98460, D Avg: 93098, [Spectral Sword Shigure[172, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 490: HP: 2109, STR: 1041, VIT: 7430, SPD: 80, LUK: 1, Attack: 85041, Defense: 93100, Current HP: 2109, A Avg: 89293, D Avg: 93100, [Kirisame[129, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 489: HP: 2593, STR: 1053, VIT: 7430, SPD: 80, LUK: 1, Attack: 85174, Defense: 93100, Current HP: 2593, A Avg: 89432, D Avg: 93100, [Black Kirisame[130, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 488: HP: 2582, STR: 1389, VIT: 7430, SPD: 80, LUK: 1, Attack: 87137, Defense: 93100, Current HP: 2582, A Avg: 91493, D Avg: 93100, [Scythe of the Grim Reaper[148, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 487: HP: 1725, STR: 940, VIT: 7433, SPD: 80, LUK: 1, Attack: 85983, Defense: 93103, Current HP: 1725, A Avg: 90282, D Avg: 93103, [White Snake[160, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 486: HP: 1715, STR: 703, VIT: 7433, SPD: 80, LUK: 1, Attack: 85746, Defense: 93103, Current HP: 1715, A Avg: 90033, D Avg: 93103, [White Snake[160, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 485: HP: 2612, STR: 778, VIT: 7433, SPD: 80, LUK: 1, Attack: 84888, Defense: 93103, Current HP: 2612, A Avg: 89132, D Avg: 93103, [Serpent[144, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 484: HP: 2872, STR: 1283, VIT: 7438, SPD: 80, LUK: 1, Attack: 86249, Defense: 93108, Current HP: 2872, A Avg: 90561, D Avg: 93108, [Red Shark[134, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 483: HP: 1966, STR: 1285, VIT: 7441, SPD: 80, LUK: 1, Attack: 87631, Defense: 93111, Current HP: 1966, A Avg: 92012, D Avg: 93111, [Progress[147, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 482: HP: 1957, STR: 958, VIT: 7441, SPD: 80, LUK: 1, Attack: 87304, Defense: 93111, Current HP: 1957, A Avg: 91669, D Avg: 93111, [Progress[147, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 481: HP: 1815, STR: 1234, VIT: 7441, SPD: 80, LUK: 1, Attack: 86072, Defense: 93111, Current HP: 1815, A Avg: 108450, D Avg: 93111, [Willow Blade[157, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 480: HP: 3003, STR: 1033, VIT: 7441, SPD: 80, LUK: 1, Attack: 85956, Defense: 93111, Current HP: 3003, A Avg: 108304, D Avg: 93111, [Pangaea[164, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 479: HP: 2498, STR: 2970, VIT: 3335, SPD: 90, LUK: 1, Attack: 88304, Defense: 93113, Current HP: 2498, A Avg: 92719, D Avg: 93113, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 478: HP: 3040, STR: 770, VIT: 7446, SPD: 80, LUK: 1, Attack: 85088, Defense: 93116, Current HP: 3040, A Avg: 89342, D Avg: 93116, [Ruby Knuckle[151, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 477: HP: 7084, STR: 3233, VIT: 7446, SPD: 80, LUK: 1, Attack: 89046, Defense: 93116, Current HP: 7084, A Avg: 112197, D Avg: 93116, [Spear of Regression[182, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 476: HP: 1482, STR: 494, VIT: 3338, SPD: 80, LUK: 1, Attack: 84435, Defense: 93116, Current HP: 1482, A Avg: 88656, D Avg: 93116, [Rusty Knife[156, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 475: HP: 1472, STR: 502, VIT: 3338, SPD: 80, LUK: 1, Attack: 84443, Defense: 93116, Current HP: 1472, A Avg: 88665, D Avg: 93116, [Rusty Knife[156, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 474: HP: 2109, STR: 792, VIT: 3343, SPD: 80, LUK: 1, Attack: 84668, Defense: 93121, Current HP: 2109, A Avg: 88901, D Avg: 93121, [Tornado[111, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 473: HP: 2574, STR: 781, VIT: 3343, SPD: 80, LUK: 1, Attack: 84806, Defense: 93121, Current HP: 2574, A Avg: 89046, D Avg: 93121, [Fairy Sword[113, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 472: HP: 2109, STR: 910, VIT: 3343, SPD: 80, LUK: 1, Attack: 85059, Defense: 93121, Current HP: 2109, A Avg: 89311, D Avg: 93121, [Giant Tornado[114, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 471: HP: 2122, STR: 576, VIT: 3343, SPD: 80, LUK: 1, Attack: 84392, Defense: 93121, Current HP: 2122, A Avg: 88611, D Avg: 93121, [Hand Axe[140, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 470: HP: 2128, STR: 646, VIT: 3343, SPD: 80, LUK: 1, Attack: 84639, Defense: 93121, Current HP: 2128, A Avg: 88870, D Avg: 93121, [Wooden Boomerang[167, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 469: HP: 2312, STR: 579, VIT: 3346, SPD: 80, LUK: 1, Attack: 84377, Defense: 93124, Current HP: 2312, A Avg: 88595, D Avg: 93124, [Ninja[135, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 468: HP: 2124, STR: 792, VIT: 3348, SPD: 80, LUK: 1, Attack: 84798, Defense: 93126, Current HP: 2124, A Avg: 89037, D Avg: 93126, [Crescent[141, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 467: HP: 1715, STR: 703, VIT: 7459, SPD: 80, LUK: 1, Attack: 85746, Defense: 93129, Current HP: 1715, A Avg: 90033, D Avg: 93129, [White Snake[160, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 466: HP: 2206, STR: 695, VIT: 7459, SPD: 80, LUK: 1, Attack: 85738, Defense: 93129, Current HP: 2206, A Avg: 90024, D Avg: 93129, [White Snake[160, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 465: HP: 1858, STR: 372, VIT: 3351, SPD: 90, LUK: 1, Attack: 84228, Defense: 93129, Current HP: 1858, A Avg: 88439, D Avg: 93129, [Emerald Sword[115, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 464: HP: 1610, STR: 469, VIT: 3357, SPD: 90, LUK: 1, Attack: 84371, Defense: 93135, Current HP: 1610, A Avg: 88589, D Avg: 93135, [Crossed Shuriken[136, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 463: HP: 1957, STR: 958, VIT: 7467, SPD: 80, LUK: 1, Attack: 87304, Defense: 93137, Current HP: 1957, A Avg: 91669, D Avg: 93137, [Progress[147, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 462: HP: 2486, STR: 950, VIT: 7467, SPD: 80, LUK: 1, Attack: 87296, Defense: 93137, Current HP: 2486, A Avg: 91660, D Avg: 93137, [Progress[147, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 461: HP: 1903, STR: 717, VIT: 7467, SPD: 80, LUK: 1, Attack: 86049, Defense: 93137, Current HP: 1903, A Avg: 108421, D Avg: 93137, [Tower[149, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 460: HP: 1858, STR: 393, VIT: 7467, SPD: 90, LUK: 1, Attack: 84249, Defense: 93137, Current HP: 1858, A Avg: 88461, D Avg: 93137, [Emerald Sword[115, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 459: HP: 2593, STR: 1674, VIT: 7472, SPD: 80, LUK: 1, Attack: 86408, Defense: 93142, Current HP: 2593, A Avg: 90728, D Avg: 93142, [Irruption[154, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 458: HP: 1482, STR: 424, VIT: 3364, SPD: 80, LUK: 1, Attack: 85899, Defense: 93142, Current HP: 1482, A Avg: 90193, D Avg: 93142, [Elemental[121, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 457: HP: 1472, STR: 432, VIT: 3364, SPD: 80, LUK: 1, Attack: 85907, Defense: 93142, Current HP: 1472, A Avg: 90202, D Avg: 93142, [Elemental[121, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 456: HP: 1947, STR: 820, VIT: 3364, SPD: 80, LUK: 1, Attack: 85470, Defense: 93142, Current HP: 1947, A Avg: 89743, D Avg: 93142, [Diamond Knuckle[152, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 455: HP: 1938, STR: 604, VIT: 3364, SPD: 80, LUK: 1, Attack: 85254, Defense: 93142, Current HP: 1938, A Avg: 89516, D Avg: 93142, [Diamond Knuckle[152, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 454: HP: 1472, STR: 690, VIT: 3364, SPD: 80, LUK: 1, Attack: 84631, Defense: 93142, Current HP: 1472, A Avg: 88862, D Avg: 93142, [Rusty Knife[156, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 453: HP: 1925, STR: 494, VIT: 3364, SPD: 80, LUK: 1, Attack: 84435, Defense: 93142, Current HP: 1925, A Avg: 88656, D Avg: 93142, [Rusty Knife[156, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 452: HP: 1610, STR: 495, VIT: 7473, SPD: 90, LUK: 1, Attack: 84397, Defense: 93143, Current HP: 1610, A Avg: 88616, D Avg: 93143, [Crossed Shuriken[136, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 451: HP: 1858, STR: 558, VIT: 3365, SPD: 90, LUK: 1, Attack: 85071, Defense: 93143, Current HP: 1858, A Avg: 89324, D Avg: 93143, [Maximum Iron Mass[123, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 450: HP: 997, STR: 897, VIT: 3369, SPD: 80, LUK: 1, Attack: 85735, Defense: 93147, Current HP: 997, A Avg: 90021, D Avg: 93147, [Classic[168, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 449: HP: 988, STR: 1811, VIT: 3369, SPD: 80, LUK: 1, Attack: 86649, Defense: 93147, Current HP: 988, A Avg: 90981, D Avg: 93147, [Classic[168, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 448: HP: 2593, STR: 740, VIT: 3369, SPD: 80, LUK: 1, Attack: 85422, Defense: 93147, Current HP: 2593, A Avg: 89693, D Avg: 93147, [Thunder Whip[143, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 447: HP: 1858, STR: 589, VIT: 7481, SPD: 90, LUK: 1, Attack: 85102, Defense: 93151, Current HP: 1858, A Avg: 89357, D Avg: 93151, [Maximum Iron Mass[123, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 446: HP: 1343, STR: 1948, VIT: 3373, SPD: 90, LUK: 1, Attack: 87501, Defense: 93151, Current HP: 1343, A Avg: 91876, D Avg: 93151, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 445: HP: 1751, STR: 587, VIT: 3374, SPD: 80, LUK: 1, Attack: 84697, Defense: 93152, Current HP: 1751, A Avg: 106718, D Avg: 93152, [Dragon Killer[139, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 444: HP: 1815, STR: 590, VIT: 3374, SPD: 80, LUK: 1, Attack: 85103, Defense: 93152, Current HP: 1815, A Avg: 107229, D Avg: 93152, [Volcano[142, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 443: HP: 1837, STR: 587, VIT: 3377, SPD: 80, LUK: 1, Attack: 86556, Defense: 93155, Current HP: 1837, A Avg: 109060, D Avg: 93155, [Fire Chariot[138, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 442: HP: 1919, STR: 3598, VIT: 3387, SPD: 95, LUK: 1, Attack: 88386, Defense: 93165, Current HP: 1919, A Avg: 92805, D Avg: 93165, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 441: HP: 1472, STR: 864, VIT: 3390, SPD: 80, LUK: 1, Attack: 86339, Defense: 93168, Current HP: 1472, A Avg: 90655, D Avg: 93168, [Elemental[121, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 440: HP: 1925, STR: 424, VIT: 3390, SPD: 80, LUK: 1, Attack: 85899, Defense: 93168, Current HP: 1925, A Avg: 90193, D Avg: 93168, [Elemental[121, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 439: HP: 2354, STR: 753, VIT: 3390, SPD: 80, LUK: 1, Attack: 85851, Defense: 93168, Current HP: 2354, A Avg: 108172, D Avg: 93168, [Yggdrasil[126, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 438: HP: 1815, STR: 680, VIT: 3390, SPD: 80, LUK: 1, Attack: 85505, Defense: 93168, Current HP: 1815, A Avg: 107736, D Avg: 93168, [Kraken[145, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 437: HP: 1881, STR: 588, VIT: 3390, SPD: 80, LUK: 1, Attack: 85400, Defense: 93168, Current HP: 1881, A Avg: 107604, D Avg: 93168, [Granada[150, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 436: HP: 1938, STR: 604, VIT: 3390, SPD: 80, LUK: 1, Attack: 85254, Defense: 93168, Current HP: 1938, A Avg: 89516, D Avg: 93168, [Diamond Knuckle[152, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 435: HP: 2464, STR: 596, VIT: 3390, SPD: 80, LUK: 1, Attack: 85246, Defense: 93168, Current HP: 2464, A Avg: 89508, D Avg: 93168, [Diamond Knuckle[152, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 434: HP: 1472, STR: 94, VIT: 6382, SPD: 80, LUK: 1, Attack: 84482, Defense: 93170, Current HP: 1472, A Avg: 88706, D Avg: 93170, [Encryption Key[173, 0, 0, 0], Golem Shield[245, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 433: HP: 1463, STR: 140, VIT: 6382, SPD: 80, LUK: 1, Attack: 84528, Defense: 93170, Current HP: 1463, A Avg: 88754, D Avg: 93170, [Encryption Key[173, 0, 0, 0], Golem Shield[245, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 432: HP: 7058, STR: 2054, VIT: 6382, SPD: 80, LUK: 1, Attack: 89936, Defense: 93170, Current HP: 7058, A Avg: 94432, D Avg: 93170, [Wild Card[175, 0, 0, 0], Golem Shield[245, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 431: HP: 7049, STR: 2835, VIT: 6382, SPD: 80, LUK: 1, Attack: 90717, Defense: 93170, Current HP: 7049, A Avg: 95252, D Avg: 93170, [Wild Card[175, 0, 0, 0], Golem Shield[245, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 430: HP: 1472, STR: 1035, VIT: 6382, SPD: 80, LUK: 1, Attack: 86679, Defense: 93170, Current HP: 1472, A Avg: 91012, D Avg: 93170, [Portal Sword[176, 0, 0, 0], Golem Shield[245, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 429: HP: 1463, STR: 1043, VIT: 6382, SPD: 80, LUK: 1, Attack: 86687, Defense: 93170, Current HP: 1463, A Avg: 91021, D Avg: 93170, [Portal Sword[176, 0, 0, 0], Golem Shield[245, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 428: HP: 2030, STR: 596, VIT: 3395, SPD: 80, LUK: 1, Attack: 84628, Defense: 93173, Current HP: 2030, A Avg: 106631, D Avg: 93173, [Alucard[146, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 427: HP: 988, STR: 905, VIT: 3395, SPD: 80, LUK: 1, Attack: 85743, Defense: 93173, Current HP: 988, A Avg: 90030, D Avg: 93173, [Classic[168, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 426: HP: 1364, STR: 897, VIT: 3395, SPD: 80, LUK: 1, Attack: 85735, Defense: 93173, Current HP: 1364, A Avg: 90021, D Avg: 93173, [Classic[168, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 425: HP: 1463, STR: 102, VIT: 6409, SPD: 80, LUK: 1, Attack: 84490, Defense: 93197, Current HP: 1463, A Avg: 88714, D Avg: 93197, [Encryption Key[173, 0, 0, 0], Golem Shield[245, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 424: HP: 1914, STR: 94, VIT: 6409, SPD: 80, LUK: 1, Attack: 84482, Defense: 93197, Current HP: 1914, A Avg: 88706, D Avg: 93197, [Encryption Key[173, 0, 0, 0], Golem Shield[245, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 423: HP: 7049, STR: 2062, VIT: 6409, SPD: 80, LUK: 1, Attack: 89944, Defense: 93197, Current HP: 7049, A Avg: 94441, D Avg: 93197, [Wild Card[175, 0, 0, 0], Golem Shield[245, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 422: HP: 8382, STR: 2054, VIT: 6409, SPD: 80, LUK: 1, Attack: 89936, Defense: 93197, Current HP: 8382, A Avg: 94432, D Avg: 93197, [Wild Card[175, 0, 0, 0], Golem Shield[245, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 421: HP: 1463, STR: 1434, VIT: 6409, SPD: 80, LUK: 1, Attack: 87078, Defense: 93197, Current HP: 1463, A Avg: 91431, D Avg: 93197, [Portal Sword[176, 0, 0, 0], Golem Shield[245, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 420: HP: 1914, STR: 1035, VIT: 6409, SPD: 80, LUK: 1, Attack: 86679, Defense: 93197, Current HP: 1914, A Avg: 91012, D Avg: 93197, [Portal Sword[176, 0, 0, 0], Golem Shield[245, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 419: HP: 1083, STR: 205, VIT: 3419, SPD: 80, LUK: 1, Attack: 84593, Defense: 93197, Current HP: 1083, A Avg: 88822, D Avg: 93197, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 418: HP: 6669, STR: 3390, VIT: 3419, SPD: 80, LUK: 1, Attack: 91272, Defense: 93197, Current HP: 6669, A Avg: 95835, D Avg: 93197, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 417: HP: 1083, STR: 2134, VIT: 3419, SPD: 80, LUK: 1, Attack: 87778, Defense: 93197, Current HP: 1083, A Avg: 92166, D Avg: 93197, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 416: HP: 1595, STR: 2450, VIT: 3425, SPD: 90, LUK: 1, Attack: 88939, Defense: 93203, Current HP: 1595, A Avg: 93385, D Avg: 93203, [Cuttlefish[178, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 415: HP: 1016, STR: 1106, VIT: 7542, SPD: 80, LUK: 1, Attack: 87634, Defense: 93212, Current HP: 1016, A Avg: 92015, D Avg: 93212, [Moon Knuckle[153, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 414: HP: 1007, STR: 826, VIT: 7542, SPD: 80, LUK: 1, Attack: 87354, Defense: 93212, Current HP: 1007, A Avg: 91721, D Avg: 93212, [Moon Knuckle[153, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 413: HP: 997, STR: 3015, VIT: 7542, SPD: 80, LUK: 1, Attack: 88893, Defense: 93212, Current HP: 997, A Avg: 93337, D Avg: 93212, [Blue Sword[180, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 412: HP: 988, STR: 3024, VIT: 7542, SPD: 80, LUK: 1, Attack: 88902, Defense: 93212, Current HP: 988, A Avg: 93347, D Avg: 93212, [Blue Sword[180, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 411: HP: 2679, STR: 606, VIT: 5647, SPD: 80, LUK: 1, Attack: 84994, Defense: 93215, Current HP: 2679, A Avg: 89243, D Avg: 93215, [Encryption Key[173, 0, 0, 0], Storm Wall[242, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 410: HP: 8265, STR: 2689, VIT: 5647, SPD: 80, LUK: 1, Attack: 90571, Defense: 93215, Current HP: 8265, A Avg: 95099, D Avg: 93215, [Wild Card[175, 0, 0, 0], Storm Wall[242, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 409: HP: 2679, STR: 1606, VIT: 5647, SPD: 80, LUK: 1, Attack: 87250, Defense: 93215, Current HP: 2679, A Avg: 91612, D Avg: 93215, [Portal Sword[176, 0, 0, 0], Storm Wall[242, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 408: HP: 2538, STR: 860, VIT: 7558, SPD: 80, LUK: 1, Attack: 84970, Defense: 93228, Current HP: 2538, A Avg: 89218, D Avg: 93228, [Dragon Killer[139, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 407: HP: 2593, STR: 1168, VIT: 7558, SPD: 80, LUK: 1, Attack: 85681, Defense: 93228, Current HP: 2593, A Avg: 89965, D Avg: 93228, [Volcano[142, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 406: HP: 2612, STR: 860, VIT: 7560, SPD: 80, LUK: 1, Attack: 86829, Defense: 93230, Current HP: 2612, A Avg: 91170, D Avg: 93230, [Fire Chariot[138, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 405: HP: 1007, STR: 826, VIT: 7568, SPD: 80, LUK: 1, Attack: 87354, Defense: 93238, Current HP: 1007, A Avg: 91721, D Avg: 93238, [Moon Knuckle[153, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 404: HP: 1386, STR: 817, VIT: 7568, SPD: 80, LUK: 1, Attack: 87345, Defense: 93238, Current HP: 1386, A Avg: 91712, D Avg: 93238, [Moon Knuckle[153, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 403: HP: 988, STR: 3024, VIT: 7568, SPD: 80, LUK: 1, Attack: 88902, Defense: 93238, Current HP: 988, A Avg: 93347, D Avg: 93238, [Blue Sword[180, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 402: HP: 1364, STR: 3015, VIT: 7568, SPD: 80, LUK: 1, Attack: 88893, Defense: 93238, Current HP: 1364, A Avg: 93337, D Avg: 93238, [Blue Sword[180, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 401: HP: 3059, STR: 1403, VIT: 7573, SPD: 80, LUK: 1, Attack: 86501, Defense: 93243, Current HP: 3059, A Avg: 90826, D Avg: 93243, [Yggdrasil[126, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
