Rank 1000: HP: 1396, STR: 484, VIT: 418243, SPD: 36, LUK: 1, Attack: 85407, Defense: 502106, Current HP: 1396, A Avg: 89677, D Avg: 502106, [Pangaea[164, 330, 330, 330], Titanium Shield[205, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 468: HP: 1102, STR: 489, VIT: 418597, SPD: 36, LUK: 1, Attack: 84388, Defense: 503591, Current HP: 1102, A Avg: 88607, D Avg: 503591, [Sylph[119, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 467: HP: 1102, STR: 489, VIT: 418597, SPD: 36, LUK: 1, Attack: 84415, Defense: 503591, Current HP: 1102, A Avg: 88635, D Avg: 503591, [Gnome[120, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 466: HP: 1721, STR: 633, VIT: 418733, SPD: 36, LUK: 1, Attack: 86485, Defense: 503597, Current HP: 1721, A Avg: 90809, D Avg: 503597, [Santoku[159, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 465: HP: 1102, STR: 504, VIT: 418632, SPD: 36, LUK: 1, Attack: 85238, Defense: 503600, Current HP: 1102, A Avg: 89499, D Avg: 503600, [Irruption[154, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 464: HP: 1133, STR: 448, VIT: 418612, SPD: 36, LUK: 1, Attack: 88615, Defense: 503606, Current HP: 1133, A Avg: 93045, D Avg: 503606, [Basic[169, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 463: HP: 1104, STR: 320, VIT: 418641, SPD: 36, LUK: 1, Attack: 84430, Defense: 503609, Current HP: 1104, A Avg: 88651, D Avg: 503609, [Dragon Killer[139, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 462: HP: 1102, STR: 324, VIT: 418641, SPD: 36, LUK: 1, Attack: 84837, Defense: 503609, Current HP: 1102, A Avg: 89078, D Avg: 503609, [Volcano[142, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 461: HP: 1123, STR: 320, VIT: 418644, SPD: 36, LUK: 1, Attack: 86289, Defense: 503612, Current HP: 1123, A Avg: 90603, D Avg: 503612, [Fire Chariot[138, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 460: HP: 1136, STR: 442, VIT: 418777, SPD: 36, LUK: 1, Attack: 85774, Defense: 503615, Current HP: 1136, A Avg: 90062, D Avg: 503615, [Tower[149, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 459: HP: 1091, STR: 498, VIT: 418623, SPD: 36, LUK: 1, Attack: 84374, Defense: 503617, Current HP: 1091, A Avg: 88592, D Avg: 503617, [Tornado[111, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 458: HP: 1291, STR: 489, VIT: 418623, SPD: 36, LUK: 1, Attack: 84514, Defense: 503617, Current HP: 1291, A Avg: 88739, D Avg: 503617, [Fairy Sword[113, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 457: HP: 1091, STR: 541, VIT: 418623, SPD: 36, LUK: 1, Attack: 84690, Defense: 503617, Current HP: 1091, A Avg: 88924, D Avg: 503617, [Giant Tornado[114, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 456: HP: 1106, STR: 498, VIT: 418623, SPD: 36, LUK: 1, Attack: 84314, Defense: 503617, Current HP: 1106, A Avg: 88529, D Avg: 503617, [Hand Axe[140, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 455: HP: 1112, STR: 523, VIT: 418623, SPD: 36, LUK: 1, Attack: 84516, Defense: 503617, Current HP: 1112, A Avg: 88741, D Avg: 503617, [Wooden Boomerang[167, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 454: HP: 1190, STR: 502, VIT: 418626, SPD: 36, LUK: 1, Attack: 84300, Defense: 503620, Current HP: 1190, A Avg: 88515, D Avg: 503620, [Ninja[135, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 453: HP: 976, STR: 930, VIT: 418757, SPD: 36, LUK: 1, Attack: 85718, Defense: 503621, Current HP: 976, A Avg: 90003, D Avg: 503621, [Pulse Knife[165, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 452: HP: 1108, STR: 498, VIT: 418629, SPD: 36, LUK: 1, Attack: 84504, Defense: 503623, Current HP: 1108, A Avg: 88729, D Avg: 503623, [Crescent[141, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 451: HP: 1301, STR: 399, VIT: 418658, SPD: 36, LUK: 1, Attack: 85497, Defense: 503626, Current HP: 1301, A Avg: 89771, D Avg: 503626, [Yggdrasil[126, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 450: HP: 1102, STR: 370, VIT: 418658, SPD: 36, LUK: 1, Attack: 85195, Defense: 503626, Current HP: 1102, A Avg: 89454, D Avg: 503626, [Kraken[145, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 449: HP: 1165, STR: 322, VIT: 418658, SPD: 36, LUK: 1, Attack: 85134, Defense: 503626, Current HP: 1165, A Avg: 89390, D Avg: 503626, [Granada[150, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 448: HP: 1182, STR: 331, VIT: 418664, SPD: 36, LUK: 1, Attack: 84363, Defense: 503632, Current HP: 1182, A Avg: 88581, D Avg: 503632, [Alucard[146, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 447: HP: 1312, STR: 576, VIT: 418652, SPD: 36, LUK: 1, Attack: 85258, Defense: 503646, Current HP: 1312, A Avg: 89520, D Avg: 503646, [Thunder Whip[143, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 446: HP: 2303, STR: 1251, VIT: 419708, SPD: 36, LUK: 1, Attack: 89079, Defense: 503649, Current HP: 2303, A Avg: 93532, D Avg: 503649, [Stargazer[183, 330, 330, 330], Dragon's Scales[215, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 445: HP: 1102, STR: 322, VIT: 418684, SPD: 36, LUK: 1, Attack: 84263, Defense: 503652, Current HP: 1102, A Avg: 88476, D Avg: 503652, [Rusty Knife[156, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 444: HP: 1194, STR: 471, VIT: 418823, SPD: 36, LUK: 1, Attack: 85514, Defense: 503661, Current HP: 1194, A Avg: 89789, D Avg: 503661, [White Snake[160, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 443: HP: 1272, STR: 579, VIT: 418832, SPD: 36, LUK: 1, Attack: 86925, Defense: 503670, Current HP: 1272, A Avg: 91271, D Avg: 503670, [Progress[147, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 442: HP: 1333, STR: 489, VIT: 418678, SPD: 36, LUK: 1, Attack: 84345, Defense: 503672, Current HP: 1333, A Avg: 88562, D Avg: 503672, [Emerald Sword[115, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 441: HP: 1211, STR: 532, VIT: 418684, SPD: 36, LUK: 1, Attack: 84434, Defense: 503678, Current HP: 1211, A Avg: 88655, D Avg: 503678, [Crossed Shuriken[136, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 440: HP: 1511, STR: 2201, VIT: 418684, SPD: 36, LUK: 1, Attack: 92110, Defense: 503678, Current HP: 1511, A Avg: 96715, D Avg: 503678, [Spectral Sword Shigure[172, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 439: HP: 1102, STR: 297, VIT: 418713, SPD: 36, LUK: 1, Attack: 85772, Defense: 503681, Current HP: 1102, A Avg: 90060, D Avg: 503681, [Elemental[121, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 438: HP: 1301, STR: 383, VIT: 418713, SPD: 36, LUK: 1, Attack: 85033, Defense: 503681, Current HP: 1301, A Avg: 89284, D Avg: 503681, [Diamond Knuckle[152, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 437: HP: 881, STR: 505, VIT: 418719, SPD: 36, LUK: 1, Attack: 85343, Defense: 503687, Current HP: 881, A Avg: 89610, D Avg: 503687, [Classic[168, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 436: HP: 1333, STR: 567, VIT: 418693, SPD: 36, LUK: 1, Attack: 85080, Defense: 503687, Current HP: 1333, A Avg: 89334, D Avg: 503687, [Maximum Iron Mass[123, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 435: HP: 852, STR: 547, VIT: 418858, SPD: 36, LUK: 1, Attack: 87075, Defense: 503696, Current HP: 852, A Avg: 91428, D Avg: 503696, [Moon Knuckle[153, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 434: HP: 831, STR: 1416, VIT: 418858, SPD: 36, LUK: 1, Attack: 87294, Defense: 503696, Current HP: 831, A Avg: 91658, D Avg: 503696, [Blue Sword[180, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 433: HP: 1102, STR: 588, VIT: 418739, SPD: 36, LUK: 1, Attack: 85426, Defense: 503707, Current HP: 1102, A Avg: 89697, D Avg: 503707, [Willow Blade[157, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 432: HP: 1606, STR: 484, VIT: 418739, SPD: 36, LUK: 1, Attack: 85407, Defense: 503707, Current HP: 1606, A Avg: 89677, D Avg: 503707, [Pangaea[164, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 431: HP: 1154, STR: 455, VIT: 418733, SPD: 36, LUK: 1, Attack: 84643, Defense: 503727, Current HP: 1154, A Avg: 88875, D Avg: 503727, [Cagliostro[133, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 430: HP: 1186, STR: 365, VIT: 418768, SPD: 36, LUK: 1, Attack: 85697, Defense: 503736, Current HP: 1186, A Avg: 89981, D Avg: 503736, [Tower[149, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 429: HP: 1102, STR: 603, VIT: 418742, SPD: 36, LUK: 1, Attack: 84713, Defense: 503736, Current HP: 1102, A Avg: 88948, D Avg: 503736, [Windmill[137, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 428: HP: 1091, STR: 558, VIT: 418745, SPD: 36, LUK: 1, Attack: 84558, Defense: 503739, Current HP: 1091, A Avg: 88785, D Avg: 503739, [Kirisame[129, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 427: HP: 1312, STR: 567, VIT: 418745, SPD: 36, LUK: 1, Attack: 84688, Defense: 503739, Current HP: 1312, A Avg: 88922, D Avg: 503739, [Black Kirisame[130, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 426: HP: 1299, STR: 667, VIT: 418745, SPD: 36, LUK: 1, Attack: 86415, Defense: 503739, Current HP: 1299, A Avg: 90735, D Avg: 503739, [Scythe of the Grim Reaper[148, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 425: HP: 1333, STR: 567, VIT: 418748, SPD: 36, LUK: 1, Attack: 84677, Defense: 503742, Current HP: 1333, A Avg: 88910, D Avg: 503742, [Serpent[144, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 424: HP: 1432, STR: 639, VIT: 418754, SPD: 36, LUK: 1, Attack: 85605, Defense: 503748, Current HP: 1432, A Avg: 89885, D Avg: 503748, [Red Shark[134, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 423: HP: 1490, STR: 558, VIT: 418762, SPD: 36, LUK: 1, Attack: 84876, Defense: 503756, Current HP: 1490, A Avg: 89119, D Avg: 503756, [Ruby Knuckle[151, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 422: HP: 1501, STR: 966, VIT: 418899, SPD: 36, LUK: 1, Attack: 86300, Defense: 503763, Current HP: 1501, A Avg: 90615, D Avg: 503763, [Impulse[166, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 421: HP: 3246, STR: 2566, VIT: 418928, SPD: 36, LUK: 1, Attack: 88379, Defense: 503766, Current HP: 3246, A Avg: 92797, D Avg: 503766, [Spear of Regression[182, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 420: HP: 2320, STR: 142, VIT: 417858, SPD: 36, LUK: 1, Attack: 83868, Defense: 503775, Current HP: 2320, A Avg: 88061, D Avg: 503775, [Wooden Stick[101, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 419: HP: 2320, STR: 142, VIT: 417858, SPD: 36, LUK: 1, Attack: 83907, Defense: 503775, Current HP: 2320, A Avg: 88102, D Avg: 503775, [Club[102, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 418: HP: 2320, STR: 147, VIT: 417858, SPD: 36, LUK: 1, Attack: 83919, Defense: 503775, Current HP: 2320, A Avg: 88114, D Avg: 503775, [Short Sword[103, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 417: HP: 2320, STR: 185, VIT: 417858, SPD: 36, LUK: 1, Attack: 83996, Defense: 503775, Current HP: 2320, A Avg: 88195, D Avg: 503775, [Long Sword[104, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 416: HP: 2320, STR: 210, VIT: 417858, SPD: 36, LUK: 1, Attack: 83982, Defense: 503775, Current HP: 2320, A Avg: 88181, D Avg: 503775, [Wasp Knife[105, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 415: HP: 2320, STR: 176, VIT: 417858, SPD: 36, LUK: 1, Attack: 84000, Defense: 503775, Current HP: 2320, A Avg: 88200, D Avg: 503775, [Stun Knuckle[106, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 414: HP: 2320, STR: 219, VIT: 417858, SPD: 36, LUK: 1, Attack: 84062, Defense: 503775, Current HP: 2320, A Avg: 88265, D Avg: 503775, [Battle Scythe[107, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 413: HP: 2341, STR: 219, VIT: 417858, SPD: 36, LUK: 1, Attack: 84108, Defense: 503775, Current HP: 2341, A Avg: 88313, D Avg: 503775, [Iron Lumps[108, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 412: HP: 2320, STR: 142, VIT: 417858, SPD: 36, LUK: 1, Attack: 83910, Defense: 503775, Current HP: 2320, A Avg: 88105, D Avg: 503775, [Decorative Swords[109, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 411: HP: 2320, STR: 237, VIT: 417858, SPD: 36, LUK: 1, Attack: 84360, Defense: 503775, Current HP: 2320, A Avg: 88578, D Avg: 503775, [Pinpoint[112, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 410: HP: 2341, STR: 253, VIT: 417858, SPD: 36, LUK: 1, Attack: 84259, Defense: 503775, Current HP: 2341, A Avg: 88471, D Avg: 503775, [Great Iron Mass[122, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 409: HP: 2330, STR: 176, VIT: 417858, SPD: 36, LUK: 1, Attack: 84169, Defense: 503775, Current HP: 2330, A Avg: 88377, D Avg: 503775, [Sword of Wood[124, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 408: HP: 2540, STR: 297, VIT: 417858, SPD: 36, LUK: 1, Attack: 84485, Defense: 503775, Current HP: 2540, A Avg: 88709, D Avg: 503775, [Sword of the Spirit Tree[125, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 407: HP: 2330, STR: 219, VIT: 417858, SPD: 36, LUK: 1, Attack: 84218, Defense: 503775, Current HP: 2330, A Avg: 88428, D Avg: 503775, [Greatsword[127, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 406: HP: 2536, STR: 259, VIT: 417858, SPD: 36, LUK: 1, Attack: 84681, Defense: 503775, Current HP: 2536, A Avg: 88915, D Avg: 503775, [Dreaming Sword[128, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 405: HP: 2341, STR: 160, VIT: 417858, SPD: 36, LUK: 1, Attack: 83935, Defense: 503775, Current HP: 2341, A Avg: 88131, D Avg: 503775, [Peacemaker[131, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 404: HP: 2383, STR: 142, VIT: 417858, SPD: 36, LUK: 1, Attack: 84044, Defense: 503775, Current HP: 2383, A Avg: 88246, D Avg: 503775, [Daydream[132, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 403: HP: 2929, STR: 313, VIT: 417858, SPD: 36, LUK: 1, Attack: 85996, Defense: 503775, Current HP: 2929, A Avg: 90295, D Avg: 503775, [Dancing[155, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 402: HP: 2320, STR: 536, VIT: 417858, SPD: 36, LUK: 1, Attack: 85192, Defense: 503775, Current HP: 2320, A Avg: 89451, D Avg: 503775, [Penetra[161, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 401: HP: 2320, STR: 142, VIT: 417858, SPD: 36, LUK: 1, Attack: 84983, Defense: 503775, Current HP: 2320, A Avg: 89232, D Avg: 503775, [Grand Slam[163, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 400: HP: 2530, STR: 142, VIT: 417858, SPD: 36, LUK: 1, Attack: 85110, Defense: 503775, Current HP: 2530, A Avg: 89365, D Avg: 503775, [Cluster Bomb[170, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 399: HP: 2950, STR: 142, VIT: 417858, SPD: 36, LUK: 1, Attack: 92328, Defense: 503775, Current HP: 2950, A Avg: 96944, D Avg: 503775, [Big Bang[171, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 398: HP: 4714, STR: 142, VIT: 417858, SPD: 36, LUK: 1, Attack: 85195, Defense: 503775, Current HP: 4714, A Avg: 89454, D Avg: 503775, [Common Key[174, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 397: HP: 2950, STR: 142, VIT: 417858, SPD: 36, LUK: 1, Attack: 86384, Defense: 503775, Current HP: 2950, A Avg: 90703, D Avg: 503775, [Droid Hammer[177, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 396: HP: 2320, STR: 1276, VIT: 417858, SPD: 36, LUK: 1, Attack: 86205, Defense: 503775, Current HP: 2320, A Avg: 90515, D Avg: 503775, [Jack Knife[185, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 395: HP: 2320, STR: 1510, VIT: 417858, SPD: 36, LUK: 1, Attack: 86088, Defense: 503775, Current HP: 2320, A Avg: 90392, D Avg: 503775, [Magical[187, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 394: HP: 2320, STR: 493, VIT: 417858, SPD: 36, LUK: 1, Attack: 87544, Defense: 503775, Current HP: 2320, A Avg: 91921, D Avg: 503775, [Tekken[188, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 393: HP: 2320, STR: -34024, VIT: 417858, SPD: 36, LUK: 1, Attack: 65242, Defense: 503775, Current HP: 2320, A Avg: 68504, D Avg: 503775, [Sword of Evil[189, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 392: HP: 2320, STR: 1870, VIT: 417858, SPD: 36, LUK: 1, Attack: 89531, Defense: 503775, Current HP: 2320, A Avg: 94007, D Avg: 503775, [Neural Edge[190, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 391: HP: 1245, STR: 394, VIT: 418815, SPD: 36, LUK: 1, Attack: 85437, Defense: 503783, Current HP: 1245, A Avg: 89708, D Avg: 503783, [White Snake[160, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 390: HP: 1312, STR: 783, VIT: 418791, SPD: 36, LUK: 1, Attack: 85517, Defense: 503785, Current HP: 1312, A Avg: 89792, D Avg: 503785, [Irruption[154, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 389: HP: 1322, STR: 502, VIT: 418823, SPD: 36, LUK: 1, Attack: 86848, Defense: 503791, Current HP: 1322, A Avg: 91190, D Avg: 503791, [Progress[147, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 388: HP: 2519, STR: 257, VIT: 417875, SPD: 36, LUK: 1, Attack: 84224, Defense: 503792, Current HP: 2519, A Avg: 88435, D Avg: 503792, [Phantom Sword[117, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 387: HP: 1314, STR: 599, VIT: 418800, SPD: 36, LUK: 1, Attack: 84709, Defense: 503794, Current HP: 1314, A Avg: 88944, D Avg: 503794, [Dragon Killer[139, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 386: HP: 1312, STR: 603, VIT: 418800, SPD: 36, LUK: 1, Attack: 85116, Defense: 503794, Current HP: 1312, A Avg: 89371, D Avg: 503794, [Volcano[142, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 385: HP: 1333, STR: 599, VIT: 418803, SPD: 36, LUK: 1, Attack: 86568, Defense: 503797, Current HP: 1333, A Avg: 90896, D Avg: 503797, [Fire Chariot[138, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 384: HP: 2330, STR: 210, VIT: 417887, SPD: 36, LUK: 1, Attack: 84053, Defense: 503804, Current HP: 2330, A Avg: 88255, D Avg: 503804, [Salamander[110, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 383: HP: 2320, STR: 244, VIT: 417887, SPD: 36, LUK: 1, Attack: 84328, Defense: 503804, Current HP: 2320, A Avg: 88544, D Avg: 503804, [Phantom Scythe[116, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 382: HP: 2330, STR: 210, VIT: 417887, SPD: 36, LUK: 1, Attack: 84082, Defense: 503804, Current HP: 2330, A Avg: 88286, D Avg: 503804, [Undine[118, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 381: HP: 2330, STR: 210, VIT: 417887, SPD: 36, LUK: 1, Attack: 84109, Defense: 503804, Current HP: 2330, A Avg: 88314, D Avg: 503804, [Sylph[119, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 380: HP: 2330, STR: 210, VIT: 417887, SPD: 36, LUK: 1, Attack: 84136, Defense: 503804, Current HP: 2330, A Avg: 88342, D Avg: 503804, [Gnome[120, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 379: HP: 1083, STR: 903, VIT: 418968, SPD: 36, LUK: 1, Attack: 86781, Defense: 503806, Current HP: 1083, A Avg: 91120, D Avg: 503806, [God Hand[179, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 378: HP: 1041, STR: 1245, VIT: 418968, SPD: 36, LUK: 1, Attack: 86785, Defense: 503806, Current HP: 1041, A Avg: 91124, D Avg: 503806, [Zodiac[184, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 377: HP: 1511, STR: 678, VIT: 418818, SPD: 36, LUK: 1, Attack: 85776, Defense: 503812, Current HP: 1511, A Avg: 90064, D Avg: 503812, [Yggdrasil[126, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 376: HP: 1312, STR: 649, VIT: 418818, SPD: 36, LUK: 1, Attack: 85474, Defense: 503812, Current HP: 1312, A Avg: 89747, D Avg: 503812, [Kraken[145, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 375: HP: 1375, STR: 601, VIT: 418818, SPD: 36, LUK: 1, Attack: 85413, Defense: 503812, Current HP: 1375, A Avg: 89683, D Avg: 503812, [Granada[150, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 374: HP: 902, STR: 469, VIT: 418849, SPD: 36, LUK: 1, Attack: 86997, Defense: 503817, Current HP: 902, A Avg: 91346, D Avg: 503817, [Moon Knuckle[153, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 373: HP: 881, STR: 1339, VIT: 418849, SPD: 36, LUK: 1, Attack: 87217, Defense: 503817, Current HP: 881, A Avg: 91577, D Avg: 503817, [Blue Sword[180, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 372: HP: 1392, STR: 610, VIT: 418823, SPD: 36, LUK: 1, Attack: 84642, Defense: 503817, Current HP: 1392, A Avg: 88874, D Avg: 503817, [Alucard[146, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 371: HP: 2362, STR: 169, VIT: 417901, SPD: 36, LUK: 1, Attack: 88336, Defense: 503818, Current HP: 2362, A Avg: 92752, D Avg: 503818, [Basic[169, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 370: HP: 2320, STR: 219, VIT: 417913, SPD: 36, LUK: 1, Attack: 84095, Defense: 503830, Current HP: 2320, A Avg: 88299, D Avg: 503830, [Tornado[111, 330, 330, 330], Frying Pan[231, 330, 330, 330], Endpoint[318, 330, 330, 330]]
