Rank 1000: HP: 2166, STR: 2391, VIT: 2441, SPD: 85, LUK: 1, Attack: 87125, Defense: 92219, Current HP: 2166, A Avg: 91481, D Avg: 92219, [Irruption[154, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 476: HP: 1976, STR: 387, VIT: 2917, SPD: 72, LUK: 1, Attack: 84289, Defense: 92695, Current HP: 1976, A Avg: 88503, D Avg: 92695, [Daydream[132, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 475: HP: 2945, STR: 1016, VIT: 2917, SPD: 72, LUK: 1, Attack: 86699, Defense: 92695, Current HP: 2945, A Avg: 91033, D Avg: 92695, [Dancing[155, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 474: HP: 1919, STR: 1177, VIT: 2917, SPD: 72, LUK: 1, Attack: 85833, Defense: 92695, Current HP: 1919, A Avg: 90124, D Avg: 92695, [Penetra[161, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 473: HP: 1919, STR: 387, VIT: 2917, SPD: 72, LUK: 1, Attack: 85228, Defense: 92695, Current HP: 1919, A Avg: 89489, D Avg: 92695, [Grand Slam[163, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 472: HP: 2109, STR: 387, VIT: 2917, SPD: 72, LUK: 1, Attack: 85355, Defense: 92695, Current HP: 2109, A Avg: 89622, D Avg: 92695, [Cluster Bomb[170, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 471: HP: 2489, STR: 387, VIT: 2917, SPD: 72, LUK: 1, Attack: 92573, Defense: 92695, Current HP: 2489, A Avg: 97201, D Avg: 92695, [Big Bang[171, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 470: HP: 6935, STR: 387, VIT: 2917, SPD: 72, LUK: 1, Attack: 85440, Defense: 92695, Current HP: 6935, A Avg: 89712, D Avg: 92695, [Common Key[174, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 469: HP: 2489, STR: 387, VIT: 2917, SPD: 72, LUK: 1, Attack: 86629, Defense: 92695, Current HP: 2489, A Avg: 90960, D Avg: 92695, [Droid Hammer[177, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 468: HP: 1919, STR: 2195, VIT: 2917, SPD: 72, LUK: 1, Attack: 87124, Defense: 92695, Current HP: 1919, A Avg: 91480, D Avg: 92695, [Jack Knife[185, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 467: HP: 1919, STR: 3203, VIT: 2917, SPD: 72, LUK: 1, Attack: 87781, Defense: 92695, Current HP: 1919, A Avg: 92170, D Avg: 92695, [Magical[187, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 466: HP: 1919, STR: 899, VIT: 2917, SPD: 72, LUK: 1, Attack: 87950, Defense: 92695, Current HP: 1919, A Avg: 92347, D Avg: 92695, [Tekken[188, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 465: HP: 1919, STR: -96171, VIT: 2917, SPD: 72, LUK: 1, Attack: 3095, Defense: 92695, Current HP: 1919, A Avg: 3249, D Avg: 92695, [Sword of Evil[189, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 464: HP: 1919, STR: 4844, VIT: 2917, SPD: 72, LUK: 1, Attack: 92505, Defense: 92695, Current HP: 1919, A Avg: 97130, D Avg: 92695, [Neural Edge[190, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 463: HP: 912, STR: 86, VIT: 2918, SPD: 116, LUK: 1, Attack: 84474, Defense: 92696, Current HP: 912, A Avg: 88697, D Avg: 92696, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 462: HP: 912, STR: 121, VIT: 2918, SPD: 72, LUK: 2, Attack: 84509, Defense: 92696, Current HP: 912, A Avg: 88734, D Avg: 92696, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 461: HP: 893, STR: 192, VIT: 2918, SPD: 72, LUK: 1, Attack: 84580, Defense: 92696, Current HP: 893, A Avg: 88809, D Avg: 92696, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 460: HP: 5928, STR: 1846, VIT: 2918, SPD: 116, LUK: 1, Attack: 89728, Defense: 92696, Current HP: 5928, A Avg: 94214, D Avg: 92696, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 459: HP: 5928, STR: 2211, VIT: 2918, SPD: 72, LUK: 2, Attack: 90093, Defense: 92696, Current HP: 5928, A Avg: 94597, D Avg: 92696, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 458: HP: 5909, STR: 3052, VIT: 2918, SPD: 72, LUK: 1, Attack: 90934, Defense: 92696, Current HP: 5909, A Avg: 95480, D Avg: 92696, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 457: HP: 912, STR: 931, VIT: 2918, SPD: 116, LUK: 1, Attack: 86575, Defense: 92696, Current HP: 912, A Avg: 90903, D Avg: 92696, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 456: HP: 912, STR: 947, VIT: 2918, SPD: 72, LUK: 2, Attack: 86591, Defense: 92696, Current HP: 912, A Avg: 90920, D Avg: 92696, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 455: HP: 893, STR: 2347, VIT: 2918, SPD: 72, LUK: 1, Attack: 87991, Defense: 92696, Current HP: 893, A Avg: 92390, D Avg: 92696, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 454: HP: 1155, STR: 534, VIT: 2919, SPD: 72, LUK: 1, Attack: 84644, Defense: 92697, Current HP: 1155, A Avg: 106651, D Avg: 92697, [Windmill[137, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 453: HP: 1121, STR: 2535, VIT: 7030, SPD: 72, LUK: 1, Attack: 88413, Defense: 92700, Current HP: 1121, A Avg: 92833, D Avg: 92700, [God Hand[179, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 452: HP: 1518, STR: 2521, VIT: 7030, SPD: 72, LUK: 1, Attack: 88399, Defense: 92700, Current HP: 1518, A Avg: 92818, D Avg: 92700, [God Hand[179, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 451: HP: 1083, STR: 2344, VIT: 7030, SPD: 72, LUK: 1, Attack: 87884, Defense: 92700, Current HP: 1083, A Avg: 92278, D Avg: 92700, [Zodiac[184, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 450: HP: 1474, STR: 2335, VIT: 7030, SPD: 72, LUK: 1, Attack: 87875, Defense: 92700, Current HP: 1474, A Avg: 92268, D Avg: 92700, [Zodiac[184, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 449: HP: 1144, STR: 454, VIT: 2922, SPD: 72, LUK: 1, Attack: 84454, Defense: 92700, Current HP: 1144, A Avg: 106412, D Avg: 92700, [Kirisame[129, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 448: HP: 1650, STR: 462, VIT: 2922, SPD: 72, LUK: 1, Attack: 84583, Defense: 92700, Current HP: 1650, A Avg: 106574, D Avg: 92700, [Black Kirisame[130, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 447: HP: 1284, STR: 452, VIT: 2922, SPD: 72, LUK: 1, Attack: 84562, Defense: 92700, Current HP: 1284, A Avg: 88790, D Avg: 92700, [Dragon Killer[139, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 446: HP: 1707, STR: 444, VIT: 2922, SPD: 72, LUK: 1, Attack: 84554, Defense: 92700, Current HP: 1707, A Avg: 88781, D Avg: 92700, [Dragon Killer[139, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 445: HP: 1330, STR: 456, VIT: 2922, SPD: 72, LUK: 1, Attack: 84969, Defense: 92700, Current HP: 1330, A Avg: 89217, D Avg: 92700, [Volcano[142, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 444: HP: 1760, STR: 448, VIT: 2922, SPD: 72, LUK: 1, Attack: 84961, Defense: 92700, Current HP: 1760, A Avg: 89209, D Avg: 92700, [Volcano[142, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 443: HP: 1636, STR: 672, VIT: 2922, SPD: 72, LUK: 1, Attack: 86420, Defense: 92700, Current HP: 1636, A Avg: 108889, D Avg: 92700, [Scythe of the Grim Reaper[148, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 442: HP: 1349, STR: 452, VIT: 2924, SPD: 72, LUK: 1, Attack: 86421, Defense: 92702, Current HP: 1349, A Avg: 90742, D Avg: 92702, [Fire Chariot[138, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 441: HP: 1782, STR: 444, VIT: 2924, SPD: 72, LUK: 1, Attack: 86413, Defense: 92702, Current HP: 1782, A Avg: 90733, D Avg: 92702, [Fire Chariot[138, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 440: HP: 1672, STR: 462, VIT: 2924, SPD: 72, LUK: 1, Attack: 84572, Defense: 92702, Current HP: 1672, A Avg: 106560, D Avg: 92702, [Serpent[144, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 439: HP: 1508, STR: 94, VIT: 2926, SPD: 72, LUK: 1, Attack: 84482, Defense: 92704, Current HP: 1508, A Avg: 88706, D Avg: 92704, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 438: HP: 9164, STR: 1854, VIT: 2926, SPD: 72, LUK: 1, Attack: 89736, Defense: 92704, Current HP: 9164, A Avg: 94222, D Avg: 92704, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 437: HP: 1508, STR: 939, VIT: 2926, SPD: 72, LUK: 1, Attack: 86583, Defense: 92704, Current HP: 1508, A Avg: 90912, D Avg: 92704, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 436: HP: 2356, STR: 1343, VIT: 7035, SPD: 72, LUK: 1, Attack: 86181, Defense: 92705, Current HP: 2356, A Avg: 90490, D Avg: 92705, [Willow Blade[157, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 435: HP: 3287, STR: 1159, VIT: 7035, SPD: 72, LUK: 1, Attack: 86082, Defense: 92705, Current HP: 3287, A Avg: 90386, D Avg: 92705, [Pangaea[164, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 434: HP: 1940, STR: 606, VIT: 2930, SPD: 72, LUK: 1, Attack: 85572, Defense: 92708, Current HP: 1940, A Avg: 107820, D Avg: 92708, [Red Shark[134, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 433: HP: 2337, STR: 838, VIT: 2932, SPD: 72, LUK: 1, Attack: 84805, Defense: 92710, Current HP: 2337, A Avg: 89045, D Avg: 92710, [Phantom Sword[117, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 432: HP: 3116, STR: 1869, VIT: 2934, SPD: 85, LUK: 1, Attack: 86577, Defense: 92712, Current HP: 3116, A Avg: 90905, D Avg: 92712, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 431: HP: 950, STR: 86, VIT: 2934, SPD: 116, LUK: 1, Attack: 84474, Defense: 92712, Current HP: 950, A Avg: 88697, D Avg: 92712, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 430: HP: 988, STR: 192, VIT: 2934, SPD: 72, LUK: 1, Attack: 84580, Defense: 92712, Current HP: 988, A Avg: 90923, D Avg: 92712, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 429: HP: 5966, STR: 1846, VIT: 2934, SPD: 116, LUK: 1, Attack: 89728, Defense: 92712, Current HP: 5966, A Avg: 94214, D Avg: 92712, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 428: HP: 6004, STR: 3052, VIT: 2934, SPD: 72, LUK: 1, Attack: 90934, Defense: 92712, Current HP: 6004, A Avg: 97754, D Avg: 92712, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 427: HP: 950, STR: 931, VIT: 2934, SPD: 116, LUK: 1, Attack: 86575, Defense: 92712, Current HP: 950, A Avg: 90903, D Avg: 92712, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 426: HP: 988, STR: 1565, VIT: 2934, SPD: 72, LUK: 1, Attack: 87209, Defense: 92712, Current HP: 988, A Avg: 93749, D Avg: 92712, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 425: HP: 1679, STR: 522, VIT: 2934, SPD: 81, LUK: 1, Attack: 85204, Defense: 92712, Current HP: 1679, A Avg: 89464, D Avg: 92712, [Thunder Whip[143, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 424: HP: 1748, STR: 603, VIT: 2937, SPD: 72, LUK: 1, Attack: 85701, Defense: 92715, Current HP: 1748, A Avg: 89986, D Avg: 92715, [Yggdrasil[126, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 423: HP: 2244, STR: 595, VIT: 2937, SPD: 72, LUK: 1, Attack: 85693, Defense: 92715, Current HP: 2244, A Avg: 89977, D Avg: 92715, [Yggdrasil[126, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 422: HP: 1330, STR: 537, VIT: 2937, SPD: 72, LUK: 1, Attack: 85362, Defense: 92715, Current HP: 1330, A Avg: 89630, D Avg: 92715, [Kraken[145, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 421: HP: 1760, STR: 529, VIT: 2937, SPD: 72, LUK: 1, Attack: 85354, Defense: 92715, Current HP: 1760, A Avg: 89621, D Avg: 92715, [Kraken[145, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 420: HP: 1387, STR: 454, VIT: 2937, SPD: 72, LUK: 1, Attack: 85266, Defense: 92715, Current HP: 1387, A Avg: 89529, D Avg: 92715, [Granada[150, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 419: HP: 1826, STR: 446, VIT: 2937, SPD: 72, LUK: 1, Attack: 85258, Defense: 92715, Current HP: 1826, A Avg: 89520, D Avg: 92715, [Granada[150, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 418: HP: 2112, STR: 454, VIT: 2937, SPD: 72, LUK: 1, Attack: 84772, Defense: 92715, Current HP: 2112, A Avg: 106812, D Avg: 92715, [Ruby Knuckle[151, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 417: HP: 2489, STR: 581, VIT: 5153, SPD: 72, LUK: 1, Attack: 84969, Defense: 92721, Current HP: 2489, A Avg: 89217, D Avg: 92721, [Encryption Key[173, 0, 0, 0], Storm Wall[242, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 416: HP: 7505, STR: 2451, VIT: 5153, SPD: 72, LUK: 1, Attack: 90333, Defense: 92721, Current HP: 7505, A Avg: 94849, D Avg: 92721, [Wild Card[175, 0, 0, 0], Storm Wall[242, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 415: HP: 2489, STR: 1479, VIT: 5153, SPD: 72, LUK: 1, Attack: 87123, Defense: 92721, Current HP: 2489, A Avg: 91479, D Avg: 92721, [Portal Sword[176, 0, 0, 0], Storm Wall[242, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 414: HP: 1497, STR: 462, VIT: 2943, SPD: 72, LUK: 1, Attack: 84494, Defense: 92721, Current HP: 1497, A Avg: 88718, D Avg: 92721, [Alucard[146, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 413: HP: 1953, STR: 454, VIT: 2943, SPD: 72, LUK: 1, Attack: 84486, Defense: 92721, Current HP: 1953, A Avg: 88710, D Avg: 92721, [Alucard[146, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 412: HP: 1928, STR: 528, VIT: 2943, SPD: 72, LUK: 1, Attack: 84371, Defense: 92721, Current HP: 1928, A Avg: 88589, D Avg: 92721, [Salamander[110, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 411: HP: 1919, STR: 822, VIT: 2943, SPD: 72, LUK: 1, Attack: 84906, Defense: 92721, Current HP: 1919, A Avg: 89151, D Avg: 92721, [Phantom Scythe[116, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 410: HP: 1928, STR: 528, VIT: 2943, SPD: 72, LUK: 1, Attack: 84400, Defense: 92721, Current HP: 1928, A Avg: 88620, D Avg: 92721, [Undine[118, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 409: HP: 1928, STR: 528, VIT: 2943, SPD: 72, LUK: 1, Attack: 84427, Defense: 92721, Current HP: 1928, A Avg: 88648, D Avg: 92721, [Sylph[119, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 408: HP: 1928, STR: 528, VIT: 2943, SPD: 72, LUK: 1, Attack: 84454, Defense: 92721, Current HP: 1928, A Avg: 88676, D Avg: 92721, [Gnome[120, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 407: HP: 2289, STR: 474, VIT: 7056, SPD: 72, LUK: 1, Attack: 85182, Defense: 92726, Current HP: 2289, A Avg: 89441, D Avg: 92726, [Thin Blade[158, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 406: HP: 2280, STR: 482, VIT: 7056, SPD: 72, LUK: 1, Attack: 85190, Defense: 92726, Current HP: 2280, A Avg: 89449, D Avg: 92726, [Thin Blade[158, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 405: HP: 3116, STR: 2506, VIT: 2950, SPD: 85, LUK: 1, Attack: 88358, Defense: 92728, Current HP: 3116, A Avg: 92775, D Avg: 92728, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 404: HP: 2432, STR: 877, VIT: 7061, SPD: 72, LUK: 1, Attack: 86209, Defense: 92731, Current HP: 2432, A Avg: 90519, D Avg: 92731, [Tower[149, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 403: HP: 2299, STR: 4497, VIT: 2953, SPD: 85, LUK: 1, Attack: 88997, Defense: 92731, Current HP: 2299, A Avg: 93446, D Avg: 92731, [Divine Dragon Sword[181, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 402: HP: 1957, STR: 411, VIT: 2956, SPD: 72, LUK: 1, Attack: 88578, Defense: 92734, Current HP: 1957, A Avg: 93006, D Avg: 92734, [Basic[169, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 401: HP: 6479, STR: 3308, VIT: 7066, SPD: 72, LUK: 1, Attack: 89121, Defense: 92736, Current HP: 6479, A Avg: 93577, D Avg: 92736, [Spear of Regression[182, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 400: HP: 1650, STR: 854, VIT: 2963, SPD: 72, LUK: 1, Attack: 85588, Defense: 92741, Current HP: 1650, A Avg: 107840, D Avg: 92741, [Irruption[154, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 399: HP: 2280, STR: 653, VIT: 7082, SPD: 72, LUK: 1, Attack: 85361, Defense: 92752, Current HP: 2280, A Avg: 89629, D Avg: 92752, [Thin Blade[158, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 398: HP: 2860, STR: 474, VIT: 7082, SPD: 72, LUK: 1, Attack: 85182, Defense: 92752, Current HP: 2860, A Avg: 89441, D Avg: 92752, [Thin Blade[158, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 397: HP: 2289, STR: 890, VIT: 7082, SPD: 72, LUK: 1, Attack: 86742, Defense: 92752, Current HP: 2289, A Avg: 91079, D Avg: 92752, [Santoku[159, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 396: HP: 2280, STR: 899, VIT: 7082, SPD: 72, LUK: 1, Attack: 86751, Defense: 92752, Current HP: 2280, A Avg: 91088, D Avg: 92752, [Santoku[159, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 395: HP: 1472, STR: 2193, VIT: 7087, SPD: 72, LUK: 1, Attack: 86693, Defense: 92757, Current HP: 1472, A Avg: 91027, D Avg: 92757, [Divine Dragon Sword[181, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 394: HP: 1463, STR: 2201, VIT: 7087, SPD: 72, LUK: 1, Attack: 86701, Defense: 92757, Current HP: 1463, A Avg: 91036, D Avg: 92757, [Divine Dragon Sword[181, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 393: HP: 2751, STR: 2334, VIT: 2980, SPD: 85, LUK: 1, Attack: 87978, Defense: 92758, Current HP: 2751, A Avg: 92376, D Avg: 92758, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 392: HP: 1826, STR: 387, VIT: 5191, SPD: 81, LUK: 1, Attack: 84775, Defense: 92759, Current HP: 1826, A Avg: 89013, D Avg: 92759, [Encryption Key[173, 0, 0, 0], Storm Wall[242, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 391: HP: 7370, STR: 2477, VIT: 5191, SPD: 81, LUK: 1, Attack: 90359, Defense: 92759, Current HP: 7370, A Avg: 94876, D Avg: 92759, [Wild Card[175, 0, 0, 0], Storm Wall[242, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 390: HP: 1826, STR: 1390, VIT: 5191, SPD: 81, LUK: 1, Attack: 87034, Defense: 92759, Current HP: 1826, A Avg: 91385, D Avg: 92759, [Portal Sword[176, 0, 0, 0], Storm Wall[242, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 389: HP: 1679, STR: 625, VIT: 7095, SPD: 81, LUK: 1, Attack: 84566, Defense: 92765, Current HP: 1679, A Avg: 88794, D Avg: 92765, [Rusty Knife[156, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 388: HP: 2280, STR: 1216, VIT: 7108, SPD: 72, LUK: 1, Attack: 87068, Defense: 92778, Current HP: 2280, A Avg: 91421, D Avg: 92778, [Santoku[159, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 387: HP: 2860, STR: 890, VIT: 7108, SPD: 72, LUK: 1, Attack: 86742, Defense: 92778, Current HP: 2860, A Avg: 91079, D Avg: 92778, [Santoku[159, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 386: HP: 1339, STR: 446, VIT: 3000, SPD: 72, LUK: 1, Attack: 84387, Defense: 92778, Current HP: 1339, A Avg: 88606, D Avg: 92778, [Rusty Knife[156, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 385: HP: 1330, STR: 454, VIT: 3000, SPD: 72, LUK: 1, Attack: 84395, Defense: 92778, Current HP: 1330, A Avg: 88614, D Avg: 92778, [Rusty Knife[156, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 384: HP: 2288, STR: 2704, VIT: 3002, SPD: 81, LUK: 1, Attack: 88038, Defense: 92780, Current HP: 2288, A Avg: 92439, D Avg: 92780, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 383: HP: 1463, STR: 2201, VIT: 7113, SPD: 72, LUK: 1, Attack: 86701, Defense: 92783, Current HP: 1463, A Avg: 91036, D Avg: 92783, [Divine Dragon Sword[181, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 382: HP: 1914, STR: 2193, VIT: 7113, SPD: 72, LUK: 1, Attack: 86693, Defense: 92783, Current HP: 1914, A Avg: 91027, D Avg: 92783, [Divine Dragon Sword[181, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 381: HP: 1679, STR: 551, VIT: 7123, SPD: 81, LUK: 1, Attack: 86026, Defense: 92793, Current HP: 1679, A Avg: 90327, D Avg: 92793, [Elemental[121, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 380: HP: 2141, STR: 737, VIT: 7123, SPD: 81, LUK: 1, Attack: 85387, Defense: 92793, Current HP: 2141, A Avg: 89656, D Avg: 92793, [Diamond Knuckle[152, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
