Rank 1000: HP: 1774, STR: 363, VIT: 724222, SPD: 81, LUK: 1, Attack: 84356, Defense: 808462, Current HP: 1774, A Avg: 88573, D Avg: 808462, [Sword of Wood[124, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 484: HP: 4115, STR: 513, VIT: 724217, SPD: 81, LUK: 1, Attack: 84634, Defense: 810134, Current HP: 4115, A Avg: 88865, D Avg: 810134, [Black Kirisame[130, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 483: HP: 4103, STR: 748, VIT: 724217, SPD: 81, LUK: 1, Attack: 86496, Defense: 810134, Current HP: 4103, A Avg: 90820, D Avg: 810134, [Scythe of the Grim Reaper[148, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 482: HP: 2729, STR: 1182, VIT: 725272, SPD: 81, LUK: 1, Attack: 87528, Defense: 810136, Current HP: 2729, A Avg: 91904, D Avg: 810136, [Progress[147, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 481: HP: 4136, STR: 513, VIT: 724219, SPD: 81, LUK: 1, Attack: 84623, Defense: 810136, Current HP: 4136, A Avg: 88854, D Avg: 810136, [Serpent[144, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 480: HP: 2490, STR: 671, VIT: 725301, SPD: 81, LUK: 1, Attack: 84989, Defense: 810139, Current HP: 2490, A Avg: 89238, D Avg: 810139, [Ruby Knuckle[151, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 479: HP: 4393, STR: 675, VIT: 724225, SPD: 81, LUK: 1, Attack: 85641, Defense: 810142, Current HP: 4393, A Avg: 89923, D Avg: 810142, [Red Shark[134, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 478: HP: 2120, STR: 849, VIT: 725150, SPD: 81, LUK: 1, Attack: 84705, Defense: 810144, Current HP: 2120, A Avg: 88940, D Avg: 810144, [Emerald Sword[115, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 477: HP: 1894, STR: 937, VIT: 725156, SPD: 81, LUK: 1, Attack: 84839, Defense: 810150, Current HP: 1894, A Avg: 89080, D Avg: 810150, [Crossed Shuriken[136, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 476: HP: 4556, STR: 504, VIT: 724234, SPD: 81, LUK: 1, Attack: 84822, Defense: 810151, Current HP: 4556, A Avg: 89063, D Avg: 810151, [Ruby Knuckle[151, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 475: HP: 2120, STR: 1017, VIT: 725165, SPD: 81, LUK: 1, Attack: 85530, Defense: 810159, Current HP: 2120, A Avg: 89806, D Avg: 810159, [Maximum Iron Mass[123, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 474: HP: 2049, STR: 1121, VIT: 725330, SPD: 81, LUK: 1, Attack: 85855, Defense: 810168, Current HP: 2049, A Avg: 90147, D Avg: 810168, [Irruption[154, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 473: HP: 4115, STR: 954, VIT: 724263, SPD: 81, LUK: 1, Attack: 85688, Defense: 810180, Current HP: 4115, A Avg: 89972, D Avg: 810180, [Irruption[154, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 472: HP: 1826, STR: 2732, VIT: 725214, SPD: 81, LUK: 1, Attack: 92641, Defense: 810182, Current HP: 1826, A Avg: 97273, D Avg: 810182, [Spectral Sword Shigure[172, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 471: HP: 1406, STR: 354, VIT: 725226, SPD: 81, LUK: 1, Attack: 84230, Defense: 810194, Current HP: 1406, A Avg: 88441, D Avg: 810194, [Tornado[111, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 470: HP: 1868, STR: 345, VIT: 725226, SPD: 81, LUK: 1, Attack: 84370, Defense: 810194, Current HP: 1868, A Avg: 88588, D Avg: 810194, [Fairy Sword[113, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 469: HP: 1406, STR: 442, VIT: 725226, SPD: 81, LUK: 1, Attack: 84591, Defense: 810194, Current HP: 1406, A Avg: 88820, D Avg: 810194, [Giant Tornado[114, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 468: HP: 1421, STR: 354, VIT: 725226, SPD: 81, LUK: 1, Attack: 84170, Defense: 810194, Current HP: 1421, A Avg: 88378, D Avg: 810194, [Hand Axe[140, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 467: HP: 1427, STR: 424, VIT: 725226, SPD: 81, LUK: 1, Attack: 84417, Defense: 810194, Current HP: 1427, A Avg: 88637, D Avg: 810194, [Wooden Boomerang[167, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 466: HP: 1610, STR: 358, VIT: 725229, SPD: 81, LUK: 1, Attack: 84156, Defense: 810197, Current HP: 1610, A Avg: 88363, D Avg: 810197, [Ninja[135, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 465: HP: 1423, STR: 354, VIT: 725232, SPD: 81, LUK: 1, Attack: 84360, Defense: 810200, Current HP: 1423, A Avg: 88578, D Avg: 810200, [Crescent[141, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 464: HP: 1196, STR: 187, VIT: 726397, SPD: 81, LUK: 1, Attack: 84575, Defense: 810201, Current HP: 1196, A Avg: 88803, D Avg: 810201, [Encryption Key[173, 730, 730, 730], Iron Shield[204, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 463: HP: 6740, STR: 2167, VIT: 726397, SPD: 81, LUK: 1, Attack: 90049, Defense: 810201, Current HP: 6740, A Avg: 94551, D Avg: 810201, [Wild Card[175, 730, 730, 730], Iron Shield[204, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 462: HP: 1196, STR: 1137, VIT: 726397, SPD: 81, LUK: 1, Attack: 86781, Defense: 810201, Current HP: 1196, A Avg: 91120, D Avg: 810201, [Portal Sword[176, 730, 730, 730], Iron Shield[204, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 461: HP: 2813, STR: 1688, VIT: 725968, SPD: 81, LUK: 1, Attack: 87022, Defense: 810208, Current HP: 2813, A Avg: 91373, D Avg: 810208, [Impulse[166, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 460: HP: 1889, STR: 522, VIT: 725255, SPD: 81, LUK: 1, Attack: 85204, Defense: 810223, Current HP: 1889, A Avg: 89464, D Avg: 810223, [Thunder Whip[143, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 459: HP: 1784, STR: 1060, VIT: 725371, SPD: 81, LUK: 1, Attack: 87588, Defense: 810235, Current HP: 1784, A Avg: 91967, D Avg: 810235, [Moon Knuckle[153, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 458: HP: 1763, STR: 3144, VIT: 725371, SPD: 81, LUK: 1, Attack: 89022, Defense: 810235, Current HP: 1763, A Avg: 93473, D Avg: 810235, [Blue Sword[180, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 457: HP: 1999, STR: 757, VIT: 725411, SPD: 81, LUK: 1, Attack: 84867, Defense: 810249, Current HP: 1999, A Avg: 89110, D Avg: 810249, [Dragon Killer[139, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 456: HP: 2049, STR: 761, VIT: 725411, SPD: 81, LUK: 1, Attack: 85274, Defense: 810249, Current HP: 2049, A Avg: 89537, D Avg: 810249, [Volcano[142, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 455: HP: 2070, STR: 757, VIT: 725414, SPD: 81, LUK: 1, Attack: 86726, Defense: 810252, Current HP: 2070, A Avg: 91062, D Avg: 810252, [Fire Chariot[138, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 454: HP: 1196, STR: 187, VIT: 726389, SPD: 81, LUK: 1, Attack: 84575, Defense: 810258, Current HP: 1196, A Avg: 88803, D Avg: 810258, [Encryption Key[173, 730, 730, 730], Wooden Shield[203, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 453: HP: 6740, STR: 2167, VIT: 726389, SPD: 81, LUK: 1, Attack: 90049, Defense: 810258, Current HP: 6740, A Avg: 94551, D Avg: 810258, [Wild Card[175, 730, 730, 730], Wooden Shield[203, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 452: HP: 1196, STR: 1137, VIT: 726389, SPD: 81, LUK: 1, Attack: 86781, Defense: 810258, Current HP: 1196, A Avg: 91120, D Avg: 810258, [Portal Sword[176, 730, 730, 730], Wooden Shield[203, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 451: HP: 4065, STR: 590, VIT: 724344, SPD: 81, LUK: 1, Attack: 84700, Defense: 810261, Current HP: 4065, A Avg: 88935, D Avg: 810261, [Dragon Killer[139, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 450: HP: 4115, STR: 594, VIT: 724344, SPD: 81, LUK: 1, Attack: 85107, Defense: 810261, Current HP: 4115, A Avg: 89362, D Avg: 810261, [Volcano[142, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 449: HP: 4136, STR: 590, VIT: 724347, SPD: 81, LUK: 1, Attack: 86559, Defense: 810264, Current HP: 4136, A Avg: 90886, D Avg: 810264, [Fire Chariot[138, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 448: HP: 2511, STR: 927, VIT: 725429, SPD: 81, LUK: 1, Attack: 86025, Defense: 810267, Current HP: 2511, A Avg: 90326, D Avg: 810267, [Yggdrasil[126, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 447: HP: 2049, STR: 853, VIT: 725429, SPD: 81, LUK: 1, Attack: 85678, Defense: 810267, Current HP: 2049, A Avg: 89961, D Avg: 810267, [Kraken[145, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 446: HP: 2112, STR: 759, VIT: 725429, SPD: 81, LUK: 1, Attack: 85571, Defense: 810267, Current HP: 2112, A Avg: 89849, D Avg: 810267, [Granada[150, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 445: HP: 1679, STR: 770, VIT: 725278, SPD: 81, LUK: 1, Attack: 84958, Defense: 810272, Current HP: 1679, A Avg: 89205, D Avg: 810272, [Cagliostro[133, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 444: HP: 2234, STR: 768, VIT: 725435, SPD: 81, LUK: 1, Attack: 84800, Defense: 810273, Current HP: 2234, A Avg: 89040, D Avg: 810273, [Alucard[146, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 443: HP: 4577, STR: 759, VIT: 724362, SPD: 81, LUK: 1, Attack: 85857, Defense: 810279, Current HP: 4577, A Avg: 90149, D Avg: 810279, [Yggdrasil[126, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 442: HP: 4115, STR: 685, VIT: 724362, SPD: 81, LUK: 1, Attack: 85510, Defense: 810279, Current HP: 4115, A Avg: 89785, D Avg: 810279, [Kraken[145, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 441: HP: 4178, STR: 592, VIT: 724362, SPD: 81, LUK: 1, Attack: 85404, Defense: 810279, Current HP: 4178, A Avg: 89674, D Avg: 810279, [Granada[150, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 440: HP: 1627, STR: 1098, VIT: 725287, SPD: 81, LUK: 1, Attack: 85208, Defense: 810281, Current HP: 1627, A Avg: 89468, D Avg: 810281, [Windmill[137, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 439: HP: 1763, STR: 1076, VIT: 726044, SPD: 81, LUK: 1, Attack: 86629, Defense: 810284, Current HP: 1763, A Avg: 90960, D Avg: 810284, [Hammer of Justice[186, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 438: HP: 1616, STR: 1008, VIT: 725290, SPD: 81, LUK: 1, Attack: 85008, Defense: 810284, Current HP: 1616, A Avg: 89258, D Avg: 810284, [Kirisame[129, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 437: HP: 2099, STR: 1017, VIT: 725290, SPD: 81, LUK: 1, Attack: 85138, Defense: 810284, Current HP: 2099, A Avg: 89394, D Avg: 810284, [Black Kirisame[130, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 436: HP: 2087, STR: 1252, VIT: 725290, SPD: 81, LUK: 1, Attack: 87000, Defense: 810284, Current HP: 2087, A Avg: 91350, D Avg: 810284, [Scythe of the Grim Reaper[148, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 435: HP: 4300, STR: 601, VIT: 724367, SPD: 81, LUK: 1, Attack: 84633, Defense: 810284, Current HP: 4300, A Avg: 88864, D Avg: 810284, [Alucard[146, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 434: HP: 2120, STR: 1017, VIT: 725292, SPD: 81, LUK: 1, Attack: 85127, Defense: 810286, Current HP: 2120, A Avg: 89383, D Avg: 810286, [Serpent[144, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 433: HP: 2377, STR: 1179, VIT: 725298, SPD: 81, LUK: 1, Attack: 86145, Defense: 810292, Current HP: 2377, A Avg: 90452, D Avg: 810292, [Red Shark[134, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 432: HP: 2540, STR: 1008, VIT: 725307, SPD: 81, LUK: 1, Attack: 85326, Defense: 810301, Current HP: 2540, A Avg: 89592, D Avg: 810301, [Ruby Knuckle[151, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 431: HP: 1910, STR: 345, VIT: 725353, SPD: 81, LUK: 1, Attack: 84201, Defense: 810321, Current HP: 1910, A Avg: 88411, D Avg: 810321, [Emerald Sword[115, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 430: HP: 1684, STR: 433, VIT: 725359, SPD: 81, LUK: 1, Attack: 84335, Defense: 810327, Current HP: 1684, A Avg: 88551, D Avg: 810327, [Crossed Shuriken[136, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 429: HP: 2099, STR: 1458, VIT: 725336, SPD: 81, LUK: 1, Attack: 86192, Defense: 810330, Current HP: 2099, A Avg: 90501, D Avg: 810330, [Irruption[154, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 428: HP: 1910, STR: 513, VIT: 725368, SPD: 81, LUK: 1, Attack: 85026, Defense: 810336, Current HP: 1910, A Avg: 89277, D Avg: 810336, [Maximum Iron Mass[123, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 427: HP: 2015, STR: 1389, VIT: 726113, SPD: 81, LUK: 1, Attack: 87878, Defense: 810353, Current HP: 2015, A Avg: 92271, D Avg: 810353, [Cuttlefish[178, 730, 730, 730], Dragon's Wings[216, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 426: HP: 1196, STR: 187, VIT: 726502, SPD: 81, LUK: 1, Attack: 84575, Defense: 810365, Current HP: 1196, A Avg: 88803, D Avg: 810365, [Encryption Key[173, 730, 730, 730], Titanium Shield[205, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 425: HP: 6740, STR: 2167, VIT: 726502, SPD: 81, LUK: 1, Attack: 90049, Defense: 810365, Current HP: 6740, A Avg: 94551, D Avg: 810365, [Wild Card[175, 730, 730, 730], Titanium Shield[205, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 424: HP: 1196, STR: 1137, VIT: 726502, SPD: 81, LUK: 1, Attack: 86781, Defense: 810365, Current HP: 1196, A Avg: 91120, D Avg: 810365, [Portal Sword[176, 730, 730, 730], Titanium Shield[205, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 423: HP: 2049, STR: 759, VIT: 725527, SPD: 81, LUK: 1, Attack: 84700, Defense: 810365, Current HP: 2049, A Avg: 88935, D Avg: 810365, [Rusty Knife[156, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 422: HP: 2049, STR: 689, VIT: 725556, SPD: 81, LUK: 1, Attack: 86164, Defense: 810394, Current HP: 2049, A Avg: 90472, D Avg: 810394, [Elemental[121, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 421: HP: 2511, STR: 865, VIT: 725556, SPD: 81, LUK: 1, Attack: 85515, Defense: 810394, Current HP: 2511, A Avg: 89790, D Avg: 810394, [Diamond Knuckle[152, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 420: HP: 1566, STR: 1168, VIT: 725562, SPD: 81, LUK: 1, Attack: 86006, Defense: 810400, Current HP: 1566, A Avg: 90306, D Avg: 810400, [Classic[168, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 419: HP: 4115, STR: 522, VIT: 724489, SPD: 81, LUK: 1, Attack: 85997, Defense: 810406, Current HP: 4115, A Avg: 90296, D Avg: 810406, [Elemental[121, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 418: HP: 4577, STR: 698, VIT: 724489, SPD: 81, LUK: 1, Attack: 85348, Defense: 810406, Current HP: 4577, A Avg: 89615, D Avg: 810406, [Diamond Knuckle[152, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 417: HP: 2049, STR: 1094, VIT: 725417, SPD: 81, LUK: 1, Attack: 85204, Defense: 810411, Current HP: 2049, A Avg: 89464, D Avg: 810411, [Dragon Killer[139, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 416: HP: 2099, STR: 1098, VIT: 725417, SPD: 81, LUK: 1, Attack: 85611, Defense: 810411, Current HP: 2099, A Avg: 89891, D Avg: 810411, [Volcano[142, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 415: HP: 3632, STR: 1000, VIT: 724495, SPD: 81, LUK: 1, Attack: 85838, Defense: 810412, Current HP: 3632, A Avg: 90129, D Avg: 810412, [Classic[168, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 414: HP: 2120, STR: 1094, VIT: 725420, SPD: 81, LUK: 1, Attack: 87063, Defense: 810414, Current HP: 2120, A Avg: 91416, D Avg: 810414, [Fire Chariot[138, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 413: HP: 1196, STR: 187, VIT: 726531, SPD: 81, LUK: 1, Attack: 84575, Defense: 810420, Current HP: 1196, A Avg: 88803, D Avg: 810420, [Encryption Key[173, 730, 730, 730], Large iron Shield[206, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 412: HP: 6740, STR: 2167, VIT: 726531, SPD: 81, LUK: 1, Attack: 90049, Defense: 810420, Current HP: 6740, A Avg: 94551, D Avg: 810420, [Wild Card[175, 730, 730, 730], Large iron Shield[206, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 411: HP: 1196, STR: 1137, VIT: 726531, SPD: 81, LUK: 1, Attack: 86781, Defense: 810420, Current HP: 1196, A Avg: 91120, D Avg: 810420, [Portal Sword[176, 730, 730, 730], Large iron Shield[206, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 410: HP: 2561, STR: 1263, VIT: 725435, SPD: 81, LUK: 1, Attack: 86361, Defense: 810429, Current HP: 2561, A Avg: 90679, D Avg: 810429, [Yggdrasil[126, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 409: HP: 2099, STR: 1189, VIT: 725435, SPD: 81, LUK: 1, Attack: 86014, Defense: 810429, Current HP: 2099, A Avg: 90314, D Avg: 810429, [Kraken[145, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 408: HP: 2162, STR: 1096, VIT: 725435, SPD: 81, LUK: 1, Attack: 85908, Defense: 810429, Current HP: 2162, A Avg: 90203, D Avg: 810429, [Granada[150, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 407: HP: 1978, STR: 187, VIT: 726502, SPD: 81, LUK: 1, Attack: 84575, Defense: 810430, Current HP: 1978, A Avg: 88803, D Avg: 810430, [Encryption Key[173, 730, 730, 730], Hardwood Shield[223, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 406: HP: 7522, STR: 2167, VIT: 726502, SPD: 81, LUK: 1, Attack: 90049, Defense: 810430, Current HP: 7522, A Avg: 94551, D Avg: 810430, [Wild Card[175, 730, 730, 730], Hardwood Shield[223, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 405: HP: 1978, STR: 1137, VIT: 726502, SPD: 81, LUK: 1, Attack: 86781, Defense: 810430, Current HP: 1978, A Avg: 91120, D Avg: 810430, [Portal Sword[176, 730, 730, 730], Hardwood Shield[223, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 404: HP: 2284, STR: 1105, VIT: 725440, SPD: 81, LUK: 1, Attack: 85137, Defense: 810434, Current HP: 2284, A Avg: 89393, D Avg: 810434, [Alucard[146, 730, 730, 730], Metalization[228, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 403: HP: 1280, STR: 187, VIT: 726516, SPD: 81, LUK: 1, Attack: 84575, Defense: 810444, Current HP: 1280, A Avg: 88803, D Avg: 810444, [Encryption Key[173, 730, 730, 730], Tower Shield[213, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 402: HP: 6824, STR: 2167, VIT: 726516, SPD: 81, LUK: 1, Attack: 90049, Defense: 810444, Current HP: 6824, A Avg: 94551, D Avg: 810444, [Wild Card[175, 730, 730, 730], Tower Shield[213, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 401: HP: 1280, STR: 1137, VIT: 726516, SPD: 81, LUK: 1, Attack: 86781, Defense: 810444, Current HP: 1280, A Avg: 91120, D Avg: 810444, [Portal Sword[176, 730, 730, 730], Tower Shield[213, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 400: HP: 1469, STR: 266, VIT: 725481, SPD: 81, LUK: 1, Attack: 84454, Defense: 810449, Current HP: 1469, A Avg: 88676, D Avg: 810449, [Cagliostro[133, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 399: HP: 1417, STR: 594, VIT: 725490, SPD: 81, LUK: 1, Attack: 84704, Defense: 810458, Current HP: 1417, A Avg: 88939, D Avg: 810458, [Windmill[137, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 398: HP: 1406, STR: 504, VIT: 725493, SPD: 81, LUK: 1, Attack: 84504, Defense: 810461, Current HP: 1406, A Avg: 88729, D Avg: 810461, [Kirisame[129, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 397: HP: 1889, STR: 513, VIT: 725493, SPD: 81, LUK: 1, Attack: 84634, Defense: 810461, Current HP: 1889, A Avg: 88865, D Avg: 810461, [Black Kirisame[130, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 396: HP: 1877, STR: 748, VIT: 725493, SPD: 81, LUK: 1, Attack: 86496, Defense: 810461, Current HP: 1877, A Avg: 90820, D Avg: 810461, [Scythe of the Grim Reaper[148, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 395: HP: 1910, STR: 513, VIT: 725495, SPD: 81, LUK: 1, Attack: 84623, Defense: 810463, Current HP: 1910, A Avg: 88854, D Avg: 810463, [Serpent[144, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 394: HP: 2167, STR: 675, VIT: 725501, SPD: 81, LUK: 1, Attack: 85641, Defense: 810469, Current HP: 2167, A Avg: 89923, D Avg: 810469, [Red Shark[134, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 393: HP: 2330, STR: 504, VIT: 725510, SPD: 81, LUK: 1, Attack: 84822, Defense: 810478, Current HP: 2330, A Avg: 89063, D Avg: 810478, [Ruby Knuckle[151, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 392: HP: 2015, STR: 1956, VIT: 725626, SPD: 81, LUK: 1, Attack: 87834, Defense: 810490, Current HP: 2015, A Avg: 92225, D Avg: 810490, [God Hand[179, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 391: HP: 1973, STR: 2748, VIT: 725626, SPD: 81, LUK: 1, Attack: 88288, Defense: 810490, Current HP: 1973, A Avg: 92702, D Avg: 810490, [Zodiac[184, 730, 730, 730], Dragon's Head[217, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 390: HP: 2049, STR: 1341, VIT: 725655, SPD: 81, LUK: 1, Attack: 86179, Defense: 810493, Current HP: 2049, A Avg: 90487, D Avg: 810493, [Willow Blade[157, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 389: HP: 3078, STR: 1146, VIT: 725655, SPD: 81, LUK: 1, Attack: 86069, Defense: 810493, Current HP: 3078, A Avg: 90372, D Avg: 810493, [Pangaea[164, 730, 730, 730], Bulletproof Shield[235, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 388: HP: 5144, STR: 979, VIT: 724588, SPD: 81, LUK: 1, Attack: 85902, Defense: 810505, Current HP: 5144, A Avg: 90197, D Avg: 810505, [Pangaea[164, 730, 730, 730], Frying Pan[231, 730, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 387: HP: 1889, STR: 954, VIT: 725539, SPD: 81, LUK: 1, Attack: 85688, Defense: 810507, Current HP: 1889, A Avg: 89972, D Avg: 810507, [Irruption[154, 730, 730, 730], Huge Shield[234, 730, 730, 730], Endpoint[318, 730, 730, 730]]
