Rank 1000: HP: 491, STR: 172, VIT: 417887, SPD: 9, LUK: 1, Attack: 85920, Defense: 501815, Current HP: 491, A Avg: 90216, D Avg: 501815, [Scythe of the Grim Reaper[148, 330, 330, 330], Tower Shield[213, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 536: HP: 401, STR: 153, VIT: 418098, SPD: 9, LUK: 1, Attack: 84052, Defense: 502936, Current HP: 401, A Avg: 88254, D Avg: 502936, [Sylph[119, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 535: HP: 401, STR: 153, VIT: 418098, SPD: 9, LUK: 1, Attack: 84079, Defense: 502936, Current HP: 401, A Avg: 88282, D Avg: 502936, [Gnome[120, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 534: HP: 629, STR: 162, VIT: 417971, SPD: 9, LUK: 1, Attack: 84844, Defense: 502939, Current HP: 629, A Avg: 89086, D Avg: 502939, [Thunder Whip[143, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 533: HP: 577, STR: 162, VIT: 417974, SPD: 9, LUK: 1, Attack: 84272, Defense: 502942, Current HP: 577, A Avg: 88485, D Avg: 502942, [Windmill[137, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 532: HP: 608, STR: 142, VIT: 417974, SPD: 9, LUK: 1, Attack: 88309, Defense: 502942, Current HP: 608, A Avg: 92724, D Avg: 502942, [Basic[169, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 531: HP: 453, STR: 145, VIT: 418104, SPD: 9, LUK: 1, Attack: 84333, Defense: 502942, Current HP: 453, A Avg: 88549, D Avg: 502942, [Cagliostro[133, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 530: HP: 776, STR: 282, VIT: 418081, SPD: 9, LUK: 1, Attack: 86134, Defense: 502945, Current HP: 776, A Avg: 90440, D Avg: 502945, [Santoku[159, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 529: HP: 566, STR: 144, VIT: 417977, SPD: 9, LUK: 1, Attack: 84144, Defense: 502945, Current HP: 566, A Avg: 88351, D Avg: 502945, [Kirisame[129, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 528: HP: 629, STR: 153, VIT: 417977, SPD: 9, LUK: 1, Attack: 84274, Defense: 502945, Current HP: 629, A Avg: 88487, D Avg: 502945, [Black Kirisame[130, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 527: HP: 617, STR: 172, VIT: 417977, SPD: 9, LUK: 1, Attack: 85920, Defense: 502945, Current HP: 617, A Avg: 90216, D Avg: 502945, [Scythe of the Grim Reaper[148, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 526: HP: 474, STR: 176, VIT: 418107, SPD: 9, LUK: 1, Attack: 84689, Defense: 502945, Current HP: 474, A Avg: 88923, D Avg: 502945, [Maximum Iron Mass[123, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 525: HP: 650, STR: 153, VIT: 417979, SPD: 9, LUK: 1, Attack: 84263, Defense: 502947, Current HP: 650, A Avg: 88476, D Avg: 502947, [Serpent[144, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 524: HP: 453, STR: 185, VIT: 418110, SPD: 9, LUK: 1, Attack: 84867, Defense: 502948, Current HP: 453, A Avg: 89110, D Avg: 502948, [Thunder Whip[143, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 523: HP: 401, STR: 185, VIT: 418113, SPD: 9, LUK: 1, Attack: 84295, Defense: 502951, Current HP: 401, A Avg: 88509, D Avg: 502951, [Windmill[137, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 522: HP: 432, STR: 165, VIT: 418113, SPD: 9, LUK: 1, Attack: 88332, Defense: 502951, Current HP: 432, A Avg: 92748, D Avg: 502951, [Basic[169, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 521: HP: 655, STR: 171, VIT: 417985, SPD: 9, LUK: 1, Attack: 85137, Defense: 502953, Current HP: 655, A Avg: 89393, D Avg: 502953, [Red Shark[134, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 520: HP: 390, STR: 167, VIT: 418116, SPD: 9, LUK: 1, Attack: 84167, Defense: 502954, Current HP: 390, A Avg: 88375, D Avg: 502954, [Kirisame[129, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 519: HP: 453, STR: 176, VIT: 418116, SPD: 9, LUK: 1, Attack: 84297, Defense: 502954, Current HP: 453, A Avg: 88511, D Avg: 502954, [Black Kirisame[130, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 518: HP: 440, STR: 196, VIT: 418116, SPD: 9, LUK: 1, Attack: 85944, Defense: 502954, Current HP: 440, A Avg: 90241, D Avg: 502954, [Scythe of the Grim Reaper[148, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 517: HP: 629, STR: 160, VIT: 417988, SPD: 9, LUK: 1, Attack: 84101, Defense: 502956, Current HP: 629, A Avg: 88306, D Avg: 502956, [Rusty Knife[156, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 516: HP: 663, STR: 158, VIT: 417988, SPD: 9, LUK: 1, Attack: 84268, Defense: 502956, Current HP: 663, A Avg: 88481, D Avg: 502956, [Dragon Killer[139, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 515: HP: 629, STR: 162, VIT: 417988, SPD: 9, LUK: 1, Attack: 84675, Defense: 502956, Current HP: 629, A Avg: 88908, D Avg: 502956, [Volcano[142, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 514: HP: 474, STR: 176, VIT: 418119, SPD: 9, LUK: 1, Attack: 84286, Defense: 502957, Current HP: 474, A Avg: 88500, D Avg: 502957, [Serpent[144, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 513: HP: 650, STR: 158, VIT: 417991, SPD: 9, LUK: 1, Attack: 86127, Defense: 502959, Current HP: 650, A Avg: 90433, D Avg: 502959, [Fire Chariot[138, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 512: HP: 650, STR: 144, VIT: 417994, SPD: 9, LUK: 1, Attack: 84462, Defense: 502962, Current HP: 650, A Avg: 88685, D Avg: 502962, [Ruby Knuckle[151, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 511: HP: 478, STR: 194, VIT: 418124, SPD: 9, LUK: 1, Attack: 85160, Defense: 502962, Current HP: 478, A Avg: 89418, D Avg: 502962, [Red Shark[134, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 510: HP: 453, STR: 183, VIT: 418127, SPD: 9, LUK: 1, Attack: 84124, Defense: 502965, Current HP: 453, A Avg: 88330, D Avg: 502965, [Rusty Knife[156, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 509: HP: 487, STR: 181, VIT: 418127, SPD: 9, LUK: 1, Attack: 84291, Defense: 502965, Current HP: 487, A Avg: 88505, D Avg: 502965, [Dragon Killer[139, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 508: HP: 453, STR: 185, VIT: 418127, SPD: 9, LUK: 1, Attack: 84698, Defense: 502965, Current HP: 453, A Avg: 88932, D Avg: 502965, [Volcano[142, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 507: HP: 629, STR: 237, VIT: 418000, SPD: 9, LUK: 1, Attack: 85075, Defense: 502968, Current HP: 629, A Avg: 89328, D Avg: 502968, [Willow Blade[157, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 506: HP: 818, STR: 187, VIT: 418000, SPD: 9, LUK: 1, Attack: 85110, Defense: 502968, Current HP: 818, A Avg: 89365, D Avg: 502968, [Pangaea[164, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 505: HP: 474, STR: 181, VIT: 418130, SPD: 9, LUK: 1, Attack: 86150, Defense: 502968, Current HP: 474, A Avg: 90457, D Avg: 502968, [Fire Chariot[138, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 504: HP: 474, STR: 167, VIT: 418133, SPD: 9, LUK: 1, Attack: 84485, Defense: 502971, Current HP: 474, A Avg: 88709, D Avg: 502971, [Ruby Knuckle[151, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 503: HP: 503, STR: 156, VIT: 418110, SPD: 9, LUK: 1, Attack: 84544, Defense: 502974, Current HP: 503, A Avg: 88771, D Avg: 502974, [Encryption Key[173, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 502: HP: 1007, STR: 336, VIT: 418110, SPD: 9, LUK: 1, Attack: 88218, Defense: 502974, Current HP: 1007, A Avg: 92628, D Avg: 502974, [Wild Card[175, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 501: HP: 503, STR: 243, VIT: 418110, SPD: 9, LUK: 1, Attack: 85887, Defense: 502974, Current HP: 503, A Avg: 90181, D Avg: 502974, [Portal Sword[176, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 500: HP: 671, STR: 183, VIT: 418006, SPD: 9, LUK: 1, Attack: 85281, Defense: 502974, Current HP: 671, A Avg: 89545, D Avg: 502974, [Yggdrasil[126, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 499: HP: 629, STR: 181, VIT: 418006, SPD: 9, LUK: 1, Attack: 85006, Defense: 502974, Current HP: 629, A Avg: 89256, D Avg: 502974, [Kraken[145, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 498: HP: 692, STR: 160, VIT: 418006, SPD: 9, LUK: 1, Attack: 84972, Defense: 502974, Current HP: 692, A Avg: 89220, D Avg: 502974, [Granada[150, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 497: HP: 453, STR: 261, VIT: 418139, SPD: 9, LUK: 1, Attack: 85099, Defense: 502977, Current HP: 453, A Avg: 89353, D Avg: 502977, [Willow Blade[157, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 496: HP: 642, STR: 210, VIT: 418139, SPD: 9, LUK: 1, Attack: 85133, Defense: 502977, Current HP: 642, A Avg: 89389, D Avg: 502977, [Pangaea[164, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 495: HP: 646, STR: 169, VIT: 418011, SPD: 9, LUK: 1, Attack: 84201, Defense: 502979, Current HP: 646, A Avg: 88411, D Avg: 502979, [Alucard[146, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 494: HP: 713, STR: 480, VIT: 418116, SPD: 9, LUK: 1, Attack: 85814, Defense: 502980, Current HP: 713, A Avg: 90104, D Avg: 502980, [Impulse[166, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 493: HP: 495, STR: 207, VIT: 418145, SPD: 9, LUK: 1, Attack: 85305, Defense: 502983, Current HP: 495, A Avg: 89570, D Avg: 502983, [Yggdrasil[126, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 492: HP: 453, STR: 205, VIT: 418145, SPD: 9, LUK: 1, Attack: 85030, Defense: 502983, Current HP: 453, A Avg: 89281, D Avg: 502983, [Kraken[145, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 491: HP: 516, STR: 183, VIT: 418145, SPD: 9, LUK: 1, Attack: 84995, Defense: 502983, Current HP: 516, A Avg: 89244, D Avg: 502983, [Granada[150, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 490: HP: 629, STR: 162, VIT: 418017, SPD: 9, LUK: 1, Attack: 85637, Defense: 502985, Current HP: 629, A Avg: 89918, D Avg: 502985, [Elemental[121, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 489: HP: 671, STR: 194, VIT: 418017, SPD: 9, LUK: 1, Attack: 84844, Defense: 502985, Current HP: 671, A Avg: 89086, D Avg: 502985, [Diamond Knuckle[152, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 488: HP: 470, STR: 192, VIT: 418151, SPD: 9, LUK: 1, Attack: 84224, Defense: 502989, Current HP: 470, A Avg: 88435, D Avg: 502989, [Alucard[146, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 487: HP: 587, STR: 226, VIT: 418023, SPD: 9, LUK: 1, Attack: 86754, Defense: 502991, Current HP: 587, A Avg: 91091, D Avg: 502991, [Moon Knuckle[153, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 486: HP: 566, STR: 367, VIT: 418023, SPD: 9, LUK: 1, Attack: 86245, Defense: 502991, Current HP: 566, A Avg: 90557, D Avg: 502991, [Blue Sword[180, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 485: HP: 566, STR: 208, VIT: 418023, SPD: 9, LUK: 1, Attack: 85046, Defense: 502991, Current HP: 566, A Avg: 89298, D Avg: 502991, [Classic[168, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 484: HP: 629, STR: 234, VIT: 418023, SPD: 9, LUK: 1, Attack: 84968, Defense: 502991, Current HP: 629, A Avg: 89216, D Avg: 502991, [Irruption[154, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 483: HP: 453, STR: 185, VIT: 418156, SPD: 9, LUK: 1, Attack: 85660, Defense: 502994, Current HP: 453, A Avg: 89943, D Avg: 502994, [Elemental[121, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 482: HP: 495, STR: 217, VIT: 418156, SPD: 9, LUK: 1, Attack: 84867, Defense: 502994, Current HP: 495, A Avg: 89110, D Avg: 502994, [Diamond Knuckle[152, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 481: HP: 713, STR: 176, VIT: 418029, SPD: 9, LUK: 1, Attack: 85508, Defense: 502997, Current HP: 713, A Avg: 89783, D Avg: 502997, [Tower[149, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 480: HP: 709, STR: 178, VIT: 418032, SPD: 9, LUK: 1, Attack: 85221, Defense: 503000, Current HP: 709, A Avg: 89482, D Avg: 503000, [White Snake[160, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 479: HP: 411, STR: 250, VIT: 418162, SPD: 9, LUK: 1, Attack: 86778, Defense: 503000, Current HP: 411, A Avg: 91116, D Avg: 503000, [Moon Knuckle[153, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 478: HP: 390, STR: 390, VIT: 418162, SPD: 9, LUK: 1, Attack: 86268, Defense: 503000, Current HP: 390, A Avg: 90581, D Avg: 503000, [Blue Sword[180, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 477: HP: 390, STR: 232, VIT: 418162, SPD: 9, LUK: 1, Attack: 85070, Defense: 503000, Current HP: 390, A Avg: 89323, D Avg: 503000, [Classic[168, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 476: HP: 453, STR: 257, VIT: 418162, SPD: 9, LUK: 1, Attack: 84991, Defense: 503000, Current HP: 453, A Avg: 89240, D Avg: 503000, [Irruption[154, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 475: HP: 537, STR: 199, VIT: 418168, SPD: 9, LUK: 1, Attack: 85531, Defense: 503006, Current HP: 537, A Avg: 89807, D Avg: 503006, [Tower[149, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 474: HP: 692, STR: 205, VIT: 418040, SPD: 9, LUK: 1, Attack: 86551, Defense: 503008, Current HP: 692, A Avg: 90878, D Avg: 503008, [Progress[147, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 473: HP: 533, STR: 201, VIT: 418171, SPD: 9, LUK: 1, Attack: 85244, Defense: 503009, Current HP: 533, A Avg: 89506, D Avg: 503009, [White Snake[160, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 472: HP: 818, STR: 259, VIT: 418046, SPD: 9, LUK: 1, Attack: 86137, Defense: 503014, Current HP: 818, A Avg: 90443, D Avg: 503014, [God Hand[179, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 471: HP: 776, STR: 331, VIT: 418046, SPD: 9, LUK: 1, Attack: 85871, Defense: 503014, Current HP: 776, A Avg: 90164, D Avg: 503014, [Zodiac[184, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 470: HP: 986, STR: 1436, VIT: 418046, SPD: 9, LUK: 1, Attack: 91345, Defense: 503014, Current HP: 986, A Avg: 95912, D Avg: 503014, [Spectral Sword Shigure[172, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 469: HP: 516, STR: 228, VIT: 418180, SPD: 9, LUK: 1, Attack: 86574, Defense: 503018, Current HP: 516, A Avg: 90902, D Avg: 503018, [Progress[147, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 468: HP: 642, STR: 282, VIT: 418185, SPD: 9, LUK: 1, Attack: 86160, Defense: 503023, Current HP: 642, A Avg: 90468, D Avg: 503023, [God Hand[179, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 467: HP: 600, STR: 354, VIT: 418185, SPD: 9, LUK: 1, Attack: 85894, Defense: 503023, Current HP: 600, A Avg: 90188, D Avg: 503023, [Zodiac[184, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 466: HP: 810, STR: 1459, VIT: 418185, SPD: 9, LUK: 1, Attack: 91368, Defense: 503023, Current HP: 810, A Avg: 95936, D Avg: 503023, [Spectral Sword Shigure[172, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 465: HP: 566, STR: 403, VIT: 418069, SPD: 9, LUK: 1, Attack: 85191, Defense: 503037, Current HP: 566, A Avg: 89450, D Avg: 503037, [Pulse Knife[165, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 464: HP: 688, STR: 194, VIT: 418072, SPD: 9, LUK: 1, Attack: 85838, Defense: 503040, Current HP: 688, A Avg: 90129, D Avg: 503040, [Gladius[162, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 463: HP: 390, STR: 426, VIT: 418209, SPD: 9, LUK: 1, Attack: 85214, Defense: 503047, Current HP: 390, A Avg: 89474, D Avg: 503047, [Pulse Knife[165, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 462: HP: 512, STR: 217, VIT: 418211, SPD: 9, LUK: 1, Attack: 85861, Defense: 503049, Current HP: 512, A Avg: 90154, D Avg: 503049, [Gladius[162, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 461: HP: 839, STR: 160, VIT: 418104, SPD: 9, LUK: 1, Attack: 84868, Defense: 503072, Current HP: 839, A Avg: 89111, D Avg: 503072, [Thin Blade[158, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 460: HP: 1343, STR: 2071, VIT: 418214, SPD: 9, LUK: 1, Attack: 87884, Defense: 503078, Current HP: 1343, A Avg: 92278, D Avg: 503078, [Spear of Regression[182, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 459: HP: 663, STR: 183, VIT: 418243, SPD: 9, LUK: 1, Attack: 84891, Defense: 503081, Current HP: 663, A Avg: 89135, D Avg: 503081, [Thin Blade[158, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 458: HP: 839, STR: 241, VIT: 418133, SPD: 9, LUK: 1, Attack: 86093, Defense: 503101, Current HP: 839, A Avg: 90397, D Avg: 503101, [Santoku[159, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 457: HP: 663, STR: 264, VIT: 418272, SPD: 9, LUK: 1, Attack: 86116, Defense: 503110, Current HP: 663, A Avg: 90421, D Avg: 503110, [Santoku[159, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 456: HP: 755, STR: 469, VIT: 418261, SPD: 9, LUK: 1, Attack: 86958, Defense: 503125, Current HP: 755, A Avg: 91305, D Avg: 503125, [Cuttlefish[178, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 455: HP: 566, STR: 115, VIT: 418162, SPD: 9, LUK: 1, Attack: 84503, Defense: 503130, Current HP: 566, A Avg: 88728, D Avg: 503130, [Encryption Key[173, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 454: HP: 1070, STR: 295, VIT: 418162, SPD: 9, LUK: 1, Attack: 88177, Defense: 503130, Current HP: 1070, A Avg: 92585, D Avg: 503130, [Wild Card[175, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 453: HP: 566, STR: 201, VIT: 418162, SPD: 9, LUK: 1, Attack: 85845, Defense: 503130, Current HP: 566, A Avg: 90137, D Avg: 503130, [Portal Sword[176, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 452: HP: 776, STR: 439, VIT: 418168, SPD: 9, LUK: 1, Attack: 85773, Defense: 503136, Current HP: 776, A Avg: 90061, D Avg: 503136, [Impulse[166, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 451: HP: 390, STR: 138, VIT: 418301, SPD: 9, LUK: 1, Attack: 84526, Defense: 503139, Current HP: 390, A Avg: 88752, D Avg: 503139, [Encryption Key[173, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 450: HP: 894, STR: 318, VIT: 418301, SPD: 9, LUK: 1, Attack: 88200, Defense: 503139, Current HP: 894, A Avg: 92610, D Avg: 503139, [Wild Card[175, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 449: HP: 390, STR: 225, VIT: 418301, SPD: 9, LUK: 1, Attack: 85869, Defense: 503139, Current HP: 390, A Avg: 90162, D Avg: 503139, [Portal Sword[176, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 448: HP: 600, STR: 462, VIT: 418307, SPD: 9, LUK: 1, Attack: 85796, Defense: 503145, Current HP: 600, A Avg: 90085, D Avg: 503145, [Impulse[166, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 447: HP: 503, STR: 228, VIT: 418307, SPD: 9, LUK: 1, Attack: 85781, Defense: 503171, Current HP: 503, A Avg: 90070, D Avg: 503171, [Hammer of Justice[186, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 446: HP: 1406, STR: 2030, VIT: 418267, SPD: 9, LUK: 1, Attack: 87843, Defense: 503235, Current HP: 1406, A Avg: 92235, D Avg: 503235, [Spear of Regression[182, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 445: HP: 1230, STR: 2053, VIT: 418406, SPD: 9, LUK: 1, Attack: 87866, Defense: 503244, Current HP: 1230, A Avg: 92259, D Avg: 503244, [Spear of Regression[182, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 444: HP: 818, STR: 428, VIT: 418313, SPD: 9, LUK: 1, Attack: 86917, Defense: 503281, Current HP: 818, A Avg: 91262, D Avg: 503281, [Cuttlefish[178, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 443: HP: 642, STR: 451, VIT: 418452, SPD: 9, LUK: 1, Attack: 86940, Defense: 503290, Current HP: 642, A Avg: 91287, D Avg: 503290, [Cuttlefish[178, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 442: HP: 776, STR: 259, VIT: 418307, SPD: 9, LUK: 1, Attack: 83985, Defense: 503301, Current HP: 776, A Avg: 88184, D Avg: 503301, [Wooden Stick[101, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 441: HP: 776, STR: 259, VIT: 418307, SPD: 9, LUK: 1, Attack: 84024, Defense: 503301, Current HP: 776, A Avg: 88225, D Avg: 503301, [Club[102, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 440: HP: 776, STR: 264, VIT: 418307, SPD: 9, LUK: 1, Attack: 84036, Defense: 503301, Current HP: 776, A Avg: 88237, D Avg: 503301, [Short Sword[103, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 439: HP: 776, STR: 275, VIT: 418307, SPD: 9, LUK: 1, Attack: 84086, Defense: 503301, Current HP: 776, A Avg: 88290, D Avg: 503301, [Long Sword[104, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 438: HP: 776, STR: 273, VIT: 418307, SPD: 9, LUK: 1, Attack: 84045, Defense: 503301, Current HP: 776, A Avg: 88247, D Avg: 503301, [Wasp Knife[105, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
