Rank 1000: HP: 734, STR: 268, VIT: 418116, SPD: 27, LUK: 1, Attack: 84209, Defense: 502005, Current HP: 734, A Avg: 88419, D Avg: 502005, [Rusty Knife[156, 330, 330, 330], Large iron Shield[206, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 512: HP: 787, STR: 270, VIT: 418380, SPD: 27, LUK: 1, Attack: 84380, Defense: 503348, Current HP: 787, A Avg: 88599, D Avg: 503348, [Windmill[137, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 511: HP: 1406, STR: 345, VIT: 418487, SPD: 27, LUK: 1, Attack: 85053, Defense: 503351, Current HP: 1406, A Avg: 89305, D Avg: 503351, [Thin Blade[158, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 510: HP: 776, STR: 234, VIT: 418383, SPD: 27, LUK: 1, Attack: 84234, Defense: 503351, Current HP: 776, A Avg: 88445, D Avg: 503351, [Kirisame[129, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 509: HP: 944, STR: 243, VIT: 418383, SPD: 27, LUK: 1, Attack: 84364, Defense: 503351, Current HP: 944, A Avg: 88582, D Avg: 503351, [Black Kirisame[130, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 508: HP: 932, STR: 316, VIT: 418383, SPD: 27, LUK: 1, Attack: 86064, Defense: 503351, Current HP: 932, A Avg: 90367, D Avg: 503351, [Scythe of the Grim Reaper[148, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 507: HP: 965, STR: 243, VIT: 418385, SPD: 27, LUK: 1, Attack: 84353, Defense: 503353, Current HP: 965, A Avg: 88570, D Avg: 503353, [Serpent[144, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 506: HP: 1033, STR: 297, VIT: 418391, SPD: 27, LUK: 1, Attack: 85263, Defense: 503359, Current HP: 1033, A Avg: 89526, D Avg: 503359, [Red Shark[134, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 505: HP: 1070, STR: 234, VIT: 418400, SPD: 27, LUK: 1, Attack: 84552, Defense: 503368, Current HP: 1070, A Avg: 88779, D Avg: 503368, [Ruby Knuckle[151, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 504: HP: 852, STR: 311, VIT: 418533, SPD: 27, LUK: 1, Attack: 85786, Defense: 503371, Current HP: 852, A Avg: 90075, D Avg: 503371, [Elemental[121, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 503: HP: 999, STR: 379, VIT: 418533, SPD: 27, LUK: 1, Attack: 85029, Defense: 503371, Current HP: 999, A Avg: 89280, D Avg: 503371, [Diamond Knuckle[152, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 502: HP: 818, STR: 768, VIT: 418510, SPD: 27, LUK: 1, Attack: 85556, Defense: 503374, Current HP: 818, A Avg: 89833, D Avg: 503374, [Pulse Knife[165, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 501: HP: 684, STR: 466, VIT: 418539, SPD: 27, LUK: 1, Attack: 85304, Defense: 503377, Current HP: 684, A Avg: 89569, D Avg: 503377, [Classic[168, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 500: HP: 1406, STR: 516, VIT: 418516, SPD: 27, LUK: 1, Attack: 86368, Defense: 503380, Current HP: 1406, A Avg: 90686, D Avg: 503380, [Santoku[159, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 499: HP: 852, STR: 531, VIT: 418545, SPD: 27, LUK: 1, Attack: 85369, Defense: 503383, Current HP: 852, A Avg: 89637, D Avg: 503383, [Willow Blade[157, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 498: HP: 1251, STR: 444, VIT: 418545, SPD: 27, LUK: 1, Attack: 85367, Defense: 503383, Current HP: 1251, A Avg: 89635, D Avg: 503383, [Pangaea[164, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 497: HP: 957, STR: 266, VIT: 418423, SPD: 27, LUK: 1, Attack: 84376, Defense: 503391, Current HP: 957, A Avg: 88594, D Avg: 503391, [Dragon Killer[139, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 496: HP: 944, STR: 270, VIT: 418423, SPD: 27, LUK: 1, Attack: 84783, Defense: 503391, Current HP: 944, A Avg: 89022, D Avg: 503391, [Volcano[142, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 495: HP: 965, STR: 266, VIT: 418426, SPD: 27, LUK: 1, Attack: 86235, Defense: 503394, Current HP: 965, A Avg: 90546, D Avg: 503394, [Fire Chariot[138, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 494: HP: 944, STR: 414, VIT: 418429, SPD: 27, LUK: 1, Attack: 85148, Defense: 503397, Current HP: 944, A Avg: 89405, D Avg: 503397, [Irruption[154, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 493: HP: 1091, STR: 327, VIT: 418441, SPD: 27, LUK: 1, Attack: 85425, Defense: 503409, Current HP: 1091, A Avg: 89696, D Avg: 503409, [Yggdrasil[126, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 492: HP: 944, STR: 307, VIT: 418441, SPD: 27, LUK: 1, Attack: 85132, Defense: 503409, Current HP: 944, A Avg: 89388, D Avg: 503409, [Kraken[145, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 491: HP: 1007, STR: 268, VIT: 418441, SPD: 27, LUK: 1, Attack: 85080, Defense: 503409, Current HP: 1007, A Avg: 89334, D Avg: 503409, [Granada[150, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 490: HP: 936, STR: 361, VIT: 418574, SPD: 27, LUK: 1, Attack: 85693, Defense: 503412, Current HP: 936, A Avg: 89977, D Avg: 503412, [Tower[149, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 489: HP: 1003, STR: 277, VIT: 418446, SPD: 27, LUK: 1, Attack: 84309, Defense: 503414, Current HP: 1003, A Avg: 88524, D Avg: 503414, [Alucard[146, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 488: HP: 944, STR: 268, VIT: 418452, SPD: 27, LUK: 1, Attack: 84209, Defense: 503420, Current HP: 944, A Avg: 88419, D Avg: 503420, [Rusty Knife[156, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 487: HP: 974, STR: 381, VIT: 418606, SPD: 27, LUK: 1, Attack: 85424, Defense: 503444, Current HP: 974, A Avg: 89695, D Avg: 503444, [White Snake[160, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 486: HP: 944, STR: 252, VIT: 418481, SPD: 27, LUK: 1, Attack: 85727, Defense: 503449, Current HP: 944, A Avg: 90013, D Avg: 503449, [Elemental[121, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 485: HP: 1091, STR: 320, VIT: 418481, SPD: 27, LUK: 1, Attack: 84970, Defense: 503449, Current HP: 1091, A Avg: 89218, D Avg: 503449, [Diamond Knuckle[152, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 484: HP: 1020, STR: 462, VIT: 418615, SPD: 27, LUK: 1, Attack: 86808, Defense: 503453, Current HP: 1020, A Avg: 91148, D Avg: 503453, [Progress[147, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 483: HP: 776, STR: 406, VIT: 418487, SPD: 27, LUK: 1, Attack: 85244, Defense: 503455, Current HP: 776, A Avg: 89506, D Avg: 503455, [Classic[168, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 482: HP: 944, STR: 471, VIT: 418493, SPD: 27, LUK: 1, Attack: 85309, Defense: 503461, Current HP: 944, A Avg: 89574, D Avg: 503461, [Willow Blade[157, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 481: HP: 1343, STR: 385, VIT: 418493, SPD: 27, LUK: 1, Attack: 85308, Defense: 503461, Current HP: 1343, A Avg: 89573, D Avg: 503461, [Pangaea[164, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 480: HP: 705, STR: 448, VIT: 418626, SPD: 27, LUK: 1, Attack: 86976, Defense: 503464, Current HP: 705, A Avg: 91324, D Avg: 503464, [Moon Knuckle[153, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 479: HP: 684, STR: 1074, VIT: 418626, SPD: 27, LUK: 1, Attack: 86952, Defense: 503464, Current HP: 684, A Avg: 91299, D Avg: 503464, [Blue Sword[180, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 478: HP: 986, STR: 367, VIT: 418481, SPD: 27, LUK: 1, Attack: 84093, Defense: 503475, Current HP: 986, A Avg: 88297, D Avg: 503475, [Wooden Stick[101, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 477: HP: 986, STR: 367, VIT: 418481, SPD: 27, LUK: 1, Attack: 84132, Defense: 503475, Current HP: 986, A Avg: 88338, D Avg: 503475, [Club[102, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 476: HP: 986, STR: 372, VIT: 418481, SPD: 27, LUK: 1, Attack: 84144, Defense: 503475, Current HP: 986, A Avg: 88351, D Avg: 503475, [Short Sword[103, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 475: HP: 986, STR: 401, VIT: 418481, SPD: 27, LUK: 1, Attack: 84212, Defense: 503475, Current HP: 986, A Avg: 88422, D Avg: 503475, [Long Sword[104, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 474: HP: 986, STR: 417, VIT: 418481, SPD: 27, LUK: 1, Attack: 84189, Defense: 503475, Current HP: 986, A Avg: 88398, D Avg: 503475, [Wasp Knife[105, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 473: HP: 986, STR: 392, VIT: 418481, SPD: 27, LUK: 1, Attack: 84216, Defense: 503475, Current HP: 986, A Avg: 88426, D Avg: 503475, [Stun Knuckle[106, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 472: HP: 986, STR: 426, VIT: 418481, SPD: 27, LUK: 1, Attack: 84269, Defense: 503475, Current HP: 986, A Avg: 88482, D Avg: 503475, [Battle Scythe[107, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 471: HP: 1007, STR: 426, VIT: 418481, SPD: 27, LUK: 1, Attack: 84315, Defense: 503475, Current HP: 1007, A Avg: 88530, D Avg: 503475, [Iron Lumps[108, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 470: HP: 986, STR: 367, VIT: 418481, SPD: 27, LUK: 1, Attack: 84135, Defense: 503475, Current HP: 986, A Avg: 88341, D Avg: 503475, [Decorative Swords[109, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 469: HP: 986, STR: 444, VIT: 418481, SPD: 27, LUK: 1, Attack: 84567, Defense: 503475, Current HP: 986, A Avg: 88795, D Avg: 503475, [Pinpoint[112, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 468: HP: 1007, STR: 451, VIT: 418481, SPD: 27, LUK: 1, Attack: 84457, Defense: 503475, Current HP: 1007, A Avg: 88679, D Avg: 503475, [Great Iron Mass[122, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 467: HP: 997, STR: 392, VIT: 418481, SPD: 27, LUK: 1, Attack: 84385, Defense: 503475, Current HP: 997, A Avg: 88604, D Avg: 503475, [Sword of Wood[124, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 466: HP: 1154, STR: 486, VIT: 418481, SPD: 27, LUK: 1, Attack: 84674, Defense: 503475, Current HP: 1154, A Avg: 88907, D Avg: 503475, [Sword of the Spirit Tree[125, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 465: HP: 997, STR: 426, VIT: 418481, SPD: 27, LUK: 1, Attack: 84425, Defense: 503475, Current HP: 997, A Avg: 88646, D Avg: 503475, [Greatsword[127, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 464: HP: 1150, STR: 457, VIT: 418481, SPD: 27, LUK: 1, Attack: 84879, Defense: 503475, Current HP: 1150, A Avg: 89122, D Avg: 503475, [Dreaming Sword[128, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 463: HP: 1007, STR: 385, VIT: 418481, SPD: 27, LUK: 1, Attack: 84160, Defense: 503475, Current HP: 1007, A Avg: 88368, D Avg: 503475, [Peacemaker[131, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 462: HP: 1049, STR: 367, VIT: 418481, SPD: 27, LUK: 1, Attack: 84269, Defense: 503475, Current HP: 1049, A Avg: 88482, D Avg: 503475, [Daydream[132, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 461: HP: 1490, STR: 493, VIT: 418481, SPD: 27, LUK: 1, Attack: 86176, Defense: 503475, Current HP: 1490, A Avg: 90484, D Avg: 503475, [Dancing[155, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 460: HP: 986, STR: 662, VIT: 418481, SPD: 27, LUK: 1, Attack: 85318, Defense: 503475, Current HP: 986, A Avg: 89583, D Avg: 503475, [Penetra[161, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 459: HP: 1196, STR: 367, VIT: 418481, SPD: 27, LUK: 1, Attack: 85335, Defense: 503475, Current HP: 1196, A Avg: 89601, D Avg: 503475, [Cluster Bomb[170, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 458: HP: 1616, STR: 367, VIT: 418481, SPD: 27, LUK: 1, Attack: 92553, Defense: 503475, Current HP: 1616, A Avg: 97180, D Avg: 503475, [Big Bang[171, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 457: HP: 2750, STR: 367, VIT: 418481, SPD: 27, LUK: 1, Attack: 85420, Defense: 503475, Current HP: 2750, A Avg: 89691, D Avg: 503475, [Common Key[174, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 456: HP: 1616, STR: 367, VIT: 418481, SPD: 27, LUK: 1, Attack: 86609, Defense: 503475, Current HP: 1616, A Avg: 90939, D Avg: 503475, [Droid Hammer[177, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 455: HP: 986, STR: 1321, VIT: 418481, SPD: 27, LUK: 1, Attack: 86250, Defense: 503475, Current HP: 986, A Avg: 90562, D Avg: 503475, [Jack Knife[185, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 454: HP: 986, STR: 1375, VIT: 418481, SPD: 27, LUK: 1, Attack: 85953, Defense: 503475, Current HP: 986, A Avg: 90250, D Avg: 503475, [Magical[187, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 453: HP: 986, STR: 673, VIT: 418481, SPD: 27, LUK: 1, Attack: 87724, Defense: 503475, Current HP: 986, A Avg: 92110, D Avg: 503475, [Tekken[188, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 452: HP: 986, STR: -24808, VIT: 418481, SPD: 27, LUK: 1, Attack: 74458, Defense: 503475, Current HP: 986, A Avg: 78180, D Avg: 503475, [Sword of Evil[189, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 451: HP: 986, STR: 1735, VIT: 418481, SPD: 27, LUK: 1, Attack: 89396, Defense: 503475, Current HP: 986, A Avg: 93865, D Avg: 503475, [Neural Edge[190, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 450: HP: 1028, STR: 302, VIT: 418522, SPD: 27, LUK: 1, Attack: 85634, Defense: 503490, Current HP: 1028, A Avg: 89915, D Avg: 503490, [Tower[149, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 449: HP: 1133, STR: 455, VIT: 418499, SPD: 27, LUK: 1, Attack: 84422, Defense: 503493, Current HP: 1133, A Avg: 88643, D Avg: 503493, [Phantom Sword[117, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 448: HP: 1238, STR: 804, VIT: 418638, SPD: 27, LUK: 1, Attack: 86138, Defense: 503502, Current HP: 1238, A Avg: 90444, D Avg: 503502, [Impulse[166, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 447: HP: 997, STR: 417, VIT: 418510, SPD: 27, LUK: 1, Attack: 84260, Defense: 503504, Current HP: 997, A Avg: 88473, D Avg: 503504, [Salamander[110, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 446: HP: 986, STR: 442, VIT: 418510, SPD: 27, LUK: 1, Attack: 84526, Defense: 503504, Current HP: 986, A Avg: 88752, D Avg: 503504, [Phantom Scythe[116, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 445: HP: 997, STR: 417, VIT: 418510, SPD: 27, LUK: 1, Attack: 84289, Defense: 503504, Current HP: 997, A Avg: 88503, D Avg: 503504, [Undine[118, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 444: HP: 997, STR: 417, VIT: 418510, SPD: 27, LUK: 1, Attack: 84316, Defense: 503504, Current HP: 997, A Avg: 88531, D Avg: 503504, [Sylph[119, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 443: HP: 997, STR: 417, VIT: 418510, SPD: 27, LUK: 1, Attack: 84343, Defense: 503504, Current HP: 997, A Avg: 88560, D Avg: 503504, [Gnome[120, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 442: HP: 986, STR: 426, VIT: 418522, SPD: 27, LUK: 1, Attack: 84302, Defense: 503516, Current HP: 986, A Avg: 88517, D Avg: 503516, [Tornado[111, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 441: HP: 1133, STR: 417, VIT: 418522, SPD: 27, LUK: 1, Attack: 84442, Defense: 503516, Current HP: 1133, A Avg: 88664, D Avg: 503516, [Fairy Sword[113, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 440: HP: 986, STR: 460, VIT: 418522, SPD: 27, LUK: 1, Attack: 84609, Defense: 503516, Current HP: 986, A Avg: 88839, D Avg: 503516, [Giant Tornado[114, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 439: HP: 1001, STR: 426, VIT: 418522, SPD: 27, LUK: 1, Attack: 84242, Defense: 503516, Current HP: 1001, A Avg: 88454, D Avg: 503516, [Hand Axe[140, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 438: HP: 1007, STR: 442, VIT: 418522, SPD: 27, LUK: 1, Attack: 84435, Defense: 503516, Current HP: 1007, A Avg: 88656, D Avg: 503516, [Wooden Boomerang[167, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 437: HP: 1064, STR: 430, VIT: 418525, SPD: 27, LUK: 1, Attack: 84228, Defense: 503519, Current HP: 1064, A Avg: 88439, D Avg: 503519, [Ninja[135, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 436: HP: 1028, STR: 394, VIT: 418525, SPD: 27, LUK: 1, Attack: 88561, Defense: 503519, Current HP: 1028, A Avg: 92989, D Avg: 503519, [Basic[169, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 435: HP: 1066, STR: 322, VIT: 418554, SPD: 27, LUK: 1, Attack: 85365, Defense: 503522, Current HP: 1066, A Avg: 89633, D Avg: 503522, [White Snake[160, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 434: HP: 1003, STR: 426, VIT: 418528, SPD: 27, LUK: 1, Attack: 84432, Defense: 503522, Current HP: 1003, A Avg: 88653, D Avg: 503522, [Crescent[141, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 433: HP: 1112, STR: 403, VIT: 418562, SPD: 27, LUK: 1, Attack: 86749, Defense: 503530, Current HP: 1112, A Avg: 91086, D Avg: 503530, [Progress[147, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 432: HP: 797, STR: 388, VIT: 418574, SPD: 27, LUK: 1, Attack: 86916, Defense: 503542, Current HP: 797, A Avg: 91261, D Avg: 503542, [Moon Knuckle[153, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 431: HP: 776, STR: 1015, VIT: 418574, SPD: 27, LUK: 1, Attack: 86893, Defense: 503542, Current HP: 776, A Avg: 91237, D Avg: 503542, [Blue Sword[180, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 430: HP: 2036, STR: 1051, VIT: 419305, SPD: 27, LUK: 1, Attack: 88879, Defense: 503545, Current HP: 2036, A Avg: 93322, D Avg: 503545, [Stargazer[183, 330, 330, 330], Dragon's Wings[216, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 429: HP: 936, STR: 696, VIT: 418707, SPD: 27, LUK: 1, Attack: 86574, Defense: 503545, Current HP: 936, A Avg: 90902, D Avg: 503545, [God Hand[179, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 428: HP: 894, STR: 948, VIT: 418707, SPD: 27, LUK: 1, Attack: 86488, Defense: 503545, Current HP: 894, A Avg: 90812, D Avg: 503545, [Zodiac[184, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 427: HP: 1154, STR: 486, VIT: 418551, SPD: 27, LUK: 1, Attack: 85168, Defense: 503545, Current HP: 1154, A Avg: 89426, D Avg: 503545, [Thunder Whip[143, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 426: HP: 1175, STR: 417, VIT: 418562, SPD: 27, LUK: 1, Attack: 84273, Defense: 503556, Current HP: 1175, A Avg: 88486, D Avg: 503556, [Emerald Sword[115, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 425: HP: 1075, STR: 451, VIT: 418568, SPD: 27, LUK: 1, Attack: 84353, Defense: 503562, Current HP: 1075, A Avg: 88570, D Avg: 503562, [Crossed Shuriken[136, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 424: HP: 1175, STR: 477, VIT: 418577, SPD: 27, LUK: 1, Attack: 84990, Defense: 503571, Current HP: 1175, A Avg: 89239, D Avg: 503571, [Maximum Iron Mass[123, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 423: HP: 1406, STR: 1994, VIT: 418597, SPD: 27, LUK: 1, Attack: 91903, Defense: 503591, Current HP: 1406, A Avg: 96498, D Avg: 503591, [Spectral Sword Shigure[172, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 422: HP: 2574, STR: 2395, VIT: 418754, SPD: 27, LUK: 1, Attack: 88208, Defense: 503592, Current HP: 2574, A Avg: 92618, D Avg: 503592, [Spear of Regression[182, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 421: HP: 1049, STR: 392, VIT: 418603, SPD: 27, LUK: 1, Attack: 84580, Defense: 503597, Current HP: 1049, A Avg: 88809, D Avg: 503597, [Cagliostro[133, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 420: HP: 1058, STR: 433, VIT: 418762, SPD: 27, LUK: 1, Attack: 86077, Defense: 503600, Current HP: 1058, A Avg: 90380, D Avg: 503600, [Gladius[162, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 419: HP: 1272, STR: 327, VIT: 418765, SPD: 27, LUK: 1, Attack: 85035, Defense: 503603, Current HP: 1272, A Avg: 89286, D Avg: 503603, [Thin Blade[158, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 418: HP: 997, STR: 504, VIT: 418612, SPD: 27, LUK: 1, Attack: 84614, Defense: 503606, Current HP: 997, A Avg: 88844, D Avg: 503606, [Windmill[137, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 417: HP: 986, STR: 468, VIT: 418615, SPD: 27, LUK: 1, Attack: 84468, Defense: 503609, Current HP: 986, A Avg: 88691, D Avg: 503609, [Kirisame[129, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 416: HP: 1154, STR: 477, VIT: 418615, SPD: 27, LUK: 1, Attack: 84598, Defense: 503609, Current HP: 1154, A Avg: 88827, D Avg: 503609, [Black Kirisame[130, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 415: HP: 1142, STR: 550, VIT: 418615, SPD: 27, LUK: 1, Attack: 86298, Defense: 503609, Current HP: 1142, A Avg: 90612, D Avg: 503609, [Scythe of the Grim Reaper[148, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 414: HP: 1175, STR: 477, VIT: 418617, SPD: 27, LUK: 1, Attack: 84587, Defense: 503611, Current HP: 1175, A Avg: 88816, D Avg: 503611, [Serpent[144, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 413: HP: 1243, STR: 531, VIT: 418623, SPD: 27, LUK: 1, Attack: 85497, Defense: 503617, Current HP: 1243, A Avg: 89771, D Avg: 503617, [Red Shark[134, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
