Rank 1000: HP: 293, STR: 126, VIT: 417861, SPD: 1, LUK: 1, Attack: 85601, Defense: 501750, Current HP: 293, A Avg: 89881, D Avg: 501750, [Elemental[121, 330, 330, 330], Large iron Shield[206, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 499: HP: 272, STR: 117, VIT: 417977, SPD: 1, LUK: 1, Attack: 85995, Defense: 502815, Current HP: 272, A Avg: 90294, D Avg: 502815, [Blue Sword[180, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 498: HP: 482, STR: 117, VIT: 417977, SPD: 1, LUK: 1, Attack: 85657, Defense: 502815, Current HP: 482, A Avg: 89939, D Avg: 502815, [Zodiac[184, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 497: HP: 272, STR: 567, VIT: 417977, SPD: 1, LUK: 1, Attack: 85496, Defense: 502815, Current HP: 272, A Avg: 89770, D Avg: 502815, [Jack Knife[185, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 496: HP: 272, STR: 117, VIT: 417977, SPD: 1, LUK: 1, Attack: 84695, Defense: 502815, Current HP: 272, A Avg: 88929, D Avg: 502815, [Magical[187, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 495: HP: 272, STR: 297, VIT: 417977, SPD: 1, LUK: 1, Attack: 87348, Defense: 502815, Current HP: 272, A Avg: 91715, D Avg: 502815, [Tekken[188, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 494: HP: 272, STR: 117, VIT: 417977, SPD: 1, LUK: 1, Attack: 99383, Defense: 502815, Current HP: 272, A Avg: 104352, D Avg: 502815, [Sword of Evil[189, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 493: HP: 272, STR: 477, VIT: 417977, SPD: 1, LUK: 1, Attack: 88138, Defense: 502815, Current HP: 272, A Avg: 92544, D Avg: 502815, [Neural Edge[190, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 492: HP: 291, STR: 129, VIT: 417979, SPD: 1, LUK: 1, Attack: 83927, Defense: 502817, Current HP: 291, A Avg: 88123, D Avg: 502817, [Ninja[135, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 491: HP: 272, STR: 126, VIT: 417982, SPD: 1, LUK: 1, Attack: 84028, Defense: 502820, Current HP: 272, A Avg: 88229, D Avg: 502820, [Crossed Shuriken[136, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 490: HP: 289, STR: 126, VIT: 417982, SPD: 1, LUK: 1, Attack: 84132, Defense: 502820, Current HP: 289, A Avg: 88338, D Avg: 502820, [Crescent[141, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 489: HP: 283, STR: 127, VIT: 417985, SPD: 1, LUK: 1, Attack: 84237, Defense: 502823, Current HP: 283, A Avg: 88448, D Avg: 502823, [Windmill[137, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 488: HP: 272, STR: 117, VIT: 417988, SPD: 1, LUK: 1, Attack: 84117, Defense: 502826, Current HP: 272, A Avg: 88322, D Avg: 502826, [Kirisame[129, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 487: HP: 293, STR: 126, VIT: 417988, SPD: 1, LUK: 1, Attack: 84247, Defense: 502826, Current HP: 293, A Avg: 88459, D Avg: 502826, [Black Kirisame[130, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 486: HP: 335, STR: 124, VIT: 417988, SPD: 1, LUK: 1, Attack: 84234, Defense: 502826, Current HP: 335, A Avg: 88445, D Avg: 502826, [Dragon Killer[139, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 485: HP: 293, STR: 127, VIT: 417988, SPD: 1, LUK: 1, Attack: 84640, Defense: 502826, Current HP: 293, A Avg: 88872, D Avg: 502826, [Volcano[142, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 484: HP: 281, STR: 124, VIT: 417988, SPD: 1, LUK: 1, Attack: 85872, Defense: 502826, Current HP: 281, A Avg: 90165, D Avg: 502826, [Scythe of the Grim Reaper[148, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 483: HP: 314, STR: 126, VIT: 417991, SPD: 1, LUK: 1, Attack: 84639, Defense: 502829, Current HP: 314, A Avg: 88870, D Avg: 502829, [Maximum Iron Mass[123, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 482: HP: 314, STR: 124, VIT: 417991, SPD: 1, LUK: 1, Attack: 86093, Defense: 502829, Current HP: 314, A Avg: 90397, D Avg: 502829, [Fire Chariot[138, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 481: HP: 314, STR: 126, VIT: 417991, SPD: 1, LUK: 1, Attack: 84236, Defense: 502829, Current HP: 314, A Avg: 88447, D Avg: 502829, [Serpent[144, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 480: HP: 503, STR: 162, VIT: 417861, SPD: 1, LUK: 1, Attack: 84896, Defense: 502829, Current HP: 503, A Avg: 89140, D Avg: 502829, [Irruption[154, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 479: HP: 629, STR: 117, VIT: 417861, SPD: 1, LUK: 1, Attack: 84825, Defense: 502829, Current HP: 629, A Avg: 89066, D Avg: 502829, [Thin Blade[158, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 478: HP: 293, STR: 131, VIT: 417991, SPD: 1, LUK: 1, Attack: 85775, Defense: 502829, Current HP: 293, A Avg: 90063, D Avg: 502829, [Gladius[162, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 477: HP: 272, STR: 129, VIT: 417994, SPD: 1, LUK: 1, Attack: 84096, Defense: 502832, Current HP: 272, A Avg: 88300, D Avg: 502832, [Phantom Sword[117, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 476: HP: 293, STR: 129, VIT: 417997, SPD: 1, LUK: 1, Attack: 85095, Defense: 502835, Current HP: 293, A Avg: 89349, D Avg: 502835, [Red Shark[134, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 475: HP: 356, STR: 129, VIT: 417997, SPD: 1, LUK: 1, Attack: 85172, Defense: 502835, Current HP: 356, A Avg: 89430, D Avg: 502835, [White Snake[160, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 474: HP: 283, STR: 117, VIT: 418006, SPD: 1, LUK: 1, Attack: 83960, Defense: 502844, Current HP: 283, A Avg: 88158, D Avg: 502844, [Salamander[110, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 473: HP: 272, STR: 117, VIT: 418006, SPD: 1, LUK: 1, Attack: 84201, Defense: 502844, Current HP: 272, A Avg: 88411, D Avg: 502844, [Phantom Scythe[116, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 472: HP: 283, STR: 117, VIT: 418006, SPD: 1, LUK: 1, Attack: 83989, Defense: 502844, Current HP: 283, A Avg: 88188, D Avg: 502844, [Undine[118, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 471: HP: 283, STR: 117, VIT: 418006, SPD: 1, LUK: 1, Attack: 84016, Defense: 502844, Current HP: 283, A Avg: 88216, D Avg: 502844, [Sylph[119, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 470: HP: 283, STR: 117, VIT: 418006, SPD: 1, LUK: 1, Attack: 84043, Defense: 502844, Current HP: 283, A Avg: 88245, D Avg: 502844, [Gnome[120, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 469: HP: 293, STR: 135, VIT: 418006, SPD: 1, LUK: 1, Attack: 85610, Defense: 502844, Current HP: 293, A Avg: 89890, D Avg: 502844, [Elemental[121, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 468: HP: 293, STR: 135, VIT: 418006, SPD: 1, LUK: 1, Attack: 85233, Defense: 502844, Current HP: 293, A Avg: 89494, D Avg: 502844, [Yggdrasil[126, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 467: HP: 293, STR: 135, VIT: 418006, SPD: 1, LUK: 1, Attack: 84817, Defense: 502844, Current HP: 293, A Avg: 89057, D Avg: 502844, [Thunder Whip[143, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 466: HP: 293, STR: 140, VIT: 418006, SPD: 1, LUK: 1, Attack: 84965, Defense: 502844, Current HP: 293, A Avg: 89213, D Avg: 502844, [Kraken[145, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 465: HP: 314, STR: 135, VIT: 418006, SPD: 1, LUK: 1, Attack: 86481, Defense: 502844, Current HP: 314, A Avg: 90805, D Avg: 502844, [Progress[147, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 464: HP: 377, STR: 135, VIT: 418006, SPD: 1, LUK: 1, Attack: 85467, Defense: 502844, Current HP: 377, A Avg: 89740, D Avg: 502844, [Tower[149, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 463: HP: 356, STR: 126, VIT: 418006, SPD: 1, LUK: 1, Attack: 84938, Defense: 502844, Current HP: 356, A Avg: 89184, D Avg: 502844, [Granada[150, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 462: HP: 272, STR: 117, VIT: 418006, SPD: 1, LUK: 1, Attack: 84435, Defense: 502844, Current HP: 272, A Avg: 88656, D Avg: 502844, [Ruby Knuckle[151, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 461: HP: 293, STR: 153, VIT: 418006, SPD: 1, LUK: 1, Attack: 84803, Defense: 502844, Current HP: 293, A Avg: 89043, D Avg: 502844, [Diamond Knuckle[152, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 460: HP: 293, STR: 135, VIT: 418011, SPD: 1, LUK: 1, Attack: 84167, Defense: 502849, Current HP: 293, A Avg: 88375, D Avg: 502849, [Alucard[146, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 459: HP: 272, STR: 138, VIT: 418011, SPD: 1, LUK: 1, Attack: 84976, Defense: 502849, Current HP: 272, A Avg: 89224, D Avg: 502849, [Classic[168, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 458: HP: 629, STR: 162, VIT: 417890, SPD: 1, LUK: 1, Attack: 86014, Defense: 502858, Current HP: 629, A Avg: 90314, D Avg: 502858, [Santoku[159, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 457: HP: 608, STR: 324, VIT: 417890, SPD: 1, LUK: 1, Attack: 85658, Defense: 502858, Current HP: 608, A Avg: 89940, D Avg: 502858, [Impulse[166, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 456: HP: 314, STR: 144, VIT: 418020, SPD: 1, LUK: 1, Attack: 88311, Defense: 502858, Current HP: 314, A Avg: 92726, D Avg: 502858, [Basic[169, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 455: HP: 293, STR: 171, VIT: 418035, SPD: 1, LUK: 1, Attack: 84905, Defense: 502873, Current HP: 293, A Avg: 89150, D Avg: 502873, [Irruption[154, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 454: HP: 419, STR: 126, VIT: 418035, SPD: 1, LUK: 1, Attack: 84834, Defense: 502873, Current HP: 419, A Avg: 89075, D Avg: 502873, [Thin Blade[158, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 453: HP: 902, STR: 1306, VIT: 417919, SPD: 1, LUK: 1, Attack: 91215, Defense: 502887, Current HP: 902, A Avg: 95775, D Avg: 502887, [Spectral Sword Shigure[172, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 452: HP: 419, STR: 171, VIT: 418064, SPD: 1, LUK: 1, Attack: 86023, Defense: 502902, Current HP: 419, A Avg: 90324, D Avg: 502902, [Santoku[159, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 451: HP: 398, STR: 333, VIT: 418064, SPD: 1, LUK: 1, Attack: 85667, Defense: 502902, Current HP: 398, A Avg: 89950, D Avg: 502902, [Impulse[166, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 450: HP: 629, STR: 369, VIT: 418052, SPD: 1, LUK: 1, Attack: 86858, Defense: 502916, Current HP: 629, A Avg: 91200, D Avg: 502916, [Cuttlefish[178, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 449: HP: 692, STR: 1315, VIT: 418093, SPD: 1, LUK: 1, Attack: 91224, Defense: 502931, Current HP: 692, A Avg: 95785, D Avg: 502931, [Spectral Sword Shigure[172, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 448: HP: 797, STR: 1935, VIT: 418110, SPD: 1, LUK: 1, Attack: 87748, Defense: 502974, Current HP: 797, A Avg: 92135, D Avg: 502974, [Spear of Regression[182, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 447: HP: 377, STR: 135, VIT: 418110, SPD: 1, LUK: 1, Attack: 85688, Defense: 502974, Current HP: 377, A Avg: 89972, D Avg: 502974, [Hammer of Justice[186, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 446: HP: 734, STR: 342, VIT: 418035, SPD: 1, LUK: 1, Attack: 86831, Defense: 503003, Current HP: 734, A Avg: 91172, D Avg: 503003, [Cuttlefish[178, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 445: HP: 1007, STR: 405, VIT: 418168, SPD: 1, LUK: 1, Attack: 88233, Defense: 503032, Current HP: 1007, A Avg: 92644, D Avg: 503032, [Stargazer[183, 330, 330, 330], Dragon's Head[217, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 444: HP: 524, STR: 351, VIT: 418209, SPD: 1, LUK: 1, Attack: 86840, Defense: 503047, Current HP: 524, A Avg: 91182, D Avg: 503047, [Cuttlefish[178, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 443: HP: 902, STR: 1908, VIT: 418093, SPD: 1, LUK: 1, Attack: 87721, Defense: 503061, Current HP: 902, A Avg: 92107, D Avg: 503061, [Spear of Regression[182, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 442: HP: 482, STR: 108, VIT: 418093, SPD: 1, LUK: 1, Attack: 85661, Defense: 503061, Current HP: 482, A Avg: 89944, D Avg: 503061, [Hammer of Justice[186, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 441: HP: 692, STR: 1917, VIT: 418267, SPD: 1, LUK: 1, Attack: 87730, Defense: 503105, Current HP: 692, A Avg: 92116, D Avg: 503105, [Spear of Regression[182, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 440: HP: 272, STR: 117, VIT: 418267, SPD: 1, LUK: 1, Attack: 85670, Defense: 503105, Current HP: 272, A Avg: 89953, D Avg: 503105, [Hammer of Justice[186, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 439: HP: 1112, STR: 828, VIT: 418151, SPD: 1, LUK: 1, Attack: 85328, Defense: 503119, Current HP: 1112, A Avg: 89594, D Avg: 503119, [Divine Dragon Sword[181, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 438: HP: 1112, STR: 378, VIT: 418151, SPD: 1, LUK: 1, Attack: 88206, Defense: 503119, Current HP: 1112, A Avg: 92616, D Avg: 503119, [Stargazer[183, 330, 330, 330], Huge Shield[234, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 437: HP: 902, STR: 837, VIT: 418325, SPD: 1, LUK: 1, Attack: 85337, Defense: 503163, Current HP: 902, A Avg: 89603, D Avg: 503163, [Divine Dragon Sword[181, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 436: HP: 902, STR: 387, VIT: 418325, SPD: 1, LUK: 1, Attack: 88215, Defense: 503163, Current HP: 902, A Avg: 92625, D Avg: 503163, [Stargazer[183, 330, 330, 330], Bulletproof Shield[235, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 435: HP: 692, STR: 216, VIT: 418238, SPD: 1, LUK: 1, Attack: 83942, Defense: 503232, Current HP: 692, A Avg: 88139, D Avg: 503232, [Wooden Stick[101, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 434: HP: 692, STR: 216, VIT: 418238, SPD: 1, LUK: 1, Attack: 83981, Defense: 503232, Current HP: 692, A Avg: 88180, D Avg: 503232, [Club[102, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 433: HP: 692, STR: 221, VIT: 418238, SPD: 1, LUK: 1, Attack: 83993, Defense: 503232, Current HP: 692, A Avg: 88192, D Avg: 503232, [Short Sword[103, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 432: HP: 692, STR: 225, VIT: 418238, SPD: 1, LUK: 1, Attack: 84036, Defense: 503232, Current HP: 692, A Avg: 88237, D Avg: 503232, [Long Sword[104, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 431: HP: 692, STR: 216, VIT: 418238, SPD: 1, LUK: 1, Attack: 83988, Defense: 503232, Current HP: 692, A Avg: 88187, D Avg: 503232, [Wasp Knife[105, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 430: HP: 692, STR: 216, VIT: 418238, SPD: 1, LUK: 1, Attack: 84040, Defense: 503232, Current HP: 692, A Avg: 88242, D Avg: 503232, [Stun Knuckle[106, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 429: HP: 692, STR: 225, VIT: 418238, SPD: 1, LUK: 1, Attack: 84068, Defense: 503232, Current HP: 692, A Avg: 88271, D Avg: 503232, [Battle Scythe[107, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 428: HP: 713, STR: 225, VIT: 418238, SPD: 1, LUK: 1, Attack: 84114, Defense: 503232, Current HP: 713, A Avg: 88319, D Avg: 503232, [Iron Lumps[108, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 427: HP: 692, STR: 216, VIT: 418238, SPD: 1, LUK: 1, Attack: 83984, Defense: 503232, Current HP: 692, A Avg: 88183, D Avg: 503232, [Decorative Swords[109, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 426: HP: 692, STR: 225, VIT: 418238, SPD: 1, LUK: 1, Attack: 84101, Defense: 503232, Current HP: 692, A Avg: 88306, D Avg: 503232, [Tornado[111, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 425: HP: 692, STR: 243, VIT: 418238, SPD: 1, LUK: 1, Attack: 84366, Defense: 503232, Current HP: 692, A Avg: 88584, D Avg: 503232, [Pinpoint[112, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 424: HP: 692, STR: 216, VIT: 418238, SPD: 1, LUK: 1, Attack: 84241, Defense: 503232, Current HP: 692, A Avg: 88453, D Avg: 503232, [Fairy Sword[113, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 423: HP: 692, STR: 234, VIT: 418238, SPD: 1, LUK: 1, Attack: 84383, Defense: 503232, Current HP: 692, A Avg: 88602, D Avg: 503232, [Giant Tornado[114, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 422: HP: 734, STR: 216, VIT: 418238, SPD: 1, LUK: 1, Attack: 84072, Defense: 503232, Current HP: 734, A Avg: 88275, D Avg: 503232, [Emerald Sword[115, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 421: HP: 713, STR: 225, VIT: 418238, SPD: 1, LUK: 1, Attack: 84231, Defense: 503232, Current HP: 713, A Avg: 88442, D Avg: 503232, [Great Iron Mass[122, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 420: HP: 703, STR: 216, VIT: 418238, SPD: 1, LUK: 1, Attack: 84209, Defense: 503232, Current HP: 703, A Avg: 88419, D Avg: 503232, [Sword of Wood[124, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 419: HP: 713, STR: 234, VIT: 418238, SPD: 1, LUK: 1, Attack: 84422, Defense: 503232, Current HP: 713, A Avg: 88643, D Avg: 503232, [Sword of the Spirit Tree[125, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 418: HP: 703, STR: 225, VIT: 418238, SPD: 1, LUK: 1, Attack: 84224, Defense: 503232, Current HP: 703, A Avg: 88435, D Avg: 503232, [Greatsword[127, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 417: HP: 709, STR: 230, VIT: 418238, SPD: 1, LUK: 1, Attack: 84652, Defense: 503232, Current HP: 709, A Avg: 88884, D Avg: 503232, [Dreaming Sword[128, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 416: HP: 713, STR: 234, VIT: 418238, SPD: 1, LUK: 1, Attack: 84009, Defense: 503232, Current HP: 713, A Avg: 88209, D Avg: 503232, [Peacemaker[131, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 415: HP: 755, STR: 216, VIT: 418238, SPD: 1, LUK: 1, Attack: 84118, Defense: 503232, Current HP: 755, A Avg: 88323, D Avg: 503232, [Daydream[132, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 414: HP: 755, STR: 216, VIT: 418238, SPD: 1, LUK: 1, Attack: 84404, Defense: 503232, Current HP: 755, A Avg: 88624, D Avg: 503232, [Cagliostro[133, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 413: HP: 707, STR: 225, VIT: 418238, SPD: 1, LUK: 1, Attack: 84041, Defense: 503232, Current HP: 707, A Avg: 88243, D Avg: 503232, [Hand Axe[140, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 412: HP: 713, STR: 270, VIT: 418238, SPD: 1, LUK: 1, Attack: 86798, Defense: 503232, Current HP: 713, A Avg: 91137, D Avg: 503232, [Moon Knuckle[153, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 411: HP: 902, STR: 216, VIT: 418238, SPD: 1, LUK: 1, Attack: 85899, Defense: 503232, Current HP: 902, A Avg: 90193, D Avg: 503232, [Dancing[155, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 410: HP: 713, STR: 225, VIT: 418238, SPD: 1, LUK: 1, Attack: 84166, Defense: 503232, Current HP: 713, A Avg: 88374, D Avg: 503232, [Rusty Knife[156, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 409: HP: 713, STR: 252, VIT: 418238, SPD: 1, LUK: 1, Attack: 85090, Defense: 503232, Current HP: 713, A Avg: 89344, D Avg: 503232, [Willow Blade[157, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 408: HP: 692, STR: 234, VIT: 418238, SPD: 1, LUK: 1, Attack: 84890, Defense: 503232, Current HP: 692, A Avg: 89134, D Avg: 503232, [Penetra[161, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 407: HP: 818, STR: 216, VIT: 418238, SPD: 1, LUK: 1, Attack: 85139, Defense: 503232, Current HP: 818, A Avg: 89395, D Avg: 503232, [Pangaea[164, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 406: HP: 692, STR: 396, VIT: 418238, SPD: 1, LUK: 1, Attack: 85184, Defense: 503232, Current HP: 692, A Avg: 89443, D Avg: 503232, [Pulse Knife[165, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 405: HP: 713, STR: 216, VIT: 418238, SPD: 1, LUK: 1, Attack: 84209, Defense: 503232, Current HP: 713, A Avg: 88419, D Avg: 503232, [Wooden Boomerang[167, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 404: HP: 902, STR: 216, VIT: 418238, SPD: 1, LUK: 1, Attack: 85184, Defense: 503232, Current HP: 902, A Avg: 89443, D Avg: 503232, [Cluster Bomb[170, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 403: HP: 1322, STR: 216, VIT: 418238, SPD: 1, LUK: 1, Attack: 92402, Defense: 503232, Current HP: 1322, A Avg: 97022, D Avg: 503232, [Big Bang[171, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 402: HP: 692, STR: 216, VIT: 418238, SPD: 1, LUK: 1, Attack: 84604, Defense: 503232, Current HP: 692, A Avg: 88834, D Avg: 503232, [Encryption Key[173, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
Rank 401: HP: 692, STR: 216, VIT: 418238, SPD: 1, LUK: 1, Attack: 85269, Defense: 503232, Current HP: 692, A Avg: 89532, D Avg: 503232, [Common Key[174, 330, 330, 330], Metalization[228, 330, 330, 330], Endpoint[318, 330, 330, 330]]
