Rank 1000: HP: 2118, STR: 725, VIT: 6167, SPD: 64, LUK: 1, Attack: 84666, Defense: 91837, Current HP: 2118, A Avg: 88899, D Avg: 91837, [Rusty Knife[156, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 497: HP: 1581, STR: 521, VIT: 2495, SPD: 64, LUK: 1, Attack: 86269, Defense: 92273, Current HP: 1581, A Avg: 90582, D Avg: 92273, [Scythe of the Grim Reaper[148, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 496: HP: 1507, STR: 414, VIT: 2498, SPD: 64, LUK: 1, Attack: 84927, Defense: 92276, Current HP: 1507, A Avg: 107008, D Avg: 92276, [Maximum Iron Mass[123, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 495: HP: 1206, STR: 344, VIT: 2498, SPD: 64, LUK: 1, Attack: 84454, Defense: 92276, Current HP: 1206, A Avg: 88676, D Avg: 92276, [Serpent[144, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 494: HP: 1617, STR: 336, VIT: 2498, SPD: 64, LUK: 1, Attack: 84446, Defense: 92276, Current HP: 1617, A Avg: 88668, D Avg: 92276, [Serpent[144, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 493: HP: 1409, STR: 472, VIT: 2503, SPD: 64, LUK: 1, Attack: 85438, Defense: 92281, Current HP: 1409, A Avg: 89709, D Avg: 92281, [Red Shark[134, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 492: HP: 1852, STR: 464, VIT: 2503, SPD: 64, LUK: 1, Attack: 85430, Defense: 92281, Current HP: 1852, A Avg: 89701, D Avg: 92281, [Red Shark[134, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 491: HP: 1501, STR: 401, VIT: 2506, SPD: 72, LUK: 1, Attack: 84368, Defense: 92284, Current HP: 1501, A Avg: 88586, D Avg: 92284, [Phantom Sword[117, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 490: HP: 1653, STR: 1745, VIT: 6619, SPD: 64, LUK: 1, Attack: 87079, Defense: 92289, Current HP: 1653, A Avg: 91432, D Avg: 92289, [Impulse[166, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 489: HP: 2134, STR: 1281, VIT: 6619, SPD: 64, LUK: 1, Attack: 86615, Defense: 92289, Current HP: 2134, A Avg: 90945, D Avg: 92289, [Impulse[166, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 488: HP: 1539, STR: 336, VIT: 2511, SPD: 64, LUK: 1, Attack: 84654, Defense: 92289, Current HP: 1539, A Avg: 88886, D Avg: 92289, [Ruby Knuckle[151, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 487: HP: 2002, STR: 328, VIT: 2511, SPD: 64, LUK: 1, Attack: 84646, Defense: 92289, Current HP: 2002, A Avg: 88878, D Avg: 92289, [Ruby Knuckle[151, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 486: HP: 1197, STR: 688, VIT: 2511, SPD: 64, LUK: 1, Attack: 85422, Defense: 92289, Current HP: 1197, A Avg: 89693, D Avg: 92289, [Irruption[154, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 485: HP: 1187, STR: 696, VIT: 2511, SPD: 64, LUK: 1, Attack: 85430, Defense: 92289, Current HP: 1187, A Avg: 89701, D Avg: 92289, [Irruption[154, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 484: HP: 1102, STR: 318, VIT: 2517, SPD: 72, LUK: 1, Attack: 84161, Defense: 92295, Current HP: 1102, A Avg: 88369, D Avg: 92295, [Salamander[110, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 483: HP: 1091, STR: 388, VIT: 2517, SPD: 72, LUK: 1, Attack: 84472, Defense: 92295, Current HP: 1091, A Avg: 88695, D Avg: 92295, [Phantom Scythe[116, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 482: HP: 1102, STR: 318, VIT: 2517, SPD: 72, LUK: 1, Attack: 84190, Defense: 92295, Current HP: 1102, A Avg: 88399, D Avg: 92295, [Undine[118, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 481: HP: 1102, STR: 318, VIT: 2517, SPD: 72, LUK: 1, Attack: 84217, Defense: 92295, Current HP: 1102, A Avg: 88427, D Avg: 92295, [Sylph[119, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 480: HP: 1102, STR: 318, VIT: 2517, SPD: 72, LUK: 1, Attack: 84244, Defense: 92295, Current HP: 1102, A Avg: 88456, D Avg: 92295, [Gnome[120, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 479: HP: 1112, STR: 837, VIT: 6638, SPD: 72, LUK: 1, Attack: 87365, Defense: 92308, Current HP: 1112, A Avg: 91733, D Avg: 92308, [Moon Knuckle[153, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 478: HP: 1091, STR: 2781, VIT: 6638, SPD: 72, LUK: 1, Attack: 88659, Defense: 92308, Current HP: 1091, A Avg: 93091, D Avg: 92308, [Blue Sword[180, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 477: HP: 1133, STR: 205, VIT: 2531, SPD: 72, LUK: 1, Attack: 88372, Defense: 92309, Current HP: 1133, A Avg: 92790, D Avg: 92309, [Basic[169, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 476: HP: 1187, STR: 696, VIT: 2537, SPD: 64, LUK: 1, Attack: 85430, Defense: 92315, Current HP: 1187, A Avg: 89701, D Avg: 92315, [Irruption[154, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 475: HP: 1595, STR: 688, VIT: 2537, SPD: 64, LUK: 1, Attack: 85422, Defense: 92315, Current HP: 1595, A Avg: 89693, D Avg: 92315, [Irruption[154, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 474: HP: 1133, STR: 2382, VIT: 2545, SPD: 72, LUK: 1, Attack: 87170, Defense: 92323, Current HP: 1133, A Avg: 91528, D Avg: 92323, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 473: HP: 1957, STR: 2718, VIT: 6674, SPD: 64, LUK: 1, Attack: 88596, Defense: 92344, Current HP: 1957, A Avg: 93025, D Avg: 92344, [God Hand[179, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 472: HP: 1919, STR: 3213, VIT: 6674, SPD: 64, LUK: 1, Attack: 88753, Defense: 92344, Current HP: 1919, A Avg: 93190, D Avg: 92344, [Zodiac[184, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 471: HP: 807, STR: 1448, VIT: 6674, SPD: 64, LUK: 1, Attack: 87001, Defense: 92344, Current HP: 807, A Avg: 91351, D Avg: 92344, [Hammer of Justice[186, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 470: HP: 798, STR: 754, VIT: 6674, SPD: 64, LUK: 1, Attack: 86307, Defense: 92344, Current HP: 798, A Avg: 90622, D Avg: 92344, [Hammer of Justice[186, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 469: HP: 1160, STR: 545, VIT: 2571, SPD: 64, LUK: 1, Attack: 84655, Defense: 92349, Current HP: 1160, A Avg: 88887, D Avg: 92349, [Dragon Killer[139, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 468: HP: 1151, STR: 404, VIT: 2571, SPD: 64, LUK: 1, Attack: 84514, Defense: 92349, Current HP: 1151, A Avg: 88739, D Avg: 92349, [Dragon Killer[139, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 467: HP: 1197, STR: 400, VIT: 2571, SPD: 64, LUK: 1, Attack: 84913, Defense: 92349, Current HP: 1197, A Avg: 89158, D Avg: 92349, [Volcano[142, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 466: HP: 1187, STR: 408, VIT: 2571, SPD: 64, LUK: 1, Attack: 84921, Defense: 92349, Current HP: 1187, A Avg: 89167, D Avg: 92349, [Volcano[142, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 465: HP: 1216, STR: 396, VIT: 2573, SPD: 64, LUK: 1, Attack: 86365, Defense: 92351, Current HP: 1216, A Avg: 90683, D Avg: 92351, [Fire Chariot[138, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 464: HP: 1206, STR: 556, VIT: 2573, SPD: 64, LUK: 1, Attack: 86525, Defense: 92351, Current HP: 1206, A Avg: 90851, D Avg: 92351, [Fire Chariot[138, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 463: HP: 1056, STR: 126, VIT: 2574, SPD: 64, LUK: 2, Attack: 84514, Defense: 92352, Current HP: 1056, A Avg: 88739, D Avg: 92352, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 462: HP: 798, STR: 387, VIT: 2574, SPD: 64, LUK: 1, Attack: 84775, Defense: 92352, Current HP: 798, A Avg: 89013, D Avg: 92352, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 461: HP: 798, STR: 502, VIT: 2574, SPD: 64, LUK: 2, Attack: 84890, Defense: 92352, Current HP: 798, A Avg: 89134, D Avg: 92352, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 460: HP: 6204, STR: 1686, VIT: 2574, SPD: 64, LUK: 2, Attack: 89568, Defense: 92352, Current HP: 6204, A Avg: 94046, D Avg: 92352, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 459: HP: 5244, STR: 2922, VIT: 2574, SPD: 64, LUK: 1, Attack: 90804, Defense: 92352, Current HP: 5244, A Avg: 95344, D Avg: 92352, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 458: HP: 5244, STR: 3622, VIT: 2574, SPD: 64, LUK: 2, Attack: 91504, Defense: 92352, Current HP: 5244, A Avg: 96079, D Avg: 92352, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 457: HP: 1056, STR: 875, VIT: 2574, SPD: 64, LUK: 2, Attack: 86519, Defense: 92352, Current HP: 1056, A Avg: 90844, D Avg: 92352, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 456: HP: 798, STR: 1604, VIT: 2574, SPD: 64, LUK: 1, Attack: 87248, Defense: 92352, Current HP: 798, A Avg: 91610, D Avg: 92352, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 455: HP: 798, STR: 1000, VIT: 2574, SPD: 64, LUK: 2, Attack: 86644, Defense: 92352, Current HP: 798, A Avg: 90976, D Avg: 92352, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 454: HP: 1767, STR: 3169, VIT: 2574, SPD: 76, LUK: 1, Attack: 89047, Defense: 92352, Current HP: 1767, A Avg: 93499, D Avg: 92352, [God Hand[179, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 453: HP: 1729, STR: 4183, VIT: 2574, SPD: 76, LUK: 1, Attack: 89723, Defense: 92352, Current HP: 1729, A Avg: 94209, D Avg: 92352, [Zodiac[184, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 452: HP: 1218, STR: 78, VIT: 2582, SPD: 64, LUK: 1, Attack: 84466, Defense: 92360, Current HP: 1218, A Avg: 88689, D Avg: 92360, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 451: HP: 836, STR: 78, VIT: 2582, SPD: 116, LUK: 1, Attack: 84466, Defense: 92360, Current HP: 836, A Avg: 88689, D Avg: 110832, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 450: HP: 1375, STR: 126, VIT: 2582, SPD: 64, LUK: 1, Attack: 84514, Defense: 92360, Current HP: 1375, A Avg: 88739, D Avg: 92360, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 449: HP: 8004, STR: 1638, VIT: 2582, SPD: 64, LUK: 1, Attack: 89520, Defense: 92360, Current HP: 8004, A Avg: 93996, D Avg: 92360, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 448: HP: 5282, STR: 1638, VIT: 2582, SPD: 116, LUK: 1, Attack: 89520, Defense: 92360, Current HP: 5282, A Avg: 93996, D Avg: 110832, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 447: HP: 8863, STR: 1686, VIT: 2582, SPD: 64, LUK: 1, Attack: 89568, Defense: 92360, Current HP: 8863, A Avg: 94046, D Avg: 92360, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 446: HP: 1218, STR: 827, VIT: 2582, SPD: 64, LUK: 1, Attack: 86471, Defense: 92360, Current HP: 1218, A Avg: 90794, D Avg: 92360, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 445: HP: 836, STR: 827, VIT: 2582, SPD: 116, LUK: 1, Attack: 86471, Defense: 92360, Current HP: 836, A Avg: 90794, D Avg: 110832, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 444: HP: 1375, STR: 875, VIT: 2582, SPD: 64, LUK: 1, Attack: 86519, Defense: 92360, Current HP: 1375, A Avg: 90844, D Avg: 92360, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 443: HP: 1567, STR: 531, VIT: 2586, SPD: 64, LUK: 1, Attack: 85629, Defense: 92364, Current HP: 1567, A Avg: 89910, D Avg: 92364, [Yggdrasil[126, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 442: HP: 1558, STR: 539, VIT: 2586, SPD: 64, LUK: 1, Attack: 85637, Defense: 92364, Current HP: 1558, A Avg: 89918, D Avg: 92364, [Yggdrasil[126, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 441: HP: 1100, STR: 219, VIT: 2586, SPD: 64, LUK: 1, Attack: 84407, Defense: 92364, Current HP: 1100, A Avg: 106352, D Avg: 92364, [Cagliostro[133, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 440: HP: 1197, STR: 651, VIT: 2586, SPD: 64, LUK: 1, Attack: 85476, Defense: 92364, Current HP: 1197, A Avg: 89749, D Avg: 92364, [Kraken[145, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 439: HP: 1187, STR: 481, VIT: 2586, SPD: 64, LUK: 1, Attack: 85306, Defense: 92364, Current HP: 1187, A Avg: 89571, D Avg: 92364, [Kraken[145, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 438: HP: 1254, STR: 398, VIT: 2586, SPD: 64, LUK: 1, Attack: 85210, Defense: 92364, Current HP: 1254, A Avg: 89470, D Avg: 92364, [Granada[150, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 437: HP: 1244, STR: 558, VIT: 2586, SPD: 64, LUK: 1, Attack: 85370, Defense: 92364, Current HP: 1244, A Avg: 89638, D Avg: 92364, [Granada[150, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 436: HP: 817, STR: 78, VIT: 2590, SPD: 103, LUK: 1, Attack: 84466, Defense: 92368, Current HP: 817, A Avg: 88689, D Avg: 92368, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 435: HP: 817, STR: 112, VIT: 2590, SPD: 64, LUK: 2, Attack: 84500, Defense: 92368, Current HP: 817, A Avg: 88725, D Avg: 92368, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 434: HP: 798, STR: 179, VIT: 2590, SPD: 64, LUK: 1, Attack: 84567, Defense: 92368, Current HP: 798, A Avg: 88795, D Avg: 92368, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 433: HP: 5263, STR: 1638, VIT: 2590, SPD: 103, LUK: 1, Attack: 89520, Defense: 92368, Current HP: 5263, A Avg: 93996, D Avg: 92368, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 432: HP: 5263, STR: 1964, VIT: 2590, SPD: 64, LUK: 2, Attack: 89846, Defense: 92368, Current HP: 5263, A Avg: 94338, D Avg: 92368, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 431: HP: 5244, STR: 2714, VIT: 2590, SPD: 64, LUK: 1, Attack: 90596, Defense: 92368, Current HP: 5244, A Avg: 95125, D Avg: 92368, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 430: HP: 817, STR: 827, VIT: 2590, SPD: 103, LUK: 1, Attack: 86471, Defense: 92368, Current HP: 817, A Avg: 90794, D Avg: 92368, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 429: HP: 817, STR: 843, VIT: 2590, SPD: 64, LUK: 2, Attack: 86487, Defense: 92368, Current HP: 817, A Avg: 90811, D Avg: 92368, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 428: HP: 798, STR: 2094, VIT: 2590, SPD: 64, LUK: 1, Attack: 87738, Defense: 92368, Current HP: 798, A Avg: 92124, D Avg: 92368, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 427: HP: 798, STR: 754, VIT: 6700, SPD: 64, LUK: 1, Attack: 86307, Defense: 92370, Current HP: 798, A Avg: 90622, D Avg: 92370, [Hammer of Justice[186, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 426: HP: 1144, STR: 746, VIT: 6700, SPD: 64, LUK: 1, Attack: 86299, Defense: 92370, Current HP: 1144, A Avg: 90613, D Avg: 92370, [Hammer of Justice[186, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 425: HP: 1345, STR: 558, VIT: 2592, SPD: 64, LUK: 1, Attack: 84590, Defense: 92370, Current HP: 1345, A Avg: 88819, D Avg: 92370, [Alucard[146, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 424: HP: 1335, STR: 414, VIT: 2592, SPD: 64, LUK: 1, Attack: 84446, Defense: 92370, Current HP: 1335, A Avg: 88668, D Avg: 92370, [Alucard[146, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 423: HP: 1045, STR: 478, VIT: 2594, SPD: 64, LUK: 1, Attack: 84588, Defense: 92372, Current HP: 1045, A Avg: 106580, D Avg: 92372, [Windmill[137, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 422: HP: 1034, STR: 406, VIT: 2597, SPD: 64, LUK: 1, Attack: 84406, Defense: 92375, Current HP: 1034, A Avg: 106351, D Avg: 92375, [Kirisame[129, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 421: HP: 1485, STR: 414, VIT: 2597, SPD: 64, LUK: 1, Attack: 84535, Defense: 92375, Current HP: 1485, A Avg: 106514, D Avg: 92375, [Black Kirisame[130, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 420: HP: 1151, STR: 404, VIT: 2597, SPD: 64, LUK: 1, Attack: 84514, Defense: 92375, Current HP: 1151, A Avg: 88739, D Avg: 92375, [Dragon Killer[139, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 419: HP: 1553, STR: 396, VIT: 2597, SPD: 64, LUK: 1, Attack: 84506, Defense: 92375, Current HP: 1553, A Avg: 88731, D Avg: 92375, [Dragon Killer[139, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 418: HP: 1187, STR: 408, VIT: 2597, SPD: 64, LUK: 1, Attack: 84921, Defense: 92375, Current HP: 1187, A Avg: 89167, D Avg: 92375, [Volcano[142, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 417: HP: 1595, STR: 400, VIT: 2597, SPD: 64, LUK: 1, Attack: 84913, Defense: 92375, Current HP: 1595, A Avg: 89158, D Avg: 92375, [Volcano[142, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 416: HP: 1471, STR: 600, VIT: 2597, SPD: 64, LUK: 1, Attack: 86348, Defense: 92375, Current HP: 1471, A Avg: 108798, D Avg: 92375, [Scythe of the Grim Reaper[148, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 415: HP: 1363, STR: 86, VIT: 2598, SPD: 64, LUK: 1, Attack: 84474, Defense: 92376, Current HP: 1363, A Avg: 88697, D Avg: 92376, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 414: HP: 8149, STR: 1646, VIT: 2598, SPD: 64, LUK: 1, Attack: 89528, Defense: 92376, Current HP: 8149, A Avg: 94004, D Avg: 92376, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 413: HP: 1363, STR: 835, VIT: 2598, SPD: 64, LUK: 1, Attack: 86479, Defense: 92376, Current HP: 1363, A Avg: 90802, D Avg: 92376, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 412: HP: 1091, STR: 327, VIT: 2598, SPD: 72, LUK: 1, Attack: 84203, Defense: 92376, Current HP: 1091, A Avg: 88413, D Avg: 92376, [Tornado[111, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 411: HP: 1501, STR: 318, VIT: 2598, SPD: 72, LUK: 1, Attack: 84343, Defense: 92376, Current HP: 1501, A Avg: 88560, D Avg: 92376, [Fairy Sword[113, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 410: HP: 1091, STR: 406, VIT: 2598, SPD: 72, LUK: 1, Attack: 84555, Defense: 92376, Current HP: 1091, A Avg: 88782, D Avg: 92376, [Giant Tornado[114, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 409: HP: 1106, STR: 327, VIT: 2598, SPD: 72, LUK: 1, Attack: 84143, Defense: 92376, Current HP: 1106, A Avg: 88350, D Avg: 92376, [Hand Axe[140, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 408: HP: 1112, STR: 388, VIT: 2598, SPD: 72, LUK: 1, Attack: 84381, Defense: 92376, Current HP: 1112, A Avg: 88600, D Avg: 92376, [Wooden Boomerang[167, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 407: HP: 1206, STR: 404, VIT: 2599, SPD: 64, LUK: 1, Attack: 86373, Defense: 92377, Current HP: 1206, A Avg: 90691, D Avg: 92377, [Fire Chariot[138, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 406: HP: 1617, STR: 396, VIT: 2599, SPD: 64, LUK: 1, Attack: 86365, Defense: 92377, Current HP: 1617, A Avg: 90683, D Avg: 92377, [Fire Chariot[138, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 405: HP: 1507, STR: 414, VIT: 2599, SPD: 64, LUK: 1, Attack: 84524, Defense: 92377, Current HP: 1507, A Avg: 106500, D Avg: 92377, [Serpent[144, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 404: HP: 1274, STR: 331, VIT: 2601, SPD: 72, LUK: 1, Attack: 84129, Defense: 92379, Current HP: 1274, A Avg: 88335, D Avg: 92379, [Ninja[135, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 403: HP: 1511, STR: 2570, VIT: 2601, SPD: 72, LUK: 1, Attack: 92479, Defense: 92379, Current HP: 1511, A Avg: 97102, D Avg: 92379, [Spectral Sword Shigure[172, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 402: HP: 1108, STR: 327, VIT: 2604, SPD: 72, LUK: 1, Attack: 84333, Defense: 92382, Current HP: 1108, A Avg: 88549, D Avg: 92382, [Crescent[141, 0, 0, 0], Blank Shield[244, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 401: HP: 1742, STR: 542, VIT: 2605, SPD: 64, LUK: 1, Attack: 85508, Defense: 92383, Current HP: 1742, A Avg: 107740, D Avg: 92383, [Red Shark[134, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 400: HP: 2783, STR: 1661, VIT: 2606, SPD: 76, LUK: 1, Attack: 86369, Defense: 92384, Current HP: 2783, A Avg: 90687, D Avg: 92384, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
