Rank 1000: HP: 1112, STR: 579, VIT: 1150, SPD: 45, LUK: 1, Attack: 85092, Defense: 90928, Current HP: 1112, A Avg: 89346, D Avg: 90928, [Maximum Iron Mass[123, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 506: HP: 836, STR: 1164, VIT: 1481, SPD: 40, LUK: 1, Attack: 87653, Defense: 91259, Current HP: 836, A Avg: 94226, D Avg: 91259, [Cuttlefish[178, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 505: HP: 1070, STR: 1640, VIT: 1486, SPD: 45, LUK: 1, Attack: 87518, Defense: 91264, Current HP: 1070, A Avg: 91893, D Avg: 91264, [God Hand[179, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 504: HP: 1028, STR: 2312, VIT: 1486, SPD: 45, LUK: 1, Attack: 87852, Defense: 91264, Current HP: 1028, A Avg: 92244, D Avg: 91264, [Zodiac[184, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 503: HP: 1364, STR: 1616, VIT: 1486, SPD: 47, LUK: 1, Attack: 86659, Defense: 91264, Current HP: 1364, A Avg: 90991, D Avg: 91264, [White Snake[160, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 502: HP: 704, STR: 193, VIT: 1487, SPD: 40, LUK: 1, Attack: 84069, Defense: 91265, Current HP: 704, A Avg: 105926, D Avg: 91265, [Tornado[111, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 501: HP: 968, STR: 185, VIT: 1487, SPD: 40, LUK: 1, Attack: 84210, Defense: 91265, Current HP: 968, A Avg: 106104, D Avg: 91265, [Fairy Sword[113, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 500: HP: 704, STR: 240, VIT: 1487, SPD: 40, LUK: 1, Attack: 84389, Defense: 91265, Current HP: 704, A Avg: 106330, D Avg: 91265, [Giant Tornado[114, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 499: HP: 779, STR: 139, VIT: 1487, SPD: 40, LUK: 1, Attack: 83995, Defense: 91265, Current HP: 779, A Avg: 88194, D Avg: 91265, [Emerald Sword[115, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 498: HP: 1122, STR: 131, VIT: 1487, SPD: 40, LUK: 1, Attack: 83987, Defense: 91265, Current HP: 1122, A Avg: 88186, D Avg: 91265, [Emerald Sword[115, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 497: HP: 719, STR: 193, VIT: 1487, SPD: 40, LUK: 1, Attack: 84009, Defense: 91265, Current HP: 719, A Avg: 105851, D Avg: 91265, [Hand Axe[140, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 496: HP: 726, STR: 224, VIT: 1487, SPD: 40, LUK: 1, Attack: 84217, Defense: 91265, Current HP: 726, A Avg: 106113, D Avg: 91265, [Wooden Boomerang[167, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 495: HP: 829, STR: 196, VIT: 1489, SPD: 40, LUK: 1, Attack: 83994, Defense: 91267, Current HP: 829, A Avg: 105832, D Avg: 91267, [Ninja[135, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 494: HP: 1140, STR: 2565, VIT: 1489, SPD: 42, LUK: 1, Attack: 87065, Defense: 91267, Current HP: 1140, A Avg: 108831, D Avg: 91267, [Divine Dragon Sword[181, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 493: HP: 1463, STR: 1362, VIT: 1491, SPD: 47, LUK: 1, Attack: 87708, Defense: 91269, Current HP: 1463, A Avg: 92093, D Avg: 91269, [Progress[147, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 492: HP: 649, STR: 185, VIT: 1492, SPD: 40, LUK: 1, Attack: 84087, Defense: 91270, Current HP: 649, A Avg: 88291, D Avg: 91270, [Crossed Shuriken[136, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 491: HP: 972, STR: 177, VIT: 1492, SPD: 40, LUK: 1, Attack: 84079, Defense: 91270, Current HP: 972, A Avg: 88282, D Avg: 91270, [Crossed Shuriken[136, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 490: HP: 721, STR: 193, VIT: 1492, SPD: 40, LUK: 1, Attack: 84199, Defense: 91270, Current HP: 721, A Avg: 106090, D Avg: 91270, [Crescent[141, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 489: HP: 779, STR: 224, VIT: 1500, SPD: 40, LUK: 1, Attack: 84737, Defense: 91278, Current HP: 779, A Avg: 88973, D Avg: 91278, [Maximum Iron Mass[123, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 488: HP: 1122, STR: 216, VIT: 1500, SPD: 40, LUK: 1, Attack: 84729, Defense: 91278, Current HP: 1122, A Avg: 88965, D Avg: 91278, [Maximum Iron Mass[123, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 487: HP: 988, STR: 1289, VIT: 1513, SPD: 47, LUK: 1, Attack: 87817, Defense: 91291, Current HP: 988, A Avg: 92207, D Avg: 91291, [Moon Knuckle[153, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 486: HP: 969, STR: 2896, VIT: 1513, SPD: 47, LUK: 1, Attack: 88774, Defense: 91291, Current HP: 969, A Avg: 93212, D Avg: 91291, [Blue Sword[180, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 485: HP: 990, STR: 278, VIT: 1513, SPD: 40, LUK: 1, Attack: 84960, Defense: 91291, Current HP: 990, A Avg: 107049, D Avg: 91291, [Thunder Whip[143, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 484: HP: 3629, STR: 5968, VIT: 1520, SPD: 47, LUK: 1, Attack: 91781, Defense: 91298, Current HP: 3629, A Avg: 96370, D Avg: 91298, [Spear of Regression[182, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 483: HP: 1721, STR: 646, VIT: 1522, SPD: 45, LUK: 1, Attack: 85354, Defense: 91300, Current HP: 1721, A Avg: 89621, D Avg: 91300, [Thin Blade[158, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 482: HP: 579, STR: 92, VIT: 1523, SPD: 40, LUK: 1, Attack: 84280, Defense: 91301, Current HP: 579, A Avg: 88494, D Avg: 91301, [Cagliostro[133, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 481: HP: 570, STR: 138, VIT: 1523, SPD: 40, LUK: 1, Attack: 84326, Defense: 91301, Current HP: 570, A Avg: 88542, D Avg: 91301, [Cagliostro[133, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 480: HP: 3211, STR: 2318, VIT: 3738, SPD: 40, LUK: 1, Attack: 90146, Defense: 91306, Current HP: 3211, A Avg: 94653, D Avg: 91306, [Stargazer[183, 0, 0, 0], Storm Wall[242, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 479: HP: 1144, STR: 1827, VIT: 1528, SPD: 40, LUK: 1, Attack: 91736, Defense: 91306, Current HP: 1144, A Avg: 115587, D Avg: 91306, [Spectral Sword Shigure[172, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 478: HP: 532, STR: 256, VIT: 1531, SPD: 40, LUK: 1, Attack: 84366, Defense: 91309, Current HP: 532, A Avg: 88584, D Avg: 91309, [Windmill[137, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 477: HP: 522, STR: 363, VIT: 1531, SPD: 40, LUK: 1, Attack: 84473, Defense: 91309, Current HP: 522, A Avg: 88696, D Avg: 91309, [Windmill[137, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 476: HP: 522, STR: 208, VIT: 1533, SPD: 40, LUK: 1, Attack: 84208, Defense: 91311, Current HP: 522, A Avg: 88418, D Avg: 91311, [Kirisame[129, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 475: HP: 513, STR: 216, VIT: 1533, SPD: 40, LUK: 1, Attack: 84216, Defense: 91311, Current HP: 513, A Avg: 88426, D Avg: 91311, [Kirisame[129, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 474: HP: 769, STR: 216, VIT: 1533, SPD: 40, LUK: 1, Attack: 84337, Defense: 91311, Current HP: 769, A Avg: 88553, D Avg: 91311, [Black Kirisame[130, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 473: HP: 760, STR: 224, VIT: 1533, SPD: 40, LUK: 1, Attack: 84345, Defense: 91311, Current HP: 760, A Avg: 88562, D Avg: 91311, [Black Kirisame[130, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 472: HP: 758, STR: 329, VIT: 1533, SPD: 40, LUK: 1, Attack: 86077, Defense: 91311, Current HP: 758, A Avg: 90380, D Avg: 91311, [Scythe of the Grim Reaper[148, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 471: HP: 748, STR: 337, VIT: 1533, SPD: 40, LUK: 1, Attack: 86085, Defense: 91311, Current HP: 748, A Avg: 90389, D Avg: 91311, [Scythe of the Grim Reaper[148, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 470: HP: 788, STR: 297, VIT: 1536, SPD: 40, LUK: 1, Attack: 84407, Defense: 91314, Current HP: 788, A Avg: 88627, D Avg: 91314, [Serpent[144, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 469: HP: 779, STR: 224, VIT: 1536, SPD: 40, LUK: 1, Attack: 84334, Defense: 91314, Current HP: 779, A Avg: 88550, D Avg: 91314, [Serpent[144, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 468: HP: 1444, STR: 923, VIT: 1539, SPD: 45, LUK: 1, Attack: 86567, Defense: 91317, Current HP: 1444, A Avg: 90895, D Avg: 91317, [Gladius[162, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 467: HP: 1721, STR: 1052, VIT: 1540, SPD: 45, LUK: 1, Attack: 86904, Defense: 91318, Current HP: 1721, A Avg: 91249, D Avg: 91318, [Santoku[159, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 466: HP: 1140, STR: 1549, VIT: 1540, SPD: 42, LUK: 1, Attack: 86883, Defense: 91318, Current HP: 1140, A Avg: 108603, D Avg: 91318, [Impulse[166, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 465: HP: 906, STR: 296, VIT: 1541, SPD: 40, LUK: 1, Attack: 85262, Defense: 91319, Current HP: 906, A Avg: 89525, D Avg: 91319, [Red Shark[134, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 464: HP: 896, STR: 304, VIT: 1541, SPD: 40, LUK: 1, Attack: 85270, Defense: 91319, Current HP: 896, A Avg: 89533, D Avg: 91319, [Red Shark[134, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 463: HP: 1012, STR: 185, VIT: 1549, SPD: 40, LUK: 1, Attack: 84041, Defense: 91327, Current HP: 1012, A Avg: 105891, D Avg: 91327, [Emerald Sword[115, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 462: HP: 570, STR: 100, VIT: 1549, SPD: 40, LUK: 1, Attack: 84288, Defense: 91327, Current HP: 570, A Avg: 88502, D Avg: 91327, [Cagliostro[133, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 461: HP: 880, STR: 92, VIT: 1549, SPD: 40, LUK: 1, Attack: 84280, Defense: 91327, Current HP: 880, A Avg: 88494, D Avg: 91327, [Cagliostro[133, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 460: HP: 978, STR: 286, VIT: 1549, SPD: 40, LUK: 1, Attack: 84604, Defense: 91327, Current HP: 978, A Avg: 88834, D Avg: 91327, [Ruby Knuckle[151, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 459: HP: 969, STR: 216, VIT: 1549, SPD: 40, LUK: 1, Attack: 84534, Defense: 91327, Current HP: 969, A Avg: 88760, D Avg: 91327, [Ruby Knuckle[151, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 458: HP: 608, STR: 764, VIT: 1552, SPD: 40, LUK: 1, Attack: 86317, Defense: 91330, Current HP: 608, A Avg: 90632, D Avg: 91330, [Hammer of Justice[186, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 457: HP: 862, STR: 232, VIT: 1554, SPD: 40, LUK: 1, Attack: 84134, Defense: 91332, Current HP: 862, A Avg: 106008, D Avg: 91332, [Crossed Shuriken[136, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 456: HP: 522, STR: 264, VIT: 1557, SPD: 40, LUK: 1, Attack: 84374, Defense: 91335, Current HP: 522, A Avg: 88592, D Avg: 91335, [Windmill[137, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 455: HP: 825, STR: 256, VIT: 1557, SPD: 40, LUK: 1, Attack: 84366, Defense: 91335, Current HP: 825, A Avg: 88584, D Avg: 91335, [Windmill[137, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 454: HP: 836, STR: 1433, VIT: 1558, SPD: 40, LUK: 1, Attack: 87922, Defense: 91336, Current HP: 836, A Avg: 92318, D Avg: 91336, [Cuttlefish[178, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 453: HP: 513, STR: 216, VIT: 1559, SPD: 40, LUK: 1, Attack: 84216, Defense: 91337, Current HP: 513, A Avg: 88426, D Avg: 91337, [Kirisame[129, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 452: HP: 814, STR: 208, VIT: 1559, SPD: 40, LUK: 1, Attack: 84208, Defense: 91337, Current HP: 814, A Avg: 88418, D Avg: 91337, [Kirisame[129, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 451: HP: 760, STR: 224, VIT: 1559, SPD: 40, LUK: 1, Attack: 84345, Defense: 91337, Current HP: 760, A Avg: 88562, D Avg: 91337, [Black Kirisame[130, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 450: HP: 1100, STR: 216, VIT: 1559, SPD: 40, LUK: 1, Attack: 84337, Defense: 91337, Current HP: 1100, A Avg: 88553, D Avg: 91337, [Black Kirisame[130, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 449: HP: 748, STR: 337, VIT: 1559, SPD: 40, LUK: 1, Attack: 86085, Defense: 91337, Current HP: 748, A Avg: 90389, D Avg: 91337, [Scythe of the Grim Reaper[148, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 448: HP: 1086, STR: 329, VIT: 1559, SPD: 40, LUK: 1, Attack: 86077, Defense: 91337, Current HP: 1086, A Avg: 90380, D Avg: 91337, [Scythe of the Grim Reaper[148, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 447: HP: 1012, STR: 270, VIT: 1562, SPD: 40, LUK: 1, Attack: 84783, Defense: 91340, Current HP: 1012, A Avg: 106826, D Avg: 91340, [Maximum Iron Mass[123, 0, 0, 0], Blank Shield[244, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 446: HP: 779, STR: 224, VIT: 1562, SPD: 40, LUK: 1, Attack: 84334, Defense: 91340, Current HP: 779, A Avg: 88550, D Avg: 91340, [Serpent[144, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 445: HP: 1122, STR: 216, VIT: 1562, SPD: 40, LUK: 1, Attack: 84326, Defense: 91340, Current HP: 1122, A Avg: 88542, D Avg: 91340, [Serpent[144, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 444: HP: 896, STR: 304, VIT: 1567, SPD: 40, LUK: 1, Attack: 85270, Defense: 91345, Current HP: 896, A Avg: 89533, D Avg: 91345, [Red Shark[134, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 443: HP: 1258, STR: 296, VIT: 1567, SPD: 40, LUK: 1, Attack: 85262, Defense: 91345, Current HP: 1258, A Avg: 89525, D Avg: 91345, [Red Shark[134, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 442: HP: 3044, STR: 1729, VIT: 3779, SPD: 45, LUK: 1, Attack: 89557, Defense: 91347, Current HP: 3044, A Avg: 94034, D Avg: 91347, [Stargazer[183, 0, 0, 0], Storm Wall[242, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 441: HP: 818, STR: 1584, VIT: 1573, SPD: 45, LUK: 1, Attack: 86372, Defense: 91351, Current HP: 818, A Avg: 90690, D Avg: 91351, [Pulse Knife[165, 0, 0, 0], Blank Shield[244, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 440: HP: 969, STR: 216, VIT: 1575, SPD: 40, LUK: 1, Attack: 84534, Defense: 91353, Current HP: 969, A Avg: 88760, D Avg: 91353, [Ruby Knuckle[151, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 439: HP: 1342, STR: 208, VIT: 1575, SPD: 40, LUK: 1, Attack: 84526, Defense: 91353, Current HP: 1342, A Avg: 88752, D Avg: 91353, [Ruby Knuckle[151, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 438: HP: 769, STR: 448, VIT: 1575, SPD: 40, LUK: 1, Attack: 85182, Defense: 91353, Current HP: 769, A Avg: 89441, D Avg: 91353, [Irruption[154, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 437: HP: 760, STR: 456, VIT: 1575, SPD: 40, LUK: 1, Attack: 85190, Defense: 91353, Current HP: 760, A Avg: 89449, D Avg: 91353, [Irruption[154, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 436: HP: 726, STR: 102, VIT: 1590, SPD: 40, LUK: 2, Attack: 84490, Defense: 91368, Current HP: 726, A Avg: 88714, D Avg: 91368, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 435: HP: 513, STR: 348, VIT: 1590, SPD: 40, LUK: 1, Attack: 84736, Defense: 91368, Current HP: 513, A Avg: 88972, D Avg: 91368, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 434: HP: 513, STR: 358, VIT: 1590, SPD: 40, LUK: 2, Attack: 84746, Defense: 91368, Current HP: 513, A Avg: 88983, D Avg: 91368, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 433: HP: 3894, STR: 1062, VIT: 1590, SPD: 40, LUK: 2, Attack: 88944, Defense: 91368, Current HP: 3894, A Avg: 93391, D Avg: 91368, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 432: HP: 3249, STR: 1908, VIT: 1590, SPD: 40, LUK: 1, Attack: 89790, Defense: 91368, Current HP: 3249, A Avg: 94279, D Avg: 91368, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 431: HP: 3249, STR: 2278, VIT: 1590, SPD: 40, LUK: 2, Attack: 90160, Defense: 91368, Current HP: 3249, A Avg: 94668, D Avg: 91368, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 430: HP: 726, STR: 563, VIT: 1590, SPD: 40, LUK: 2, Attack: 86207, Defense: 91368, Current HP: 726, A Avg: 90517, D Avg: 91368, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 429: HP: 513, STR: 1097, VIT: 1590, SPD: 40, LUK: 1, Attack: 86741, Defense: 91368, Current HP: 513, A Avg: 91078, D Avg: 91368, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 428: HP: 513, STR: 640, VIT: 1590, SPD: 40, LUK: 2, Attack: 86284, Defense: 91368, Current HP: 513, A Avg: 90598, D Avg: 91368, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 427: HP: 1197, STR: 1960, VIT: 1590, SPD: 47, LUK: 1, Attack: 87838, Defense: 91368, Current HP: 1197, A Avg: 92229, D Avg: 91368, [God Hand[179, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 426: HP: 1159, STR: 2584, VIT: 1590, SPD: 47, LUK: 1, Attack: 88124, Defense: 91368, Current HP: 1159, A Avg: 92530, D Avg: 91368, [Zodiac[184, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 425: HP: 761, STR: 347, VIT: 1596, SPD: 40, LUK: 1, Attack: 84457, Defense: 91374, Current HP: 761, A Avg: 88679, D Avg: 91374, [Dragon Killer[139, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 424: HP: 752, STR: 260, VIT: 1596, SPD: 40, LUK: 1, Attack: 84370, Defense: 91374, Current HP: 752, A Avg: 88588, D Avg: 91374, [Dragon Killer[139, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 423: HP: 769, STR: 256, VIT: 1596, SPD: 40, LUK: 1, Attack: 84769, Defense: 91374, Current HP: 769, A Avg: 89007, D Avg: 91374, [Volcano[142, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 422: HP: 760, STR: 264, VIT: 1596, SPD: 40, LUK: 1, Attack: 84777, Defense: 91374, Current HP: 760, A Avg: 89015, D Avg: 91374, [Volcano[142, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 421: HP: 783, STR: 54, VIT: 1598, SPD: 40, LUK: 1, Attack: 84442, Defense: 91376, Current HP: 783, A Avg: 88664, D Avg: 91376, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 420: HP: 551, STR: 54, VIT: 1598, SPD: 72, LUK: 1, Attack: 84442, Defense: 91376, Current HP: 551, A Avg: 88664, D Avg: 109651, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 419: HP: 895, STR: 102, VIT: 1598, SPD: 40, LUK: 1, Attack: 84490, Defense: 91376, Current HP: 895, A Avg: 88714, D Avg: 91376, [Encryption Key[173, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 418: HP: 4959, STR: 1014, VIT: 1598, SPD: 40, LUK: 1, Attack: 88896, Defense: 91376, Current HP: 4959, A Avg: 93340, D Avg: 91376, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 417: HP: 3287, STR: 1014, VIT: 1598, SPD: 72, LUK: 1, Attack: 88896, Defense: 91376, Current HP: 3287, A Avg: 93340, D Avg: 109651, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 416: HP: 5503, STR: 1062, VIT: 1598, SPD: 40, LUK: 1, Attack: 88944, Defense: 91376, Current HP: 5503, A Avg: 93391, D Avg: 91376, [Wild Card[175, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 415: HP: 783, STR: 515, VIT: 1598, SPD: 40, LUK: 1, Attack: 86159, Defense: 91376, Current HP: 783, A Avg: 90466, D Avg: 91376, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 414: HP: 551, STR: 515, VIT: 1598, SPD: 72, LUK: 1, Attack: 86159, Defense: 91376, Current HP: 551, A Avg: 90466, D Avg: 109651, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 413: HP: 895, STR: 563, VIT: 1598, SPD: 40, LUK: 1, Attack: 86207, Defense: 91376, Current HP: 895, A Avg: 90517, D Avg: 91376, [Portal Sword[176, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 412: HP: 788, STR: 252, VIT: 1598, SPD: 40, LUK: 1, Attack: 86221, Defense: 91376, Current HP: 788, A Avg: 90532, D Avg: 91376, [Fire Chariot[138, 0, 0, 0], Blank Shield[244, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 411: HP: 779, STR: 358, VIT: 1598, SPD: 40, LUK: 1, Attack: 86327, Defense: 91376, Current HP: 779, A Avg: 90643, D Avg: 91376, [Fire Chariot[138, 0, 0, 0], Blank Shield[244, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 410: HP: 760, STR: 456, VIT: 1601, SPD: 40, LUK: 1, Attack: 85190, Defense: 91379, Current HP: 760, A Avg: 89449, D Avg: 91379, [Irruption[154, 0, 0, 0], Blank Shield[244, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 409: HP: 1100, STR: 448, VIT: 1601, SPD: 40, LUK: 1, Attack: 85182, Defense: 91379, Current HP: 1100, A Avg: 89441, D Avg: 91379, [Irruption[154, 0, 0, 0], Blank Shield[244, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
