Rank 1000: HP: 268, STR: 403678, VIT: 22, SPD: 1, LUK: 1, Attack: 489218, Defense: 85640, Current HP: 268, A Avg: 993112, D Avg: 85640, [Zodiac(184)[230, 230, 230], Mask of the Grim Reaper(214)[230, 230, 230], Ring of power(314)[67, 68, 807]]
Rank 530: HP: 228, STR: 312175, VIT: 59, SPD: 1, LUK: 1, Attack: 396298, Defense: 83987, Current HP: 228, A Avg: 1054152, D Avg: 83987, [Pinpoint(112)[230, 230, 230], Tower Shield(213)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 529: HP: 260, STR: 312175, VIT: 64, SPD: 1, LUK: 1, Attack: 396298, Defense: 84626, Current HP: 260, A Avg: 1054152, D Avg: 84626, [Pinpoint(112)[230, 230, 230], Slime Shield(221)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 528: HP: 190, STR: 312175, VIT: 51, SPD: 1, LUK: 1, Attack: 396298, Defense: 83979, Current HP: 190, A Avg: 1054152, D Avg: 83979, [Pinpoint(112)[230, 230, 230], Hardwood Shield(223)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 527: HP: 160, STR: 312175, VIT: 288, SPD: 1, LUK: 1, Attack: 396298, Defense: 87076, Current HP: 160, A Avg: 1054152, D Avg: 87076, [Pinpoint(112)[230, 230, 230], Energy Shield(227)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 526: HP: 190, STR: 312175, VIT: 96, SPD: 1, LUK: 1, Attack: 396298, Defense: 84687, Current HP: 190, A Avg: 1054152, D Avg: 84687, [Pinpoint(112)[230, 230, 230], Black Hole(229)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 525: HP: 190, STR: 312175, VIT: 96, SPD: 1, LUK: 1, Attack: 396298, Defense: 87014, Current HP: 190, A Avg: 1054152, D Avg: 87014, [Pinpoint(112)[230, 230, 230], White Hole(230)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 524: HP: 1102, STR: 312175, VIT: 51, SPD: 1, LUK: 1, Attack: 396298, Defense: 85968, Current HP: 1102, A Avg: 1054152, D Avg: 85968, [Pinpoint(112)[230, 230, 230], Frying Pan(231)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 523: HP: 400, STR: 312175, VIT: 80, SPD: 1, LUK: 1, Attack: 396298, Defense: 84814, Current HP: 400, A Avg: 1054152, D Avg: 84814, [Pinpoint(112)[230, 230, 230], Slafield(232)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 522: HP: 300, STR: 312175, VIT: 64, SPD: 1, LUK: 1, Attack: 396298, Defense: 85539, Current HP: 300, A Avg: 1054152, D Avg: 85539, [Pinpoint(112)[230, 230, 230], Mist Shield(233)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 521: HP: 342, STR: 312175, VIT: 51, SPD: 1, LUK: 1, Attack: 396298, Defense: 85019, Current HP: 342, A Avg: 1054152, D Avg: 85019, [Pinpoint(112)[230, 230, 230], Huge Shield(234)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 520: HP: 266, STR: 312175, VIT: 160, SPD: 1, LUK: 1, Attack: 396298, Defense: 87000, Current HP: 266, A Avg: 1054152, D Avg: 87000, [Pinpoint(112)[230, 230, 230], Aurora Shield(240)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 519: HP: 160, STR: 312175, VIT: 48, SPD: 1, LUK: 1, Attack: 396298, Defense: 87473, Current HP: 160, A Avg: 1054152, D Avg: 87473, [Pinpoint(112)[230, 230, 230], Cloud Shield(241)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 518: HP: 152, STR: 312175, VIT: 48, SPD: 1, LUK: 1, Attack: 396298, Defense: 86837, Current HP: 152, A Avg: 1054152, D Avg: 86837, [Pinpoint(112)[230, 230, 230], Graffiti(243)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 517: HP: 152, STR: 312175, VIT: 48, SPD: 1, LUK: 1, Attack: 396298, Defense: 89826, Current HP: 152, A Avg: 1054152, D Avg: 89826, [Pinpoint(112)[230, 230, 230], Blank Shield(244)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 516: HP: 627, STR: 312175, VIT: 221, SPD: 1, LUK: 1, Attack: 396298, Defense: 87009, Current HP: 627, A Avg: 1054152, D Avg: 87009, [Pinpoint(112)[230, 230, 230], Golem Shield(245)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 515: HP: 437, STR: 312175, VIT: 64, SPD: 1, LUK: 1, Attack: 396298, Defense: 85942, Current HP: 437, A Avg: 1054152, D Avg: 85942, [Pinpoint(112)[230, 230, 230], Sticky thread shield(247)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 514: HP: 380, STR: 312175, VIT: 136, SPD: 1, LUK: 1, Attack: 396298, Defense: 86352, Current HP: 380, A Avg: 1054152, D Avg: 86352, [Pinpoint(112)[230, 230, 230], King Shield(248)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 513: HP: 560, STR: 312175, VIT: 368, SPD: 1, LUK: 1, Attack: 396298, Defense: 87403, Current HP: 560, A Avg: 1054152, D Avg: 87403, [Pinpoint(112)[230, 230, 230], Warrior's Shield(249)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 512: HP: 160, STR: 312175, VIT: 48, SPD: 1, LUK: 1, Attack: 396298, Defense: 87096, Current HP: 160, A Avg: 1054152, D Avg: 87096, [Pinpoint(112)[230, 230, 230], Ghost shield(251)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 511: HP: 160, STR: 312175, VIT: 48, SPD: 1, LUK: 1, Attack: 396298, Defense: 83771, Current HP: 160, A Avg: 1054152, D Avg: 83771, [Pinpoint(112)[230, 230, 230], Pot Lid(201)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 510: HP: 160, STR: 312175, VIT: 48, SPD: 1, LUK: 1, Attack: 396298, Defense: 83781, Current HP: 160, A Avg: 1054152, D Avg: 83781, [Pinpoint(112)[230, 230, 230], High Pot Lid(202)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 509: HP: 152, STR: 312175, VIT: 59, SPD: 1, LUK: 1, Attack: 396298, Defense: 83928, Current HP: 152, A Avg: 1054152, D Avg: 83928, [Pinpoint(112)[230, 230, 230], Wooden Shield(203)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 508: HP: 152, STR: 312175, VIT: 64, SPD: 1, LUK: 1, Attack: 396298, Defense: 83868, Current HP: 152, A Avg: 1054152, D Avg: 83868, [Pinpoint(112)[230, 230, 230], Iron Shield(204)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 507: HP: 152, STR: 312175, VIT: 51, SPD: 1, LUK: 1, Attack: 396298, Defense: 83914, Current HP: 152, A Avg: 1054152, D Avg: 83914, [Pinpoint(112)[230, 230, 230], Titanium Shield(205)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 506: HP: 152, STR: 312175, VIT: 68, SPD: 1, LUK: 1, Attack: 396298, Defense: 83957, Current HP: 152, A Avg: 1054152, D Avg: 83957, [Pinpoint(112)[230, 230, 230], Large iron Shield(206)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 505: HP: 160, STR: 312175, VIT: 56, SPD: 1, LUK: 1, Attack: 396298, Defense: 83932, Current HP: 160, A Avg: 1054152, D Avg: 83932, [Pinpoint(112)[230, 230, 230], Magic Shield(207)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 504: HP: 171, STR: 312175, VIT: 51, SPD: 1, LUK: 1, Attack: 396298, Defense: 83888, Current HP: 171, A Avg: 1054152, D Avg: 83888, [Pinpoint(112)[230, 230, 230], Emerald Shield(209)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 503: HP: 220, STR: 312175, VIT: 56, SPD: 1, LUK: 1, Attack: 396298, Defense: 83828, Current HP: 220, A Avg: 1054152, D Avg: 83828, [Pinpoint(112)[230, 230, 230], Clear Shield(211)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 502: HP: 260, STR: 312175, VIT: 56, SPD: 1, LUK: 1, Attack: 396298, Defense: 84075, Current HP: 260, A Avg: 1054152, D Avg: 84075, [Pinpoint(112)[230, 230, 230], Prism Shield(212)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 501: HP: 228, STR: 312175, VIT: 59, SPD: 1, LUK: 1, Attack: 396298, Defense: 83987, Current HP: 228, A Avg: 1054152, D Avg: 83987, [Pinpoint(112)[230, 230, 230], Tower Shield(213)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 500: HP: 260, STR: 312175, VIT: 64, SPD: 1, LUK: 1, Attack: 396298, Defense: 84626, Current HP: 260, A Avg: 1054152, D Avg: 84626, [Pinpoint(112)[230, 230, 230], Slime Shield(221)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 499: HP: 190, STR: 312175, VIT: 51, SPD: 1, LUK: 1, Attack: 396298, Defense: 83979, Current HP: 190, A Avg: 1054152, D Avg: 83979, [Pinpoint(112)[230, 230, 230], Hardwood Shield(223)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 498: HP: 160, STR: 312175, VIT: 288, SPD: 1, LUK: 1, Attack: 396298, Defense: 87076, Current HP: 160, A Avg: 1054152, D Avg: 87076, [Pinpoint(112)[230, 230, 230], Energy Shield(227)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 497: HP: 190, STR: 312175, VIT: 96, SPD: 1, LUK: 1, Attack: 396298, Defense: 84687, Current HP: 190, A Avg: 1054152, D Avg: 84687, [Pinpoint(112)[230, 230, 230], Black Hole(229)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 496: HP: 190, STR: 312175, VIT: 96, SPD: 1, LUK: 1, Attack: 396298, Defense: 87014, Current HP: 190, A Avg: 1054152, D Avg: 87014, [Pinpoint(112)[230, 230, 230], White Hole(230)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 495: HP: 1102, STR: 312175, VIT: 51, SPD: 1, LUK: 1, Attack: 396298, Defense: 85968, Current HP: 1102, A Avg: 1054152, D Avg: 85968, [Pinpoint(112)[230, 230, 230], Frying Pan(231)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 494: HP: 400, STR: 312175, VIT: 80, SPD: 1, LUK: 1, Attack: 396298, Defense: 84814, Current HP: 400, A Avg: 1054152, D Avg: 84814, [Pinpoint(112)[230, 230, 230], Slafield(232)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 493: HP: 300, STR: 312175, VIT: 64, SPD: 1, LUK: 1, Attack: 396298, Defense: 85539, Current HP: 300, A Avg: 1054152, D Avg: 85539, [Pinpoint(112)[230, 230, 230], Mist Shield(233)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 492: HP: 342, STR: 312175, VIT: 51, SPD: 1, LUK: 1, Attack: 396298, Defense: 85019, Current HP: 342, A Avg: 1054152, D Avg: 85019, [Pinpoint(112)[230, 230, 230], Huge Shield(234)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 491: HP: 266, STR: 312175, VIT: 160, SPD: 1, LUK: 1, Attack: 396298, Defense: 87000, Current HP: 266, A Avg: 1054152, D Avg: 87000, [Pinpoint(112)[230, 230, 230], Aurora Shield(240)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 490: HP: 160, STR: 312175, VIT: 48, SPD: 1, LUK: 1, Attack: 396298, Defense: 87473, Current HP: 160, A Avg: 1054152, D Avg: 87473, [Pinpoint(112)[230, 230, 230], Cloud Shield(241)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 489: HP: 152, STR: 312175, VIT: 48, SPD: 1, LUK: 1, Attack: 396298, Defense: 86837, Current HP: 152, A Avg: 1054152, D Avg: 86837, [Pinpoint(112)[230, 230, 230], Graffiti(243)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 488: HP: 152, STR: 312175, VIT: 48, SPD: 1, LUK: 1, Attack: 396298, Defense: 89826, Current HP: 152, A Avg: 1054152, D Avg: 89826, [Pinpoint(112)[230, 230, 230], Blank Shield(244)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 487: HP: 627, STR: 312175, VIT: 221, SPD: 1, LUK: 1, Attack: 396298, Defense: 87009, Current HP: 627, A Avg: 1054152, D Avg: 87009, [Pinpoint(112)[230, 230, 230], Golem Shield(245)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 486: HP: 437, STR: 312175, VIT: 64, SPD: 1, LUK: 1, Attack: 396298, Defense: 85942, Current HP: 437, A Avg: 1054152, D Avg: 85942, [Pinpoint(112)[230, 230, 230], Sticky thread shield(247)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 485: HP: 380, STR: 312175, VIT: 136, SPD: 1, LUK: 1, Attack: 396298, Defense: 86352, Current HP: 380, A Avg: 1054152, D Avg: 86352, [Pinpoint(112)[230, 230, 230], King Shield(248)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 484: HP: 560, STR: 312175, VIT: 368, SPD: 1, LUK: 1, Attack: 396298, Defense: 87403, Current HP: 560, A Avg: 1054152, D Avg: 87403, [Pinpoint(112)[230, 230, 230], Warrior's Shield(249)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 483: HP: 160, STR: 312175, VIT: 48, SPD: 1, LUK: 1, Attack: 396298, Defense: 87096, Current HP: 160, A Avg: 1054152, D Avg: 87096, [Pinpoint(112)[230, 230, 230], Ghost shield(251)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 482: HP: 168, STR: 312191, VIT: 54, SPD: 1, LUK: 1, Attack: 396314, Defense: 85672, Current HP: 168, A Avg: 1054195, D Avg: 85672, [Pinpoint(112)[230, 230, 230], Mask of the Grim Reaper(214)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 481: HP: 168, STR: 312191, VIT: 54, SPD: 1, LUK: 1, Attack: 396314, Defense: 85672, Current HP: 168, A Avg: 1054195, D Avg: 85672, [Pinpoint(112)[230, 230, 230], Mask of the Grim Reaper(214)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 480: HP: 152, STR: 312195, VIT: 56, SPD: 1, LUK: 1, Attack: 396318, Defense: 84081, Current HP: 152, A Avg: 1054205, D Avg: 84081, [Pinpoint(112)[230, 230, 230], Conductive Barrier(208)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 479: HP: 152, STR: 312195, VIT: 153, SPD: 1, LUK: 1, Attack: 396318, Defense: 84991, Current HP: 152, A Avg: 1054205, D Avg: 84991, [Pinpoint(112)[230, 230, 230], Bulletproof Shield(235)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 478: HP: 152, STR: 312195, VIT: 56, SPD: 1, LUK: 1, Attack: 396318, Defense: 84081, Current HP: 152, A Avg: 1054205, D Avg: 84081, [Pinpoint(112)[230, 230, 230], Conductive Barrier(208)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 477: HP: 152, STR: 312195, VIT: 153, SPD: 1, LUK: 1, Attack: 396318, Defense: 84991, Current HP: 152, A Avg: 1054205, D Avg: 84991, [Pinpoint(112)[230, 230, 230], Bulletproof Shield(235)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 476: HP: 247, STR: 312198, VIT: 153, SPD: 1, LUK: 1, Attack: 396321, Defense: 86954, Current HP: 247, A Avg: 1054213, D Avg: 86954, [Pinpoint(112)[230, 230, 230], Riot(236)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 475: HP: 247, STR: 312198, VIT: 153, SPD: 1, LUK: 1, Attack: 396321, Defense: 86954, Current HP: 247, A Avg: 1054213, D Avg: 86954, [Pinpoint(112)[230, 230, 230], Riot(236)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 474: HP: 228, STR: 312214, VIT: 59, SPD: 1, LUK: 1, Attack: 396337, Defense: 84000, Current HP: 228, A Avg: 1054256, D Avg: 84000, [Pinpoint(112)[230, 230, 230], Dragon's Scales(215)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 473: HP: 247, STR: 312214, VIT: 61, SPD: 1, LUK: 1, Attack: 396337, Defense: 84301, Current HP: 247, A Avg: 1054256, D Avg: 84301, [Pinpoint(112)[230, 230, 230], Dragon's Wings(216)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 472: HP: 228, STR: 312214, VIT: 59, SPD: 1, LUK: 1, Attack: 396337, Defense: 84000, Current HP: 228, A Avg: 1054256, D Avg: 84000, [Pinpoint(112)[230, 230, 230], Dragon's Scales(215)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 471: HP: 247, STR: 312214, VIT: 61, SPD: 1, LUK: 1, Attack: 396337, Defense: 84301, Current HP: 247, A Avg: 1054256, D Avg: 84301, [Pinpoint(112)[230, 230, 230], Dragon's Wings(216)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 470: HP: 247, STR: 312234, VIT: 61, SPD: 1, LUK: 1, Attack: 396357, Defense: 84925, Current HP: 247, A Avg: 1054309, D Avg: 84925, [Pinpoint(112)[230, 230, 230], Dragon's Head(217)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 469: HP: 171, STR: 312234, VIT: 64, SPD: 1, LUK: 1, Attack: 396357, Defense: 84486, Current HP: 171, A Avg: 1054309, D Avg: 84486, [Pinpoint(112)[230, 230, 230], Superconducting Barrier(220)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 468: HP: 247, STR: 312234, VIT: 61, SPD: 1, LUK: 1, Attack: 396357, Defense: 84925, Current HP: 247, A Avg: 1054309, D Avg: 84925, [Pinpoint(112)[230, 230, 230], Dragon's Head(217)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 467: HP: 171, STR: 312234, VIT: 64, SPD: 1, LUK: 1, Attack: 396357, Defense: 84486, Current HP: 171, A Avg: 1054309, D Avg: 84486, [Pinpoint(112)[230, 230, 230], Superconducting Barrier(220)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 466: HP: 160, STR: 312117, VIT: 304, SPD: 1, LUK: 1, Attack: 396435, Defense: 87092, Current HP: 160, A Avg: 1054517, D Avg: 87092, [Ruby Knuckle(151)[230, 230, 230], Energy Shield(227)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 465: HP: 160, STR: 312117, VIT: 304, SPD: 1, LUK: 1, Attack: 396435, Defense: 87092, Current HP: 160, A Avg: 1054517, D Avg: 87092, [Ruby Knuckle(151)[230, 230, 230], Energy Shield(227)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 464: HP: 400, STR: 312370, VIT: 144, SPD: 1, LUK: 1, Attack: 396493, Defense: 86256, Current HP: 400, A Avg: 1054671, D Avg: 86256, [Pinpoint(112)[230, 230, 230], Goblin Hand(250)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 463: HP: 400, STR: 312370, VIT: 144, SPD: 1, LUK: 1, Attack: 396493, Defense: 86256, Current HP: 400, A Avg: 1054671, D Avg: 86256, [Pinpoint(112)[230, 230, 230], Goblin Hand(250)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 462: HP: 532, STR: 312409, VIT: 306, SPD: 1, LUK: 1, Attack: 396532, Defense: 85300, Current HP: 532, A Avg: 1054775, D Avg: 85300, [Pinpoint(112)[230, 230, 230], Metalization(228)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 461: HP: 532, STR: 312409, VIT: 306, SPD: 1, LUK: 1, Attack: 396532, Defense: 85300, Current HP: 532, A Avg: 1054775, D Avg: 85300, [Pinpoint(112)[230, 230, 230], Metalization(228)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 460: HP: 600, STR: 312136, VIT: 376, SPD: 1, LUK: 1, Attack: 396649, Defense: 87411, Current HP: 600, A Avg: 1055086, D Avg: 87411, [Maximum Iron Mass(123)[230, 230, 230], Warrior's Shield(249)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 459: HP: 600, STR: 312136, VIT: 376, SPD: 1, LUK: 1, Attack: 396649, Defense: 87411, Current HP: 600, A Avg: 1055086, D Avg: 87411, [Maximum Iron Mass(123)[230, 230, 230], Warrior's Shield(249)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 458: HP: 247, STR: 312156, VIT: 34, SPD: 1, LUK: 1, Attack: 396812, Defense: 85002, Current HP: 247, A Avg: 1055519, D Avg: 85002, [Penetra(161)[230, 230, 230], Huge Shield(234)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 457: HP: 1140, STR: 312136, VIT: 68, SPD: 1, LUK: 1, Attack: 396844, Defense: 85985, Current HP: 1140, A Avg: 1055605, D Avg: 85985, [Thin Blade(158)[230, 230, 230], Frying Pan(231)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 456: HP: 180, STR: 312195, VIT: 304, SPD: 1, LUK: 1, Attack: 396845, Defense: 87092, Current HP: 180, A Avg: 1055607, D Avg: 87092, [Diamond Knuckle(152)[230, 230, 230], Energy Shield(227)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 455: HP: 180, STR: 312195, VIT: 304, SPD: 1, LUK: 1, Attack: 396845, Defense: 87092, Current HP: 180, A Avg: 1055607, D Avg: 87092, [Diamond Knuckle(152)[230, 230, 230], Energy Shield(227)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 454: HP: 1026, STR: 312195, VIT: 34, SPD: 1, LUK: 1, Attack: 397033, Defense: 85951, Current HP: 1026, A Avg: 1056107, D Avg: 85951, [Willow Blade(157)[230, 230, 230], Frying Pan(231)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 453: HP: 152, STR: 312955, VIT: 48, SPD: 1, LUK: 1, Attack: 397078, Defense: 84184, Current HP: 152, A Avg: 1056227, D Avg: 84184, [Pinpoint(112)[230, 230, 230], Magnum(237)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 452: HP: 152, STR: 312955, VIT: 48, SPD: 1, LUK: 1, Attack: 397078, Defense: 84184, Current HP: 152, A Avg: 1056227, D Avg: 84184, [Pinpoint(112)[230, 230, 230], Magnum(237)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 451: HP: 532, STR: 312351, VIT: 306, SPD: 1, LUK: 1, Attack: 397192, Defense: 85300, Current HP: 532, A Avg: 1056530, D Avg: 85300, [Grand Slam(163)[230, 230, 230], Metalization(228)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 450: HP: 532, STR: 312351, VIT: 306, SPD: 1, LUK: 1, Attack: 397192, Defense: 85300, Current HP: 532, A Avg: 1056530, D Avg: 85300, [Grand Slam(163)[230, 230, 230], Metalization(228)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 449: HP: 152, STR: 313345, VIT: 48, SPD: 1, LUK: 1, Attack: 397468, Defense: 84392, Current HP: 152, A Avg: 1057264, D Avg: 84392, [Pinpoint(112)[230, 230, 230], V Magnum(238)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 448: HP: 152, STR: 313345, VIT: 48, SPD: 1, LUK: 1, Attack: 397468, Defense: 84392, Current HP: 152, A Avg: 1057264, D Avg: 84392, [Pinpoint(112)[230, 230, 230], V Magnum(238)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 447: HP: 323, STR: 312156, VIT: 76, SPD: 1, LUK: 1, Attack: 397488, Defense: 84004, Current HP: 323, A Avg: 1057318, D Avg: 84004, [Tower(149)[230, 230, 230], Tower Shield(213)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 446: HP: 323, STR: 312156, VIT: 76, SPD: 1, LUK: 1, Attack: 397488, Defense: 84004, Current HP: 323, A Avg: 1057318, D Avg: 84004, [Tower(149)[230, 230, 230], Tower Shield(213)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 445: HP: 60, STR: 312117, VIT: 32, SPD: 1, LUK: 1, Attack: 397761, Defense: 83755, Current HP: 60, A Avg: 1058044, D Avg: 83755, [Portal Sword(176)[230, 230, 230], Pot Lid(201)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 444: HP: 60, STR: 312117, VIT: 32, SPD: 1, LUK: 1, Attack: 397761, Defense: 83765, Current HP: 60, A Avg: 1058044, D Avg: 83765, [Portal Sword(176)[230, 230, 230], High Pot Lid(202)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 443: HP: 57, STR: 312117, VIT: 42, SPD: 1, LUK: 1, Attack: 397761, Defense: 83911, Current HP: 57, A Avg: 1058044, D Avg: 83911, [Portal Sword(176)[230, 230, 230], Wooden Shield(203)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 442: HP: 57, STR: 312117, VIT: 47, SPD: 1, LUK: 1, Attack: 397761, Defense: 83851, Current HP: 57, A Avg: 1058044, D Avg: 83851, [Portal Sword(176)[230, 230, 230], Iron Shield(204)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 441: HP: 57, STR: 312117, VIT: 34, SPD: 1, LUK: 1, Attack: 397761, Defense: 83897, Current HP: 57, A Avg: 1058044, D Avg: 83897, [Portal Sword(176)[230, 230, 230], Titanium Shield(205)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 440: HP: 57, STR: 312117, VIT: 51, SPD: 1, LUK: 1, Attack: 397761, Defense: 83940, Current HP: 57, A Avg: 1058044, D Avg: 83940, [Portal Sword(176)[230, 230, 230], Large iron Shield(206)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 439: HP: 60, STR: 312117, VIT: 40, SPD: 1, LUK: 1, Attack: 397761, Defense: 83916, Current HP: 60, A Avg: 1058044, D Avg: 83916, [Portal Sword(176)[230, 230, 230], Magic Shield(207)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 438: HP: 76, STR: 312117, VIT: 34, SPD: 1, LUK: 1, Attack: 397761, Defense: 83871, Current HP: 76, A Avg: 1058044, D Avg: 83871, [Portal Sword(176)[230, 230, 230], Emerald Shield(209)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 437: HP: 120, STR: 312117, VIT: 40, SPD: 1, LUK: 1, Attack: 397761, Defense: 83812, Current HP: 120, A Avg: 1058044, D Avg: 83812, [Portal Sword(176)[230, 230, 230], Clear Shield(211)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 436: HP: 160, STR: 312117, VIT: 40, SPD: 1, LUK: 1, Attack: 397761, Defense: 84059, Current HP: 160, A Avg: 1058044, D Avg: 84059, [Portal Sword(176)[230, 230, 230], Prism Shield(212)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 435: HP: 133, STR: 312117, VIT: 42, SPD: 1, LUK: 1, Attack: 397761, Defense: 83970, Current HP: 133, A Avg: 1058044, D Avg: 83970, [Portal Sword(176)[230, 230, 230], Tower Shield(213)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 434: HP: 160, STR: 312117, VIT: 48, SPD: 1, LUK: 1, Attack: 397761, Defense: 84610, Current HP: 160, A Avg: 1058044, D Avg: 84610, [Portal Sword(176)[230, 230, 230], Slime Shield(221)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 433: HP: 95, STR: 312117, VIT: 34, SPD: 1, LUK: 1, Attack: 397761, Defense: 83962, Current HP: 95, A Avg: 1058044, D Avg: 83962, [Portal Sword(176)[230, 230, 230], Hardwood Shield(223)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
