Rank 1000: HP: 750, STR: 289092, VIT: 672, SPD: 32, LUK: 1, Attack: 374645, Defense: 84561, Current HP: 750, A Avg: 996555, D Avg: 84561, [Hammer of Justice(186)[230, 230, 230], Small Lion(219)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 503: HP: 839, STR: 312397, VIT: 115, SPD: 32, LUK: 1, Attack: 396520, Defense: 84043, Current HP: 839, A Avg: 1054743, D Avg: 84043, [Pinpoint(112)[230, 230, 230], Hardwood Shield(223)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 502: HP: 540, STR: 312397, VIT: 531, SPD: 32, LUK: 1, Attack: 396520, Defense: 87319, Current HP: 540, A Avg: 1054743, D Avg: 87319, [Pinpoint(112)[230, 230, 230], Energy Shield(227)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 501: HP: 2004, STR: 312397, VIT: 83, SPD: 32, LUK: 1, Attack: 396520, Defense: 86000, Current HP: 2004, A Avg: 1054743, D Avg: 86000, [Pinpoint(112)[230, 230, 230], Frying Pan(231)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 500: HP: 1084, STR: 312397, VIT: 292, SPD: 32, LUK: 1, Attack: 396520, Defense: 85026, Current HP: 1084, A Avg: 1054743, D Avg: 85026, [Pinpoint(112)[230, 230, 230], Slafield(232)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 499: HP: 870, STR: 312397, VIT: 246, SPD: 32, LUK: 1, Attack: 396520, Defense: 85721, Current HP: 870, A Avg: 1054743, D Avg: 85721, [Pinpoint(112)[230, 230, 230], Mist Shield(233)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 498: HP: 703, STR: 312397, VIT: 406, SPD: 32, LUK: 1, Attack: 396520, Defense: 85374, Current HP: 703, A Avg: 1054743, D Avg: 85374, [Pinpoint(112)[230, 230, 230], Huge Shield(234)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 497: HP: 627, STR: 312397, VIT: 494, SPD: 32, LUK: 1, Attack: 396520, Defense: 87334, Current HP: 627, A Avg: 1054743, D Avg: 87334, [Pinpoint(112)[230, 230, 230], Aurora Shield(240)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 496: HP: 1110, STR: 312397, VIT: 352, SPD: 32, LUK: 1, Attack: 396520, Defense: 87777, Current HP: 1110, A Avg: 1054743, D Avg: 87777, [Pinpoint(112)[230, 230, 230], Cloud Shield(241)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 495: HP: 513, STR: 312397, VIT: 78, SPD: 32, LUK: 1, Attack: 396520, Defense: 86867, Current HP: 513, A Avg: 1054743, D Avg: 86867, [Pinpoint(112)[230, 230, 230], Graffiti(243)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 494: HP: 513, STR: 312397, VIT: 686, SPD: 32, LUK: 1, Attack: 396520, Defense: 90464, Current HP: 513, A Avg: 1054743, D Avg: 90464, [Pinpoint(112)[230, 230, 230], Blank Shield(244)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 493: HP: 988, STR: 312397, VIT: 1060, SPD: 32, LUK: 1, Attack: 396520, Defense: 87848, Current HP: 988, A Avg: 1054743, D Avg: 87848, [Pinpoint(112)[230, 230, 230], Golem Shield(245)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 492: HP: 798, STR: 312397, VIT: 337, SPD: 34, LUK: 1, Attack: 396520, Defense: 86215, Current HP: 798, A Avg: 1054743, D Avg: 86215, [Pinpoint(112)[230, 230, 230], Sticky thread shield(247)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 491: HP: 1174, STR: 312397, VIT: 362, SPD: 32, LUK: 1, Attack: 396520, Defense: 86578, Current HP: 1174, A Avg: 1054743, D Avg: 86578, [Pinpoint(112)[230, 230, 230], King Shield(248)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 490: HP: 940, STR: 312397, VIT: 520, SPD: 32, LUK: 1, Attack: 396520, Defense: 87555, Current HP: 940, A Avg: 1054743, D Avg: 87555, [Pinpoint(112)[230, 230, 230], Warrior's Shield(249)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 489: HP: 540, STR: 312397, VIT: 443, SPD: 32, LUK: 1, Attack: 396520, Defense: 87491, Current HP: 540, A Avg: 1054743, D Avg: 87491, [Pinpoint(112)[230, 230, 230], Ghost shield(251)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 488: HP: 2109, STR: 312581, VIT: 227, SPD: 32, LUK: 1, Attack: 396522, Defense: 86144, Current HP: 2109, A Avg: 1054748, D Avg: 86144, [Rusty Knife(156)[230, 230, 230], Frying Pan(231)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 487: HP: 697, STR: 312436, VIT: 188, SPD: 32, LUK: 1, Attack: 396559, Defense: 84129, Current HP: 697, A Avg: 1054846, D Avg: 84129, [Pinpoint(112)[230, 230, 230], Dragon's Scales(215)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 486: HP: 697, STR: 312436, VIT: 188, SPD: 32, LUK: 1, Attack: 396559, Defense: 84129, Current HP: 697, A Avg: 1054846, D Avg: 84129, [Pinpoint(112)[230, 230, 230], Dragon's Scales(215)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 485: HP: 513, STR: 312491, VIT: 147, SPD: 34, LUK: 1, Attack: 396614, Defense: 84172, Current HP: 513, A Avg: 1054993, D Avg: 84172, [Pinpoint(112)[230, 230, 230], Conductive Barrier(208)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 484: HP: 513, STR: 312491, VIT: 147, SPD: 34, LUK: 1, Attack: 396614, Defense: 84172, Current HP: 513, A Avg: 1054993, D Avg: 84172, [Pinpoint(112)[230, 230, 230], Conductive Barrier(208)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 483: HP: 788, STR: 312510, VIT: 190, SPD: 32, LUK: 1, Attack: 396633, Defense: 84430, Current HP: 788, A Avg: 1055043, D Avg: 84430, [Pinpoint(112)[230, 230, 230], Dragon's Wings(216)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 482: HP: 788, STR: 312510, VIT: 190, SPD: 32, LUK: 1, Attack: 396633, Defense: 84430, Current HP: 788, A Avg: 1055043, D Avg: 84430, [Pinpoint(112)[230, 230, 230], Dragon's Wings(216)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 481: HP: 1160, STR: 312830, VIT: 356, SPD: 32, LUK: 1, Attack: 396654, Defense: 86468, Current HP: 1160, A Avg: 1055099, D Avg: 86468, [Stun Knuckle(106)[230, 230, 230], Goblin Hand(250)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 480: HP: 1160, STR: 312830, VIT: 356, SPD: 32, LUK: 1, Attack: 396654, Defense: 86468, Current HP: 1160, A Avg: 1055099, D Avg: 86468, [Stun Knuckle(106)[230, 230, 230], Goblin Hand(250)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 479: HP: 776, STR: 312561, VIT: 267, SPD: 32, LUK: 1, Attack: 396684, Defense: 85885, Current HP: 776, A Avg: 1055179, D Avg: 85885, [Pinpoint(112)[230, 230, 230], Mask of the Grim Reaper(214)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 478: HP: 776, STR: 312561, VIT: 267, SPD: 32, LUK: 1, Attack: 396684, Defense: 85885, Current HP: 776, A Avg: 1055179, D Avg: 85885, [Pinpoint(112)[230, 230, 230], Mask of the Grim Reaper(214)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 477: HP: 790, STR: 312577, VIT: 260, SPD: 32, LUK: 1, Attack: 396687, Defense: 84188, Current HP: 790, A Avg: 1055187, D Avg: 84188, [Dragon Killer(139)[230, 230, 230], Tower Shield(213)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 476: HP: 790, STR: 312577, VIT: 260, SPD: 32, LUK: 1, Attack: 396687, Defense: 84188, Current HP: 790, A Avg: 1055187, D Avg: 84188, [Dragon Killer(139)[230, 230, 230], Tower Shield(213)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 475: HP: 657, STR: 312565, VIT: 411, SPD: 32, LUK: 1, Attack: 396688, Defense: 85249, Current HP: 657, A Avg: 1055190, D Avg: 85249, [Pinpoint(112)[230, 230, 230], Bulletproof Shield(235)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 474: HP: 657, STR: 312565, VIT: 411, SPD: 32, LUK: 1, Attack: 396688, Defense: 85249, Current HP: 657, A Avg: 1055190, D Avg: 85249, [Pinpoint(112)[230, 230, 230], Bulletproof Shield(235)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 473: HP: 788, STR: 312604, VIT: 222, SPD: 32, LUK: 1, Attack: 396727, Defense: 85086, Current HP: 788, A Avg: 1055293, D Avg: 85086, [Pinpoint(112)[230, 230, 230], Dragon's Head(217)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 472: HP: 712, STR: 312604, VIT: 246, SPD: 34, LUK: 1, Attack: 396727, Defense: 84668, Current HP: 712, A Avg: 1055293, D Avg: 84668, [Pinpoint(112)[230, 230, 230], Superconducting Barrier(220)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 471: HP: 788, STR: 312604, VIT: 222, SPD: 32, LUK: 1, Attack: 396727, Defense: 85086, Current HP: 788, A Avg: 1055293, D Avg: 85086, [Pinpoint(112)[230, 230, 230], Dragon's Head(217)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 470: HP: 712, STR: 312604, VIT: 246, SPD: 34, LUK: 1, Attack: 396727, Defense: 84668, Current HP: 712, A Avg: 1055293, D Avg: 84668, [Pinpoint(112)[230, 230, 230], Superconducting Barrier(220)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 469: HP: 788, STR: 312643, VIT: 443, SPD: 32, LUK: 1, Attack: 396766, Defense: 87244, Current HP: 788, A Avg: 1055397, D Avg: 87244, [Pinpoint(112)[230, 230, 230], Riot(236)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 468: HP: 788, STR: 312643, VIT: 443, SPD: 32, LUK: 1, Attack: 396766, Defense: 87244, Current HP: 788, A Avg: 1055397, D Avg: 87244, [Pinpoint(112)[230, 230, 230], Riot(236)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 467: HP: 920, STR: 312487, VIT: 638, SPD: 32, LUK: 1, Attack: 396805, Defense: 87426, Current HP: 920, A Avg: 1055501, D Avg: 87426, [Ruby Knuckle(151)[230, 230, 230], Energy Shield(227)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 466: HP: 920, STR: 312487, VIT: 638, SPD: 32, LUK: 1, Attack: 396805, Defense: 87426, Current HP: 920, A Avg: 1055501, D Avg: 87426, [Ruby Knuckle(151)[230, 230, 230], Energy Shield(227)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 465: HP: 551, STR: 312842, VIT: 308, SPD: 32, LUK: 1, Attack: 396965, Defense: 84899, Current HP: 551, A Avg: 1055926, D Avg: 84899, [Pinpoint(112)[230, 230, 230], Black Hole(229)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 464: HP: 731, STR: 312842, VIT: 339, SPD: 32, LUK: 1, Attack: 396965, Defense: 87257, Current HP: 731, A Avg: 1055926, D Avg: 87257, [Pinpoint(112)[230, 230, 230], White Hole(230)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 463: HP: 551, STR: 312842, VIT: 308, SPD: 32, LUK: 1, Attack: 396965, Defense: 84899, Current HP: 551, A Avg: 1055926, D Avg: 84899, [Pinpoint(112)[230, 230, 230], Black Hole(229)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 462: HP: 731, STR: 312842, VIT: 339, SPD: 32, LUK: 1, Attack: 396965, Defense: 87257, Current HP: 731, A Avg: 1055926, D Avg: 87257, [Pinpoint(112)[230, 230, 230], White Hole(230)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 461: HP: 1170, STR: 312507, VIT: 588, SPD: 32, LUK: 1, Attack: 397020, Defense: 87623, Current HP: 1170, A Avg: 1056073, D Avg: 87623, [Maximum Iron Mass(123)[230, 230, 230], Warrior's Shield(249)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 460: HP: 1170, STR: 312507, VIT: 588, SPD: 32, LUK: 1, Attack: 397020, Defense: 87623, Current HP: 1170, A Avg: 1056073, D Avg: 87623, [Maximum Iron Mass(123)[230, 230, 230], Warrior's Shield(249)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 459: HP: 1160, STR: 312963, VIT: 356, SPD: 32, LUK: 1, Attack: 397086, Defense: 86468, Current HP: 1160, A Avg: 1056248, D Avg: 86468, [Pinpoint(112)[230, 230, 230], Goblin Hand(250)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 458: HP: 1160, STR: 312963, VIT: 356, SPD: 32, LUK: 1, Attack: 397086, Defense: 86468, Current HP: 1160, A Avg: 1056248, D Avg: 86468, [Pinpoint(112)[230, 230, 230], Goblin Hand(250)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 457: HP: 893, STR: 313002, VIT: 499, SPD: 32, LUK: 1, Attack: 397125, Defense: 85493, Current HP: 893, A Avg: 1056352, D Avg: 85493, [Pinpoint(112)[230, 230, 230], Metalization(228)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 456: HP: 893, STR: 313002, VIT: 499, SPD: 32, LUK: 1, Attack: 397125, Defense: 85493, Current HP: 893, A Avg: 1056352, D Avg: 85493, [Pinpoint(112)[230, 230, 230], Metalization(228)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 455: HP: 2584, STR: 312581, VIT: 423, SPD: 32, LUK: 1, Attack: 397289, Defense: 86340, Current HP: 2584, A Avg: 1056788, D Avg: 86340, [Thin Blade(158)[230, 230, 230], Frying Pan(231)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 454: HP: 940, STR: 312713, VIT: 699, SPD: 32, LUK: 1, Attack: 397363, Defense: 87487, Current HP: 940, A Avg: 1056985, D Avg: 87487, [Diamond Knuckle(152)[230, 230, 230], Energy Shield(227)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 453: HP: 940, STR: 312713, VIT: 699, SPD: 32, LUK: 1, Attack: 397363, Defense: 87487, Current HP: 940, A Avg: 1056985, D Avg: 87487, [Diamond Knuckle(152)[230, 230, 230], Energy Shield(227)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 452: HP: 893, STR: 312795, VIT: 499, SPD: 32, LUK: 1, Attack: 397636, Defense: 85493, Current HP: 893, A Avg: 1057711, D Avg: 85493, [Grand Slam(163)[230, 230, 230], Metalization(228)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 451: HP: 893, STR: 312795, VIT: 499, SPD: 32, LUK: 1, Attack: 397636, Defense: 85493, Current HP: 893, A Avg: 1057711, D Avg: 85493, [Grand Slam(163)[230, 230, 230], Metalization(228)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 450: HP: 608, STR: 313045, VIT: 389, SPD: 32, LUK: 1, Attack: 397701, Defense: 85357, Current HP: 608, A Avg: 1057884, D Avg: 85357, [Penetra(161)[230, 230, 230], Huge Shield(234)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 449: HP: 513, STR: 313696, VIT: 78, SPD: 34, LUK: 1, Attack: 397819, Defense: 84214, Current HP: 513, A Avg: 1058198, D Avg: 84214, [Pinpoint(112)[230, 230, 230], Magnum(237)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 448: HP: 513, STR: 313696, VIT: 78, SPD: 34, LUK: 1, Attack: 397819, Defense: 84214, Current HP: 513, A Avg: 1058198, D Avg: 84214, [Pinpoint(112)[230, 230, 230], Magnum(237)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 447: HP: 2109, STR: 313158, VIT: 260, SPD: 32, LUK: 1, Attack: 397996, Defense: 86177, Current HP: 2109, A Avg: 1058669, D Avg: 86177, [Willow Blade(157)[230, 230, 230], Frying Pan(231)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 446: HP: 864, STR: 312674, VIT: 334, SPD: 32, LUK: 1, Attack: 398006, Defense: 84262, Current HP: 864, A Avg: 1058695, D Avg: 84262, [Tower(149)[230, 230, 230], Tower Shield(213)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 445: HP: 864, STR: 312674, VIT: 334, SPD: 32, LUK: 1, Attack: 398006, Defense: 84262, Current HP: 864, A Avg: 1058695, D Avg: 84262, [Tower(149)[230, 230, 230], Tower Shield(213)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 444: HP: 513, STR: 314160, VIT: 78, SPD: 34, LUK: 1, Attack: 398283, Defense: 84422, Current HP: 513, A Avg: 1059432, D Avg: 84422, [Pinpoint(112)[230, 230, 230], V Magnum(238)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 443: HP: 513, STR: 314160, VIT: 78, SPD: 34, LUK: 1, Attack: 398283, Defense: 84422, Current HP: 513, A Avg: 1059432, D Avg: 84422, [Pinpoint(112)[230, 230, 230], V Magnum(238)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 442: HP: 440, STR: 313080, VIT: 670, SPD: 32, LUK: 1, Attack: 398724, Defense: 84393, Current HP: 440, A Avg: 1060605, D Avg: 84393, [Portal Sword(176)[230, 230, 230], Pot Lid(201)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 441: HP: 440, STR: 313080, VIT: 670, SPD: 32, LUK: 1, Attack: 398724, Defense: 84403, Current HP: 440, A Avg: 1060605, D Avg: 84403, [Portal Sword(176)[230, 230, 230], High Pot Lid(202)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 440: HP: 418, STR: 313080, VIT: 720, SPD: 32, LUK: 1, Attack: 398724, Defense: 84589, Current HP: 418, A Avg: 1060605, D Avg: 84589, [Portal Sword(176)[230, 230, 230], Wooden Shield(203)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 439: HP: 418, STR: 313080, VIT: 725, SPD: 32, LUK: 1, Attack: 398724, Defense: 84529, Current HP: 418, A Avg: 1060605, D Avg: 84529, [Portal Sword(176)[230, 230, 230], Iron Shield(204)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 438: HP: 418, STR: 313080, VIT: 744, SPD: 32, LUK: 1, Attack: 398724, Defense: 84607, Current HP: 418, A Avg: 1060605, D Avg: 84607, [Portal Sword(176)[230, 230, 230], Titanium Shield(205)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 437: HP: 418, STR: 313080, VIT: 761, SPD: 32, LUK: 1, Attack: 398724, Defense: 84650, Current HP: 418, A Avg: 1060605, D Avg: 84650, [Portal Sword(176)[230, 230, 230], Large iron Shield(206)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 436: HP: 440, STR: 313080, VIT: 739, SPD: 32, LUK: 1, Attack: 398724, Defense: 84615, Current HP: 440, A Avg: 1060605, D Avg: 84615, [Portal Sword(176)[230, 230, 230], Magic Shield(207)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 435: HP: 617, STR: 313080, VIT: 809, SPD: 32, LUK: 1, Attack: 398724, Defense: 84646, Current HP: 617, A Avg: 1060605, D Avg: 84646, [Portal Sword(176)[230, 230, 230], Emerald Shield(209)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 434: HP: 500, STR: 313080, VIT: 708, SPD: 32, LUK: 1, Attack: 398724, Defense: 84480, Current HP: 500, A Avg: 1060605, D Avg: 84480, [Portal Sword(176)[230, 230, 230], Clear Shield(211)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 433: HP: 540, STR: 313080, VIT: 739, SPD: 32, LUK: 1, Attack: 398724, Defense: 84758, Current HP: 540, A Avg: 1060605, D Avg: 84758, [Portal Sword(176)[230, 230, 230], Prism Shield(212)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 432: HP: 494, STR: 313080, VIT: 753, SPD: 32, LUK: 1, Attack: 398724, Defense: 84681, Current HP: 494, A Avg: 1060605, D Avg: 84681, [Portal Sword(176)[230, 230, 230], Tower Shield(213)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 431: HP: 806, STR: 313080, VIT: 838, SPD: 32, LUK: 1, Attack: 398724, Defense: 85400, Current HP: 806, A Avg: 1060605, D Avg: 85400, [Portal Sword(176)[230, 230, 230], Slime Shield(221)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 430: HP: 744, STR: 313080, VIT: 744, SPD: 32, LUK: 1, Attack: 398724, Defense: 84672, Current HP: 744, A Avg: 1060605, D Avg: 84672, [Portal Sword(176)[230, 230, 230], Hardwood Shield(223)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 429: HP: 440, STR: 313080, VIT: 1123, SPD: 32, LUK: 1, Attack: 398724, Defense: 87911, Current HP: 440, A Avg: 1060605, D Avg: 87911, [Portal Sword(176)[230, 230, 230], Energy Shield(227)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 428: HP: 1909, STR: 313080, VIT: 712, SPD: 32, LUK: 1, Attack: 398724, Defense: 86629, Current HP: 1909, A Avg: 1060605, D Avg: 86629, [Portal Sword(176)[230, 230, 230], Frying Pan(231)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 427: HP: 984, STR: 313080, VIT: 884, SPD: 32, LUK: 1, Attack: 398724, Defense: 85618, Current HP: 984, A Avg: 1060605, D Avg: 85618, [Portal Sword(176)[230, 230, 230], Slafield(232)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 426: HP: 770, STR: 313080, VIT: 838, SPD: 32, LUK: 1, Attack: 398724, Defense: 86313, Current HP: 770, A Avg: 1060605, D Avg: 86313, [Portal Sword(176)[230, 230, 230], Mist Shield(233)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 425: HP: 608, STR: 313080, VIT: 1035, SPD: 32, LUK: 1, Attack: 398724, Defense: 86003, Current HP: 608, A Avg: 1060605, D Avg: 86003, [Portal Sword(176)[230, 230, 230], Huge Shield(234)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 424: HP: 532, STR: 313080, VIT: 1086, SPD: 32, LUK: 1, Attack: 398724, Defense: 87926, Current HP: 532, A Avg: 1060605, D Avg: 87926, [Portal Sword(176)[230, 230, 230], Aurora Shield(240)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 423: HP: 1010, STR: 313080, VIT: 944, SPD: 32, LUK: 1, Attack: 398724, Defense: 88369, Current HP: 1010, A Avg: 1060605, D Avg: 88369, [Portal Sword(176)[230, 230, 230], Cloud Shield(241)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 422: HP: 418, STR: 313080, VIT: 670, SPD: 32, LUK: 1, Attack: 398724, Defense: 87459, Current HP: 418, A Avg: 1060605, D Avg: 87459, [Portal Sword(176)[230, 230, 230], Graffiti(243)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 421: HP: 418, STR: 313080, VIT: 1278, SPD: 32, LUK: 1, Attack: 398724, Defense: 91056, Current HP: 418, A Avg: 1060605, D Avg: 91056, [Portal Sword(176)[230, 230, 230], Blank Shield(244)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 420: HP: 893, STR: 313080, VIT: 1689, SPD: 32, LUK: 1, Attack: 398724, Defense: 88477, Current HP: 893, A Avg: 1060605, D Avg: 88477, [Portal Sword(176)[230, 230, 230], Golem Shield(245)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 419: HP: 703, STR: 313080, VIT: 929, SPD: 34, LUK: 1, Attack: 398724, Defense: 86807, Current HP: 703, A Avg: 1060605, D Avg: 86807, [Portal Sword(176)[230, 230, 230], Sticky thread shield(247)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 418: HP: 1079, STR: 313080, VIT: 991, SPD: 32, LUK: 1, Attack: 398724, Defense: 87207, Current HP: 1079, A Avg: 1060605, D Avg: 87207, [Portal Sword(176)[230, 230, 230], King Shield(248)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 417: HP: 840, STR: 313080, VIT: 1112, SPD: 32, LUK: 1, Attack: 398724, Defense: 88147, Current HP: 840, A Avg: 1060605, D Avg: 88147, [Portal Sword(176)[230, 230, 230], Warrior's Shield(249)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 416: HP: 440, STR: 313080, VIT: 1035, SPD: 32, LUK: 1, Attack: 398724, Defense: 88083, Current HP: 440, A Avg: 1060605, D Avg: 88083, [Portal Sword(176)[230, 230, 230], Ghost shield(251)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 415: HP: 602, STR: 313119, VIT: 817, SPD: 32, LUK: 1, Attack: 398763, Defense: 84758, Current HP: 602, A Avg: 1060709, D Avg: 84758, [Portal Sword(176)[230, 230, 230], Dragon's Scales(215)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 414: HP: 418, STR: 313173, VIT: 739, SPD: 34, LUK: 1, Attack: 398817, Defense: 84764, Current HP: 418, A Avg: 1060853, D Avg: 84764, [Portal Sword(176)[230, 230, 230], Conductive Barrier(208)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 413: HP: 693, STR: 313193, VIT: 819, SPD: 32, LUK: 1, Attack: 398837, Defense: 85059, Current HP: 693, A Avg: 1060906, D Avg: 85059, [Portal Sword(176)[230, 230, 230], Dragon's Wings(216)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 412: HP: 676, STR: 313244, VIT: 859, SPD: 32, LUK: 1, Attack: 398888, Defense: 86477, Current HP: 676, A Avg: 1061042, D Avg: 86477, [Portal Sword(176)[230, 230, 230], Mask of the Grim Reaper(214)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 411: HP: 562, STR: 313248, VIT: 1040, SPD: 32, LUK: 1, Attack: 398892, Defense: 85878, Current HP: 562, A Avg: 1061052, D Avg: 85878, [Portal Sword(176)[230, 230, 230], Bulletproof Shield(235)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 410: HP: 2584, STR: 313049, VIT: 440, SPD: 32, LUK: 1, Attack: 398901, Defense: 86357, Current HP: 2584, A Avg: 1061076, D Avg: 86357, [Santoku(159)[230, 230, 230], Frying Pan(231)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 409: HP: 693, STR: 313287, VIT: 851, SPD: 32, LUK: 1, Attack: 398931, Defense: 85715, Current HP: 693, A Avg: 1061156, D Avg: 85715, [Portal Sword(176)[230, 230, 230], Dragon's Head(217)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 408: HP: 617, STR: 313287, VIT: 838, SPD: 34, LUK: 1, Attack: 398931, Defense: 85260, Current HP: 617, A Avg: 1061156, D Avg: 85260, [Portal Sword(176)[230, 230, 230], Superconducting Barrier(220)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 407: HP: 693, STR: 313326, VIT: 1072, SPD: 32, LUK: 1, Attack: 398970, Defense: 87873, Current HP: 693, A Avg: 1061260, D Avg: 87873, [Portal Sword(176)[230, 230, 230], Riot(236)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
