Rank 1000: HP: 1080, STR: 449193, VIT: 265, SPD: 64, LUK: 1, Attack: 536854, Defense: 83988, Current HP: 1080, A Avg: 1428031, D Avg: 83988, [Neural Edge(190)[630, 630, 630], Pot Lid(201)[630, 630, 67], Seal of the High King(319)[68, 803, 807]]
Rank 516: HP: 940, STR: 479746, VIT: 859, SPD: 64, LUK: 1, Attack: 563869, Defense: 87907, Current HP: 940, A Avg: 1499891, D Avg: 87907, [Pinpoint(112)[630, 630, 630], Ghost shield(251)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 515: HP: 940, STR: 479746, VIT: 110, SPD: 64, LUK: 1, Attack: 563869, Defense: 83833, Current HP: 940, A Avg: 1499891, D Avg: 83833, [Pinpoint(112)[630, 630, 630], Pot Lid(201)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 514: HP: 940, STR: 479746, VIT: 110, SPD: 64, LUK: 1, Attack: 563869, Defense: 83843, Current HP: 940, A Avg: 1499891, D Avg: 83843, [Pinpoint(112)[630, 630, 630], High Pot Lid(202)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 513: HP: 893, STR: 479746, VIT: 125, SPD: 64, LUK: 1, Attack: 563869, Defense: 83994, Current HP: 893, A Avg: 1499891, D Avg: 83994, [Pinpoint(112)[630, 630, 630], Wooden Shield(203)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 512: HP: 893, STR: 479746, VIT: 130, SPD: 64, LUK: 1, Attack: 563869, Defense: 83934, Current HP: 893, A Avg: 1499891, D Avg: 83934, [Pinpoint(112)[630, 630, 630], Iron Shield(204)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 511: HP: 893, STR: 479746, VIT: 183, SPD: 64, LUK: 1, Attack: 563869, Defense: 84046, Current HP: 893, A Avg: 1499891, D Avg: 84046, [Pinpoint(112)[630, 630, 630], Titanium Shield(205)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 510: HP: 893, STR: 479746, VIT: 200, SPD: 64, LUK: 1, Attack: 563869, Defense: 84089, Current HP: 893, A Avg: 1499891, D Avg: 84089, [Pinpoint(112)[630, 630, 630], Large iron Shield(206)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 509: HP: 940, STR: 479746, VIT: 243, SPD: 64, LUK: 1, Attack: 563869, Defense: 84119, Current HP: 940, A Avg: 1499891, D Avg: 84119, [Pinpoint(112)[630, 630, 630], Magic Shield(207)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 508: HP: 1282, STR: 479746, VIT: 316, SPD: 64, LUK: 1, Attack: 563869, Defense: 84153, Current HP: 1282, A Avg: 1499891, D Avg: 84153, [Pinpoint(112)[630, 630, 630], Emerald Shield(209)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 507: HP: 1000, STR: 479746, VIT: 180, SPD: 64, LUK: 1, Attack: 563869, Defense: 83952, Current HP: 1000, A Avg: 1499891, D Avg: 83952, [Pinpoint(112)[630, 630, 630], Clear Shield(211)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 506: HP: 1040, STR: 479746, VIT: 243, SPD: 64, LUK: 1, Attack: 563869, Defense: 84262, Current HP: 1040, A Avg: 1499891, D Avg: 84262, [Pinpoint(112)[630, 630, 630], Prism Shield(212)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 505: HP: 969, STR: 479746, VIT: 192, SPD: 64, LUK: 1, Attack: 563869, Defense: 84120, Current HP: 969, A Avg: 1499891, D Avg: 84120, [Pinpoint(112)[630, 630, 630], Tower Shield(213)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 504: HP: 1586, STR: 479746, VIT: 438, SPD: 64, LUK: 1, Attack: 563869, Defense: 85000, Current HP: 1586, A Avg: 1499891, D Avg: 85000, [Pinpoint(112)[630, 630, 630], Slime Shield(221)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 503: HP: 1523, STR: 479746, VIT: 183, SPD: 64, LUK: 1, Attack: 563869, Defense: 84111, Current HP: 1523, A Avg: 1499891, D Avg: 84111, [Pinpoint(112)[630, 630, 630], Hardwood Shield(223)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 502: HP: 940, STR: 479746, VIT: 787, SPD: 64, LUK: 1, Attack: 563869, Defense: 87575, Current HP: 940, A Avg: 1499891, D Avg: 87575, [Pinpoint(112)[630, 630, 630], Energy Shield(227)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 501: HP: 2954, STR: 479746, VIT: 117, SPD: 64, LUK: 1, Attack: 563869, Defense: 86034, Current HP: 2954, A Avg: 1499891, D Avg: 86034, [Pinpoint(112)[630, 630, 630], Frying Pan(231)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 500: HP: 1804, STR: 479746, VIT: 516, SPD: 64, LUK: 1, Attack: 563869, Defense: 85250, Current HP: 1804, A Avg: 1499891, D Avg: 85250, [Pinpoint(112)[630, 630, 630], Slafield(232)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 499: HP: 1470, STR: 479746, VIT: 438, SPD: 64, LUK: 1, Attack: 563869, Defense: 85913, Current HP: 1470, A Avg: 1499891, D Avg: 85913, [Pinpoint(112)[630, 630, 630], Mist Shield(233)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 498: HP: 1083, STR: 479746, VIT: 780, SPD: 64, LUK: 1, Attack: 563869, Defense: 85748, Current HP: 1083, A Avg: 1499891, D Avg: 85748, [Pinpoint(112)[630, 630, 630], Huge Shield(234)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 497: HP: 1007, STR: 479746, VIT: 846, SPD: 64, LUK: 1, Attack: 563869, Defense: 87686, Current HP: 1007, A Avg: 1499891, D Avg: 87686, [Pinpoint(112)[630, 630, 630], Aurora Shield(240)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 496: HP: 2110, STR: 479746, VIT: 672, SPD: 64, LUK: 1, Attack: 563869, Defense: 88097, Current HP: 2110, A Avg: 1499891, D Avg: 88097, [Pinpoint(112)[630, 630, 630], Cloud Shield(241)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 495: HP: 893, STR: 479746, VIT: 110, SPD: 64, LUK: 1, Attack: 563869, Defense: 86899, Current HP: 893, A Avg: 1499891, D Avg: 86899, [Pinpoint(112)[630, 630, 630], Graffiti(243)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 494: HP: 893, STR: 479746, VIT: 1358, SPD: 64, LUK: 1, Attack: 563869, Defense: 91136, Current HP: 893, A Avg: 1499891, D Avg: 91136, [Pinpoint(112)[630, 630, 630], Blank Shield(244)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 493: HP: 1368, STR: 479746, VIT: 1944, SPD: 64, LUK: 1, Attack: 563869, Defense: 88732, Current HP: 1368, A Avg: 1499891, D Avg: 88732, [Pinpoint(112)[630, 630, 630], Golem Shield(245)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 492: HP: 1178, STR: 479746, VIT: 625, SPD: 68, LUK: 1, Attack: 563869, Defense: 86503, Current HP: 1178, A Avg: 1499891, D Avg: 86503, [Pinpoint(112)[630, 630, 630], Sticky thread shield(247)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 491: HP: 2010, STR: 479746, VIT: 600, SPD: 64, LUK: 1, Attack: 563869, Defense: 86816, Current HP: 2010, A Avg: 1499891, D Avg: 86816, [Pinpoint(112)[630, 630, 630], King Shield(248)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 490: HP: 1340, STR: 479746, VIT: 680, SPD: 64, LUK: 1, Attack: 563869, Defense: 87715, Current HP: 1340, A Avg: 1499891, D Avg: 87715, [Pinpoint(112)[630, 630, 630], Warrior's Shield(249)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 489: HP: 940, STR: 479746, VIT: 859, SPD: 64, LUK: 1, Attack: 563869, Defense: 87907, Current HP: 940, A Avg: 1499891, D Avg: 87907, [Pinpoint(112)[630, 630, 630], Ghost shield(251)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 488: HP: 1191, STR: 479785, VIT: 324, SPD: 64, LUK: 1, Attack: 563908, Defense: 84265, Current HP: 1191, A Avg: 1499995, D Avg: 84265, [Pinpoint(112)[630, 630, 630], Dragon's Scales(215)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 487: HP: 1191, STR: 479785, VIT: 324, SPD: 64, LUK: 1, Attack: 563908, Defense: 84265, Current HP: 1191, A Avg: 1499995, D Avg: 84265, [Pinpoint(112)[630, 630, 630], Dragon's Scales(215)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 486: HP: 893, STR: 479918, VIT: 243, SPD: 68, LUK: 1, Attack: 564041, Defense: 84268, Current HP: 893, A Avg: 1500349, D Avg: 84268, [Pinpoint(112)[630, 630, 630], Conductive Barrier(208)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 485: HP: 893, STR: 479918, VIT: 243, SPD: 68, LUK: 1, Attack: 564041, Defense: 84268, Current HP: 893, A Avg: 1500349, D Avg: 84268, [Pinpoint(112)[630, 630, 630], Conductive Barrier(208)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 484: HP: 1358, STR: 479937, VIT: 326, SPD: 64, LUK: 1, Attack: 564060, Defense: 84566, Current HP: 1358, A Avg: 1500399, D Avg: 84566, [Pinpoint(112)[630, 630, 630], Dragon's Wings(216)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 483: HP: 1358, STR: 479937, VIT: 326, SPD: 64, LUK: 1, Attack: 564060, Defense: 84566, Current HP: 1358, A Avg: 1500399, D Avg: 84566, [Pinpoint(112)[630, 630, 630], Dragon's Wings(216)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 482: HP: 3249, STR: 480164, VIT: 431, SPD: 64, LUK: 1, Attack: 564105, Defense: 86348, Current HP: 3249, A Avg: 1500519, D Avg: 86348, [Rusty Knife(156)[630, 630, 630], Frying Pan(231)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 481: HP: 1416, STR: 480066, VIT: 491, SPD: 64, LUK: 1, Attack: 564189, Defense: 86109, Current HP: 1416, A Avg: 1500742, D Avg: 86109, [Pinpoint(112)[630, 630, 630], Mask of the Grim Reaper(214)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 480: HP: 1416, STR: 480066, VIT: 491, SPD: 64, LUK: 1, Attack: 564189, Defense: 86109, Current HP: 1416, A Avg: 1500742, D Avg: 86109, [Pinpoint(112)[630, 630, 630], Mask of the Grim Reaper(214)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 479: HP: 1189, STR: 480070, VIT: 683, SPD: 64, LUK: 1, Attack: 564193, Defense: 85521, Current HP: 1189, A Avg: 1500753, D Avg: 85521, [Pinpoint(112)[630, 630, 630], Bulletproof Shield(235)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 478: HP: 1189, STR: 480070, VIT: 683, SPD: 64, LUK: 1, Attack: 564193, Defense: 85521, Current HP: 1189, A Avg: 1500753, D Avg: 85521, [Pinpoint(112)[630, 630, 630], Bulletproof Shield(235)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 477: HP: 1358, STR: 480109, VIT: 392, SPD: 64, LUK: 1, Attack: 564232, Defense: 85256, Current HP: 1358, A Avg: 1500857, D Avg: 85256, [Pinpoint(112)[630, 630, 630], Dragon's Head(217)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 476: HP: 1282, STR: 480109, VIT: 438, SPD: 68, LUK: 1, Attack: 564232, Defense: 84860, Current HP: 1282, A Avg: 1500857, D Avg: 84860, [Pinpoint(112)[630, 630, 630], Superconducting Barrier(220)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 475: HP: 1358, STR: 480109, VIT: 392, SPD: 64, LUK: 1, Attack: 564232, Defense: 85256, Current HP: 1358, A Avg: 1500857, D Avg: 85256, [Pinpoint(112)[630, 630, 630], Dragon's Head(217)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 474: HP: 1282, STR: 480109, VIT: 438, SPD: 68, LUK: 1, Attack: 564232, Defense: 84860, Current HP: 1282, A Avg: 1500857, D Avg: 84860, [Pinpoint(112)[630, 630, 630], Superconducting Barrier(220)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 473: HP: 1322, STR: 480160, VIT: 464, SPD: 64, LUK: 1, Attack: 564270, Defense: 84392, Current HP: 1322, A Avg: 1500958, D Avg: 84392, [Dragon Killer(139)[630, 630, 630], Tower Shield(213)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 472: HP: 1322, STR: 480160, VIT: 464, SPD: 64, LUK: 1, Attack: 564270, Defense: 84392, Current HP: 1322, A Avg: 1500958, D Avg: 84392, [Dragon Killer(139)[630, 630, 630], Tower Shield(213)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 471: HP: 1720, STR: 479992, VIT: 990, SPD: 64, LUK: 1, Attack: 564310, Defense: 87778, Current HP: 1720, A Avg: 1501064, D Avg: 87778, [Ruby Knuckle(151)[630, 630, 630], Energy Shield(227)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 470: HP: 1720, STR: 479992, VIT: 990, SPD: 64, LUK: 1, Attack: 564310, Defense: 87778, Current HP: 1720, A Avg: 1501064, D Avg: 87778, [Ruby Knuckle(151)[630, 630, 630], Energy Shield(227)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 469: HP: 1960, STR: 480491, VIT: 580, SPD: 64, LUK: 1, Attack: 564315, Defense: 86692, Current HP: 1960, A Avg: 1501077, D Avg: 86692, [Stun Knuckle(106)[630, 630, 630], Goblin Hand(250)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 468: HP: 1960, STR: 480491, VIT: 580, SPD: 64, LUK: 1, Attack: 564315, Defense: 86692, Current HP: 1960, A Avg: 1501077, D Avg: 86692, [Stun Knuckle(106)[630, 630, 630], Goblin Hand(250)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 467: HP: 1358, STR: 480226, VIT: 749, SPD: 64, LUK: 1, Attack: 564349, Defense: 87550, Current HP: 1358, A Avg: 1501168, D Avg: 87550, [Pinpoint(112)[630, 630, 630], Riot(236)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 466: HP: 1358, STR: 480226, VIT: 749, SPD: 64, LUK: 1, Attack: 564349, Defense: 87550, Current HP: 1358, A Avg: 1501168, D Avg: 87550, [Pinpoint(112)[630, 630, 630], Riot(236)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 465: HP: 1770, STR: 480012, VIT: 812, SPD: 64, LUK: 1, Attack: 564525, Defense: 87847, Current HP: 1770, A Avg: 1501636, D Avg: 87847, [Maximum Iron Mass(123)[630, 630, 630], Warrior's Shield(249)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 464: HP: 1770, STR: 480012, VIT: 812, SPD: 64, LUK: 1, Attack: 564525, Defense: 87847, Current HP: 1770, A Avg: 1501636, D Avg: 87847, [Maximum Iron Mass(123)[630, 630, 630], Warrior's Shield(249)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 463: HP: 931, STR: 480659, VIT: 532, SPD: 64, LUK: 1, Attack: 564782, Defense: 85123, Current HP: 931, A Avg: 1502320, D Avg: 85123, [Pinpoint(112)[630, 630, 630], Black Hole(229)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 462: HP: 1301, STR: 480659, VIT: 595, SPD: 64, LUK: 1, Attack: 564782, Defense: 87513, Current HP: 1301, A Avg: 1502320, D Avg: 87513, [Pinpoint(112)[630, 630, 630], White Hole(230)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 461: HP: 931, STR: 480659, VIT: 532, SPD: 64, LUK: 1, Attack: 564782, Defense: 85123, Current HP: 931, A Avg: 1502320, D Avg: 85123, [Pinpoint(112)[630, 630, 630], Black Hole(229)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 460: HP: 1301, STR: 480659, VIT: 595, SPD: 64, LUK: 1, Attack: 564782, Defense: 87513, Current HP: 1301, A Avg: 1502320, D Avg: 87513, [Pinpoint(112)[630, 630, 630], White Hole(230)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 459: HP: 1960, STR: 480702, VIT: 580, SPD: 64, LUK: 1, Attack: 564825, Defense: 86692, Current HP: 1960, A Avg: 1502434, D Avg: 86692, [Pinpoint(112)[630, 630, 630], Goblin Hand(250)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 458: HP: 1960, STR: 480702, VIT: 580, SPD: 64, LUK: 1, Attack: 564825, Defense: 86692, Current HP: 1960, A Avg: 1502434, D Avg: 86692, [Pinpoint(112)[630, 630, 630], Goblin Hand(250)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 457: HP: 1273, STR: 480741, VIT: 703, SPD: 64, LUK: 1, Attack: 564864, Defense: 85697, Current HP: 1273, A Avg: 1502538, D Avg: 85697, [Pinpoint(112)[630, 630, 630], Metalization(228)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 456: HP: 1273, STR: 480741, VIT: 703, SPD: 64, LUK: 1, Attack: 564864, Defense: 85697, Current HP: 1273, A Avg: 1502538, D Avg: 85697, [Pinpoint(112)[630, 630, 630], Metalization(228)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 455: HP: 4104, STR: 480164, VIT: 797, SPD: 64, LUK: 1, Attack: 564872, Defense: 86714, Current HP: 4104, A Avg: 1502559, D Avg: 86714, [Thin Blade(158)[630, 630, 630], Frying Pan(231)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 454: HP: 1740, STR: 480374, VIT: 1115, SPD: 64, LUK: 1, Attack: 565024, Defense: 87903, Current HP: 1740, A Avg: 1502963, D Avg: 87903, [Diamond Knuckle(152)[630, 630, 630], Energy Shield(227)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 453: HP: 1740, STR: 480374, VIT: 1115, SPD: 64, LUK: 1, Attack: 565024, Defense: 87903, Current HP: 1740, A Avg: 1502963, D Avg: 87903, [Diamond Knuckle(152)[630, 630, 630], Energy Shield(227)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 452: HP: 1273, STR: 480378, VIT: 703, SPD: 64, LUK: 1, Attack: 565219, Defense: 85697, Current HP: 1273, A Avg: 1503482, D Avg: 85697, [Grand Slam(163)[630, 630, 630], Metalization(228)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 451: HP: 1273, STR: 480378, VIT: 703, SPD: 64, LUK: 1, Attack: 565219, Defense: 85697, Current HP: 1273, A Avg: 1503482, D Avg: 85697, [Grand Slam(163)[630, 630, 630], Metalization(228)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 450: HP: 1434, STR: 480335, VIT: 606, SPD: 64, LUK: 1, Attack: 565667, Defense: 84534, Current HP: 1434, A Avg: 1504674, D Avg: 84534, [Tower(149)[630, 630, 630], Tower Shield(213)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 449: HP: 1434, STR: 480335, VIT: 606, SPD: 64, LUK: 1, Attack: 565667, Defense: 84534, Current HP: 1434, A Avg: 1504674, D Avg: 84534, [Tower(149)[630, 630, 630], Tower Shield(213)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 448: HP: 893, STR: 481591, VIT: 110, SPD: 68, LUK: 1, Attack: 565714, Defense: 84246, Current HP: 893, A Avg: 1504799, D Avg: 84246, [Pinpoint(112)[630, 630, 630], Magnum(237)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 447: HP: 893, STR: 481591, VIT: 110, SPD: 68, LUK: 1, Attack: 565714, Defense: 84246, Current HP: 893, A Avg: 1504799, D Avg: 84246, [Pinpoint(112)[630, 630, 630], Magnum(237)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 446: HP: 988, STR: 481096, VIT: 763, SPD: 64, LUK: 1, Attack: 565752, Defense: 85731, Current HP: 988, A Avg: 1504900, D Avg: 85731, [Penetra(161)[630, 630, 630], Huge Shield(234)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 445: HP: 3249, STR: 481287, VIT: 498, SPD: 64, LUK: 1, Attack: 566125, Defense: 86415, Current HP: 3249, A Avg: 1505892, D Avg: 86415, [Willow Blade(157)[630, 630, 630], Frying Pan(231)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 444: HP: 893, STR: 482133, VIT: 110, SPD: 68, LUK: 1, Attack: 566256, Defense: 84454, Current HP: 893, A Avg: 1506240, D Avg: 84454, [Pinpoint(112)[630, 630, 630], V Magnum(238)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 443: HP: 893, STR: 482133, VIT: 110, SPD: 68, LUK: 1, Attack: 566256, Defense: 84454, Current HP: 893, A Avg: 1506240, D Avg: 84454, [Pinpoint(112)[630, 630, 630], V Magnum(238)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 442: HP: 840, STR: 481209, VIT: 1342, SPD: 64, LUK: 1, Attack: 566853, Defense: 85065, Current HP: 840, A Avg: 1507828, D Avg: 85065, [Portal Sword(176)[630, 630, 630], Pot Lid(201)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 441: HP: 840, STR: 481209, VIT: 1342, SPD: 64, LUK: 1, Attack: 566853, Defense: 85075, Current HP: 840, A Avg: 1507828, D Avg: 85075, [Portal Sword(176)[630, 630, 630], High Pot Lid(202)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 440: HP: 798, STR: 481209, VIT: 1434, SPD: 64, LUK: 1, Attack: 566853, Defense: 85303, Current HP: 798, A Avg: 1507828, D Avg: 85303, [Portal Sword(176)[630, 630, 630], Wooden Shield(203)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 439: HP: 798, STR: 481209, VIT: 1439, SPD: 64, LUK: 1, Attack: 566853, Defense: 85243, Current HP: 798, A Avg: 1507828, D Avg: 85243, [Portal Sword(176)[630, 630, 630], Iron Shield(204)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 438: HP: 798, STR: 481209, VIT: 1492, SPD: 64, LUK: 1, Attack: 566853, Defense: 85355, Current HP: 798, A Avg: 1507828, D Avg: 85355, [Portal Sword(176)[630, 630, 630], Titanium Shield(205)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 437: HP: 798, STR: 481209, VIT: 1509, SPD: 64, LUK: 1, Attack: 566853, Defense: 85398, Current HP: 798, A Avg: 1507828, D Avg: 85398, [Portal Sword(176)[630, 630, 630], Large iron Shield(206)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 436: HP: 840, STR: 481209, VIT: 1475, SPD: 64, LUK: 1, Attack: 566853, Defense: 85351, Current HP: 840, A Avg: 1507828, D Avg: 85351, [Portal Sword(176)[630, 630, 630], Magic Shield(207)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 435: HP: 1187, STR: 481209, VIT: 1625, SPD: 64, LUK: 1, Attack: 566853, Defense: 85462, Current HP: 1187, A Avg: 1507828, D Avg: 85462, [Portal Sword(176)[630, 630, 630], Emerald Shield(209)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 434: HP: 900, STR: 481209, VIT: 1412, SPD: 64, LUK: 1, Attack: 566853, Defense: 85184, Current HP: 900, A Avg: 1507828, D Avg: 85184, [Portal Sword(176)[630, 630, 630], Clear Shield(211)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 433: HP: 940, STR: 481209, VIT: 1475, SPD: 64, LUK: 1, Attack: 566853, Defense: 85494, Current HP: 940, A Avg: 1507828, D Avg: 85494, [Portal Sword(176)[630, 630, 630], Prism Shield(212)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 432: HP: 874, STR: 481209, VIT: 1501, SPD: 64, LUK: 1, Attack: 566853, Defense: 85429, Current HP: 874, A Avg: 1507828, D Avg: 85429, [Portal Sword(176)[630, 630, 630], Tower Shield(213)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 431: HP: 1486, STR: 481209, VIT: 1670, SPD: 64, LUK: 1, Attack: 566853, Defense: 86232, Current HP: 1486, A Avg: 1507828, D Avg: 86232, [Portal Sword(176)[630, 630, 630], Slime Shield(221)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 430: HP: 1428, STR: 481209, VIT: 1492, SPD: 64, LUK: 1, Attack: 566853, Defense: 85420, Current HP: 1428, A Avg: 1507828, D Avg: 85420, [Portal Sword(176)[630, 630, 630], Hardwood Shield(223)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 429: HP: 840, STR: 481209, VIT: 2019, SPD: 64, LUK: 1, Attack: 566853, Defense: 88807, Current HP: 840, A Avg: 1507828, D Avg: 88807, [Portal Sword(176)[630, 630, 630], Energy Shield(227)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 428: HP: 2859, STR: 481209, VIT: 1426, SPD: 64, LUK: 1, Attack: 566853, Defense: 87343, Current HP: 2859, A Avg: 1507828, D Avg: 87343, [Portal Sword(176)[630, 630, 630], Frying Pan(231)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 427: HP: 1704, STR: 481209, VIT: 1748, SPD: 64, LUK: 1, Attack: 566853, Defense: 86482, Current HP: 1704, A Avg: 1507828, D Avg: 86482, [Portal Sword(176)[630, 630, 630], Slafield(232)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 426: HP: 1370, STR: 481209, VIT: 1670, SPD: 64, LUK: 1, Attack: 566853, Defense: 87145, Current HP: 1370, A Avg: 1507828, D Avg: 87145, [Portal Sword(176)[630, 630, 630], Mist Shield(233)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 425: HP: 988, STR: 481209, VIT: 2089, SPD: 64, LUK: 1, Attack: 566853, Defense: 87057, Current HP: 988, A Avg: 1507828, D Avg: 87057, [Portal Sword(176)[630, 630, 630], Huge Shield(234)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 424: HP: 912, STR: 481209, VIT: 2078, SPD: 64, LUK: 1, Attack: 566853, Defense: 88918, Current HP: 912, A Avg: 1507828, D Avg: 88918, [Portal Sword(176)[630, 630, 630], Aurora Shield(240)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 423: HP: 2010, STR: 481209, VIT: 1904, SPD: 64, LUK: 1, Attack: 566853, Defense: 89329, Current HP: 2010, A Avg: 1507828, D Avg: 89329, [Portal Sword(176)[630, 630, 630], Cloud Shield(241)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 422: HP: 798, STR: 481209, VIT: 1342, SPD: 64, LUK: 1, Attack: 566853, Defense: 88131, Current HP: 798, A Avg: 1507828, D Avg: 88131, [Portal Sword(176)[630, 630, 630], Graffiti(243)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 421: HP: 798, STR: 481209, VIT: 2590, SPD: 64, LUK: 1, Attack: 566853, Defense: 92368, Current HP: 798, A Avg: 1507828, D Avg: 92368, [Portal Sword(176)[630, 630, 630], Blank Shield(244)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
