Rank 1000: HP: 460, STR: 240, VIT: 272, SPD: 1, LUK: 1, Attack: 86729, Defense: 84148, Current HP: 460, A Avg: 109278, D Avg: 84148, [Cuttlefish(178)[0, 0, 0], Magic Shield(207)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 494: HP: 345, STR: 352, VIT: 77, SPD: 1, LUK: 1, Attack: 88013, Defense: 85552, Current HP: 345, A Avg: 110896, D Avg: 85552, [Neural Edge(190)[0, 0, 0], Mist Shield(233)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 493: HP: 396, STR: 352, VIT: 54, SPD: 1, LUK: 1, Attack: 88013, Defense: 85022, Current HP: 396, A Avg: 110896, D Avg: 85022, [Neural Edge(190)[0, 0, 0], Huge Shield(234)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 492: HP: 308, STR: 352, VIT: 233, SPD: 1, LUK: 1, Attack: 88013, Defense: 87073, Current HP: 308, A Avg: 110896, D Avg: 87073, [Neural Edge(190)[0, 0, 0], Aurora Shield(240)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 491: HP: 184, STR: 352, VIT: 51, SPD: 1, LUK: 1, Attack: 88013, Defense: 87476, Current HP: 184, A Avg: 110896, D Avg: 87476, [Neural Edge(190)[0, 0, 0], Cloud Shield(241)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 490: HP: 176, STR: 352, VIT: 51, SPD: 1, LUK: 1, Attack: 88013, Defense: 86840, Current HP: 176, A Avg: 110896, D Avg: 86840, [Neural Edge(190)[0, 0, 0], Graffiti(243)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 489: HP: 176, STR: 352, VIT: 51, SPD: 1, LUK: 1, Attack: 88013, Defense: 89829, Current HP: 176, A Avg: 110896, D Avg: 89829, [Neural Edge(190)[0, 0, 0], Blank Shield(244)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 488: HP: 726, STR: 352, VIT: 324, SPD: 1, LUK: 1, Attack: 88013, Defense: 87112, Current HP: 726, A Avg: 110896, D Avg: 87112, [Neural Edge(190)[0, 0, 0], Golem Shield(245)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 487: HP: 506, STR: 352, VIT: 77, SPD: 1, LUK: 1, Attack: 88013, Defense: 85955, Current HP: 506, A Avg: 110896, D Avg: 85955, [Neural Edge(190)[0, 0, 0], Sticky thread shield(247)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 486: HP: 440, STR: 352, VIT: 189, SPD: 1, LUK: 1, Attack: 88013, Defense: 86405, Current HP: 440, A Avg: 110896, D Avg: 86405, [Neural Edge(190)[0, 0, 0], King Shield(248)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 485: HP: 644, STR: 352, VIT: 571, SPD: 1, LUK: 1, Attack: 88013, Defense: 87606, Current HP: 644, A Avg: 110896, D Avg: 87606, [Neural Edge(190)[0, 0, 0], Warrior's Shield(249)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 484: HP: 184, STR: 352, VIT: 51, SPD: 1, LUK: 1, Attack: 88013, Defense: 87099, Current HP: 184, A Avg: 110896, D Avg: 87099, [Neural Edge(190)[0, 0, 0], Ghost shield(251)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 483: HP: 560, STR: 2905, VIT: 396, SPD: 1, LUK: 1, Attack: 88718, Defense: 87197, Current HP: 560, A Avg: 110897, D Avg: 87197, [Spear of Regression(182)[0, 0, 0], Riot(236)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 482: HP: 220, STR: 136, VIT: 83, SPD: 1, LUK: 1, Attack: 88018, Defense: 85311, Current HP: 220, A Avg: 110902, D Avg: 85311, [Wild Card(175)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 481: HP: 193, STR: 358, VIT: 62, SPD: 1, LUK: 1, Attack: 88019, Defense: 85680, Current HP: 193, A Avg: 110903, D Avg: 85680, [Neural Edge(190)[0, 0, 0], Mask of the Grim Reaper(214)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 480: HP: 1260, STR: 896, VIT: 646, SPD: 1, LUK: 1, Attack: 88724, Defense: 88214, Current HP: 1260, A Avg: 110905, D Avg: 88214, [Stargazer(183)[0, 0, 0], Storm Wall(242)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 479: HP: 176, STR: 360, VIT: 64, SPD: 1, LUK: 1, Attack: 88021, Defense: 84089, Current HP: 176, A Avg: 110906, D Avg: 84089, [Neural Edge(190)[0, 0, 0], Conductive Barrier(208)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 478: HP: 176, STR: 360, VIT: 216, SPD: 1, LUK: 1, Attack: 88021, Defense: 85054, Current HP: 176, A Avg: 110906, D Avg: 85054, [Neural Edge(190)[0, 0, 0], Bulletproof Shield(235)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 477: HP: 286, STR: 361, VIT: 216, SPD: 1, LUK: 1, Attack: 88022, Defense: 87017, Current HP: 286, A Avg: 110907, D Avg: 87017, [Neural Edge(190)[0, 0, 0], Riot(236)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 476: HP: 540, STR: 2916, VIT: 297, SPD: 1, LUK: 1, Attack: 88729, Defense: 84238, Current HP: 540, A Avg: 110911, D Avg: 84238, [Spear of Regression(182)[0, 0, 0], Dragon's Scales(215)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 475: HP: 560, STR: 2916, VIT: 298, SPD: 1, LUK: 1, Attack: 88729, Defense: 84538, Current HP: 560, A Avg: 110911, D Avg: 84538, [Spear of Regression(182)[0, 0, 0], Dragon's Wings(216)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 474: HP: 264, STR: 368, VIT: 67, SPD: 1, LUK: 1, Attack: 88029, Defense: 84008, Current HP: 264, A Avg: 110916, D Avg: 84008, [Neural Edge(190)[0, 0, 0], Dragon's Scales(215)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 473: HP: 286, STR: 368, VIT: 70, SPD: 1, LUK: 1, Attack: 88029, Defense: 84310, Current HP: 286, A Avg: 110916, D Avg: 84310, [Neural Edge(190)[0, 0, 0], Dragon's Wings(216)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 472: HP: 198, STR: 374, VIT: 64, SPD: 1, LUK: 1, Attack: 88035, Defense: 84070, Current HP: 198, A Avg: 110924, D Avg: 84070, [Neural Edge(190)[0, 0, 0], Wings of Beast(210)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 471: HP: 176, STR: 374, VIT: 51, SPD: 1, LUK: 1, Attack: 88035, Defense: 85721, Current HP: 176, A Avg: 110924, D Avg: 85721, [Neural Edge(190)[0, 0, 0], Shield of Thousand(246)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 470: HP: 286, STR: 376, VIT: 70, SPD: 1, LUK: 1, Attack: 88037, Defense: 84934, Current HP: 286, A Avg: 110926, D Avg: 84934, [Neural Edge(190)[0, 0, 0], Dragon's Head(217)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 469: HP: 198, STR: 376, VIT: 77, SPD: 1, LUK: 1, Attack: 88037, Defense: 84499, Current HP: 198, A Avg: 110926, D Avg: 84499, [Neural Edge(190)[0, 0, 0], Superconducting Barrier(220)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 468: HP: 560, STR: 2929, VIT: 298, SPD: 1, LUK: 1, Attack: 88742, Defense: 85162, Current HP: 560, A Avg: 110927, D Avg: 85162, [Spear of Regression(182)[0, 0, 0], Dragon's Head(217)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 467: HP: 480, STR: 2929, VIT: 289, SPD: 1, LUK: 1, Attack: 88742, Defense: 84711, Current HP: 480, A Avg: 110927, D Avg: 84711, [Spear of Regression(182)[0, 0, 0], Superconducting Barrier(220)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 466: HP: 220, STR: 391, VIT: 64, SPD: 1, LUK: 1, Attack: 88052, Defense: 84564, Current HP: 220, A Avg: 110945, D Avg: 84564, [Neural Edge(190)[0, 0, 0], Hard Wings of Beast(222)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 465: HP: 242, STR: 399, VIT: 77, SPD: 1, LUK: 1, Attack: 88060, Defense: 84083, Current HP: 242, A Avg: 110955, D Avg: 84083, [Neural Edge(190)[0, 0, 0], Small Dragon Sword(224)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 464: HP: 836, STR: 2272, VIT: 311, SPD: 1, LUK: 1, Attack: 88085, Defense: 87099, Current HP: 836, A Avg: 110987, D Avg: 87099, [Spear of Regression(182)[0, 0, 0], C Magnum(239)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 463: HP: 836, STR: 204, VIT: 571, SPD: 1, LUK: 1, Attack: 88086, Defense: 88139, Current HP: 836, A Avg: 110988, D Avg: 88139, [Wild Card(175)[0, 0, 0], Storm Wall(242)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 462: HP: 198, STR: 425, VIT: 64, SPD: 1, LUK: 1, Attack: 88086, Defense: 83927, Current HP: 198, A Avg: 110988, D Avg: 83927, [Neural Edge(190)[0, 0, 0], Small Sword(218)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 461: HP: 242, STR: 425, VIT: 64, SPD: 1, LUK: 1, Attack: 88086, Defense: 83953, Current HP: 242, A Avg: 110988, D Avg: 83953, [Neural Edge(190)[0, 0, 0], Small Lion(219)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 460: HP: 460, STR: 432, VIT: 207, SPD: 1, LUK: 1, Attack: 88093, Defense: 86319, Current HP: 460, A Avg: 110997, D Avg: 86319, [Neural Edge(190)[0, 0, 0], Goblin Hand(250)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 459: HP: 874, STR: 272, VIT: 363, SPD: 1, LUK: 1, Attack: 88100, Defense: 84086, Current HP: 874, A Avg: 111006, D Avg: 84086, [Stargazer(183)[0, 0, 0], Pot Lid(201)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 458: HP: 874, STR: 272, VIT: 363, SPD: 1, LUK: 1, Attack: 88100, Defense: 84096, Current HP: 874, A Avg: 111006, D Avg: 84096, [Stargazer(183)[0, 0, 0], High Pot Lid(202)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 457: HP: 836, STR: 272, VIT: 391, SPD: 1, LUK: 1, Attack: 88100, Defense: 84260, Current HP: 836, A Avg: 111006, D Avg: 84260, [Stargazer(183)[0, 0, 0], Wooden Shield(203)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 456: HP: 836, STR: 272, VIT: 399, SPD: 1, LUK: 1, Attack: 88100, Defense: 84203, Current HP: 836, A Avg: 111006, D Avg: 84203, [Stargazer(183)[0, 0, 0], Iron Shield(204)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 455: HP: 836, STR: 272, VIT: 378, SPD: 1, LUK: 1, Attack: 88100, Defense: 84241, Current HP: 836, A Avg: 111006, D Avg: 84241, [Stargazer(183)[0, 0, 0], Titanium Shield(205)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 454: HP: 836, STR: 272, VIT: 405, SPD: 1, LUK: 1, Attack: 88100, Defense: 84294, Current HP: 836, A Avg: 111006, D Avg: 84294, [Stargazer(183)[0, 0, 0], Large iron Shield(206)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 453: HP: 874, STR: 272, VIT: 376, SPD: 1, LUK: 1, Attack: 88100, Defense: 84252, Current HP: 874, A Avg: 111006, D Avg: 84252, [Stargazer(183)[0, 0, 0], Magic Shield(207)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 452: HP: 858, STR: 272, VIT: 378, SPD: 1, LUK: 1, Attack: 88100, Defense: 84215, Current HP: 858, A Avg: 111006, D Avg: 84215, [Stargazer(183)[0, 0, 0], Emerald Shield(209)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 451: HP: 943, STR: 272, VIT: 376, SPD: 1, LUK: 1, Attack: 88100, Defense: 84148, Current HP: 943, A Avg: 111006, D Avg: 84148, [Stargazer(183)[0, 0, 0], Clear Shield(211)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 450: HP: 989, STR: 272, VIT: 376, SPD: 1, LUK: 1, Attack: 88100, Defense: 84395, Current HP: 989, A Avg: 111006, D Avg: 84395, [Stargazer(183)[0, 0, 0], Prism Shield(212)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 449: HP: 924, STR: 272, VIT: 391, SPD: 1, LUK: 1, Attack: 88100, Defense: 84319, Current HP: 924, A Avg: 111006, D Avg: 84319, [Stargazer(183)[0, 0, 0], Tower Shield(213)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 448: HP: 989, STR: 272, VIT: 389, SPD: 1, LUK: 1, Attack: 88100, Defense: 84951, Current HP: 989, A Avg: 111006, D Avg: 84951, [Stargazer(183)[0, 0, 0], Slime Shield(221)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 447: HP: 880, STR: 272, VIT: 378, SPD: 1, LUK: 1, Attack: 88100, Defense: 84306, Current HP: 880, A Avg: 111006, D Avg: 84306, [Stargazer(183)[0, 0, 0], Hardwood Shield(223)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 446: HP: 874, STR: 272, VIT: 753, SPD: 1, LUK: 1, Attack: 88100, Defense: 87541, Current HP: 874, A Avg: 111006, D Avg: 87541, [Stargazer(183)[0, 0, 0], Energy Shield(227)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 445: HP: 880, STR: 272, VIT: 441, SPD: 1, LUK: 1, Attack: 88100, Defense: 85032, Current HP: 880, A Avg: 111006, D Avg: 85032, [Stargazer(183)[0, 0, 0], Black Hole(229)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 444: HP: 880, STR: 272, VIT: 441, SPD: 1, LUK: 1, Attack: 88100, Defense: 87359, Current HP: 880, A Avg: 111006, D Avg: 87359, [Stargazer(183)[0, 0, 0], White Hole(230)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 443: HP: 1936, STR: 272, VIT: 378, SPD: 1, LUK: 1, Attack: 88100, Defense: 86295, Current HP: 1936, A Avg: 111006, D Avg: 86295, [Stargazer(183)[0, 0, 0], Frying Pan(231)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 442: HP: 1150, STR: 272, VIT: 415, SPD: 1, LUK: 1, Attack: 88100, Defense: 85149, Current HP: 1150, A Avg: 111006, D Avg: 85149, [Stargazer(183)[0, 0, 0], Slafield(232)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 441: HP: 1035, STR: 272, VIT: 389, SPD: 1, LUK: 1, Attack: 88100, Defense: 85864, Current HP: 1035, A Avg: 111006, D Avg: 85864, [Stargazer(183)[0, 0, 0], Mist Shield(233)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 440: HP: 1056, STR: 272, VIT: 378, SPD: 1, LUK: 1, Attack: 88100, Defense: 85346, Current HP: 1056, A Avg: 111006, D Avg: 85346, [Stargazer(183)[0, 0, 0], Huge Shield(234)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 439: HP: 968, STR: 272, VIT: 545, SPD: 1, LUK: 1, Attack: 88100, Defense: 87385, Current HP: 968, A Avg: 111006, D Avg: 87385, [Stargazer(183)[0, 0, 0], Aurora Shield(240)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 438: HP: 836, STR: 272, VIT: 363, SPD: 1, LUK: 1, Attack: 88100, Defense: 87152, Current HP: 836, A Avg: 111006, D Avg: 87152, [Stargazer(183)[0, 0, 0], Graffiti(243)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 437: HP: 836, STR: 272, VIT: 363, SPD: 1, LUK: 1, Attack: 88100, Defense: 90141, Current HP: 836, A Avg: 111006, D Avg: 90141, [Stargazer(183)[0, 0, 0], Blank Shield(244)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 436: HP: 1386, STR: 272, VIT: 648, SPD: 1, LUK: 1, Attack: 88100, Defense: 87436, Current HP: 1386, A Avg: 111006, D Avg: 87436, [Stargazer(183)[0, 0, 0], Golem Shield(245)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 435: HP: 1166, STR: 272, VIT: 389, SPD: 1, LUK: 1, Attack: 88100, Defense: 86267, Current HP: 1166, A Avg: 111006, D Avg: 86267, [Stargazer(183)[0, 0, 0], Sticky thread shield(247)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 434: HP: 1100, STR: 272, VIT: 513, SPD: 1, LUK: 1, Attack: 88100, Defense: 86729, Current HP: 1100, A Avg: 111006, D Avg: 86729, [Stargazer(183)[0, 0, 0], King Shield(248)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 433: HP: 1334, STR: 272, VIT: 883, SPD: 1, LUK: 1, Attack: 88100, Defense: 87918, Current HP: 1334, A Avg: 111006, D Avg: 87918, [Stargazer(183)[0, 0, 0], Warrior's Shield(249)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 432: HP: 874, STR: 272, VIT: 363, SPD: 1, LUK: 1, Attack: 88100, Defense: 87411, Current HP: 874, A Avg: 111006, D Avg: 87411, [Stargazer(183)[0, 0, 0], Ghost shield(251)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 431: HP: 480, STR: 2996, VIT: 280, SPD: 1, LUK: 1, Attack: 88809, Defense: 84286, Current HP: 480, A Avg: 111011, D Avg: 84286, [Spear of Regression(182)[0, 0, 0], Wings of Beast(210)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 430: HP: 460, STR: 2996, VIT: 272, SPD: 1, LUK: 1, Attack: 88809, Defense: 85942, Current HP: 460, A Avg: 111011, D Avg: 85942, [Spear of Regression(182)[0, 0, 0], Shield of Thousand(246)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 429: HP: 883, STR: 278, VIT: 374, SPD: 1, LUK: 1, Attack: 88106, Defense: 85992, Current HP: 883, A Avg: 111013, D Avg: 85992, [Stargazer(183)[0, 0, 0], Mask of the Grim Reaper(214)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 428: HP: 836, STR: 280, VIT: 376, SPD: 1, LUK: 1, Attack: 88108, Defense: 84401, Current HP: 836, A Avg: 111016, D Avg: 84401, [Stargazer(183)[0, 0, 0], Conductive Barrier(208)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 427: HP: 836, STR: 280, VIT: 540, SPD: 1, LUK: 1, Attack: 88108, Defense: 85378, Current HP: 836, A Avg: 111016, D Avg: 85378, [Stargazer(183)[0, 0, 0], Bulletproof Shield(235)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 426: HP: 946, STR: 281, VIT: 540, SPD: 1, LUK: 1, Attack: 88109, Defense: 87341, Current HP: 946, A Avg: 111017, D Avg: 87341, [Stargazer(183)[0, 0, 0], Riot(236)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 425: HP: 616, STR: 448, VIT: 459, SPD: 1, LUK: 1, Attack: 88109, Defense: 85453, Current HP: 616, A Avg: 111017, D Avg: 85453, [Neural Edge(190)[0, 0, 0], Metalization(228)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 424: HP: 924, STR: 288, VIT: 391, SPD: 1, LUK: 1, Attack: 88116, Defense: 84332, Current HP: 924, A Avg: 111026, D Avg: 84332, [Stargazer(183)[0, 0, 0], Dragon's Scales(215)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 423: HP: 946, STR: 288, VIT: 394, SPD: 1, LUK: 1, Attack: 88116, Defense: 84634, Current HP: 946, A Avg: 111026, D Avg: 84634, [Stargazer(183)[0, 0, 0], Dragon's Wings(216)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 422: HP: 858, STR: 289, VIT: 376, SPD: 1, LUK: 1, Attack: 88117, Defense: 84382, Current HP: 858, A Avg: 111027, D Avg: 84382, [Stargazer(183)[0, 0, 0], Wings of Beast(210)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 421: HP: 836, STR: 289, VIT: 363, SPD: 1, LUK: 1, Attack: 88117, Defense: 86033, Current HP: 836, A Avg: 111027, D Avg: 86033, [Stargazer(183)[0, 0, 0], Shield of Thousand(246)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 420: HP: 176, STR: 459, VIT: 51, SPD: 1, LUK: 1, Attack: 88120, Defense: 84239, Current HP: 176, A Avg: 111031, D Avg: 84239, [Neural Edge(190)[0, 0, 0], Dragon Sword(225)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 419: HP: 946, STR: 296, VIT: 394, SPD: 1, LUK: 1, Attack: 88124, Defense: 85258, Current HP: 946, A Avg: 111036, D Avg: 85258, [Stargazer(183)[0, 0, 0], Dragon's Head(217)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 418: HP: 858, STR: 296, VIT: 389, SPD: 1, LUK: 1, Attack: 88124, Defense: 84811, Current HP: 858, A Avg: 111036, D Avg: 84811, [Stargazer(183)[0, 0, 0], Superconducting Barrier(220)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 417: HP: 500, STR: 3024, VIT: 280, SPD: 1, LUK: 1, Attack: 88837, Defense: 84780, Current HP: 500, A Avg: 111046, D Avg: 84780, [Spear of Regression(182)[0, 0, 0], Hard Wings of Beast(222)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 416: HP: 735, STR: 3024, VIT: 374, SPD: 1, LUK: 1, Attack: 88837, Defense: 86486, Current HP: 735, A Avg: 111046, D Avg: 86486, [Spear of Regression(182)[0, 0, 0], Goblin Hand(250)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 415: HP: 880, STR: 306, VIT: 376, SPD: 1, LUK: 1, Attack: 88134, Defense: 84876, Current HP: 880, A Avg: 111048, D Avg: 84876, [Stargazer(183)[0, 0, 0], Hard Wings of Beast(222)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 414: HP: 220, STR: 476, VIT: 83, SPD: 1, LUK: 1, Attack: 88137, Defense: 85311, Current HP: 220, A Avg: 111052, D Avg: 85311, [Neural Edge(190)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 413: HP: 902, STR: 314, VIT: 389, SPD: 1, LUK: 1, Attack: 88142, Defense: 84395, Current HP: 902, A Avg: 111058, D Avg: 84395, [Stargazer(183)[0, 0, 0], Small Dragon Sword(224)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 412: HP: 520, STR: 3038, VIT: 289, SPD: 1, LUK: 1, Attack: 88851, Defense: 84295, Current HP: 520, A Avg: 111063, D Avg: 84295, [Spear of Regression(182)[0, 0, 0], Small Dragon Sword(224)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 411: HP: 860, STR: 3051, VIT: 558, SPD: 1, LUK: 1, Attack: 88864, Defense: 85552, Current HP: 860, A Avg: 111080, D Avg: 85552, [Spear of Regression(182)[0, 0, 0], Metalization(228)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 410: HP: 858, STR: 340, VIT: 376, SPD: 1, LUK: 1, Attack: 88168, Defense: 84239, Current HP: 858, A Avg: 111091, D Avg: 84239, [Stargazer(183)[0, 0, 0], Small Sword(218)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 409: HP: 902, STR: 340, VIT: 376, SPD: 1, LUK: 1, Attack: 88168, Defense: 84265, Current HP: 902, A Avg: 111091, D Avg: 84265, [Stargazer(183)[0, 0, 0], Small Lion(219)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 408: HP: 60, STR: 999, VIT: 102, SPD: 1, LUK: 1, Attack: 88881, Defense: 84446, Current HP: 60, A Avg: 111101, D Avg: 84446, [Wild Card(175)[0, 0, 0], V Magnum(238)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 407: HP: 1150, STR: 352, VIT: 519, SPD: 1, LUK: 1, Attack: 88180, Defense: 86631, Current HP: 1150, A Avg: 111106, D Avg: 86631, [Stargazer(183)[0, 0, 0], Goblin Hand(250)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 406: HP: 480, STR: 3080, VIT: 280, SPD: 1, LUK: 1, Attack: 88893, Defense: 84143, Current HP: 480, A Avg: 111116, D Avg: 84143, [Spear of Regression(182)[0, 0, 0], Small Sword(218)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 405: HP: 520, STR: 3080, VIT: 280, SPD: 1, LUK: 1, Attack: 88893, Defense: 84169, Current HP: 520, A Avg: 111116, D Avg: 84169, [Spear of Regression(182)[0, 0, 0], Small Lion(219)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 404: HP: 1276, STR: 368, VIT: 783, SPD: 1, LUK: 1, Attack: 88196, Defense: 85777, Current HP: 1276, A Avg: 111126, D Avg: 85777, [Stargazer(183)[0, 0, 0], Metalization(228)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 403: HP: 836, STR: 374, VIT: 363, SPD: 1, LUK: 1, Attack: 88202, Defense: 84551, Current HP: 836, A Avg: 111134, D Avg: 84551, [Stargazer(183)[0, 0, 0], Dragon Sword(225)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 402: HP: 836, STR: 544, VIT: 571, SPD: 1, LUK: 1, Attack: 88205, Defense: 88139, Current HP: 836, A Avg: 111138, D Avg: 88139, [Neural Edge(190)[0, 0, 0], Storm Wall(242)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 401: HP: 880, STR: 391, VIT: 395, SPD: 1, LUK: 1, Attack: 88219, Defense: 85623, Current HP: 880, A Avg: 111155, D Avg: 85623, [Stargazer(183)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 400: HP: 230, STR: 56, VIT: 90, SPD: 1, LUK: 1, Attack: 88223, Defense: 83813, Current HP: 230, A Avg: 111160, D Avg: 83813, [Basic(169)[0, 0, 0], Pot Lid(201)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 399: HP: 230, STR: 56, VIT: 90, SPD: 1, LUK: 1, Attack: 88223, Defense: 83823, Current HP: 230, A Avg: 111160, D Avg: 83823, [Basic(169)[0, 0, 0], High Pot Lid(202)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 398: HP: 220, STR: 56, VIT: 108, SPD: 1, LUK: 1, Attack: 88223, Defense: 83977, Current HP: 220, A Avg: 111160, D Avg: 83977, [Basic(169)[0, 0, 0], Wooden Shield(203)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 397: HP: 220, STR: 56, VIT: 116, SPD: 1, LUK: 1, Attack: 88223, Defense: 83920, Current HP: 220, A Avg: 111160, D Avg: 83920, [Basic(169)[0, 0, 0], Iron Shield(204)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 396: HP: 220, STR: 56, VIT: 94, SPD: 1, LUK: 1, Attack: 88223, Defense: 83957, Current HP: 220, A Avg: 111160, D Avg: 83957, [Basic(169)[0, 0, 0], Titanium Shield(205)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
