Rank 1000: HP: 1243, STR: 665, VIT: 999, SPD: 48, LUK: 1, Attack: 87716, Defense: 87800, Current HP: 1243, A Avg: 110522, D Avg: 87800, [Tekken(188)[0, 0, 0], Riot(236)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 475: HP: 5005, STR: 1563, VIT: 2316, SPD: 48, LUK: 1, Attack: 89445, Defense: 89234, Current HP: 5005, A Avg: 112700, D Avg: 89234, [Wild Card(175)[0, 0, 0], White Hole(230)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 474: HP: 4664, STR: 1564, VIT: 1799, SPD: 48, LUK: 1, Attack: 89446, Defense: 85662, Current HP: 4664, A Avg: 112701, D Avg: 85662, [Wild Card(175)[0, 0, 0], Small Sword(218)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 473: HP: 1078, STR: 2961, VIT: 1390, SPD: 48, LUK: 1, Attack: 89450, Defense: 89218, Current HP: 1078, A Avg: 112707, D Avg: 89218, [Cuttlefish(178)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 472: HP: 3179, STR: 1627, VIT: 3202, SPD: 48, LUK: 1, Attack: 89455, Defense: 90003, Current HP: 3179, A Avg: 112713, D Avg: 90003, [Stargazer(183)[0, 0, 0], Riot(236)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 471: HP: 2921, STR: 1637, VIT: 2488, SPD: 48, LUK: 1, Attack: 89465, Defense: 86988, Current HP: 2921, A Avg: 112725, D Avg: 86988, [Stargazer(183)[0, 0, 0], Hard Wings of Beast(222)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 470: HP: 4140, STR: 2307, VIT: 1244, SPD: 51, LUK: 1, Attack: 90189, Defense: 85250, Current HP: 4140, A Avg: 112736, D Avg: 85250, [Wild Card(175)[0, 0, 0], Wings of Beast(210)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 469: HP: 4120, STR: 2307, VIT: 3602, SPD: 51, LUK: 1, Attack: 90189, Defense: 89272, Current HP: 4120, A Avg: 112736, D Avg: 89272, [Wild Card(175)[0, 0, 0], Shield of Thousand(246)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 468: HP: 3960, STR: 4376, VIT: 625, SPD: 51, LUK: 1, Attack: 90189, Defense: 84631, Current HP: 3960, A Avg: 112736, D Avg: 84631, [Spear of Regression(182)[0, 0, 0], Wings of Beast(210)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 467: HP: 3940, STR: 4376, VIT: 2983, SPD: 51, LUK: 1, Attack: 90189, Defense: 88653, Current HP: 3940, A Avg: 112736, D Avg: 88653, [Spear of Regression(182)[0, 0, 0], Shield of Thousand(246)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 466: HP: 5796, STR: 1596, VIT: 2319, SPD: 48, LUK: 1, Attack: 89478, Defense: 88431, Current HP: 5796, A Avg: 112742, D Avg: 88431, [Wild Card(175)[0, 0, 0], Goblin Hand(250)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 465: HP: 4120, STR: 2316, VIT: 1244, SPD: 54, LUK: 1, Attack: 90198, Defense: 85269, Current HP: 4120, A Avg: 112747, D Avg: 85269, [Wild Card(175)[0, 0, 0], Conductive Barrier(208)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 464: HP: 4510, STR: 4387, VIT: 821, SPD: 51, LUK: 1, Attack: 90200, Defense: 86439, Current HP: 4510, A Avg: 112750, D Avg: 86439, [Spear of Regression(182)[0, 0, 0], Mask of the Grim Reaper(214)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 463: HP: 4172, STR: 4390, VIT: 1022, SPD: 51, LUK: 1, Attack: 90203, Defense: 85860, Current HP: 4172, A Avg: 112753, D Avg: 85860, [Spear of Regression(182)[0, 0, 0], Bulletproof Shield(235)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 462: HP: 5082, STR: 1612, VIT: 2573, SPD: 48, LUK: 1, Attack: 89494, Defense: 87567, Current HP: 5082, A Avg: 112762, D Avg: 87567, [Wild Card(175)[0, 0, 0], Metalization(228)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 461: HP: 4510, STR: 2330, VIT: 1371, SPD: 51, LUK: 1, Attack: 90212, Defense: 85611, Current HP: 4510, A Avg: 112765, D Avg: 85611, [Wild Card(175)[0, 0, 0], Dragon's Wings(216)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 460: HP: 1660, STR: 3734, VIT: 928, SPD: 54, LUK: 1, Attack: 90223, Defense: 87716, Current HP: 1660, A Avg: 112778, D Avg: 87716, [Cuttlefish(178)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 459: HP: 4330, STR: 4417, VIT: 768, SPD: 51, LUK: 1, Attack: 90230, Defense: 85632, Current HP: 4330, A Avg: 112787, D Avg: 85632, [Spear of Regression(182)[0, 0, 0], Dragon's Head(217)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 458: HP: 4250, STR: 4417, VIT: 782, SPD: 54, LUK: 1, Attack: 90230, Defense: 85204, Current HP: 4250, A Avg: 112787, D Avg: 85204, [Spear of Regression(182)[0, 0, 0], Superconducting Barrier(220)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 457: HP: 1420, STR: 5653, VIT: 151, SPD: 54, LUK: 1, Attack: 90231, Defense: 86939, Current HP: 1420, A Avg: 112788, D Avg: 86939, [Magical(187)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 456: HP: 1420, STR: 3183, VIT: 151, SPD: 54, LUK: 1, Attack: 90234, Defense: 86939, Current HP: 1420, A Avg: 112792, D Avg: 86939, [Tekken(188)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 455: HP: 4807, STR: 3709, VIT: 1097, SPD: 48, LUK: 1, Attack: 89522, Defense: 86325, Current HP: 4807, A Avg: 112797, D Avg: 86325, [Spear of Regression(182)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 454: HP: 5027, STR: 1662, VIT: 1874, SPD: 48, LUK: 1, Attack: 89544, Defense: 85763, Current HP: 5027, A Avg: 112825, D Avg: 85763, [Wild Card(175)[0, 0, 0], Small Lion(219)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 453: HP: 640, STR: 4396, VIT: 545, SPD: 51, LUK: 1, Attack: 90274, Defense: 84733, Current HP: 640, A Avg: 112842, D Avg: 84733, [Blue Sword(180)[0, 0, 0], Dragon Sword(225)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 452: HP: 4699, STR: 2392, VIT: 1439, SPD: 51, LUK: 1, Attack: 90274, Defense: 87057, Current HP: 4699, A Avg: 112842, D Avg: 87057, [Wild Card(175)[0, 0, 0], Mask of the Grim Reaper(214)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 451: HP: 4352, STR: 2394, VIT: 1677, SPD: 51, LUK: 1, Attack: 90276, Defense: 86515, Current HP: 4352, A Avg: 112845, D Avg: 86515, [Wild Card(175)[0, 0, 0], Bulletproof Shield(235)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 450: HP: 1010, STR: 2111, VIT: 394, SPD: 51, LUK: 1, Attack: 90278, Defense: 85622, Current HP: 1010, A Avg: 112847, D Avg: 85622, [Basic(169)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 449: HP: 4899, STR: 1686, VIT: 1887, SPD: 48, LUK: 1, Attack: 89568, Defense: 85893, Current HP: 4899, A Avg: 112855, D Avg: 85893, [Wild Card(175)[0, 0, 0], Small Dragon Sword(224)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 448: HP: 4330, STR: 4471, VIT: 1074, SPD: 51, LUK: 1, Attack: 90284, Defense: 87875, Current HP: 4330, A Avg: 112855, D Avg: 87875, [Spear of Regression(182)[0, 0, 0], Riot(236)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 447: HP: 3410, STR: 1740, VIT: 3975, SPD: 48, LUK: 1, Attack: 89568, Defense: 91543, Current HP: 3410, A Avg: 112855, D Avg: 91543, [Stargazer(183)[0, 0, 0], Storm Wall(242)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 446: HP: 640, STR: 4653, VIT: 1137, SPD: 51, LUK: 1, Attack: 90297, Defense: 88965, Current HP: 640, A Avg: 112871, D Avg: 88965, [Portal Sword(176)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 445: HP: 4276, STR: 2416, VIT: 1244, SPD: 51, LUK: 1, Attack: 90298, Defense: 85744, Current HP: 4276, A Avg: 112872, D Avg: 85744, [Wild Card(175)[0, 0, 0], Hard Wings of Beast(222)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 444: HP: 4096, STR: 4485, VIT: 625, SPD: 51, LUK: 1, Attack: 90298, Defense: 85125, Current HP: 4096, A Avg: 112872, D Avg: 85125, [Spear of Regression(182)[0, 0, 0], Hard Wings of Beast(222)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 443: HP: 2794, STR: 1756, VIT: 2854, SPD: 48, LUK: 1, Attack: 89584, Defense: 87445, Current HP: 2794, A Avg: 112875, D Avg: 87445, [Stargazer(183)[0, 0, 0], Black Hole(229)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 442: HP: 3113, STR: 1756, VIT: 2930, SPD: 48, LUK: 1, Attack: 89584, Defense: 89848, Current HP: 3113, A Avg: 112875, D Avg: 89848, [Stargazer(183)[0, 0, 0], White Hole(230)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 441: HP: 4510, STR: 2421, VIT: 1423, SPD: 51, LUK: 1, Attack: 90303, Defense: 86287, Current HP: 4510, A Avg: 112878, D Avg: 86287, [Wild Card(175)[0, 0, 0], Dragon's Head(217)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 440: HP: 4430, STR: 2421, VIT: 1400, SPD: 54, LUK: 1, Attack: 90303, Defense: 85822, Current HP: 4430, A Avg: 112878, D Avg: 85822, [Wild Card(175)[0, 0, 0], Superconducting Barrier(220)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 439: HP: 2772, STR: 1769, VIT: 2412, SPD: 48, LUK: 1, Attack: 89597, Defense: 86275, Current HP: 2772, A Avg: 112892, D Avg: 86275, [Stargazer(183)[0, 0, 0], Small Sword(218)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 438: HP: 640, STR: 4444, VIT: 545, SPD: 54, LUK: 1, Attack: 90322, Defense: 84889, Current HP: 640, A Avg: 112902, D Avg: 84889, [Blue Sword(180)[0, 0, 0], V Magnum(238)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 437: HP: 5302, STR: 3803, VIT: 764, SPD: 51, LUK: 1, Attack: 89616, Defense: 87552, Current HP: 5302, A Avg: 112916, D Avg: 87552, [Spear of Regression(182)[0, 0, 0], C Magnum(239)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 436: HP: 3818, STR: 1790, VIT: 2932, SPD: 48, LUK: 1, Attack: 89618, Defense: 89044, Current HP: 3818, A Avg: 112918, D Avg: 89044, [Stargazer(183)[0, 0, 0], Goblin Hand(250)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 435: HP: 3190, STR: 1806, VIT: 3210, SPD: 48, LUK: 1, Attack: 89634, Defense: 88204, Current HP: 3190, A Avg: 112938, D Avg: 88204, [Stargazer(183)[0, 0, 0], Metalization(228)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 434: HP: 4510, STR: 2475, VIT: 1729, SPD: 51, LUK: 1, Attack: 90357, Defense: 88530, Current HP: 4510, A Avg: 112946, D Avg: 88530, [Wild Card(175)[0, 0, 0], Riot(236)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 433: HP: 1177, STR: 2600, VIT: 535, SPD: 48, LUK: 1, Attack: 89651, Defense: 85763, Current HP: 1177, A Avg: 112960, D Avg: 85763, [Tekken(188)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 432: HP: 1716, STR: 1484, VIT: 241, SPD: 51, LUK: 1, Attack: 89651, Defense: 87029, Current HP: 1716, A Avg: 112960, D Avg: 87029, [Basic(169)[0, 0, 0], C Magnum(239)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 431: HP: 2520, STR: 2551, VIT: 1538, SPD: 51, LUK: 1, Attack: 90379, Defense: 85261, Current HP: 2520, A Avg: 112973, D Avg: 85261, [Stargazer(183)[0, 0, 0], Pot Lid(201)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 430: HP: 2520, STR: 2551, VIT: 1538, SPD: 51, LUK: 1, Attack: 90379, Defense: 85271, Current HP: 2520, A Avg: 112973, D Avg: 85271, [Stargazer(183)[0, 0, 0], High Pot Lid(202)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 429: HP: 2400, STR: 2551, VIT: 1638, SPD: 51, LUK: 1, Attack: 90379, Defense: 85507, Current HP: 2400, A Avg: 112973, D Avg: 85507, [Stargazer(183)[0, 0, 0], Wooden Shield(203)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 428: HP: 2400, STR: 2551, VIT: 1643, SPD: 51, LUK: 1, Attack: 90379, Defense: 85447, Current HP: 2400, A Avg: 112973, D Avg: 85447, [Stargazer(183)[0, 0, 0], Iron Shield(204)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 427: HP: 2400, STR: 2551, VIT: 1681, SPD: 51, LUK: 1, Attack: 90379, Defense: 85544, Current HP: 2400, A Avg: 112973, D Avg: 85544, [Stargazer(183)[0, 0, 0], Titanium Shield(205)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 426: HP: 2400, STR: 2551, VIT: 1699, SPD: 51, LUK: 1, Attack: 90379, Defense: 85588, Current HP: 2400, A Avg: 112973, D Avg: 85588, [Stargazer(183)[0, 0, 0], Large iron Shield(206)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 425: HP: 2520, STR: 2551, VIT: 1645, SPD: 51, LUK: 1, Attack: 90379, Defense: 85521, Current HP: 2520, A Avg: 112973, D Avg: 85521, [Stargazer(183)[0, 0, 0], Magic Shield(207)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 424: HP: 2710, STR: 2551, VIT: 1785, SPD: 51, LUK: 1, Attack: 90379, Defense: 85622, Current HP: 2710, A Avg: 112973, D Avg: 85622, [Stargazer(183)[0, 0, 0], Emerald Shield(209)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 423: HP: 2583, STR: 2551, VIT: 1596, SPD: 51, LUK: 1, Attack: 90379, Defense: 85368, Current HP: 2583, A Avg: 112973, D Avg: 85368, [Stargazer(183)[0, 0, 0], Clear Shield(211)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 422: HP: 2625, STR: 2551, VIT: 1645, SPD: 51, LUK: 1, Attack: 90379, Defense: 85664, Current HP: 2625, A Avg: 112973, D Avg: 85664, [Stargazer(183)[0, 0, 0], Prism Shield(212)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 421: HP: 2480, STR: 2551, VIT: 1690, SPD: 51, LUK: 1, Attack: 90379, Defense: 85618, Current HP: 2480, A Avg: 112973, D Avg: 85618, [Stargazer(183)[0, 0, 0], Tower Shield(213)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 420: HP: 3051, STR: 2551, VIT: 1802, SPD: 51, LUK: 1, Attack: 90379, Defense: 86364, Current HP: 3051, A Avg: 112973, D Avg: 86364, [Stargazer(183)[0, 0, 0], Slime Shield(221)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 419: HP: 2904, STR: 2551, VIT: 1681, SPD: 51, LUK: 1, Attack: 90379, Defense: 85609, Current HP: 2904, A Avg: 112973, D Avg: 85609, [Stargazer(183)[0, 0, 0], Hardwood Shield(223)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 418: HP: 2520, STR: 2551, VIT: 2138, SPD: 51, LUK: 1, Attack: 90379, Defense: 88926, Current HP: 2520, A Avg: 112973, D Avg: 88926, [Stargazer(183)[0, 0, 0], Energy Shield(227)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 417: HP: 4270, STR: 2551, VIT: 1629, SPD: 51, LUK: 1, Attack: 90379, Defense: 87546, Current HP: 4270, A Avg: 112973, D Avg: 87546, [Stargazer(183)[0, 0, 0], Frying Pan(231)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 416: HP: 3259, STR: 2551, VIT: 1868, SPD: 51, LUK: 1, Attack: 90379, Defense: 86602, Current HP: 3259, A Avg: 112973, D Avg: 86602, [Stargazer(183)[0, 0, 0], Slafield(232)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 415: HP: 2971, STR: 2551, VIT: 1802, SPD: 51, LUK: 1, Attack: 90379, Defense: 87277, Current HP: 2971, A Avg: 112973, D Avg: 87277, [Stargazer(183)[0, 0, 0], Mist Shield(233)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 414: HP: 2600, STR: 2551, VIT: 2151, SPD: 51, LUK: 1, Attack: 90379, Defense: 87119, Current HP: 2600, A Avg: 112973, D Avg: 87119, [Stargazer(183)[0, 0, 0], Huge Shield(234)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 413: HP: 2520, STR: 2551, VIT: 2150, SPD: 51, LUK: 1, Attack: 90379, Defense: 88990, Current HP: 2520, A Avg: 112973, D Avg: 88990, [Stargazer(183)[0, 0, 0], Aurora Shield(240)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 412: HP: 2400, STR: 2551, VIT: 1538, SPD: 51, LUK: 1, Attack: 90379, Defense: 88327, Current HP: 2400, A Avg: 112973, D Avg: 88327, [Stargazer(183)[0, 0, 0], Graffiti(243)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 411: HP: 2400, STR: 2551, VIT: 2524, SPD: 51, LUK: 1, Attack: 90379, Defense: 92302, Current HP: 2400, A Avg: 112973, D Avg: 92302, [Stargazer(183)[0, 0, 0], Blank Shield(244)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 410: HP: 2900, STR: 2551, VIT: 3114, SPD: 51, LUK: 1, Attack: 90379, Defense: 89902, Current HP: 2900, A Avg: 112973, D Avg: 89902, [Stargazer(183)[0, 0, 0], Golem Shield(245)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 409: HP: 2700, STR: 2551, VIT: 1949, SPD: 54, LUK: 1, Attack: 90379, Defense: 87827, Current HP: 2700, A Avg: 112973, D Avg: 87827, [Stargazer(183)[0, 0, 0], Sticky thread shield(247)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 408: HP: 3336, STR: 2551, VIT: 2032, SPD: 51, LUK: 1, Attack: 90379, Defense: 88248, Current HP: 3336, A Avg: 112973, D Avg: 88248, [Stargazer(183)[0, 0, 0], King Shield(248)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 407: HP: 2940, STR: 2551, VIT: 2075, SPD: 51, LUK: 1, Attack: 90379, Defense: 89110, Current HP: 2940, A Avg: 112973, D Avg: 89110, [Stargazer(183)[0, 0, 0], Warrior's Shield(249)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 406: HP: 2520, STR: 2551, VIT: 2130, SPD: 51, LUK: 1, Attack: 90379, Defense: 89178, Current HP: 2520, A Avg: 112973, D Avg: 89178, [Stargazer(183)[0, 0, 0], Ghost shield(251)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 405: HP: 814, STR: 2614, VIT: 202, SPD: 48, LUK: 1, Attack: 89665, Defense: 88030, Current HP: 814, A Avg: 112977, D Avg: 88030, [Tekken(188)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 404: HP: 2654, STR: 2578, VIT: 1794, SPD: 51, LUK: 1, Attack: 90406, Defense: 85735, Current HP: 2654, A Avg: 113007, D Avg: 85735, [Stargazer(183)[0, 0, 0], Dragon's Scales(215)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 403: HP: 1620, STR: 4870, VIT: 644, SPD: 54, LUK: 1, Attack: 90410, Defense: 87432, Current HP: 1620, A Avg: 113012, D Avg: 87432, [Zodiac(184)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 402: HP: 3135, STR: 1868, VIT: 2488, SPD: 48, LUK: 1, Attack: 89696, Defense: 86377, Current HP: 3135, A Avg: 113016, D Avg: 86377, [Stargazer(183)[0, 0, 0], Small Lion(219)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 401: HP: 1650, STR: 4575, VIT: 695, SPD: 51, LUK: 1, Attack: 90427, Defense: 88523, Current HP: 1650, A Avg: 113033, D Avg: 88523, [Santoku(159)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 400: HP: 3007, STR: 1892, VIT: 2501, SPD: 48, LUK: 1, Attack: 89720, Defense: 86507, Current HP: 3007, A Avg: 113047, D Avg: 86507, [Stargazer(183)[0, 0, 0], Small Dragon Sword(224)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 399: HP: 4720, STR: 2587, VIT: 2216, SPD: 51, LUK: 1, Attack: 90469, Defense: 89784, Current HP: 4720, A Avg: 113086, D Avg: 89784, [Wild Card(175)[0, 0, 0], Storm Wall(242)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 398: HP: 4540, STR: 4656, VIT: 1598, SPD: 51, LUK: 1, Attack: 90469, Defense: 89166, Current HP: 4540, A Avg: 113086, D Avg: 89166, [Spear of Regression(182)[0, 0, 0], Storm Wall(242)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 397: HP: 2400, STR: 2643, VIT: 1645, SPD: 54, LUK: 1, Attack: 90471, Defense: 85670, Current HP: 2400, A Avg: 113088, D Avg: 85670, [Stargazer(183)[0, 0, 0], Conductive Barrier(208)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 396: HP: 2420, STR: 2646, VIT: 1645, SPD: 51, LUK: 1, Attack: 90474, Defense: 85651, Current HP: 2420, A Avg: 113092, D Avg: 85651, [Stargazer(183)[0, 0, 0], Wings of Beast(210)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 395: HP: 2400, STR: 2646, VIT: 4003, SPD: 51, LUK: 1, Attack: 90474, Defense: 89673, Current HP: 2400, A Avg: 113092, D Avg: 89673, [Stargazer(183)[0, 0, 0], Shield of Thousand(246)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 394: HP: 2790, STR: 2656, VIT: 1796, SPD: 51, LUK: 1, Attack: 90484, Defense: 86036, Current HP: 2790, A Avg: 113105, D Avg: 86036, [Stargazer(183)[0, 0, 0], Dragon's Wings(216)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 393: HP: 3980, STR: 4689, VIT: 865, SPD: 51, LUK: 1, Attack: 90502, Defense: 85456, Current HP: 3980, A Avg: 113127, D Avg: 85456, [Spear of Regression(182)[0, 0, 0], Black Hole(229)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 392: HP: 4270, STR: 4689, VIT: 914, SPD: 51, LUK: 1, Attack: 90502, Defense: 87832, Current HP: 4270, A Avg: 113127, D Avg: 87832, [Spear of Regression(182)[0, 0, 0], White Hole(230)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 391: HP: 4140, STR: 2634, VIT: 1195, SPD: 51, LUK: 1, Attack: 90516, Defense: 85058, Current HP: 4140, A Avg: 113145, D Avg: 85058, [Wild Card(175)[0, 0, 0], Small Sword(218)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 390: HP: 3960, STR: 4704, VIT: 576, SPD: 51, LUK: 1, Attack: 90517, Defense: 84439, Current HP: 3960, A Avg: 113146, D Avg: 84439, [Spear of Regression(182)[0, 0, 0], Small Sword(218)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 389: HP: 814, STR: 3923, VIT: 805, SPD: 48, LUK: 1, Attack: 89801, Defense: 88633, Current HP: 814, A Avg: 113149, D Avg: 88633, [Blue Sword(180)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 388: HP: 4642, STR: 1929, VIT: 1710, SPD: 51, LUK: 1, Attack: 89811, Defense: 85846, Current HP: 4642, A Avg: 113161, D Avg: 85846, [Wild Card(175)[0, 0, 0], Magnum(237)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 387: HP: 4444, STR: 4009, VIT: 2272, SPD: 48, LUK: 1, Attack: 89822, Defense: 92050, Current HP: 4444, A Avg: 113175, D Avg: 92050, [Spear of Regression(182)[0, 0, 0], Blank Shield(244)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 386: HP: 2893, STR: 2718, VIT: 1841, SPD: 51, LUK: 1, Attack: 90546, Defense: 87459, Current HP: 2893, A Avg: 113182, D Avg: 87459, [Stargazer(183)[0, 0, 0], Mask of the Grim Reaper(214)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 385: HP: 2632, STR: 2721, VIT: 2102, SPD: 51, LUK: 1, Attack: 90549, Defense: 86940, Current HP: 2632, A Avg: 113186, D Avg: 86940, [Stargazer(183)[0, 0, 0], Bulletproof Shield(235)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 384: HP: 4998, STR: 4746, VIT: 916, SPD: 51, LUK: 1, Attack: 90559, Defense: 87028, Current HP: 4998, A Avg: 113198, D Avg: 87028, [Spear of Regression(182)[0, 0, 0], Goblin Hand(250)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 383: HP: 1340, STR: 5233, VIT: 843, SPD: 51, LUK: 1, Attack: 90567, Defense: 88671, Current HP: 1340, A Avg: 113208, D Avg: 88671, [Impulse(166)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 382: HP: 4160, STR: 2694, VIT: 1484, SPD: 51, LUK: 1, Attack: 90576, Defense: 86075, Current HP: 4160, A Avg: 113220, D Avg: 86075, [Wild Card(175)[0, 0, 0], Black Hole(229)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 381: HP: 4450, STR: 2694, VIT: 1533, SPD: 51, LUK: 1, Attack: 90576, Defense: 88451, Current HP: 4450, A Avg: 113220, D Avg: 88451, [Wild Card(175)[0, 0, 0], White Hole(230)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 380: HP: 2790, STR: 2748, VIT: 1848, SPD: 51, LUK: 1, Attack: 90576, Defense: 86712, Current HP: 2790, A Avg: 113220, D Avg: 86712, [Stargazer(183)[0, 0, 0], Dragon's Head(217)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 379: HP: 2710, STR: 2748, VIT: 1802, SPD: 54, LUK: 1, Attack: 90576, Defense: 86224, Current HP: 2710, A Avg: 113220, D Avg: 86224, [Stargazer(183)[0, 0, 0], Superconducting Barrier(220)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
