Rank 1000: HP: 1127, STR: 180, VIT: 293, SPD: 64, LUK: 1, Attack: 88347, Defense: 84026, Current HP: 1127, A Avg: 111317, D Avg: 84026, [Basic(169)[0, 0, 0], High Pot Lid(202)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 479: HP: 5820, STR: 2926, VIT: 2041, SPD: 72, LUK: 1, Attack: 90808, Defense: 87919, Current HP: 5820, A Avg: 113510, D Avg: 87919, [Wild Card(175)[0, 0, 0], Sticky thread shield(247)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 478: HP: 6696, STR: 2926, VIT: 2093, SPD: 68, LUK: 1, Attack: 90808, Defense: 88309, Current HP: 6696, A Avg: 113510, D Avg: 88309, [Wild Card(175)[0, 0, 0], King Shield(248)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 477: HP: 6216, STR: 2926, VIT: 2099, SPD: 68, LUK: 1, Attack: 90808, Defense: 89134, Current HP: 6216, A Avg: 113510, D Avg: 89134, [Wild Card(175)[0, 0, 0], Warrior's Shield(249)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 476: HP: 5796, STR: 2926, VIT: 2289, SPD: 68, LUK: 1, Attack: 90808, Defense: 89337, Current HP: 5796, A Avg: 113510, D Avg: 89337, [Wild Card(175)[0, 0, 0], Ghost shield(251)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 475: HP: 6677, STR: 2206, VIT: 2498, SPD: 64, LUK: 1, Attack: 90088, Defense: 86387, Current HP: 6677, A Avg: 113510, D Avg: 86387, [Wild Card(175)[0, 0, 0], Small Lion(219)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 474: HP: 3432, STR: 2262, VIT: 3114, SPD: 64, LUK: 1, Attack: 90090, Defense: 86977, Current HP: 3432, A Avg: 113513, D Avg: 86977, [Stargazer(183)[0, 0, 0], Small Sword(218)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 473: HP: 3454, STR: 2268, VIT: 3686, SPD: 64, LUK: 1, Attack: 90096, Defense: 88277, Current HP: 3454, A Avg: 113520, D Avg: 88277, [Stargazer(183)[0, 0, 0], Black Hole(229)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 472: HP: 3883, STR: 2268, VIT: 3788, SPD: 64, LUK: 1, Attack: 90096, Defense: 90706, Current HP: 3883, A Avg: 113520, D Avg: 90706, [Stargazer(183)[0, 0, 0], White Hole(230)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 471: HP: 5630, STR: 5011, VIT: 1308, SPD: 68, LUK: 1, Attack: 90824, Defense: 88109, Current HP: 5630, A Avg: 113530, D Avg: 88109, [Spear of Regression(182)[0, 0, 0], Riot(236)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 470: HP: 5834, STR: 2953, VIT: 1801, SPD: 68, LUK: 1, Attack: 90835, Defense: 85742, Current HP: 5834, A Avg: 113543, D Avg: 85742, [Wild Card(175)[0, 0, 0], Dragon's Scales(215)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 469: HP: 4738, STR: 2286, VIT: 3764, SPD: 64, LUK: 1, Attack: 90114, Defense: 89876, Current HP: 4738, A Avg: 113543, D Avg: 89876, [Stargazer(183)[0, 0, 0], Goblin Hand(250)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 468: HP: 6505, STR: 2247, VIT: 2511, SPD: 64, LUK: 1, Attack: 90129, Defense: 86517, Current HP: 6505, A Avg: 113562, D Avg: 86517, [Wild Card(175)[0, 0, 0], Small Dragon Sword(224)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 467: HP: 3850, STR: 2302, VIT: 4047, SPD: 64, LUK: 1, Attack: 90130, Defense: 89041, Current HP: 3850, A Avg: 113563, D Avg: 89041, [Stargazer(183)[0, 0, 0], Metalization(228)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 466: HP: 6842, STR: 4331, VIT: 920, SPD: 68, LUK: 1, Attack: 90144, Defense: 87708, Current HP: 6842, A Avg: 113581, D Avg: 87708, [Spear of Regression(182)[0, 0, 0], C Magnum(239)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 465: HP: 1310, STR: 2699, VIT: 479, SPD: 68, LUK: 1, Attack: 90866, Defense: 85707, Current HP: 1310, A Avg: 113582, D Avg: 85707, [Basic(169)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 464: HP: 6237, STR: 4355, VIT: 1357, SPD: 64, LUK: 1, Attack: 90168, Defense: 86585, Current HP: 6237, A Avg: 113611, D Avg: 86585, [Spear of Regression(182)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 463: HP: 1250, STR: 6053, VIT: 566, SPD: 68, LUK: 1, Attack: 90891, Defense: 88394, Current HP: 1250, A Avg: 113613, D Avg: 88394, [Willow Blade(157)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 462: HP: 1820, STR: 5233, VIT: 168, SPD: 68, LUK: 1, Attack: 90916, Defense: 87996, Current HP: 1820, A Avg: 113645, D Avg: 87996, [Dancing(155)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 461: HP: 5540, STR: 3035, VIT: 1635, SPD: 68, LUK: 1, Attack: 90917, Defense: 85641, Current HP: 5540, A Avg: 113646, D Avg: 85641, [Wild Card(175)[0, 0, 0], Wings of Beast(210)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 460: HP: 5520, STR: 3035, VIT: 4809, SPD: 68, LUK: 1, Attack: 90917, Defense: 90479, Current HP: 5520, A Avg: 113646, D Avg: 90479, [Wild Card(175)[0, 0, 0], Shield of Thousand(246)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 459: HP: 840, STR: 6342, VIT: 168, SPD: 68, LUK: 1, Attack: 90920, Defense: 84356, Current HP: 840, A Avg: 113650, D Avg: 84356, [Magical(187)[0, 0, 0], Dragon Sword(225)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 458: HP: 5520, STR: 3045, VIT: 1635, SPD: 72, LUK: 1, Attack: 90927, Defense: 85660, Current HP: 5520, A Avg: 113658, D Avg: 85660, [Wild Card(175)[0, 0, 0], Conductive Barrier(208)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 457: HP: 1440, STR: 4687, VIT: 168, SPD: 68, LUK: 1, Attack: 90929, Defense: 87996, Current HP: 1440, A Avg: 113661, D Avg: 87996, [Droid Hammer(177)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 456: HP: 2060, STR: 5059, VIT: 831, SPD: 72, LUK: 1, Attack: 90937, Defense: 87619, Current HP: 2060, A Avg: 113671, D Avg: 87619, [God Hand(179)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 455: HP: 6010, STR: 3059, VIT: 1803, SPD: 68, LUK: 1, Attack: 90941, Defense: 86043, Current HP: 6010, A Avg: 113676, D Avg: 86043, [Wild Card(175)[0, 0, 0], Dragon's Wings(216)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 454: HP: 3905, STR: 2395, VIT: 3216, SPD: 64, LUK: 1, Attack: 90223, Defense: 87105, Current HP: 3905, A Avg: 113680, D Avg: 87105, [Stargazer(183)[0, 0, 0], Small Lion(219)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 453: HP: 5740, STR: 5132, VIT: 1938, SPD: 68, LUK: 1, Attack: 90945, Defense: 89506, Current HP: 5740, A Avg: 113681, D Avg: 89506, [Spear of Regression(182)[0, 0, 0], Storm Wall(242)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 452: HP: 2060, STR: 4463, VIT: 1166, SPD: 72, LUK: 1, Attack: 90952, Defense: 87954, Current HP: 2060, A Avg: 113690, D Avg: 87954, [Cuttlefish(178)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 451: HP: 3733, STR: 2436, VIT: 3229, SPD: 64, LUK: 1, Attack: 90264, Defense: 87235, Current HP: 3733, A Avg: 113732, D Avg: 87235, [Stargazer(183)[0, 0, 0], Small Dragon Sword(224)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 450: HP: 1298, STR: 3777, VIT: 1780, SPD: 64, LUK: 1, Attack: 90266, Defense: 89608, Current HP: 1298, A Avg: 113735, D Avg: 89608, [Cuttlefish(178)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 449: HP: 5764, STR: 4477, VIT: 2948, SPD: 64, LUK: 1, Attack: 90290, Defense: 92726, Current HP: 5764, A Avg: 113765, D Avg: 92726, [Spear of Regression(182)[0, 0, 0], Blank Shield(244)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 448: HP: 6295, STR: 3148, VIT: 1898, SPD: 68, LUK: 1, Attack: 91030, Defense: 87516, Current HP: 6295, A Avg: 113787, D Avg: 87516, [Wild Card(175)[0, 0, 0], Mask of the Grim Reaper(214)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 447: HP: 5832, STR: 3150, VIT: 2181, SPD: 68, LUK: 1, Attack: 91032, Defense: 87019, Current HP: 5832, A Avg: 113790, D Avg: 87019, [Wild Card(175)[0, 0, 0], Bulletproof Shield(235)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 446: HP: 5716, STR: 3172, VIT: 1635, SPD: 68, LUK: 1, Attack: 91054, Defense: 86135, Current HP: 5716, A Avg: 113817, D Avg: 86135, [Wild Card(175)[0, 0, 0], Hard Wings of Beast(222)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 445: HP: 3150, STR: 3226, VIT: 1963, SPD: 68, LUK: 1, Attack: 91054, Defense: 85686, Current HP: 3150, A Avg: 113817, D Avg: 85686, [Stargazer(183)[0, 0, 0], Pot Lid(201)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 444: HP: 3150, STR: 3226, VIT: 1963, SPD: 68, LUK: 1, Attack: 91054, Defense: 85696, Current HP: 3150, A Avg: 113817, D Avg: 85696, [Stargazer(183)[0, 0, 0], High Pot Lid(202)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 443: HP: 3000, STR: 3226, VIT: 2088, SPD: 68, LUK: 1, Attack: 91054, Defense: 85957, Current HP: 3000, A Avg: 113817, D Avg: 85957, [Stargazer(183)[0, 0, 0], Wooden Shield(203)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 442: HP: 3000, STR: 3226, VIT: 2093, SPD: 68, LUK: 1, Attack: 91054, Defense: 85897, Current HP: 3000, A Avg: 113817, D Avg: 85897, [Stargazer(183)[0, 0, 0], Iron Shield(204)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 441: HP: 3000, STR: 3226, VIT: 2149, SPD: 68, LUK: 1, Attack: 91054, Defense: 86012, Current HP: 3000, A Avg: 113817, D Avg: 86012, [Stargazer(183)[0, 0, 0], Titanium Shield(205)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 440: HP: 3000, STR: 3226, VIT: 2167, SPD: 68, LUK: 1, Attack: 91054, Defense: 86056, Current HP: 3000, A Avg: 113817, D Avg: 86056, [Stargazer(183)[0, 0, 0], Large iron Shield(206)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 439: HP: 3150, STR: 3226, VIT: 2104, SPD: 68, LUK: 1, Attack: 91054, Defense: 85980, Current HP: 3150, A Avg: 113817, D Avg: 85980, [Stargazer(183)[0, 0, 0], Magic Shield(207)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 438: HP: 3410, STR: 3226, VIT: 2289, SPD: 68, LUK: 1, Attack: 91054, Defense: 86126, Current HP: 3410, A Avg: 113817, D Avg: 86126, [Stargazer(183)[0, 0, 0], Emerald Shield(209)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 437: HP: 3213, STR: 3226, VIT: 2038, SPD: 68, LUK: 1, Attack: 91054, Defense: 85810, Current HP: 3213, A Avg: 113817, D Avg: 85810, [Stargazer(183)[0, 0, 0], Clear Shield(211)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 436: HP: 3255, STR: 3226, VIT: 2104, SPD: 68, LUK: 1, Attack: 91054, Defense: 86123, Current HP: 3255, A Avg: 113817, D Avg: 86123, [Stargazer(183)[0, 0, 0], Prism Shield(212)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 435: HP: 3080, STR: 3226, VIT: 2158, SPD: 68, LUK: 1, Attack: 91054, Defense: 86086, Current HP: 3080, A Avg: 113817, D Avg: 86086, [Stargazer(183)[0, 0, 0], Tower Shield(213)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 434: HP: 3828, STR: 3226, VIT: 2312, SPD: 68, LUK: 1, Attack: 91054, Defense: 86874, Current HP: 3828, A Avg: 113817, D Avg: 86874, [Stargazer(183)[0, 0, 0], Slime Shield(221)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 433: HP: 3664, STR: 3226, VIT: 2149, SPD: 68, LUK: 1, Attack: 91054, Defense: 86077, Current HP: 3664, A Avg: 113817, D Avg: 86077, [Stargazer(183)[0, 0, 0], Hardwood Shield(223)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 432: HP: 3150, STR: 3226, VIT: 2682, SPD: 68, LUK: 1, Attack: 91054, Defense: 89470, Current HP: 3150, A Avg: 113817, D Avg: 89470, [Stargazer(183)[0, 0, 0], Energy Shield(227)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 431: HP: 5170, STR: 3226, VIT: 2079, SPD: 68, LUK: 1, Attack: 91054, Defense: 87996, Current HP: 5170, A Avg: 113817, D Avg: 87996, [Stargazer(183)[0, 0, 0], Frying Pan(231)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 430: HP: 4057, STR: 3226, VIT: 2395, SPD: 68, LUK: 1, Attack: 91054, Defense: 87129, Current HP: 4057, A Avg: 113817, D Avg: 87129, [Stargazer(183)[0, 0, 0], Slafield(232)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 429: HP: 3706, STR: 3226, VIT: 2312, SPD: 68, LUK: 1, Attack: 91054, Defense: 87787, Current HP: 3706, A Avg: 113817, D Avg: 87787, [Stargazer(183)[0, 0, 0], Mist Shield(233)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 428: HP: 3200, STR: 3226, VIT: 2781, SPD: 68, LUK: 1, Attack: 91054, Defense: 87749, Current HP: 3200, A Avg: 113817, D Avg: 87749, [Stargazer(183)[0, 0, 0], Huge Shield(234)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 427: HP: 3120, STR: 3226, VIT: 2745, SPD: 68, LUK: 1, Attack: 91054, Defense: 89585, Current HP: 3120, A Avg: 113817, D Avg: 89585, [Stargazer(183)[0, 0, 0], Aurora Shield(240)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 426: HP: 3000, STR: 3226, VIT: 1963, SPD: 68, LUK: 1, Attack: 91054, Defense: 88752, Current HP: 3000, A Avg: 113817, D Avg: 88752, [Stargazer(183)[0, 0, 0], Graffiti(243)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 425: HP: 3000, STR: 3226, VIT: 3289, SPD: 68, LUK: 1, Attack: 91054, Defense: 93067, Current HP: 3000, A Avg: 113817, D Avg: 93067, [Stargazer(183)[0, 0, 0], Blank Shield(244)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 424: HP: 3500, STR: 3226, VIT: 4014, SPD: 68, LUK: 1, Attack: 91054, Defense: 90802, Current HP: 3500, A Avg: 113817, D Avg: 90802, [Stargazer(183)[0, 0, 0], Golem Shield(245)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 423: HP: 3300, STR: 3226, VIT: 2510, SPD: 72, LUK: 1, Attack: 91054, Defense: 88388, Current HP: 3300, A Avg: 113817, D Avg: 88388, [Stargazer(183)[0, 0, 0], Sticky thread shield(247)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 422: HP: 4176, STR: 3226, VIT: 2590, SPD: 68, LUK: 1, Attack: 91054, Defense: 88806, Current HP: 4176, A Avg: 113817, D Avg: 88806, [Stargazer(183)[0, 0, 0], King Shield(248)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 421: HP: 3570, STR: 3226, VIT: 2568, SPD: 68, LUK: 1, Attack: 91054, Defense: 89603, Current HP: 3570, A Avg: 113817, D Avg: 89603, [Stargazer(183)[0, 0, 0], Warrior's Shield(249)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 420: HP: 3150, STR: 3226, VIT: 2759, SPD: 68, LUK: 1, Attack: 91054, Defense: 89807, Current HP: 3150, A Avg: 113817, D Avg: 89807, [Stargazer(183)[0, 0, 0], Ghost shield(251)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 419: HP: 6010, STR: 3177, VIT: 1873, SPD: 68, LUK: 1, Attack: 91059, Defense: 86737, Current HP: 6010, A Avg: 113823, D Avg: 86737, [Wild Card(175)[0, 0, 0], Dragon's Head(217)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 418: HP: 5930, STR: 3177, VIT: 1842, SPD: 72, LUK: 1, Attack: 91059, Defense: 86264, Current HP: 5930, A Avg: 113823, D Avg: 86264, [Wild Card(175)[0, 0, 0], Superconducting Barrier(220)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 417: HP: 5160, STR: 5264, VIT: 678, SPD: 68, LUK: 1, Attack: 91077, Defense: 84541, Current HP: 5160, A Avg: 113846, D Avg: 84541, [Spear of Regression(182)[0, 0, 0], Small Sword(218)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 416: HP: 6182, STR: 2473, VIT: 2282, SPD: 68, LUK: 1, Attack: 90355, Defense: 86418, Current HP: 6182, A Avg: 113847, D Avg: 86418, [Wild Card(175)[0, 0, 0], Magnum(237)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 415: HP: 1254, STR: 4816, VIT: 1268, SPD: 64, LUK: 1, Attack: 90356, Defense: 89096, Current HP: 1254, A Avg: 113848, D Avg: 89096, [Zodiac(184)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 414: HP: 3314, STR: 3253, VIT: 2298, SPD: 68, LUK: 1, Attack: 91081, Defense: 86239, Current HP: 3314, A Avg: 113851, D Avg: 86239, [Stargazer(183)[0, 0, 0], Dragon's Scales(215)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 413: HP: 1034, STR: 3328, VIT: 254, SPD: 64, LUK: 1, Attack: 90379, Defense: 88082, Current HP: 1034, A Avg: 113877, D Avg: 88082, [Tekken(188)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 412: HP: 1507, STR: 3329, VIT: 691, SPD: 64, LUK: 1, Attack: 90380, Defense: 85919, Current HP: 1507, A Avg: 113878, D Avg: 85919, [Tekken(188)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 411: HP: 5180, STR: 5310, VIT: 1052, SPD: 68, LUK: 1, Attack: 91123, Defense: 85643, Current HP: 5180, A Avg: 113903, D Avg: 85643, [Spear of Regression(182)[0, 0, 0], Black Hole(229)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 410: HP: 5570, STR: 5310, VIT: 1118, SPD: 68, LUK: 1, Attack: 91123, Defense: 88036, Current HP: 5570, A Avg: 113903, D Avg: 88036, [Spear of Regression(182)[0, 0, 0], White Hole(230)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 409: HP: 840, STR: 5256, VIT: 698, SPD: 72, LUK: 1, Attack: 91134, Defense: 84834, Current HP: 840, A Avg: 113917, D Avg: 84834, [Blue Sword(180)[0, 0, 0], Magnum(237)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 408: HP: 6010, STR: 3258, VIT: 2251, SPD: 68, LUK: 1, Attack: 91140, Defense: 89052, Current HP: 6010, A Avg: 113925, D Avg: 89052, [Wild Card(175)[0, 0, 0], Riot(236)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 407: HP: 6468, STR: 5340, VIT: 1103, SPD: 68, LUK: 1, Attack: 91153, Defense: 87215, Current HP: 6468, A Avg: 113941, D Avg: 87215, [Spear of Regression(182)[0, 0, 0], Goblin Hand(250)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 406: HP: 1860, STR: 2994, VIT: 193, SPD: 72, LUK: 1, Attack: 91161, Defense: 86981, Current HP: 1860, A Avg: 113951, D Avg: 86981, [Basic(169)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 405: HP: 3000, STR: 3345, VIT: 2104, SPD: 72, LUK: 1, Attack: 91173, Defense: 86129, Current HP: 3000, A Avg: 113966, D Avg: 86129, [Stargazer(183)[0, 0, 0], Conductive Barrier(208)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 404: HP: 3020, STR: 3346, VIT: 2104, SPD: 68, LUK: 1, Attack: 91174, Defense: 86110, Current HP: 3020, A Avg: 113967, D Avg: 86110, [Stargazer(183)[0, 0, 0], Wings of Beast(210)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 403: HP: 3000, STR: 3346, VIT: 5278, SPD: 68, LUK: 1, Attack: 91174, Defense: 90948, Current HP: 3000, A Avg: 113967, D Avg: 90948, [Stargazer(183)[0, 0, 0], Shield of Thousand(246)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 402: HP: 5540, STR: 5367, VIT: 1260, SPD: 68, LUK: 1, Attack: 91180, Defense: 86254, Current HP: 5540, A Avg: 113975, D Avg: 86254, [Spear of Regression(182)[0, 0, 0], Metalization(228)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 401: HP: 1704, STR: 5306, VIT: 1064, SPD: 64, LUK: 1, Attack: 91184, Defense: 85798, Current HP: 1704, A Avg: 113980, D Avg: 85798, [Blue Sword(180)[0, 0, 0], Slafield(232)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 400: HP: 3490, STR: 3358, VIT: 2300, SPD: 68, LUK: 1, Attack: 91186, Defense: 86540, Current HP: 3490, A Avg: 113982, D Avg: 86540, [Stargazer(183)[0, 0, 0], Dragon's Wings(216)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 399: HP: 6120, STR: 3315, VIT: 2828, SPD: 68, LUK: 1, Attack: 91197, Defense: 90396, Current HP: 6120, A Avg: 113996, D Avg: 90396, [Wild Card(175)[0, 0, 0], Storm Wall(242)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 398: HP: 3410, STR: 2651, VIT: 3000, SPD: 68, LUK: 1, Attack: 90479, Defense: 87136, Current HP: 3410, A Avg: 114003, D Avg: 87136, [Stargazer(183)[0, 0, 0], Magnum(237)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 397: HP: 1238, STR: 5462, VIT: 374, SPD: 68, LUK: 1, Attack: 91210, Defense: 88202, Current HP: 1238, A Avg: 114012, D Avg: 88202, [Scythe of the Grim Reaper(148)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 396: HP: 1270, STR: 5244, VIT: 442, SPD: 68, LUK: 1, Attack: 91213, Defense: 88270, Current HP: 1270, A Avg: 114016, D Avg: 88270, [Fire Chariot(138)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 395: HP: 3649, STR: 3447, VIT: 2368, SPD: 68, LUK: 1, Attack: 91275, Defense: 87986, Current HP: 3649, A Avg: 114093, D Avg: 87986, [Stargazer(183)[0, 0, 0], Mask of the Grim Reaper(214)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 394: HP: 3312, STR: 3450, VIT: 2678, SPD: 68, LUK: 1, Attack: 91278, Defense: 87516, Current HP: 3312, A Avg: 114097, D Avg: 87516, [Stargazer(183)[0, 0, 0], Bulletproof Shield(235)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 393: HP: 5590, STR: 5482, VIT: 744, SPD: 68, LUK: 1, Attack: 91295, Defense: 84633, Current HP: 5590, A Avg: 114118, D Avg: 84633, [Spear of Regression(182)[0, 0, 0], Small Lion(219)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 392: HP: 6182, STR: 2696, VIT: 2282, SPD: 68, LUK: 1, Attack: 90578, Defense: 86626, Current HP: 6182, A Avg: 114128, D Avg: 86626, [Wild Card(175)[0, 0, 0], V Magnum(238)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 391: HP: 3490, STR: 3477, VIT: 2370, SPD: 68, LUK: 1, Attack: 91305, Defense: 87234, Current HP: 3490, A Avg: 114131, D Avg: 87234, [Stargazer(183)[0, 0, 0], Dragon's Head(217)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 390: HP: 3410, STR: 3477, VIT: 2312, SPD: 72, LUK: 1, Attack: 91305, Defense: 86734, Current HP: 3410, A Avg: 114131, D Avg: 86734, [Stargazer(183)[0, 0, 0], Superconducting Barrier(220)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 389: HP: 3196, STR: 3483, VIT: 2104, SPD: 68, LUK: 1, Attack: 91311, Defense: 86604, Current HP: 3196, A Avg: 114138, D Avg: 86604, [Stargazer(183)[0, 0, 0], Hard Wings of Beast(222)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 388: HP: 5540, STR: 3446, VIT: 1569, SPD: 68, LUK: 1, Attack: 91328, Defense: 85432, Current HP: 5540, A Avg: 114160, D Avg: 85432, [Wild Card(175)[0, 0, 0], Small Sword(218)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 387: HP: 840, STR: 5779, VIT: 1133, SPD: 68, LUK: 1, Attack: 91332, Defense: 88961, Current HP: 840, A Avg: 114165, D Avg: 88961, [Hammer of Justice(186)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 386: HP: 1796, STR: 5692, VIT: 906, SPD: 68, LUK: 1, Attack: 91336, Defense: 88734, Current HP: 1796, A Avg: 114170, D Avg: 88734, [Gladius(162)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 385: HP: 1081, STR: 2972, VIT: 254, SPD: 64, LUK: 1, Attack: 90633, Defense: 83977, Current HP: 1081, A Avg: 114197, D Avg: 83977, [Neural Edge(190)[0, 0, 0], Pot Lid(201)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 384: HP: 1081, STR: 2972, VIT: 254, SPD: 64, LUK: 1, Attack: 90633, Defense: 83987, Current HP: 1081, A Avg: 114197, D Avg: 83987, [Neural Edge(190)[0, 0, 0], High Pot Lid(202)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 383: HP: 1034, STR: 2972, VIT: 278, SPD: 64, LUK: 1, Attack: 90633, Defense: 84147, Current HP: 1034, A Avg: 114197, D Avg: 84147, [Neural Edge(190)[0, 0, 0], Wooden Shield(203)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
