Rank 1000: HP: 1342, STR: 899, VIT: 925, SPD: 56, LUK: 1, Attack: 87950, Defense: 87843, Current HP: 1342, A Avg: 110817, D Avg: 87843, [Tekken(188)[0, 0, 0], White Hole(230)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 485: HP: 4820, STR: 2575, VIT: 2471, SPD: 59, LUK: 1, Attack: 90457, Defense: 92249, Current HP: 4820, A Avg: 113071, D Avg: 92249, [Wild Card(175)[0, 0, 0], Blank Shield(244)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 484: HP: 5320, STR: 2575, VIT: 3103, SPD: 59, LUK: 1, Attack: 90457, Defense: 89891, Current HP: 5320, A Avg: 113071, D Avg: 89891, [Wild Card(175)[0, 0, 0], Golem Shield(245)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 483: HP: 5120, STR: 2575, VIT: 1795, SPD: 63, LUK: 1, Attack: 90457, Defense: 87673, Current HP: 5120, A Avg: 113071, D Avg: 87673, [Wild Card(175)[0, 0, 0], Sticky thread shield(247)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 482: HP: 5876, STR: 2575, VIT: 1850, SPD: 59, LUK: 1, Attack: 90457, Defense: 88066, Current HP: 5876, A Avg: 113071, D Avg: 88066, [Wild Card(175)[0, 0, 0], King Shield(248)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 481: HP: 5481, STR: 2575, VIT: 1887, SPD: 59, LUK: 1, Attack: 90457, Defense: 88922, Current HP: 5481, A Avg: 113071, D Avg: 88922, [Wild Card(175)[0, 0, 0], Warrior's Shield(249)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 480: HP: 5061, STR: 2575, VIT: 2009, SPD: 59, LUK: 1, Attack: 90457, Defense: 89057, Current HP: 5061, A Avg: 113071, D Avg: 89057, [Wild Card(175)[0, 0, 0], Ghost shield(251)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 479: HP: 5203, STR: 4644, VIT: 914, SPD: 59, LUK: 1, Attack: 90457, Defense: 86532, Current HP: 5203, A Avg: 113071, D Avg: 86532, [Spear of Regression(182)[0, 0, 0], Mask of the Grim Reaper(214)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 478: HP: 4812, STR: 4646, VIT: 1130, SPD: 59, LUK: 1, Attack: 90459, Defense: 85968, Current HP: 4812, A Avg: 113073, D Avg: 85968, [Spear of Regression(182)[0, 0, 0], Bulletproof Shield(235)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 477: HP: 5852, STR: 1868, VIT: 2937, SPD: 56, LUK: 1, Attack: 89750, Defense: 87931, Current HP: 5852, A Avg: 113085, D Avg: 87931, [Wild Card(175)[0, 0, 0], Metalization(228)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 476: HP: 5104, STR: 2602, VIT: 1585, SPD: 59, LUK: 1, Attack: 90484, Defense: 85526, Current HP: 5104, A Avg: 113105, D Avg: 85526, [Wild Card(175)[0, 0, 0], Dragon's Scales(215)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 475: HP: 4980, STR: 4673, VIT: 849, SPD: 59, LUK: 1, Attack: 90486, Defense: 85713, Current HP: 4980, A Avg: 113107, D Avg: 85713, [Spear of Regression(182)[0, 0, 0], Dragon's Head(217)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 474: HP: 4900, STR: 4673, VIT: 867, SPD: 63, LUK: 1, Attack: 90486, Defense: 85289, Current HP: 4900, A Avg: 113107, D Avg: 85289, [Spear of Regression(182)[0, 0, 0], Superconducting Barrier(220)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 473: HP: 1144, STR: 4246, VIT: 1112, SPD: 56, LUK: 1, Attack: 89786, Defense: 88940, Current HP: 1144, A Avg: 113130, D Avg: 88940, [Zodiac(184)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 472: HP: 1936, STR: 1620, VIT: 267, SPD: 59, LUK: 1, Attack: 89787, Defense: 87055, Current HP: 1936, A Avg: 113131, D Avg: 87055, [Basic(169)[0, 0, 0], C Magnum(239)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 471: HP: 3740, STR: 1961, VIT: 4508, SPD: 56, LUK: 1, Attack: 89789, Defense: 92076, Current HP: 3740, A Avg: 113134, D Avg: 92076, [Stargazer(183)[0, 0, 0], Storm Wall(242)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 470: HP: 1620, STR: 3466, VIT: 159, SPD: 63, LUK: 1, Attack: 90517, Defense: 86947, Current HP: 1620, A Avg: 113146, D Avg: 86947, [Tekken(188)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 469: HP: 5852, STR: 1934, VIT: 2186, SPD: 56, LUK: 1, Attack: 89816, Defense: 86075, Current HP: 5852, A Avg: 113168, D Avg: 86075, [Wild Card(175)[0, 0, 0], Small Lion(219)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 468: HP: 1524, STR: 4658, VIT: 944, SPD: 56, LUK: 1, Attack: 90536, Defense: 85678, Current HP: 1524, A Avg: 113170, D Avg: 85678, [Blue Sword(180)[0, 0, 0], Slafield(232)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 467: HP: 4716, STR: 4737, VIT: 685, SPD: 59, LUK: 1, Attack: 90550, Defense: 85185, Current HP: 4716, A Avg: 113187, D Avg: 85185, [Spear of Regression(182)[0, 0, 0], Hard Wings of Beast(222)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 466: HP: 4840, STR: 2671, VIT: 1439, SPD: 59, LUK: 1, Attack: 90553, Defense: 85445, Current HP: 4840, A Avg: 113191, D Avg: 85445, [Wild Card(175)[0, 0, 0], Wings of Beast(210)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 465: HP: 4820, STR: 2671, VIT: 4205, SPD: 59, LUK: 1, Attack: 90553, Defense: 89875, Current HP: 4820, A Avg: 113191, D Avg: 89875, [Wild Card(175)[0, 0, 0], Shield of Thousand(246)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 464: HP: 740, STR: 4676, VIT: 622, SPD: 63, LUK: 1, Attack: 90554, Defense: 84758, Current HP: 740, A Avg: 113192, D Avg: 84758, [Blue Sword(180)[0, 0, 0], Magnum(237)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 463: HP: 4980, STR: 4741, VIT: 1191, SPD: 59, LUK: 1, Attack: 90554, Defense: 87992, Current HP: 4980, A Avg: 113192, D Avg: 87992, [Spear of Regression(182)[0, 0, 0], Riot(236)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 462: HP: 3124, STR: 2012, VIT: 3270, SPD: 56, LUK: 1, Attack: 89840, Defense: 87861, Current HP: 3124, A Avg: 113198, D Avg: 87861, [Stargazer(183)[0, 0, 0], Black Hole(229)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 461: HP: 3498, STR: 2012, VIT: 3359, SPD: 56, LUK: 1, Attack: 89840, Defense: 90277, Current HP: 3498, A Avg: 113198, D Avg: 90277, [Stargazer(183)[0, 0, 0], White Hole(230)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 460: HP: 4820, STR: 2681, VIT: 1439, SPD: 63, LUK: 1, Attack: 90563, Defense: 85464, Current HP: 4820, A Avg: 113203, D Avg: 85464, [Wild Card(175)[0, 0, 0], Conductive Barrier(208)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 459: HP: 3102, STR: 2016, VIT: 2763, SPD: 56, LUK: 1, Attack: 89844, Defense: 86626, Current HP: 3102, A Avg: 113203, D Avg: 86626, [Stargazer(183)[0, 0, 0], Small Sword(218)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 458: HP: 5522, STR: 4032, VIT: 1227, SPD: 56, LUK: 1, Attack: 89845, Defense: 86455, Current HP: 5522, A Avg: 113204, D Avg: 86455, [Spear of Regression(182)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 457: HP: 5702, STR: 1966, VIT: 2199, SPD: 56, LUK: 1, Attack: 89848, Defense: 86205, Current HP: 5702, A Avg: 113208, D Avg: 86205, [Wild Card(175)[0, 0, 0], Small Dragon Sword(224)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 456: HP: 1160, STR: 2405, VIT: 436, SPD: 59, LUK: 1, Attack: 90572, Defense: 85664, Current HP: 1160, A Avg: 113215, D Avg: 85664, [Basic(169)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 455: HP: 5260, STR: 2694, VIT: 1587, SPD: 59, LUK: 1, Attack: 90576, Defense: 85827, Current HP: 5260, A Avg: 113220, D Avg: 85827, [Wild Card(175)[0, 0, 0], Dragon's Wings(216)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 454: HP: 1188, STR: 3369, VIT: 1585, SPD: 56, LUK: 1, Attack: 89858, Defense: 89413, Current HP: 1188, A Avg: 113221, D Avg: 89413, [Cuttlefish(178)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 453: HP: 4278, STR: 2038, VIT: 3348, SPD: 56, LUK: 1, Attack: 89866, Defense: 89460, Current HP: 4278, A Avg: 113231, D Avg: 89460, [Stargazer(183)[0, 0, 0], Goblin Hand(250)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 452: HP: 1860, STR: 4098, VIT: 1047, SPD: 63, LUK: 1, Attack: 90587, Defense: 87835, Current HP: 1860, A Avg: 113233, D Avg: 87835, [Cuttlefish(178)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 451: HP: 6072, STR: 4067, VIT: 842, SPD: 59, LUK: 1, Attack: 89880, Defense: 87630, Current HP: 6072, A Avg: 113248, D Avg: 87630, [Spear of Regression(182)[0, 0, 0], C Magnum(239)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 450: HP: 3520, STR: 2054, VIT: 3628, SPD: 56, LUK: 1, Attack: 89882, Defense: 88622, Current HP: 3520, A Avg: 113251, D Avg: 88622, [Stargazer(183)[0, 0, 0], Metalization(228)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 449: HP: 1088, STR: 4860, VIT: 340, SPD: 59, LUK: 1, Attack: 90608, Defense: 88168, Current HP: 1088, A Avg: 113260, D Avg: 88168, [Scythe of the Grim Reaper(148)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 448: HP: 1120, STR: 4670, VIT: 399, SPD: 59, LUK: 1, Attack: 90639, Defense: 88227, Current HP: 1120, A Avg: 113298, D Avg: 88227, [Fire Chariot(138)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 447: HP: 5497, STR: 2770, VIT: 1669, SPD: 59, LUK: 1, Attack: 90652, Defense: 87287, Current HP: 5497, A Avg: 113315, D Avg: 87287, [Wild Card(175)[0, 0, 0], Mask of the Grim Reaper(214)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 446: HP: 5092, STR: 2772, VIT: 1929, SPD: 59, LUK: 1, Attack: 90654, Defense: 86767, Current HP: 5092, A Avg: 113317, D Avg: 86767, [Wild Card(175)[0, 0, 0], Bulletproof Shield(235)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 445: HP: 4996, STR: 2794, VIT: 1439, SPD: 59, LUK: 1, Attack: 90676, Defense: 85939, Current HP: 4996, A Avg: 113345, D Avg: 85939, [Wild Card(175)[0, 0, 0], Hard Wings of Beast(222)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 444: HP: 740, STR: 5891, VIT: 853, SPD: 59, LUK: 1, Attack: 90679, Defense: 88681, Current HP: 740, A Avg: 113348, D Avg: 88681, [Pulse Knife(165)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 443: HP: 3520, STR: 2131, VIT: 2852, SPD: 56, LUK: 1, Attack: 89959, Defense: 86741, Current HP: 3520, A Avg: 113348, D Avg: 86741, [Stargazer(183)[0, 0, 0], Small Lion(219)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 442: HP: 5260, STR: 2799, VIT: 1648, SPD: 59, LUK: 1, Attack: 90681, Defense: 86512, Current HP: 5260, A Avg: 113351, D Avg: 86512, [Wild Card(175)[0, 0, 0], Dragon's Head(217)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 441: HP: 5180, STR: 2799, VIT: 1621, SPD: 63, LUK: 1, Attack: 90681, Defense: 86043, Current HP: 5180, A Avg: 113351, D Avg: 86043, [Wild Card(175)[0, 0, 0], Superconducting Barrier(220)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 440: HP: 740, STR: 5135, VIT: 1023, SPD: 59, LUK: 1, Attack: 90688, Defense: 88851, Current HP: 740, A Avg: 113360, D Avg: 88851, [Hammer of Justice(186)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 439: HP: 1576, STR: 5062, VIT: 804, SPD: 59, LUK: 1, Attack: 90706, Defense: 88632, Current HP: 1576, A Avg: 113382, D Avg: 88632, [Gladius(162)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 438: HP: 5140, STR: 4894, VIT: 1768, SPD: 59, LUK: 1, Attack: 90707, Defense: 89336, Current HP: 5140, A Avg: 113383, D Avg: 89336, [Spear of Regression(182)[0, 0, 0], Storm Wall(242)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 437: HP: 3370, STR: 2164, VIT: 2865, SPD: 56, LUK: 1, Attack: 89992, Defense: 86871, Current HP: 3370, A Avg: 113389, D Avg: 86871, [Stargazer(183)[0, 0, 0], Small Dragon Sword(224)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 436: HP: 2835, STR: 2889, VIT: 1751, SPD: 59, LUK: 1, Attack: 90717, Defense: 85474, Current HP: 2835, A Avg: 113396, D Avg: 85474, [Stargazer(183)[0, 0, 0], Pot Lid(201)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 435: HP: 2835, STR: 2889, VIT: 1751, SPD: 59, LUK: 1, Attack: 90717, Defense: 85484, Current HP: 2835, A Avg: 113396, D Avg: 85484, [Stargazer(183)[0, 0, 0], High Pot Lid(202)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 434: HP: 2700, STR: 2889, VIT: 1863, SPD: 59, LUK: 1, Attack: 90717, Defense: 85732, Current HP: 2700, A Avg: 113396, D Avg: 85732, [Stargazer(183)[0, 0, 0], Wooden Shield(203)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 433: HP: 2700, STR: 2889, VIT: 1868, SPD: 59, LUK: 1, Attack: 90717, Defense: 85672, Current HP: 2700, A Avg: 113396, D Avg: 85672, [Stargazer(183)[0, 0, 0], Iron Shield(204)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 432: HP: 2700, STR: 2889, VIT: 1915, SPD: 59, LUK: 1, Attack: 90717, Defense: 85778, Current HP: 2700, A Avg: 113396, D Avg: 85778, [Stargazer(183)[0, 0, 0], Titanium Shield(205)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 431: HP: 2700, STR: 2889, VIT: 1933, SPD: 59, LUK: 1, Attack: 90717, Defense: 85822, Current HP: 2700, A Avg: 113396, D Avg: 85822, [Stargazer(183)[0, 0, 0], Large iron Shield(206)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 430: HP: 2835, STR: 2889, VIT: 1875, SPD: 59, LUK: 1, Attack: 90717, Defense: 85751, Current HP: 2835, A Avg: 113396, D Avg: 85751, [Stargazer(183)[0, 0, 0], Magic Shield(207)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 429: HP: 3060, STR: 2889, VIT: 2037, SPD: 59, LUK: 1, Attack: 90717, Defense: 85874, Current HP: 3060, A Avg: 113396, D Avg: 85874, [Stargazer(183)[0, 0, 0], Emerald Shield(209)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 428: HP: 2898, STR: 2889, VIT: 1817, SPD: 59, LUK: 1, Attack: 90717, Defense: 85589, Current HP: 2898, A Avg: 113396, D Avg: 85589, [Stargazer(183)[0, 0, 0], Clear Shield(211)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 427: HP: 2940, STR: 2889, VIT: 1875, SPD: 59, LUK: 1, Attack: 90717, Defense: 85894, Current HP: 2940, A Avg: 113396, D Avg: 85894, [Stargazer(183)[0, 0, 0], Prism Shield(212)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 426: HP: 2780, STR: 2889, VIT: 1924, SPD: 59, LUK: 1, Attack: 90717, Defense: 85852, Current HP: 2780, A Avg: 113396, D Avg: 85852, [Stargazer(183)[0, 0, 0], Tower Shield(213)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 425: HP: 3439, STR: 2889, VIT: 2057, SPD: 59, LUK: 1, Attack: 90717, Defense: 86619, Current HP: 3439, A Avg: 113396, D Avg: 86619, [Stargazer(183)[0, 0, 0], Slime Shield(221)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 424: HP: 3284, STR: 2889, VIT: 1915, SPD: 59, LUK: 1, Attack: 90717, Defense: 85843, Current HP: 3284, A Avg: 113396, D Avg: 85843, [Stargazer(183)[0, 0, 0], Hardwood Shield(223)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 423: HP: 2835, STR: 2889, VIT: 2410, SPD: 59, LUK: 1, Attack: 90717, Defense: 89198, Current HP: 2835, A Avg: 113396, D Avg: 89198, [Stargazer(183)[0, 0, 0], Energy Shield(227)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 422: HP: 4720, STR: 2889, VIT: 1854, SPD: 59, LUK: 1, Attack: 90717, Defense: 87771, Current HP: 4720, A Avg: 113396, D Avg: 87771, [Stargazer(183)[0, 0, 0], Frying Pan(231)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 421: HP: 3658, STR: 2889, VIT: 2131, SPD: 59, LUK: 1, Attack: 90717, Defense: 86865, Current HP: 3658, A Avg: 113396, D Avg: 86865, [Stargazer(183)[0, 0, 0], Slafield(232)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 420: HP: 3339, STR: 2889, VIT: 2057, SPD: 59, LUK: 1, Attack: 90717, Defense: 87532, Current HP: 3339, A Avg: 113396, D Avg: 87532, [Stargazer(183)[0, 0, 0], Mist Shield(233)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 419: HP: 2900, STR: 2889, VIT: 2466, SPD: 59, LUK: 1, Attack: 90717, Defense: 87434, Current HP: 2900, A Avg: 113396, D Avg: 87434, [Stargazer(183)[0, 0, 0], Huge Shield(234)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 418: HP: 2820, STR: 2889, VIT: 2448, SPD: 59, LUK: 1, Attack: 90717, Defense: 89288, Current HP: 2820, A Avg: 113396, D Avg: 89288, [Stargazer(183)[0, 0, 0], Aurora Shield(240)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 417: HP: 2700, STR: 2889, VIT: 1751, SPD: 59, LUK: 1, Attack: 90717, Defense: 88540, Current HP: 2700, A Avg: 113396, D Avg: 88540, [Stargazer(183)[0, 0, 0], Graffiti(243)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 416: HP: 2700, STR: 2889, VIT: 2907, SPD: 59, LUK: 1, Attack: 90717, Defense: 92685, Current HP: 2700, A Avg: 113396, D Avg: 92685, [Stargazer(183)[0, 0, 0], Blank Shield(244)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 415: HP: 3200, STR: 2889, VIT: 3564, SPD: 59, LUK: 1, Attack: 90717, Defense: 90352, Current HP: 3200, A Avg: 113396, D Avg: 90352, [Stargazer(183)[0, 0, 0], Golem Shield(245)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 414: HP: 3000, STR: 2889, VIT: 2230, SPD: 63, LUK: 1, Attack: 90717, Defense: 88108, Current HP: 3000, A Avg: 113396, D Avg: 88108, [Stargazer(183)[0, 0, 0], Sticky thread shield(247)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 413: HP: 3756, STR: 2889, VIT: 2311, SPD: 59, LUK: 1, Attack: 90717, Defense: 88527, Current HP: 3756, A Avg: 113396, D Avg: 88527, [Stargazer(183)[0, 0, 0], King Shield(248)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 412: HP: 3255, STR: 2889, VIT: 2322, SPD: 59, LUK: 1, Attack: 90717, Defense: 89357, Current HP: 3255, A Avg: 113396, D Avg: 89357, [Stargazer(183)[0, 0, 0], Warrior's Shield(249)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 411: HP: 2835, STR: 2889, VIT: 2444, SPD: 59, LUK: 1, Attack: 90717, Defense: 89492, Current HP: 2835, A Avg: 113396, D Avg: 89492, [Stargazer(183)[0, 0, 0], Ghost shield(251)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 410: HP: 1342, STR: 2964, VIT: 613, SPD: 56, LUK: 1, Attack: 90015, Defense: 85841, Current HP: 1342, A Avg: 113418, D Avg: 85841, [Tekken(188)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 409: HP: 924, STR: 2971, VIT: 228, SPD: 56, LUK: 1, Attack: 90022, Defense: 88056, Current HP: 924, A Avg: 113427, D Avg: 88056, [Tekken(188)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 408: HP: 2984, STR: 2916, VIT: 2046, SPD: 59, LUK: 1, Attack: 90744, Defense: 85987, Current HP: 2984, A Avg: 113430, D Avg: 85987, [Stargazer(183)[0, 0, 0], Dragon's Scales(215)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 407: HP: 1120, STR: 6171, VIT: 411, SPD: 59, LUK: 1, Attack: 90749, Defense: 85639, Current HP: 1120, A Avg: 113436, D Avg: 85639, [Magical(187)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 406: HP: 5260, STR: 2867, VIT: 1990, SPD: 59, LUK: 1, Attack: 90749, Defense: 88791, Current HP: 5260, A Avg: 113436, D Avg: 88791, [Wild Card(175)[0, 0, 0], Riot(236)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 405: HP: 1320, STR: 5219, VIT: 989, SPD: 59, LUK: 1, Attack: 90759, Defense: 86217, Current HP: 1320, A Avg: 113448, D Avg: 86217, [Zodiac(184)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 404: HP: 5104, STR: 4243, VIT: 2610, SPD: 56, LUK: 1, Attack: 90056, Defense: 92388, Current HP: 5104, A Avg: 113470, D Avg: 92388, [Spear of Regression(182)[0, 0, 0], Blank Shield(244)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 403: HP: 4560, STR: 4984, VIT: 627, SPD: 59, LUK: 1, Attack: 90797, Defense: 84490, Current HP: 4560, A Avg: 113496, D Avg: 84490, [Spear of Regression(182)[0, 0, 0], Small Sword(218)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 402: HP: 5412, STR: 2201, VIT: 1996, SPD: 59, LUK: 1, Attack: 90083, Defense: 86132, Current HP: 5412, A Avg: 113504, D Avg: 86132, [Wild Card(175)[0, 0, 0], Magnum(237)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 401: HP: 4580, STR: 5000, VIT: 958, SPD: 59, LUK: 1, Attack: 90813, Defense: 85549, Current HP: 4580, A Avg: 113516, D Avg: 85549, [Spear of Regression(182)[0, 0, 0], Black Hole(229)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 400: HP: 4920, STR: 5000, VIT: 1016, SPD: 59, LUK: 1, Attack: 90813, Defense: 87934, Current HP: 4920, A Avg: 113516, D Avg: 87934, [Spear of Regression(182)[0, 0, 0], White Hole(230)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 399: HP: 2700, STR: 2994, VIT: 1875, SPD: 63, LUK: 1, Attack: 90822, Defense: 85900, Current HP: 2700, A Avg: 113527, D Avg: 85900, [Stargazer(183)[0, 0, 0], Conductive Barrier(208)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 398: HP: 2720, STR: 2996, VIT: 1875, SPD: 59, LUK: 1, Attack: 90824, Defense: 85881, Current HP: 2720, A Avg: 113530, D Avg: 85881, [Stargazer(183)[0, 0, 0], Wings of Beast(210)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 397: HP: 2700, STR: 2996, VIT: 4641, SPD: 59, LUK: 1, Attack: 90824, Defense: 90311, Current HP: 2700, A Avg: 113530, D Avg: 90311, [Stargazer(183)[0, 0, 0], Shield of Thousand(246)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 396: HP: 5420, STR: 2951, VIT: 2522, SPD: 59, LUK: 1, Attack: 90833, Defense: 90090, Current HP: 5420, A Avg: 113541, D Avg: 90090, [Wild Card(175)[0, 0, 0], Storm Wall(242)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 395: HP: 3140, STR: 3007, VIT: 2048, SPD: 59, LUK: 1, Attack: 90835, Defense: 86288, Current HP: 3140, A Avg: 113543, D Avg: 86288, [Stargazer(183)[0, 0, 0], Dragon's Wings(216)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 394: HP: 5733, STR: 5043, VIT: 1009, SPD: 59, LUK: 1, Attack: 90856, Defense: 87121, Current HP: 5733, A Avg: 113570, D Avg: 87121, [Spear of Regression(182)[0, 0, 0], Goblin Hand(250)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 393: HP: 4940, STR: 5070, VIT: 1170, SPD: 59, LUK: 1, Attack: 90883, Defense: 86164, Current HP: 4940, A Avg: 113603, D Avg: 86164, [Spear of Regression(182)[0, 0, 0], Metalization(228)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 392: HP: 3271, STR: 3083, VIT: 2104, SPD: 59, LUK: 1, Attack: 90911, Defense: 87722, Current HP: 3271, A Avg: 113638, D Avg: 87722, [Stargazer(183)[0, 0, 0], Mask of the Grim Reaper(214)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 391: HP: 2972, STR: 3086, VIT: 2390, SPD: 59, LUK: 1, Attack: 90914, Defense: 87228, Current HP: 2972, A Avg: 113642, D Avg: 87228, [Stargazer(183)[0, 0, 0], Bulletproof Shield(235)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 390: HP: 740, STR: 5038, VIT: 622, SPD: 63, LUK: 1, Attack: 90916, Defense: 84966, Current HP: 740, A Avg: 113645, D Avg: 84966, [Blue Sword(180)[0, 0, 0], V Magnum(238)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 389: HP: 4840, STR: 3040, VIT: 1382, SPD: 59, LUK: 1, Attack: 90922, Defense: 85245, Current HP: 4840, A Avg: 113652, D Avg: 85245, [Wild Card(175)[0, 0, 0], Small Sword(218)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
