Rank 1000: HP: 414, STR: 224, VIT: 566, SPD: 16, LUK: 1, Attack: 86752, Defense: 87614, Current HP: 414, A Avg: 109307, D Avg: 87614, [Moon Knuckle(153)[0, 0, 0], Ghost shield(251)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 497: HP: 1260, STR: 1201, VIT: 872, SPD: 17, LUK: 1, Attack: 89029, Defense: 87920, Current HP: 1260, A Avg: 111286, D Avg: 87920, [Stargazer(183)[0, 0, 0], Ghost shield(251)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 496: HP: 1562, STR: 443, VIT: 626, SPD: 17, LUK: 1, Attack: 88325, Defense: 84651, Current HP: 1562, A Avg: 111289, D Avg: 84651, [Wild Card(175)[0, 0, 0], Conductive Barrier(208)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 495: HP: 1584, STR: 447, VIT: 626, SPD: 16, LUK: 1, Attack: 88329, Defense: 84632, Current HP: 1584, A Avg: 111294, D Avg: 84632, [Wild Card(175)[0, 0, 0], Wings of Beast(210)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 494: HP: 1562, STR: 447, VIT: 1736, SPD: 16, LUK: 1, Attack: 88329, Defense: 87406, Current HP: 1562, A Avg: 111294, D Avg: 87406, [Wild Card(175)[0, 0, 0], Shield of Thousand(246)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 493: HP: 1771, STR: 451, VIT: 677, SPD: 16, LUK: 1, Attack: 88333, Defense: 84917, Current HP: 1771, A Avg: 111299, D Avg: 84917, [Wild Card(175)[0, 0, 0], Dragon's Wings(216)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 492: HP: 1766, STR: 456, VIT: 717, SPD: 16, LUK: 1, Attack: 88338, Defense: 86335, Current HP: 1766, A Avg: 111305, D Avg: 86335, [Wild Card(175)[0, 0, 0], Mask of the Grim Reaper(214)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 491: HP: 462, STR: 171, VIT: 356, SPD: 16, LUK: 1, Attack: 88338, Defense: 84947, Current HP: 462, A Avg: 111305, D Avg: 84947, [Basic(169)[0, 0, 0], Black Hole(229)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 490: HP: 561, STR: 171, VIT: 379, SPD: 16, LUK: 1, Attack: 88338, Defense: 87297, Current HP: 561, A Avg: 111305, D Avg: 87297, [Basic(169)[0, 0, 0], White Hole(230)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 489: HP: 1641, STR: 457, VIT: 920, SPD: 16, LUK: 1, Attack: 88339, Defense: 85758, Current HP: 1641, A Avg: 111307, D Avg: 85758, [Wild Card(175)[0, 0, 0], Bulletproof Shield(235)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 488: HP: 1334, STR: 1228, VIT: 786, SPD: 17, LUK: 1, Attack: 89056, Defense: 84727, Current HP: 1334, A Avg: 111320, D Avg: 84727, [Stargazer(183)[0, 0, 0], Dragon's Scales(215)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 487: HP: 440, STR: 187, VIT: 174, SPD: 16, LUK: 1, Attack: 88354, Defense: 84037, Current HP: 440, A Avg: 111326, D Avg: 84037, [Basic(169)[0, 0, 0], Small Sword(218)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 486: HP: 1771, STR: 473, VIT: 945, SPD: 16, LUK: 1, Attack: 88355, Defense: 87746, Current HP: 1771, A Avg: 111327, D Avg: 87746, [Wild Card(175)[0, 0, 0], Riot(236)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 485: HP: 1771, STR: 473, VIT: 702, SPD: 16, LUK: 1, Attack: 88355, Defense: 85566, Current HP: 1771, A Avg: 111327, D Avg: 85566, [Wild Card(175)[0, 0, 0], Dragon's Head(217)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 484: HP: 1683, STR: 473, VIT: 709, SPD: 17, LUK: 1, Attack: 88355, Defense: 85131, Current HP: 1683, A Avg: 111327, D Avg: 85131, [Wild Card(175)[0, 0, 0], Superconducting Barrier(220)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 483: HP: 1200, STR: 1239, VIT: 727, SPD: 18, LUK: 1, Attack: 89067, Defense: 84752, Current HP: 1200, A Avg: 111333, D Avg: 84752, [Stargazer(183)[0, 0, 0], Conductive Barrier(208)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 482: HP: 1645, STR: 479, VIT: 626, SPD: 16, LUK: 1, Attack: 88361, Defense: 85126, Current HP: 1645, A Avg: 111334, D Avg: 85126, [Wild Card(175)[0, 0, 0], Hard Wings of Beast(222)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 481: HP: 1220, STR: 1246, VIT: 727, SPD: 17, LUK: 1, Attack: 89074, Defense: 84733, Current HP: 1220, A Avg: 111342, D Avg: 84733, [Stargazer(183)[0, 0, 0], Wings of Beast(210)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 480: HP: 1200, STR: 1246, VIT: 1453, SPD: 17, LUK: 1, Attack: 89074, Defense: 87123, Current HP: 1200, A Avg: 111342, D Avg: 87123, [Stargazer(183)[0, 0, 0], Shield of Thousand(246)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 479: HP: 1390, STR: 1252, VIT: 788, SPD: 17, LUK: 1, Attack: 89080, Defense: 85028, Current HP: 1390, A Avg: 111350, D Avg: 85028, [Stargazer(183)[0, 0, 0], Dragon's Wings(216)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 478: HP: 543, STR: 207, VIT: 210, SPD: 16, LUK: 1, Attack: 88374, Defense: 84216, Current HP: 543, A Avg: 111351, D Avg: 84216, [Basic(169)[0, 0, 0], Small Dragon Sword(224)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 477: HP: 1381, STR: 1260, VIT: 787, SPD: 17, LUK: 1, Attack: 89088, Defense: 86405, Current HP: 1381, A Avg: 111360, D Avg: 86405, [Stargazer(183)[0, 0, 0], Mask of the Grim Reaper(214)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 476: HP: 1272, STR: 1263, VIT: 950, SPD: 17, LUK: 1, Attack: 89091, Defense: 85788, Current HP: 1272, A Avg: 111363, D Avg: 85788, [Stargazer(183)[0, 0, 0], Bulletproof Shield(235)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 475: HP: 583, STR: 217, VIT: 197, SPD: 16, LUK: 1, Attack: 88384, Defense: 84086, Current HP: 583, A Avg: 111363, D Avg: 84086, [Basic(169)[0, 0, 0], Small Lion(219)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 474: HP: 1606, STR: 507, VIT: 785, SPD: 16, LUK: 1, Attack: 88389, Defense: 85376, Current HP: 1606, A Avg: 111370, D Avg: 85376, [Wild Card(175)[0, 0, 0], Black Hole(229)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 473: HP: 1705, STR: 507, VIT: 808, SPD: 16, LUK: 1, Attack: 88389, Defense: 87726, Current HP: 1705, A Avg: 111370, D Avg: 87726, [Wild Card(175)[0, 0, 0], White Hole(230)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 472: HP: 620, STR: 2049, VIT: 117, SPD: 18, LUK: 1, Attack: 89100, Defense: 86905, Current HP: 620, A Avg: 111375, D Avg: 86905, [Tekken(188)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 471: HP: 410, STR: 935, VIT: 224, SPD: 17, LUK: 1, Attack: 89102, Defense: 85452, Current HP: 410, A Avg: 111377, D Avg: 85452, [Basic(169)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 470: HP: 920, STR: 236, VIT: 434, SPD: 16, LUK: 1, Attack: 88403, Defense: 86546, Current HP: 920, A Avg: 111387, D Avg: 86546, [Basic(169)[0, 0, 0], Goblin Hand(250)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 469: HP: 1617, STR: 3302, VIT: 348, SPD: 17, LUK: 1, Attack: 89115, Defense: 84071, Current HP: 1617, A Avg: 111393, D Avg: 84071, [Spear of Regression(182)[0, 0, 0], Pot Lid(201)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 468: HP: 1617, STR: 3302, VIT: 348, SPD: 17, LUK: 1, Attack: 89115, Defense: 84081, Current HP: 1617, A Avg: 111393, D Avg: 84081, [Spear of Regression(182)[0, 0, 0], High Pot Lid(202)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 467: HP: 1540, STR: 3302, VIT: 378, SPD: 17, LUK: 1, Attack: 89115, Defense: 84247, Current HP: 1540, A Avg: 111393, D Avg: 84247, [Spear of Regression(182)[0, 0, 0], Wooden Shield(203)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 466: HP: 1540, STR: 3302, VIT: 383, SPD: 17, LUK: 1, Attack: 89115, Defense: 84187, Current HP: 1540, A Avg: 111393, D Avg: 84187, [Spear of Regression(182)[0, 0, 0], Iron Shield(204)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 465: HP: 1540, STR: 3302, VIT: 385, SPD: 17, LUK: 1, Attack: 89115, Defense: 84248, Current HP: 1540, A Avg: 111393, D Avg: 84248, [Spear of Regression(182)[0, 0, 0], Titanium Shield(205)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 464: HP: 1540, STR: 3302, VIT: 403, SPD: 17, LUK: 1, Attack: 89115, Defense: 84292, Current HP: 1540, A Avg: 111393, D Avg: 84292, [Spear of Regression(182)[0, 0, 0], Large iron Shield(206)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 463: HP: 1617, STR: 3302, VIT: 387, SPD: 17, LUK: 1, Attack: 89115, Defense: 84263, Current HP: 1617, A Avg: 111393, D Avg: 84263, [Spear of Regression(182)[0, 0, 0], Magic Shield(207)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 462: HP: 1650, STR: 3302, VIT: 417, SPD: 17, LUK: 1, Attack: 89115, Defense: 84254, Current HP: 1650, A Avg: 111393, D Avg: 84254, [Spear of Regression(182)[0, 0, 0], Emerald Shield(209)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 461: HP: 1680, STR: 3302, VIT: 372, SPD: 17, LUK: 1, Attack: 89115, Defense: 84144, Current HP: 1680, A Avg: 111393, D Avg: 84144, [Spear of Regression(182)[0, 0, 0], Clear Shield(211)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 460: HP: 1722, STR: 3302, VIT: 387, SPD: 17, LUK: 1, Attack: 89115, Defense: 84406, Current HP: 1722, A Avg: 111393, D Avg: 84406, [Spear of Regression(182)[0, 0, 0], Prism Shield(212)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 459: HP: 1620, STR: 3302, VIT: 394, SPD: 17, LUK: 1, Attack: 89115, Defense: 84322, Current HP: 1620, A Avg: 111393, D Avg: 84322, [Spear of Regression(182)[0, 0, 0], Tower Shield(213)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 458: HP: 1854, STR: 3302, VIT: 442, SPD: 17, LUK: 1, Attack: 89115, Defense: 85004, Current HP: 1854, A Avg: 111393, D Avg: 85004, [Spear of Regression(182)[0, 0, 0], Slime Shield(221)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 457: HP: 1724, STR: 3302, VIT: 385, SPD: 17, LUK: 1, Attack: 89115, Defense: 84313, Current HP: 1724, A Avg: 111393, D Avg: 84313, [Spear of Regression(182)[0, 0, 0], Hardwood Shield(223)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 456: HP: 1617, STR: 3302, VIT: 710, SPD: 17, LUK: 1, Attack: 89115, Defense: 87498, Current HP: 1617, A Avg: 111393, D Avg: 87498, [Spear of Regression(182)[0, 0, 0], Energy Shield(227)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 455: HP: 2810, STR: 3302, VIT: 369, SPD: 17, LUK: 1, Attack: 89115, Defense: 86286, Current HP: 2810, A Avg: 111393, D Avg: 86286, [Spear of Regression(182)[0, 0, 0], Frying Pan(231)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 454: HP: 2020, STR: 3302, VIT: 474, SPD: 17, LUK: 1, Attack: 89115, Defense: 85208, Current HP: 2020, A Avg: 111393, D Avg: 85208, [Spear of Regression(182)[0, 0, 0], Slafield(232)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 453: HP: 1858, STR: 3302, VIT: 442, SPD: 17, LUK: 1, Attack: 89115, Defense: 85917, Current HP: 1858, A Avg: 111393, D Avg: 85917, [Spear of Regression(182)[0, 0, 0], Mist Shield(233)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 452: HP: 1740, STR: 3302, VIT: 531, SPD: 17, LUK: 1, Attack: 89115, Defense: 85499, Current HP: 1740, A Avg: 111393, D Avg: 85499, [Spear of Regression(182)[0, 0, 0], Huge Shield(234)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 451: HP: 1660, STR: 3302, VIT: 620, SPD: 17, LUK: 1, Attack: 89115, Defense: 87460, Current HP: 1660, A Avg: 111393, D Avg: 87460, [Spear of Regression(182)[0, 0, 0], Aurora Shield(240)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 450: HP: 1900, STR: 3302, VIT: 486, SPD: 17, LUK: 1, Attack: 89115, Defense: 87911, Current HP: 1900, A Avg: 111393, D Avg: 87911, [Spear of Regression(182)[0, 0, 0], Cloud Shield(241)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 449: HP: 1540, STR: 3302, VIT: 348, SPD: 17, LUK: 1, Attack: 89115, Defense: 87137, Current HP: 1540, A Avg: 111393, D Avg: 87137, [Spear of Regression(182)[0, 0, 0], Graffiti(243)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 448: HP: 2040, STR: 3302, VIT: 954, SPD: 17, LUK: 1, Attack: 89115, Defense: 87742, Current HP: 2040, A Avg: 111393, D Avg: 87742, [Spear of Regression(182)[0, 0, 0], Golem Shield(245)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 447: HP: 1840, STR: 3302, VIT: 487, SPD: 18, LUK: 1, Attack: 89115, Defense: 86365, Current HP: 1840, A Avg: 111393, D Avg: 86365, [Spear of Regression(182)[0, 0, 0], Sticky thread shield(247)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 446: HP: 1996, STR: 3302, VIT: 556, SPD: 17, LUK: 1, Attack: 89115, Defense: 86772, Current HP: 1996, A Avg: 111393, D Avg: 86772, [Spear of Regression(182)[0, 0, 0], King Shield(248)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 445: HP: 2037, STR: 3302, VIT: 749, SPD: 17, LUK: 1, Attack: 89115, Defense: 87784, Current HP: 2037, A Avg: 111393, D Avg: 87784, [Spear of Regression(182)[0, 0, 0], Warrior's Shield(249)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 444: HP: 1617, STR: 3302, VIT: 532, SPD: 17, LUK: 1, Attack: 89115, Defense: 87580, Current HP: 1617, A Avg: 111393, D Avg: 87580, [Spear of Regression(182)[0, 0, 0], Ghost shield(251)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 443: HP: 1390, STR: 1290, VIT: 966, SPD: 17, LUK: 1, Attack: 89118, Defense: 87767, Current HP: 1390, A Avg: 111397, D Avg: 87767, [Stargazer(183)[0, 0, 0], Riot(236)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 442: HP: 1390, STR: 1290, VIT: 804, SPD: 17, LUK: 1, Attack: 89118, Defense: 85668, Current HP: 1390, A Avg: 111397, D Avg: 85668, [Stargazer(183)[0, 0, 0], Dragon's Head(217)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 441: HP: 1310, STR: 1290, VIT: 782, SPD: 18, LUK: 1, Attack: 89118, Defense: 85204, Current HP: 1310, A Avg: 111397, D Avg: 85204, [Stargazer(183)[0, 0, 0], Superconducting Barrier(220)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 440: HP: 240, STR: 2069, VIT: 117, SPD: 17, LUK: 1, Attack: 89120, Defense: 87945, Current HP: 240, A Avg: 111400, D Avg: 87945, [Tekken(188)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 439: HP: 858, STR: 252, VIT: 669, SPD: 16, LUK: 1, Attack: 88419, Defense: 85663, Current HP: 858, A Avg: 111407, D Avg: 85663, [Basic(169)[0, 0, 0], Metalization(228)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 438: HP: 1276, STR: 1299, VIT: 727, SPD: 17, LUK: 1, Attack: 89127, Defense: 85227, Current HP: 1276, A Avg: 111408, D Avg: 85227, [Stargazer(183)[0, 0, 0], Hard Wings of Beast(222)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 437: HP: 280, STR: 963, VIT: 142, SPD: 18, LUK: 1, Attack: 89130, Defense: 84278, Current HP: 280, A Avg: 111412, D Avg: 84278, [Basic(169)[0, 0, 0], Magnum(237)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 436: HP: 1584, STR: 544, VIT: 603, SPD: 16, LUK: 1, Attack: 88426, Defense: 84466, Current HP: 1584, A Avg: 111416, D Avg: 84466, [Wild Card(175)[0, 0, 0], Small Sword(218)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 435: HP: 1078, STR: 260, VIT: 1008, SPD: 16, LUK: 1, Attack: 88427, Defense: 88576, Current HP: 1078, A Avg: 111418, D Avg: 88576, [Basic(169)[0, 0, 0], Storm Wall(242)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 434: HP: 1674, STR: 3329, VIT: 426, SPD: 17, LUK: 1, Attack: 89142, Defense: 84367, Current HP: 1674, A Avg: 111427, D Avg: 84367, [Spear of Regression(182)[0, 0, 0], Dragon's Scales(215)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 433: HP: 1540, STR: 3339, VIT: 387, SPD: 18, LUK: 1, Attack: 89152, Defense: 84412, Current HP: 1540, A Avg: 111440, D Avg: 84412, [Spear of Regression(182)[0, 0, 0], Conductive Barrier(208)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 432: HP: 1687, STR: 564, VIT: 639, SPD: 16, LUK: 1, Attack: 88446, Defense: 84645, Current HP: 1687, A Avg: 111441, D Avg: 84645, [Wild Card(175)[0, 0, 0], Small Dragon Sword(224)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 431: HP: 2116, STR: 572, VIT: 863, SPD: 16, LUK: 1, Attack: 88454, Defense: 86975, Current HP: 2116, A Avg: 111452, D Avg: 86975, [Wild Card(175)[0, 0, 0], Goblin Hand(250)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 430: HP: 1727, STR: 574, VIT: 626, SPD: 16, LUK: 1, Attack: 88456, Defense: 84515, Current HP: 1727, A Avg: 111454, D Avg: 84515, [Wild Card(175)[0, 0, 0], Small Lion(219)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 429: HP: 1730, STR: 3353, VIT: 428, SPD: 17, LUK: 1, Attack: 89166, Defense: 84668, Current HP: 1730, A Avg: 111457, D Avg: 84668, [Spear of Regression(182)[0, 0, 0], Dragon's Wings(216)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 428: HP: 1738, STR: 3361, VIT: 447, SPD: 17, LUK: 1, Attack: 89174, Defense: 86065, Current HP: 1738, A Avg: 111467, D Avg: 86065, [Spear of Regression(182)[0, 0, 0], Mask of the Grim Reaper(214)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 427: HP: 1240, STR: 1347, VIT: 831, SPD: 17, LUK: 1, Attack: 89175, Defense: 85422, Current HP: 1240, A Avg: 111468, D Avg: 85422, [Stargazer(183)[0, 0, 0], Black Hole(229)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 426: HP: 1330, STR: 1347, VIT: 846, SPD: 17, LUK: 1, Attack: 89175, Defense: 87764, Current HP: 1330, A Avg: 111468, D Avg: 87764, [Stargazer(183)[0, 0, 0], White Hole(230)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 425: HP: 1612, STR: 3364, VIT: 590, SPD: 17, LUK: 1, Attack: 89177, Defense: 85428, Current HP: 1612, A Avg: 111471, D Avg: 85428, [Spear of Regression(182)[0, 0, 0], Bulletproof Shield(235)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 424: HP: 2002, STR: 588, VIT: 1115, SPD: 16, LUK: 1, Attack: 88470, Defense: 86109, Current HP: 2002, A Avg: 111472, D Avg: 86109, [Wild Card(175)[0, 0, 0], Metalization(228)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 423: HP: 1495, STR: 646, VIT: 972, SPD: 16, LUK: 1, Attack: 88474, Defense: 84695, Current HP: 1495, A Avg: 111477, D Avg: 84695, [Stargazer(183)[0, 0, 0], Pot Lid(201)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 422: HP: 1495, STR: 646, VIT: 972, SPD: 16, LUK: 1, Attack: 88474, Defense: 84705, Current HP: 1495, A Avg: 111477, D Avg: 84705, [Stargazer(183)[0, 0, 0], High Pot Lid(202)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 421: HP: 1430, STR: 646, VIT: 1023, SPD: 16, LUK: 1, Attack: 88474, Defense: 84892, Current HP: 1430, A Avg: 111477, D Avg: 84892, [Stargazer(183)[0, 0, 0], Wooden Shield(203)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 420: HP: 1430, STR: 646, VIT: 1031, SPD: 16, LUK: 1, Attack: 88474, Defense: 84835, Current HP: 1430, A Avg: 111477, D Avg: 84835, [Stargazer(183)[0, 0, 0], Iron Shield(204)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 419: HP: 1430, STR: 646, VIT: 1034, SPD: 16, LUK: 1, Attack: 88474, Defense: 84897, Current HP: 1430, A Avg: 111477, D Avg: 84897, [Stargazer(183)[0, 0, 0], Titanium Shield(205)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 418: HP: 1430, STR: 646, VIT: 1061, SPD: 16, LUK: 1, Attack: 88474, Defense: 84950, Current HP: 1430, A Avg: 111477, D Avg: 84950, [Stargazer(183)[0, 0, 0], Large iron Shield(206)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 417: HP: 1495, STR: 646, VIT: 1032, SPD: 16, LUK: 1, Attack: 88474, Defense: 84908, Current HP: 1495, A Avg: 111477, D Avg: 84908, [Stargazer(183)[0, 0, 0], Magic Shield(207)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 416: HP: 1551, STR: 646, VIT: 1082, SPD: 16, LUK: 1, Attack: 88474, Defense: 84919, Current HP: 1551, A Avg: 111477, D Avg: 84919, [Stargazer(183)[0, 0, 0], Emerald Shield(209)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 415: HP: 1564, STR: 646, VIT: 1008, SPD: 16, LUK: 1, Attack: 88474, Defense: 84780, Current HP: 1564, A Avg: 111477, D Avg: 84780, [Stargazer(183)[0, 0, 0], Clear Shield(211)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 414: HP: 1610, STR: 646, VIT: 1032, SPD: 16, LUK: 1, Attack: 88474, Defense: 85051, Current HP: 1610, A Avg: 111477, D Avg: 85051, [Stargazer(183)[0, 0, 0], Prism Shield(212)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 413: HP: 1518, STR: 646, VIT: 1047, SPD: 16, LUK: 1, Attack: 88474, Defense: 84975, Current HP: 1518, A Avg: 111477, D Avg: 84975, [Stargazer(183)[0, 0, 0], Tower Shield(213)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 412: HP: 1754, STR: 646, VIT: 1115, SPD: 16, LUK: 1, Attack: 88474, Defense: 85677, Current HP: 1754, A Avg: 111477, D Avg: 85677, [Stargazer(183)[0, 0, 0], Slime Shield(221)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 411: HP: 1632, STR: 646, VIT: 1034, SPD: 16, LUK: 1, Attack: 88474, Defense: 84962, Current HP: 1632, A Avg: 111477, D Avg: 84962, [Stargazer(183)[0, 0, 0], Hardwood Shield(223)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 410: HP: 1495, STR: 646, VIT: 1526, SPD: 16, LUK: 1, Attack: 88474, Defense: 88314, Current HP: 1495, A Avg: 111477, D Avg: 88314, [Stargazer(183)[0, 0, 0], Energy Shield(227)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 409: HP: 2827, STR: 646, VIT: 1009, SPD: 16, LUK: 1, Attack: 88474, Defense: 86926, Current HP: 2827, A Avg: 111477, D Avg: 86926, [Stargazer(183)[0, 0, 0], Frying Pan(231)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 408: HP: 1936, STR: 646, VIT: 1164, SPD: 16, LUK: 1, Attack: 88474, Defense: 85898, Current HP: 1936, A Avg: 111477, D Avg: 85898, [Stargazer(183)[0, 0, 0], Slafield(232)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 407: HP: 1759, STR: 646, VIT: 1115, SPD: 16, LUK: 1, Attack: 88474, Defense: 86590, Current HP: 1759, A Avg: 111477, D Avg: 86590, [Stargazer(183)[0, 0, 0], Mist Shield(233)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 406: HP: 1650, STR: 646, VIT: 1252, SPD: 16, LUK: 1, Attack: 88474, Defense: 86220, Current HP: 1650, A Avg: 111477, D Avg: 86220, [Stargazer(183)[0, 0, 0], Huge Shield(234)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 405: HP: 1562, STR: 646, VIT: 1388, SPD: 16, LUK: 1, Attack: 88474, Defense: 88228, Current HP: 1562, A Avg: 111477, D Avg: 88228, [Stargazer(183)[0, 0, 0], Aurora Shield(240)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 404: HP: 1430, STR: 646, VIT: 972, SPD: 16, LUK: 1, Attack: 88474, Defense: 87761, Current HP: 1430, A Avg: 111477, D Avg: 87761, [Stargazer(183)[0, 0, 0], Graffiti(243)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 403: HP: 1430, STR: 646, VIT: 1440, SPD: 16, LUK: 1, Attack: 88474, Defense: 91218, Current HP: 1430, A Avg: 111477, D Avg: 91218, [Stargazer(183)[0, 0, 0], Blank Shield(244)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 402: HP: 1980, STR: 646, VIT: 1887, SPD: 16, LUK: 1, Attack: 88474, Defense: 88675, Current HP: 1980, A Avg: 111477, D Avg: 88675, [Stargazer(183)[0, 0, 0], Golem Shield(245)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 401: HP: 1760, STR: 646, VIT: 1185, SPD: 17, LUK: 1, Attack: 88474, Defense: 87063, Current HP: 1760, A Avg: 111477, D Avg: 87063, [Stargazer(183)[0, 0, 0], Sticky thread shield(247)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
