Rank 1000: HP: 1064, STR: 288928, VIT: 539, SPD: 42, LUK: 1, Attack: 374897, Defense: 86417, Current HP: 1064, A Avg: 997226, D Avg: 86417, [Fire Chariot(138)[230, 230, 230], Sticky thread shield(247)[230, 230, 67], Ring of power(314)[68, 803, 807]]
Rank 540: HP: 608, STR: 312456, VIT: 100, SPD: 40, LUK: 1, Attack: 396579, Defense: 83969, Current HP: 608, A Avg: 1054900, D Avg: 83969, [Pinpoint(112)[230, 230, 230], Wooden Shield(203)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 539: HP: 608, STR: 312456, VIT: 105, SPD: 40, LUK: 1, Attack: 396579, Defense: 83909, Current HP: 608, A Avg: 1054900, D Avg: 83909, [Pinpoint(112)[230, 230, 230], Iron Shield(204)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 538: HP: 608, STR: 312456, VIT: 132, SPD: 40, LUK: 1, Attack: 396579, Defense: 83995, Current HP: 608, A Avg: 1054900, D Avg: 83995, [Pinpoint(112)[230, 230, 230], Titanium Shield(205)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 537: HP: 608, STR: 312456, VIT: 149, SPD: 40, LUK: 1, Attack: 396579, Defense: 84038, Current HP: 608, A Avg: 1054900, D Avg: 84038, [Pinpoint(112)[230, 230, 230], Large iron Shield(206)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 536: HP: 640, STR: 312456, VIT: 171, SPD: 40, LUK: 1, Attack: 396579, Defense: 84047, Current HP: 640, A Avg: 1054900, D Avg: 84047, [Pinpoint(112)[230, 230, 230], Magic Shield(207)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 535: HP: 855, STR: 312456, VIT: 214, SPD: 40, LUK: 1, Attack: 396579, Defense: 84051, Current HP: 855, A Avg: 1054900, D Avg: 84051, [Pinpoint(112)[230, 230, 230], Emerald Shield(209)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 534: HP: 700, STR: 312456, VIT: 132, SPD: 40, LUK: 1, Attack: 396579, Defense: 83904, Current HP: 700, A Avg: 1054900, D Avg: 83904, [Pinpoint(112)[230, 230, 230], Clear Shield(211)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 533: HP: 740, STR: 312456, VIT: 171, SPD: 40, LUK: 1, Attack: 396579, Defense: 84190, Current HP: 740, A Avg: 1054900, D Avg: 84190, [Pinpoint(112)[230, 230, 230], Prism Shield(212)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 532: HP: 684, STR: 312456, VIT: 141, SPD: 40, LUK: 1, Attack: 396579, Defense: 84069, Current HP: 684, A Avg: 1054900, D Avg: 84069, [Pinpoint(112)[230, 230, 230], Tower Shield(213)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 531: HP: 1076, STR: 312456, VIT: 294, SPD: 40, LUK: 1, Attack: 396579, Defense: 84856, Current HP: 1076, A Avg: 1054900, D Avg: 84856, [Pinpoint(112)[230, 230, 230], Slime Shield(221)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 530: HP: 1010, STR: 312456, VIT: 132, SPD: 40, LUK: 1, Attack: 396579, Defense: 84060, Current HP: 1010, A Avg: 1054900, D Avg: 84060, [Pinpoint(112)[230, 230, 230], Hardwood Shield(223)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 529: HP: 640, STR: 312456, VIT: 595, SPD: 40, LUK: 1, Attack: 396579, Defense: 87383, Current HP: 640, A Avg: 1054900, D Avg: 87383, [Pinpoint(112)[230, 230, 230], Energy Shield(227)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 528: HP: 2242, STR: 312456, VIT: 91, SPD: 40, LUK: 1, Attack: 396579, Defense: 86008, Current HP: 2242, A Avg: 1054900, D Avg: 86008, [Pinpoint(112)[230, 230, 230], Frying Pan(231)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 527: HP: 1264, STR: 312456, VIT: 348, SPD: 40, LUK: 1, Attack: 396579, Defense: 85082, Current HP: 1264, A Avg: 1054900, D Avg: 85082, [Pinpoint(112)[230, 230, 230], Slafield(232)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 526: HP: 1020, STR: 312456, VIT: 294, SPD: 40, LUK: 1, Attack: 396579, Defense: 85769, Current HP: 1020, A Avg: 1054900, D Avg: 85769, [Pinpoint(112)[230, 230, 230], Mist Shield(233)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 525: HP: 798, STR: 312456, VIT: 499, SPD: 40, LUK: 1, Attack: 396579, Defense: 85467, Current HP: 798, A Avg: 1054900, D Avg: 85467, [Pinpoint(112)[230, 230, 230], Huge Shield(234)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 524: HP: 722, STR: 312456, VIT: 582, SPD: 40, LUK: 1, Attack: 396579, Defense: 87422, Current HP: 722, A Avg: 1054900, D Avg: 87422, [Pinpoint(112)[230, 230, 230], Aurora Shield(240)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 523: HP: 1360, STR: 312456, VIT: 432, SPD: 40, LUK: 1, Attack: 396579, Defense: 87857, Current HP: 1360, A Avg: 1054900, D Avg: 87857, [Pinpoint(112)[230, 230, 230], Cloud Shield(241)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 522: HP: 608, STR: 312456, VIT: 86, SPD: 40, LUK: 1, Attack: 396579, Defense: 86875, Current HP: 608, A Avg: 1054900, D Avg: 86875, [Pinpoint(112)[230, 230, 230], Graffiti(243)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 521: HP: 608, STR: 312456, VIT: 854, SPD: 40, LUK: 1, Attack: 396579, Defense: 90632, Current HP: 608, A Avg: 1054900, D Avg: 90632, [Pinpoint(112)[230, 230, 230], Blank Shield(244)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 520: HP: 1083, STR: 312456, VIT: 1281, SPD: 40, LUK: 1, Attack: 396579, Defense: 88069, Current HP: 1083, A Avg: 1054900, D Avg: 88069, [Pinpoint(112)[230, 230, 230], Golem Shield(245)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 519: HP: 893, STR: 312456, VIT: 409, SPD: 42, LUK: 1, Attack: 396579, Defense: 86287, Current HP: 893, A Avg: 1054900, D Avg: 86287, [Pinpoint(112)[230, 230, 230], Sticky thread shield(247)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 518: HP: 1383, STR: 312456, VIT: 421, SPD: 40, LUK: 1, Attack: 396579, Defense: 86637, Current HP: 1383, A Avg: 1054900, D Avg: 86637, [Pinpoint(112)[230, 230, 230], King Shield(248)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 517: HP: 1040, STR: 312456, VIT: 560, SPD: 40, LUK: 1, Attack: 396579, Defense: 87595, Current HP: 1040, A Avg: 1054900, D Avg: 87595, [Pinpoint(112)[230, 230, 230], Warrior's Shield(249)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 516: HP: 640, STR: 312456, VIT: 547, SPD: 40, LUK: 1, Attack: 396579, Defense: 87595, Current HP: 640, A Avg: 1054900, D Avg: 87595, [Pinpoint(112)[230, 230, 230], Ghost shield(251)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 515: HP: 640, STR: 312456, VIT: 86, SPD: 40, LUK: 1, Attack: 396579, Defense: 83809, Current HP: 640, A Avg: 1054900, D Avg: 83809, [Pinpoint(112)[230, 230, 230], Pot Lid(201)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 514: HP: 640, STR: 312456, VIT: 86, SPD: 40, LUK: 1, Attack: 396579, Defense: 83819, Current HP: 640, A Avg: 1054900, D Avg: 83819, [Pinpoint(112)[230, 230, 230], High Pot Lid(202)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 513: HP: 608, STR: 312456, VIT: 100, SPD: 40, LUK: 1, Attack: 396579, Defense: 83969, Current HP: 608, A Avg: 1054900, D Avg: 83969, [Pinpoint(112)[230, 230, 230], Wooden Shield(203)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 512: HP: 608, STR: 312456, VIT: 105, SPD: 40, LUK: 1, Attack: 396579, Defense: 83909, Current HP: 608, A Avg: 1054900, D Avg: 83909, [Pinpoint(112)[230, 230, 230], Iron Shield(204)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 511: HP: 608, STR: 312456, VIT: 132, SPD: 40, LUK: 1, Attack: 396579, Defense: 83995, Current HP: 608, A Avg: 1054900, D Avg: 83995, [Pinpoint(112)[230, 230, 230], Titanium Shield(205)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 510: HP: 608, STR: 312456, VIT: 149, SPD: 40, LUK: 1, Attack: 396579, Defense: 84038, Current HP: 608, A Avg: 1054900, D Avg: 84038, [Pinpoint(112)[230, 230, 230], Large iron Shield(206)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 509: HP: 640, STR: 312456, VIT: 171, SPD: 40, LUK: 1, Attack: 396579, Defense: 84047, Current HP: 640, A Avg: 1054900, D Avg: 84047, [Pinpoint(112)[230, 230, 230], Magic Shield(207)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 508: HP: 855, STR: 312456, VIT: 214, SPD: 40, LUK: 1, Attack: 396579, Defense: 84051, Current HP: 855, A Avg: 1054900, D Avg: 84051, [Pinpoint(112)[230, 230, 230], Emerald Shield(209)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 507: HP: 700, STR: 312456, VIT: 132, SPD: 40, LUK: 1, Attack: 396579, Defense: 83904, Current HP: 700, A Avg: 1054900, D Avg: 83904, [Pinpoint(112)[230, 230, 230], Clear Shield(211)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 506: HP: 740, STR: 312456, VIT: 171, SPD: 40, LUK: 1, Attack: 396579, Defense: 84190, Current HP: 740, A Avg: 1054900, D Avg: 84190, [Pinpoint(112)[230, 230, 230], Prism Shield(212)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 505: HP: 684, STR: 312456, VIT: 141, SPD: 40, LUK: 1, Attack: 396579, Defense: 84069, Current HP: 684, A Avg: 1054900, D Avg: 84069, [Pinpoint(112)[230, 230, 230], Tower Shield(213)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 504: HP: 1076, STR: 312456, VIT: 294, SPD: 40, LUK: 1, Attack: 396579, Defense: 84856, Current HP: 1076, A Avg: 1054900, D Avg: 84856, [Pinpoint(112)[230, 230, 230], Slime Shield(221)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 503: HP: 1010, STR: 312456, VIT: 132, SPD: 40, LUK: 1, Attack: 396579, Defense: 84060, Current HP: 1010, A Avg: 1054900, D Avg: 84060, [Pinpoint(112)[230, 230, 230], Hardwood Shield(223)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 502: HP: 640, STR: 312456, VIT: 595, SPD: 40, LUK: 1, Attack: 396579, Defense: 87383, Current HP: 640, A Avg: 1054900, D Avg: 87383, [Pinpoint(112)[230, 230, 230], Energy Shield(227)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 501: HP: 2242, STR: 312456, VIT: 91, SPD: 40, LUK: 1, Attack: 396579, Defense: 86008, Current HP: 2242, A Avg: 1054900, D Avg: 86008, [Pinpoint(112)[230, 230, 230], Frying Pan(231)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 500: HP: 1264, STR: 312456, VIT: 348, SPD: 40, LUK: 1, Attack: 396579, Defense: 85082, Current HP: 1264, A Avg: 1054900, D Avg: 85082, [Pinpoint(112)[230, 230, 230], Slafield(232)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 499: HP: 1020, STR: 312456, VIT: 294, SPD: 40, LUK: 1, Attack: 396579, Defense: 85769, Current HP: 1020, A Avg: 1054900, D Avg: 85769, [Pinpoint(112)[230, 230, 230], Mist Shield(233)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 498: HP: 798, STR: 312456, VIT: 499, SPD: 40, LUK: 1, Attack: 396579, Defense: 85467, Current HP: 798, A Avg: 1054900, D Avg: 85467, [Pinpoint(112)[230, 230, 230], Huge Shield(234)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 497: HP: 722, STR: 312456, VIT: 582, SPD: 40, LUK: 1, Attack: 396579, Defense: 87422, Current HP: 722, A Avg: 1054900, D Avg: 87422, [Pinpoint(112)[230, 230, 230], Aurora Shield(240)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 496: HP: 1360, STR: 312456, VIT: 432, SPD: 40, LUK: 1, Attack: 396579, Defense: 87857, Current HP: 1360, A Avg: 1054900, D Avg: 87857, [Pinpoint(112)[230, 230, 230], Cloud Shield(241)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 495: HP: 608, STR: 312456, VIT: 86, SPD: 40, LUK: 1, Attack: 396579, Defense: 86875, Current HP: 608, A Avg: 1054900, D Avg: 86875, [Pinpoint(112)[230, 230, 230], Graffiti(243)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 494: HP: 608, STR: 312456, VIT: 854, SPD: 40, LUK: 1, Attack: 396579, Defense: 90632, Current HP: 608, A Avg: 1054900, D Avg: 90632, [Pinpoint(112)[230, 230, 230], Blank Shield(244)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 493: HP: 1083, STR: 312456, VIT: 1281, SPD: 40, LUK: 1, Attack: 396579, Defense: 88069, Current HP: 1083, A Avg: 1054900, D Avg: 88069, [Pinpoint(112)[230, 230, 230], Golem Shield(245)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 492: HP: 893, STR: 312456, VIT: 409, SPD: 42, LUK: 1, Attack: 396579, Defense: 86287, Current HP: 893, A Avg: 1054900, D Avg: 86287, [Pinpoint(112)[230, 230, 230], Sticky thread shield(247)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 491: HP: 1383, STR: 312456, VIT: 421, SPD: 40, LUK: 1, Attack: 396579, Defense: 86637, Current HP: 1383, A Avg: 1054900, D Avg: 86637, [Pinpoint(112)[230, 230, 230], King Shield(248)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 490: HP: 1040, STR: 312456, VIT: 560, SPD: 40, LUK: 1, Attack: 396579, Defense: 87595, Current HP: 1040, A Avg: 1054900, D Avg: 87595, [Pinpoint(112)[230, 230, 230], Warrior's Shield(249)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 489: HP: 640, STR: 312456, VIT: 547, SPD: 40, LUK: 1, Attack: 396579, Defense: 87595, Current HP: 640, A Avg: 1054900, D Avg: 87595, [Pinpoint(112)[230, 230, 230], Ghost shield(251)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 488: HP: 820, STR: 312495, VIT: 222, SPD: 40, LUK: 1, Attack: 396618, Defense: 84163, Current HP: 820, A Avg: 1055003, D Avg: 84163, [Pinpoint(112)[230, 230, 230], Dragon's Scales(215)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 487: HP: 820, STR: 312495, VIT: 222, SPD: 40, LUK: 1, Attack: 396618, Defense: 84163, Current HP: 820, A Avg: 1055003, D Avg: 84163, [Pinpoint(112)[230, 230, 230], Dragon's Scales(215)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 486: HP: 2394, STR: 312698, VIT: 278, SPD: 40, LUK: 1, Attack: 396639, Defense: 86195, Current HP: 2394, A Avg: 1055059, D Avg: 86195, [Rusty Knife(156)[230, 230, 230], Frying Pan(231)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 485: HP: 608, STR: 312569, VIT: 171, SPD: 42, LUK: 1, Attack: 396692, Defense: 84196, Current HP: 608, A Avg: 1055200, D Avg: 84196, [Pinpoint(112)[230, 230, 230], Conductive Barrier(208)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 484: HP: 608, STR: 312569, VIT: 171, SPD: 42, LUK: 1, Attack: 396692, Defense: 84196, Current HP: 608, A Avg: 1055200, D Avg: 84196, [Pinpoint(112)[230, 230, 230], Conductive Barrier(208)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 483: HP: 931, STR: 312588, VIT: 224, SPD: 40, LUK: 1, Attack: 396711, Defense: 84464, Current HP: 931, A Avg: 1055251, D Avg: 84464, [Pinpoint(112)[230, 230, 230], Dragon's Wings(216)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 482: HP: 931, STR: 312588, VIT: 224, SPD: 40, LUK: 1, Attack: 396711, Defense: 84464, Current HP: 931, A Avg: 1055251, D Avg: 84464, [Pinpoint(112)[230, 230, 230], Dragon's Wings(216)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 481: HP: 936, STR: 312659, VIT: 323, SPD: 40, LUK: 1, Attack: 396782, Defense: 85941, Current HP: 936, A Avg: 1055440, D Avg: 85941, [Pinpoint(112)[230, 230, 230], Mask of the Grim Reaper(214)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 480: HP: 936, STR: 312659, VIT: 323, SPD: 40, LUK: 1, Attack: 396782, Defense: 85941, Current HP: 936, A Avg: 1055440, D Avg: 85941, [Pinpoint(112)[230, 230, 230], Mask of the Grim Reaper(214)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 479: HP: 790, STR: 312663, VIT: 479, SPD: 40, LUK: 1, Attack: 396786, Defense: 85317, Current HP: 790, A Avg: 1055450, D Avg: 85317, [Pinpoint(112)[230, 230, 230], Bulletproof Shield(235)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 478: HP: 790, STR: 312663, VIT: 479, SPD: 40, LUK: 1, Attack: 396786, Defense: 85317, Current HP: 790, A Avg: 1055450, D Avg: 85317, [Pinpoint(112)[230, 230, 230], Bulletproof Shield(235)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 477: HP: 1360, STR: 312967, VIT: 412, SPD: 40, LUK: 1, Attack: 396791, Defense: 86524, Current HP: 1360, A Avg: 1055464, D Avg: 86524, [Stun Knuckle(106)[230, 230, 230], Goblin Hand(250)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 476: HP: 1360, STR: 312967, VIT: 412, SPD: 40, LUK: 1, Attack: 396791, Defense: 86524, Current HP: 1360, A Avg: 1055464, D Avg: 86524, [Stun Knuckle(106)[230, 230, 230], Goblin Hand(250)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 475: HP: 923, STR: 312694, VIT: 311, SPD: 40, LUK: 1, Attack: 396804, Defense: 84239, Current HP: 923, A Avg: 1055498, D Avg: 84239, [Dragon Killer(139)[230, 230, 230], Tower Shield(213)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 474: HP: 923, STR: 312694, VIT: 311, SPD: 40, LUK: 1, Attack: 396804, Defense: 84239, Current HP: 923, A Avg: 1055498, D Avg: 84239, [Dragon Killer(139)[230, 230, 230], Tower Shield(213)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 473: HP: 931, STR: 312702, VIT: 265, SPD: 40, LUK: 1, Attack: 396825, Defense: 85129, Current HP: 931, A Avg: 1055554, D Avg: 85129, [Pinpoint(112)[230, 230, 230], Dragon's Head(217)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 472: HP: 855, STR: 312702, VIT: 294, SPD: 42, LUK: 1, Attack: 396825, Defense: 84716, Current HP: 855, A Avg: 1055554, D Avg: 84716, [Pinpoint(112)[230, 230, 230], Superconducting Barrier(220)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 471: HP: 931, STR: 312702, VIT: 265, SPD: 40, LUK: 1, Attack: 396825, Defense: 85129, Current HP: 931, A Avg: 1055554, D Avg: 85129, [Pinpoint(112)[230, 230, 230], Dragon's Head(217)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 470: HP: 855, STR: 312702, VIT: 294, SPD: 42, LUK: 1, Attack: 396825, Defense: 84716, Current HP: 855, A Avg: 1055554, D Avg: 84716, [Pinpoint(112)[230, 230, 230], Superconducting Barrier(220)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 469: HP: 931, STR: 312760, VIT: 520, SPD: 40, LUK: 1, Attack: 396883, Defense: 87321, Current HP: 931, A Avg: 1055708, D Avg: 87321, [Pinpoint(112)[230, 230, 230], Riot(236)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 468: HP: 931, STR: 312760, VIT: 520, SPD: 40, LUK: 1, Attack: 396883, Defense: 87321, Current HP: 931, A Avg: 1055708, D Avg: 87321, [Pinpoint(112)[230, 230, 230], Riot(236)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 467: HP: 1120, STR: 312585, VIT: 726, SPD: 40, LUK: 1, Attack: 396903, Defense: 87514, Current HP: 1120, A Avg: 1055761, D Avg: 87514, [Ruby Knuckle(151)[230, 230, 230], Energy Shield(227)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 466: HP: 1120, STR: 312585, VIT: 726, SPD: 40, LUK: 1, Attack: 396903, Defense: 87514, Current HP: 1120, A Avg: 1055761, D Avg: 87514, [Ruby Knuckle(151)[230, 230, 230], Energy Shield(227)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 465: HP: 1320, STR: 312604, VIT: 644, SPD: 40, LUK: 1, Attack: 397117, Defense: 87679, Current HP: 1320, A Avg: 1056331, D Avg: 87679, [Maximum Iron Mass(123)[230, 230, 230], Warrior's Shield(249)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 464: HP: 1320, STR: 312604, VIT: 644, SPD: 40, LUK: 1, Attack: 397117, Defense: 87679, Current HP: 1320, A Avg: 1056331, D Avg: 87679, [Maximum Iron Mass(123)[230, 230, 230], Warrior's Shield(249)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 463: HP: 646, STR: 313017, VIT: 364, SPD: 40, LUK: 1, Attack: 397140, Defense: 84955, Current HP: 646, A Avg: 1056392, D Avg: 84955, [Pinpoint(112)[230, 230, 230], Black Hole(229)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 462: HP: 874, STR: 313017, VIT: 403, SPD: 40, LUK: 1, Attack: 397140, Defense: 87321, Current HP: 874, A Avg: 1056392, D Avg: 87321, [Pinpoint(112)[230, 230, 230], White Hole(230)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 461: HP: 646, STR: 313017, VIT: 364, SPD: 40, LUK: 1, Attack: 397140, Defense: 84955, Current HP: 646, A Avg: 1056392, D Avg: 84955, [Pinpoint(112)[230, 230, 230], Black Hole(229)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 460: HP: 874, STR: 313017, VIT: 403, SPD: 40, LUK: 1, Attack: 397140, Defense: 87321, Current HP: 874, A Avg: 1056392, D Avg: 87321, [Pinpoint(112)[230, 230, 230], White Hole(230)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 459: HP: 1360, STR: 313119, VIT: 412, SPD: 40, LUK: 1, Attack: 397242, Defense: 86524, Current HP: 1360, A Avg: 1056663, D Avg: 86524, [Pinpoint(112)[230, 230, 230], Goblin Hand(250)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 458: HP: 1360, STR: 313119, VIT: 412, SPD: 40, LUK: 1, Attack: 397242, Defense: 86524, Current HP: 1360, A Avg: 1056663, D Avg: 86524, [Pinpoint(112)[230, 230, 230], Goblin Hand(250)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 457: HP: 988, STR: 313158, VIT: 550, SPD: 40, LUK: 1, Attack: 397281, Defense: 85544, Current HP: 988, A Avg: 1056767, D Avg: 85544, [Pinpoint(112)[230, 230, 230], Metalization(228)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 456: HP: 988, STR: 313158, VIT: 550, SPD: 40, LUK: 1, Attack: 397281, Defense: 85544, Current HP: 988, A Avg: 1056767, D Avg: 85544, [Pinpoint(112)[230, 230, 230], Metalization(228)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 455: HP: 2964, STR: 312698, VIT: 516, SPD: 40, LUK: 1, Attack: 397406, Defense: 86433, Current HP: 2964, A Avg: 1057099, D Avg: 86433, [Thin Blade(158)[230, 230, 230], Frying Pan(231)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 454: HP: 1140, STR: 312850, VIT: 803, SPD: 40, LUK: 1, Attack: 397500, Defense: 87591, Current HP: 1140, A Avg: 1057349, D Avg: 87591, [Diamond Knuckle(152)[230, 230, 230], Energy Shield(227)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 453: HP: 1140, STR: 312850, VIT: 803, SPD: 40, LUK: 1, Attack: 397500, Defense: 87591, Current HP: 1140, A Avg: 1057349, D Avg: 87591, [Diamond Knuckle(152)[230, 230, 230], Energy Shield(227)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 452: HP: 988, STR: 312912, VIT: 550, SPD: 40, LUK: 1, Attack: 397753, Defense: 85544, Current HP: 988, A Avg: 1058022, D Avg: 85544, [Grand Slam(163)[230, 230, 230], Metalization(228)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 451: HP: 988, STR: 312912, VIT: 550, SPD: 40, LUK: 1, Attack: 397753, Defense: 85544, Current HP: 988, A Avg: 1058022, D Avg: 85544, [Grand Slam(163)[230, 230, 230], Metalization(228)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 450: HP: 703, STR: 313279, VIT: 482, SPD: 40, LUK: 1, Attack: 397935, Defense: 85450, Current HP: 703, A Avg: 1058507, D Avg: 85450, [Penetra(161)[230, 230, 230], Huge Shield(234)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 449: HP: 608, STR: 313891, VIT: 86, SPD: 42, LUK: 1, Attack: 398014, Defense: 84222, Current HP: 608, A Avg: 1058717, D Avg: 84222, [Pinpoint(112)[230, 230, 230], Magnum(237)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 448: HP: 608, STR: 313891, VIT: 86, SPD: 42, LUK: 1, Attack: 398014, Defense: 84222, Current HP: 608, A Avg: 1058717, D Avg: 84222, [Pinpoint(112)[230, 230, 230], Magnum(237)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 447: HP: 1007, STR: 312811, VIT: 402, SPD: 40, LUK: 1, Attack: 398143, Defense: 84330, Current HP: 1007, A Avg: 1059060, D Avg: 84330, [Tower(149)[230, 230, 230], Tower Shield(213)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 446: HP: 1007, STR: 312811, VIT: 402, SPD: 40, LUK: 1, Attack: 398143, Defense: 84330, Current HP: 1007, A Avg: 1059060, D Avg: 84330, [Tower(149)[230, 230, 230], Tower Shield(213)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 445: HP: 2394, STR: 313411, VIT: 319, SPD: 40, LUK: 1, Attack: 398249, Defense: 86236, Current HP: 2394, A Avg: 1059342, D Avg: 86236, [Willow Blade(157)[230, 230, 230], Frying Pan(231)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 444: HP: 608, STR: 314375, VIT: 86, SPD: 42, LUK: 1, Attack: 398498, Defense: 84430, Current HP: 608, A Avg: 1060004, D Avg: 84430, [Pinpoint(112)[230, 230, 230], V Magnum(238)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 443: HP: 608, STR: 314375, VIT: 86, SPD: 42, LUK: 1, Attack: 398498, Defense: 84430, Current HP: 608, A Avg: 1060004, D Avg: 84430, [Pinpoint(112)[230, 230, 230], V Magnum(238)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
