Rank 1000: HP: 950, STR: 5437, VIT: 193, SPD: 76, LUK: 1, Attack: 89336, Defense: 88021, Current HP: 950, A Avg: 111670, D Avg: 88021, [Sylph(119)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 478: HP: 6340, STR: 5370, VIT: 2108, SPD: 76, LUK: 1, Attack: 91183, Defense: 89676, Current HP: 6340, A Avg: 113978, D Avg: 89676, [Spear of Regression(182)[0, 0, 0], Storm Wall(242)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 477: HP: 6564, STR: 3304, VIT: 2017, SPD: 76, LUK: 1, Attack: 91186, Defense: 85958, Current HP: 6564, A Avg: 113982, D Avg: 85958, [Wild Card(175)[0, 0, 0], Dragon's Scales(215)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 476: HP: 1400, STR: 5712, VIT: 567, SPD: 76, LUK: 1, Attack: 91187, Defense: 88395, Current HP: 1400, A Avg: 113983, D Avg: 88395, [Elemental(121)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 475: HP: 1440, STR: 5331, VIT: 933, SPD: 76, LUK: 1, Attack: 91209, Defense: 84822, Current HP: 1440, A Avg: 114011, D Avg: 84822, [Blue Sword(180)[0, 0, 0], Small Lion(219)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 474: HP: 4290, STR: 2658, VIT: 3580, SPD: 72, LUK: 1, Attack: 90486, Defense: 87469, Current HP: 4290, A Avg: 114012, D Avg: 87469, [Stargazer(183)[0, 0, 0], Small Lion(219)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 473: HP: 6952, STR: 4678, VIT: 1487, SPD: 72, LUK: 1, Attack: 90491, Defense: 86715, Current HP: 6952, A Avg: 114018, D Avg: 86715, [Spear of Regression(182)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 472: HP: 940, STR: 6574, VIT: 176, SPD: 76, LUK: 1, Attack: 91230, Defense: 88004, Current HP: 940, A Avg: 114037, D Avg: 88004, [Penetra(161)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 471: HP: 1408, STR: 4637, VIT: 1424, SPD: 72, LUK: 1, Attack: 90515, Defense: 89252, Current HP: 1408, A Avg: 114048, D Avg: 89252, [God Hand(179)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 470: HP: 6424, STR: 4711, VIT: 3286, SPD: 72, LUK: 1, Attack: 90524, Defense: 93064, Current HP: 6424, A Avg: 114060, D Avg: 93064, [Spear of Regression(182)[0, 0, 0], Blank Shield(244)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 469: HP: 4096, STR: 2708, VIT: 3593, SPD: 72, LUK: 1, Attack: 90536, Defense: 87599, Current HP: 4096, A Avg: 114075, D Avg: 87599, [Stargazer(183)[0, 0, 0], Small Dragon Sword(224)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 468: HP: 6240, STR: 3399, VIT: 1830, SPD: 76, LUK: 1, Attack: 91281, Defense: 85836, Current HP: 6240, A Avg: 114101, D Avg: 85836, [Wild Card(175)[0, 0, 0], Wings of Beast(210)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 467: HP: 6220, STR: 3399, VIT: 5412, SPD: 76, LUK: 1, Attack: 91281, Defense: 91082, Current HP: 6220, A Avg: 114101, D Avg: 91082, [Wild Card(175)[0, 0, 0], Shield of Thousand(246)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 466: HP: 1480, STR: 5958, VIT: 642, SPD: 76, LUK: 1, Attack: 91290, Defense: 88470, Current HP: 1480, A Avg: 114112, D Avg: 88470, [Tower(149)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 465: HP: 1264, STR: 5412, VIT: 941, SPD: 76, LUK: 1, Attack: 91290, Defense: 84947, Current HP: 1264, A Avg: 114112, D Avg: 84947, [Blue Sword(180)[0, 0, 0], Small Dragon Sword(224)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 464: HP: 6220, STR: 3410, VIT: 1830, SPD: 81, LUK: 1, Attack: 91292, Defense: 85855, Current HP: 6220, A Avg: 114115, D Avg: 85855, [Wild Card(175)[0, 0, 0], Conductive Barrier(208)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 463: HP: 1660, STR: 5415, VIT: 1244, SPD: 76, LUK: 1, Attack: 91293, Defense: 86472, Current HP: 1660, A Avg: 114116, D Avg: 86472, [God Hand(179)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 462: HP: 940, STR: 6456, VIT: 571, SPD: 76, LUK: 1, Attack: 91294, Defense: 88399, Current HP: 940, A Avg: 114117, D Avg: 88399, [Classic(168)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 461: HP: 6760, STR: 3423, VIT: 2019, SPD: 76, LUK: 1, Attack: 91305, Defense: 86259, Current HP: 6760, A Avg: 114131, D Avg: 86259, [Wild Card(175)[0, 0, 0], Dragon's Wings(216)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 460: HP: 2260, STR: 4827, VIT: 1285, SPD: 81, LUK: 1, Attack: 91316, Defense: 88073, Current HP: 2260, A Avg: 114145, D Avg: 88073, [Cuttlefish(178)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 459: HP: 1040, STR: 6746, VIT: 315, SPD: 72, LUK: 1, Attack: 91324, Defense: 84334, Current HP: 1040, A Avg: 114155, D Avg: 84334, [Magical(187)[0, 0, 0], Prism Shield(212)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 458: HP: 2380, STR: 6423, VIT: 625, SPD: 76, LUK: 1, Attack: 91346, Defense: 88453, Current HP: 2380, A Avg: 114182, D Avg: 88453, [Pangaea(164)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 457: HP: 6952, STR: 2745, VIT: 2568, SPD: 76, LUK: 1, Attack: 90627, Defense: 86704, Current HP: 6952, A Avg: 114190, D Avg: 86704, [Wild Card(175)[0, 0, 0], Magnum(237)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 456: HP: 5760, STR: 5544, VIT: 729, SPD: 76, LUK: 1, Attack: 91357, Defense: 84592, Current HP: 5760, A Avg: 114196, D Avg: 84592, [Spear of Regression(182)[0, 0, 0], Small Sword(218)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 455: HP: 2060, STR: 3210, VIT: 202, SPD: 81, LUK: 1, Attack: 91377, Defense: 86990, Current HP: 2060, A Avg: 114221, D Avg: 86990, [Basic(169)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 454: HP: 3465, STR: 3564, VIT: 2176, SPD: 76, LUK: 1, Attack: 91392, Defense: 85899, Current HP: 3465, A Avg: 114240, D Avg: 85899, [Stargazer(183)[0, 0, 0], Pot Lid(201)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 453: HP: 3465, STR: 3564, VIT: 2176, SPD: 76, LUK: 1, Attack: 91392, Defense: 85909, Current HP: 3465, A Avg: 114240, D Avg: 85909, [Stargazer(183)[0, 0, 0], High Pot Lid(202)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 452: HP: 3300, STR: 3564, VIT: 2313, SPD: 76, LUK: 1, Attack: 91392, Defense: 86182, Current HP: 3300, A Avg: 114240, D Avg: 86182, [Stargazer(183)[0, 0, 0], Wooden Shield(203)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 451: HP: 3300, STR: 3564, VIT: 2318, SPD: 76, LUK: 1, Attack: 91392, Defense: 86122, Current HP: 3300, A Avg: 114240, D Avg: 86122, [Stargazer(183)[0, 0, 0], Iron Shield(204)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 450: HP: 3300, STR: 3564, VIT: 2383, SPD: 76, LUK: 1, Attack: 91392, Defense: 86246, Current HP: 3300, A Avg: 114240, D Avg: 86246, [Stargazer(183)[0, 0, 0], Titanium Shield(205)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 449: HP: 3300, STR: 3564, VIT: 2401, SPD: 76, LUK: 1, Attack: 91392, Defense: 86290, Current HP: 3300, A Avg: 114240, D Avg: 86290, [Stargazer(183)[0, 0, 0], Large iron Shield(206)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 448: HP: 3465, STR: 3564, VIT: 2334, SPD: 76, LUK: 1, Attack: 91392, Defense: 86210, Current HP: 3465, A Avg: 114240, D Avg: 86210, [Stargazer(183)[0, 0, 0], Magic Shield(207)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 447: HP: 3760, STR: 3564, VIT: 2541, SPD: 76, LUK: 1, Attack: 91392, Defense: 86378, Current HP: 3760, A Avg: 114240, D Avg: 86378, [Stargazer(183)[0, 0, 0], Emerald Shield(209)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 446: HP: 3528, STR: 3564, VIT: 2259, SPD: 76, LUK: 1, Attack: 91392, Defense: 86031, Current HP: 3528, A Avg: 114240, D Avg: 86031, [Stargazer(183)[0, 0, 0], Clear Shield(211)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 445: HP: 3570, STR: 3564, VIT: 2334, SPD: 76, LUK: 1, Attack: 91392, Defense: 86353, Current HP: 3570, A Avg: 114240, D Avg: 86353, [Stargazer(183)[0, 0, 0], Prism Shield(212)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 444: HP: 3380, STR: 3564, VIT: 2392, SPD: 76, LUK: 1, Attack: 91392, Defense: 86320, Current HP: 3380, A Avg: 114240, D Avg: 86320, [Stargazer(183)[0, 0, 0], Tower Shield(213)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 443: HP: 4216, STR: 3564, VIT: 2567, SPD: 76, LUK: 1, Attack: 91392, Defense: 87129, Current HP: 4216, A Avg: 114240, D Avg: 87129, [Stargazer(183)[0, 0, 0], Slime Shield(221)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 442: HP: 4044, STR: 3564, VIT: 2383, SPD: 76, LUK: 1, Attack: 91392, Defense: 86311, Current HP: 4044, A Avg: 114240, D Avg: 86311, [Stargazer(183)[0, 0, 0], Hardwood Shield(223)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 441: HP: 3465, STR: 3564, VIT: 2954, SPD: 76, LUK: 1, Attack: 91392, Defense: 89742, Current HP: 3465, A Avg: 114240, D Avg: 89742, [Stargazer(183)[0, 0, 0], Energy Shield(227)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 440: HP: 5620, STR: 3564, VIT: 2304, SPD: 76, LUK: 1, Attack: 91392, Defense: 88221, Current HP: 5620, A Avg: 114240, D Avg: 88221, [Stargazer(183)[0, 0, 0], Frying Pan(231)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 439: HP: 4456, STR: 3564, VIT: 2658, SPD: 76, LUK: 1, Attack: 91392, Defense: 87392, Current HP: 4456, A Avg: 114240, D Avg: 87392, [Stargazer(183)[0, 0, 0], Slafield(232)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 438: HP: 4074, STR: 3564, VIT: 2567, SPD: 76, LUK: 1, Attack: 91392, Defense: 88042, Current HP: 4074, A Avg: 114240, D Avg: 88042, [Stargazer(183)[0, 0, 0], Mist Shield(233)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 437: HP: 3500, STR: 3564, VIT: 3096, SPD: 76, LUK: 1, Attack: 91392, Defense: 88064, Current HP: 3500, A Avg: 114240, D Avg: 88064, [Stargazer(183)[0, 0, 0], Huge Shield(234)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 436: HP: 3420, STR: 3564, VIT: 3043, SPD: 76, LUK: 1, Attack: 91392, Defense: 89883, Current HP: 3420, A Avg: 114240, D Avg: 89883, [Stargazer(183)[0, 0, 0], Aurora Shield(240)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 435: HP: 3300, STR: 3564, VIT: 2176, SPD: 76, LUK: 1, Attack: 91392, Defense: 88965, Current HP: 3300, A Avg: 114240, D Avg: 88965, [Stargazer(183)[0, 0, 0], Graffiti(243)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 434: HP: 3300, STR: 3564, VIT: 3672, SPD: 76, LUK: 1, Attack: 91392, Defense: 93450, Current HP: 3300, A Avg: 114240, D Avg: 93450, [Stargazer(183)[0, 0, 0], Blank Shield(244)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 433: HP: 3800, STR: 3564, VIT: 4464, SPD: 76, LUK: 1, Attack: 91392, Defense: 91252, Current HP: 3800, A Avg: 114240, D Avg: 91252, [Stargazer(183)[0, 0, 0], Golem Shield(245)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 432: HP: 3600, STR: 3564, VIT: 2791, SPD: 81, LUK: 1, Attack: 91392, Defense: 88669, Current HP: 3600, A Avg: 114240, D Avg: 88669, [Stargazer(183)[0, 0, 0], Sticky thread shield(247)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 431: HP: 4596, STR: 3564, VIT: 2869, SPD: 76, LUK: 1, Attack: 91392, Defense: 89085, Current HP: 4596, A Avg: 114240, D Avg: 89085, [Stargazer(183)[0, 0, 0], King Shield(248)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 430: HP: 3885, STR: 3564, VIT: 2815, SPD: 76, LUK: 1, Attack: 91392, Defense: 89850, Current HP: 3885, A Avg: 114240, D Avg: 89850, [Stargazer(183)[0, 0, 0], Warrior's Shield(249)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 429: HP: 3465, STR: 3564, VIT: 3073, SPD: 76, LUK: 1, Attack: 91392, Defense: 90121, Current HP: 3465, A Avg: 114240, D Avg: 90121, [Stargazer(183)[0, 0, 0], Ghost shield(251)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 428: HP: 940, STR: 6820, VIT: 176, SPD: 81, LUK: 1, Attack: 91398, Defense: 84520, Current HP: 940, A Avg: 114247, D Avg: 84520, [Magical(187)[0, 0, 0], V Magnum(238)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 427: HP: 1408, STR: 4185, VIT: 1975, SPD: 72, LUK: 1, Attack: 90674, Defense: 89803, Current HP: 1408, A Avg: 114249, D Avg: 89803, [Cuttlefish(178)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 426: HP: 7093, STR: 3526, VIT: 2128, SPD: 76, LUK: 1, Attack: 91408, Defense: 87746, Current HP: 7093, A Avg: 114260, D Avg: 87746, [Wild Card(175)[0, 0, 0], Mask of the Grim Reaper(214)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 425: HP: 6572, STR: 3528, VIT: 2433, SPD: 76, LUK: 1, Attack: 91410, Defense: 87271, Current HP: 6572, A Avg: 114262, D Avg: 87271, [Wild Card(175)[0, 0, 0], Bulletproof Shield(235)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 424: HP: 3644, STR: 3591, VIT: 2550, SPD: 76, LUK: 1, Attack: 91419, Defense: 86491, Current HP: 3644, A Avg: 114273, D Avg: 86491, [Stargazer(183)[0, 0, 0], Dragon's Scales(215)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 423: HP: 1140, STR: 5880, VIT: 924, SPD: 76, LUK: 1, Attack: 91420, Defense: 85112, Current HP: 1140, A Avg: 114275, D Avg: 85112, [Zodiac(184)[0, 0, 0], Dragon Sword(225)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 422: HP: 2260, STR: 5545, VIT: 924, SPD: 81, LUK: 1, Attack: 91423, Defense: 87712, Current HP: 2260, A Avg: 114278, D Avg: 87712, [God Hand(179)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 421: HP: 6436, STR: 3550, VIT: 1830, SPD: 76, LUK: 1, Attack: 91432, Defense: 86330, Current HP: 6436, A Avg: 114290, D Avg: 86330, [Wild Card(175)[0, 0, 0], Hard Wings of Beast(222)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 420: HP: 1540, STR: 5191, VIT: 176, SPD: 76, LUK: 1, Attack: 91433, Defense: 88004, Current HP: 1540, A Avg: 114291, D Avg: 88004, [Droid Hammer(177)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 419: HP: 5780, STR: 5621, VIT: 1145, SPD: 76, LUK: 1, Attack: 91434, Defense: 85736, Current HP: 5780, A Avg: 114292, D Avg: 85736, [Spear of Regression(182)[0, 0, 0], Black Hole(229)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 418: HP: 6220, STR: 5621, VIT: 1220, SPD: 76, LUK: 1, Attack: 91434, Defense: 88138, Current HP: 6220, A Avg: 114292, D Avg: 88138, [Spear of Regression(182)[0, 0, 0], White Hole(230)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 417: HP: 1144, STR: 6133, VIT: 280, SPD: 72, LUK: 1, Attack: 90711, Defense: 88108, Current HP: 1144, A Avg: 114295, D Avg: 88108, [Magical(187)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 416: HP: 6760, STR: 3555, VIT: 2098, SPD: 76, LUK: 1, Attack: 91437, Defense: 86962, Current HP: 6760, A Avg: 114296, D Avg: 86962, [Wild Card(175)[0, 0, 0], Dragon's Head(217)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 415: HP: 6680, STR: 3555, VIT: 2063, SPD: 81, LUK: 1, Attack: 91437, Defense: 86485, Current HP: 6680, A Avg: 114296, D Avg: 86485, [Wild Card(175)[0, 0, 0], Superconducting Barrier(220)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 414: HP: 7203, STR: 5637, VIT: 1196, SPD: 76, LUK: 1, Attack: 91450, Defense: 87308, Current HP: 7203, A Avg: 114312, D Avg: 87308, [Spear of Regression(182)[0, 0, 0], Goblin Hand(250)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 413: HP: 1144, STR: 3685, VIT: 280, SPD: 72, LUK: 1, Attack: 90736, Defense: 88108, Current HP: 1144, A Avg: 114327, D Avg: 88108, [Tekken(188)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 412: HP: 3740, STR: 2915, VIT: 3338, SPD: 76, LUK: 1, Attack: 90743, Defense: 87474, Current HP: 3740, A Avg: 114336, D Avg: 87474, [Stargazer(183)[0, 0, 0], Magnum(237)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 411: HP: 1672, STR: 3693, VIT: 769, SPD: 72, LUK: 1, Attack: 90744, Defense: 85997, Current HP: 1672, A Avg: 114337, D Avg: 85997, [Tekken(188)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 410: HP: 6140, STR: 5664, VIT: 1350, SPD: 76, LUK: 1, Attack: 91477, Defense: 86344, Current HP: 6140, A Avg: 114346, D Avg: 86344, [Spear of Regression(182)[0, 0, 0], Metalization(228)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 409: HP: 2020, STR: 5807, VIT: 176, SPD: 76, LUK: 1, Attack: 91490, Defense: 88004, Current HP: 2020, A Avg: 114362, D Avg: 88004, [Dancing(155)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 408: HP: 3300, STR: 3696, VIT: 2334, SPD: 81, LUK: 1, Attack: 91524, Defense: 86359, Current HP: 3300, A Avg: 114405, D Avg: 86359, [Stargazer(183)[0, 0, 0], Conductive Barrier(208)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 407: HP: 3320, STR: 3696, VIT: 2334, SPD: 76, LUK: 1, Attack: 91524, Defense: 86340, Current HP: 3320, A Avg: 114405, D Avg: 86340, [Stargazer(183)[0, 0, 0], Wings of Beast(210)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 406: HP: 3300, STR: 3696, VIT: 5916, SPD: 76, LUK: 1, Attack: 91524, Defense: 91586, Current HP: 3300, A Avg: 114405, D Avg: 91586, [Stargazer(183)[0, 0, 0], Shield of Thousand(246)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 405: HP: 6760, STR: 3650, VIT: 2512, SPD: 76, LUK: 1, Attack: 91532, Defense: 89313, Current HP: 6760, A Avg: 114415, D Avg: 89313, [Wild Card(175)[0, 0, 0], Riot(236)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 404: HP: 3840, STR: 3709, VIT: 2552, SPD: 76, LUK: 1, Attack: 91537, Defense: 86792, Current HP: 3840, A Avg: 114421, D Avg: 86792, [Stargazer(183)[0, 0, 0], Dragon's Wings(216)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 403: HP: 6820, STR: 3679, VIT: 3134, SPD: 76, LUK: 1, Attack: 91561, Defense: 90702, Current HP: 6820, A Avg: 114451, D Avg: 90702, [Wild Card(175)[0, 0, 0], Storm Wall(242)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 402: HP: 1400, STR: 6725, VIT: 625, SPD: 76, LUK: 1, Attack: 91563, Defense: 88453, Current HP: 1400, A Avg: 114453, D Avg: 88453, [Willow Blade(157)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 401: HP: 6952, STR: 2976, VIT: 2568, SPD: 76, LUK: 1, Attack: 90858, Defense: 86912, Current HP: 6952, A Avg: 114481, D Avg: 86912, [Wild Card(175)[0, 0, 0], V Magnum(238)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 400: HP: 6240, STR: 5790, VIT: 804, SPD: 76, LUK: 1, Attack: 91603, Defense: 84693, Current HP: 6240, A Avg: 114503, D Avg: 84693, [Spear of Regression(182)[0, 0, 0], Small Lion(219)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 399: HP: 4027, STR: 3812, VIT: 2631, SPD: 76, LUK: 1, Attack: 91640, Defense: 88249, Current HP: 4027, A Avg: 114550, D Avg: 88249, [Stargazer(183)[0, 0, 0], Mask of the Grim Reaper(214)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 398: HP: 3652, STR: 3815, VIT: 2966, SPD: 76, LUK: 1, Attack: 91643, Defense: 87804, Current HP: 3652, A Avg: 114553, D Avg: 87804, [Stargazer(183)[0, 0, 0], Bulletproof Shield(235)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 397: HP: 1364, STR: 5385, VIT: 1424, SPD: 72, LUK: 1, Attack: 90925, Defense: 89252, Current HP: 1364, A Avg: 114565, D Avg: 89252, [Zodiac(184)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 396: HP: 3840, STR: 3842, VIT: 2631, SPD: 76, LUK: 1, Attack: 91670, Defense: 87495, Current HP: 3840, A Avg: 114587, D Avg: 87495, [Stargazer(183)[0, 0, 0], Dragon's Head(217)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 395: HP: 3760, STR: 3842, VIT: 2567, SPD: 81, LUK: 1, Attack: 91670, Defense: 86989, Current HP: 3760, A Avg: 114587, D Avg: 86989, [Stargazer(183)[0, 0, 0], Superconducting Barrier(220)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 394: HP: 3516, STR: 3847, VIT: 2334, SPD: 76, LUK: 1, Attack: 91675, Defense: 86834, Current HP: 3516, A Avg: 114593, D Avg: 86834, [Stargazer(183)[0, 0, 0], Hard Wings of Beast(222)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 393: HP: 6064, STR: 5871, VIT: 812, SPD: 76, LUK: 1, Attack: 91684, Defense: 84818, Current HP: 6064, A Avg: 114605, D Avg: 84818, [Spear of Regression(182)[0, 0, 0], Small Dragon Sword(224)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 392: HP: 940, STR: 7112, VIT: 176, SPD: 76, LUK: 1, Attack: 91690, Defense: 84364, Current HP: 940, A Avg: 114612, D Avg: 84364, [Magical(187)[0, 0, 0], Dragon Sword(225)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 391: HP: 1196, STR: 3308, VIT: 280, SPD: 72, LUK: 1, Attack: 90969, Defense: 84003, Current HP: 1196, A Avg: 114620, D Avg: 84003, [Neural Edge(190)[0, 0, 0], Pot Lid(201)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 390: HP: 1196, STR: 3308, VIT: 280, SPD: 72, LUK: 1, Attack: 90969, Defense: 84013, Current HP: 1196, A Avg: 114620, D Avg: 84013, [Neural Edge(190)[0, 0, 0], High Pot Lid(202)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 389: HP: 1144, STR: 3308, VIT: 305, SPD: 72, LUK: 1, Attack: 90969, Defense: 84174, Current HP: 1144, A Avg: 114620, D Avg: 84174, [Neural Edge(190)[0, 0, 0], Wooden Shield(203)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 388: HP: 1144, STR: 3308, VIT: 313, SPD: 72, LUK: 1, Attack: 90969, Defense: 84117, Current HP: 1144, A Avg: 114620, D Avg: 84117, [Neural Edge(190)[0, 0, 0], Iron Shield(204)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 387: HP: 1144, STR: 3308, VIT: 410, SPD: 72, LUK: 1, Attack: 90969, Defense: 84273, Current HP: 1144, A Avg: 114620, D Avg: 84273, [Neural Edge(190)[0, 0, 0], Titanium Shield(205)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 386: HP: 1144, STR: 3308, VIT: 437, SPD: 72, LUK: 1, Attack: 90969, Defense: 84326, Current HP: 1144, A Avg: 114620, D Avg: 84326, [Neural Edge(190)[0, 0, 0], Large iron Shield(206)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 385: HP: 1196, STR: 3308, VIT: 522, SPD: 72, LUK: 1, Attack: 90969, Defense: 84398, Current HP: 1196, A Avg: 114620, D Avg: 84398, [Neural Edge(190)[0, 0, 0], Magic Shield(207)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 384: HP: 1650, STR: 3308, VIT: 648, SPD: 72, LUK: 1, Attack: 90969, Defense: 84485, Current HP: 1650, A Avg: 114620, D Avg: 84485, [Neural Edge(190)[0, 0, 0], Emerald Shield(209)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 383: HP: 1265, STR: 3308, VIT: 408, SPD: 72, LUK: 1, Attack: 90969, Defense: 84180, Current HP: 1265, A Avg: 114620, D Avg: 84180, [Neural Edge(190)[0, 0, 0], Clear Shield(211)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 382: HP: 1311, STR: 3308, VIT: 522, SPD: 72, LUK: 1, Attack: 90969, Defense: 84541, Current HP: 1311, A Avg: 114620, D Avg: 84541, [Neural Edge(190)[0, 0, 0], Prism Shield(212)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
