Rank 1000: HP: 748, STR: 323, VIT: 540, SPD: 8, LUK: 1, Attack: 86812, Defense: 85508, Current HP: 748, A Avg: 109383, D Avg: 85508, [Cuttlefish(178)[0, 0, 0], Huge Shield(234)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 477: HP: 322, STR: 68, VIT: 111, SPD: 8, LUK: 1, Attack: 88235, Defense: 83844, Current HP: 322, A Avg: 111176, D Avg: 83844, [Basic(169)[0, 0, 0], High Pot Lid(202)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 476: HP: 308, STR: 68, VIT: 129, SPD: 8, LUK: 1, Attack: 88235, Defense: 83998, Current HP: 308, A Avg: 111176, D Avg: 83998, [Basic(169)[0, 0, 0], Wooden Shield(203)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 475: HP: 308, STR: 68, VIT: 137, SPD: 8, LUK: 1, Attack: 88235, Defense: 83941, Current HP: 308, A Avg: 111176, D Avg: 83941, [Basic(169)[0, 0, 0], Iron Shield(204)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 474: HP: 308, STR: 68, VIT: 126, SPD: 8, LUK: 1, Attack: 88235, Defense: 83989, Current HP: 308, A Avg: 111176, D Avg: 83989, [Basic(169)[0, 0, 0], Titanium Shield(205)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 473: HP: 308, STR: 68, VIT: 153, SPD: 8, LUK: 1, Attack: 88235, Defense: 84042, Current HP: 308, A Avg: 111176, D Avg: 84042, [Basic(169)[0, 0, 0], Large iron Shield(206)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 472: HP: 322, STR: 68, VIT: 145, SPD: 8, LUK: 1, Attack: 88235, Defense: 84021, Current HP: 322, A Avg: 111176, D Avg: 84021, [Basic(169)[0, 0, 0], Magic Shield(207)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 471: HP: 374, STR: 68, VIT: 148, SPD: 8, LUK: 1, Attack: 88235, Defense: 83985, Current HP: 374, A Avg: 111176, D Avg: 83985, [Basic(169)[0, 0, 0], Emerald Shield(209)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 470: HP: 391, STR: 68, VIT: 135, SPD: 8, LUK: 1, Attack: 88235, Defense: 83907, Current HP: 391, A Avg: 111176, D Avg: 83907, [Basic(169)[0, 0, 0], Clear Shield(211)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 469: HP: 437, STR: 68, VIT: 145, SPD: 8, LUK: 1, Attack: 88235, Defense: 84164, Current HP: 437, A Avg: 111176, D Avg: 84164, [Basic(169)[0, 0, 0], Prism Shield(212)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 468: HP: 396, STR: 68, VIT: 140, SPD: 8, LUK: 1, Attack: 88235, Defense: 84068, Current HP: 396, A Avg: 111176, D Avg: 84068, [Basic(169)[0, 0, 0], Tower Shield(213)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 467: HP: 501, STR: 68, VIT: 189, SPD: 8, LUK: 1, Attack: 88235, Defense: 84751, Current HP: 501, A Avg: 111176, D Avg: 84751, [Basic(169)[0, 0, 0], Slime Shield(221)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 466: HP: 422, STR: 68, VIT: 126, SPD: 8, LUK: 1, Attack: 88235, Defense: 84054, Current HP: 422, A Avg: 111176, D Avg: 84054, [Basic(169)[0, 0, 0], Hardwood Shield(223)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 465: HP: 322, STR: 68, VIT: 574, SPD: 8, LUK: 1, Attack: 88235, Defense: 87362, Current HP: 322, A Avg: 111176, D Avg: 87362, [Basic(169)[0, 0, 0], Energy Shield(227)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 464: HP: 1540, STR: 68, VIT: 116, SPD: 8, LUK: 1, Attack: 88235, Defense: 86033, Current HP: 1540, A Avg: 111176, D Avg: 86033, [Basic(169)[0, 0, 0], Frying Pan(231)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 463: HP: 671, STR: 68, VIT: 226, SPD: 8, LUK: 1, Attack: 88235, Defense: 84960, Current HP: 671, A Avg: 111176, D Avg: 84960, [Basic(169)[0, 0, 0], Slafield(232)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 462: HP: 529, STR: 68, VIT: 189, SPD: 8, LUK: 1, Attack: 88235, Defense: 85664, Current HP: 529, A Avg: 111176, D Avg: 85664, [Basic(169)[0, 0, 0], Mist Shield(233)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 461: HP: 528, STR: 68, VIT: 224, SPD: 8, LUK: 1, Attack: 88235, Defense: 85192, Current HP: 528, A Avg: 111176, D Avg: 85192, [Basic(169)[0, 0, 0], Huge Shield(234)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 460: HP: 440, STR: 68, VIT: 397, SPD: 8, LUK: 1, Attack: 88235, Defense: 87237, Current HP: 440, A Avg: 111176, D Avg: 87237, [Basic(169)[0, 0, 0], Aurora Shield(240)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 459: HP: 460, STR: 68, VIT: 205, SPD: 8, LUK: 1, Attack: 88235, Defense: 87630, Current HP: 460, A Avg: 111176, D Avg: 87630, [Basic(169)[0, 0, 0], Cloud Shield(241)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 458: HP: 308, STR: 68, VIT: 111, SPD: 8, LUK: 1, Attack: 88235, Defense: 86900, Current HP: 308, A Avg: 111176, D Avg: 86900, [Basic(169)[0, 0, 0], Graffiti(243)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 457: HP: 308, STR: 68, VIT: 319, SPD: 8, LUK: 1, Attack: 88235, Defense: 90097, Current HP: 308, A Avg: 111176, D Avg: 90097, [Basic(169)[0, 0, 0], Blank Shield(244)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 456: HP: 858, STR: 68, VIT: 656, SPD: 8, LUK: 1, Attack: 88235, Defense: 87444, Current HP: 858, A Avg: 111176, D Avg: 87444, [Basic(169)[0, 0, 0], Golem Shield(245)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 455: HP: 638, STR: 68, VIT: 220, SPD: 8, LUK: 1, Attack: 88235, Defense: 86098, Current HP: 638, A Avg: 111176, D Avg: 86098, [Basic(169)[0, 0, 0], Sticky thread shield(247)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 454: HP: 677, STR: 68, VIT: 315, SPD: 8, LUK: 1, Attack: 88235, Defense: 86531, Current HP: 677, A Avg: 111176, D Avg: 86531, [Basic(169)[0, 0, 0], King Shield(248)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 453: HP: 782, STR: 68, VIT: 673, SPD: 8, LUK: 1, Attack: 88235, Defense: 87708, Current HP: 782, A Avg: 111176, D Avg: 87708, [Basic(169)[0, 0, 0], Warrior's Shield(249)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 452: HP: 322, STR: 68, VIT: 236, SPD: 8, LUK: 1, Attack: 88235, Defense: 87284, Current HP: 322, A Avg: 111176, D Avg: 87284, [Basic(169)[0, 0, 0], Ghost shield(251)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 451: HP: 330, STR: 73, VIT: 145, SPD: 8, LUK: 1, Attack: 88240, Defense: 84151, Current HP: 330, A Avg: 111182, D Avg: 84151, [Basic(169)[0, 0, 0], Wings of Beast(210)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 450: HP: 308, STR: 73, VIT: 631, SPD: 8, LUK: 1, Attack: 88240, Defense: 86301, Current HP: 308, A Avg: 111182, D Avg: 86301, [Basic(169)[0, 0, 0], Shield of Thousand(246)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 449: HP: 1080, STR: 3134, VIT: 363, SPD: 8, LUK: 1, Attack: 88947, Defense: 85227, Current HP: 1080, A Avg: 111183, D Avg: 85227, [Spear of Regression(182)[0, 0, 0], Dragon's Head(217)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 448: HP: 1000, STR: 3134, VIT: 357, SPD: 9, LUK: 1, Attack: 88947, Defense: 84779, Current HP: 1000, A Avg: 111183, D Avg: 84779, [Spear of Regression(182)[0, 0, 0], Superconducting Barrier(220)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 447: HP: 980, STR: 3137, VIT: 397, SPD: 8, LUK: 1, Attack: 88950, Defense: 84988, Current HP: 980, A Avg: 111187, D Avg: 84988, [Spear of Regression(182)[0, 0, 0], Black Hole(229)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 446: HP: 1020, STR: 3137, VIT: 404, SPD: 8, LUK: 1, Attack: 88950, Defense: 87322, Current HP: 1020, A Avg: 111187, D Avg: 87322, [Spear of Regression(182)[0, 0, 0], White Hole(230)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 445: HP: 1144, STR: 2434, VIT: 374, SPD: 8, LUK: 1, Attack: 88247, Defense: 88202, Current HP: 1144, A Avg: 111191, D Avg: 88202, [Spear of Regression(182)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 444: HP: 308, STR: 83, VIT: 145, SPD: 8, LUK: 1, Attack: 88250, Defense: 84170, Current HP: 308, A Avg: 111195, D Avg: 84170, [Basic(169)[0, 0, 0], Conductive Barrier(208)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 443: HP: 422, STR: 84, VIT: 162, SPD: 8, LUK: 1, Attack: 88251, Defense: 84103, Current HP: 422, A Avg: 111196, D Avg: 84103, [Basic(169)[0, 0, 0], Dragon's Scales(215)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 442: HP: 386, STR: 88, VIT: 184, SPD: 8, LUK: 1, Attack: 88255, Defense: 85802, Current HP: 386, A Avg: 111201, D Avg: 85802, [Basic(169)[0, 0, 0], Mask of the Grim Reaper(214)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 441: HP: 343, STR: 89, VIT: 353, SPD: 8, LUK: 1, Attack: 88256, Defense: 85191, Current HP: 343, A Avg: 111202, D Avg: 85191, [Basic(169)[0, 0, 0], Bulletproof Shield(235)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 440: HP: 462, STR: 91, VIT: 164, SPD: 8, LUK: 1, Attack: 88258, Defense: 84404, Current HP: 462, A Avg: 111205, D Avg: 84404, [Basic(169)[0, 0, 0], Dragon's Wings(216)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 439: HP: 620, STR: 1085, VIT: 244, SPD: 9, LUK: 1, Attack: 88967, Defense: 84380, Current HP: 620, A Avg: 111208, D Avg: 84380, [Wild Card(175)[0, 0, 0], Magnum(237)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 438: HP: 369, STR: 96, VIT: 145, SPD: 8, LUK: 1, Attack: 88263, Defense: 84645, Current HP: 369, A Avg: 111211, D Avg: 84645, [Basic(169)[0, 0, 0], Hard Wings of Beast(222)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 437: HP: 462, STR: 97, VIT: 364, SPD: 8, LUK: 1, Attack: 88264, Defense: 87165, Current HP: 462, A Avg: 111212, D Avg: 87165, [Basic(169)[0, 0, 0], Riot(236)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 436: HP: 1150, STR: 438, VIT: 634, SPD: 8, LUK: 1, Attack: 88266, Defense: 84357, Current HP: 1150, A Avg: 111215, D Avg: 84357, [Stargazer(183)[0, 0, 0], Pot Lid(201)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 435: HP: 1150, STR: 438, VIT: 634, SPD: 8, LUK: 1, Attack: 88266, Defense: 84367, Current HP: 1150, A Avg: 111215, D Avg: 84367, [Stargazer(183)[0, 0, 0], High Pot Lid(202)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 434: HP: 1100, STR: 438, VIT: 672, SPD: 8, LUK: 1, Attack: 88266, Defense: 84541, Current HP: 1100, A Avg: 111215, D Avg: 84541, [Stargazer(183)[0, 0, 0], Wooden Shield(203)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 433: HP: 1100, STR: 438, VIT: 680, SPD: 8, LUK: 1, Attack: 88266, Defense: 84484, Current HP: 1100, A Avg: 111215, D Avg: 84484, [Stargazer(183)[0, 0, 0], Iron Shield(204)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 432: HP: 1100, STR: 438, VIT: 669, SPD: 8, LUK: 1, Attack: 88266, Defense: 84532, Current HP: 1100, A Avg: 111215, D Avg: 84532, [Stargazer(183)[0, 0, 0], Titanium Shield(205)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 431: HP: 1100, STR: 438, VIT: 696, SPD: 8, LUK: 1, Attack: 88266, Defense: 84585, Current HP: 1100, A Avg: 111215, D Avg: 84585, [Stargazer(183)[0, 0, 0], Large iron Shield(206)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 430: HP: 1150, STR: 438, VIT: 668, SPD: 8, LUK: 1, Attack: 88266, Defense: 84544, Current HP: 1150, A Avg: 111215, D Avg: 84544, [Stargazer(183)[0, 0, 0], Magic Shield(207)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 429: HP: 1166, STR: 438, VIT: 691, SPD: 8, LUK: 1, Attack: 88266, Defense: 84528, Current HP: 1166, A Avg: 111215, D Avg: 84528, [Stargazer(183)[0, 0, 0], Emerald Shield(209)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 428: HP: 1219, STR: 438, VIT: 657, SPD: 8, LUK: 1, Attack: 88266, Defense: 84429, Current HP: 1219, A Avg: 111215, D Avg: 84429, [Stargazer(183)[0, 0, 0], Clear Shield(211)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 427: HP: 1265, STR: 438, VIT: 668, SPD: 8, LUK: 1, Attack: 88266, Defense: 84687, Current HP: 1265, A Avg: 111215, D Avg: 84687, [Stargazer(183)[0, 0, 0], Prism Shield(212)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 426: HP: 1188, STR: 438, VIT: 683, SPD: 8, LUK: 1, Attack: 88266, Defense: 84611, Current HP: 1188, A Avg: 111215, D Avg: 84611, [Stargazer(183)[0, 0, 0], Tower Shield(213)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 425: HP: 1329, STR: 438, VIT: 712, SPD: 8, LUK: 1, Attack: 88266, Defense: 85274, Current HP: 1329, A Avg: 111215, D Avg: 85274, [Stargazer(183)[0, 0, 0], Slime Shield(221)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 424: HP: 1214, STR: 438, VIT: 669, SPD: 8, LUK: 1, Attack: 88266, Defense: 84597, Current HP: 1214, A Avg: 111215, D Avg: 84597, [Stargazer(183)[0, 0, 0], Hardwood Shield(223)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 423: HP: 1150, STR: 438, VIT: 1097, SPD: 8, LUK: 1, Attack: 88266, Defense: 87885, Current HP: 1150, A Avg: 111215, D Avg: 87885, [Stargazer(183)[0, 0, 0], Energy Shield(227)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 422: HP: 2332, STR: 438, VIT: 658, SPD: 8, LUK: 1, Attack: 88266, Defense: 86575, Current HP: 2332, A Avg: 111215, D Avg: 86575, [Stargazer(183)[0, 0, 0], Frying Pan(231)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 421: HP: 1499, STR: 438, VIT: 748, SPD: 8, LUK: 1, Attack: 88266, Defense: 85482, Current HP: 1499, A Avg: 111215, D Avg: 85482, [Stargazer(183)[0, 0, 0], Slafield(232)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 420: HP: 1357, STR: 438, VIT: 712, SPD: 8, LUK: 1, Attack: 88266, Defense: 86187, Current HP: 1357, A Avg: 111215, D Avg: 86187, [Stargazer(183)[0, 0, 0], Mist Shield(233)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 419: HP: 1320, STR: 438, VIT: 766, SPD: 8, LUK: 1, Attack: 88266, Defense: 85734, Current HP: 1320, A Avg: 111215, D Avg: 85734, [Stargazer(183)[0, 0, 0], Huge Shield(234)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 418: HP: 1232, STR: 438, VIT: 920, SPD: 8, LUK: 1, Attack: 88266, Defense: 87760, Current HP: 1232, A Avg: 111215, D Avg: 87760, [Stargazer(183)[0, 0, 0], Aurora Shield(240)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 417: HP: 1100, STR: 438, VIT: 634, SPD: 8, LUK: 1, Attack: 88266, Defense: 87423, Current HP: 1100, A Avg: 111215, D Avg: 87423, [Stargazer(183)[0, 0, 0], Graffiti(243)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 416: HP: 1100, STR: 438, VIT: 842, SPD: 8, LUK: 1, Attack: 88266, Defense: 90620, Current HP: 1100, A Avg: 111215, D Avg: 90620, [Stargazer(183)[0, 0, 0], Blank Shield(244)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 415: HP: 1650, STR: 438, VIT: 1198, SPD: 8, LUK: 1, Attack: 88266, Defense: 87986, Current HP: 1650, A Avg: 111215, D Avg: 87986, [Stargazer(183)[0, 0, 0], Golem Shield(245)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 414: HP: 1430, STR: 438, VIT: 743, SPD: 8, LUK: 1, Attack: 88266, Defense: 86621, Current HP: 1430, A Avg: 111215, D Avg: 86621, [Stargazer(183)[0, 0, 0], Sticky thread shield(247)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 413: HP: 1469, STR: 438, VIT: 858, SPD: 8, LUK: 1, Attack: 88266, Defense: 87074, Current HP: 1469, A Avg: 111215, D Avg: 87074, [Stargazer(183)[0, 0, 0], King Shield(248)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 412: HP: 1610, STR: 438, VIT: 1195, SPD: 8, LUK: 1, Attack: 88266, Defense: 88230, Current HP: 1610, A Avg: 111215, D Avg: 88230, [Stargazer(183)[0, 0, 0], Warrior's Shield(249)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 411: HP: 1150, STR: 438, VIT: 759, SPD: 8, LUK: 1, Attack: 88266, Defense: 87807, Current HP: 1150, A Avg: 111215, D Avg: 87807, [Stargazer(183)[0, 0, 0], Ghost shield(251)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 410: HP: 1452, STR: 387, VIT: 956, SPD: 8, LUK: 1, Attack: 88269, Defense: 88524, Current HP: 1452, A Avg: 111218, D Avg: 88524, [Wild Card(175)[0, 0, 0], Storm Wall(242)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 409: HP: 462, STR: 105, VIT: 175, SPD: 8, LUK: 1, Attack: 88272, Defense: 85039, Current HP: 462, A Avg: 111222, D Avg: 85039, [Basic(169)[0, 0, 0], Dragon's Head(217)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 408: HP: 374, STR: 105, VIT: 189, SPD: 8, LUK: 1, Attack: 88272, Defense: 84611, Current HP: 374, A Avg: 111222, D Avg: 84611, [Basic(169)[0, 0, 0], Superconducting Barrier(220)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 407: HP: 1020, STR: 1152, VIT: 505, SPD: 8, LUK: 1, Attack: 88980, Defense: 87930, Current HP: 1020, A Avg: 111225, D Avg: 87930, [Stargazer(183)[0, 0, 0], Cloud Shield(241)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 406: HP: 352, STR: 107, VIT: 252, SPD: 8, LUK: 1, Attack: 88274, Defense: 84843, Current HP: 352, A Avg: 111225, D Avg: 84843, [Basic(169)[0, 0, 0], Black Hole(229)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 405: HP: 396, STR: 107, VIT: 262, SPD: 8, LUK: 1, Attack: 88274, Defense: 87180, Current HP: 396, A Avg: 111225, D Avg: 87180, [Basic(169)[0, 0, 0], White Hole(230)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 404: HP: 224, STR: 1324, VIT: 139, SPD: 8, LUK: 1, Attack: 88985, Defense: 84145, Current HP: 224, A Avg: 111231, D Avg: 84145, [Neural Edge(190)[0, 0, 0], Small Dragon Sword(224)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 403: HP: 792, STR: 397, VIT: 280, SPD: 8, LUK: 1, Attack: 88279, Defense: 84468, Current HP: 792, A Avg: 111231, D Avg: 84468, [Wild Card(175)[0, 0, 0], Dragon Sword(225)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 402: HP: 1100, STR: 452, VIT: 668, SPD: 8, LUK: 1, Attack: 88280, Defense: 84693, Current HP: 1100, A Avg: 111232, D Avg: 84693, [Stargazer(183)[0, 0, 0], Conductive Barrier(208)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 401: HP: 276, STR: 620, VIT: 72, SPD: 8, LUK: 1, Attack: 88281, Defense: 83795, Current HP: 276, A Avg: 111234, D Avg: 83795, [Neural Edge(190)[0, 0, 0], Pot Lid(201)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 400: HP: 276, STR: 620, VIT: 72, SPD: 8, LUK: 1, Attack: 88281, Defense: 83805, Current HP: 276, A Avg: 111234, D Avg: 83805, [Neural Edge(190)[0, 0, 0], High Pot Lid(202)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 399: HP: 264, STR: 620, VIT: 89, SPD: 8, LUK: 1, Attack: 88281, Defense: 83958, Current HP: 264, A Avg: 111234, D Avg: 83958, [Neural Edge(190)[0, 0, 0], Wooden Shield(203)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 398: HP: 264, STR: 620, VIT: 97, SPD: 8, LUK: 1, Attack: 88281, Defense: 83901, Current HP: 264, A Avg: 111234, D Avg: 83901, [Neural Edge(190)[0, 0, 0], Iron Shield(204)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 397: HP: 264, STR: 620, VIT: 86, SPD: 8, LUK: 1, Attack: 88281, Defense: 83949, Current HP: 264, A Avg: 111234, D Avg: 83949, [Neural Edge(190)[0, 0, 0], Titanium Shield(205)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 396: HP: 264, STR: 620, VIT: 113, SPD: 8, LUK: 1, Attack: 88281, Defense: 84002, Current HP: 264, A Avg: 111234, D Avg: 84002, [Neural Edge(190)[0, 0, 0], Large iron Shield(206)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 395: HP: 276, STR: 620, VIT: 106, SPD: 8, LUK: 1, Attack: 88281, Defense: 83982, Current HP: 276, A Avg: 111234, D Avg: 83982, [Neural Edge(190)[0, 0, 0], Magic Shield(207)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 394: HP: 330, STR: 620, VIT: 108, SPD: 8, LUK: 1, Attack: 88281, Defense: 83945, Current HP: 330, A Avg: 111234, D Avg: 83945, [Neural Edge(190)[0, 0, 0], Emerald Shield(209)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 393: HP: 345, STR: 620, VIT: 96, SPD: 8, LUK: 1, Attack: 88281, Defense: 83868, Current HP: 345, A Avg: 111234, D Avg: 83868, [Neural Edge(190)[0, 0, 0], Clear Shield(211)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 392: HP: 391, STR: 620, VIT: 106, SPD: 8, LUK: 1, Attack: 88281, Defense: 84125, Current HP: 391, A Avg: 111234, D Avg: 84125, [Neural Edge(190)[0, 0, 0], Prism Shield(212)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 391: HP: 352, STR: 620, VIT: 99, SPD: 8, LUK: 1, Attack: 88281, Defense: 84027, Current HP: 352, A Avg: 111234, D Avg: 84027, [Neural Edge(190)[0, 0, 0], Tower Shield(213)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 390: HP: 455, STR: 620, VIT: 150, SPD: 8, LUK: 1, Attack: 88281, Defense: 84712, Current HP: 455, A Avg: 111234, D Avg: 84712, [Neural Edge(190)[0, 0, 0], Slime Shield(221)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 389: HP: 378, STR: 620, VIT: 86, SPD: 8, LUK: 1, Attack: 88281, Defense: 84014, Current HP: 378, A Avg: 111234, D Avg: 84014, [Neural Edge(190)[0, 0, 0], Hardwood Shield(223)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 388: HP: 276, STR: 620, VIT: 535, SPD: 8, LUK: 1, Attack: 88281, Defense: 87323, Current HP: 276, A Avg: 111234, D Avg: 87323, [Neural Edge(190)[0, 0, 0], Energy Shield(227)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 387: HP: 1496, STR: 620, VIT: 75, SPD: 8, LUK: 1, Attack: 88281, Defense: 85992, Current HP: 1496, A Avg: 111234, D Avg: 85992, [Neural Edge(190)[0, 0, 0], Frying Pan(231)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 386: HP: 625, STR: 620, VIT: 187, SPD: 8, LUK: 1, Attack: 88281, Defense: 84921, Current HP: 625, A Avg: 111234, D Avg: 84921, [Neural Edge(190)[0, 0, 0], Slafield(232)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 385: HP: 483, STR: 620, VIT: 150, SPD: 8, LUK: 1, Attack: 88281, Defense: 85625, Current HP: 483, A Avg: 111234, D Avg: 85625, [Neural Edge(190)[0, 0, 0], Mist Shield(233)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 384: HP: 484, STR: 620, VIT: 183, SPD: 8, LUK: 1, Attack: 88281, Defense: 85151, Current HP: 484, A Avg: 111234, D Avg: 85151, [Neural Edge(190)[0, 0, 0], Huge Shield(234)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 383: HP: 396, STR: 620, VIT: 358, SPD: 8, LUK: 1, Attack: 88281, Defense: 87198, Current HP: 396, A Avg: 111234, D Avg: 87198, [Neural Edge(190)[0, 0, 0], Aurora Shield(240)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 382: HP: 414, STR: 620, VIT: 166, SPD: 8, LUK: 1, Attack: 88281, Defense: 87591, Current HP: 414, A Avg: 111234, D Avg: 87591, [Neural Edge(190)[0, 0, 0], Cloud Shield(241)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 381: HP: 264, STR: 620, VIT: 72, SPD: 8, LUK: 1, Attack: 88281, Defense: 86861, Current HP: 264, A Avg: 111234, D Avg: 86861, [Neural Edge(190)[0, 0, 0], Graffiti(243)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 380: HP: 264, STR: 620, VIT: 280, SPD: 8, LUK: 1, Attack: 88281, Defense: 90058, Current HP: 264, A Avg: 111234, D Avg: 90058, [Neural Edge(190)[0, 0, 0], Blank Shield(244)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 379: HP: 814, STR: 620, VIT: 615, SPD: 8, LUK: 1, Attack: 88281, Defense: 87403, Current HP: 814, A Avg: 111234, D Avg: 87403, [Neural Edge(190)[0, 0, 0], Golem Shield(245)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
