Rank 1000: HP: 1560, STR: 500046, VIT: 468, SPD: 48, LUK: 1, Attack: 584169, Defense: 86580, Current HP: 1560, A Avg: 1109921, D Avg: 86580, [Pinpoint(112)[630, 630, 630], Goblin Hand(250)[630, 630, 630], The Third Eye(322)[630, 68, 807]]
Rank 504: HP: 1246, STR: 356779, VIT: 342, SPD: 48, LUK: 1, Attack: 440902, Defense: 84904, Current HP: 1246, A Avg: 1172799, D Avg: 84904, [Pinpoint(112)[630, 630, 630], Slime Shield(221)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 503: HP: 1181, STR: 356779, VIT: 149, SPD: 48, LUK: 1, Attack: 440902, Defense: 84077, Current HP: 1181, A Avg: 1172799, D Avg: 84077, [Pinpoint(112)[630, 630, 630], Hardwood Shield(223)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 502: HP: 740, STR: 356779, VIT: 659, SPD: 48, LUK: 1, Attack: 440902, Defense: 87447, Current HP: 740, A Avg: 1172799, D Avg: 87447, [Pinpoint(112)[630, 630, 630], Energy Shield(227)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 501: HP: 2479, STR: 356779, VIT: 100, SPD: 48, LUK: 1, Attack: 440902, Defense: 86017, Current HP: 2479, A Avg: 1172799, D Avg: 86017, [Pinpoint(112)[630, 630, 630], Frying Pan(231)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 500: HP: 1444, STR: 356779, VIT: 404, SPD: 48, LUK: 1, Attack: 440902, Defense: 85138, Current HP: 1444, A Avg: 1172799, D Avg: 85138, [Pinpoint(112)[630, 630, 630], Slafield(232)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 499: HP: 1170, STR: 356779, VIT: 342, SPD: 48, LUK: 1, Attack: 440902, Defense: 85817, Current HP: 1170, A Avg: 1172799, D Avg: 85817, [Pinpoint(112)[630, 630, 630], Mist Shield(233)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 498: HP: 893, STR: 356779, VIT: 593, SPD: 48, LUK: 1, Attack: 440902, Defense: 85561, Current HP: 893, A Avg: 1172799, D Avg: 85561, [Pinpoint(112)[630, 630, 630], Huge Shield(234)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 497: HP: 817, STR: 356779, VIT: 670, SPD: 48, LUK: 1, Attack: 440902, Defense: 87510, Current HP: 817, A Avg: 1172799, D Avg: 87510, [Pinpoint(112)[630, 630, 630], Aurora Shield(240)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 496: HP: 1610, STR: 356779, VIT: 512, SPD: 48, LUK: 1, Attack: 440902, Defense: 87937, Current HP: 1610, A Avg: 1172799, D Avg: 87937, [Pinpoint(112)[630, 630, 630], Cloud Shield(241)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 495: HP: 703, STR: 356779, VIT: 94, SPD: 48, LUK: 1, Attack: 440902, Defense: 86883, Current HP: 703, A Avg: 1172799, D Avg: 86883, [Pinpoint(112)[630, 630, 630], Graffiti(243)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 494: HP: 703, STR: 356779, VIT: 1022, SPD: 48, LUK: 1, Attack: 440902, Defense: 90800, Current HP: 703, A Avg: 1172799, D Avg: 90800, [Pinpoint(112)[630, 630, 630], Blank Shield(244)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 493: HP: 1178, STR: 356779, VIT: 1502, SPD: 48, LUK: 1, Attack: 440902, Defense: 88290, Current HP: 1178, A Avg: 1172799, D Avg: 88290, [Pinpoint(112)[630, 630, 630], Golem Shield(245)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 492: HP: 988, STR: 356779, VIT: 481, SPD: 51, LUK: 1, Attack: 440902, Defense: 86359, Current HP: 988, A Avg: 1172799, D Avg: 86359, [Pinpoint(112)[630, 630, 630], Sticky thread shield(247)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 491: HP: 1592, STR: 356779, VIT: 481, SPD: 48, LUK: 1, Attack: 440902, Defense: 86697, Current HP: 1592, A Avg: 1172799, D Avg: 86697, [Pinpoint(112)[630, 630, 630], King Shield(248)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 490: HP: 1140, STR: 356779, VIT: 600, SPD: 48, LUK: 1, Attack: 440902, Defense: 87635, Current HP: 1140, A Avg: 1172799, D Avg: 87635, [Pinpoint(112)[630, 630, 630], Warrior's Shield(249)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 489: HP: 740, STR: 356779, VIT: 651, SPD: 48, LUK: 1, Attack: 440902, Defense: 87699, Current HP: 740, A Avg: 1172799, D Avg: 87699, [Pinpoint(112)[630, 630, 630], Ghost shield(251)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 488: HP: 944, STR: 356818, VIT: 256, SPD: 48, LUK: 1, Attack: 440941, Defense: 84197, Current HP: 944, A Avg: 1172903, D Avg: 84197, [Pinpoint(112)[630, 630, 630], Dragon's Scales(215)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 487: HP: 944, STR: 356818, VIT: 256, SPD: 48, LUK: 1, Attack: 440941, Defense: 84197, Current HP: 944, A Avg: 1172903, D Avg: 84197, [Pinpoint(112)[630, 630, 630], Dragon's Scales(215)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 486: HP: 2679, STR: 357080, VIT: 329, SPD: 48, LUK: 1, Attack: 441021, Defense: 86246, Current HP: 2679, A Avg: 1173115, D Avg: 86246, [Rusty Knife(156)[630, 630, 630], Frying Pan(231)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 485: HP: 703, STR: 356912, VIT: 195, SPD: 51, LUK: 1, Attack: 441035, Defense: 84220, Current HP: 703, A Avg: 1173153, D Avg: 84220, [Pinpoint(112)[630, 630, 630], Conductive Barrier(208)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 484: HP: 703, STR: 356912, VIT: 195, SPD: 51, LUK: 1, Attack: 441035, Defense: 84220, Current HP: 703, A Avg: 1173153, D Avg: 84220, [Pinpoint(112)[630, 630, 630], Conductive Barrier(208)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 483: HP: 1073, STR: 356931, VIT: 258, SPD: 48, LUK: 1, Attack: 441054, Defense: 84498, Current HP: 1073, A Avg: 1173203, D Avg: 84498, [Pinpoint(112)[630, 630, 630], Dragon's Wings(216)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 482: HP: 1073, STR: 356931, VIT: 258, SPD: 48, LUK: 1, Attack: 441054, Defense: 84498, Current HP: 1073, A Avg: 1173203, D Avg: 84498, [Pinpoint(112)[630, 630, 630], Dragon's Wings(216)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 481: HP: 1096, STR: 357021, VIT: 379, SPD: 48, LUK: 1, Attack: 441144, Defense: 85997, Current HP: 1096, A Avg: 1173443, D Avg: 85997, [Pinpoint(112)[630, 630, 630], Mask of the Grim Reaper(214)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 480: HP: 1096, STR: 357021, VIT: 379, SPD: 48, LUK: 1, Attack: 441144, Defense: 85997, Current HP: 1096, A Avg: 1173443, D Avg: 85997, [Pinpoint(112)[630, 630, 630], Mask of the Grim Reaper(214)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 479: HP: 923, STR: 357025, VIT: 547, SPD: 48, LUK: 1, Attack: 441148, Defense: 85385, Current HP: 923, A Avg: 1173453, D Avg: 85385, [Pinpoint(112)[630, 630, 630], Bulletproof Shield(235)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 478: HP: 923, STR: 357025, VIT: 547, SPD: 48, LUK: 1, Attack: 441148, Defense: 85385, Current HP: 923, A Avg: 1173453, D Avg: 85385, [Pinpoint(112)[630, 630, 630], Bulletproof Shield(235)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 477: HP: 1056, STR: 357076, VIT: 362, SPD: 48, LUK: 1, Attack: 441186, Defense: 84290, Current HP: 1056, A Avg: 1173554, D Avg: 84290, [Dragon Killer(139)[630, 630, 630], Tower Shield(213)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 476: HP: 1056, STR: 357076, VIT: 362, SPD: 48, LUK: 1, Attack: 441186, Defense: 84290, Current HP: 1056, A Avg: 1173554, D Avg: 84290, [Dragon Killer(139)[630, 630, 630], Tower Shield(213)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 475: HP: 1073, STR: 357064, VIT: 307, SPD: 48, LUK: 1, Attack: 441187, Defense: 85171, Current HP: 1073, A Avg: 1173557, D Avg: 85171, [Pinpoint(112)[630, 630, 630], Dragon's Head(217)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 474: HP: 997, STR: 357064, VIT: 342, SPD: 51, LUK: 1, Attack: 441187, Defense: 84764, Current HP: 997, A Avg: 1173557, D Avg: 84764, [Pinpoint(112)[630, 630, 630], Superconducting Barrier(220)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 473: HP: 1073, STR: 357064, VIT: 307, SPD: 48, LUK: 1, Attack: 441187, Defense: 85171, Current HP: 1073, A Avg: 1173557, D Avg: 85171, [Pinpoint(112)[630, 630, 630], Dragon's Head(217)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 472: HP: 997, STR: 357064, VIT: 342, SPD: 51, LUK: 1, Attack: 441187, Defense: 84764, Current HP: 997, A Avg: 1173557, D Avg: 84764, [Pinpoint(112)[630, 630, 630], Superconducting Barrier(220)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 471: HP: 1560, STR: 357368, VIT: 468, SPD: 48, LUK: 1, Attack: 441192, Defense: 86580, Current HP: 1560, A Avg: 1173570, D Avg: 86580, [Stun Knuckle(106)[630, 630, 630], Goblin Hand(250)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 470: HP: 1560, STR: 357368, VIT: 468, SPD: 48, LUK: 1, Attack: 441192, Defense: 86580, Current HP: 1560, A Avg: 1173570, D Avg: 86580, [Stun Knuckle(106)[630, 630, 630], Goblin Hand(250)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 469: HP: 1073, STR: 357142, VIT: 596, SPD: 48, LUK: 1, Attack: 441265, Defense: 87397, Current HP: 1073, A Avg: 1173764, D Avg: 87397, [Pinpoint(112)[630, 630, 630], Riot(236)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 468: HP: 1320, STR: 356947, VIT: 814, SPD: 48, LUK: 1, Attack: 441265, Defense: 87602, Current HP: 1320, A Avg: 1173764, D Avg: 87602, [Ruby Knuckle(151)[630, 630, 630], Energy Shield(227)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 467: HP: 1073, STR: 357142, VIT: 596, SPD: 48, LUK: 1, Attack: 441265, Defense: 87397, Current HP: 1073, A Avg: 1173764, D Avg: 87397, [Pinpoint(112)[630, 630, 630], Riot(236)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 466: HP: 1320, STR: 356947, VIT: 814, SPD: 48, LUK: 1, Attack: 441265, Defense: 87602, Current HP: 1320, A Avg: 1173764, D Avg: 87602, [Ruby Knuckle(151)[630, 630, 630], Energy Shield(227)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 465: HP: 1470, STR: 356967, VIT: 700, SPD: 48, LUK: 1, Attack: 441480, Defense: 87735, Current HP: 1470, A Avg: 1174336, D Avg: 87735, [Maximum Iron Mass(123)[630, 630, 630], Warrior's Shield(249)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 464: HP: 1470, STR: 356967, VIT: 700, SPD: 48, LUK: 1, Attack: 441480, Defense: 87735, Current HP: 1470, A Avg: 1174336, D Avg: 87735, [Maximum Iron Mass(123)[630, 630, 630], Warrior's Shield(249)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 463: HP: 741, STR: 357458, VIT: 420, SPD: 48, LUK: 1, Attack: 441581, Defense: 85011, Current HP: 741, A Avg: 1174605, D Avg: 85011, [Pinpoint(112)[630, 630, 630], Black Hole(229)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 462: HP: 1016, STR: 357458, VIT: 467, SPD: 48, LUK: 1, Attack: 441581, Defense: 87385, Current HP: 1016, A Avg: 1174605, D Avg: 87385, [Pinpoint(112)[630, 630, 630], White Hole(230)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 461: HP: 741, STR: 357458, VIT: 420, SPD: 48, LUK: 1, Attack: 441581, Defense: 85011, Current HP: 741, A Avg: 1174605, D Avg: 85011, [Pinpoint(112)[630, 630, 630], Black Hole(229)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 460: HP: 1016, STR: 357458, VIT: 467, SPD: 48, LUK: 1, Attack: 441581, Defense: 87385, Current HP: 1016, A Avg: 1174605, D Avg: 87385, [Pinpoint(112)[630, 630, 630], White Hole(230)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 459: HP: 1560, STR: 357540, VIT: 468, SPD: 48, LUK: 1, Attack: 441663, Defense: 86580, Current HP: 1560, A Avg: 1174823, D Avg: 86580, [Pinpoint(112)[630, 630, 630], Goblin Hand(250)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 458: HP: 1560, STR: 357540, VIT: 468, SPD: 48, LUK: 1, Attack: 441663, Defense: 86580, Current HP: 1560, A Avg: 1174823, D Avg: 86580, [Pinpoint(112)[630, 630, 630], Goblin Hand(250)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 457: HP: 1083, STR: 357579, VIT: 601, SPD: 48, LUK: 1, Attack: 441702, Defense: 85595, Current HP: 1083, A Avg: 1174927, D Avg: 85595, [Pinpoint(112)[630, 630, 630], Metalization(228)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 456: HP: 1083, STR: 357579, VIT: 601, SPD: 48, LUK: 1, Attack: 441702, Defense: 85595, Current HP: 1083, A Avg: 1174927, D Avg: 85595, [Pinpoint(112)[630, 630, 630], Metalization(228)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 455: HP: 3344, STR: 357080, VIT: 610, SPD: 48, LUK: 1, Attack: 441788, Defense: 86527, Current HP: 3344, A Avg: 1175156, D Avg: 86527, [Thin Blade(158)[630, 630, 630], Frying Pan(231)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 454: HP: 1340, STR: 357251, VIT: 907, SPD: 48, LUK: 1, Attack: 441901, Defense: 87695, Current HP: 1340, A Avg: 1175456, D Avg: 87695, [Diamond Knuckle(152)[630, 630, 630], Energy Shield(227)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 453: HP: 1340, STR: 357251, VIT: 907, SPD: 48, LUK: 1, Attack: 441901, Defense: 87695, Current HP: 1340, A Avg: 1175456, D Avg: 87695, [Diamond Knuckle(152)[630, 630, 630], Energy Shield(227)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 452: HP: 1083, STR: 357294, VIT: 601, SPD: 48, LUK: 1, Attack: 442135, Defense: 85595, Current HP: 1083, A Avg: 1176079, D Avg: 85595, [Grand Slam(163)[630, 630, 630], Metalization(228)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 451: HP: 1083, STR: 357294, VIT: 601, SPD: 48, LUK: 1, Attack: 442135, Defense: 85595, Current HP: 1083, A Avg: 1176079, D Avg: 85595, [Grand Slam(163)[630, 630, 630], Metalization(228)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 450: HP: 798, STR: 357778, VIT: 576, SPD: 48, LUK: 1, Attack: 442434, Defense: 85544, Current HP: 798, A Avg: 1176874, D Avg: 85544, [Penetra(161)[630, 630, 630], Huge Shield(234)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 449: HP: 703, STR: 358351, VIT: 94, SPD: 51, LUK: 1, Attack: 442474, Defense: 84230, Current HP: 703, A Avg: 1176980, D Avg: 84230, [Pinpoint(112)[630, 630, 630], Magnum(237)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 448: HP: 703, STR: 358351, VIT: 94, SPD: 51, LUK: 1, Attack: 442474, Defense: 84230, Current HP: 703, A Avg: 1176980, D Avg: 84230, [Pinpoint(112)[630, 630, 630], Magnum(237)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 447: HP: 1149, STR: 357212, VIT: 470, SPD: 48, LUK: 1, Attack: 442544, Defense: 84398, Current HP: 1149, A Avg: 1177167, D Avg: 84398, [Tower(149)[630, 630, 630], Tower Shield(213)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 446: HP: 1149, STR: 357212, VIT: 470, SPD: 48, LUK: 1, Attack: 442544, Defense: 84398, Current HP: 1149, A Avg: 1177167, D Avg: 84398, [Tower(149)[630, 630, 630], Tower Shield(213)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 445: HP: 2679, STR: 357930, VIT: 379, SPD: 48, LUK: 1, Attack: 442768, Defense: 86296, Current HP: 2679, A Avg: 1177762, D Avg: 86296, [Willow Blade(157)[630, 630, 630], Frying Pan(231)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 444: HP: 703, STR: 358854, VIT: 94, SPD: 51, LUK: 1, Attack: 442977, Defense: 84438, Current HP: 703, A Avg: 1178318, D Avg: 84438, [Pinpoint(112)[630, 630, 630], V Magnum(238)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 443: HP: 703, STR: 358854, VIT: 94, SPD: 51, LUK: 1, Attack: 442977, Defense: 84438, Current HP: 703, A Avg: 1178318, D Avg: 84438, [Pinpoint(112)[630, 630, 630], V Magnum(238)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 442: HP: 640, STR: 357852, VIT: 1006, SPD: 48, LUK: 1, Attack: 443496, Defense: 84729, Current HP: 640, A Avg: 1179699, D Avg: 84729, [Portal Sword(176)[630, 630, 630], Pot Lid(201)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 441: HP: 640, STR: 357852, VIT: 1006, SPD: 48, LUK: 1, Attack: 443496, Defense: 84739, Current HP: 640, A Avg: 1179699, D Avg: 84739, [Portal Sword(176)[630, 630, 630], High Pot Lid(202)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 440: HP: 608, STR: 357852, VIT: 1077, SPD: 48, LUK: 1, Attack: 443496, Defense: 84946, Current HP: 608, A Avg: 1179699, D Avg: 84946, [Portal Sword(176)[630, 630, 630], Wooden Shield(203)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 439: HP: 608, STR: 357852, VIT: 1082, SPD: 48, LUK: 1, Attack: 443496, Defense: 84886, Current HP: 608, A Avg: 1179699, D Avg: 84886, [Portal Sword(176)[630, 630, 630], Iron Shield(204)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 438: HP: 608, STR: 357852, VIT: 1118, SPD: 48, LUK: 1, Attack: 443496, Defense: 84981, Current HP: 608, A Avg: 1179699, D Avg: 84981, [Portal Sword(176)[630, 630, 630], Titanium Shield(205)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 437: HP: 608, STR: 357852, VIT: 1135, SPD: 48, LUK: 1, Attack: 443496, Defense: 85024, Current HP: 608, A Avg: 1179699, D Avg: 85024, [Portal Sword(176)[630, 630, 630], Large iron Shield(206)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 436: HP: 640, STR: 357852, VIT: 1107, SPD: 48, LUK: 1, Attack: 443496, Defense: 84983, Current HP: 640, A Avg: 1179699, D Avg: 84983, [Portal Sword(176)[630, 630, 630], Magic Shield(207)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 435: HP: 902, STR: 357852, VIT: 1217, SPD: 48, LUK: 1, Attack: 443496, Defense: 85054, Current HP: 902, A Avg: 1179699, D Avg: 85054, [Portal Sword(176)[630, 630, 630], Emerald Shield(209)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 434: HP: 700, STR: 357852, VIT: 1060, SPD: 48, LUK: 1, Attack: 443496, Defense: 84832, Current HP: 700, A Avg: 1179699, D Avg: 84832, [Portal Sword(176)[630, 630, 630], Clear Shield(211)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 433: HP: 740, STR: 357852, VIT: 1107, SPD: 48, LUK: 1, Attack: 443496, Defense: 85126, Current HP: 740, A Avg: 1179699, D Avg: 85126, [Portal Sword(176)[630, 630, 630], Prism Shield(212)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 432: HP: 684, STR: 357852, VIT: 1127, SPD: 48, LUK: 1, Attack: 443496, Defense: 85055, Current HP: 684, A Avg: 1179699, D Avg: 85055, [Portal Sword(176)[630, 630, 630], Tower Shield(213)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 431: HP: 1146, STR: 357852, VIT: 1254, SPD: 48, LUK: 1, Attack: 443496, Defense: 85816, Current HP: 1146, A Avg: 1179699, D Avg: 85816, [Portal Sword(176)[630, 630, 630], Slime Shield(221)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 430: HP: 1086, STR: 357852, VIT: 1118, SPD: 48, LUK: 1, Attack: 443496, Defense: 85046, Current HP: 1086, A Avg: 1179699, D Avg: 85046, [Portal Sword(176)[630, 630, 630], Hardwood Shield(223)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 429: HP: 640, STR: 357852, VIT: 1571, SPD: 48, LUK: 1, Attack: 443496, Defense: 88359, Current HP: 640, A Avg: 1179699, D Avg: 88359, [Portal Sword(176)[630, 630, 630], Energy Shield(227)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 428: HP: 2384, STR: 357852, VIT: 1069, SPD: 48, LUK: 1, Attack: 443496, Defense: 86986, Current HP: 2384, A Avg: 1179699, D Avg: 86986, [Portal Sword(176)[630, 630, 630], Frying Pan(231)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 427: HP: 1344, STR: 357852, VIT: 1316, SPD: 48, LUK: 1, Attack: 443496, Defense: 86050, Current HP: 1344, A Avg: 1179699, D Avg: 86050, [Portal Sword(176)[630, 630, 630], Slafield(232)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 426: HP: 1070, STR: 357852, VIT: 1254, SPD: 48, LUK: 1, Attack: 443496, Defense: 86729, Current HP: 1070, A Avg: 1179699, D Avg: 86729, [Portal Sword(176)[630, 630, 630], Mist Shield(233)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 425: HP: 798, STR: 357852, VIT: 1562, SPD: 48, LUK: 1, Attack: 443496, Defense: 86530, Current HP: 798, A Avg: 1179699, D Avg: 86530, [Portal Sword(176)[630, 630, 630], Huge Shield(234)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 424: HP: 722, STR: 357852, VIT: 1582, SPD: 48, LUK: 1, Attack: 443496, Defense: 88422, Current HP: 722, A Avg: 1179699, D Avg: 88422, [Portal Sword(176)[630, 630, 630], Aurora Shield(240)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 423: HP: 1510, STR: 357852, VIT: 1424, SPD: 48, LUK: 1, Attack: 443496, Defense: 88849, Current HP: 1510, A Avg: 1179699, D Avg: 88849, [Portal Sword(176)[630, 630, 630], Cloud Shield(241)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 422: HP: 608, STR: 357852, VIT: 1006, SPD: 48, LUK: 1, Attack: 443496, Defense: 87795, Current HP: 608, A Avg: 1179699, D Avg: 87795, [Portal Sword(176)[630, 630, 630], Graffiti(243)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 421: HP: 608, STR: 357852, VIT: 1934, SPD: 48, LUK: 1, Attack: 443496, Defense: 91712, Current HP: 608, A Avg: 1179699, D Avg: 91712, [Portal Sword(176)[630, 630, 630], Blank Shield(244)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 420: HP: 1083, STR: 357852, VIT: 2471, SPD: 48, LUK: 1, Attack: 443496, Defense: 89259, Current HP: 1083, A Avg: 1179699, D Avg: 89259, [Portal Sword(176)[630, 630, 630], Golem Shield(245)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 419: HP: 893, STR: 357852, VIT: 1393, SPD: 51, LUK: 1, Attack: 443496, Defense: 87271, Current HP: 893, A Avg: 1179699, D Avg: 87271, [Portal Sword(176)[630, 630, 630], Sticky thread shield(247)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 418: HP: 1497, STR: 357852, VIT: 1450, SPD: 48, LUK: 1, Attack: 443496, Defense: 87666, Current HP: 1497, A Avg: 1179699, D Avg: 87666, [Portal Sword(176)[630, 630, 630], King Shield(248)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 417: HP: 1040, STR: 357852, VIT: 1512, SPD: 48, LUK: 1, Attack: 443496, Defense: 88547, Current HP: 1040, A Avg: 1179699, D Avg: 88547, [Portal Sword(176)[630, 630, 630], Warrior's Shield(249)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 416: HP: 640, STR: 357852, VIT: 1563, SPD: 48, LUK: 1, Attack: 443496, Defense: 88611, Current HP: 640, A Avg: 1179699, D Avg: 88611, [Portal Sword(176)[630, 630, 630], Ghost shield(251)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 415: HP: 849, STR: 357891, VIT: 1225, SPD: 48, LUK: 1, Attack: 443535, Defense: 85166, Current HP: 849, A Avg: 1179803, D Avg: 85166, [Portal Sword(176)[630, 630, 630], Dragon's Scales(215)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 414: HP: 3344, STR: 357743, VIT: 627, SPD: 48, LUK: 1, Attack: 443595, Defense: 86544, Current HP: 3344, A Avg: 1179962, D Avg: 86544, [Santoku(159)[630, 630, 630], Frying Pan(231)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 413: HP: 608, STR: 357984, VIT: 1107, SPD: 51, LUK: 1, Attack: 443628, Defense: 85132, Current HP: 608, A Avg: 1180050, D Avg: 85132, [Portal Sword(176)[630, 630, 630], Conductive Barrier(208)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 412: HP: 978, STR: 358004, VIT: 1227, SPD: 48, LUK: 1, Attack: 443648, Defense: 85467, Current HP: 978, A Avg: 1180103, D Avg: 85467, [Portal Sword(176)[630, 630, 630], Dragon's Wings(216)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 411: HP: 996, STR: 358094, VIT: 1291, SPD: 48, LUK: 1, Attack: 443738, Defense: 86909, Current HP: 996, A Avg: 1180343, D Avg: 86909, [Portal Sword(176)[630, 630, 630], Mask of the Grim Reaper(214)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 410: HP: 828, STR: 358098, VIT: 1516, SPD: 48, LUK: 1, Attack: 443742, Defense: 86354, Current HP: 828, A Avg: 1180353, D Avg: 86354, [Portal Sword(176)[630, 630, 630], Bulletproof Shield(235)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 409: HP: 978, STR: 358137, VIT: 1276, SPD: 48, LUK: 1, Attack: 443781, Defense: 86140, Current HP: 978, A Avg: 1180457, D Avg: 86140, [Portal Sword(176)[630, 630, 630], Dragon's Head(217)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
