Rank 1000: HP: 440, STR: 2035, VIT: 424, SPD: 34, LUK: 1, Attack: 87913, Defense: 84293, Current HP: 440, A Avg: 109891, D Avg: 84293, [Blue Sword(180)[0, 0, 0], Wooden Shield(203)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 466: HP: 2185, STR: 1062, VIT: 2241, SPD: 32, LUK: 1, Attack: 88890, Defense: 89289, Current HP: 2185, A Avg: 112001, D Avg: 89289, [Stargazer(183)[0, 0, 0], Ghost shield(251)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 465: HP: 680, STR: 3735, VIT: 457, SPD: 34, LUK: 1, Attack: 89613, Defense: 88285, Current HP: 680, A Avg: 112016, D Avg: 88285, [God Hand(179)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 464: HP: 2303, STR: 1078, VIT: 1879, SPD: 32, LUK: 1, Attack: 88906, Defense: 85820, Current HP: 2303, A Avg: 112021, D Avg: 85820, [Stargazer(183)[0, 0, 0], Dragon's Scales(215)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 463: HP: 3146, STR: 1035, VIT: 1513, SPD: 32, LUK: 1, Attack: 88917, Defense: 86104, Current HP: 3146, A Avg: 112035, D Avg: 86104, [Wild Card(175)[0, 0, 0], Black Hole(229)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 462: HP: 3355, STR: 1035, VIT: 1562, SPD: 32, LUK: 1, Attack: 88917, Defense: 88480, Current HP: 3355, A Avg: 112035, D Avg: 88480, [Wild Card(175)[0, 0, 0], White Hole(230)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 461: HP: 847, STR: 1871, VIT: 379, SPD: 32, LUK: 1, Attack: 88922, Defense: 85607, Current HP: 847, A Avg: 112041, D Avg: 85607, [Tekken(188)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 460: HP: 2740, STR: 3825, VIT: 506, SPD: 36, LUK: 1, Attack: 89638, Defense: 84531, Current HP: 2740, A Avg: 112047, D Avg: 84531, [Spear of Regression(182)[0, 0, 0], Conductive Barrier(208)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 459: HP: 2090, STR: 1100, VIT: 1760, SPD: 34, LUK: 1, Attack: 88928, Defense: 85785, Current HP: 2090, A Avg: 112049, D Avg: 85785, [Stargazer(183)[0, 0, 0], Conductive Barrier(208)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 458: HP: 3124, STR: 1054, VIT: 1201, SPD: 32, LUK: 1, Attack: 88936, Defense: 85064, Current HP: 3124, A Avg: 112059, D Avg: 85064, [Wild Card(175)[0, 0, 0], Small Sword(218)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 457: HP: 2409, STR: 1108, VIT: 1881, SPD: 32, LUK: 1, Attack: 88936, Defense: 86121, Current HP: 2409, A Avg: 112059, D Avg: 86121, [Stargazer(183)[0, 0, 0], Dragon's Wings(216)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 456: HP: 3030, STR: 3839, VIT: 572, SPD: 34, LUK: 1, Attack: 89652, Defense: 84812, Current HP: 3030, A Avg: 112065, D Avg: 84812, [Spear of Regression(182)[0, 0, 0], Dragon's Wings(216)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 455: HP: 594, STR: 1900, VIT: 150, SPD: 32, LUK: 1, Attack: 88951, Defense: 87978, Current HP: 594, A Avg: 112078, D Avg: 87978, [Tekken(188)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 454: HP: 1020, STR: 2616, VIT: 134, SPD: 36, LUK: 1, Attack: 89667, Defense: 86922, Current HP: 1020, A Avg: 112083, D Avg: 86922, [Tekken(188)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 453: HP: 2112, STR: 1128, VIT: 1760, SPD: 32, LUK: 1, Attack: 88956, Defense: 85766, Current HP: 2112, A Avg: 112084, D Avg: 85766, [Stargazer(183)[0, 0, 0], Wings of Beast(210)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 452: HP: 2090, STR: 1128, VIT: 4118, SPD: 32, LUK: 1, Attack: 88956, Defense: 89788, Current HP: 2090, A Avg: 112084, D Avg: 89788, [Stargazer(183)[0, 0, 0], Shield of Thousand(246)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 451: HP: 2456, STR: 1129, VIT: 1955, SPD: 32, LUK: 1, Attack: 88957, Defense: 87573, Current HP: 2456, A Avg: 112085, D Avg: 87573, [Stargazer(183)[0, 0, 0], Mask of the Grim Reaper(214)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 450: HP: 480, STR: 1501, VIT: 159, SPD: 36, LUK: 1, Attack: 89668, Defense: 84503, Current HP: 480, A Avg: 112085, D Avg: 84503, [Basic(169)[0, 0, 0], V Magnum(238)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 449: HP: 3762, STR: 1076, VIT: 2399, SPD: 32, LUK: 1, Attack: 88958, Defense: 89967, Current HP: 3762, A Avg: 112087, D Avg: 89967, [Wild Card(175)[0, 0, 0], Storm Wall(242)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 448: HP: 2257, STR: 1131, VIT: 2232, SPD: 32, LUK: 1, Attack: 88959, Defense: 87070, Current HP: 2257, A Avg: 112088, D Avg: 87070, [Stargazer(183)[0, 0, 0], Bulletproof Shield(235)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 447: HP: 3956, STR: 1084, VIT: 1591, SPD: 32, LUK: 1, Attack: 88966, Defense: 87703, Current HP: 3956, A Avg: 112097, D Avg: 87703, [Wild Card(175)[0, 0, 0], Goblin Hand(250)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 446: HP: 3124, STR: 3874, VIT: 634, SPD: 34, LUK: 1, Attack: 89687, Defense: 86252, Current HP: 3124, A Avg: 112108, D Avg: 86252, [Spear of Regression(182)[0, 0, 0], Mask of the Grim Reaper(214)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 445: HP: 2409, STR: 1147, VIT: 1933, SPD: 32, LUK: 1, Attack: 88975, Defense: 86797, Current HP: 2409, A Avg: 112108, D Avg: 86797, [Stargazer(183)[0, 0, 0], Dragon's Head(217)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 444: HP: 2321, STR: 1147, VIT: 1921, SPD: 34, LUK: 1, Attack: 88975, Defense: 86343, Current HP: 2321, A Avg: 112108, D Avg: 86343, [Stargazer(183)[0, 0, 0], Superconducting Barrier(220)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 443: HP: 710, STR: 1523, VIT: 309, SPD: 34, LUK: 1, Attack: 89690, Defense: 85537, Current HP: 710, A Avg: 112112, D Avg: 85537, [Basic(169)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 442: HP: 2892, STR: 3877, VIT: 806, SPD: 34, LUK: 1, Attack: 89690, Defense: 85644, Current HP: 2892, A Avg: 112112, D Avg: 85644, [Spear of Regression(182)[0, 0, 0], Bulletproof Shield(235)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 441: HP: 3542, STR: 1100, VIT: 1844, SPD: 32, LUK: 1, Attack: 88982, Defense: 86838, Current HP: 3542, A Avg: 112117, D Avg: 86838, [Wild Card(175)[0, 0, 0], Metalization(228)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 440: HP: 2409, STR: 1163, VIT: 2284, SPD: 32, LUK: 1, Attack: 88991, Defense: 89085, Current HP: 2409, A Avg: 112128, D Avg: 89085, [Stargazer(183)[0, 0, 0], Riot(236)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 439: HP: 2740, STR: 1822, VIT: 821, SPD: 34, LUK: 1, Attack: 89704, Defense: 84684, Current HP: 2740, A Avg: 112130, D Avg: 84684, [Wild Card(175)[0, 0, 0], Small Sword(218)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 438: HP: 1890, STR: 1876, VIT: 1113, SPD: 34, LUK: 1, Attack: 89704, Defense: 84836, Current HP: 1890, A Avg: 112130, D Avg: 84836, [Stargazer(183)[0, 0, 0], Pot Lid(201)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 437: HP: 1890, STR: 1876, VIT: 1113, SPD: 34, LUK: 1, Attack: 89704, Defense: 84846, Current HP: 1890, A Avg: 112130, D Avg: 84846, [Stargazer(183)[0, 0, 0], High Pot Lid(202)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 436: HP: 1800, STR: 1876, VIT: 1188, SPD: 34, LUK: 1, Attack: 89704, Defense: 85057, Current HP: 1800, A Avg: 112130, D Avg: 85057, [Stargazer(183)[0, 0, 0], Wooden Shield(203)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 435: HP: 1800, STR: 1876, VIT: 1193, SPD: 34, LUK: 1, Attack: 89704, Defense: 84997, Current HP: 1800, A Avg: 112130, D Avg: 84997, [Stargazer(183)[0, 0, 0], Iron Shield(204)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 434: HP: 1800, STR: 1876, VIT: 1213, SPD: 34, LUK: 1, Attack: 89704, Defense: 85076, Current HP: 1800, A Avg: 112130, D Avg: 85076, [Stargazer(183)[0, 0, 0], Titanium Shield(205)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 433: HP: 1800, STR: 1876, VIT: 1231, SPD: 34, LUK: 1, Attack: 89704, Defense: 85120, Current HP: 1800, A Avg: 112130, D Avg: 85120, [Stargazer(183)[0, 0, 0], Large iron Shield(206)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 432: HP: 1890, STR: 1876, VIT: 1186, SPD: 34, LUK: 1, Attack: 89704, Defense: 85062, Current HP: 1890, A Avg: 112130, D Avg: 85062, [Stargazer(183)[0, 0, 0], Magic Shield(207)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 431: HP: 2010, STR: 1876, VIT: 1281, SPD: 34, LUK: 1, Attack: 89704, Defense: 85118, Current HP: 2010, A Avg: 112130, D Avg: 85118, [Stargazer(183)[0, 0, 0], Emerald Shield(209)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 430: HP: 1953, STR: 1876, VIT: 1154, SPD: 34, LUK: 1, Attack: 89704, Defense: 84926, Current HP: 1953, A Avg: 112130, D Avg: 84926, [Stargazer(183)[0, 0, 0], Clear Shield(211)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 429: HP: 1995, STR: 1876, VIT: 1186, SPD: 34, LUK: 1, Attack: 89704, Defense: 85205, Current HP: 1995, A Avg: 112130, D Avg: 85205, [Stargazer(183)[0, 0, 0], Prism Shield(212)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 428: HP: 1880, STR: 1876, VIT: 1222, SPD: 34, LUK: 1, Attack: 89704, Defense: 85150, Current HP: 1880, A Avg: 112130, D Avg: 85150, [Stargazer(183)[0, 0, 0], Tower Shield(213)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 427: HP: 2274, STR: 1876, VIT: 1292, SPD: 34, LUK: 1, Attack: 89704, Defense: 85854, Current HP: 2274, A Avg: 112130, D Avg: 85854, [Stargazer(183)[0, 0, 0], Slime Shield(221)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 426: HP: 2144, STR: 1876, VIT: 1213, SPD: 34, LUK: 1, Attack: 89704, Defense: 85141, Current HP: 2144, A Avg: 112130, D Avg: 85141, [Stargazer(183)[0, 0, 0], Hardwood Shield(223)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 425: HP: 1890, STR: 1876, VIT: 1594, SPD: 34, LUK: 1, Attack: 89704, Defense: 88382, Current HP: 1890, A Avg: 112130, D Avg: 88382, [Stargazer(183)[0, 0, 0], Energy Shield(227)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 424: HP: 3370, STR: 1876, VIT: 1179, SPD: 34, LUK: 1, Attack: 89704, Defense: 87096, Current HP: 3370, A Avg: 112130, D Avg: 87096, [Stargazer(183)[0, 0, 0], Frying Pan(231)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 423: HP: 2461, STR: 1876, VIT: 1341, SPD: 34, LUK: 1, Attack: 89704, Defense: 86075, Current HP: 2461, A Avg: 112130, D Avg: 86075, [Stargazer(183)[0, 0, 0], Slafield(232)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 422: HP: 2236, STR: 1876, VIT: 1292, SPD: 34, LUK: 1, Attack: 89704, Defense: 86767, Current HP: 2236, A Avg: 112130, D Avg: 86767, [Stargazer(183)[0, 0, 0], Mist Shield(233)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 421: HP: 2000, STR: 1876, VIT: 1521, SPD: 34, LUK: 1, Attack: 89704, Defense: 86489, Current HP: 2000, A Avg: 112130, D Avg: 86489, [Stargazer(183)[0, 0, 0], Huge Shield(234)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 420: HP: 1920, STR: 1876, VIT: 1555, SPD: 34, LUK: 1, Attack: 89704, Defense: 88395, Current HP: 1920, A Avg: 112130, D Avg: 88395, [Stargazer(183)[0, 0, 0], Aurora Shield(240)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 419: HP: 1800, STR: 1876, VIT: 1113, SPD: 34, LUK: 1, Attack: 89704, Defense: 87902, Current HP: 1800, A Avg: 112130, D Avg: 87902, [Stargazer(183)[0, 0, 0], Graffiti(243)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 418: HP: 1800, STR: 1876, VIT: 1759, SPD: 34, LUK: 1, Attack: 89704, Defense: 91537, Current HP: 1800, A Avg: 112130, D Avg: 91537, [Stargazer(183)[0, 0, 0], Blank Shield(244)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 417: HP: 2300, STR: 1876, VIT: 2214, SPD: 34, LUK: 1, Attack: 89704, Defense: 89002, Current HP: 2300, A Avg: 112130, D Avg: 89002, [Stargazer(183)[0, 0, 0], Golem Shield(245)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 416: HP: 2100, STR: 1876, VIT: 1388, SPD: 36, LUK: 1, Attack: 89704, Defense: 87266, Current HP: 2100, A Avg: 112130, D Avg: 87266, [Stargazer(183)[0, 0, 0], Sticky thread shield(247)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 415: HP: 2496, STR: 1876, VIT: 1474, SPD: 34, LUK: 1, Attack: 89704, Defense: 87690, Current HP: 2496, A Avg: 112130, D Avg: 87690, [Stargazer(183)[0, 0, 0], King Shield(248)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 414: HP: 2310, STR: 1876, VIT: 1582, SPD: 34, LUK: 1, Attack: 89704, Defense: 88617, Current HP: 2310, A Avg: 112130, D Avg: 88617, [Stargazer(183)[0, 0, 0], Warrior's Shield(249)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 413: HP: 1890, STR: 1876, VIT: 1501, SPD: 34, LUK: 1, Attack: 89704, Defense: 88549, Current HP: 1890, A Avg: 112130, D Avg: 88549, [Stargazer(183)[0, 0, 0], Ghost shield(251)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 412: HP: 460, STR: 3180, VIT: 392, SPD: 34, LUK: 1, Attack: 89708, Defense: 88220, Current HP: 460, A Avg: 112135, D Avg: 88220, [Moon Knuckle(153)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 411: HP: 2760, STR: 1830, VIT: 1025, SPD: 34, LUK: 1, Attack: 89712, Defense: 85616, Current HP: 2760, A Avg: 112140, D Avg: 85616, [Wild Card(175)[0, 0, 0], Black Hole(229)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 410: HP: 2950, STR: 1830, VIT: 1057, SPD: 34, LUK: 1, Attack: 89712, Defense: 87975, Current HP: 2950, A Avg: 112140, D Avg: 87975, [Wild Card(175)[0, 0, 0], White Hole(230)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 409: HP: 3377, STR: 1118, VIT: 1250, SPD: 32, LUK: 1, Attack: 89000, Defense: 85139, Current HP: 3377, A Avg: 112140, D Avg: 85139, [Wild Card(175)[0, 0, 0], Small Lion(219)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 408: HP: 2760, STR: 3900, VIT: 506, SPD: 34, LUK: 1, Attack: 89713, Defense: 84512, Current HP: 2760, A Avg: 112141, D Avg: 84512, [Spear of Regression(182)[0, 0, 0], Wings of Beast(210)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 407: HP: 2740, STR: 3900, VIT: 2048, SPD: 34, LUK: 1, Attack: 89713, Defense: 87718, Current HP: 2740, A Avg: 112141, D Avg: 87718, [Spear of Regression(182)[0, 0, 0], Shield of Thousand(246)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 406: HP: 3030, STR: 3904, VIT: 606, SPD: 34, LUK: 1, Attack: 89717, Defense: 85470, Current HP: 3030, A Avg: 112146, D Avg: 85470, [Spear of Regression(182)[0, 0, 0], Dragon's Head(217)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 405: HP: 2950, STR: 3904, VIT: 612, SPD: 36, LUK: 1, Attack: 89717, Defense: 85034, Current HP: 2950, A Avg: 112146, D Avg: 85034, [Spear of Regression(182)[0, 0, 0], Superconducting Barrier(220)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 404: HP: 2217, STR: 1178, VIT: 1760, SPD: 32, LUK: 1, Attack: 89006, Defense: 86260, Current HP: 2217, A Avg: 112147, D Avg: 86260, [Stargazer(183)[0, 0, 0], Hard Wings of Beast(222)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 403: HP: 3293, STR: 1125, VIT: 1263, SPD: 32, LUK: 1, Attack: 89007, Defense: 85269, Current HP: 3293, A Avg: 112148, D Avg: 85269, [Wild Card(175)[0, 0, 0], Small Dragon Sword(224)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 402: HP: 638, STR: 840, VIT: 189, SPD: 34, LUK: 1, Attack: 89007, Defense: 84533, Current HP: 638, A Avg: 112148, D Avg: 84533, [Basic(169)[0, 0, 0], V Magnum(238)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 401: HP: 636, STR: 2678, VIT: 267, SPD: 32, LUK: 1, Attack: 89729, Defense: 85495, Current HP: 636, A Avg: 112161, D Avg: 85495, [Tekken(188)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 400: HP: 1994, STR: 1903, VIT: 1290, SPD: 34, LUK: 1, Attack: 89731, Defense: 85231, Current HP: 1994, A Avg: 112163, D Avg: 85231, [Stargazer(183)[0, 0, 0], Dragon's Scales(215)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 399: HP: 3320, STR: 1859, VIT: 1604, SPD: 34, LUK: 1, Attack: 89741, Defense: 89172, Current HP: 3320, A Avg: 112176, D Avg: 89172, [Wild Card(175)[0, 0, 0], Storm Wall(242)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 398: HP: 3030, STR: 3931, VIT: 840, SPD: 34, LUK: 1, Attack: 89744, Defense: 87641, Current HP: 3030, A Avg: 112180, D Avg: 87641, [Spear of Regression(182)[0, 0, 0], Riot(236)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 397: HP: 891, STR: 872, VIT: 418, SPD: 32, LUK: 1, Attack: 89039, Defense: 85646, Current HP: 891, A Avg: 112189, D Avg: 85646, [Basic(169)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 396: HP: 1020, STR: 3885, VIT: 392, SPD: 36, LUK: 1, Attack: 89763, Defense: 87180, Current HP: 1020, A Avg: 112203, D Avg: 87180, [Blue Sword(180)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 395: HP: 1800, STR: 1941, VIT: 1186, SPD: 36, LUK: 1, Attack: 89769, Defense: 85211, Current HP: 1800, A Avg: 112211, D Avg: 85211, [Stargazer(183)[0, 0, 0], Conductive Barrier(208)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 394: HP: 1820, STR: 1946, VIT: 1186, SPD: 34, LUK: 1, Attack: 89774, Defense: 85192, Current HP: 1820, A Avg: 112217, D Avg: 85192, [Stargazer(183)[0, 0, 0], Wings of Beast(210)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 393: HP: 1800, STR: 1946, VIT: 2728, SPD: 34, LUK: 1, Attack: 89774, Defense: 88398, Current HP: 1800, A Avg: 112217, D Avg: 88398, [Stargazer(183)[0, 0, 0], Shield of Thousand(246)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 392: HP: 2090, STR: 1954, VIT: 1292, SPD: 34, LUK: 1, Attack: 89782, Defense: 85532, Current HP: 2090, A Avg: 112227, D Avg: 85532, [Stargazer(183)[0, 0, 0], Dragon's Wings(216)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 391: HP: 2134, STR: 1244, VIT: 2022, SPD: 32, LUK: 1, Attack: 89072, Defense: 86613, Current HP: 2134, A Avg: 112230, D Avg: 86613, [Stargazer(183)[0, 0, 0], Black Hole(229)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 390: HP: 2343, STR: 1244, VIT: 2072, SPD: 32, LUK: 1, Attack: 89072, Defense: 88990, Current HP: 2343, A Avg: 112230, D Avg: 88990, [Stargazer(183)[0, 0, 0], White Hole(230)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 389: HP: 2856, STR: 3981, VIT: 506, SPD: 34, LUK: 1, Attack: 89794, Defense: 85006, Current HP: 2856, A Avg: 112242, D Avg: 85006, [Spear of Regression(182)[0, 0, 0], Hard Wings of Beast(222)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 388: HP: 3507, STR: 1914, VIT: 1076, SPD: 34, LUK: 1, Attack: 89796, Defense: 87188, Current HP: 3507, A Avg: 112245, D Avg: 87188, [Wild Card(175)[0, 0, 0], Goblin Hand(250)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 387: HP: 3762, STR: 3275, VIT: 608, SPD: 34, LUK: 1, Attack: 89088, Defense: 87396, Current HP: 3762, A Avg: 112250, D Avg: 87396, [Spear of Regression(182)[0, 0, 0], C Magnum(239)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 386: HP: 640, STR: 4267, VIT: 457, SPD: 34, LUK: 1, Attack: 89807, Defense: 88285, Current HP: 640, A Avg: 112258, D Avg: 88285, [Zodiac(184)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 385: HP: 2970, STR: 1929, VIT: 853, SPD: 34, LUK: 1, Attack: 89811, Defense: 84742, Current HP: 2970, A Avg: 112263, D Avg: 84742, [Wild Card(175)[0, 0, 0], Small Lion(219)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 384: HP: 2137, STR: 1989, VIT: 1314, SPD: 34, LUK: 1, Attack: 89817, Defense: 86932, Current HP: 2137, A Avg: 112271, D Avg: 86932, [Stargazer(183)[0, 0, 0], Mask of the Grim Reaper(214)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 383: HP: 2112, STR: 1276, VIT: 1710, SPD: 32, LUK: 1, Attack: 89104, Defense: 85573, Current HP: 2112, A Avg: 112271, D Avg: 85573, [Stargazer(183)[0, 0, 0], Small Sword(218)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 382: HP: 1952, STR: 1992, VIT: 1526, SPD: 34, LUK: 1, Attack: 89820, Defense: 86364, Current HP: 1952, A Avg: 112275, D Avg: 86364, [Stargazer(183)[0, 0, 0], Bulletproof Shield(235)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 381: HP: 2894, STR: 1940, VIT: 861, SPD: 34, LUK: 1, Attack: 89822, Defense: 84867, Current HP: 2894, A Avg: 112277, D Avg: 84867, [Wild Card(175)[0, 0, 0], Small Dragon Sword(224)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 380: HP: 3120, STR: 1941, VIT: 1267, SPD: 34, LUK: 1, Attack: 89823, Defense: 86261, Current HP: 3120, A Avg: 112278, D Avg: 86261, [Wild Card(175)[0, 0, 0], Metalization(228)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 379: HP: 2898, STR: 1294, VIT: 2100, SPD: 32, LUK: 1, Attack: 89122, Defense: 88212, Current HP: 2898, A Avg: 112293, D Avg: 88212, [Stargazer(183)[0, 0, 0], Goblin Hand(250)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 378: HP: 2750, STR: 1298, VIT: 2909, SPD: 32, LUK: 1, Attack: 89126, Defense: 90477, Current HP: 2750, A Avg: 112298, D Avg: 90477, [Stargazer(183)[0, 0, 0], Storm Wall(242)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 377: HP: 2090, STR: 2019, VIT: 1326, SPD: 34, LUK: 1, Attack: 89847, Defense: 86190, Current HP: 2090, A Avg: 112308, D Avg: 86190, [Stargazer(183)[0, 0, 0], Dragon's Head(217)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 376: HP: 2010, STR: 2019, VIT: 1292, SPD: 36, LUK: 1, Attack: 89847, Defense: 85714, Current HP: 2010, A Avg: 112308, D Avg: 85714, [Stargazer(183)[0, 0, 0], Superconducting Barrier(220)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 375: HP: 2530, STR: 1310, VIT: 2373, SPD: 32, LUK: 1, Attack: 89138, Defense: 87367, Current HP: 2530, A Avg: 112313, D Avg: 87367, [Stargazer(183)[0, 0, 0], Metalization(228)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 374: HP: 1916, STR: 2027, VIT: 1186, SPD: 34, LUK: 1, Attack: 89855, Defense: 85686, Current HP: 1916, A Avg: 112318, D Avg: 85686, [Stargazer(183)[0, 0, 0], Hard Wings of Beast(222)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 373: HP: 2090, STR: 2046, VIT: 1560, SPD: 34, LUK: 1, Attack: 89874, Defense: 88361, Current HP: 2090, A Avg: 112342, D Avg: 88361, [Stargazer(183)[0, 0, 0], Riot(236)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 372: HP: 2780, STR: 4068, VIT: 678, SPD: 34, LUK: 1, Attack: 89881, Defense: 85269, Current HP: 2780, A Avg: 112351, D Avg: 85269, [Spear of Regression(182)[0, 0, 0], Black Hole(229)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 371: HP: 2970, STR: 4068, VIT: 710, SPD: 34, LUK: 1, Attack: 89881, Defense: 87628, Current HP: 2970, A Avg: 112351, D Avg: 87628, [Spear of Regression(182)[0, 0, 0], White Hole(230)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 370: HP: 2365, STR: 1341, VIT: 1760, SPD: 32, LUK: 1, Attack: 89169, Defense: 85649, Current HP: 2365, A Avg: 112352, D Avg: 85649, [Stargazer(183)[0, 0, 0], Small Lion(219)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
