Rank 1000: HP: 7414, STR: 3043, VIT: 2121, SPD: 85, LUK: 1, Attack: 88856, Defense: 87999, Current HP: 7414, A Avg: 111958, D Avg: 87999, [Spear of Regression(182)[0, 0, 0], Sticky thread shield(247)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 473: HP: 1440, STR: 5775, VIT: 1612, SPD: 85, LUK: 1, Attack: 91653, Defense: 86606, Current HP: 1440, A Avg: 114566, D Avg: 86606, [Blue Sword(180)[0, 0, 0], Metalization(228)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 472: HP: 6920, STR: 3774, VIT: 2026, SPD: 90, LUK: 1, Attack: 91656, Defense: 86051, Current HP: 6920, A Avg: 114570, D Avg: 86051, [Wild Card(175)[0, 0, 0], Conductive Barrier(208)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 471: HP: 1040, STR: 7079, VIT: 185, SPD: 90, LUK: 1, Attack: 91657, Defense: 84321, Current HP: 1040, A Avg: 114571, D Avg: 84321, [Magical(187)[0, 0, 0], Magnum(237)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 470: HP: 7510, STR: 3788, VIT: 2235, SPD: 85, LUK: 1, Attack: 91670, Defense: 86475, Current HP: 7510, A Avg: 114587, D Avg: 86475, [Wild Card(175)[0, 0, 0], Dragon's Wings(216)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 469: HP: 2460, STR: 5192, VIT: 1404, SPD: 90, LUK: 1, Attack: 91681, Defense: 88192, Current HP: 2460, A Avg: 114601, D Avg: 88192, [Cuttlefish(178)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 468: HP: 1240, STR: 6158, VIT: 1018, SPD: 90, LUK: 1, Attack: 91698, Defense: 85362, Current HP: 1240, A Avg: 114622, D Avg: 85362, [Zodiac(184)[0, 0, 0], V Magnum(238)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 467: HP: 1806, STR: 6675, VIT: 780, SPD: 85, LUK: 1, Attack: 91718, Defense: 88608, Current HP: 1806, A Avg: 114647, D Avg: 88608, [White Snake(160)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 466: HP: 1518, STR: 5122, VIT: 1580, SPD: 80, LUK: 1, Attack: 91000, Defense: 89408, Current HP: 1518, A Avg: 114660, D Avg: 89408, [God Hand(179)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 465: HP: 3780, STR: 3901, VIT: 2388, SPD: 85, LUK: 1, Attack: 91729, Defense: 86111, Current HP: 3780, A Avg: 114661, D Avg: 86111, [Stargazer(183)[0, 0, 0], Pot Lid(201)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 464: HP: 3780, STR: 3901, VIT: 2388, SPD: 85, LUK: 1, Attack: 91729, Defense: 86121, Current HP: 3780, A Avg: 114661, D Avg: 86121, [Stargazer(183)[0, 0, 0], High Pot Lid(202)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 463: HP: 3600, STR: 3901, VIT: 2538, SPD: 85, LUK: 1, Attack: 91729, Defense: 86407, Current HP: 3600, A Avg: 114661, D Avg: 86407, [Stargazer(183)[0, 0, 0], Wooden Shield(203)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 462: HP: 3600, STR: 3901, VIT: 2543, SPD: 85, LUK: 1, Attack: 91729, Defense: 86347, Current HP: 3600, A Avg: 114661, D Avg: 86347, [Stargazer(183)[0, 0, 0], Iron Shield(204)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 461: HP: 3600, STR: 3901, VIT: 2617, SPD: 85, LUK: 1, Attack: 91729, Defense: 86480, Current HP: 3600, A Avg: 114661, D Avg: 86480, [Stargazer(183)[0, 0, 0], Titanium Shield(205)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 460: HP: 3600, STR: 3901, VIT: 2635, SPD: 85, LUK: 1, Attack: 91729, Defense: 86524, Current HP: 3600, A Avg: 114661, D Avg: 86524, [Stargazer(183)[0, 0, 0], Large iron Shield(206)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 459: HP: 3780, STR: 3901, VIT: 2563, SPD: 85, LUK: 1, Attack: 91729, Defense: 86439, Current HP: 3780, A Avg: 114661, D Avg: 86439, [Stargazer(183)[0, 0, 0], Magic Shield(207)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 458: HP: 4110, STR: 3901, VIT: 2793, SPD: 85, LUK: 1, Attack: 91729, Defense: 86630, Current HP: 4110, A Avg: 114661, D Avg: 86630, [Stargazer(183)[0, 0, 0], Emerald Shield(209)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 457: HP: 3843, STR: 3901, VIT: 2480, SPD: 85, LUK: 1, Attack: 91729, Defense: 86252, Current HP: 3843, A Avg: 114661, D Avg: 86252, [Stargazer(183)[0, 0, 0], Clear Shield(211)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 456: HP: 3885, STR: 3901, VIT: 2563, SPD: 85, LUK: 1, Attack: 91729, Defense: 86582, Current HP: 3885, A Avg: 114661, D Avg: 86582, [Stargazer(183)[0, 0, 0], Prism Shield(212)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 455: HP: 3680, STR: 3901, VIT: 2626, SPD: 85, LUK: 1, Attack: 91729, Defense: 86554, Current HP: 3680, A Avg: 114661, D Avg: 86554, [Stargazer(183)[0, 0, 0], Tower Shield(213)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 454: HP: 4605, STR: 3901, VIT: 2822, SPD: 85, LUK: 1, Attack: 91729, Defense: 87384, Current HP: 4605, A Avg: 114661, D Avg: 87384, [Stargazer(183)[0, 0, 0], Slime Shield(221)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 453: HP: 4424, STR: 3901, VIT: 2617, SPD: 85, LUK: 1, Attack: 91729, Defense: 86545, Current HP: 4424, A Avg: 114661, D Avg: 86545, [Stargazer(183)[0, 0, 0], Hardwood Shield(223)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 452: HP: 3780, STR: 3901, VIT: 3226, SPD: 85, LUK: 1, Attack: 91729, Defense: 90014, Current HP: 3780, A Avg: 114661, D Avg: 90014, [Stargazer(183)[0, 0, 0], Energy Shield(227)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 451: HP: 6070, STR: 3901, VIT: 2529, SPD: 85, LUK: 1, Attack: 91729, Defense: 88446, Current HP: 6070, A Avg: 114661, D Avg: 88446, [Stargazer(183)[0, 0, 0], Frying Pan(231)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 450: HP: 4855, STR: 3901, VIT: 2922, SPD: 85, LUK: 1, Attack: 91729, Defense: 87656, Current HP: 4855, A Avg: 114661, D Avg: 87656, [Stargazer(183)[0, 0, 0], Slafield(232)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 449: HP: 4441, STR: 3901, VIT: 2822, SPD: 85, LUK: 1, Attack: 91729, Defense: 88297, Current HP: 4441, A Avg: 114661, D Avg: 88297, [Stargazer(183)[0, 0, 0], Mist Shield(233)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 448: HP: 3800, STR: 3901, VIT: 3411, SPD: 85, LUK: 1, Attack: 91729, Defense: 88379, Current HP: 3800, A Avg: 114661, D Avg: 88379, [Stargazer(183)[0, 0, 0], Huge Shield(234)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 447: HP: 3720, STR: 3901, VIT: 3340, SPD: 85, LUK: 1, Attack: 91729, Defense: 90180, Current HP: 3720, A Avg: 114661, D Avg: 90180, [Stargazer(183)[0, 0, 0], Aurora Shield(240)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 446: HP: 3600, STR: 3901, VIT: 2388, SPD: 85, LUK: 1, Attack: 91729, Defense: 89177, Current HP: 3600, A Avg: 114661, D Avg: 89177, [Stargazer(183)[0, 0, 0], Graffiti(243)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 445: HP: 3600, STR: 3901, VIT: 4054, SPD: 85, LUK: 1, Attack: 91729, Defense: 93832, Current HP: 3600, A Avg: 114661, D Avg: 93832, [Stargazer(183)[0, 0, 0], Blank Shield(244)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 444: HP: 4100, STR: 3901, VIT: 4914, SPD: 85, LUK: 1, Attack: 91729, Defense: 91702, Current HP: 4100, A Avg: 114661, D Avg: 91702, [Stargazer(183)[0, 0, 0], Golem Shield(245)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 443: HP: 3900, STR: 3901, VIT: 3071, SPD: 90, LUK: 1, Attack: 91729, Defense: 88949, Current HP: 3900, A Avg: 114661, D Avg: 88949, [Stargazer(183)[0, 0, 0], Sticky thread shield(247)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 442: HP: 5016, STR: 3901, VIT: 3148, SPD: 85, LUK: 1, Attack: 91729, Defense: 89364, Current HP: 5016, A Avg: 114661, D Avg: 89364, [Stargazer(183)[0, 0, 0], King Shield(248)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 441: HP: 4200, STR: 3901, VIT: 3061, SPD: 85, LUK: 1, Attack: 91729, Defense: 90096, Current HP: 4200, A Avg: 114661, D Avg: 90096, [Stargazer(183)[0, 0, 0], Warrior's Shield(249)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 440: HP: 3780, STR: 3901, VIT: 3388, SPD: 85, LUK: 1, Attack: 91729, Defense: 90436, Current HP: 3780, A Avg: 114661, D Avg: 90436, [Stargazer(183)[0, 0, 0], Ghost shield(251)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 439: HP: 4070, STR: 3179, VIT: 3676, SPD: 85, LUK: 1, Attack: 91007, Defense: 87812, Current HP: 4070, A Avg: 114668, D Avg: 87812, [Stargazer(183)[0, 0, 0], Magnum(237)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 438: HP: 6380, STR: 5931, VIT: 1239, SPD: 85, LUK: 1, Attack: 91744, Defense: 85830, Current HP: 6380, A Avg: 114680, D Avg: 85830, [Spear of Regression(182)[0, 0, 0], Black Hole(229)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 437: HP: 6870, STR: 5931, VIT: 1322, SPD: 85, LUK: 1, Attack: 91744, Defense: 88240, Current HP: 6870, A Avg: 114680, D Avg: 88240, [Spear of Regression(182)[0, 0, 0], White Hole(230)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 436: HP: 1550, STR: 6272, VIT: 618, SPD: 85, LUK: 1, Attack: 91747, Defense: 88446, Current HP: 1550, A Avg: 114683, D Avg: 88446, [Elemental(121)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 435: HP: 7938, STR: 5934, VIT: 1290, SPD: 85, LUK: 1, Attack: 91747, Defense: 87402, Current HP: 7938, A Avg: 114683, D Avg: 87402, [Spear of Regression(182)[0, 0, 0], Goblin Hand(250)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 434: HP: 1550, STR: 7014, VIT: 469, SPD: 85, LUK: 1, Attack: 91748, Defense: 88297, Current HP: 1550, A Avg: 114685, D Avg: 88297, [Irruption(154)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 433: HP: 3974, STR: 3928, VIT: 2802, SPD: 85, LUK: 1, Attack: 91756, Defense: 86743, Current HP: 3974, A Avg: 114695, D Avg: 86743, [Stargazer(183)[0, 0, 0], Dragon's Scales(215)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 432: HP: 6740, STR: 5961, VIT: 1440, SPD: 85, LUK: 1, Attack: 91774, Defense: 86434, Current HP: 6740, A Avg: 114717, D Avg: 86434, [Spear of Regression(182)[0, 0, 0], Metalization(228)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 431: HP: 2040, STR: 6683, VIT: 535, SPD: 85, LUK: 1, Attack: 91781, Defense: 88363, Current HP: 2040, A Avg: 114726, D Avg: 88363, [Yggdrasil(126)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 430: HP: 1590, STR: 5905, VIT: 1026, SPD: 85, LUK: 1, Attack: 91783, Defense: 84915, Current HP: 1590, A Avg: 114728, D Avg: 84915, [Blue Sword(180)[0, 0, 0], Small Lion(219)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 429: HP: 7891, STR: 3904, VIT: 2357, SPD: 85, LUK: 1, Attack: 91786, Defense: 87975, Current HP: 7891, A Avg: 114732, D Avg: 87975, [Wild Card(175)[0, 0, 0], Mask of the Grim Reaper(214)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 428: HP: 7312, STR: 3906, VIT: 2685, SPD: 85, LUK: 1, Attack: 91788, Defense: 87523, Current HP: 7312, A Avg: 114735, D Avg: 87523, [Wild Card(175)[0, 0, 0], Bulletproof Shield(235)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 427: HP: 7156, STR: 3928, VIT: 2026, SPD: 85, LUK: 1, Attack: 91810, Defense: 86526, Current HP: 7156, A Avg: 114762, D Avg: 86526, [Wild Card(175)[0, 0, 0], Hard Wings of Beast(222)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 426: HP: 1518, STR: 4593, VIT: 2170, SPD: 80, LUK: 1, Attack: 91082, Defense: 89998, Current HP: 1518, A Avg: 114763, D Avg: 89998, [Cuttlefish(178)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 425: HP: 7510, STR: 3933, VIT: 2323, SPD: 85, LUK: 1, Attack: 91815, Defense: 87187, Current HP: 7510, A Avg: 114768, D Avg: 87187, [Wild Card(175)[0, 0, 0], Dragon's Head(217)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 424: HP: 7430, STR: 3933, VIT: 2284, SPD: 90, LUK: 1, Attack: 91815, Defense: 86706, Current HP: 7430, A Avg: 114768, D Avg: 86706, [Wild Card(175)[0, 0, 0], Superconducting Barrier(220)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 423: HP: 1254, STR: 4042, VIT: 306, SPD: 80, LUK: 1, Attack: 91093, Defense: 88134, Current HP: 1254, A Avg: 114777, D Avg: 88134, [Tekken(188)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 422: HP: 1837, STR: 4058, VIT: 847, SPD: 80, LUK: 1, Attack: 91109, Defense: 86075, Current HP: 1837, A Avg: 114797, D Avg: 86075, [Tekken(188)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 421: HP: 1810, STR: 5989, VIT: 1371, SPD: 85, LUK: 1, Attack: 91867, Defense: 86599, Current HP: 1810, A Avg: 114833, D Avg: 86599, [God Hand(179)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 420: HP: 7722, STR: 3256, VIT: 2854, SPD: 85, LUK: 1, Attack: 91138, Defense: 87198, Current HP: 7722, A Avg: 114833, D Avg: 87198, [Wild Card(175)[0, 0, 0], V Magnum(238)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 419: HP: 3620, STR: 4046, VIT: 2563, SPD: 85, LUK: 1, Attack: 91874, Defense: 86569, Current HP: 3620, A Avg: 114842, D Avg: 86569, [Stargazer(183)[0, 0, 0], Wings of Beast(210)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 418: HP: 3600, STR: 4046, VIT: 6553, SPD: 85, LUK: 1, Attack: 91874, Defense: 92223, Current HP: 3600, A Avg: 114842, D Avg: 92223, [Stargazer(183)[0, 0, 0], Shield of Thousand(246)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 417: HP: 3600, STR: 4047, VIT: 2563, SPD: 90, LUK: 1, Attack: 91875, Defense: 86588, Current HP: 3600, A Avg: 114843, D Avg: 86588, [Stargazer(183)[0, 0, 0], Conductive Barrier(208)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 416: HP: 1630, STR: 6546, VIT: 702, SPD: 85, LUK: 1, Attack: 91878, Defense: 88530, Current HP: 1630, A Avg: 114847, D Avg: 88530, [Tower(149)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 415: HP: 1394, STR: 6000, VIT: 1035, SPD: 85, LUK: 1, Attack: 91878, Defense: 85041, Current HP: 1394, A Avg: 114847, D Avg: 85041, [Blue Sword(180)[0, 0, 0], Small Dragon Sword(224)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 414: HP: 1040, STR: 7232, VIT: 185, SPD: 85, LUK: 1, Attack: 91888, Defense: 88013, Current HP: 1040, A Avg: 114860, D Avg: 88013, [Penetra(161)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 413: HP: 4190, STR: 4060, VIT: 2804, SPD: 85, LUK: 1, Attack: 91888, Defense: 87044, Current HP: 4190, A Avg: 114860, D Avg: 87044, [Stargazer(183)[0, 0, 0], Dragon's Wings(216)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 412: HP: 2460, STR: 6031, VIT: 1018, SPD: 90, LUK: 1, Attack: 91909, Defense: 87806, Current HP: 2460, A Avg: 114886, D Avg: 87806, [God Hand(179)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 411: HP: 6890, STR: 6098, VIT: 863, SPD: 85, LUK: 1, Attack: 91911, Defense: 84752, Current HP: 6890, A Avg: 114888, D Avg: 84752, [Spear of Regression(182)[0, 0, 0], Small Lion(219)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 410: HP: 7510, STR: 4041, VIT: 2773, SPD: 85, LUK: 1, Attack: 91923, Defense: 89574, Current HP: 7510, A Avg: 114903, D Avg: 89574, [Wild Card(175)[0, 0, 0], Riot(236)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 409: HP: 7520, STR: 4043, VIT: 3440, SPD: 85, LUK: 1, Attack: 91925, Defense: 91008, Current HP: 7520, A Avg: 114906, D Avg: 91008, [Wild Card(175)[0, 0, 0], Storm Wall(242)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 408: HP: 1640, STR: 5695, VIT: 185, SPD: 85, LUK: 1, Attack: 91937, Defense: 88013, Current HP: 1640, A Avg: 114921, D Avg: 88013, [Droid Hammer(177)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 407: HP: 1040, STR: 7100, VIT: 622, SPD: 85, LUK: 1, Attack: 91938, Defense: 88450, Current HP: 1040, A Avg: 114922, D Avg: 88450, [Classic(168)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 406: HP: 4070, STR: 3417, VIT: 3676, SPD: 85, LUK: 1, Attack: 91245, Defense: 88020, Current HP: 4070, A Avg: 114968, D Avg: 88020, [Stargazer(183)[0, 0, 0], V Magnum(238)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 405: HP: 2630, STR: 7067, VIT: 685, SPD: 85, LUK: 1, Attack: 91990, Defense: 88513, Current HP: 2630, A Avg: 114987, D Avg: 88513, [Pangaea(164)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 404: HP: 4405, STR: 4176, VIT: 2895, SPD: 85, LUK: 1, Attack: 92004, Defense: 88513, Current HP: 4405, A Avg: 115005, D Avg: 88513, [Stargazer(183)[0, 0, 0], Mask of the Grim Reaper(214)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 403: HP: 6694, STR: 6193, VIT: 872, SPD: 85, LUK: 1, Attack: 92006, Defense: 84878, Current HP: 6694, A Avg: 115007, D Avg: 84878, [Spear of Regression(182)[0, 0, 0], Small Dragon Sword(224)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 402: HP: 3992, STR: 4179, VIT: 3254, SPD: 85, LUK: 1, Attack: 92007, Defense: 88092, Current HP: 3992, A Avg: 115008, D Avg: 88092, [Stargazer(183)[0, 0, 0], Bulletproof Shield(235)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 401: HP: 4190, STR: 4206, VIT: 2892, SPD: 85, LUK: 1, Attack: 92034, Defense: 87756, Current HP: 4190, A Avg: 115042, D Avg: 87756, [Stargazer(183)[0, 0, 0], Dragon's Head(217)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 400: HP: 4110, STR: 4206, VIT: 2822, SPD: 90, LUK: 1, Attack: 92034, Defense: 87244, Current HP: 4110, A Avg: 115042, D Avg: 87244, [Stargazer(183)[0, 0, 0], Superconducting Barrier(220)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 399: HP: 1311, STR: 3644, VIT: 306, SPD: 80, LUK: 1, Attack: 91305, Defense: 84029, Current HP: 1311, A Avg: 115044, D Avg: 84029, [Neural Edge(190)[0, 0, 0], Pot Lid(201)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 398: HP: 1311, STR: 3644, VIT: 306, SPD: 80, LUK: 1, Attack: 91305, Defense: 84039, Current HP: 1311, A Avg: 115044, D Avg: 84039, [Neural Edge(190)[0, 0, 0], High Pot Lid(202)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 397: HP: 1254, STR: 3644, VIT: 332, SPD: 80, LUK: 1, Attack: 91305, Defense: 84201, Current HP: 1254, A Avg: 115044, D Avg: 84201, [Neural Edge(190)[0, 0, 0], Wooden Shield(203)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 396: HP: 1254, STR: 3644, VIT: 340, SPD: 80, LUK: 1, Attack: 91305, Defense: 84144, Current HP: 1254, A Avg: 115044, D Avg: 84144, [Neural Edge(190)[0, 0, 0], Iron Shield(204)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 395: HP: 1254, STR: 3644, VIT: 450, SPD: 80, LUK: 1, Attack: 91305, Defense: 84313, Current HP: 1254, A Avg: 115044, D Avg: 84313, [Neural Edge(190)[0, 0, 0], Titanium Shield(205)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 394: HP: 1254, STR: 3644, VIT: 477, SPD: 80, LUK: 1, Attack: 91305, Defense: 84366, Current HP: 1254, A Avg: 115044, D Avg: 84366, [Neural Edge(190)[0, 0, 0], Large iron Shield(206)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 393: HP: 1311, STR: 3644, VIT: 574, SPD: 80, LUK: 1, Attack: 91305, Defense: 84450, Current HP: 1311, A Avg: 115044, D Avg: 84450, [Neural Edge(190)[0, 0, 0], Magic Shield(207)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 392: HP: 1815, STR: 3644, VIT: 715, SPD: 80, LUK: 1, Attack: 91305, Defense: 84552, Current HP: 1815, A Avg: 115044, D Avg: 84552, [Neural Edge(190)[0, 0, 0], Emerald Shield(209)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 391: HP: 1380, STR: 3644, VIT: 447, SPD: 80, LUK: 1, Attack: 91305, Defense: 84219, Current HP: 1380, A Avg: 115044, D Avg: 84219, [Neural Edge(190)[0, 0, 0], Clear Shield(211)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 390: HP: 1426, STR: 3644, VIT: 574, SPD: 80, LUK: 1, Attack: 91305, Defense: 84593, Current HP: 1426, A Avg: 115044, D Avg: 84593, [Neural Edge(190)[0, 0, 0], Prism Shield(212)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 389: HP: 1342, STR: 3644, VIT: 464, SPD: 80, LUK: 1, Attack: 91305, Defense: 84392, Current HP: 1342, A Avg: 115044, D Avg: 84392, [Neural Edge(190)[0, 0, 0], Tower Shield(213)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 388: HP: 2214, STR: 3644, VIT: 969, SPD: 80, LUK: 1, Attack: 91305, Defense: 85531, Current HP: 2214, A Avg: 115044, D Avg: 85531, [Neural Edge(190)[0, 0, 0], Slime Shield(221)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 387: HP: 2160, STR: 3644, VIT: 450, SPD: 80, LUK: 1, Attack: 91305, Defense: 84378, Current HP: 2160, A Avg: 115044, D Avg: 84378, [Neural Edge(190)[0, 0, 0], Hardwood Shield(223)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 386: HP: 1311, STR: 3644, VIT: 1588, SPD: 80, LUK: 1, Attack: 91305, Defense: 88376, Current HP: 1311, A Avg: 115044, D Avg: 88376, [Neural Edge(190)[0, 0, 0], Energy Shield(227)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 385: HP: 3971, STR: 3644, VIT: 318, SPD: 80, LUK: 1, Attack: 91305, Defense: 86235, Current HP: 3971, A Avg: 115044, D Avg: 86235, [Neural Edge(190)[0, 0, 0], Frying Pan(231)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 384: HP: 2488, STR: 3644, VIT: 1123, SPD: 80, LUK: 1, Attack: 91305, Defense: 85857, Current HP: 2488, A Avg: 115044, D Avg: 85857, [Neural Edge(190)[0, 0, 0], Slafield(232)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 383: HP: 2035, STR: 3644, VIT: 969, SPD: 80, LUK: 1, Attack: 91305, Defense: 86444, Current HP: 2035, A Avg: 115044, D Avg: 86444, [Neural Edge(190)[0, 0, 0], Mist Shield(233)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 382: HP: 1474, STR: 3644, VIT: 1641, SPD: 80, LUK: 1, Attack: 91305, Defense: 86609, Current HP: 1474, A Avg: 115044, D Avg: 86609, [Neural Edge(190)[0, 0, 0], Huge Shield(234)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 381: HP: 1386, STR: 3644, VIT: 1762, SPD: 80, LUK: 1, Attack: 91305, Defense: 88602, Current HP: 1386, A Avg: 115044, D Avg: 88602, [Neural Edge(190)[0, 0, 0], Aurora Shield(240)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 380: HP: 3001, STR: 3644, VIT: 1453, SPD: 80, LUK: 1, Attack: 91305, Defense: 88878, Current HP: 3001, A Avg: 115044, D Avg: 88878, [Neural Edge(190)[0, 0, 0], Cloud Shield(241)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 379: HP: 1254, STR: 3644, VIT: 306, SPD: 80, LUK: 1, Attack: 91305, Defense: 87095, Current HP: 1254, A Avg: 115044, D Avg: 87095, [Neural Edge(190)[0, 0, 0], Graffiti(243)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 378: HP: 1254, STR: 3644, VIT: 2854, SPD: 80, LUK: 1, Attack: 91305, Defense: 92632, Current HP: 1254, A Avg: 115044, D Avg: 92632, [Neural Edge(190)[0, 0, 0], Blank Shield(244)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 377: HP: 1804, STR: 3644, VIT: 3896, SPD: 80, LUK: 1, Attack: 91305, Defense: 90684, Current HP: 1804, A Avg: 115044, D Avg: 90684, [Neural Edge(190)[0, 0, 0], Golem Shield(245)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
