Rank 1000: HP: 736, STR: 460, VIT: 176, SPD: 40, LUK: 1, Attack: 87511, Defense: 83899, Current HP: 736, A Avg: 110263, D Avg: 83899, [Tekken(188)[0, 0, 0], Pot Lid(201)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 504: HP: 2420, STR: 1270, VIT: 2154, SPD: 40, LUK: 1, Attack: 89098, Defense: 86043, Current HP: 2420, A Avg: 112263, D Avg: 86043, [Stargazer(183)[0, 0, 0], Large iron Shield(206)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 503: HP: 2530, STR: 1270, VIT: 2124, SPD: 40, LUK: 1, Attack: 89098, Defense: 86000, Current HP: 2530, A Avg: 112263, D Avg: 86000, [Stargazer(183)[0, 0, 0], Magic Shield(207)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 502: HP: 2706, STR: 1270, VIT: 2257, SPD: 40, LUK: 1, Attack: 89098, Defense: 86094, Current HP: 2706, A Avg: 112263, D Avg: 86094, [Stargazer(183)[0, 0, 0], Emerald Shield(209)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 501: HP: 2599, STR: 1270, VIT: 2061, SPD: 40, LUK: 1, Attack: 89098, Defense: 85833, Current HP: 2599, A Avg: 112263, D Avg: 85833, [Stargazer(183)[0, 0, 0], Clear Shield(211)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 500: HP: 2645, STR: 1270, VIT: 2124, SPD: 40, LUK: 1, Attack: 89098, Defense: 86143, Current HP: 2645, A Avg: 112263, D Avg: 86143, [Stargazer(183)[0, 0, 0], Prism Shield(212)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 499: HP: 2508, STR: 1270, VIT: 2141, SPD: 40, LUK: 1, Attack: 89098, Defense: 86069, Current HP: 2508, A Avg: 112263, D Avg: 86069, [Stargazer(183)[0, 0, 0], Tower Shield(213)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 498: HP: 3031, STR: 1270, VIT: 2324, SPD: 40, LUK: 1, Attack: 89098, Defense: 86886, Current HP: 3031, A Avg: 112263, D Avg: 86886, [Stargazer(183)[0, 0, 0], Slime Shield(221)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 497: HP: 2886, STR: 1270, VIT: 2127, SPD: 40, LUK: 1, Attack: 89098, Defense: 86055, Current HP: 2886, A Avg: 112263, D Avg: 86055, [Stargazer(183)[0, 0, 0], Hardwood Shield(223)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 496: HP: 2530, STR: 1270, VIT: 2813, SPD: 40, LUK: 1, Attack: 89098, Defense: 89601, Current HP: 2530, A Avg: 112263, D Avg: 89601, [Stargazer(183)[0, 0, 0], Energy Shield(227)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 495: HP: 4312, STR: 1270, VIT: 2062, SPD: 40, LUK: 1, Attack: 89098, Defense: 87979, Current HP: 4312, A Avg: 112263, D Avg: 87979, [Stargazer(183)[0, 0, 0], Frying Pan(231)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 494: HP: 3247, STR: 1270, VIT: 2412, SPD: 40, LUK: 1, Attack: 89098, Defense: 87146, Current HP: 3247, A Avg: 112263, D Avg: 87146, [Stargazer(183)[0, 0, 0], Slafield(232)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 493: HP: 2967, STR: 1270, VIT: 2324, SPD: 40, LUK: 1, Attack: 89098, Defense: 87799, Current HP: 2967, A Avg: 112263, D Avg: 87799, [Stargazer(183)[0, 0, 0], Mist Shield(233)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 492: HP: 2640, STR: 1270, VIT: 2710, SPD: 40, LUK: 1, Attack: 89098, Defense: 87678, Current HP: 2640, A Avg: 112263, D Avg: 87678, [Stargazer(183)[0, 0, 0], Huge Shield(234)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 491: HP: 2552, STR: 1270, VIT: 2792, SPD: 40, LUK: 1, Attack: 89098, Defense: 89632, Current HP: 2552, A Avg: 112263, D Avg: 89632, [Stargazer(183)[0, 0, 0], Aurora Shield(240)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 490: HP: 2420, STR: 1270, VIT: 1986, SPD: 40, LUK: 1, Attack: 89098, Defense: 88775, Current HP: 2420, A Avg: 112263, D Avg: 88775, [Stargazer(183)[0, 0, 0], Graffiti(243)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 489: HP: 2420, STR: 1270, VIT: 3234, SPD: 40, LUK: 1, Attack: 89098, Defense: 93012, Current HP: 2420, A Avg: 112263, D Avg: 93012, [Stargazer(183)[0, 0, 0], Blank Shield(244)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 488: HP: 2970, STR: 1270, VIT: 3952, SPD: 40, LUK: 1, Attack: 89098, Defense: 90740, Current HP: 2970, A Avg: 112263, D Avg: 90740, [Stargazer(183)[0, 0, 0], Golem Shield(245)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 487: HP: 2750, STR: 1270, VIT: 2511, SPD: 42, LUK: 1, Attack: 89098, Defense: 88389, Current HP: 2750, A Avg: 112263, D Avg: 88389, [Stargazer(183)[0, 0, 0], Sticky thread shield(247)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 486: HP: 3317, STR: 1270, VIT: 2586, SPD: 40, LUK: 1, Attack: 89098, Defense: 88802, Current HP: 3317, A Avg: 112263, D Avg: 88802, [Stargazer(183)[0, 0, 0], King Shield(248)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 485: HP: 2990, STR: 1270, VIT: 2755, SPD: 40, LUK: 1, Attack: 89098, Defense: 89790, Current HP: 2990, A Avg: 112263, D Avg: 89790, [Stargazer(183)[0, 0, 0], Warrior's Shield(249)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 484: HP: 2530, STR: 1270, VIT: 2735, SPD: 40, LUK: 1, Attack: 89098, Defense: 89783, Current HP: 2530, A Avg: 112263, D Avg: 89783, [Stargazer(183)[0, 0, 0], Ghost shield(251)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 483: HP: 3440, STR: 1943, VIT: 1048, SPD: 42, LUK: 1, Attack: 89825, Defense: 85054, Current HP: 3440, A Avg: 112281, D Avg: 85054, [Wild Card(175)[0, 0, 0], Wings of Beast(210)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 482: HP: 3420, STR: 1943, VIT: 2998, SPD: 42, LUK: 1, Attack: 89825, Defense: 88668, Current HP: 3420, A Avg: 112281, D Avg: 88668, [Wild Card(175)[0, 0, 0], Shield of Thousand(246)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 481: HP: 2666, STR: 1286, VIT: 2270, SPD: 40, LUK: 1, Attack: 89114, Defense: 86211, Current HP: 2666, A Avg: 112283, D Avg: 86211, [Stargazer(183)[0, 0, 0], Dragon's Scales(215)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 480: HP: 3564, STR: 4017, VIT: 642, SPD: 42, LUK: 1, Attack: 89830, Defense: 84583, Current HP: 3564, A Avg: 112287, D Avg: 84583, [Spear of Regression(182)[0, 0, 0], Dragon's Scales(215)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 479: HP: 3420, STR: 1952, VIT: 1048, SPD: 45, LUK: 1, Attack: 89834, Defense: 85073, Current HP: 3420, A Avg: 112292, D Avg: 85073, [Wild Card(175)[0, 0, 0], Conductive Barrier(208)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 478: HP: 3760, STR: 1965, VIT: 1155, SPD: 42, LUK: 1, Attack: 89847, Defense: 85395, Current HP: 3760, A Avg: 112308, D Avg: 85395, [Wild Card(175)[0, 0, 0], Dragon's Wings(216)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 477: HP: 1140, STR: 4519, VIT: 724, SPD: 42, LUK: 1, Attack: 89853, Defense: 88552, Current HP: 1140, A Avg: 112316, D Avg: 88552, [Impulse(166)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 476: HP: 2420, STR: 1316, VIT: 2124, SPD: 42, LUK: 1, Attack: 89144, Defense: 86149, Current HP: 2420, A Avg: 112321, D Avg: 86149, [Stargazer(183)[0, 0, 0], Conductive Barrier(208)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 475: HP: 1460, STR: 3369, VIT: 809, SPD: 45, LUK: 1, Attack: 89858, Defense: 87597, Current HP: 1460, A Avg: 112322, D Avg: 87597, [Cuttlefish(178)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 474: HP: 2794, STR: 1324, VIT: 2273, SPD: 40, LUK: 1, Attack: 89152, Defense: 86513, Current HP: 2794, A Avg: 112331, D Avg: 86513, [Stargazer(183)[0, 0, 0], Dragon's Wings(216)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 473: HP: 3340, STR: 4068, VIT: 566, SPD: 45, LUK: 1, Attack: 89881, Defense: 84591, Current HP: 3340, A Avg: 112351, D Avg: 84591, [Spear of Regression(182)[0, 0, 0], Conductive Barrier(208)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 472: HP: 2442, STR: 1349, VIT: 2124, SPD: 40, LUK: 1, Attack: 89177, Defense: 86130, Current HP: 2442, A Avg: 112363, D Avg: 86130, [Stargazer(183)[0, 0, 0], Wings of Beast(210)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 471: HP: 2420, STR: 1349, VIT: 5106, SPD: 40, LUK: 1, Attack: 89177, Defense: 90776, Current HP: 2420, A Avg: 112363, D Avg: 90776, [Stargazer(183)[0, 0, 0], Shield of Thousand(246)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 470: HP: 3916, STR: 1299, VIT: 1877, SPD: 40, LUK: 1, Attack: 89181, Defense: 86468, Current HP: 3916, A Avg: 112368, D Avg: 86468, [Wild Card(175)[0, 0, 0], Black Hole(229)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 469: HP: 4180, STR: 1299, VIT: 1939, SPD: 40, LUK: 1, Attack: 89181, Defense: 88857, Current HP: 4180, A Avg: 112368, D Avg: 88857, [Wild Card(175)[0, 0, 0], White Hole(230)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 468: HP: 3680, STR: 4082, VIT: 644, SPD: 42, LUK: 1, Attack: 89895, Defense: 84884, Current HP: 3680, A Avg: 112368, D Avg: 84884, [Spear of Regression(182)[0, 0, 0], Dragon's Wings(216)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 467: HP: 2870, STR: 1353, VIT: 2371, SPD: 40, LUK: 1, Attack: 89181, Defense: 87989, Current HP: 2870, A Avg: 112368, D Avg: 87989, [Stargazer(183)[0, 0, 0], Mask of the Grim Reaper(214)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 466: HP: 3901, STR: 2014, VIT: 1210, SPD: 42, LUK: 1, Attack: 89896, Defense: 86828, Current HP: 3901, A Avg: 112370, D Avg: 86828, [Wild Card(175)[0, 0, 0], Mask of the Grim Reaper(214)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 465: HP: 2631, STR: 1355, VIT: 2678, SPD: 40, LUK: 1, Attack: 89183, Defense: 87516, Current HP: 2631, A Avg: 112370, D Avg: 87516, [Stargazer(183)[0, 0, 0], Bulletproof Shield(235)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 464: HP: 3612, STR: 2016, VIT: 1425, SPD: 42, LUK: 1, Attack: 89898, Defense: 86263, Current HP: 3612, A Avg: 112372, D Avg: 86263, [Wild Card(175)[0, 0, 0], Bulletproof Shield(235)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 463: HP: 4532, STR: 1305, VIT: 2880, SPD: 40, LUK: 1, Attack: 89187, Defense: 90448, Current HP: 4532, A Avg: 112375, D Avg: 90448, [Wild Card(175)[0, 0, 0], Storm Wall(242)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 462: HP: 704, STR: 3311, VIT: 675, SPD: 40, LUK: 1, Attack: 89189, Defense: 88503, Current HP: 704, A Avg: 112378, D Avg: 88503, [Blue Sword(180)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 461: HP: 3894, STR: 1309, VIT: 1500, SPD: 40, LUK: 1, Attack: 89191, Defense: 85363, Current HP: 3894, A Avg: 112380, D Avg: 85363, [Wild Card(175)[0, 0, 0], Small Sword(218)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 460: HP: 4092, STR: 3386, VIT: 967, SPD: 40, LUK: 1, Attack: 89199, Defense: 86195, Current HP: 4092, A Avg: 112390, D Avg: 86195, [Spear of Regression(182)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 459: HP: 2794, STR: 1371, VIT: 2338, SPD: 40, LUK: 1, Attack: 89199, Defense: 87202, Current HP: 2794, A Avg: 112390, D Avg: 87202, [Stargazer(183)[0, 0, 0], Dragon's Head(217)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 458: HP: 2706, STR: 1371, VIT: 2324, SPD: 42, LUK: 1, Attack: 89199, Defense: 86746, Current HP: 2706, A Avg: 112390, D Avg: 86746, [Stargazer(183)[0, 0, 0], Superconducting Barrier(220)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 457: HP: 3556, STR: 2038, VIT: 1048, SPD: 42, LUK: 1, Attack: 89920, Defense: 85548, Current HP: 3556, A Avg: 112400, D Avg: 85548, [Wild Card(175)[0, 0, 0], Hard Wings of Beast(222)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 456: HP: 3760, STR: 2043, VIT: 1198, SPD: 42, LUK: 1, Attack: 89925, Defense: 86062, Current HP: 3760, A Avg: 112406, D Avg: 86062, [Wild Card(175)[0, 0, 0], Dragon's Head(217)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 455: HP: 3680, STR: 2043, VIT: 1179, SPD: 45, LUK: 1, Attack: 89925, Defense: 85601, Current HP: 3680, A Avg: 112406, D Avg: 85601, [Wild Card(175)[0, 0, 0], Superconducting Barrier(220)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 454: HP: 4876, STR: 1340, VIT: 1955, SPD: 40, LUK: 1, Attack: 89222, Defense: 88067, Current HP: 4876, A Avg: 112419, D Avg: 88067, [Wild Card(175)[0, 0, 0], Goblin Hand(250)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 453: HP: 2794, STR: 1395, VIT: 2743, SPD: 40, LUK: 1, Attack: 89223, Defense: 89544, Current HP: 2794, A Avg: 112420, D Avg: 89544, [Stargazer(183)[0, 0, 0], Riot(236)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 452: HP: 1056, STR: 1059, VIT: 496, SPD: 40, LUK: 1, Attack: 89226, Defense: 85724, Current HP: 1056, A Avg: 112424, D Avg: 85724, [Basic(169)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 451: HP: 3817, STR: 4131, VIT: 727, SPD: 42, LUK: 1, Attack: 89944, Defense: 86345, Current HP: 3817, A Avg: 112430, D Avg: 86345, [Spear of Regression(182)[0, 0, 0], Mask of the Grim Reaper(214)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 450: HP: 3532, STR: 4133, VIT: 914, SPD: 42, LUK: 1, Attack: 89946, Defense: 85752, Current HP: 3532, A Avg: 112432, D Avg: 85752, [Spear of Regression(182)[0, 0, 0], Bulletproof Shield(235)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 449: HP: 2569, STR: 1407, VIT: 2124, SPD: 40, LUK: 1, Attack: 89235, Defense: 86624, Current HP: 2569, A Avg: 112436, D Avg: 86624, [Stargazer(183)[0, 0, 0], Hard Wings of Beast(222)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 448: HP: 1220, STR: 2899, VIT: 142, SPD: 45, LUK: 1, Attack: 89950, Defense: 86930, Current HP: 1220, A Avg: 112437, D Avg: 86930, [Tekken(188)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 447: HP: 3360, STR: 4138, VIT: 566, SPD: 42, LUK: 1, Attack: 89951, Defense: 84572, Current HP: 3360, A Avg: 112438, D Avg: 84572, [Spear of Regression(182)[0, 0, 0], Wings of Beast(210)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 446: HP: 3340, STR: 4138, VIT: 2516, SPD: 42, LUK: 1, Attack: 89951, Defense: 88186, Current HP: 3340, A Avg: 112438, D Avg: 88186, [Spear of Regression(182)[0, 0, 0], Shield of Thousand(246)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 445: HP: 4312, STR: 1356, VIT: 2208, SPD: 40, LUK: 1, Attack: 89238, Defense: 87202, Current HP: 4312, A Avg: 112439, D Avg: 87202, [Wild Card(175)[0, 0, 0], Metalization(228)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 444: HP: 3760, STR: 2084, VIT: 1468, SPD: 42, LUK: 1, Attack: 89966, Defense: 88269, Current HP: 3760, A Avg: 112457, D Avg: 88269, [Wild Card(175)[0, 0, 0], Riot(236)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 443: HP: 3680, STR: 4160, VIT: 687, SPD: 42, LUK: 1, Attack: 89973, Defense: 85551, Current HP: 3680, A Avg: 112466, D Avg: 85551, [Spear of Regression(182)[0, 0, 0], Dragon's Head(217)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 442: HP: 3600, STR: 4160, VIT: 697, SPD: 45, LUK: 1, Attack: 89973, Defense: 85119, Current HP: 3600, A Avg: 112466, D Avg: 85119, [Spear of Regression(182)[0, 0, 0], Superconducting Barrier(220)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 441: HP: 860, STR: 1817, VIT: 351, SPD: 42, LUK: 1, Attack: 89984, Defense: 85579, Current HP: 860, A Avg: 112480, D Avg: 85579, [Basic(169)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 440: HP: 4202, STR: 1390, VIT: 1562, SPD: 40, LUK: 1, Attack: 89272, Defense: 85451, Current HP: 4202, A Avg: 112482, D Avg: 85451, [Wild Card(175)[0, 0, 0], Small Lion(219)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 439: HP: 1012, STR: 2235, VIT: 457, SPD: 40, LUK: 1, Attack: 89286, Defense: 85685, Current HP: 1012, A Avg: 112500, D Avg: 85685, [Tekken(188)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 438: HP: 4096, STR: 1405, VIT: 1575, SPD: 40, LUK: 1, Attack: 89287, Defense: 85581, Current HP: 4096, A Avg: 112501, D Avg: 85581, [Wild Card(175)[0, 0, 0], Small Dragon Sword(224)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 437: HP: 820, STR: 4127, VIT: 652, SPD: 42, LUK: 1, Attack: 90005, Defense: 85880, Current HP: 820, A Avg: 112506, D Avg: 85880, [Blue Sword(180)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 436: HP: 3680, STR: 4201, VIT: 957, SPD: 42, LUK: 1, Attack: 90014, Defense: 87758, Current HP: 3680, A Avg: 112517, D Avg: 87758, [Spear of Regression(182)[0, 0, 0], Riot(236)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 435: HP: 704, STR: 2257, VIT: 176, SPD: 40, LUK: 1, Attack: 89308, Defense: 88004, Current HP: 704, A Avg: 112528, D Avg: 88004, [Tekken(188)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 434: HP: 2205, STR: 2214, VIT: 1326, SPD: 42, LUK: 1, Attack: 90042, Defense: 85049, Current HP: 2205, A Avg: 112552, D Avg: 85049, [Stargazer(183)[0, 0, 0], Pot Lid(201)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 433: HP: 2205, STR: 2214, VIT: 1326, SPD: 42, LUK: 1, Attack: 90042, Defense: 85059, Current HP: 2205, A Avg: 112552, D Avg: 85059, [Stargazer(183)[0, 0, 0], High Pot Lid(202)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 432: HP: 2100, STR: 2214, VIT: 1413, SPD: 42, LUK: 1, Attack: 90042, Defense: 85282, Current HP: 2100, A Avg: 112552, D Avg: 85282, [Stargazer(183)[0, 0, 0], Wooden Shield(203)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 431: HP: 2100, STR: 2214, VIT: 1418, SPD: 42, LUK: 1, Attack: 90042, Defense: 85222, Current HP: 2100, A Avg: 112552, D Avg: 85222, [Stargazer(183)[0, 0, 0], Iron Shield(204)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 430: HP: 2100, STR: 2214, VIT: 1447, SPD: 42, LUK: 1, Attack: 90042, Defense: 85310, Current HP: 2100, A Avg: 112552, D Avg: 85310, [Stargazer(183)[0, 0, 0], Titanium Shield(205)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 429: HP: 2100, STR: 2214, VIT: 1465, SPD: 42, LUK: 1, Attack: 90042, Defense: 85354, Current HP: 2100, A Avg: 112552, D Avg: 85354, [Stargazer(183)[0, 0, 0], Large iron Shield(206)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 428: HP: 2205, STR: 2214, VIT: 1416, SPD: 42, LUK: 1, Attack: 90042, Defense: 85292, Current HP: 2205, A Avg: 112552, D Avg: 85292, [Stargazer(183)[0, 0, 0], Magic Shield(207)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 427: HP: 2360, STR: 2214, VIT: 1533, SPD: 42, LUK: 1, Attack: 90042, Defense: 85370, Current HP: 2360, A Avg: 112552, D Avg: 85370, [Stargazer(183)[0, 0, 0], Emerald Shield(209)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 426: HP: 2268, STR: 2214, VIT: 1375, SPD: 42, LUK: 1, Attack: 90042, Defense: 85147, Current HP: 2268, A Avg: 112552, D Avg: 85147, [Stargazer(183)[0, 0, 0], Clear Shield(211)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 425: HP: 2310, STR: 2214, VIT: 1416, SPD: 42, LUK: 1, Attack: 90042, Defense: 85435, Current HP: 2310, A Avg: 112552, D Avg: 85435, [Stargazer(183)[0, 0, 0], Prism Shield(212)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 424: HP: 2180, STR: 2214, VIT: 1456, SPD: 42, LUK: 1, Attack: 90042, Defense: 85384, Current HP: 2180, A Avg: 112552, D Avg: 85384, [Stargazer(183)[0, 0, 0], Tower Shield(213)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 423: HP: 2662, STR: 2214, VIT: 1547, SPD: 42, LUK: 1, Attack: 90042, Defense: 86109, Current HP: 2662, A Avg: 112552, D Avg: 86109, [Stargazer(183)[0, 0, 0], Slime Shield(221)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 422: HP: 2524, STR: 2214, VIT: 1447, SPD: 42, LUK: 1, Attack: 90042, Defense: 85375, Current HP: 2524, A Avg: 112552, D Avg: 85375, [Stargazer(183)[0, 0, 0], Hardwood Shield(223)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 421: HP: 2205, STR: 2214, VIT: 1866, SPD: 42, LUK: 1, Attack: 90042, Defense: 88654, Current HP: 2205, A Avg: 112552, D Avg: 88654, [Stargazer(183)[0, 0, 0], Energy Shield(227)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 420: HP: 3820, STR: 2214, VIT: 1404, SPD: 42, LUK: 1, Attack: 90042, Defense: 87321, Current HP: 3820, A Avg: 112552, D Avg: 87321, [Stargazer(183)[0, 0, 0], Frying Pan(231)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 419: HP: 2860, STR: 2214, VIT: 1604, SPD: 42, LUK: 1, Attack: 90042, Defense: 86338, Current HP: 2860, A Avg: 112552, D Avg: 86338, [Stargazer(183)[0, 0, 0], Slafield(232)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 418: HP: 2604, STR: 2214, VIT: 1547, SPD: 42, LUK: 1, Attack: 90042, Defense: 87022, Current HP: 2604, A Avg: 112552, D Avg: 87022, [Stargazer(183)[0, 0, 0], Mist Shield(233)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 417: HP: 2300, STR: 2214, VIT: 1836, SPD: 42, LUK: 1, Attack: 90042, Defense: 86804, Current HP: 2300, A Avg: 112552, D Avg: 86804, [Stargazer(183)[0, 0, 0], Huge Shield(234)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 416: HP: 2220, STR: 2214, VIT: 1853, SPD: 42, LUK: 1, Attack: 90042, Defense: 88693, Current HP: 2220, A Avg: 112552, D Avg: 88693, [Stargazer(183)[0, 0, 0], Aurora Shield(240)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 415: HP: 2100, STR: 2214, VIT: 1326, SPD: 42, LUK: 1, Attack: 90042, Defense: 88115, Current HP: 2100, A Avg: 112552, D Avg: 88115, [Stargazer(183)[0, 0, 0], Graffiti(243)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 414: HP: 2100, STR: 2214, VIT: 2142, SPD: 42, LUK: 1, Attack: 90042, Defense: 91920, Current HP: 2100, A Avg: 112552, D Avg: 91920, [Stargazer(183)[0, 0, 0], Blank Shield(244)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 413: HP: 2600, STR: 2214, VIT: 2664, SPD: 42, LUK: 1, Attack: 90042, Defense: 89452, Current HP: 2600, A Avg: 112552, D Avg: 89452, [Stargazer(183)[0, 0, 0], Golem Shield(245)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 412: HP: 2400, STR: 2214, VIT: 1669, SPD: 45, LUK: 1, Attack: 90042, Defense: 87547, Current HP: 2400, A Avg: 112552, D Avg: 87547, [Stargazer(183)[0, 0, 0], Sticky thread shield(247)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 411: HP: 2916, STR: 2214, VIT: 1753, SPD: 42, LUK: 1, Attack: 90042, Defense: 87969, Current HP: 2916, A Avg: 112552, D Avg: 87969, [Stargazer(183)[0, 0, 0], King Shield(248)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 410: HP: 2625, STR: 2214, VIT: 1829, SPD: 42, LUK: 1, Attack: 90042, Defense: 88864, Current HP: 2625, A Avg: 112552, D Avg: 88864, [Stargazer(183)[0, 0, 0], Warrior's Shield(249)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 409: HP: 2205, STR: 2214, VIT: 1815, SPD: 42, LUK: 1, Attack: 90042, Defense: 88863, Current HP: 2205, A Avg: 112552, D Avg: 88863, [Stargazer(183)[0, 0, 0], Ghost shield(251)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 408: HP: 2464, STR: 1500, VIT: 2438, SPD: 40, LUK: 1, Attack: 89328, Defense: 87029, Current HP: 2464, A Avg: 112553, D Avg: 87029, [Stargazer(183)[0, 0, 0], Black Hole(229)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
