Rank 1000: HP: 380, STR: 288330, VIT: 123, SPD: 8, LUK: 1, Attack: 373662, Defense: 83986, Current HP: 380, A Avg: 993940, D Avg: 83986, [Tower(149)[230, 230, 230], Small Sword(218)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 522: HP: 342, STR: 312222, VIT: 230, SPD: 8, LUK: 1, Attack: 396345, Defense: 87070, Current HP: 342, A Avg: 1054277, D Avg: 87070, [Pinpoint(112)[230, 230, 230], Aurora Shield(240)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 521: HP: 360, STR: 312222, VIT: 112, SPD: 8, LUK: 1, Attack: 396345, Defense: 87537, Current HP: 360, A Avg: 1054277, D Avg: 87537, [Pinpoint(112)[230, 230, 230], Cloud Shield(241)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 520: HP: 228, STR: 312222, VIT: 54, SPD: 8, LUK: 1, Attack: 396345, Defense: 86843, Current HP: 228, A Avg: 1054277, D Avg: 86843, [Pinpoint(112)[230, 230, 230], Graffiti(243)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 519: HP: 228, STR: 312222, VIT: 182, SPD: 8, LUK: 1, Attack: 396345, Defense: 89960, Current HP: 228, A Avg: 1054277, D Avg: 89960, [Pinpoint(112)[230, 230, 230], Blank Shield(244)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 518: HP: 703, STR: 312222, VIT: 397, SPD: 8, LUK: 1, Attack: 396345, Defense: 87185, Current HP: 703, A Avg: 1054277, D Avg: 87185, [Pinpoint(112)[230, 230, 230], Golem Shield(245)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 517: HP: 513, STR: 312222, VIT: 121, SPD: 8, LUK: 1, Attack: 396345, Defense: 85999, Current HP: 513, A Avg: 1054277, D Avg: 85999, [Pinpoint(112)[230, 230, 230], Sticky thread shield(247)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 516: HP: 547, STR: 312222, VIT: 183, SPD: 8, LUK: 1, Attack: 396345, Defense: 86399, Current HP: 547, A Avg: 1054277, D Avg: 86399, [Pinpoint(112)[230, 230, 230], King Shield(248)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 515: HP: 640, STR: 312222, VIT: 400, SPD: 8, LUK: 1, Attack: 396345, Defense: 87435, Current HP: 640, A Avg: 1054277, D Avg: 87435, [Pinpoint(112)[230, 230, 230], Warrior's Shield(249)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 514: HP: 240, STR: 312222, VIT: 131, SPD: 8, LUK: 1, Attack: 396345, Defense: 87179, Current HP: 240, A Avg: 1054277, D Avg: 87179, [Pinpoint(112)[230, 230, 230], Ghost shield(251)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 513: HP: 240, STR: 312222, VIT: 54, SPD: 8, LUK: 1, Attack: 396345, Defense: 83777, Current HP: 240, A Avg: 1054277, D Avg: 83777, [Pinpoint(112)[230, 230, 230], Pot Lid(201)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 512: HP: 240, STR: 312222, VIT: 54, SPD: 8, LUK: 1, Attack: 396345, Defense: 83787, Current HP: 240, A Avg: 1054277, D Avg: 83787, [Pinpoint(112)[230, 230, 230], High Pot Lid(202)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 511: HP: 228, STR: 312222, VIT: 66, SPD: 8, LUK: 1, Attack: 396345, Defense: 83935, Current HP: 228, A Avg: 1054277, D Avg: 83935, [Pinpoint(112)[230, 230, 230], Wooden Shield(203)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 510: HP: 228, STR: 312222, VIT: 71, SPD: 8, LUK: 1, Attack: 396345, Defense: 83875, Current HP: 228, A Avg: 1054277, D Avg: 83875, [Pinpoint(112)[230, 230, 230], Iron Shield(204)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 509: HP: 228, STR: 312222, VIT: 64, SPD: 8, LUK: 1, Attack: 396345, Defense: 83927, Current HP: 228, A Avg: 1054277, D Avg: 83927, [Pinpoint(112)[230, 230, 230], Titanium Shield(205)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 508: HP: 228, STR: 312222, VIT: 81, SPD: 8, LUK: 1, Attack: 396345, Defense: 83970, Current HP: 228, A Avg: 1054277, D Avg: 83970, [Pinpoint(112)[230, 230, 230], Large iron Shield(206)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 507: HP: 240, STR: 312222, VIT: 75, SPD: 8, LUK: 1, Attack: 396345, Defense: 83951, Current HP: 240, A Avg: 1054277, D Avg: 83951, [Pinpoint(112)[230, 230, 230], Magic Shield(207)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 506: HP: 285, STR: 312222, VIT: 78, SPD: 8, LUK: 1, Attack: 396345, Defense: 83915, Current HP: 285, A Avg: 1054277, D Avg: 83915, [Pinpoint(112)[230, 230, 230], Emerald Shield(209)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 505: HP: 300, STR: 312222, VIT: 68, SPD: 8, LUK: 1, Attack: 396345, Defense: 83840, Current HP: 300, A Avg: 1054277, D Avg: 83840, [Pinpoint(112)[230, 230, 230], Clear Shield(211)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 504: HP: 340, STR: 312222, VIT: 75, SPD: 8, LUK: 1, Attack: 396345, Defense: 84094, Current HP: 340, A Avg: 1054277, D Avg: 84094, [Pinpoint(112)[230, 230, 230], Prism Shield(212)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 503: HP: 304, STR: 312222, VIT: 73, SPD: 8, LUK: 1, Attack: 396345, Defense: 84001, Current HP: 304, A Avg: 1054277, D Avg: 84001, [Pinpoint(112)[230, 230, 230], Tower Shield(213)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 502: HP: 396, STR: 312222, VIT: 102, SPD: 8, LUK: 1, Attack: 396345, Defense: 84664, Current HP: 396, A Avg: 1054277, D Avg: 84664, [Pinpoint(112)[230, 230, 230], Slime Shield(221)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 501: HP: 326, STR: 312222, VIT: 64, SPD: 8, LUK: 1, Attack: 396345, Defense: 83992, Current HP: 326, A Avg: 1054277, D Avg: 83992, [Pinpoint(112)[230, 230, 230], Hardwood Shield(223)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 500: HP: 240, STR: 312222, VIT: 339, SPD: 8, LUK: 1, Attack: 396345, Defense: 87127, Current HP: 240, A Avg: 1054277, D Avg: 87127, [Pinpoint(112)[230, 230, 230], Energy Shield(227)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 499: HP: 1292, STR: 312222, VIT: 57, SPD: 8, LUK: 1, Attack: 396345, Defense: 85974, Current HP: 1292, A Avg: 1054277, D Avg: 85974, [Pinpoint(112)[230, 230, 230], Frying Pan(231)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 498: HP: 544, STR: 312222, VIT: 124, SPD: 8, LUK: 1, Attack: 396345, Defense: 84858, Current HP: 544, A Avg: 1054277, D Avg: 84858, [Pinpoint(112)[230, 230, 230], Slafield(232)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 497: HP: 420, STR: 312222, VIT: 102, SPD: 8, LUK: 1, Attack: 396345, Defense: 85577, Current HP: 420, A Avg: 1054277, D Avg: 85577, [Pinpoint(112)[230, 230, 230], Mist Shield(233)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 496: HP: 418, STR: 312222, VIT: 125, SPD: 8, LUK: 1, Attack: 396345, Defense: 85093, Current HP: 418, A Avg: 1054277, D Avg: 85093, [Pinpoint(112)[230, 230, 230], Huge Shield(234)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 495: HP: 342, STR: 312222, VIT: 230, SPD: 8, LUK: 1, Attack: 396345, Defense: 87070, Current HP: 342, A Avg: 1054277, D Avg: 87070, [Pinpoint(112)[230, 230, 230], Aurora Shield(240)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 494: HP: 360, STR: 312222, VIT: 112, SPD: 8, LUK: 1, Attack: 396345, Defense: 87537, Current HP: 360, A Avg: 1054277, D Avg: 87537, [Pinpoint(112)[230, 230, 230], Cloud Shield(241)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 493: HP: 228, STR: 312222, VIT: 54, SPD: 8, LUK: 1, Attack: 396345, Defense: 86843, Current HP: 228, A Avg: 1054277, D Avg: 86843, [Pinpoint(112)[230, 230, 230], Graffiti(243)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 492: HP: 228, STR: 312222, VIT: 182, SPD: 8, LUK: 1, Attack: 396345, Defense: 89960, Current HP: 228, A Avg: 1054277, D Avg: 89960, [Pinpoint(112)[230, 230, 230], Blank Shield(244)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 491: HP: 703, STR: 312222, VIT: 397, SPD: 8, LUK: 1, Attack: 396345, Defense: 87185, Current HP: 703, A Avg: 1054277, D Avg: 87185, [Pinpoint(112)[230, 230, 230], Golem Shield(245)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 490: HP: 513, STR: 312222, VIT: 121, SPD: 8, LUK: 1, Attack: 396345, Defense: 85999, Current HP: 513, A Avg: 1054277, D Avg: 85999, [Pinpoint(112)[230, 230, 230], Sticky thread shield(247)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 489: HP: 547, STR: 312222, VIT: 183, SPD: 8, LUK: 1, Attack: 396345, Defense: 86399, Current HP: 547, A Avg: 1054277, D Avg: 86399, [Pinpoint(112)[230, 230, 230], King Shield(248)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 488: HP: 640, STR: 312222, VIT: 400, SPD: 8, LUK: 1, Attack: 396345, Defense: 87435, Current HP: 640, A Avg: 1054277, D Avg: 87435, [Pinpoint(112)[230, 230, 230], Warrior's Shield(249)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 487: HP: 240, STR: 312222, VIT: 131, SPD: 8, LUK: 1, Attack: 396345, Defense: 87179, Current HP: 240, A Avg: 1054277, D Avg: 87179, [Pinpoint(112)[230, 230, 230], Ghost shield(251)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 486: HP: 228, STR: 312257, VIT: 75, SPD: 8, LUK: 1, Attack: 396380, Defense: 84100, Current HP: 228, A Avg: 1054370, D Avg: 84100, [Pinpoint(112)[230, 230, 230], Conductive Barrier(208)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 485: HP: 228, STR: 312257, VIT: 75, SPD: 8, LUK: 1, Attack: 396380, Defense: 84100, Current HP: 228, A Avg: 1054370, D Avg: 84100, [Pinpoint(112)[230, 230, 230], Conductive Barrier(208)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 484: HP: 326, STR: 312261, VIT: 86, SPD: 8, LUK: 1, Attack: 396384, Defense: 84027, Current HP: 326, A Avg: 1054381, D Avg: 84027, [Pinpoint(112)[230, 230, 230], Dragon's Scales(215)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 483: HP: 326, STR: 312261, VIT: 86, SPD: 8, LUK: 1, Attack: 396384, Defense: 84027, Current HP: 326, A Avg: 1054381, D Avg: 84027, [Pinpoint(112)[230, 230, 230], Dragon's Scales(215)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 482: HP: 296, STR: 312269, VIT: 99, SPD: 8, LUK: 1, Attack: 396392, Defense: 85717, Current HP: 296, A Avg: 1054402, D Avg: 85717, [Pinpoint(112)[230, 230, 230], Mask of the Grim Reaper(214)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 481: HP: 296, STR: 312269, VIT: 99, SPD: 8, LUK: 1, Attack: 396392, Defense: 85717, Current HP: 296, A Avg: 1054402, D Avg: 85717, [Pinpoint(112)[230, 230, 230], Mask of the Grim Reaper(214)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 480: HP: 258, STR: 312273, VIT: 207, SPD: 8, LUK: 1, Attack: 396396, Defense: 85045, Current HP: 258, A Avg: 1054413, D Avg: 85045, [Pinpoint(112)[230, 230, 230], Bulletproof Shield(235)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 479: HP: 258, STR: 312273, VIT: 207, SPD: 8, LUK: 1, Attack: 396396, Defense: 85045, Current HP: 258, A Avg: 1054413, D Avg: 85045, [Pinpoint(112)[230, 230, 230], Bulletproof Shield(235)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 478: HP: 361, STR: 312276, VIT: 88, SPD: 8, LUK: 1, Attack: 396399, Defense: 84328, Current HP: 361, A Avg: 1054421, D Avg: 84328, [Pinpoint(112)[230, 230, 230], Dragon's Wings(216)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 477: HP: 361, STR: 312276, VIT: 88, SPD: 8, LUK: 1, Attack: 396399, Defense: 84328, Current HP: 361, A Avg: 1054421, D Avg: 84328, [Pinpoint(112)[230, 230, 230], Dragon's Wings(216)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 476: HP: 361, STR: 312292, VIT: 214, SPD: 8, LUK: 1, Attack: 396415, Defense: 87015, Current HP: 361, A Avg: 1054463, D Avg: 87015, [Pinpoint(112)[230, 230, 230], Riot(236)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 475: HP: 361, STR: 312292, VIT: 214, SPD: 8, LUK: 1, Attack: 396415, Defense: 87015, Current HP: 361, A Avg: 1054463, D Avg: 87015, [Pinpoint(112)[230, 230, 230], Riot(236)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 474: HP: 361, STR: 312312, VIT: 95, SPD: 8, LUK: 1, Attack: 396435, Defense: 84959, Current HP: 361, A Avg: 1054517, D Avg: 84959, [Pinpoint(112)[230, 230, 230], Dragon's Head(217)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 473: HP: 285, STR: 312312, VIT: 102, SPD: 8, LUK: 1, Attack: 396435, Defense: 84524, Current HP: 285, A Avg: 1054517, D Avg: 84524, [Pinpoint(112)[230, 230, 230], Superconducting Barrier(220)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 472: HP: 361, STR: 312312, VIT: 95, SPD: 8, LUK: 1, Attack: 396435, Defense: 84959, Current HP: 361, A Avg: 1054517, D Avg: 84959, [Pinpoint(112)[230, 230, 230], Dragon's Head(217)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 471: HP: 285, STR: 312312, VIT: 102, SPD: 8, LUK: 1, Attack: 396435, Defense: 84524, Current HP: 285, A Avg: 1054517, D Avg: 84524, [Pinpoint(112)[230, 230, 230], Superconducting Barrier(220)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 470: HP: 266, STR: 312315, VIT: 140, SPD: 8, LUK: 1, Attack: 396438, Defense: 84731, Current HP: 266, A Avg: 1054525, D Avg: 84731, [Pinpoint(112)[230, 230, 230], Black Hole(229)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 469: HP: 304, STR: 312315, VIT: 147, SPD: 8, LUK: 1, Attack: 396438, Defense: 87065, Current HP: 304, A Avg: 1054525, D Avg: 87065, [Pinpoint(112)[230, 230, 230], White Hole(230)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 468: HP: 266, STR: 312315, VIT: 140, SPD: 8, LUK: 1, Attack: 396438, Defense: 84731, Current HP: 266, A Avg: 1054525, D Avg: 84731, [Pinpoint(112)[230, 230, 230], Black Hole(229)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 467: HP: 304, STR: 312315, VIT: 147, SPD: 8, LUK: 1, Attack: 396438, Defense: 87065, Current HP: 304, A Avg: 1054525, D Avg: 87065, [Pinpoint(112)[230, 230, 230], White Hole(230)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 466: HP: 320, STR: 312195, VIT: 374, SPD: 8, LUK: 1, Attack: 396513, Defense: 87162, Current HP: 320, A Avg: 1054724, D Avg: 87162, [Ruby Knuckle(151)[230, 230, 230], Energy Shield(227)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 465: HP: 320, STR: 312195, VIT: 374, SPD: 8, LUK: 1, Attack: 396513, Defense: 87162, Current HP: 320, A Avg: 1054724, D Avg: 87162, [Ruby Knuckle(151)[230, 230, 230], Energy Shield(227)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 464: HP: 560, STR: 312495, VIT: 188, SPD: 8, LUK: 1, Attack: 396618, Defense: 86300, Current HP: 560, A Avg: 1055003, D Avg: 86300, [Pinpoint(112)[230, 230, 230], Goblin Hand(250)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 463: HP: 560, STR: 312495, VIT: 188, SPD: 8, LUK: 1, Attack: 396618, Defense: 86300, Current HP: 560, A Avg: 1055003, D Avg: 86300, [Pinpoint(112)[230, 230, 230], Goblin Hand(250)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 462: HP: 608, STR: 312534, VIT: 346, SPD: 8, LUK: 1, Attack: 396657, Defense: 85340, Current HP: 608, A Avg: 1055107, D Avg: 85340, [Pinpoint(112)[230, 230, 230], Metalization(228)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 461: HP: 608, STR: 312534, VIT: 346, SPD: 8, LUK: 1, Attack: 396657, Defense: 85340, Current HP: 608, A Avg: 1055107, D Avg: 85340, [Pinpoint(112)[230, 230, 230], Metalization(228)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 460: HP: 720, STR: 312214, VIT: 420, SPD: 8, LUK: 1, Attack: 396727, Defense: 87455, Current HP: 720, A Avg: 1055293, D Avg: 87455, [Maximum Iron Mass(123)[230, 230, 230], Warrior's Shield(249)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 459: HP: 720, STR: 312214, VIT: 420, SPD: 8, LUK: 1, Attack: 396727, Defense: 87455, Current HP: 720, A Avg: 1055293, D Avg: 87455, [Maximum Iron Mass(123)[230, 230, 230], Warrior's Shield(249)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 458: HP: 1444, STR: 312230, VIT: 142, SPD: 8, LUK: 1, Attack: 396938, Defense: 86059, Current HP: 1444, A Avg: 1055855, D Avg: 86059, [Thin Blade(158)[230, 230, 230], Frying Pan(231)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 457: HP: 340, STR: 312304, VIT: 387, SPD: 8, LUK: 1, Attack: 396954, Defense: 87175, Current HP: 340, A Avg: 1055897, D Avg: 87175, [Diamond Knuckle(152)[230, 230, 230], Energy Shield(227)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 456: HP: 340, STR: 312304, VIT: 387, SPD: 8, LUK: 1, Attack: 396954, Defense: 87175, Current HP: 340, A Avg: 1055897, D Avg: 87175, [Diamond Knuckle(152)[230, 230, 230], Energy Shield(227)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 455: HP: 323, STR: 312343, VIT: 108, SPD: 8, LUK: 1, Attack: 396999, Defense: 85076, Current HP: 323, A Avg: 1056017, D Avg: 85076, [Penetra(161)[230, 230, 230], Huge Shield(234)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 454: HP: 228, STR: 313111, VIT: 54, SPD: 8, LUK: 1, Attack: 397234, Defense: 84190, Current HP: 228, A Avg: 1056642, D Avg: 84190, [Pinpoint(112)[230, 230, 230], Magnum(237)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 453: HP: 228, STR: 313111, VIT: 54, SPD: 8, LUK: 1, Attack: 397234, Defense: 84190, Current HP: 228, A Avg: 1056642, D Avg: 84190, [Pinpoint(112)[230, 230, 230], Magnum(237)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 452: HP: 1254, STR: 312397, VIT: 81, SPD: 8, LUK: 1, Attack: 397235, Defense: 85998, Current HP: 1254, A Avg: 1056645, D Avg: 85998, [Willow Blade(157)[230, 230, 230], Frying Pan(231)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 451: HP: 608, STR: 312444, VIT: 346, SPD: 8, LUK: 1, Attack: 397285, Defense: 85340, Current HP: 608, A Avg: 1056778, D Avg: 85340, [Grand Slam(163)[230, 230, 230], Metalization(228)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 450: HP: 608, STR: 312444, VIT: 346, SPD: 8, LUK: 1, Attack: 397285, Defense: 85340, Current HP: 608, A Avg: 1056778, D Avg: 85340, [Grand Slam(163)[230, 230, 230], Metalization(228)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 449: HP: 437, STR: 312265, VIT: 130, SPD: 8, LUK: 1, Attack: 397597, Defense: 84058, Current HP: 437, A Avg: 1057608, D Avg: 84058, [Tower(149)[230, 230, 230], Tower Shield(213)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 448: HP: 437, STR: 312265, VIT: 130, SPD: 8, LUK: 1, Attack: 397597, Defense: 84058, Current HP: 437, A Avg: 1057608, D Avg: 84058, [Tower(149)[230, 230, 230], Tower Shield(213)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 447: HP: 228, STR: 313517, VIT: 54, SPD: 8, LUK: 1, Attack: 397640, Defense: 84398, Current HP: 228, A Avg: 1057722, D Avg: 84398, [Pinpoint(112)[230, 230, 230], V Magnum(238)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 446: HP: 228, STR: 313517, VIT: 54, SPD: 8, LUK: 1, Attack: 397640, Defense: 84398, Current HP: 228, A Avg: 1057722, D Avg: 84398, [Pinpoint(112)[230, 230, 230], V Magnum(238)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 445: HP: 140, STR: 312319, VIT: 166, SPD: 8, LUK: 1, Attack: 397963, Defense: 83889, Current HP: 140, A Avg: 1058581, D Avg: 83889, [Portal Sword(176)[230, 230, 230], Pot Lid(201)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 444: HP: 140, STR: 312319, VIT: 166, SPD: 8, LUK: 1, Attack: 397963, Defense: 83899, Current HP: 140, A Avg: 1058581, D Avg: 83899, [Portal Sword(176)[230, 230, 230], High Pot Lid(202)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 443: HP: 133, STR: 312319, VIT: 185, SPD: 8, LUK: 1, Attack: 397963, Defense: 84054, Current HP: 133, A Avg: 1058581, D Avg: 84054, [Portal Sword(176)[230, 230, 230], Wooden Shield(203)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 442: HP: 133, STR: 312319, VIT: 190, SPD: 8, LUK: 1, Attack: 397963, Defense: 83994, Current HP: 133, A Avg: 1058581, D Avg: 83994, [Portal Sword(176)[230, 230, 230], Iron Shield(204)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 441: HP: 133, STR: 312319, VIT: 183, SPD: 8, LUK: 1, Attack: 397963, Defense: 84046, Current HP: 133, A Avg: 1058581, D Avg: 84046, [Portal Sword(176)[230, 230, 230], Titanium Shield(205)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 440: HP: 133, STR: 312319, VIT: 200, SPD: 8, LUK: 1, Attack: 397963, Defense: 84089, Current HP: 133, A Avg: 1058581, D Avg: 84089, [Portal Sword(176)[230, 230, 230], Large iron Shield(206)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 439: HP: 140, STR: 312319, VIT: 187, SPD: 8, LUK: 1, Attack: 397963, Defense: 84063, Current HP: 140, A Avg: 1058581, D Avg: 84063, [Portal Sword(176)[230, 230, 230], Magic Shield(207)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 438: HP: 190, STR: 312319, VIT: 197, SPD: 8, LUK: 1, Attack: 397963, Defense: 84034, Current HP: 190, A Avg: 1058581, D Avg: 84034, [Portal Sword(176)[230, 230, 230], Emerald Shield(209)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 437: HP: 200, STR: 312319, VIT: 180, SPD: 8, LUK: 1, Attack: 397963, Defense: 83952, Current HP: 200, A Avg: 1058581, D Avg: 83952, [Portal Sword(176)[230, 230, 230], Clear Shield(211)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 436: HP: 240, STR: 312319, VIT: 187, SPD: 8, LUK: 1, Attack: 397963, Defense: 84206, Current HP: 240, A Avg: 1058581, D Avg: 84206, [Portal Sword(176)[230, 230, 230], Prism Shield(212)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 435: HP: 209, STR: 312319, VIT: 192, SPD: 8, LUK: 1, Attack: 397963, Defense: 84120, Current HP: 209, A Avg: 1058581, D Avg: 84120, [Portal Sword(176)[230, 230, 230], Tower Shield(213)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 434: HP: 296, STR: 312319, VIT: 214, SPD: 8, LUK: 1, Attack: 397963, Defense: 84776, Current HP: 296, A Avg: 1058581, D Avg: 84776, [Portal Sword(176)[230, 230, 230], Slime Shield(221)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 433: HP: 231, STR: 312319, VIT: 183, SPD: 8, LUK: 1, Attack: 397963, Defense: 84111, Current HP: 231, A Avg: 1058581, D Avg: 84111, [Portal Sword(176)[230, 230, 230], Hardwood Shield(223)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 432: HP: 140, STR: 312319, VIT: 451, SPD: 8, LUK: 1, Attack: 397963, Defense: 87239, Current HP: 140, A Avg: 1058581, D Avg: 87239, [Portal Sword(176)[230, 230, 230], Energy Shield(227)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 431: HP: 1197, STR: 312319, VIT: 176, SPD: 8, LUK: 1, Attack: 397963, Defense: 86093, Current HP: 1197, A Avg: 1058581, D Avg: 86093, [Portal Sword(176)[230, 230, 230], Frying Pan(231)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 430: HP: 444, STR: 312319, VIT: 236, SPD: 8, LUK: 1, Attack: 397963, Defense: 84970, Current HP: 444, A Avg: 1058581, D Avg: 84970, [Portal Sword(176)[230, 230, 230], Slafield(232)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 429: HP: 320, STR: 312319, VIT: 214, SPD: 8, LUK: 1, Attack: 397963, Defense: 85689, Current HP: 320, A Avg: 1058581, D Avg: 85689, [Portal Sword(176)[230, 230, 230], Mist Shield(233)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 428: HP: 323, STR: 312319, VIT: 244, SPD: 8, LUK: 1, Attack: 397963, Defense: 85212, Current HP: 323, A Avg: 1058581, D Avg: 85212, [Portal Sword(176)[230, 230, 230], Huge Shield(234)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 427: HP: 247, STR: 312319, VIT: 342, SPD: 8, LUK: 1, Attack: 397963, Defense: 87182, Current HP: 247, A Avg: 1058581, D Avg: 87182, [Portal Sword(176)[230, 230, 230], Aurora Shield(240)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 426: HP: 260, STR: 312319, VIT: 224, SPD: 8, LUK: 1, Attack: 397963, Defense: 87649, Current HP: 260, A Avg: 1058581, D Avg: 87649, [Portal Sword(176)[230, 230, 230], Cloud Shield(241)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 425: HP: 133, STR: 312319, VIT: 166, SPD: 8, LUK: 1, Attack: 397963, Defense: 86955, Current HP: 133, A Avg: 1058581, D Avg: 86955, [Portal Sword(176)[230, 230, 230], Graffiti(243)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
