Rank 1000: HP: 1121, STR: 506685, VIT: 329, SPD: 72, LUK: 1, Attack: 594346, Defense: 84133, Current HP: 1121, A Avg: 1580960, D Avg: 84133, [Neural Edge(190)[630, 630, 630], Iron Shield(204)[630, 630, 67], Seal of the High King(319)[68, 803, 807]]
Rank 467: HP: 1501, STR: 541768, VIT: 826, SPD: 72, LUK: 1, Attack: 625891, Defense: 87627, Current HP: 1501, A Avg: 1664870, D Avg: 87627, [Pinpoint(112)[630, 630, 630], Riot(236)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 466: HP: 1501, STR: 541768, VIT: 826, SPD: 72, LUK: 1, Attack: 625891, Defense: 87627, Current HP: 1501, A Avg: 1664870, D Avg: 87627, [Pinpoint(112)[630, 630, 630], Riot(236)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 465: HP: 1920, STR: 541534, VIT: 868, SPD: 72, LUK: 1, Attack: 626047, Defense: 87903, Current HP: 1920, A Avg: 1665285, D Avg: 87903, [Maximum Iron Mass(123)[630, 630, 630], Warrior's Shield(249)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 464: HP: 1920, STR: 541534, VIT: 868, SPD: 72, LUK: 1, Attack: 626047, Defense: 87903, Current HP: 1920, A Avg: 1665285, D Avg: 87903, [Maximum Iron Mass(123)[630, 630, 630], Warrior's Shield(249)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 463: HP: 1026, STR: 542259, VIT: 588, SPD: 72, LUK: 1, Attack: 626382, Defense: 85179, Current HP: 1026, A Avg: 1666176, D Avg: 85179, [Pinpoint(112)[630, 630, 630], Black Hole(229)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 462: HP: 1444, STR: 542259, VIT: 659, SPD: 72, LUK: 1, Attack: 626382, Defense: 87577, Current HP: 1444, A Avg: 1666176, D Avg: 87577, [Pinpoint(112)[630, 630, 630], White Hole(230)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 461: HP: 1026, STR: 542259, VIT: 588, SPD: 72, LUK: 1, Attack: 626382, Defense: 85179, Current HP: 1026, A Avg: 1666176, D Avg: 85179, [Pinpoint(112)[630, 630, 630], Black Hole(229)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 460: HP: 1444, STR: 542259, VIT: 659, SPD: 72, LUK: 1, Attack: 626382, Defense: 87577, Current HP: 1444, A Avg: 1666176, D Avg: 87577, [Pinpoint(112)[630, 630, 630], White Hole(230)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 459: HP: 2160, STR: 542283, VIT: 636, SPD: 72, LUK: 1, Attack: 626406, Defense: 86748, Current HP: 2160, A Avg: 1666239, D Avg: 86748, [Pinpoint(112)[630, 630, 630], Goblin Hand(250)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 458: HP: 2160, STR: 542283, VIT: 636, SPD: 72, LUK: 1, Attack: 626406, Defense: 86748, Current HP: 2160, A Avg: 1666239, D Avg: 86748, [Pinpoint(112)[630, 630, 630], Goblin Hand(250)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 457: HP: 4484, STR: 541706, VIT: 890, SPD: 72, LUK: 1, Attack: 626414, Defense: 86807, Current HP: 4484, A Avg: 1666261, D Avg: 86807, [Thin Blade(158)[630, 630, 630], Frying Pan(231)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 456: HP: 1368, STR: 542322, VIT: 754, SPD: 72, LUK: 1, Attack: 626445, Defense: 85748, Current HP: 1368, A Avg: 1666343, D Avg: 85748, [Pinpoint(112)[630, 630, 630], Metalization(228)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 455: HP: 1368, STR: 542322, VIT: 754, SPD: 72, LUK: 1, Attack: 626445, Defense: 85748, Current HP: 1368, A Avg: 1666343, D Avg: 85748, [Pinpoint(112)[630, 630, 630], Metalization(228)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 454: HP: 1940, STR: 541936, VIT: 1219, SPD: 72, LUK: 1, Attack: 626586, Defense: 88007, Current HP: 1940, A Avg: 1666718, D Avg: 88007, [Diamond Knuckle(152)[630, 630, 630], Energy Shield(227)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 453: HP: 1940, STR: 541936, VIT: 1219, SPD: 72, LUK: 1, Attack: 626586, Defense: 88007, Current HP: 1940, A Avg: 1666718, D Avg: 88007, [Diamond Knuckle(152)[630, 630, 630], Energy Shield(227)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 452: HP: 1368, STR: 541920, VIT: 754, SPD: 72, LUK: 1, Attack: 626761, Defense: 85748, Current HP: 1368, A Avg: 1667184, D Avg: 85748, [Grand Slam(163)[630, 630, 630], Metalization(228)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 451: HP: 1368, STR: 541920, VIT: 754, SPD: 72, LUK: 1, Attack: 626761, Defense: 85748, Current HP: 1368, A Avg: 1667184, D Avg: 85748, [Grand Slam(163)[630, 630, 630], Metalization(228)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 450: HP: 1577, STR: 541897, VIT: 674, SPD: 72, LUK: 1, Attack: 627229, Defense: 84602, Current HP: 1577, A Avg: 1668429, D Avg: 84602, [Tower(149)[630, 630, 630], Tower Shield(213)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 449: HP: 1577, STR: 541897, VIT: 674, SPD: 72, LUK: 1, Attack: 627229, Defense: 84602, Current HP: 1577, A Avg: 1668429, D Avg: 84602, [Tower(149)[630, 630, 630], Tower Shield(213)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 448: HP: 988, STR: 543211, VIT: 118, SPD: 76, LUK: 1, Attack: 627334, Defense: 84254, Current HP: 988, A Avg: 1668708, D Avg: 84254, [Pinpoint(112)[630, 630, 630], Magnum(237)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 447: HP: 988, STR: 543211, VIT: 118, SPD: 76, LUK: 1, Attack: 627334, Defense: 84254, Current HP: 988, A Avg: 1668708, D Avg: 84254, [Pinpoint(112)[630, 630, 630], Magnum(237)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 446: HP: 1083, STR: 542755, VIT: 856, SPD: 72, LUK: 1, Attack: 627411, Defense: 85824, Current HP: 1083, A Avg: 1668913, D Avg: 85824, [Penetra(161)[630, 630, 630], Huge Shield(234)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 445: HP: 3534, STR: 542965, VIT: 557, SPD: 72, LUK: 1, Attack: 627803, Defense: 86474, Current HP: 3534, A Avg: 1669955, D Avg: 86474, [Willow Blade(157)[630, 630, 630], Frying Pan(231)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 444: HP: 988, STR: 543773, VIT: 118, SPD: 76, LUK: 1, Attack: 627896, Defense: 84462, Current HP: 988, A Avg: 1670203, D Avg: 84462, [Pinpoint(112)[630, 630, 630], V Magnum(238)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 443: HP: 988, STR: 543773, VIT: 118, SPD: 76, LUK: 1, Attack: 627896, Defense: 84462, Current HP: 988, A Avg: 1670203, D Avg: 84462, [Pinpoint(112)[630, 630, 630], V Magnum(238)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 442: HP: 4484, STR: 542661, VIT: 907, SPD: 72, LUK: 1, Attack: 628513, Defense: 86824, Current HP: 4484, A Avg: 1671844, D Avg: 86824, [Santoku(159)[630, 630, 630], Frying Pan(231)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 441: HP: 940, STR: 542887, VIT: 1510, SPD: 72, LUK: 1, Attack: 628531, Defense: 85233, Current HP: 940, A Avg: 1671892, D Avg: 85233, [Portal Sword(176)[630, 630, 630], Pot Lid(201)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 440: HP: 940, STR: 542887, VIT: 1510, SPD: 72, LUK: 1, Attack: 628531, Defense: 85243, Current HP: 940, A Avg: 1671892, D Avg: 85243, [Portal Sword(176)[630, 630, 630], High Pot Lid(202)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 439: HP: 893, STR: 542887, VIT: 1613, SPD: 72, LUK: 1, Attack: 628531, Defense: 85482, Current HP: 893, A Avg: 1671892, D Avg: 85482, [Portal Sword(176)[630, 630, 630], Wooden Shield(203)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 438: HP: 893, STR: 542887, VIT: 1618, SPD: 72, LUK: 1, Attack: 628531, Defense: 85422, Current HP: 893, A Avg: 1671892, D Avg: 85422, [Portal Sword(176)[630, 630, 630], Iron Shield(204)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 437: HP: 893, STR: 542887, VIT: 1679, SPD: 72, LUK: 1, Attack: 628531, Defense: 85542, Current HP: 893, A Avg: 1671892, D Avg: 85542, [Portal Sword(176)[630, 630, 630], Titanium Shield(205)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 436: HP: 893, STR: 542887, VIT: 1696, SPD: 72, LUK: 1, Attack: 628531, Defense: 85585, Current HP: 893, A Avg: 1671892, D Avg: 85585, [Portal Sword(176)[630, 630, 630], Large iron Shield(206)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 435: HP: 940, STR: 542887, VIT: 1659, SPD: 72, LUK: 1, Attack: 628531, Defense: 85535, Current HP: 940, A Avg: 1671892, D Avg: 85535, [Portal Sword(176)[630, 630, 630], Magic Shield(207)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 434: HP: 1330, STR: 542887, VIT: 1829, SPD: 72, LUK: 1, Attack: 628531, Defense: 85666, Current HP: 1330, A Avg: 1671892, D Avg: 85666, [Portal Sword(176)[630, 630, 630], Emerald Shield(209)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 433: HP: 1000, STR: 542887, VIT: 1588, SPD: 72, LUK: 1, Attack: 628531, Defense: 85360, Current HP: 1000, A Avg: 1671892, D Avg: 85360, [Portal Sword(176)[630, 630, 630], Clear Shield(211)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 432: HP: 1040, STR: 542887, VIT: 1659, SPD: 72, LUK: 1, Attack: 628531, Defense: 85678, Current HP: 1040, A Avg: 1671892, D Avg: 85678, [Portal Sword(176)[630, 630, 630], Prism Shield(212)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 431: HP: 969, STR: 542887, VIT: 1688, SPD: 72, LUK: 1, Attack: 628531, Defense: 85616, Current HP: 969, A Avg: 1671892, D Avg: 85616, [Portal Sword(176)[630, 630, 630], Tower Shield(213)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 430: HP: 1656, STR: 542887, VIT: 1878, SPD: 72, LUK: 1, Attack: 628531, Defense: 86440, Current HP: 1656, A Avg: 1671892, D Avg: 86440, [Portal Sword(176)[630, 630, 630], Slime Shield(221)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 429: HP: 1599, STR: 542887, VIT: 1679, SPD: 72, LUK: 1, Attack: 628531, Defense: 85607, Current HP: 1599, A Avg: 1671892, D Avg: 85607, [Portal Sword(176)[630, 630, 630], Hardwood Shield(223)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 428: HP: 940, STR: 542887, VIT: 2243, SPD: 72, LUK: 1, Attack: 628531, Defense: 89031, Current HP: 940, A Avg: 1671892, D Avg: 89031, [Portal Sword(176)[630, 630, 630], Energy Shield(227)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 427: HP: 3097, STR: 542887, VIT: 1604, SPD: 72, LUK: 1, Attack: 628531, Defense: 87521, Current HP: 3097, A Avg: 1671892, D Avg: 87521, [Portal Sword(176)[630, 630, 630], Frying Pan(231)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 426: HP: 1884, STR: 542887, VIT: 1964, SPD: 72, LUK: 1, Attack: 628531, Defense: 86698, Current HP: 1884, A Avg: 1671892, D Avg: 86698, [Portal Sword(176)[630, 630, 630], Slafield(232)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 425: HP: 1520, STR: 542887, VIT: 1878, SPD: 72, LUK: 1, Attack: 628531, Defense: 87353, Current HP: 1520, A Avg: 1671892, D Avg: 87353, [Portal Sword(176)[630, 630, 630], Mist Shield(233)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 424: HP: 1083, STR: 542887, VIT: 2352, SPD: 72, LUK: 1, Attack: 628531, Defense: 87320, Current HP: 1083, A Avg: 1671892, D Avg: 87320, [Portal Sword(176)[630, 630, 630], Huge Shield(234)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 423: HP: 1007, STR: 542887, VIT: 2326, SPD: 72, LUK: 1, Attack: 628531, Defense: 89166, Current HP: 1007, A Avg: 1671892, D Avg: 89166, [Portal Sword(176)[630, 630, 630], Aurora Shield(240)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 422: HP: 2260, STR: 542887, VIT: 2144, SPD: 72, LUK: 1, Attack: 628531, Defense: 89569, Current HP: 2260, A Avg: 1671892, D Avg: 89569, [Portal Sword(176)[630, 630, 630], Cloud Shield(241)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 421: HP: 893, STR: 542887, VIT: 1510, SPD: 72, LUK: 1, Attack: 628531, Defense: 88299, Current HP: 893, A Avg: 1671892, D Avg: 88299, [Portal Sword(176)[630, 630, 630], Graffiti(243)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 420: HP: 893, STR: 542887, VIT: 2918, SPD: 72, LUK: 1, Attack: 628531, Defense: 92696, Current HP: 893, A Avg: 1671892, D Avg: 92696, [Portal Sword(176)[630, 630, 630], Blank Shield(244)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 419: HP: 1368, STR: 542887, VIT: 3644, SPD: 72, LUK: 1, Attack: 628531, Defense: 90432, Current HP: 1368, A Avg: 1671892, D Avg: 90432, [Portal Sword(176)[630, 630, 630], Golem Shield(245)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 418: HP: 1178, STR: 542887, VIT: 2089, SPD: 76, LUK: 1, Attack: 628531, Defense: 87967, Current HP: 1178, A Avg: 1671892, D Avg: 87967, [Portal Sword(176)[630, 630, 630], Sticky thread shield(247)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 417: HP: 2124, STR: 542887, VIT: 2138, SPD: 72, LUK: 1, Attack: 628531, Defense: 88354, Current HP: 2124, A Avg: 1671892, D Avg: 88354, [Portal Sword(176)[630, 630, 630], King Shield(248)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 416: HP: 1340, STR: 542887, VIT: 2112, SPD: 72, LUK: 1, Attack: 628531, Defense: 89147, Current HP: 1340, A Avg: 1671892, D Avg: 89147, [Portal Sword(176)[630, 630, 630], Warrior's Shield(249)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 415: HP: 940, STR: 542887, VIT: 2355, SPD: 72, LUK: 1, Attack: 628531, Defense: 89403, Current HP: 940, A Avg: 1671892, D Avg: 89403, [Portal Sword(176)[630, 630, 630], Ghost shield(251)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 414: HP: 1219, STR: 542926, VIT: 1837, SPD: 72, LUK: 1, Attack: 628570, Defense: 85778, Current HP: 1219, A Avg: 1671996, D Avg: 85778, [Portal Sword(176)[630, 630, 630], Dragon's Scales(215)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 413: HP: 893, STR: 543078, VIT: 1659, SPD: 76, LUK: 1, Attack: 628722, Defense: 85684, Current HP: 893, A Avg: 1672400, D Avg: 85684, [Portal Sword(176)[630, 630, 630], Conductive Barrier(208)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 412: HP: 1406, STR: 543098, VIT: 1839, SPD: 72, LUK: 1, Attack: 628742, Defense: 86079, Current HP: 1406, A Avg: 1672453, D Avg: 86079, [Portal Sword(176)[630, 630, 630], Dragon's Wings(216)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 411: HP: 1060, STR: 542318, VIT: 1414, SPD: 72, LUK: 1, Attack: 628846, Defense: 88202, Current HP: 1060, A Avg: 1672730, D Avg: 88202, [Moon Knuckle(153)[630, 630, 630], Energy Shield(227)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 410: HP: 1060, STR: 542318, VIT: 1414, SPD: 72, LUK: 1, Attack: 628846, Defense: 88202, Current HP: 1060, A Avg: 1672730, D Avg: 88202, [Moon Knuckle(153)[630, 630, 630], Energy Shield(227)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 409: HP: 1476, STR: 543246, VIT: 1939, SPD: 72, LUK: 1, Attack: 628890, Defense: 87557, Current HP: 1476, A Avg: 1672847, D Avg: 87557, [Portal Sword(176)[630, 630, 630], Mask of the Grim Reaper(214)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 408: HP: 1227, STR: 543250, VIT: 2230, SPD: 72, LUK: 1, Attack: 628894, Defense: 87068, Current HP: 1227, A Avg: 1672858, D Avg: 87068, [Portal Sword(176)[630, 630, 630], Bulletproof Shield(235)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 407: HP: 1406, STR: 543289, VIT: 1914, SPD: 72, LUK: 1, Attack: 628933, Defense: 86778, Current HP: 1406, A Avg: 1672961, D Avg: 86778, [Portal Sword(176)[630, 630, 630], Dragon's Head(217)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 406: HP: 1330, STR: 543289, VIT: 1878, SPD: 76, LUK: 1, Attack: 628933, Defense: 86300, Current HP: 1330, A Avg: 1672961, D Avg: 86300, [Portal Sword(176)[630, 630, 630], Superconducting Barrier(220)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 405: HP: 1406, STR: 543426, VIT: 2305, SPD: 72, LUK: 1, Attack: 629070, Defense: 89106, Current HP: 1406, A Avg: 1673326, D Avg: 89106, [Portal Sword(176)[630, 630, 630], Riot(236)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 404: HP: 2014, STR: 545364, VIT: 118, SPD: 76, LUK: 1, Attack: 629487, Defense: 86906, Current HP: 2014, A Avg: 1674435, D Avg: 86906, [Pinpoint(112)[630, 630, 630], C Magnum(239)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 403: HP: 2014, STR: 545364, VIT: 118, SPD: 76, LUK: 1, Attack: 629487, Defense: 86906, Current HP: 2014, A Avg: 1674435, D Avg: 86906, [Pinpoint(112)[630, 630, 630], C Magnum(239)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 402: HP: 931, STR: 543917, VIT: 1980, SPD: 72, LUK: 1, Attack: 629561, Defense: 86571, Current HP: 931, A Avg: 1674632, D Avg: 86571, [Portal Sword(176)[630, 630, 630], Black Hole(229)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 401: HP: 1349, STR: 543917, VIT: 2051, SPD: 72, LUK: 1, Attack: 629561, Defense: 88969, Current HP: 1349, A Avg: 1674632, D Avg: 88969, [Portal Sword(176)[630, 630, 630], White Hole(230)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 400: HP: 2060, STR: 543940, VIT: 2028, SPD: 72, LUK: 1, Attack: 629584, Defense: 88140, Current HP: 2060, A Avg: 1674693, D Avg: 88140, [Portal Sword(176)[630, 630, 630], Goblin Hand(250)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 399: HP: 1273, STR: 543979, VIT: 2233, SPD: 72, LUK: 1, Attack: 629623, Defense: 87227, Current HP: 1273, A Avg: 1674797, D Avg: 87227, [Portal Sword(176)[630, 630, 630], Metalization(228)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 398: HP: 1558, STR: 543624, VIT: 1513, SPD: 76, LUK: 1, Attack: 630113, Defense: 85935, Current HP: 1558, A Avg: 1676100, D Avg: 85935, [Cuttlefish(178)[630, 630, 630], Superconducting Barrier(220)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 397: HP: 2124, STR: 545235, VIT: 642, SPD: 72, LUK: 1, Attack: 630164, Defense: 86858, Current HP: 2124, A Avg: 1676236, D Avg: 86858, [Jack Knife(185)[630, 630, 630], King Shield(248)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 396: HP: 893, STR: 544869, VIT: 1510, SPD: 76, LUK: 1, Attack: 630513, Defense: 85646, Current HP: 893, A Avg: 1677164, D Avg: 85646, [Portal Sword(176)[630, 630, 630], Magnum(237)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 395: HP: 893, STR: 545430, VIT: 1510, SPD: 76, LUK: 1, Attack: 631074, Defense: 85854, Current HP: 893, A Avg: 1678656, D Avg: 85854, [Portal Sword(176)[630, 630, 630], V Magnum(238)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 394: HP: 1919, STR: 547021, VIT: 1510, SPD: 76, LUK: 1, Attack: 632665, Defense: 88298, Current HP: 1919, A Avg: 1682888, D Avg: 88298, [Portal Sword(176)[630, 630, 630], C Magnum(239)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 393: HP: 5453, STR: 547474, VIT: 1952, SPD: 72, LUK: 1, Attack: 633287, Defense: 91730, Current HP: 5453, A Avg: 1684543, D Avg: 91730, [Spear of Regression(182)[630, 630, 630], Blank Shield(244)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 392: HP: 1007, STR: 555108, VIT: 267, SPD: 72, LUK: 1, Attack: 639231, Defense: 84273, Current HP: 1007, A Avg: 1700354, D Avg: 84273, [Pinpoint(112)[630, 630, 630], Wings of Beast(210)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 391: HP: 988, STR: 555108, VIT: 3638, SPD: 72, LUK: 1, Attack: 639231, Defense: 89308, Current HP: 988, A Avg: 1700354, D Avg: 89308, [Pinpoint(112)[630, 630, 630], Shield of Thousand(246)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 390: HP: 1007, STR: 555108, VIT: 267, SPD: 72, LUK: 1, Attack: 639231, Defense: 84273, Current HP: 1007, A Avg: 1700354, D Avg: 84273, [Pinpoint(112)[630, 630, 630], Wings of Beast(210)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 389: HP: 988, STR: 555108, VIT: 3638, SPD: 72, LUK: 1, Attack: 639231, Defense: 89308, Current HP: 988, A Avg: 1700354, D Avg: 89308, [Pinpoint(112)[630, 630, 630], Shield of Thousand(246)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 388: HP: 1193, STR: 555324, VIT: 267, SPD: 72, LUK: 1, Attack: 639447, Defense: 84767, Current HP: 1193, A Avg: 1700929, D Avg: 84767, [Pinpoint(112)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 387: HP: 1193, STR: 555324, VIT: 267, SPD: 72, LUK: 1, Attack: 639447, Defense: 84767, Current HP: 1193, A Avg: 1700929, D Avg: 84767, [Pinpoint(112)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 386: HP: 1558, STR: 555508, VIT: 1494, SPD: 72, LUK: 1, Attack: 639631, Defense: 89062, Current HP: 1558, A Avg: 1701418, D Avg: 89062, [Pinpoint(112)[630, 630, 630], Storm Wall(242)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 385: HP: 1558, STR: 555508, VIT: 1494, SPD: 72, LUK: 1, Attack: 639631, Defense: 89062, Current HP: 1558, A Avg: 1701418, D Avg: 89062, [Pinpoint(112)[630, 630, 630], Storm Wall(242)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 384: HP: 1007, STR: 555756, VIT: 196, SPD: 72, LUK: 1, Attack: 639879, Defense: 84059, Current HP: 1007, A Avg: 1702078, D Avg: 84059, [Pinpoint(112)[630, 630, 630], Small Sword(218)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 383: HP: 1007, STR: 555756, VIT: 196, SPD: 72, LUK: 1, Attack: 639879, Defense: 84059, Current HP: 1007, A Avg: 1702078, D Avg: 84059, [Pinpoint(112)[630, 630, 630], Small Sword(218)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 382: HP: 1463, STR: 556108, VIT: 267, SPD: 72, LUK: 1, Attack: 640231, Defense: 84156, Current HP: 1463, A Avg: 1703014, D Avg: 84156, [Pinpoint(112)[630, 630, 630], Small Lion(219)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 381: HP: 1463, STR: 556108, VIT: 267, SPD: 72, LUK: 1, Attack: 640231, Defense: 84156, Current HP: 1463, A Avg: 1703014, D Avg: 84156, [Pinpoint(112)[630, 630, 630], Small Lion(219)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 380: HP: 1295, STR: 556224, VIT: 275, SPD: 72, LUK: 1, Attack: 640347, Defense: 84281, Current HP: 1295, A Avg: 1703323, D Avg: 84281, [Pinpoint(112)[630, 630, 630], Small Dragon Sword(224)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 379: HP: 1295, STR: 556224, VIT: 275, SPD: 72, LUK: 1, Attack: 640347, Defense: 84281, Current HP: 1295, A Avg: 1703323, D Avg: 84281, [Pinpoint(112)[630, 630, 630], Small Dragon Sword(224)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 378: HP: 988, STR: 557772, VIT: 118, SPD: 72, LUK: 1, Attack: 641895, Defense: 84306, Current HP: 988, A Avg: 1707440, D Avg: 84306, [Pinpoint(112)[630, 630, 630], Dragon Sword(225)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
Rank 377: HP: 988, STR: 557772, VIT: 118, SPD: 72, LUK: 1, Attack: 641895, Defense: 84306, Current HP: 988, A Avg: 1707440, D Avg: 84306, [Pinpoint(112)[630, 630, 630], Dragon Sword(225)[630, 630, 67], The Third Eye(322)[68, 803, 807]]
Rank 376: HP: 912, STR: 556808, VIT: 1659, SPD: 72, LUK: 1, Attack: 642452, Defense: 85665, Current HP: 912, A Avg: 1708922, D Avg: 85665, [Portal Sword(176)[630, 630, 630], Wings of Beast(210)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 375: HP: 893, STR: 556808, VIT: 5030, SPD: 72, LUK: 1, Attack: 642452, Defense: 90700, Current HP: 893, A Avg: 1708922, D Avg: 90700, [Portal Sword(176)[630, 630, 630], Shield of Thousand(246)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 374: HP: 1098, STR: 557024, VIT: 1659, SPD: 72, LUK: 1, Attack: 642668, Defense: 86159, Current HP: 1098, A Avg: 1709496, D Avg: 86159, [Portal Sword(176)[630, 630, 630], Hard Wings of Beast(222)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 373: HP: 1463, STR: 557208, VIT: 2886, SPD: 72, LUK: 1, Attack: 642852, Defense: 90454, Current HP: 1463, A Avg: 1709986, D Avg: 90454, [Portal Sword(176)[630, 630, 630], Storm Wall(242)[630, 630, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 372: HP: 1444, STR: 558868, VIT: 419, SPD: 72, LUK: 1, Attack: 642991, Defense: 85647, Current HP: 1444, A Avg: 1710356, D Avg: 85647, [Pinpoint(112)[630, 630, 630], Wave Motion Sword(226)[630, 630, 66], The Third Eye(322)[67, 68, 807]]
