Rank 1000: HP: 760, STR: 1220, VIT: 788, SPD: 25, LUK: 1, Attack: 87709, Defense: 87706, Current HP: 760, A Avg: 109636, D Avg: 87706, [Cuttlefish(178)[0, 0, 0], White Hole(230)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 484: HP: 2376, STR: 771, VIT: 1149, SPD: 24, LUK: 1, Attack: 88653, Defense: 85740, Current HP: 2376, A Avg: 111702, D Avg: 85740, [Wild Card(175)[0, 0, 0], Black Hole(229)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 483: HP: 2530, STR: 771, VIT: 1185, SPD: 24, LUK: 1, Attack: 88653, Defense: 88103, Current HP: 2530, A Avg: 111702, D Avg: 88103, [Wild Card(175)[0, 0, 0], White Hole(230)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 482: HP: 1575, STR: 1539, VIT: 901, SPD: 25, LUK: 1, Attack: 89367, Defense: 84624, Current HP: 1575, A Avg: 111708, D Avg: 84624, [Stargazer(183)[0, 0, 0], Pot Lid(201)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 481: HP: 1575, STR: 1539, VIT: 901, SPD: 25, LUK: 1, Attack: 89367, Defense: 84634, Current HP: 1575, A Avg: 111708, D Avg: 84634, [Stargazer(183)[0, 0, 0], High Pot Lid(202)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 480: HP: 1500, STR: 1539, VIT: 963, SPD: 25, LUK: 1, Attack: 89367, Defense: 84832, Current HP: 1500, A Avg: 111708, D Avg: 84832, [Stargazer(183)[0, 0, 0], Wooden Shield(203)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 479: HP: 1500, STR: 1539, VIT: 968, SPD: 25, LUK: 1, Attack: 89367, Defense: 84772, Current HP: 1500, A Avg: 111708, D Avg: 84772, [Stargazer(183)[0, 0, 0], Iron Shield(204)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 478: HP: 1500, STR: 1539, VIT: 979, SPD: 25, LUK: 1, Attack: 89367, Defense: 84842, Current HP: 1500, A Avg: 111708, D Avg: 84842, [Stargazer(183)[0, 0, 0], Titanium Shield(205)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 477: HP: 1500, STR: 1539, VIT: 997, SPD: 25, LUK: 1, Attack: 89367, Defense: 84886, Current HP: 1500, A Avg: 111708, D Avg: 84886, [Stargazer(183)[0, 0, 0], Large iron Shield(206)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 476: HP: 1575, STR: 1539, VIT: 957, SPD: 25, LUK: 1, Attack: 89367, Defense: 84833, Current HP: 1575, A Avg: 111708, D Avg: 84833, [Stargazer(183)[0, 0, 0], Magic Shield(207)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 475: HP: 1660, STR: 1539, VIT: 1029, SPD: 25, LUK: 1, Attack: 89367, Defense: 84866, Current HP: 1660, A Avg: 111708, D Avg: 84866, [Stargazer(183)[0, 0, 0], Emerald Shield(209)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 474: HP: 1638, STR: 1539, VIT: 933, SPD: 25, LUK: 1, Attack: 89367, Defense: 84705, Current HP: 1638, A Avg: 111708, D Avg: 84705, [Stargazer(183)[0, 0, 0], Clear Shield(211)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 473: HP: 1680, STR: 1539, VIT: 957, SPD: 25, LUK: 1, Attack: 89367, Defense: 84976, Current HP: 1680, A Avg: 111708, D Avg: 84976, [Stargazer(183)[0, 0, 0], Prism Shield(212)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 472: HP: 1580, STR: 1539, VIT: 988, SPD: 25, LUK: 1, Attack: 89367, Defense: 84916, Current HP: 1580, A Avg: 111708, D Avg: 84916, [Stargazer(183)[0, 0, 0], Tower Shield(213)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 471: HP: 1885, STR: 1539, VIT: 1037, SPD: 25, LUK: 1, Attack: 89367, Defense: 85599, Current HP: 1885, A Avg: 111708, D Avg: 85599, [Stargazer(183)[0, 0, 0], Slime Shield(221)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 470: HP: 1764, STR: 1539, VIT: 979, SPD: 25, LUK: 1, Attack: 89367, Defense: 84907, Current HP: 1764, A Avg: 111708, D Avg: 84907, [Stargazer(183)[0, 0, 0], Hardwood Shield(223)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 469: HP: 1575, STR: 1539, VIT: 1322, SPD: 25, LUK: 1, Attack: 89367, Defense: 88110, Current HP: 1575, A Avg: 111708, D Avg: 88110, [Stargazer(183)[0, 0, 0], Energy Shield(227)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 468: HP: 2920, STR: 1539, VIT: 954, SPD: 25, LUK: 1, Attack: 89367, Defense: 86871, Current HP: 2920, A Avg: 111708, D Avg: 86871, [Stargazer(183)[0, 0, 0], Frying Pan(231)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 467: HP: 2062, STR: 1539, VIT: 1077, SPD: 25, LUK: 1, Attack: 89367, Defense: 85811, Current HP: 2062, A Avg: 111708, D Avg: 85811, [Stargazer(183)[0, 0, 0], Slafield(232)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 466: HP: 1869, STR: 1539, VIT: 1037, SPD: 25, LUK: 1, Attack: 89367, Defense: 86512, Current HP: 1869, A Avg: 111708, D Avg: 86512, [Stargazer(183)[0, 0, 0], Mist Shield(233)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 465: HP: 1700, STR: 1539, VIT: 1206, SPD: 25, LUK: 1, Attack: 89367, Defense: 86174, Current HP: 1700, A Avg: 111708, D Avg: 86174, [Stargazer(183)[0, 0, 0], Huge Shield(234)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 464: HP: 1620, STR: 1539, VIT: 1258, SPD: 25, LUK: 1, Attack: 89367, Defense: 88098, Current HP: 1620, A Avg: 111708, D Avg: 88098, [Stargazer(183)[0, 0, 0], Aurora Shield(240)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 463: HP: 1500, STR: 1539, VIT: 901, SPD: 25, LUK: 1, Attack: 89367, Defense: 87690, Current HP: 1500, A Avg: 111708, D Avg: 87690, [Stargazer(183)[0, 0, 0], Graffiti(243)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 462: HP: 1500, STR: 1539, VIT: 1377, SPD: 25, LUK: 1, Attack: 89367, Defense: 91155, Current HP: 1500, A Avg: 111708, D Avg: 91155, [Stargazer(183)[0, 0, 0], Blank Shield(244)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 461: HP: 2000, STR: 1539, VIT: 1764, SPD: 25, LUK: 1, Attack: 89367, Defense: 88552, Current HP: 2000, A Avg: 111708, D Avg: 88552, [Stargazer(183)[0, 0, 0], Golem Shield(245)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 460: HP: 1800, STR: 1539, VIT: 1108, SPD: 27, LUK: 1, Attack: 89367, Defense: 86986, Current HP: 1800, A Avg: 111708, D Avg: 86986, [Stargazer(183)[0, 0, 0], Sticky thread shield(247)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 459: HP: 2076, STR: 1539, VIT: 1195, SPD: 25, LUK: 1, Attack: 89367, Defense: 87411, Current HP: 2076, A Avg: 111708, D Avg: 87411, [Stargazer(183)[0, 0, 0], King Shield(248)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 458: HP: 1995, STR: 1539, VIT: 1336, SPD: 25, LUK: 1, Attack: 89367, Defense: 88371, Current HP: 1995, A Avg: 111708, D Avg: 88371, [Stargazer(183)[0, 0, 0], Warrior's Shield(249)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 457: HP: 1575, STR: 1539, VIT: 1186, SPD: 25, LUK: 1, Attack: 89367, Defense: 88234, Current HP: 1575, A Avg: 111708, D Avg: 88234, [Stargazer(183)[0, 0, 0], Ghost shield(251)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 456: HP: 2304, STR: 3558, VIT: 498, SPD: 25, LUK: 1, Attack: 89371, Defense: 84439, Current HP: 2304, A Avg: 111713, D Avg: 84439, [Spear of Regression(182)[0, 0, 0], Dragon's Scales(215)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 455: HP: 2164, STR: 1492, VIT: 666, SPD: 25, LUK: 1, Attack: 89374, Defense: 84672, Current HP: 2164, A Avg: 111717, D Avg: 84672, [Wild Card(175)[0, 0, 0], Small Dragon Sword(224)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 454: HP: 2220, STR: 1495, VIT: 657, SPD: 25, LUK: 1, Attack: 89377, Defense: 84546, Current HP: 2220, A Avg: 111721, D Avg: 84546, [Wild Card(175)[0, 0, 0], Small Lion(219)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 453: HP: 2667, STR: 1495, VIT: 846, SPD: 25, LUK: 1, Attack: 89377, Defense: 86958, Current HP: 2667, A Avg: 111721, D Avg: 86958, [Wild Card(175)[0, 0, 0], Goblin Hand(250)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 452: HP: 2620, STR: 1495, VIT: 1298, SPD: 25, LUK: 1, Attack: 89377, Defense: 88866, Current HP: 2620, A Avg: 111721, D Avg: 88866, [Wild Card(175)[0, 0, 0], Storm Wall(242)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 451: HP: 820, STR: 2332, VIT: 125, SPD: 27, LUK: 1, Attack: 89383, Defense: 86913, Current HP: 820, A Avg: 111728, D Avg: 86913, [Tekken(188)[0, 0, 0], C Magnum(239)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 450: HP: 2354, STR: 799, VIT: 902, SPD: 24, LUK: 1, Attack: 88681, Defense: 84765, Current HP: 2354, A Avg: 111738, D Avg: 84765, [Wild Card(175)[0, 0, 0], Small Sword(218)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 449: HP: 1840, STR: 854, VIT: 1310, SPD: 24, LUK: 1, Attack: 88682, Defense: 85033, Current HP: 1840, A Avg: 111739, D Avg: 85033, [Stargazer(183)[0, 0, 0], Pot Lid(201)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 448: HP: 1840, STR: 854, VIT: 1310, SPD: 24, LUK: 1, Attack: 88682, Defense: 85043, Current HP: 1840, A Avg: 111739, D Avg: 85043, [Stargazer(183)[0, 0, 0], High Pot Lid(202)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 447: HP: 1760, STR: 854, VIT: 1374, SPD: 24, LUK: 1, Attack: 88682, Defense: 85243, Current HP: 1760, A Avg: 111739, D Avg: 85243, [Stargazer(183)[0, 0, 0], Wooden Shield(203)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 446: HP: 1760, STR: 854, VIT: 1382, SPD: 24, LUK: 1, Attack: 88682, Defense: 85186, Current HP: 1760, A Avg: 111739, D Avg: 85186, [Stargazer(183)[0, 0, 0], Iron Shield(204)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 445: HP: 1760, STR: 854, VIT: 1398, SPD: 24, LUK: 1, Attack: 88682, Defense: 85261, Current HP: 1760, A Avg: 111739, D Avg: 85261, [Stargazer(183)[0, 0, 0], Titanium Shield(205)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 444: HP: 1760, STR: 854, VIT: 1425, SPD: 24, LUK: 1, Attack: 88682, Defense: 85314, Current HP: 1760, A Avg: 111739, D Avg: 85314, [Stargazer(183)[0, 0, 0], Large iron Shield(206)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 443: HP: 1840, STR: 854, VIT: 1396, SPD: 24, LUK: 1, Attack: 88682, Defense: 85272, Current HP: 1840, A Avg: 111739, D Avg: 85272, [Stargazer(183)[0, 0, 0], Magic Shield(207)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 442: HP: 1936, STR: 854, VIT: 1474, SPD: 24, LUK: 1, Attack: 88682, Defense: 85311, Current HP: 1936, A Avg: 111739, D Avg: 85311, [Stargazer(183)[0, 0, 0], Emerald Shield(209)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 441: HP: 1909, STR: 854, VIT: 1359, SPD: 24, LUK: 1, Attack: 88682, Defense: 85131, Current HP: 1909, A Avg: 111739, D Avg: 85131, [Stargazer(183)[0, 0, 0], Clear Shield(211)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 440: HP: 1955, STR: 854, VIT: 1396, SPD: 24, LUK: 1, Attack: 88682, Defense: 85415, Current HP: 1955, A Avg: 111739, D Avg: 85415, [Stargazer(183)[0, 0, 0], Prism Shield(212)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 439: HP: 1848, STR: 854, VIT: 1412, SPD: 24, LUK: 1, Attack: 88682, Defense: 85340, Current HP: 1848, A Avg: 111739, D Avg: 85340, [Stargazer(183)[0, 0, 0], Tower Shield(213)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 438: HP: 2180, STR: 854, VIT: 1518, SPD: 24, LUK: 1, Attack: 88682, Defense: 86080, Current HP: 2180, A Avg: 111739, D Avg: 86080, [Stargazer(183)[0, 0, 0], Slime Shield(221)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 437: HP: 2050, STR: 854, VIT: 1398, SPD: 24, LUK: 1, Attack: 88682, Defense: 85326, Current HP: 2050, A Avg: 111739, D Avg: 85326, [Stargazer(183)[0, 0, 0], Hardwood Shield(223)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 436: HP: 1840, STR: 854, VIT: 1955, SPD: 24, LUK: 1, Attack: 88682, Defense: 88743, Current HP: 1840, A Avg: 111739, D Avg: 88743, [Stargazer(183)[0, 0, 0], Energy Shield(227)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 435: HP: 3322, STR: 854, VIT: 1360, SPD: 24, LUK: 1, Attack: 88682, Defense: 87277, Current HP: 3322, A Avg: 111739, D Avg: 87277, [Stargazer(183)[0, 0, 0], Frying Pan(231)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 434: HP: 2373, STR: 854, VIT: 1580, SPD: 24, LUK: 1, Attack: 88682, Defense: 86314, Current HP: 2373, A Avg: 111739, D Avg: 86314, [Stargazer(183)[0, 0, 0], Slafield(232)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 433: HP: 2162, STR: 854, VIT: 1518, SPD: 24, LUK: 1, Attack: 88682, Defense: 86993, Current HP: 2162, A Avg: 111739, D Avg: 86993, [Stargazer(183)[0, 0, 0], Mist Shield(233)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 432: HP: 1980, STR: 854, VIT: 1738, SPD: 24, LUK: 1, Attack: 88682, Defense: 86706, Current HP: 1980, A Avg: 111739, D Avg: 86706, [Stargazer(183)[0, 0, 0], Huge Shield(234)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 431: HP: 1892, STR: 854, VIT: 1856, SPD: 24, LUK: 1, Attack: 88682, Defense: 88696, Current HP: 1892, A Avg: 111739, D Avg: 88696, [Stargazer(183)[0, 0, 0], Aurora Shield(240)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 430: HP: 1760, STR: 854, VIT: 1310, SPD: 24, LUK: 1, Attack: 88682, Defense: 88099, Current HP: 1760, A Avg: 111739, D Avg: 88099, [Stargazer(183)[0, 0, 0], Graffiti(243)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 429: HP: 1760, STR: 854, VIT: 2038, SPD: 24, LUK: 1, Attack: 88682, Defense: 91816, Current HP: 1760, A Avg: 111739, D Avg: 91816, [Stargazer(183)[0, 0, 0], Blank Shield(244)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 428: HP: 2310, STR: 854, VIT: 2575, SPD: 24, LUK: 1, Attack: 88682, Defense: 89363, Current HP: 2310, A Avg: 111739, D Avg: 89363, [Stargazer(183)[0, 0, 0], Golem Shield(245)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 427: HP: 2090, STR: 854, VIT: 1627, SPD: 25, LUK: 1, Attack: 88682, Defense: 87505, Current HP: 2090, A Avg: 111739, D Avg: 87505, [Stargazer(183)[0, 0, 0], Sticky thread shield(247)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 426: HP: 2393, STR: 854, VIT: 1722, SPD: 24, LUK: 1, Attack: 88682, Defense: 87938, Current HP: 2393, A Avg: 111739, D Avg: 87938, [Stargazer(183)[0, 0, 0], King Shield(248)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 425: HP: 2300, STR: 854, VIT: 1975, SPD: 24, LUK: 1, Attack: 88682, Defense: 89010, Current HP: 2300, A Avg: 111739, D Avg: 89010, [Stargazer(183)[0, 0, 0], Warrior's Shield(249)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 424: HP: 1840, STR: 854, VIT: 1747, SPD: 24, LUK: 1, Attack: 88682, Defense: 88795, Current HP: 1840, A Avg: 111739, D Avg: 88795, [Stargazer(183)[0, 0, 0], Ghost shield(251)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 423: HP: 1664, STR: 1566, VIT: 1038, SPD: 25, LUK: 1, Attack: 89394, Defense: 84979, Current HP: 1664, A Avg: 111742, D Avg: 84979, [Stargazer(183)[0, 0, 0], Dragon's Scales(215)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 422: HP: 2140, STR: 3582, VIT: 447, SPD: 27, LUK: 1, Attack: 89395, Defense: 84472, Current HP: 2140, A Avg: 111743, D Avg: 84472, [Spear of Regression(182)[0, 0, 0], Conductive Barrier(208)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 421: HP: 560, STR: 1229, VIT: 266, SPD: 25, LUK: 1, Attack: 89396, Defense: 85494, Current HP: 560, A Avg: 111745, D Avg: 85494, [Basic(169)[0, 0, 0], Wave Motion Sword(226)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 420: HP: 528, STR: 525, VIT: 163, SPD: 24, LUK: 1, Attack: 88692, Defense: 84351, Current HP: 528, A Avg: 111751, D Avg: 84351, [Basic(169)[0, 0, 0], Dragon Sword(225)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 419: HP: 2420, STR: 1522, VIT: 1033, SPD: 25, LUK: 1, Attack: 89404, Defense: 86027, Current HP: 2420, A Avg: 111755, D Avg: 86027, [Wild Card(175)[0, 0, 0], Metalization(228)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 418: HP: 1940, STR: 870, VIT: 1487, SPD: 24, LUK: 1, Attack: 88698, Defense: 85428, Current HP: 1940, A Avg: 111759, D Avg: 85428, [Stargazer(183)[0, 0, 0], Dragon's Scales(215)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 417: HP: 2380, STR: 3596, VIT: 500, SPD: 25, LUK: 1, Attack: 89409, Defense: 84740, Current HP: 2380, A Avg: 111761, D Avg: 84740, [Spear of Regression(182)[0, 0, 0], Dragon's Wings(216)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 416: HP: 340, STR: 3539, VIT: 316, SPD: 25, LUK: 1, Attack: 89417, Defense: 88144, Current HP: 340, A Avg: 111771, D Avg: 88144, [Blue Sword(180)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 415: HP: 1500, STR: 1590, VIT: 957, SPD: 27, LUK: 1, Attack: 89418, Defense: 84982, Current HP: 1500, A Avg: 111772, D Avg: 84982, [Stargazer(183)[0, 0, 0], Conductive Barrier(208)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 414: HP: 3036, STR: 828, VIT: 1227, SPD: 24, LUK: 1, Attack: 88710, Defense: 87339, Current HP: 3036, A Avg: 111774, D Avg: 87339, [Wild Card(175)[0, 0, 0], Goblin Hand(250)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 413: HP: 1760, STR: 884, VIT: 1396, SPD: 25, LUK: 1, Attack: 88712, Defense: 85421, Current HP: 1760, A Avg: 111777, D Avg: 85421, [Stargazer(183)[0, 0, 0], Conductive Barrier(208)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 412: HP: 1520, STR: 1596, VIT: 957, SPD: 25, LUK: 1, Attack: 89424, Defense: 84963, Current HP: 1520, A Avg: 111780, D Avg: 84963, [Stargazer(183)[0, 0, 0], Wings of Beast(210)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 411: HP: 1500, STR: 1596, VIT: 2091, SPD: 25, LUK: 1, Attack: 89424, Defense: 87761, Current HP: 1500, A Avg: 111780, D Avg: 87761, [Stargazer(183)[0, 0, 0], Shield of Thousand(246)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 410: HP: 2024, STR: 892, VIT: 1490, SPD: 24, LUK: 1, Attack: 88720, Defense: 85730, Current HP: 2024, A Avg: 111787, D Avg: 85730, [Stargazer(183)[0, 0, 0], Dragon's Wings(216)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 409: HP: 1740, STR: 1603, VIT: 1040, SPD: 25, LUK: 1, Attack: 89431, Defense: 85280, Current HP: 1740, A Avg: 111788, D Avg: 85280, [Stargazer(183)[0, 0, 0], Dragon's Wings(216)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 408: HP: 2431, STR: 3618, VIT: 540, SPD: 25, LUK: 1, Attack: 89431, Defense: 86158, Current HP: 2431, A Avg: 111788, D Avg: 86158, [Spear of Regression(182)[0, 0, 0], Mask of the Grim Reaper(214)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 407: HP: 2252, STR: 3620, VIT: 698, SPD: 25, LUK: 1, Attack: 89433, Defense: 85536, Current HP: 2252, A Avg: 111791, D Avg: 85536, [Spear of Regression(182)[0, 0, 0], Bulletproof Shield(235)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 406: HP: 2490, STR: 844, VIT: 951, SPD: 24, LUK: 1, Attack: 88726, Defense: 84957, Current HP: 2490, A Avg: 111794, D Avg: 84957, [Wild Card(175)[0, 0, 0], Small Dragon Sword(224)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 405: HP: 2772, STR: 844, VIT: 1479, SPD: 24, LUK: 1, Attack: 88726, Defense: 86473, Current HP: 2772, A Avg: 111794, D Avg: 86473, [Wild Card(175)[0, 0, 0], Metalization(228)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 404: HP: 2552, STR: 846, VIT: 938, SPD: 24, LUK: 1, Attack: 88728, Defense: 84827, Current HP: 2552, A Avg: 111797, D Avg: 84827, [Wild Card(175)[0, 0, 0], Small Lion(219)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 403: HP: 2992, STR: 846, VIT: 1918, SPD: 24, LUK: 1, Attack: 88728, Defense: 89486, Current HP: 2992, A Avg: 111797, D Avg: 89486, [Wild Card(175)[0, 0, 0], Storm Wall(242)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 402: HP: 2042, STR: 905, VIT: 1539, SPD: 24, LUK: 1, Attack: 88733, Defense: 87157, Current HP: 2042, A Avg: 111803, D Avg: 87157, [Stargazer(183)[0, 0, 0], Mask of the Grim Reaper(214)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 401: HP: 1883, STR: 907, VIT: 1787, SPD: 24, LUK: 1, Attack: 88735, Defense: 86625, Current HP: 1883, A Avg: 111806, D Avg: 86625, [Stargazer(183)[0, 0, 0], Bulletproof Shield(235)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 400: HP: 1782, STR: 907, VIT: 1396, SPD: 24, LUK: 1, Attack: 88735, Defense: 85402, Current HP: 1782, A Avg: 111806, D Avg: 85402, [Stargazer(183)[0, 0, 0], Wings of Beast(210)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 399: HP: 1760, STR: 907, VIT: 3130, SPD: 24, LUK: 1, Attack: 88735, Defense: 88800, Current HP: 1760, A Avg: 111806, D Avg: 88800, [Stargazer(183)[0, 0, 0], Shield of Thousand(246)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 398: HP: 580, STR: 2962, VIT: 571, SPD: 25, LUK: 1, Attack: 89451, Defense: 88399, Current HP: 580, A Avg: 111813, D Avg: 88399, [Cuttlefish(178)[0, 0, 0], Black Sword Breath(252)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 397: HP: 1759, STR: 1625, VIT: 1050, SPD: 25, LUK: 1, Attack: 89453, Defense: 86668, Current HP: 1759, A Avg: 111816, D Avg: 86668, [Stargazer(183)[0, 0, 0], Mask of the Grim Reaper(214)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 396: HP: 528, STR: 577, VIT: 163, SPD: 25, LUK: 1, Attack: 88744, Defense: 84299, Current HP: 528, A Avg: 111817, D Avg: 84299, [Basic(169)[0, 0, 0], Magnum(237)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 395: HP: 1612, STR: 1628, VIT: 1238, SPD: 25, LUK: 1, Attack: 89456, Defense: 86076, Current HP: 1612, A Avg: 111820, D Avg: 86076, [Stargazer(183)[0, 0, 0], Bulletproof Shield(235)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 394: HP: 2380, STR: 3647, VIT: 525, SPD: 25, LUK: 1, Attack: 89460, Defense: 85389, Current HP: 2380, A Avg: 111825, D Avg: 85389, [Spear of Regression(182)[0, 0, 0], Dragon's Head(217)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 393: HP: 2300, STR: 3647, VIT: 527, SPD: 27, LUK: 1, Attack: 89460, Defense: 84949, Current HP: 2300, A Avg: 111825, D Avg: 84949, [Spear of Regression(182)[0, 0, 0], Superconducting Barrier(220)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 392: HP: 2024, STR: 923, VIT: 1528, SPD: 24, LUK: 1, Attack: 88751, Defense: 86392, Current HP: 2024, A Avg: 111826, D Avg: 86392, [Stargazer(183)[0, 0, 0], Dragon's Head(217)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 391: HP: 1936, STR: 923, VIT: 1518, SPD: 25, LUK: 1, Attack: 88751, Defense: 85940, Current HP: 1936, A Avg: 111826, D Avg: 85940, [Stargazer(183)[0, 0, 0], Superconducting Barrier(220)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 390: HP: 2024, STR: 931, VIT: 1825, SPD: 24, LUK: 1, Attack: 88759, Defense: 88626, Current HP: 2024, A Avg: 111836, D Avg: 88626, [Stargazer(183)[0, 0, 0], Riot(236)[0, 0, 0], Marriage Ring(321)[0, 0, 0]]
Rank 389: HP: 2380, STR: 3661, VIT: 723, SPD: 25, LUK: 1, Attack: 89474, Defense: 87524, Current HP: 2380, A Avg: 111842, D Avg: 87524, [Spear of Regression(182)[0, 0, 0], Riot(236)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
Rank 388: HP: 2160, STR: 3662, VIT: 447, SPD: 25, LUK: 1, Attack: 89475, Defense: 84453, Current HP: 2160, A Avg: 111843, D Avg: 84453, [Spear of Regression(182)[0, 0, 0], Wings of Beast(210)[0, 0, 0], Oculus Ring(315)[0, 0, 0]]
