Rank 1000: HP: 988, STR: 288132, VIT: 1190, SPD: 24, LUK: 1, Attack: 374374, Defense: 86860, Current HP: 988, A Avg: 995834, D Avg: 86860, [Droid Hammer(177)[230, 230, 230], Shield of Thousand(246)[230, 230, 230], The Third Eye(322)[67, 68, 807]]
Rank 517: HP: 965, STR: 312339, VIT: 302, SPD: 24, LUK: 1, Attack: 396462, Defense: 86518, Current HP: 965, A Avg: 1054588, D Avg: 86518, [Pinpoint(112)[230, 230, 230], King Shield(248)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 516: HP: 840, STR: 312339, VIT: 480, SPD: 24, LUK: 1, Attack: 396462, Defense: 87515, Current HP: 840, A Avg: 1054588, D Avg: 87515, [Pinpoint(112)[230, 230, 230], Warrior's Shield(249)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 515: HP: 440, STR: 312339, VIT: 339, SPD: 24, LUK: 1, Attack: 396462, Defense: 87387, Current HP: 440, A Avg: 1054588, D Avg: 87387, [Pinpoint(112)[230, 230, 230], Ghost shield(251)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 514: HP: 440, STR: 312339, VIT: 70, SPD: 24, LUK: 1, Attack: 396462, Defense: 83793, Current HP: 440, A Avg: 1054588, D Avg: 83793, [Pinpoint(112)[230, 230, 230], Pot Lid(201)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 513: HP: 440, STR: 312339, VIT: 70, SPD: 24, LUK: 1, Attack: 396462, Defense: 83803, Current HP: 440, A Avg: 1054588, D Avg: 83803, [Pinpoint(112)[230, 230, 230], High Pot Lid(202)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 512: HP: 418, STR: 312339, VIT: 83, SPD: 24, LUK: 1, Attack: 396462, Defense: 83952, Current HP: 418, A Avg: 1054588, D Avg: 83952, [Pinpoint(112)[230, 230, 230], Wooden Shield(203)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 511: HP: 418, STR: 312339, VIT: 88, SPD: 24, LUK: 1, Attack: 396462, Defense: 83892, Current HP: 418, A Avg: 1054588, D Avg: 83892, [Pinpoint(112)[230, 230, 230], Iron Shield(204)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 510: HP: 418, STR: 312339, VIT: 98, SPD: 24, LUK: 1, Attack: 396462, Defense: 83961, Current HP: 418, A Avg: 1054588, D Avg: 83961, [Pinpoint(112)[230, 230, 230], Titanium Shield(205)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 509: HP: 418, STR: 312339, VIT: 115, SPD: 24, LUK: 1, Attack: 396462, Defense: 84004, Current HP: 418, A Avg: 1054588, D Avg: 84004, [Pinpoint(112)[230, 230, 230], Large iron Shield(206)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 508: HP: 440, STR: 312339, VIT: 123, SPD: 24, LUK: 1, Attack: 396462, Defense: 83999, Current HP: 440, A Avg: 1054588, D Avg: 83999, [Pinpoint(112)[230, 230, 230], Magic Shield(207)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 507: HP: 570, STR: 312339, VIT: 146, SPD: 24, LUK: 1, Attack: 396462, Defense: 83983, Current HP: 570, A Avg: 1054588, D Avg: 83983, [Pinpoint(112)[230, 230, 230], Emerald Shield(209)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 506: HP: 500, STR: 312339, VIT: 100, SPD: 24, LUK: 1, Attack: 396462, Defense: 83872, Current HP: 500, A Avg: 1054588, D Avg: 83872, [Pinpoint(112)[230, 230, 230], Clear Shield(211)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 505: HP: 540, STR: 312339, VIT: 123, SPD: 24, LUK: 1, Attack: 396462, Defense: 84142, Current HP: 540, A Avg: 1054588, D Avg: 84142, [Pinpoint(112)[230, 230, 230], Prism Shield(212)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 504: HP: 494, STR: 312339, VIT: 107, SPD: 24, LUK: 1, Attack: 396462, Defense: 84035, Current HP: 494, A Avg: 1054588, D Avg: 84035, [Pinpoint(112)[230, 230, 230], Tower Shield(213)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 503: HP: 736, STR: 312339, VIT: 198, SPD: 24, LUK: 1, Attack: 396462, Defense: 84760, Current HP: 736, A Avg: 1054588, D Avg: 84760, [Pinpoint(112)[230, 230, 230], Slime Shield(221)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 502: HP: 668, STR: 312339, VIT: 98, SPD: 24, LUK: 1, Attack: 396462, Defense: 84026, Current HP: 668, A Avg: 1054588, D Avg: 84026, [Pinpoint(112)[230, 230, 230], Hardwood Shield(223)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 501: HP: 440, STR: 312339, VIT: 467, SPD: 24, LUK: 1, Attack: 396462, Defense: 87255, Current HP: 440, A Avg: 1054588, D Avg: 87255, [Pinpoint(112)[230, 230, 230], Energy Shield(227)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 500: HP: 1767, STR: 312339, VIT: 74, SPD: 24, LUK: 1, Attack: 396462, Defense: 85991, Current HP: 1767, A Avg: 1054588, D Avg: 85991, [Pinpoint(112)[230, 230, 230], Frying Pan(231)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 499: HP: 904, STR: 312339, VIT: 236, SPD: 24, LUK: 1, Attack: 396462, Defense: 84970, Current HP: 904, A Avg: 1054588, D Avg: 84970, [Pinpoint(112)[230, 230, 230], Slafield(232)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 498: HP: 720, STR: 312339, VIT: 198, SPD: 24, LUK: 1, Attack: 396462, Defense: 85673, Current HP: 720, A Avg: 1054588, D Avg: 85673, [Pinpoint(112)[230, 230, 230], Mist Shield(233)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 497: HP: 608, STR: 312339, VIT: 312, SPD: 24, LUK: 1, Attack: 396462, Defense: 85280, Current HP: 608, A Avg: 1054588, D Avg: 85280, [Pinpoint(112)[230, 230, 230], Huge Shield(234)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 496: HP: 532, STR: 312339, VIT: 406, SPD: 24, LUK: 1, Attack: 396462, Defense: 87246, Current HP: 532, A Avg: 1054588, D Avg: 87246, [Pinpoint(112)[230, 230, 230], Aurora Shield(240)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 495: HP: 860, STR: 312339, VIT: 272, SPD: 24, LUK: 1, Attack: 396462, Defense: 87697, Current HP: 860, A Avg: 1054588, D Avg: 87697, [Pinpoint(112)[230, 230, 230], Cloud Shield(241)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 494: HP: 418, STR: 312339, VIT: 70, SPD: 24, LUK: 1, Attack: 396462, Defense: 86859, Current HP: 418, A Avg: 1054588, D Avg: 86859, [Pinpoint(112)[230, 230, 230], Graffiti(243)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 493: HP: 418, STR: 312339, VIT: 518, SPD: 24, LUK: 1, Attack: 396462, Defense: 90296, Current HP: 418, A Avg: 1054588, D Avg: 90296, [Pinpoint(112)[230, 230, 230], Blank Shield(244)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 492: HP: 893, STR: 312339, VIT: 839, SPD: 24, LUK: 1, Attack: 396462, Defense: 87627, Current HP: 893, A Avg: 1054588, D Avg: 87627, [Pinpoint(112)[230, 230, 230], Golem Shield(245)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 491: HP: 703, STR: 312339, VIT: 265, SPD: 25, LUK: 1, Attack: 396462, Defense: 86143, Current HP: 703, A Avg: 1054588, D Avg: 86143, [Pinpoint(112)[230, 230, 230], Sticky thread shield(247)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 490: HP: 965, STR: 312339, VIT: 302, SPD: 24, LUK: 1, Attack: 396462, Defense: 86518, Current HP: 965, A Avg: 1054588, D Avg: 86518, [Pinpoint(112)[230, 230, 230], King Shield(248)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 489: HP: 840, STR: 312339, VIT: 480, SPD: 24, LUK: 1, Attack: 396462, Defense: 87515, Current HP: 840, A Avg: 1054588, D Avg: 87515, [Pinpoint(112)[230, 230, 230], Warrior's Shield(249)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 488: HP: 440, STR: 312339, VIT: 339, SPD: 24, LUK: 1, Attack: 396462, Defense: 87387, Current HP: 440, A Avg: 1054588, D Avg: 87387, [Pinpoint(112)[230, 230, 230], Ghost shield(251)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 487: HP: 573, STR: 312378, VIT: 154, SPD: 24, LUK: 1, Attack: 396501, Defense: 84095, Current HP: 573, A Avg: 1054692, D Avg: 84095, [Pinpoint(112)[230, 230, 230], Dragon's Scales(215)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 486: HP: 573, STR: 312378, VIT: 154, SPD: 24, LUK: 1, Attack: 396501, Defense: 84095, Current HP: 573, A Avg: 1054692, D Avg: 84095, [Pinpoint(112)[230, 230, 230], Dragon's Scales(215)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 485: HP: 960, STR: 312694, VIT: 300, SPD: 24, LUK: 1, Attack: 396518, Defense: 86412, Current HP: 960, A Avg: 1054737, D Avg: 86412, [Stun Knuckle(106)[230, 230, 230], Goblin Hand(250)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 484: HP: 960, STR: 312694, VIT: 300, SPD: 24, LUK: 1, Attack: 396518, Defense: 86412, Current HP: 960, A Avg: 1054737, D Avg: 86412, [Stun Knuckle(106)[230, 230, 230], Goblin Hand(250)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 483: HP: 418, STR: 312413, VIT: 123, SPD: 25, LUK: 1, Attack: 396536, Defense: 84148, Current HP: 418, A Avg: 1054785, D Avg: 84148, [Pinpoint(112)[230, 230, 230], Conductive Barrier(208)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 482: HP: 418, STR: 312413, VIT: 123, SPD: 25, LUK: 1, Attack: 396536, Defense: 84148, Current HP: 418, A Avg: 1054785, D Avg: 84148, [Pinpoint(112)[230, 230, 230], Conductive Barrier(208)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 481: HP: 646, STR: 312432, VIT: 156, SPD: 24, LUK: 1, Attack: 396555, Defense: 84396, Current HP: 646, A Avg: 1054836, D Avg: 84396, [Pinpoint(112)[230, 230, 230], Dragon's Wings(216)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 480: HP: 646, STR: 312432, VIT: 156, SPD: 24, LUK: 1, Attack: 396555, Defense: 84396, Current HP: 646, A Avg: 1054836, D Avg: 84396, [Pinpoint(112)[230, 230, 230], Dragon's Wings(216)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 479: HP: 657, STR: 312460, VIT: 209, SPD: 24, LUK: 1, Attack: 396570, Defense: 84137, Current HP: 657, A Avg: 1054876, D Avg: 84137, [Dragon Killer(139)[230, 230, 230], Tower Shield(213)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 478: HP: 657, STR: 312460, VIT: 209, SPD: 24, LUK: 1, Attack: 396570, Defense: 84137, Current HP: 657, A Avg: 1054876, D Avg: 84137, [Dragon Killer(139)[230, 230, 230], Tower Shield(213)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 477: HP: 616, STR: 312464, VIT: 211, SPD: 24, LUK: 1, Attack: 396587, Defense: 85829, Current HP: 616, A Avg: 1054921, D Avg: 85829, [Pinpoint(112)[230, 230, 230], Mask of the Grim Reaper(214)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 476: HP: 616, STR: 312464, VIT: 211, SPD: 24, LUK: 1, Attack: 396587, Defense: 85829, Current HP: 616, A Avg: 1054921, D Avg: 85829, [Pinpoint(112)[230, 230, 230], Mask of the Grim Reaper(214)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 475: HP: 524, STR: 312468, VIT: 343, SPD: 24, LUK: 1, Attack: 396591, Defense: 85181, Current HP: 524, A Avg: 1054932, D Avg: 85181, [Pinpoint(112)[230, 230, 230], Bulletproof Shield(235)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 474: HP: 524, STR: 312468, VIT: 343, SPD: 24, LUK: 1, Attack: 396591, Defense: 85181, Current HP: 524, A Avg: 1054932, D Avg: 85181, [Pinpoint(112)[230, 230, 230], Bulletproof Shield(235)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 473: HP: 646, STR: 312507, VIT: 180, SPD: 24, LUK: 1, Attack: 396630, Defense: 85044, Current HP: 646, A Avg: 1055035, D Avg: 85044, [Pinpoint(112)[230, 230, 230], Dragon's Head(217)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 472: HP: 570, STR: 312507, VIT: 198, SPD: 25, LUK: 1, Attack: 396630, Defense: 84620, Current HP: 570, A Avg: 1055035, D Avg: 84620, [Pinpoint(112)[230, 230, 230], Superconducting Barrier(220)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 471: HP: 646, STR: 312507, VIT: 180, SPD: 24, LUK: 1, Attack: 396630, Defense: 85044, Current HP: 646, A Avg: 1055035, D Avg: 85044, [Pinpoint(112)[230, 230, 230], Dragon's Head(217)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 470: HP: 570, STR: 312507, VIT: 198, SPD: 25, LUK: 1, Attack: 396630, Defense: 84620, Current HP: 570, A Avg: 1055035, D Avg: 84620, [Pinpoint(112)[230, 230, 230], Superconducting Barrier(220)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 469: HP: 646, STR: 312526, VIT: 367, SPD: 24, LUK: 1, Attack: 396649, Defense: 87168, Current HP: 646, A Avg: 1055086, D Avg: 87168, [Pinpoint(112)[230, 230, 230], Riot(236)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 468: HP: 646, STR: 312526, VIT: 367, SPD: 24, LUK: 1, Attack: 396649, Defense: 87168, Current HP: 646, A Avg: 1055086, D Avg: 87168, [Pinpoint(112)[230, 230, 230], Riot(236)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 467: HP: 720, STR: 312390, VIT: 550, SPD: 24, LUK: 1, Attack: 396708, Defense: 87338, Current HP: 720, A Avg: 1055243, D Avg: 87338, [Ruby Knuckle(151)[230, 230, 230], Energy Shield(227)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 466: HP: 720, STR: 312390, VIT: 550, SPD: 24, LUK: 1, Attack: 396708, Defense: 87338, Current HP: 720, A Avg: 1055243, D Avg: 87338, [Ruby Knuckle(151)[230, 230, 230], Energy Shield(227)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 465: HP: 456, STR: 312666, VIT: 252, SPD: 24, LUK: 1, Attack: 396789, Defense: 84843, Current HP: 456, A Avg: 1055458, D Avg: 84843, [Pinpoint(112)[230, 230, 230], Black Hole(229)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 464: HP: 589, STR: 312666, VIT: 275, SPD: 24, LUK: 1, Attack: 396789, Defense: 87193, Current HP: 589, A Avg: 1055458, D Avg: 87193, [Pinpoint(112)[230, 230, 230], White Hole(230)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 463: HP: 456, STR: 312666, VIT: 252, SPD: 24, LUK: 1, Attack: 396789, Defense: 84843, Current HP: 456, A Avg: 1055458, D Avg: 84843, [Pinpoint(112)[230, 230, 230], Black Hole(229)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 462: HP: 589, STR: 312666, VIT: 275, SPD: 24, LUK: 1, Attack: 396789, Defense: 87193, Current HP: 589, A Avg: 1055458, D Avg: 87193, [Pinpoint(112)[230, 230, 230], White Hole(230)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 461: HP: 1020, STR: 312409, VIT: 532, SPD: 24, LUK: 1, Attack: 396922, Defense: 87567, Current HP: 1020, A Avg: 1055812, D Avg: 87567, [Maximum Iron Mass(123)[230, 230, 230], Warrior's Shield(249)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 460: HP: 1020, STR: 312409, VIT: 532, SPD: 24, LUK: 1, Attack: 396922, Defense: 87567, Current HP: 1020, A Avg: 1055812, D Avg: 87567, [Maximum Iron Mass(123)[230, 230, 230], Warrior's Shield(249)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 459: HP: 960, STR: 312807, VIT: 300, SPD: 24, LUK: 1, Attack: 396930, Defense: 86412, Current HP: 960, A Avg: 1055833, D Avg: 86412, [Pinpoint(112)[230, 230, 230], Goblin Hand(250)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 458: HP: 960, STR: 312807, VIT: 300, SPD: 24, LUK: 1, Attack: 396930, Defense: 86412, Current HP: 960, A Avg: 1055833, D Avg: 86412, [Pinpoint(112)[230, 230, 230], Goblin Hand(250)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 457: HP: 798, STR: 312846, VIT: 448, SPD: 24, LUK: 1, Attack: 396969, Defense: 85442, Current HP: 798, A Avg: 1055937, D Avg: 85442, [Pinpoint(112)[230, 230, 230], Metalization(228)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 456: HP: 798, STR: 312846, VIT: 448, SPD: 24, LUK: 1, Attack: 396969, Defense: 85442, Current HP: 798, A Avg: 1055937, D Avg: 85442, [Pinpoint(112)[230, 230, 230], Metalization(228)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 455: HP: 2204, STR: 312464, VIT: 329, SPD: 24, LUK: 1, Attack: 397172, Defense: 86246, Current HP: 2204, A Avg: 1056477, D Avg: 86246, [Thin Blade(158)[230, 230, 230], Frying Pan(231)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 454: HP: 740, STR: 312577, VIT: 595, SPD: 24, LUK: 1, Attack: 397227, Defense: 87383, Current HP: 740, A Avg: 1056623, D Avg: 87383, [Diamond Knuckle(152)[230, 230, 230], Energy Shield(227)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 453: HP: 740, STR: 312577, VIT: 595, SPD: 24, LUK: 1, Attack: 397227, Defense: 87383, Current HP: 740, A Avg: 1056623, D Avg: 87383, [Diamond Knuckle(152)[230, 230, 230], Energy Shield(227)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 452: HP: 513, STR: 312811, VIT: 295, SPD: 24, LUK: 1, Attack: 397467, Defense: 85263, Current HP: 513, A Avg: 1057262, D Avg: 85263, [Penetra(161)[230, 230, 230], Huge Shield(234)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 451: HP: 798, STR: 312678, VIT: 448, SPD: 24, LUK: 1, Attack: 397519, Defense: 85442, Current HP: 798, A Avg: 1057400, D Avg: 85442, [Grand Slam(163)[230, 230, 230], Metalization(228)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 450: HP: 798, STR: 312678, VIT: 448, SPD: 24, LUK: 1, Attack: 397519, Defense: 85442, Current HP: 798, A Avg: 1057400, D Avg: 85442, [Grand Slam(163)[230, 230, 230], Metalization(228)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 449: HP: 418, STR: 313501, VIT: 70, SPD: 25, LUK: 1, Attack: 397624, Defense: 84206, Current HP: 418, A Avg: 1057679, D Avg: 84206, [Pinpoint(112)[230, 230, 230], Magnum(237)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 448: HP: 418, STR: 313501, VIT: 70, SPD: 25, LUK: 1, Attack: 397624, Defense: 84206, Current HP: 418, A Avg: 1057679, D Avg: 84206, [Pinpoint(112)[230, 230, 230], Magnum(237)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 447: HP: 1824, STR: 312904, VIT: 200, SPD: 24, LUK: 1, Attack: 397742, Defense: 86117, Current HP: 1824, A Avg: 1057993, D Avg: 86117, [Willow Blade(157)[230, 230, 230], Frying Pan(231)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 446: HP: 722, STR: 312538, VIT: 266, SPD: 24, LUK: 1, Attack: 397870, Defense: 84194, Current HP: 722, A Avg: 1058334, D Avg: 84194, [Tower(149)[230, 230, 230], Tower Shield(213)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 445: HP: 722, STR: 312538, VIT: 266, SPD: 24, LUK: 1, Attack: 397870, Defense: 84194, Current HP: 722, A Avg: 1058334, D Avg: 84194, [Tower(149)[230, 230, 230], Tower Shield(213)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 444: HP: 418, STR: 313946, VIT: 70, SPD: 25, LUK: 1, Attack: 398069, Defense: 84414, Current HP: 418, A Avg: 1058863, D Avg: 84414, [Pinpoint(112)[230, 230, 230], V Magnum(238)[230, 230, 66], The Third Eye(322)[67, 68, 807]]
Rank 443: HP: 418, STR: 313946, VIT: 70, SPD: 25, LUK: 1, Attack: 398069, Defense: 84414, Current HP: 418, A Avg: 1058863, D Avg: 84414, [Pinpoint(112)[230, 230, 230], V Magnum(238)[230, 230, 67], The Third Eye(322)[68, 803, 807]]
Rank 442: HP: 340, STR: 312826, VIT: 502, SPD: 24, LUK: 1, Attack: 398470, Defense: 84225, Current HP: 340, A Avg: 1059930, D Avg: 84225, [Portal Sword(176)[230, 230, 230], Pot Lid(201)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 441: HP: 340, STR: 312826, VIT: 502, SPD: 24, LUK: 1, Attack: 398470, Defense: 84235, Current HP: 340, A Avg: 1059930, D Avg: 84235, [Portal Sword(176)[230, 230, 230], High Pot Lid(202)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 440: HP: 323, STR: 312826, VIT: 542, SPD: 24, LUK: 1, Attack: 398470, Defense: 84411, Current HP: 323, A Avg: 1059930, D Avg: 84411, [Portal Sword(176)[230, 230, 230], Wooden Shield(203)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 439: HP: 323, STR: 312826, VIT: 547, SPD: 24, LUK: 1, Attack: 398470, Defense: 84351, Current HP: 323, A Avg: 1059930, D Avg: 84351, [Portal Sword(176)[230, 230, 230], Iron Shield(204)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 438: HP: 323, STR: 312826, VIT: 557, SPD: 24, LUK: 1, Attack: 398470, Defense: 84420, Current HP: 323, A Avg: 1059930, D Avg: 84420, [Portal Sword(176)[230, 230, 230], Titanium Shield(205)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 437: HP: 323, STR: 312826, VIT: 574, SPD: 24, LUK: 1, Attack: 398470, Defense: 84463, Current HP: 323, A Avg: 1059930, D Avg: 84463, [Portal Sword(176)[230, 230, 230], Large iron Shield(206)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 436: HP: 340, STR: 312826, VIT: 555, SPD: 24, LUK: 1, Attack: 398470, Defense: 84431, Current HP: 340, A Avg: 1059930, D Avg: 84431, [Portal Sword(176)[230, 230, 230], Magic Shield(207)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 435: HP: 475, STR: 312826, VIT: 605, SPD: 24, LUK: 1, Attack: 398470, Defense: 84442, Current HP: 475, A Avg: 1059930, D Avg: 84442, [Portal Sword(176)[230, 230, 230], Emerald Shield(209)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 434: HP: 400, STR: 312826, VIT: 532, SPD: 24, LUK: 1, Attack: 398470, Defense: 84304, Current HP: 400, A Avg: 1059930, D Avg: 84304, [Portal Sword(176)[230, 230, 230], Clear Shield(211)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 433: HP: 440, STR: 312826, VIT: 555, SPD: 24, LUK: 1, Attack: 398470, Defense: 84574, Current HP: 440, A Avg: 1059930, D Avg: 84574, [Portal Sword(176)[230, 230, 230], Prism Shield(212)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 432: HP: 399, STR: 312826, VIT: 566, SPD: 24, LUK: 1, Attack: 398470, Defense: 84494, Current HP: 399, A Avg: 1059930, D Avg: 84494, [Portal Sword(176)[230, 230, 230], Tower Shield(213)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 431: HP: 636, STR: 312826, VIT: 630, SPD: 24, LUK: 1, Attack: 398470, Defense: 85192, Current HP: 636, A Avg: 1059930, D Avg: 85192, [Portal Sword(176)[230, 230, 230], Slime Shield(221)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 430: HP: 573, STR: 312826, VIT: 557, SPD: 24, LUK: 1, Attack: 398470, Defense: 84485, Current HP: 573, A Avg: 1059930, D Avg: 84485, [Portal Sword(176)[230, 230, 230], Hardwood Shield(223)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 429: HP: 340, STR: 312826, VIT: 899, SPD: 24, LUK: 1, Attack: 398470, Defense: 87687, Current HP: 340, A Avg: 1059930, D Avg: 87687, [Portal Sword(176)[230, 230, 230], Energy Shield(227)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 428: HP: 1672, STR: 312826, VIT: 533, SPD: 24, LUK: 1, Attack: 398470, Defense: 86450, Current HP: 1672, A Avg: 1059930, D Avg: 86450, [Portal Sword(176)[230, 230, 230], Frying Pan(231)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 427: HP: 804, STR: 312826, VIT: 668, SPD: 24, LUK: 1, Attack: 398470, Defense: 85402, Current HP: 804, A Avg: 1059930, D Avg: 85402, [Portal Sword(176)[230, 230, 230], Slafield(232)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 426: HP: 620, STR: 312826, VIT: 630, SPD: 24, LUK: 1, Attack: 398470, Defense: 86105, Current HP: 620, A Avg: 1059930, D Avg: 86105, [Portal Sword(176)[230, 230, 230], Mist Shield(233)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 425: HP: 513, STR: 312826, VIT: 771, SPD: 24, LUK: 1, Attack: 398470, Defense: 85739, Current HP: 513, A Avg: 1059930, D Avg: 85739, [Portal Sword(176)[230, 230, 230], Huge Shield(234)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 424: HP: 437, STR: 312826, VIT: 838, SPD: 24, LUK: 1, Attack: 398470, Defense: 87678, Current HP: 437, A Avg: 1059930, D Avg: 87678, [Portal Sword(176)[230, 230, 230], Aurora Shield(240)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 423: HP: 760, STR: 312826, VIT: 704, SPD: 24, LUK: 1, Attack: 398470, Defense: 88129, Current HP: 760, A Avg: 1059930, D Avg: 88129, [Portal Sword(176)[230, 230, 230], Cloud Shield(241)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 422: HP: 323, STR: 312826, VIT: 502, SPD: 24, LUK: 1, Attack: 398470, Defense: 87291, Current HP: 323, A Avg: 1059930, D Avg: 87291, [Portal Sword(176)[230, 230, 230], Graffiti(243)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
Rank 421: HP: 323, STR: 312826, VIT: 950, SPD: 24, LUK: 1, Attack: 398470, Defense: 90728, Current HP: 323, A Avg: 1059930, D Avg: 90728, [Portal Sword(176)[230, 230, 230], Blank Shield(244)[230, 230, 67], Petit Magic Circle(308)[68, 803, 807]]
