Rank 1000: HP: 95, STR: 30, VIT: 21, SPD: 1, LUK: 1, Attack: 148945, Defense: 83949, Current HP: 95, A Avg: 1240711, D Avg: 117528, [Sword of Evil[189, 0, 0, 0], Hardwood Shield[223, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 508: HP: 200, STR: 92, VIT: 62, SPD: 1, LUK: 1, Attack: 149038, Defense: 85537, Current HP: 200, A Avg: 1241486, D Avg: 119751, [Sword of Evil[189, 0, 0, 0], Mist Shield[233, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 507: HP: 300, STR: 92, VIT: 83, SPD: 1, LUK: 1, Attack: 149038, Defense: 85558, Current HP: 300, A Avg: 1241486, D Avg: 119781, [Sword of Evil[189, 0, 0, 0], Mist Shield[233, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 506: HP: 300, STR: 92, VIT: 83, SPD: 1, LUK: 1, Attack: 149038, Defense: 85558, Current HP: 300, A Avg: 1241486, D Avg: 119781, [Sword of Evil[189, 0, 0, 0], Mist Shield[233, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 505: HP: 247, STR: 92, VIT: 43, SPD: 1, LUK: 1, Attack: 149038, Defense: 85011, Current HP: 247, A Avg: 1241486, D Avg: 119015, [Sword of Evil[189, 0, 0, 0], Huge Shield[234, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 504: HP: 342, STR: 92, VIT: 65, SPD: 1, LUK: 1, Attack: 149038, Defense: 85033, Current HP: 342, A Avg: 1241486, D Avg: 119046, [Sword of Evil[189, 0, 0, 0], Huge Shield[234, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 503: HP: 342, STR: 92, VIT: 65, SPD: 1, LUK: 1, Attack: 149038, Defense: 85033, Current HP: 342, A Avg: 1241486, D Avg: 119046, [Sword of Evil[189, 0, 0, 0], Huge Shield[234, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 502: HP: 171, STR: 92, VIT: 186, SPD: 1, LUK: 1, Attack: 149038, Defense: 87026, Current HP: 171, A Avg: 1241486, D Avg: 121836, [Sword of Evil[189, 0, 0, 0], Aurora Shield[240, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 501: HP: 266, STR: 92, VIT: 207, SPD: 1, LUK: 1, Attack: 149038, Defense: 87047, Current HP: 266, A Avg: 1241486, D Avg: 121865, [Sword of Evil[189, 0, 0, 0], Aurora Shield[240, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 500: HP: 266, STR: 92, VIT: 207, SPD: 1, LUK: 1, Attack: 149038, Defense: 87047, Current HP: 266, A Avg: 1241486, D Avg: 121865, [Sword of Evil[189, 0, 0, 0], Aurora Shield[240, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 499: HP: 60, STR: 92, VIT: 41, SPD: 1, LUK: 1, Attack: 149038, Defense: 87466, Current HP: 60, A Avg: 1241486, D Avg: 122452, [Sword of Evil[189, 0, 0, 0], Cloud Shield[241, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 498: HP: 160, STR: 92, VIT: 62, SPD: 1, LUK: 1, Attack: 149038, Defense: 87487, Current HP: 160, A Avg: 1241486, D Avg: 122481, [Sword of Evil[189, 0, 0, 0], Cloud Shield[241, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 497: HP: 160, STR: 92, VIT: 62, SPD: 1, LUK: 1, Attack: 149038, Defense: 87487, Current HP: 160, A Avg: 1241486, D Avg: 122481, [Sword of Evil[189, 0, 0, 0], Cloud Shield[241, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 496: HP: 57, STR: 92, VIT: 41, SPD: 1, LUK: 1, Attack: 149038, Defense: 86830, Current HP: 57, A Avg: 1241486, D Avg: 121561, [Sword of Evil[189, 0, 0, 0], Graffiti[243, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 495: HP: 152, STR: 92, VIT: 62, SPD: 1, LUK: 1, Attack: 149038, Defense: 86851, Current HP: 152, A Avg: 1241486, D Avg: 121591, [Sword of Evil[189, 0, 0, 0], Graffiti[243, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 494: HP: 152, STR: 92, VIT: 62, SPD: 1, LUK: 1, Attack: 149038, Defense: 86851, Current HP: 152, A Avg: 1241486, D Avg: 121591, [Sword of Evil[189, 0, 0, 0], Graffiti[243, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 493: HP: 57, STR: 92, VIT: 41, SPD: 1, LUK: 1, Attack: 149038, Defense: 89819, Current HP: 57, A Avg: 1241486, D Avg: 125746, [Sword of Evil[189, 0, 0, 0], Blank Shield[244, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 492: HP: 152, STR: 92, VIT: 62, SPD: 1, LUK: 1, Attack: 149038, Defense: 89840, Current HP: 152, A Avg: 1241486, D Avg: 125775, [Sword of Evil[189, 0, 0, 0], Blank Shield[244, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 491: HP: 152, STR: 92, VIT: 62, SPD: 1, LUK: 1, Attack: 149038, Defense: 89840, Current HP: 152, A Avg: 1241486, D Avg: 125775, [Sword of Evil[189, 0, 0, 0], Blank Shield[244, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 490: HP: 532, STR: 92, VIT: 261, SPD: 1, LUK: 1, Attack: 149038, Defense: 87049, Current HP: 532, A Avg: 1241486, D Avg: 121868, [Sword of Evil[189, 0, 0, 0], Golem Shield[245, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 489: HP: 627, STR: 92, VIT: 282, SPD: 1, LUK: 1, Attack: 149038, Defense: 87070, Current HP: 627, A Avg: 1241486, D Avg: 121897, [Sword of Evil[189, 0, 0, 0], Golem Shield[245, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 488: HP: 627, STR: 92, VIT: 282, SPD: 1, LUK: 1, Attack: 149038, Defense: 87070, Current HP: 627, A Avg: 1241486, D Avg: 121897, [Sword of Evil[189, 0, 0, 0], Golem Shield[245, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 487: HP: 342, STR: 92, VIT: 62, SPD: 1, LUK: 1, Attack: 149038, Defense: 85940, Current HP: 342, A Avg: 1241486, D Avg: 120315, [Sword of Evil[189, 0, 0, 0], Sticky thread shield[247, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 486: HP: 437, STR: 92, VIT: 83, SPD: 1, LUK: 1, Attack: 149038, Defense: 85961, Current HP: 437, A Avg: 1241486, D Avg: 120345, [Sword of Evil[189, 0, 0, 0], Sticky thread shield[247, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 485: HP: 437, STR: 92, VIT: 83, SPD: 1, LUK: 1, Attack: 149038, Defense: 85961, Current HP: 437, A Avg: 1241486, D Avg: 120345, [Sword of Evil[189, 0, 0, 0], Sticky thread shield[247, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 484: HP: 285, STR: 92, VIT: 152, SPD: 1, LUK: 1, Attack: 149038, Defense: 86368, Current HP: 285, A Avg: 1241486, D Avg: 120915, [Sword of Evil[189, 0, 0, 0], King Shield[248, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 483: HP: 380, STR: 92, VIT: 174, SPD: 1, LUK: 1, Attack: 149038, Defense: 86390, Current HP: 380, A Avg: 1241486, D Avg: 120945, [Sword of Evil[189, 0, 0, 0], King Shield[248, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 482: HP: 380, STR: 92, VIT: 174, SPD: 1, LUK: 1, Attack: 149038, Defense: 86390, Current HP: 380, A Avg: 1241486, D Avg: 120945, [Sword of Evil[189, 0, 0, 0], King Shield[248, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 481: HP: 460, STR: 92, VIT: 456, SPD: 1, LUK: 1, Attack: 149038, Defense: 87491, Current HP: 460, A Avg: 1241486, D Avg: 122487, [Sword of Evil[189, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 480: HP: 560, STR: 92, VIT: 477, SPD: 1, LUK: 1, Attack: 149038, Defense: 87512, Current HP: 560, A Avg: 1241486, D Avg: 122516, [Sword of Evil[189, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 479: HP: 560, STR: 92, VIT: 477, SPD: 1, LUK: 1, Attack: 149038, Defense: 87512, Current HP: 560, A Avg: 1241486, D Avg: 122516, [Sword of Evil[189, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 478: HP: 127, STR: 94, VIT: 41, SPD: 1, LUK: 1, Attack: 149041, Defense: 84066, Current HP: 127, A Avg: 1241511, D Avg: 117692, [Sword of Evil[189, 0, 0, 0], Conductive Barrier[208, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 477: HP: 198, STR: 94, VIT: 31, SPD: 1, LUK: 2, Attack: 149041, Defense: 84056, Current HP: 198, A Avg: 1241511, D Avg: 117678, [Sword of Evil[189, 0, 0, 0], Conductive Barrier[208, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 476: HP: 57, STR: 94, VIT: 31, SPD: 1, LUK: 2, Attack: 149041, Defense: 84056, Current HP: 57, A Avg: 1241511, D Avg: 117678, [Sword of Evil[189, 0, 0, 0], Conductive Barrier[208, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 475: HP: 127, STR: 94, VIT: 163, SPD: 1, LUK: 1, Attack: 149041, Defense: 85001, Current HP: 127, A Avg: 1241511, D Avg: 119001, [Sword of Evil[189, 0, 0, 0], Bulletproof Shield[235, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 474: HP: 198, STR: 94, VIT: 152, SPD: 1, LUK: 2, Attack: 149041, Defense: 84990, Current HP: 198, A Avg: 1241511, D Avg: 118985, [Sword of Evil[189, 0, 0, 0], Bulletproof Shield[235, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 473: HP: 57, STR: 94, VIT: 152, SPD: 1, LUK: 2, Attack: 149041, Defense: 84990, Current HP: 57, A Avg: 1241511, D Avg: 118985, [Sword of Evil[189, 0, 0, 0], Bulletproof Shield[235, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 472: HP: 76, STR: 96, VIT: 51, SPD: 1, LUK: 1, Attack: 149044, Defense: 84057, Current HP: 76, A Avg: 1241536, D Avg: 117679, [Sword of Evil[189, 0, 0, 0], Wings of Beast[210, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 471: HP: 171, STR: 96, VIT: 72, SPD: 1, LUK: 1, Attack: 149044, Defense: 84078, Current HP: 171, A Avg: 1241536, D Avg: 117709, [Sword of Evil[189, 0, 0, 0], Wings of Beast[210, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 470: HP: 171, STR: 96, VIT: 72, SPD: 1, LUK: 1, Attack: 149044, Defense: 84078, Current HP: 171, A Avg: 1241536, D Avg: 117709, [Sword of Evil[189, 0, 0, 0], Wings of Beast[210, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 469: HP: 287, STR: 96, VIT: 163, SPD: 1, LUK: 1, Attack: 149044, Defense: 86964, Current HP: 287, A Avg: 1241536, D Avg: 121749, [Sword of Evil[189, 0, 0, 0], Riot[236, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 468: HP: 308, STR: 96, VIT: 152, SPD: 1, LUK: 2, Attack: 149044, Defense: 86953, Current HP: 308, A Avg: 1241536, D Avg: 121734, [Sword of Evil[189, 0, 0, 0], Riot[236, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 467: HP: 152, STR: 96, VIT: 152, SPD: 1, LUK: 2, Attack: 149044, Defense: 86953, Current HP: 152, A Avg: 1241536, D Avg: 121734, [Sword of Evil[189, 0, 0, 0], Riot[236, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 466: HP: 57, STR: 96, VIT: 41, SPD: 1, LUK: 1, Attack: 149044, Defense: 85711, Current HP: 57, A Avg: 1241536, D Avg: 119995, [Sword of Evil[189, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 465: HP: 152, STR: 96, VIT: 62, SPD: 1, LUK: 1, Attack: 149044, Defense: 85732, Current HP: 152, A Avg: 1241536, D Avg: 120024, [Sword of Evil[189, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 464: HP: 152, STR: 96, VIT: 62, SPD: 1, LUK: 1, Attack: 149044, Defense: 85732, Current HP: 152, A Avg: 1241536, D Avg: 120024, [Sword of Evil[189, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 463: HP: 76, STR: 99, VIT: 46, SPD: 1, LUK: 1, Attack: 149048, Defense: 83909, Current HP: 76, A Avg: 1241569, D Avg: 117472, [Sword of Evil[189, 0, 0, 0], Small Sword[218, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 462: HP: 76, STR: 99, VIT: 76, SPD: 1, LUK: 1, Attack: 149048, Defense: 83939, Current HP: 76, A Avg: 1241569, D Avg: 117514, [Sword of Evil[189, 0, 0, 0], Small Sword[218, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 461: HP: 261, STR: 99, VIT: 62, SPD: 1, LUK: 1, Attack: 149048, Defense: 83925, Current HP: 261, A Avg: 1241569, D Avg: 117494, [Sword of Evil[189, 0, 0, 0], Small Sword[218, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 460: HP: 114, STR: 99, VIT: 46, SPD: 1, LUK: 1, Attack: 149048, Defense: 83935, Current HP: 114, A Avg: 1241569, D Avg: 117508, [Sword of Evil[189, 0, 0, 0], Small Lion[219, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 459: HP: 114, STR: 99, VIT: 76, SPD: 1, LUK: 1, Attack: 149048, Defense: 83965, Current HP: 114, A Avg: 1241569, D Avg: 117550, [Sword of Evil[189, 0, 0, 0], Small Lion[219, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 458: HP: 319, STR: 99, VIT: 62, SPD: 1, LUK: 1, Attack: 149048, Defense: 83951, Current HP: 319, A Avg: 1241569, D Avg: 117531, [Sword of Evil[189, 0, 0, 0], Small Lion[219, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 457: HP: 133, STR: 100, VIT: 72, SPD: 2, LUK: 1, Attack: 149050, Defense: 83935, Current HP: 133, A Avg: 1241586, D Avg: 117508, [Sword of Evil[189, 0, 0, 0], Small Sword[218, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 456: HP: 171, STR: 100, VIT: 72, SPD: 2, LUK: 1, Attack: 149050, Defense: 83961, Current HP: 171, A Avg: 1241586, D Avg: 117545, [Sword of Evil[189, 0, 0, 0], Small Lion[219, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 455: HP: 255, STR: 104, VIT: 43, SPD: 1, LUK: 1, Attack: 149056, Defense: 83984, Current HP: 255, A Avg: 1241636, D Avg: 117577, [Sword of Evil[189, 0, 0, 0], Dragon's Scales[215, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 454: HP: 286, STR: 104, VIT: 32, SPD: 1, LUK: 2, Attack: 149056, Defense: 83973, Current HP: 286, A Avg: 1241636, D Avg: 117562, [Sword of Evil[189, 0, 0, 0], Dragon's Scales[215, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 453: HP: 133, STR: 104, VIT: 32, SPD: 1, LUK: 2, Attack: 149056, Defense: 83973, Current HP: 133, A Avg: 1241636, D Avg: 117562, [Sword of Evil[189, 0, 0, 0], Dragon's Scales[215, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 452: HP: 287, STR: 104, VIT: 45, SPD: 1, LUK: 1, Attack: 149056, Defense: 84285, Current HP: 287, A Avg: 1241636, D Avg: 117998, [Sword of Evil[189, 0, 0, 0], Dragon's Wings[216, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 451: HP: 308, STR: 104, VIT: 34, SPD: 1, LUK: 2, Attack: 149056, Defense: 84274, Current HP: 308, A Avg: 1241636, D Avg: 117983, [Sword of Evil[189, 0, 0, 0], Dragon's Wings[216, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 450: HP: 152, STR: 104, VIT: 34, SPD: 1, LUK: 2, Attack: 149056, Defense: 84274, Current HP: 152, A Avg: 1241636, D Avg: 117983, [Sword of Evil[189, 0, 0, 0], Dragon's Wings[216, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 449: HP: 68, STR: 105, VIT: 49, SPD: 1, LUK: 1, Attack: 149057, Defense: 85667, Current HP: 68, A Avg: 1241644, D Avg: 119933, [Sword of Evil[189, 0, 0, 0], Mask of the Grim Reaper[214, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 448: HP: 168, STR: 105, VIT: 70, SPD: 1, LUK: 1, Attack: 149057, Defense: 85688, Current HP: 168, A Avg: 1241644, D Avg: 119963, [Sword of Evil[189, 0, 0, 0], Mask of the Grim Reaper[214, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 447: HP: 168, STR: 105, VIT: 70, SPD: 1, LUK: 1, Attack: 149057, Defense: 85688, Current HP: 168, A Avg: 1241644, D Avg: 119963, [Sword of Evil[189, 0, 0, 0], Mask of the Grim Reaper[214, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 446: HP: 57, STR: 108, VIT: 51, SPD: 1, LUK: 1, Attack: 149062, Defense: 84076, Current HP: 57, A Avg: 1241686, D Avg: 117706, [Sword of Evil[189, 0, 0, 0], Conductive Barrier[208, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 445: HP: 152, STR: 108, VIT: 72, SPD: 1, LUK: 1, Attack: 149062, Defense: 84097, Current HP: 152, A Avg: 1241686, D Avg: 117735, [Sword of Evil[189, 0, 0, 0], Conductive Barrier[208, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 444: HP: 152, STR: 108, VIT: 72, SPD: 1, LUK: 1, Attack: 149062, Defense: 84097, Current HP: 152, A Avg: 1241686, D Avg: 117735, [Sword of Evil[189, 0, 0, 0], Conductive Barrier[208, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 443: HP: 57, STR: 108, VIT: 174, SPD: 1, LUK: 1, Attack: 149062, Defense: 85012, Current HP: 57, A Avg: 1241686, D Avg: 119016, [Sword of Evil[189, 0, 0, 0], Bulletproof Shield[235, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 442: HP: 152, STR: 108, VIT: 195, SPD: 1, LUK: 1, Attack: 149062, Defense: 85033, Current HP: 152, A Avg: 1241686, D Avg: 119046, [Sword of Evil[189, 0, 0, 0], Bulletproof Shield[235, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 441: HP: 152, STR: 108, VIT: 195, SPD: 1, LUK: 1, Attack: 149062, Defense: 85033, Current HP: 152, A Avg: 1241686, D Avg: 119046, [Sword of Evil[189, 0, 0, 0], Bulletproof Shield[235, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 440: HP: 95, STR: 110, VIT: 51, SPD: 1, LUK: 2, Attack: 149065, Defense: 83914, Current HP: 95, A Avg: 1241711, D Avg: 117479, [Sword of Evil[189, 0, 0, 0], Small Sword[218, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 439: HP: 198, STR: 110, VIT: 76, SPD: 1, LUK: 1, Attack: 149065, Defense: 83939, Current HP: 198, A Avg: 1241711, D Avg: 117514, [Sword of Evil[189, 0, 0, 0], Small Sword[218, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 438: HP: 133, STR: 110, VIT: 51, SPD: 1, LUK: 2, Attack: 149065, Defense: 83940, Current HP: 133, A Avg: 1241711, D Avg: 117515, [Sword of Evil[189, 0, 0, 0], Small Lion[219, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 437: HP: 242, STR: 110, VIT: 76, SPD: 1, LUK: 1, Attack: 149065, Defense: 83965, Current HP: 242, A Avg: 1241711, D Avg: 117550, [Sword of Evil[189, 0, 0, 0], Small Lion[219, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 436: HP: 191, STR: 110, VIT: 41, SPD: 1, LUK: 1, Attack: 149065, Defense: 84541, Current HP: 191, A Avg: 1241711, D Avg: 118357, [Sword of Evil[189, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 435: HP: 242, STR: 110, VIT: 31, SPD: 1, LUK: 2, Attack: 149065, Defense: 84531, Current HP: 242, A Avg: 1241711, D Avg: 118343, [Sword of Evil[189, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 434: HP: 95, STR: 110, VIT: 31, SPD: 1, LUK: 2, Attack: 149065, Defense: 84531, Current HP: 95, A Avg: 1241711, D Avg: 118343, [Sword of Evil[189, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 433: HP: 152, STR: 111, VIT: 174, SPD: 1, LUK: 1, Attack: 149066, Defense: 86975, Current HP: 152, A Avg: 1241719, D Avg: 121764, [Sword of Evil[189, 0, 0, 0], Riot[236, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 432: HP: 247, STR: 111, VIT: 195, SPD: 1, LUK: 1, Attack: 149066, Defense: 86996, Current HP: 247, A Avg: 1241719, D Avg: 121794, [Sword of Evil[189, 0, 0, 0], Riot[236, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 431: HP: 247, STR: 111, VIT: 195, SPD: 1, LUK: 1, Attack: 149066, Defense: 86996, Current HP: 247, A Avg: 1241719, D Avg: 121794, [Sword of Evil[189, 0, 0, 0], Riot[236, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 430: HP: 95, STR: 112, VIT: 51, SPD: 2, LUK: 1, Attack: 149068, Defense: 83914, Current HP: 95, A Avg: 1241736, D Avg: 117479, [Sword of Evil[189, 0, 0, 0], Small Sword[218, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 429: HP: 133, STR: 112, VIT: 51, SPD: 2, LUK: 1, Attack: 149068, Defense: 83940, Current HP: 133, A Avg: 1241736, D Avg: 117515, [Sword of Evil[189, 0, 0, 0], Small Lion[219, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 428: HP: 287, STR: 115, VIT: 45, SPD: 1, LUK: 1, Attack: 149072, Defense: 84909, Current HP: 287, A Avg: 1241769, D Avg: 118872, [Sword of Evil[189, 0, 0, 0], Dragon's Head[217, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 427: HP: 308, STR: 115, VIT: 34, SPD: 1, LUK: 2, Attack: 149072, Defense: 84898, Current HP: 308, A Avg: 1241769, D Avg: 118857, [Sword of Evil[189, 0, 0, 0], Dragon's Head[217, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 426: HP: 152, STR: 115, VIT: 34, SPD: 1, LUK: 2, Attack: 149072, Defense: 84898, Current HP: 152, A Avg: 1241769, D Avg: 118857, [Sword of Evil[189, 0, 0, 0], Dragon's Head[217, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 425: HP: 159, STR: 115, VIT: 51, SPD: 1, LUK: 1, Attack: 149072, Defense: 84473, Current HP: 159, A Avg: 1241769, D Avg: 118262, [Sword of Evil[189, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 424: HP: 220, STR: 115, VIT: 41, SPD: 1, LUK: 2, Attack: 149072, Defense: 84463, Current HP: 220, A Avg: 1241769, D Avg: 118248, [Sword of Evil[189, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 423: HP: 76, STR: 115, VIT: 41, SPD: 1, LUK: 2, Attack: 149072, Defense: 84463, Current HP: 76, A Avg: 1241769, D Avg: 118248, [Sword of Evil[189, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 422: HP: 223, STR: 121, VIT: 51, SPD: 1, LUK: 1, Attack: 149081, Defense: 84057, Current HP: 223, A Avg: 1241844, D Avg: 117679, [Sword of Evil[189, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 421: HP: 264, STR: 121, VIT: 41, SPD: 1, LUK: 2, Attack: 149081, Defense: 84047, Current HP: 264, A Avg: 1241844, D Avg: 117665, [Sword of Evil[189, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 420: HP: 114, STR: 121, VIT: 41, SPD: 1, LUK: 2, Attack: 149081, Defense: 84047, Current HP: 114, A Avg: 1241844, D Avg: 117665, [Sword of Evil[189, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 419: HP: 60, STR: 122, VIT: 41, SPD: 1, LUK: 1, Attack: 149083, Defense: 87089, Current HP: 60, A Avg: 1241861, D Avg: 121924, [Sword of Evil[189, 0, 0, 0], Ghost shield[251, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 418: HP: 160, STR: 122, VIT: 62, SPD: 1, LUK: 1, Attack: 149083, Defense: 87110, Current HP: 160, A Avg: 1241861, D Avg: 121953, [Sword of Evil[189, 0, 0, 0], Ghost shield[251, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 417: HP: 160, STR: 122, VIT: 62, SPD: 1, LUK: 1, Attack: 149083, Defense: 87110, Current HP: 160, A Avg: 1241861, D Avg: 121953, [Sword of Evil[189, 0, 0, 0], Ghost shield[251, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 416: HP: 133, STR: 123, VIT: 54, SPD: 1, LUK: 1, Attack: 149084, Defense: 83995, Current HP: 133, A Avg: 1241869, D Avg: 117592, [Sword of Evil[189, 0, 0, 0], Dragon's Scales[215, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 415: HP: 228, STR: 123, VIT: 76, SPD: 1, LUK: 1, Attack: 149084, Defense: 84017, Current HP: 228, A Avg: 1241869, D Avg: 117623, [Sword of Evil[189, 0, 0, 0], Dragon's Scales[215, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 414: HP: 228, STR: 123, VIT: 76, SPD: 1, LUK: 1, Attack: 149084, Defense: 84017, Current HP: 228, A Avg: 1241869, D Avg: 117623, [Sword of Evil[189, 0, 0, 0], Dragon's Scales[215, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 413: HP: 152, STR: 123, VIT: 56, SPD: 1, LUK: 1, Attack: 149084, Defense: 84296, Current HP: 152, A Avg: 1241869, D Avg: 118014, [Sword of Evil[189, 0, 0, 0], Dragon's Wings[216, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 412: HP: 247, STR: 123, VIT: 78, SPD: 1, LUK: 1, Attack: 149084, Defense: 84318, Current HP: 247, A Avg: 1241869, D Avg: 118045, [Sword of Evil[189, 0, 0, 0], Dragon's Wings[216, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
