Rank 1000: HP: 4142, STR: 1046285, VIT: 1661, SPD: 71, LUK: 1, Attack: 1697429, Defense: 87578, Current HP: 4142, A Avg: 14139583, D Avg: 122609, [Impulse[166, 630, 630, 630], Frying Pan[231, 630, 630, 630], Mobius Ring[316, 630, 630, 68]]
Rank 538: HP: 1083, STR: 1051587, VIT: 1025, SPD: 76, LUK: 1, Attack: 1705690, Defense: 85161, Current HP: 1083, A Avg: 14208397, D Avg: 119225, [Zodiac[184, 630, 630, 630], Magnum[237, 630, 630, 630], Ring of power[314, 630, 630, 807]]
Rank 537: HP: 2865, STR: 1052263, VIT: 1871, SPD: 85, LUK: 1, Attack: 1705959, Defense: 85760, Current HP: 2865, A Avg: 14210638, D Avg: 120063, [White Snake[160, 630, 630, 630], Small Lion[219, 630, 630, 630], Black Box[323, 630, 630, 630]]
Rank 536: HP: 2698, STR: 1052385, VIT: 1882, SPD: 85, LUK: 1, Attack: 1706142, Defense: 85888, Current HP: 2698, A Avg: 14212162, D Avg: 120243, [White Snake[160, 630, 630, 630], Small Dragon Sword[224, 630, 630, 630], Black Box[323, 630, 630, 630]]
Rank 535: HP: 2956, STR: 1051814, VIT: 2232, SPD: 85, LUK: 1, Attack: 1706187, Defense: 86732, Current HP: 2956, A Avg: 14212537, D Avg: 121424, [Gladius[162, 630, 630, 630], Hard Wings of Beast[222, 630, 630, 630], Black Box[323, 630, 630, 630]]
Rank 534: HP: 2185, STR: 1053448, VIT: 1309, SPD: 85, LUK: 1, Attack: 1706337, Defense: 85497, Current HP: 2185, A Avg: 14213787, D Avg: 119695, [Serpent[144, 630, 630, 630], Dragon Sword[225, 630, 630, 630], Black Box[323, 630, 630, 630]]
Rank 533: HP: 1121, STR: 1051822, VIT: 5610, SPD: 71, LUK: 1, Attack: 1706550, Defense: 91280, Current HP: 1121, A Avg: 14215561, D Avg: 127791, [God Hand[179, 630, 630, 630], Shield of Thousand[246, 630, 630, 630], Petit Magic Circle[308, 630, 630, 630]]
Rank 532: HP: 1216, STR: 1051822, VIT: 5814, SPD: 71, LUK: 1, Attack: 1706550, Defense: 91484, Current HP: 1216, A Avg: 14215561, D Avg: 128077, [God Hand[179, 630, 630, 630], Shield of Thousand[246, 630, 630, 630], Mobius Ring[316, 630, 630, 630]]
Rank 531: HP: 1083, STR: 1052264, VIT: 1025, SPD: 76, LUK: 1, Attack: 1706706, Defense: 85369, Current HP: 1083, A Avg: 14216860, D Avg: 119516, [Zodiac[184, 630, 630, 630], V Magnum[238, 630, 630, 630], Ring of power[314, 630, 630, 66]]
Rank 530: HP: 1083, STR: 1052264, VIT: 1025, SPD: 76, LUK: 1, Attack: 1706706, Defense: 85369, Current HP: 1083, A Avg: 14216860, D Avg: 119516, [Zodiac[184, 630, 630, 630], V Magnum[238, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 529: HP: 1083, STR: 1052264, VIT: 1025, SPD: 76, LUK: 1, Attack: 1706706, Defense: 85369, Current HP: 1083, A Avg: 14216860, D Avg: 119516, [Zodiac[184, 630, 630, 630], V Magnum[238, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 528: HP: 1083, STR: 1052264, VIT: 1025, SPD: 76, LUK: 1, Attack: 1706706, Defense: 85369, Current HP: 1083, A Avg: 14216860, D Avg: 119516, [Zodiac[184, 630, 630, 630], V Magnum[238, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 527: HP: 1083, STR: 1052264, VIT: 1025, SPD: 76, LUK: 1, Attack: 1706706, Defense: 85369, Current HP: 1083, A Avg: 14216860, D Avg: 119516, [Zodiac[184, 630, 630, 630], V Magnum[238, 630, 630, 630], Ring of power[314, 630, 630, 807]]
Rank 526: HP: 1121, STR: 1051990, VIT: 5693, SPD: 71, LUK: 1, Attack: 1706802, Defense: 91363, Current HP: 1121, A Avg: 14217660, D Avg: 127908, [God Hand[179, 630, 630, 630], Shield of Thousand[246, 630, 630, 630], Oculus Ring[315, 630, 630, 630]]
Rank 525: HP: 1121, STR: 1052158, VIT: 5590, SPD: 71, LUK: 1, Attack: 1707054, Defense: 91260, Current HP: 1121, A Avg: 14219759, D Avg: 127763, [God Hand[179, 630, 630, 630], Shield of Thousand[246, 630, 630, 630], Ring of power[314, 630, 630, 630]]
Rank 524: HP: 1349, STR: 1052293, VIT: 5863, SPD: 71, LUK: 1, Attack: 1707256, Defense: 91533, Current HP: 1349, A Avg: 14221442, D Avg: 128146, [God Hand[179, 630, 630, 630], Shield of Thousand[246, 630, 630, 630], Seal of the High King[319, 630, 630, 630]]
Rank 523: HP: 2166, STR: 1053851, VIT: 1411, SPD: 85, LUK: 1, Attack: 1708014, Defense: 85599, Current HP: 2166, A Avg: 14227756, D Avg: 119838, [Kraken[145, 630, 630, 630], Dragon Sword[225, 630, 630, 630], Black Box[323, 630, 630, 630]]
Rank 522: HP: 2641, STR: 1054599, VIT: 1699, SPD: 85, LUK: 1, Attack: 1708063, Defense: 86927, Current HP: 2641, A Avg: 14228164, D Avg: 121697, [Serpent[144, 630, 630, 630], Wave Motion Sword[226, 630, 630, 630], Black Box[323, 630, 630, 630]]
Rank 521: HP: 2390, STR: 1054011, VIT: 1678, SPD: 85, LUK: 1, Attack: 1708581, Defense: 85866, Current HP: 2390, A Avg: 14232479, D Avg: 120212, [White Snake[160, 630, 630, 630], Dragon Sword[225, 630, 630, 630], Black Box[323, 630, 630, 630]]
Rank 520: HP: 1957, STR: 1053586, VIT: 6503, SPD: 85, LUK: 1, Attack: 1709196, Defense: 92173, Current HP: 1957, A Avg: 14237602, D Avg: 129042, [God Hand[179, 630, 630, 630], Shield of Thousand[246, 630, 630, 630], Black Box[323, 630, 630, 630]]
Rank 519: HP: 2109, STR: 1054181, VIT: 1025, SPD: 76, LUK: 1, Attack: 1709581, Defense: 87813, Current HP: 2109, A Avg: 14240809, D Avg: 122938, [Zodiac[184, 630, 630, 630], C Magnum[239, 630, 630, 630], Ring of power[314, 630, 630, 66]]
Rank 518: HP: 2109, STR: 1054181, VIT: 1025, SPD: 76, LUK: 1, Attack: 1709581, Defense: 87813, Current HP: 2109, A Avg: 14240809, D Avg: 122938, [Zodiac[184, 630, 630, 630], C Magnum[239, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 517: HP: 2109, STR: 1054181, VIT: 1025, SPD: 76, LUK: 1, Attack: 1709581, Defense: 87813, Current HP: 2109, A Avg: 14240809, D Avg: 122938, [Zodiac[184, 630, 630, 630], C Magnum[239, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 516: HP: 2109, STR: 1054181, VIT: 1025, SPD: 76, LUK: 1, Attack: 1709581, Defense: 87813, Current HP: 2109, A Avg: 14240809, D Avg: 122938, [Zodiac[184, 630, 630, 630], C Magnum[239, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 515: HP: 2109, STR: 1054181, VIT: 1025, SPD: 76, LUK: 1, Attack: 1709581, Defense: 87813, Current HP: 2109, A Avg: 14240809, D Avg: 122938, [Zodiac[184, 630, 630, 630], C Magnum[239, 630, 630, 630], Ring of power[314, 630, 630, 807]]
Rank 514: HP: 2622, STR: 1055002, VIT: 1801, SPD: 85, LUK: 1, Attack: 1709740, Defense: 87029, Current HP: 2622, A Avg: 14242134, D Avg: 121840, [Kraken[145, 630, 630, 630], Wave Motion Sword[226, 630, 630, 630], Black Box[323, 630, 630, 630]]
Rank 513: HP: 2846, STR: 1055161, VIT: 2068, SPD: 85, LUK: 1, Attack: 1710306, Defense: 87296, Current HP: 2846, A Avg: 14246848, D Avg: 122214, [White Snake[160, 630, 630, 630], Wave Motion Sword[226, 630, 630, 630], Black Box[323, 630, 630, 630]]
Rank 512: HP: 1349, STR: 1053418, VIT: 522, SPD: 71, LUK: 1, Attack: 1710704, Defense: 85750, Current HP: 1349, A Avg: 14250164, D Avg: 120049, [Tekken[188, 630, 630, 630], Wave Motion Sword[226, 630, 630, 630], Petit Magic Circle[308, 630, 630, 630]]
Rank 511: HP: 1444, STR: 1053418, VIT: 726, SPD: 71, LUK: 1, Attack: 1710704, Defense: 85954, Current HP: 1444, A Avg: 14250164, D Avg: 120335, [Tekken[188, 630, 630, 630], Wave Motion Sword[226, 630, 630, 630], Mobius Ring[316, 630, 630, 630]]
Rank 510: HP: 1349, STR: 1053586, VIT: 605, SPD: 71, LUK: 1, Attack: 1710956, Defense: 85833, Current HP: 1349, A Avg: 14252263, D Avg: 120166, [Tekken[188, 630, 630, 630], Wave Motion Sword[226, 630, 630, 630], Oculus Ring[315, 630, 630, 630]]
Rank 509: HP: 1349, STR: 1053754, VIT: 502, SPD: 71, LUK: 1, Attack: 1711208, Defense: 85730, Current HP: 1349, A Avg: 14254362, D Avg: 120021, [Tekken[188, 630, 630, 630], Wave Motion Sword[226, 630, 630, 630], Ring of power[314, 630, 630, 630]]
Rank 508: HP: 1577, STR: 1053889, VIT: 776, SPD: 71, LUK: 1, Attack: 1711411, Defense: 86004, Current HP: 1577, A Avg: 14256053, D Avg: 120405, [Tekken[188, 630, 630, 630], Wave Motion Sword[226, 630, 630, 630], Seal of the High King[319, 630, 630, 630]]
Rank 507: HP: 2185, STR: 1057959, VIT: 1309, SPD: 85, LUK: 1, Attack: 1713103, Defense: 89137, Current HP: 2185, A Avg: 14270147, D Avg: 124791, [Serpent[144, 630, 630, 630], Black Sword Breath[252, 630, 630, 630], Black Box[323, 630, 630, 630]]
Rank 506: HP: 2185, STR: 1055182, VIT: 1415, SPD: 85, LUK: 1, Attack: 1713350, Defense: 86643, Current HP: 2185, A Avg: 14272205, D Avg: 121300, [Tekken[188, 630, 630, 630], Wave Motion Sword[226, 630, 630, 630], Black Box[323, 630, 630, 630]]
Rank 505: HP: 2166, STR: 1058362, VIT: 1411, SPD: 85, LUK: 1, Attack: 1714780, Defense: 89239, Current HP: 2166, A Avg: 14284117, D Avg: 124934, [Kraken[145, 630, 630, 630], Black Sword Breath[252, 630, 630, 630], Black Box[323, 630, 630, 630]]
Rank 504: HP: 2390, STR: 1058521, VIT: 1678, SPD: 85, LUK: 1, Attack: 1715346, Defense: 89506, Current HP: 2390, A Avg: 14288832, D Avg: 125308, [White Snake[160, 630, 630, 630], Black Sword Breath[252, 630, 630, 630], Black Box[323, 630, 630, 630]]
Rank 503: HP: 1140, STR: 1056829, VIT: 578, SPD: 71, LUK: 1, Attack: 1716735, Defense: 84584, Current HP: 1140, A Avg: 14300402, D Avg: 118417, [Neural Edge[190, 630, 630, 630], Wings of Beast[210, 630, 630, 630], Seal of the High King[319, 630, 630, 630]]
Rank 502: HP: 1121, STR: 1056829, VIT: 4950, SPD: 71, LUK: 1, Attack: 1716735, Defense: 90620, Current HP: 1121, A Avg: 14300402, D Avg: 126867, [Neural Edge[190, 630, 630, 630], Shield of Thousand[246, 630, 630, 630], Seal of the High King[319, 630, 630, 630]]
Rank 501: HP: 1326, STR: 1057056, VIT: 578, SPD: 71, LUK: 1, Attack: 1717076, Defense: 85078, Current HP: 1326, A Avg: 14303243, D Avg: 119109, [Neural Edge[190, 630, 630, 630], Hard Wings of Beast[222, 630, 630, 630], Seal of the High King[319, 630, 630, 630]]
Rank 500: HP: 1691, STR: 1057249, VIT: 2170, SPD: 71, LUK: 1, Attack: 1717365, Defense: 89738, Current HP: 1691, A Avg: 14305650, D Avg: 125633, [Neural Edge[190, 630, 630, 630], Storm Wall[242, 630, 630, 630], Seal of the High King[319, 630, 630, 630]]
Rank 499: HP: 1140, STR: 1057509, VIT: 487, SPD: 71, LUK: 1, Attack: 1717755, Defense: 84350, Current HP: 1140, A Avg: 14308899, D Avg: 118089, [Neural Edge[190, 630, 630, 630], Small Sword[218, 630, 630, 630], Seal of the High King[319, 630, 630, 630]]
Rank 498: HP: 1596, STR: 1057879, VIT: 578, SPD: 71, LUK: 1, Attack: 1718310, Defense: 84467, Current HP: 1596, A Avg: 14313522, D Avg: 118253, [Neural Edge[190, 630, 630, 630], Small Lion[219, 630, 630, 630], Seal of the High King[319, 630, 630, 630]]
Rank 497: HP: 1428, STR: 1058001, VIT: 589, SPD: 71, LUK: 1, Attack: 1718493, Defense: 84595, Current HP: 1428, A Avg: 14315046, D Avg: 118432, [Neural Edge[190, 630, 630, 630], Small Dragon Sword[224, 630, 630, 630], Seal of the High King[319, 630, 630, 630]]
Rank 496: HP: 1121, STR: 1059626, VIT: 385, SPD: 71, LUK: 1, Attack: 1720931, Defense: 84573, Current HP: 1121, A Avg: 14335355, D Avg: 118402, [Neural Edge[190, 630, 630, 630], Dragon Sword[225, 630, 630, 630], Seal of the High King[319, 630, 630, 630]]
Rank 495: HP: 1577, STR: 1060777, VIT: 776, SPD: 71, LUK: 1, Attack: 1722657, Defense: 86004, Current HP: 1577, A Avg: 14349732, D Avg: 120405, [Neural Edge[190, 630, 630, 630], Wave Motion Sword[226, 630, 630, 630], Seal of the High King[319, 630, 630, 630]]
Rank 494: HP: 1463, STR: 1066113, VIT: 1987, SPD: 71, LUK: 1, Attack: 1724983, Defense: 89555, Current HP: 1463, A Avg: 14369108, D Avg: 125376, [Tornado[111, 630, 630, 630], Storm Wall[242, 630, 630, 630], Ring of power[314, 630, 630, 66]]
Rank 493: HP: 1463, STR: 1066113, VIT: 1987, SPD: 71, LUK: 1, Attack: 1724983, Defense: 89555, Current HP: 1463, A Avg: 14369108, D Avg: 125376, [Tornado[111, 630, 630, 630], Storm Wall[242, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 492: HP: 1463, STR: 1066113, VIT: 1987, SPD: 71, LUK: 1, Attack: 1724983, Defense: 89555, Current HP: 1463, A Avg: 14369108, D Avg: 125376, [Tornado[111, 630, 630, 630], Storm Wall[242, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 491: HP: 1463, STR: 1066113, VIT: 1987, SPD: 71, LUK: 1, Attack: 1724983, Defense: 89555, Current HP: 1463, A Avg: 14369108, D Avg: 125376, [Tornado[111, 630, 630, 630], Storm Wall[242, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 490: HP: 1463, STR: 1066113, VIT: 1987, SPD: 71, LUK: 1, Attack: 1724983, Defense: 89555, Current HP: 1463, A Avg: 14369108, D Avg: 125376, [Tornado[111, 630, 630, 630], Storm Wall[242, 630, 630, 630], Ring of power[314, 630, 630, 807]]
Rank 489: HP: 1463, STR: 1066348, VIT: 1987, SPD: 71, LUK: 1, Attack: 1725745, Defense: 89555, Current HP: 1463, A Avg: 14375455, D Avg: 125376, [Giant Tornado[114, 630, 630, 630], Storm Wall[242, 630, 630, 630], Ring of power[314, 630, 630, 66]]
Rank 488: HP: 1463, STR: 1066348, VIT: 1987, SPD: 71, LUK: 1, Attack: 1725745, Defense: 89555, Current HP: 1463, A Avg: 14375455, D Avg: 125376, [Giant Tornado[114, 630, 630, 630], Storm Wall[242, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 487: HP: 1463, STR: 1066348, VIT: 1987, SPD: 71, LUK: 1, Attack: 1725745, Defense: 89555, Current HP: 1463, A Avg: 14375455, D Avg: 125376, [Giant Tornado[114, 630, 630, 630], Storm Wall[242, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 486: HP: 1463, STR: 1066348, VIT: 1987, SPD: 71, LUK: 1, Attack: 1725745, Defense: 89555, Current HP: 1463, A Avg: 14375455, D Avg: 125376, [Giant Tornado[114, 630, 630, 630], Storm Wall[242, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 485: HP: 1463, STR: 1066348, VIT: 1987, SPD: 71, LUK: 1, Attack: 1725745, Defense: 89555, Current HP: 1463, A Avg: 14375455, D Avg: 125376, [Giant Tornado[114, 630, 630, 630], Storm Wall[242, 630, 630, 630], Ring of power[314, 630, 630, 807]]
Rank 484: HP: 1273, STR: 1061373, VIT: 215, SPD: 71, LUK: 1, Attack: 1726923, Defense: 88043, Current HP: 1273, A Avg: 14385268, D Avg: 123260, [Spectral Sword Shigure[172, 630, 630, 630], Black Sword Breath[252, 630, 630, 630], Petit Magic Circle[308, 630, 630, 630]]
Rank 483: HP: 1368, STR: 1061373, VIT: 419, SPD: 71, LUK: 1, Attack: 1726923, Defense: 88247, Current HP: 1368, A Avg: 14385268, D Avg: 123545, [Spectral Sword Shigure[172, 630, 630, 630], Black Sword Breath[252, 630, 630, 630], Mobius Ring[316, 630, 630, 630]]
Rank 482: HP: 1368, STR: 1061373, VIT: 236, SPD: 71, LUK: 1, Attack: 1726923, Defense: 88064, Current HP: 1368, A Avg: 14385268, D Avg: 123289, [Spectral Sword Shigure[172, 630, 630, 630], Black Sword Breath[252, 630, 630, 630], The Third Eye[322, 630, 630, 630]]
Rank 481: HP: 1273, STR: 1061541, VIT: 298, SPD: 71, LUK: 1, Attack: 1727175, Defense: 88126, Current HP: 1273, A Avg: 14387367, D Avg: 123376, [Spectral Sword Shigure[172, 630, 630, 630], Black Sword Breath[252, 630, 630, 630], Oculus Ring[315, 630, 630, 630]]
Rank 480: HP: 1501, STR: 1061844, VIT: 468, SPD: 71, LUK: 1, Attack: 1727629, Defense: 88296, Current HP: 1501, A Avg: 14391149, D Avg: 123614, [Spectral Sword Shigure[172, 630, 630, 630], Black Sword Breath[252, 630, 630, 630], Seal of the High King[319, 630, 630, 630]]
Rank 479: HP: 1121, STR: 1064137, VIT: 385, SPD: 71, LUK: 1, Attack: 1727697, Defense: 88213, Current HP: 1121, A Avg: 14391716, D Avg: 123498, [Neural Edge[190, 630, 630, 630], Black Sword Breath[252, 630, 630, 630], Seal of the High King[319, 630, 630, 630]]
Rank 478: HP: 2120, STR: 1067385, VIT: 1319, SPD: 71, LUK: 1, Attack: 1729543, Defense: 85819, Current HP: 2120, A Avg: 14407093, D Avg: 120146, [Gladius[162, 630, 630, 630], Hard Wings of Beast[222, 630, 630, 630], Ring of power[314, 630, 630, 66]]
Rank 477: HP: 2120, STR: 1067385, VIT: 1319, SPD: 71, LUK: 1, Attack: 1729543, Defense: 85819, Current HP: 2120, A Avg: 14407093, D Avg: 120146, [Gladius[162, 630, 630, 630], Hard Wings of Beast[222, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 476: HP: 2120, STR: 1067385, VIT: 1319, SPD: 71, LUK: 1, Attack: 1729543, Defense: 85819, Current HP: 2120, A Avg: 14407093, D Avg: 120146, [Gladius[162, 630, 630, 630], Hard Wings of Beast[222, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 475: HP: 2120, STR: 1067385, VIT: 1319, SPD: 71, LUK: 1, Attack: 1729543, Defense: 85819, Current HP: 2120, A Avg: 14407093, D Avg: 120146, [Gladius[162, 630, 630, 630], Hard Wings of Beast[222, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 474: HP: 2120, STR: 1067385, VIT: 1319, SPD: 71, LUK: 1, Attack: 1729543, Defense: 85819, Current HP: 2120, A Avg: 14407093, D Avg: 120146, [Gladius[162, 630, 630, 630], Hard Wings of Beast[222, 630, 630, 630], Ring of power[314, 630, 630, 807]]
Rank 473: HP: 2109, STR: 1063137, VIT: 1108, SPD: 85, LUK: 1, Attack: 1729569, Defense: 88936, Current HP: 2109, A Avg: 14407309, D Avg: 124510, [Spectral Sword Shigure[172, 630, 630, 630], Black Sword Breath[252, 630, 630, 630], Black Box[323, 630, 630, 630]]
Rank 472: HP: 1007, STR: 1068451, VIT: 1624, SPD: 71, LUK: 1, Attack: 1729859, Defense: 85630, Current HP: 1007, A Avg: 14409725, D Avg: 119881, [Pulse Knife[165, 630, 630, 630], Wings of Beast[210, 630, 630, 630], Mobius Ring[316, 630, 630, 66]]
Rank 471: HP: 988, STR: 1068451, VIT: 5996, SPD: 71, LUK: 1, Attack: 1729859, Defense: 91666, Current HP: 988, A Avg: 14409725, D Avg: 128332, [Pulse Knife[165, 630, 630, 630], Shield of Thousand[246, 630, 630, 630], Mobius Ring[316, 630, 630, 66]]
Rank 470: HP: 1007, STR: 1068451, VIT: 1624, SPD: 71, LUK: 1, Attack: 1729859, Defense: 85630, Current HP: 1007, A Avg: 14409725, D Avg: 119881, [Pulse Knife[165, 630, 630, 630], Wings of Beast[210, 630, 630, 630], Mobius Ring[316, 630, 630, 67]]
Rank 469: HP: 988, STR: 1068451, VIT: 5996, SPD: 71, LUK: 1, Attack: 1729859, Defense: 91666, Current HP: 988, A Avg: 14409725, D Avg: 128332, [Pulse Knife[165, 630, 630, 630], Shield of Thousand[246, 630, 630, 630], Mobius Ring[316, 630, 630, 67]]
Rank 468: HP: 1007, STR: 1068451, VIT: 1624, SPD: 71, LUK: 1, Attack: 1729859, Defense: 85630, Current HP: 1007, A Avg: 14409725, D Avg: 119881, [Pulse Knife[165, 630, 630, 630], Wings of Beast[210, 630, 630, 630], Mobius Ring[316, 630, 630, 68]]
Rank 467: HP: 988, STR: 1068451, VIT: 5996, SPD: 71, LUK: 1, Attack: 1729859, Defense: 91666, Current HP: 988, A Avg: 14409725, D Avg: 128332, [Pulse Knife[165, 630, 630, 630], Shield of Thousand[246, 630, 630, 630], Mobius Ring[316, 630, 630, 68]]
Rank 466: HP: 1007, STR: 1068451, VIT: 1624, SPD: 71, LUK: 1, Attack: 1729859, Defense: 85630, Current HP: 1007, A Avg: 14409725, D Avg: 119881, [Pulse Knife[165, 630, 630, 630], Wings of Beast[210, 630, 630, 630], Mobius Ring[316, 630, 630, 803]]
Rank 465: HP: 988, STR: 1068451, VIT: 5996, SPD: 71, LUK: 1, Attack: 1729859, Defense: 91666, Current HP: 988, A Avg: 14409725, D Avg: 128332, [Pulse Knife[165, 630, 630, 630], Shield of Thousand[246, 630, 630, 630], Mobius Ring[316, 630, 630, 803]]
Rank 464: HP: 1007, STR: 1068451, VIT: 1624, SPD: 71, LUK: 1, Attack: 1729859, Defense: 85630, Current HP: 1007, A Avg: 14409725, D Avg: 119881, [Pulse Knife[165, 630, 630, 630], Wings of Beast[210, 630, 630, 630], Mobius Ring[316, 630, 630, 807]]
Rank 463: HP: 988, STR: 1068451, VIT: 5996, SPD: 71, LUK: 1, Attack: 1729859, Defense: 91666, Current HP: 988, A Avg: 14409725, D Avg: 128332, [Pulse Knife[165, 630, 630, 630], Shield of Thousand[246, 630, 630, 630], Mobius Ring[316, 630, 630, 807]]
Rank 462: HP: 1193, STR: 1068710, VIT: 1624, SPD: 71, LUK: 1, Attack: 1730247, Defense: 86124, Current HP: 1193, A Avg: 14412957, D Avg: 120573, [Pulse Knife[165, 630, 630, 630], Hard Wings of Beast[222, 630, 630, 630], Mobius Ring[316, 630, 630, 66]]
Rank 461: HP: 1193, STR: 1068710, VIT: 1624, SPD: 71, LUK: 1, Attack: 1730247, Defense: 86124, Current HP: 1193, A Avg: 14412957, D Avg: 120573, [Pulse Knife[165, 630, 630, 630], Hard Wings of Beast[222, 630, 630, 630], Mobius Ring[316, 630, 630, 67]]
Rank 460: HP: 1193, STR: 1068710, VIT: 1624, SPD: 71, LUK: 1, Attack: 1730247, Defense: 86124, Current HP: 1193, A Avg: 14412957, D Avg: 120573, [Pulse Knife[165, 630, 630, 630], Hard Wings of Beast[222, 630, 630, 630], Mobius Ring[316, 630, 630, 68]]
Rank 459: HP: 1193, STR: 1068710, VIT: 1624, SPD: 71, LUK: 1, Attack: 1730247, Defense: 86124, Current HP: 1193, A Avg: 14412957, D Avg: 120573, [Pulse Knife[165, 630, 630, 630], Hard Wings of Beast[222, 630, 630, 630], Mobius Ring[316, 630, 630, 803]]
Rank 458: HP: 1193, STR: 1068710, VIT: 1624, SPD: 71, LUK: 1, Attack: 1730247, Defense: 86124, Current HP: 1193, A Avg: 14412957, D Avg: 120573, [Pulse Knife[165, 630, 630, 630], Hard Wings of Beast[222, 630, 630, 630], Mobius Ring[316, 630, 630, 807]]
Rank 457: HP: 1558, STR: 1068931, VIT: 3216, SPD: 71, LUK: 1, Attack: 1730579, Defense: 90784, Current HP: 1558, A Avg: 14415723, D Avg: 127097, [Pulse Knife[165, 630, 630, 630], Storm Wall[242, 630, 630, 630], Mobius Ring[316, 630, 630, 66]]
Rank 456: HP: 1558, STR: 1068931, VIT: 3216, SPD: 71, LUK: 1, Attack: 1730579, Defense: 90784, Current HP: 1558, A Avg: 14415723, D Avg: 127097, [Pulse Knife[165, 630, 630, 630], Storm Wall[242, 630, 630, 630], Mobius Ring[316, 630, 630, 67]]
Rank 455: HP: 1558, STR: 1068931, VIT: 3216, SPD: 71, LUK: 1, Attack: 1730579, Defense: 90784, Current HP: 1558, A Avg: 14415723, D Avg: 127097, [Pulse Knife[165, 630, 630, 630], Storm Wall[242, 630, 630, 630], Mobius Ring[316, 630, 630, 68]]
Rank 454: HP: 1558, STR: 1068931, VIT: 3216, SPD: 71, LUK: 1, Attack: 1730579, Defense: 90784, Current HP: 1558, A Avg: 14415723, D Avg: 127097, [Pulse Knife[165, 630, 630, 630], Storm Wall[242, 630, 630, 630], Mobius Ring[316, 630, 630, 803]]
Rank 453: HP: 1558, STR: 1068931, VIT: 3216, SPD: 71, LUK: 1, Attack: 1730579, Defense: 90784, Current HP: 1558, A Avg: 14415723, D Avg: 127097, [Pulse Knife[165, 630, 630, 630], Storm Wall[242, 630, 630, 630], Mobius Ring[316, 630, 630, 807]]
Rank 452: HP: 1957, STR: 1068547, VIT: 1778, SPD: 71, LUK: 1, Attack: 1730822, Defense: 85784, Current HP: 1957, A Avg: 14417747, D Avg: 120097, [Impulse[166, 630, 630, 630], Wings of Beast[210, 630, 630, 630], Mobius Ring[316, 630, 630, 66]]
Rank 451: HP: 1938, STR: 1068547, VIT: 6150, SPD: 71, LUK: 1, Attack: 1730822, Defense: 91820, Current HP: 1938, A Avg: 14417747, D Avg: 128547, [Impulse[166, 630, 630, 630], Shield of Thousand[246, 630, 630, 630], Mobius Ring[316, 630, 630, 66]]
Rank 450: HP: 1957, STR: 1068547, VIT: 1778, SPD: 71, LUK: 1, Attack: 1730822, Defense: 85784, Current HP: 1957, A Avg: 14417747, D Avg: 120097, [Impulse[166, 630, 630, 630], Wings of Beast[210, 630, 630, 630], Mobius Ring[316, 630, 630, 67]]
Rank 449: HP: 1938, STR: 1068547, VIT: 6150, SPD: 71, LUK: 1, Attack: 1730822, Defense: 91820, Current HP: 1938, A Avg: 14417747, D Avg: 128547, [Impulse[166, 630, 630, 630], Shield of Thousand[246, 630, 630, 630], Mobius Ring[316, 630, 630, 67]]
Rank 448: HP: 1957, STR: 1068547, VIT: 1778, SPD: 71, LUK: 1, Attack: 1730822, Defense: 85784, Current HP: 1957, A Avg: 14417747, D Avg: 120097, [Impulse[166, 630, 630, 630], Wings of Beast[210, 630, 630, 630], Mobius Ring[316, 630, 630, 68]]
Rank 447: HP: 1938, STR: 1068547, VIT: 6150, SPD: 71, LUK: 1, Attack: 1730822, Defense: 91820, Current HP: 1938, A Avg: 14417747, D Avg: 128547, [Impulse[166, 630, 630, 630], Shield of Thousand[246, 630, 630, 630], Mobius Ring[316, 630, 630, 68]]
Rank 446: HP: 1957, STR: 1068547, VIT: 1778, SPD: 71, LUK: 1, Attack: 1730822, Defense: 85784, Current HP: 1957, A Avg: 14417747, D Avg: 120097, [Impulse[166, 630, 630, 630], Wings of Beast[210, 630, 630, 630], Mobius Ring[316, 630, 630, 803]]
Rank 445: HP: 1938, STR: 1068547, VIT: 6150, SPD: 71, LUK: 1, Attack: 1730822, Defense: 91820, Current HP: 1938, A Avg: 14417747, D Avg: 128547, [Impulse[166, 630, 630, 630], Shield of Thousand[246, 630, 630, 630], Mobius Ring[316, 630, 630, 803]]
Rank 444: HP: 1957, STR: 1068547, VIT: 1778, SPD: 71, LUK: 1, Attack: 1730822, Defense: 85784, Current HP: 1957, A Avg: 14417747, D Avg: 120097, [Impulse[166, 630, 630, 630], Wings of Beast[210, 630, 630, 630], Mobius Ring[316, 630, 630, 807]]
