Rank 1000: HP: 1045, STR: 269, VIT: 236, SPD: 25, LUK: 1, Attack: 138683, Defense: 84658, Current HP: 1045, A Avg: 1155229, D Avg: 118521, [Big Bang[171, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 509: HP: 1178, STR: 2938, VIT: 1139, SPD: 23, LUK: 1, Attack: 139270, Defense: 87927, Current HP: 1178, A Avg: 1160119, D Avg: 123097, [Spectral Sword Shigure[172, 0, 0, 0], Golem Shield[245, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 508: HP: 1273, STR: 2938, VIT: 1222, SPD: 23, LUK: 1, Attack: 139270, Defense: 88010, Current HP: 1273, A Avg: 1160119, D Avg: 123213, [Spectral Sword Shigure[172, 0, 0, 0], Golem Shield[245, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 507: HP: 1273, STR: 2938, VIT: 1161, SPD: 23, LUK: 1, Attack: 139270, Defense: 87949, Current HP: 1273, A Avg: 1160119, D Avg: 123128, [Spectral Sword Shigure[172, 0, 0, 0], Golem Shield[245, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 506: HP: 988, STR: 2938, VIT: 406, SPD: 25, LUK: 1, Attack: 139270, Defense: 86284, Current HP: 988, A Avg: 1160119, D Avg: 120797, [Spectral Sword Shigure[172, 0, 0, 0], Sticky thread shield[247, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 505: HP: 1083, STR: 2938, VIT: 485, SPD: 25, LUK: 1, Attack: 139270, Defense: 86363, Current HP: 1083, A Avg: 1160119, D Avg: 120908, [Spectral Sword Shigure[172, 0, 0, 0], Sticky thread shield[247, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 504: HP: 1083, STR: 2938, VIT: 427, SPD: 25, LUK: 1, Attack: 139270, Defense: 86305, Current HP: 1083, A Avg: 1160119, D Avg: 120826, [Spectral Sword Shigure[172, 0, 0, 0], Sticky thread shield[247, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 503: HP: 1250, STR: 2938, VIT: 452, SPD: 23, LUK: 1, Attack: 139270, Defense: 86668, Current HP: 1250, A Avg: 1160119, D Avg: 121335, [Spectral Sword Shigure[172, 0, 0, 0], King Shield[248, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 502: HP: 1345, STR: 2938, VIT: 535, SPD: 23, LUK: 1, Attack: 139270, Defense: 86751, Current HP: 1345, A Avg: 1160119, D Avg: 121451, [Spectral Sword Shigure[172, 0, 0, 0], King Shield[248, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 501: HP: 1345, STR: 2938, VIT: 474, SPD: 23, LUK: 1, Attack: 139270, Defense: 86690, Current HP: 1345, A Avg: 1160119, D Avg: 121365, [Spectral Sword Shigure[172, 0, 0, 0], King Shield[248, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 500: HP: 1140, STR: 2938, VIT: 684, SPD: 23, LUK: 1, Attack: 139270, Defense: 87719, Current HP: 1140, A Avg: 1160119, D Avg: 122806, [Spectral Sword Shigure[172, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 499: HP: 1240, STR: 2938, VIT: 763, SPD: 23, LUK: 1, Attack: 139270, Defense: 87798, Current HP: 1240, A Avg: 1160119, D Avg: 122917, [Spectral Sword Shigure[172, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 498: HP: 1240, STR: 2938, VIT: 705, SPD: 23, LUK: 1, Attack: 139270, Defense: 87740, Current HP: 1240, A Avg: 1160119, D Avg: 122835, [Spectral Sword Shigure[172, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 497: HP: 740, STR: 2938, VIT: 502, SPD: 23, LUK: 1, Attack: 139270, Defense: 87550, Current HP: 740, A Avg: 1160119, D Avg: 122569, [Spectral Sword Shigure[172, 0, 0, 0], Ghost shield[251, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 496: HP: 840, STR: 2938, VIT: 581, SPD: 23, LUK: 1, Attack: 139270, Defense: 87629, Current HP: 840, A Avg: 1160119, D Avg: 122680, [Spectral Sword Shigure[172, 0, 0, 0], Ghost shield[251, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 495: HP: 840, STR: 2938, VIT: 522, SPD: 23, LUK: 1, Attack: 139270, Defense: 87570, Current HP: 840, A Avg: 1160119, D Avg: 122597, [Spectral Sword Shigure[172, 0, 0, 0], Ghost shield[251, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 494: HP: 1535, STR: 660, VIT: 60, SPD: 23, LUK: 1, Attack: 139270, Defense: 84248, Current HP: 1535, A Avg: 1160119, D Avg: 117947, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 493: HP: 1166, STR: 660, VIT: 49, SPD: 23, LUK: 2, Attack: 139270, Defense: 84237, Current HP: 1166, A Avg: 1160119, D Avg: 117931, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 492: HP: 1265, STR: 2940, VIT: 1111, SPD: 23, LUK: 1, Attack: 139273, Defense: 85949, Current HP: 1265, A Avg: 1160144, D Avg: 120328, [Spectral Sword Shigure[172, 0, 0, 0], Bulletproof Shield[235, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 491: HP: 760, STR: 2942, VIT: 174, SPD: 40, LUK: 1, Attack: 139276, Defense: 84310, Current HP: 760, A Avg: 1160169, D Avg: 118033, [Spectral Sword Shigure[172, 0, 0, 0], Magnum[237, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 490: HP: 902, STR: 676, VIT: 73, SPD: 25, LUK: 1, Attack: 139294, Defense: 84209, Current HP: 902, A Avg: 1160319, D Avg: 117892, [Big Bang[171, 0, 0, 0], Magnum[237, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 489: HP: 1363, STR: 676, VIT: 60, SPD: 25, LUK: 1, Attack: 139294, Defense: 84196, Current HP: 1363, A Avg: 1160319, D Avg: 117874, [Big Bang[171, 0, 0, 0], Magnum[237, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 488: HP: 931, STR: 676, VIT: 60, SPD: 45, LUK: 1, Attack: 139294, Defense: 84196, Current HP: 931, A Avg: 1160319, D Avg: 117874, [Big Bang[171, 0, 0, 0], Magnum[237, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 487: HP: 912, STR: 676, VIT: 70, SPD: 40, LUK: 1, Attack: 139294, Defense: 84206, Current HP: 912, A Avg: 1160319, D Avg: 117888, [Big Bang[171, 0, 0, 0], Magnum[237, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 486: HP: 1254, STR: 676, VIT: 104, SPD: 25, LUK: 1, Attack: 139294, Defense: 84240, Current HP: 1254, A Avg: 1160319, D Avg: 117935, [Big Bang[171, 0, 0, 0], Magnum[237, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 485: HP: 950, STR: 676, VIT: 91, SPD: 40, LUK: 1, Attack: 139294, Defense: 84227, Current HP: 950, A Avg: 1160319, D Avg: 117917, [Big Bang[171, 0, 0, 0], Magnum[237, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 484: HP: 1178, STR: 2956, VIT: 691, SPD: 23, LUK: 1, Attack: 139297, Defense: 84697, Current HP: 1178, A Avg: 1160344, D Avg: 118575, [Spectral Sword Shigure[172, 0, 0, 0], Wings of Beast[210, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 483: HP: 1159, STR: 2956, VIT: 2742, SPD: 23, LUK: 1, Attack: 139297, Defense: 88412, Current HP: 1159, A Avg: 1160344, D Avg: 123776, [Spectral Sword Shigure[172, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 482: HP: 1340, STR: 684, VIT: 668, SPD: 25, LUK: 1, Attack: 139306, Defense: 85662, Current HP: 1340, A Avg: 1160418, D Avg: 119926, [Big Bang[171, 0, 0, 0], Metalization[228, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 481: HP: 893, STR: 686, VIT: 104, SPD: 25, LUK: 1, Attack: 139309, Defense: 84240, Current HP: 893, A Avg: 1160443, D Avg: 117935, [Big Bang[171, 0, 0, 0], Magnum[237, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 480: HP: 1508, STR: 686, VIT: 80, SPD: 25, LUK: 1, Attack: 139309, Defense: 84216, Current HP: 1508, A Avg: 1160443, D Avg: 117902, [Big Bang[171, 0, 0, 0], Magnum[237, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 479: HP: 1064, STR: 688, VIT: 419, SPD: 23, LUK: 1, Attack: 139312, Defense: 87337, Current HP: 1064, A Avg: 1160468, D Avg: 122271, [Big Bang[171, 0, 0, 0], White Hole[230, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 478: HP: 1387, STR: 2967, VIT: 806, SPD: 23, LUK: 1, Attack: 139314, Defense: 85670, Current HP: 1387, A Avg: 1160485, D Avg: 119937, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Head[217, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 477: HP: 1311, STR: 2967, VIT: 836, SPD: 25, LUK: 1, Attack: 139314, Defense: 85258, Current HP: 1311, A Avg: 1160485, D Avg: 119361, [Spectral Sword Shigure[172, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 476: HP: 858, STR: 2969, VIT: 263, SPD: 23, LUK: 1, Attack: 139317, Defense: 84204, Current HP: 858, A Avg: 1160510, D Avg: 117885, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Scales[215, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 475: HP: 953, STR: 2969, VIT: 345, SPD: 23, LUK: 1, Attack: 139317, Defense: 84286, Current HP: 953, A Avg: 1160510, D Avg: 118000, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Scales[215, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 474: HP: 953, STR: 2969, VIT: 284, SPD: 23, LUK: 1, Attack: 139317, Defense: 84225, Current HP: 953, A Avg: 1160510, D Avg: 117914, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Scales[215, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 473: HP: 912, STR: 700, VIT: 70, SPD: 23, LUK: 2, Attack: 139330, Defense: 84258, Current HP: 912, A Avg: 1160618, D Avg: 117961, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 472: HP: 1387, STR: 2980, VIT: 1155, SPD: 23, LUK: 1, Attack: 139333, Defense: 87956, Current HP: 1387, A Avg: 1160643, D Avg: 123138, [Spectral Sword Shigure[172, 0, 0, 0], Riot[236, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 471: HP: 1029, STR: 713, VIT: 128, SPD: 23, LUK: 1, Attack: 139349, Defense: 84134, Current HP: 1029, A Avg: 1160777, D Avg: 117787, [Big Bang[171, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 470: HP: 1083, STR: 716, VIT: 118, SPD: 23, LUK: 1, Attack: 139354, Defense: 84007, Current HP: 1083, A Avg: 1160818, D Avg: 117609, [Big Bang[171, 0, 0, 0], Small Lion[219, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 469: HP: 1463, STR: 716, VIT: 900, SPD: 23, LUK: 1, Attack: 139354, Defense: 88468, Current HP: 1463, A Avg: 1160818, D Avg: 123855, [Big Bang[171, 0, 0, 0], Storm Wall[242, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 468: HP: 703, STR: 2997, VIT: 222, SPD: 25, LUK: 1, Attack: 139359, Defense: 84247, Current HP: 703, A Avg: 1160860, D Avg: 117945, [Spectral Sword Shigure[172, 0, 0, 0], Conductive Barrier[208, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 467: HP: 798, STR: 2997, VIT: 300, SPD: 25, LUK: 1, Attack: 139359, Defense: 84325, Current HP: 798, A Avg: 1160860, D Avg: 118054, [Spectral Sword Shigure[172, 0, 0, 0], Conductive Barrier[208, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 466: HP: 798, STR: 2997, VIT: 242, SPD: 25, LUK: 1, Attack: 139359, Defense: 84267, Current HP: 798, A Avg: 1160860, D Avg: 117973, [Spectral Sword Shigure[172, 0, 0, 0], Conductive Barrier[208, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 465: HP: 1144, STR: 726, VIT: 147, SPD: 25, LUK: 1, Attack: 139369, Defense: 84283, Current HP: 1144, A Avg: 1160943, D Avg: 117996, [Big Bang[171, 0, 0, 0], Magnum[237, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 464: HP: 1520, STR: 731, VIT: 860, SPD: 23, LUK: 1, Attack: 139376, Defense: 87778, Current HP: 1520, A Avg: 1161002, D Avg: 122889, [Big Bang[171, 0, 0, 0], White Hole[230, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 463: HP: 931, STR: 3013, VIT: 265, SPD: 23, LUK: 1, Attack: 139383, Defense: 84505, Current HP: 931, A Avg: 1161060, D Avg: 118306, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Wings[216, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 462: HP: 1026, STR: 3013, VIT: 348, SPD: 23, LUK: 1, Attack: 139383, Defense: 84588, Current HP: 1026, A Avg: 1161060, D Avg: 118423, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Wings[216, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 461: HP: 1026, STR: 3013, VIT: 287, SPD: 23, LUK: 1, Attack: 139383, Defense: 84527, Current HP: 1026, A Avg: 1161060, D Avg: 118337, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Wings[216, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 460: HP: 1535, STR: 739, VIT: 60, SPD: 25, LUK: 1, Attack: 139388, Defense: 84196, Current HP: 1535, A Avg: 1161102, D Avg: 117874, [Big Bang[171, 0, 0, 0], Magnum[237, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 459: HP: 1166, STR: 739, VIT: 49, SPD: 25, LUK: 2, Attack: 139388, Defense: 84185, Current HP: 1166, A Avg: 1161102, D Avg: 117858, [Big Bang[171, 0, 0, 0], Magnum[237, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 458: HP: 1250, STR: 3024, VIT: 691, SPD: 23, LUK: 1, Attack: 139399, Defense: 85191, Current HP: 1250, A Avg: 1161193, D Avg: 119267, [Spectral Sword Shigure[172, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 457: HP: 1178, STR: 755, VIT: 379, SPD: 28, LUK: 1, Attack: 139412, Defense: 84242, Current HP: 1178, A Avg: 1161301, D Avg: 117938, [Big Bang[171, 0, 0, 0], Small Sword[218, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 456: HP: 722, STR: 3033, VIT: 222, SPD: 23, LUK: 1, Attack: 139413, Defense: 84228, Current HP: 722, A Avg: 1161310, D Avg: 117919, [Spectral Sword Shigure[172, 0, 0, 0], Wings of Beast[210, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 455: HP: 817, STR: 3033, VIT: 300, SPD: 23, LUK: 1, Attack: 139413, Defense: 84306, Current HP: 817, A Avg: 1161310, D Avg: 118028, [Spectral Sword Shigure[172, 0, 0, 0], Wings of Beast[210, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 454: HP: 817, STR: 3033, VIT: 242, SPD: 23, LUK: 1, Attack: 139413, Defense: 84248, Current HP: 817, A Avg: 1161310, D Avg: 117947, [Spectral Sword Shigure[172, 0, 0, 0], Wings of Beast[210, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 453: HP: 703, STR: 3033, VIT: 1606, SPD: 23, LUK: 1, Attack: 139413, Defense: 87276, Current HP: 703, A Avg: 1161310, D Avg: 122186, [Spectral Sword Shigure[172, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 452: HP: 798, STR: 3033, VIT: 1684, SPD: 23, LUK: 1, Attack: 139413, Defense: 87354, Current HP: 798, A Avg: 1161310, D Avg: 122295, [Spectral Sword Shigure[172, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 451: HP: 798, STR: 3033, VIT: 1626, SPD: 23, LUK: 1, Attack: 139413, Defense: 87296, Current HP: 798, A Avg: 1161310, D Avg: 122214, [Spectral Sword Shigure[172, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 450: HP: 1460, STR: 756, VIT: 348, SPD: 23, LUK: 1, Attack: 139414, Defense: 86460, Current HP: 1460, A Avg: 1161318, D Avg: 121043, [Big Bang[171, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 449: HP: 916, STR: 3037, VIT: 336, SPD: 23, LUK: 1, Attack: 139419, Defense: 85954, Current HP: 916, A Avg: 1161360, D Avg: 120335, [Spectral Sword Shigure[172, 0, 0, 0], Mask of the Grim Reaper[214, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 448: HP: 1016, STR: 3037, VIT: 415, SPD: 23, LUK: 1, Attack: 139419, Defense: 86033, Current HP: 1016, A Avg: 1161360, D Avg: 120446, [Spectral Sword Shigure[172, 0, 0, 0], Mask of the Grim Reaper[214, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 447: HP: 1016, STR: 3037, VIT: 356, SPD: 23, LUK: 1, Attack: 139419, Defense: 85974, Current HP: 1016, A Avg: 1161360, D Avg: 120363, [Spectral Sword Shigure[172, 0, 0, 0], Mask of the Grim Reaper[214, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 446: HP: 809, STR: 3041, VIT: 504, SPD: 23, LUK: 1, Attack: 139425, Defense: 85342, Current HP: 809, A Avg: 1161410, D Avg: 119478, [Spectral Sword Shigure[172, 0, 0, 0], Bulletproof Shield[235, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 445: HP: 904, STR: 3041, VIT: 587, SPD: 23, LUK: 1, Attack: 139425, Defense: 85425, Current HP: 904, A Avg: 1161410, D Avg: 119594, [Spectral Sword Shigure[172, 0, 0, 0], Bulletproof Shield[235, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 444: HP: 904, STR: 3041, VIT: 526, SPD: 23, LUK: 1, Attack: 139425, Defense: 85364, Current HP: 904, A Avg: 1161410, D Avg: 119509, [Spectral Sword Shigure[172, 0, 0, 0], Bulletproof Shield[235, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 443: HP: 1197, STR: 768, VIT: 576, SPD: 28, LUK: 1, Attack: 139432, Defense: 85167, Current HP: 1197, A Avg: 1161468, D Avg: 119233, [Big Bang[171, 0, 0, 0], Black Hole[229, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 442: HP: 1196, STR: 768, VIT: 275, SPD: 27, LUK: 1, Attack: 139432, Defense: 84463, Current HP: 1196, A Avg: 1161468, D Avg: 118248, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 441: HP: 893, STR: 770, VIT: 73, SPD: 23, LUK: 1, Attack: 139435, Defense: 84261, Current HP: 893, A Avg: 1161493, D Avg: 117965, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 440: HP: 1273, STR: 787, VIT: 530, SPD: 23, LUK: 1, Attack: 139460, Defense: 85524, Current HP: 1273, A Avg: 1161701, D Avg: 119733, [Big Bang[171, 0, 0, 0], Metalization[228, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 439: HP: 931, STR: 3072, VIT: 295, SPD: 23, LUK: 1, Attack: 139471, Defense: 85159, Current HP: 931, A Avg: 1161793, D Avg: 119222, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Head[217, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 438: HP: 1026, STR: 3072, VIT: 378, SPD: 23, LUK: 1, Attack: 139471, Defense: 85242, Current HP: 1026, A Avg: 1161793, D Avg: 119338, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Head[217, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 437: HP: 1026, STR: 3072, VIT: 317, SPD: 23, LUK: 1, Attack: 139471, Defense: 85181, Current HP: 1026, A Avg: 1161793, D Avg: 119253, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Head[217, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 436: HP: 855, STR: 3072, VIT: 319, SPD: 25, LUK: 1, Attack: 139471, Defense: 84741, Current HP: 855, A Avg: 1161793, D Avg: 118637, [Spectral Sword Shigure[172, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 435: HP: 950, STR: 3072, VIT: 398, SPD: 25, LUK: 1, Attack: 139471, Defense: 84820, Current HP: 950, A Avg: 1161793, D Avg: 118747, [Spectral Sword Shigure[172, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 434: HP: 950, STR: 3072, VIT: 340, SPD: 25, LUK: 1, Attack: 139471, Defense: 84762, Current HP: 950, A Avg: 1161793, D Avg: 118666, [Spectral Sword Shigure[172, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 433: HP: 912, STR: 796, VIT: 70, SPD: 25, LUK: 2, Attack: 139474, Defense: 84206, Current HP: 912, A Avg: 1161818, D Avg: 117888, [Big Bang[171, 0, 0, 0], Magnum[237, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 432: HP: 1197, STR: 3078, VIT: 940, SPD: 23, LUK: 1, Attack: 139480, Defense: 85531, Current HP: 1197, A Avg: 1161868, D Avg: 119743, [Spectral Sword Shigure[172, 0, 0, 0], Black Hole[229, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 431: HP: 1330, STR: 3078, VIT: 983, SPD: 23, LUK: 1, Attack: 139480, Defense: 87901, Current HP: 1330, A Avg: 1161868, D Avg: 123061, [Spectral Sword Shigure[172, 0, 0, 0], White Hole[230, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 430: HP: 1073, STR: 800, VIT: 282, SPD: 23, LUK: 1, Attack: 139480, Defense: 85510, Current HP: 1073, A Avg: 1161868, D Avg: 119713, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 429: HP: 1624, STR: 800, VIT: 201, SPD: 23, LUK: 1, Attack: 139480, Defense: 85429, Current HP: 1624, A Avg: 1161868, D Avg: 119600, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 428: HP: 1102, STR: 800, VIT: 201, SPD: 43, LUK: 1, Attack: 139480, Defense: 85429, Current HP: 1102, A Avg: 1161868, D Avg: 119600, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 427: HP: 1083, STR: 800, VIT: 211, SPD: 38, LUK: 1, Attack: 139480, Defense: 85439, Current HP: 1083, A Avg: 1161868, D Avg: 119614, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 426: HP: 1452, STR: 800, VIT: 313, SPD: 23, LUK: 1, Attack: 139480, Defense: 85541, Current HP: 1452, A Avg: 1161868, D Avg: 119757, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 425: HP: 1121, STR: 800, VIT: 232, SPD: 38, LUK: 1, Attack: 139480, Defense: 85460, Current HP: 1121, A Avg: 1161868, D Avg: 119643, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 424: HP: 931, STR: 3087, VIT: 535, SPD: 23, LUK: 1, Attack: 139494, Defense: 87336, Current HP: 931, A Avg: 1161985, D Avg: 122270, [Spectral Sword Shigure[172, 0, 0, 0], Riot[236, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 423: HP: 1026, STR: 3087, VIT: 617, SPD: 23, LUK: 1, Attack: 139494, Defense: 87418, Current HP: 1026, A Avg: 1161985, D Avg: 122385, [Spectral Sword Shigure[172, 0, 0, 0], Riot[236, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 422: HP: 1026, STR: 3087, VIT: 556, SPD: 23, LUK: 1, Attack: 139494, Defense: 87357, Current HP: 1026, A Avg: 1161985, D Avg: 122299, [Spectral Sword Shigure[172, 0, 0, 0], Riot[236, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 421: HP: 1064, STR: 811, VIT: 313, SPD: 23, LUK: 1, Attack: 139496, Defense: 85541, Current HP: 1064, A Avg: 1162001, D Avg: 119757, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 420: HP: 1769, STR: 811, VIT: 222, SPD: 23, LUK: 1, Attack: 139496, Defense: 85450, Current HP: 1769, A Avg: 1162001, D Avg: 119629, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 419: HP: 794, STR: 3110, VIT: 222, SPD: 23, LUK: 1, Attack: 139528, Defense: 84722, Current HP: 794, A Avg: 1162268, D Avg: 118610, [Spectral Sword Shigure[172, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 418: HP: 889, STR: 3110, VIT: 300, SPD: 23, LUK: 1, Attack: 139528, Defense: 84800, Current HP: 889, A Avg: 1162268, D Avg: 118719, [Spectral Sword Shigure[172, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 417: HP: 889, STR: 3110, VIT: 242, SPD: 23, LUK: 1, Attack: 139528, Defense: 84742, Current HP: 889, A Avg: 1162268, D Avg: 118638, [Spectral Sword Shigure[172, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 416: HP: 1295, STR: 841, VIT: 419, SPD: 28, LUK: 1, Attack: 139541, Defense: 84425, Current HP: 1295, A Avg: 1162376, D Avg: 118194, [Big Bang[171, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 415: HP: 1349, STR: 844, VIT: 408, SPD: 28, LUK: 1, Attack: 139546, Defense: 84297, Current HP: 1349, A Avg: 1162418, D Avg: 118015, [Big Bang[171, 0, 0, 0], Small Lion[219, 0, 0, 0], Black Box[323, 0, 0, 0]]
