Rank 1000: HP: 4474, STR: 1165101, VIT: 1835, SPD: 79, LUK: 1, Attack: 1875653, Defense: 87752, Current HP: 4474, A Avg: 15624189, D Avg: 122852, [Impulse[166, 630, 630, 630], Frying Pan[231, 630, 630, 630], Mobius Ring[316, 630, 630, 68]]
Rank 502: HP: 1216, STR: 1176823, VIT: 5511, SPD: 79, LUK: 1, Attack: 1896726, Defense: 91181, Current HP: 1216, A Avg: 15799727, D Avg: 127653, [Neural Edge[190, 630, 630, 630], Shield of Thousand[246, 630, 630, 630], Seal of the High King[319, 630, 630, 630]]
Rank 501: HP: 1440, STR: 1177071, VIT: 641, SPD: 79, LUK: 1, Attack: 1897098, Defense: 85141, Current HP: 1440, A Avg: 15802826, D Avg: 119197, [Neural Edge[190, 630, 630, 630], Hard Wings of Beast[222, 630, 630, 630], Seal of the High King[319, 630, 630, 630]]
Rank 500: HP: 1786, STR: 1177243, VIT: 2367, SPD: 79, LUK: 1, Attack: 1897356, Defense: 89935, Current HP: 1786, A Avg: 15804975, D Avg: 125908, [Neural Edge[190, 630, 630, 630], Storm Wall[242, 630, 630, 630], Seal of the High King[319, 630, 630, 630]]
Rank 499: HP: 1235, STR: 1177566, VIT: 539, SPD: 79, LUK: 1, Attack: 1897841, Defense: 84402, Current HP: 1235, A Avg: 15809015, D Avg: 118162, [Neural Edge[190, 630, 630, 630], Small Sword[218, 630, 630, 630], Seal of the High King[319, 630, 630, 630]]
Rank 498: HP: 1738, STR: 1177978, VIT: 641, SPD: 79, LUK: 1, Attack: 1898459, Defense: 84530, Current HP: 1738, A Avg: 15814163, D Avg: 118341, [Neural Edge[190, 630, 630, 630], Small Lion[219, 630, 630, 630], Seal of the High King[319, 630, 630, 630]]
Rank 497: HP: 1552, STR: 1178121, VIT: 651, SPD: 79, LUK: 1, Attack: 1898673, Defense: 84657, Current HP: 1552, A Avg: 15815946, D Avg: 118519, [Neural Edge[190, 630, 630, 630], Small Dragon Sword[224, 630, 630, 630], Seal of the High King[319, 630, 630, 630]]
Rank 496: HP: 1216, STR: 1179914, VIT: 427, SPD: 79, LUK: 1, Attack: 1901363, Defense: 84615, Current HP: 1216, A Avg: 15838353, D Avg: 118460, [Neural Edge[190, 630, 630, 630], Dragon Sword[225, 630, 630, 630], Seal of the High King[319, 630, 630, 630]]
Rank 495: HP: 1719, STR: 1181191, VIT: 859, SPD: 79, LUK: 1, Attack: 1903278, Defense: 86087, Current HP: 1719, A Avg: 15854305, D Avg: 120521, [Neural Edge[190, 630, 630, 630], Wave Motion Sword[226, 630, 630, 630], Seal of the High King[319, 630, 630, 630]]
Rank 494: HP: 1558, STR: 1187145, VIT: 2164, SPD: 79, LUK: 1, Attack: 1906531, Defense: 89732, Current HP: 1558, A Avg: 15881403, D Avg: 125624, [Tornado[111, 630, 630, 630], Storm Wall[242, 630, 630, 630], Ring of power[314, 630, 630, 66]]
Rank 493: HP: 1558, STR: 1187145, VIT: 2164, SPD: 79, LUK: 1, Attack: 1906531, Defense: 89732, Current HP: 1558, A Avg: 15881403, D Avg: 125624, [Tornado[111, 630, 630, 630], Storm Wall[242, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 492: HP: 1558, STR: 1187145, VIT: 2164, SPD: 79, LUK: 1, Attack: 1906531, Defense: 89732, Current HP: 1558, A Avg: 15881403, D Avg: 125624, [Tornado[111, 630, 630, 630], Storm Wall[242, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 491: HP: 1558, STR: 1187145, VIT: 2164, SPD: 79, LUK: 1, Attack: 1906531, Defense: 89732, Current HP: 1558, A Avg: 15881403, D Avg: 125624, [Tornado[111, 630, 630, 630], Storm Wall[242, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 490: HP: 1558, STR: 1187145, VIT: 2164, SPD: 79, LUK: 1, Attack: 1906531, Defense: 89732, Current HP: 1558, A Avg: 15881403, D Avg: 125624, [Tornado[111, 630, 630, 630], Storm Wall[242, 630, 630, 630], Ring of power[314, 630, 630, 807]]
Rank 489: HP: 1368, STR: 1181556, VIT: 226, SPD: 79, LUK: 1, Attack: 1907197, Defense: 88054, Current HP: 1368, A Avg: 15886951, D Avg: 123275, [Spectral Sword Shigure[172, 630, 630, 630], Black Sword Breath[252, 630, 630, 630], Petit Magic Circle[308, 630, 630, 630]]
Rank 488: HP: 1463, STR: 1181556, VIT: 450, SPD: 79, LUK: 1, Attack: 1907197, Defense: 88278, Current HP: 1463, A Avg: 15886951, D Avg: 123589, [Spectral Sword Shigure[172, 630, 630, 630], Black Sword Breath[252, 630, 630, 630], Mobius Ring[316, 630, 630, 630]]
Rank 487: HP: 1463, STR: 1181556, VIT: 246, SPD: 79, LUK: 1, Attack: 1907197, Defense: 88074, Current HP: 1463, A Avg: 15886951, D Avg: 123303, [Spectral Sword Shigure[172, 630, 630, 630], Black Sword Breath[252, 630, 630, 630], The Third Eye[322, 630, 630, 630]]
Rank 486: HP: 1558, STR: 1187404, VIT: 2164, SPD: 79, LUK: 1, Attack: 1907329, Defense: 89732, Current HP: 1558, A Avg: 15888050, D Avg: 125624, [Giant Tornado[114, 630, 630, 630], Storm Wall[242, 630, 630, 630], Ring of power[314, 630, 630, 66]]
Rank 485: HP: 1558, STR: 1187404, VIT: 2164, SPD: 79, LUK: 1, Attack: 1907329, Defense: 89732, Current HP: 1558, A Avg: 15888050, D Avg: 125624, [Giant Tornado[114, 630, 630, 630], Storm Wall[242, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 484: HP: 1558, STR: 1187404, VIT: 2164, SPD: 79, LUK: 1, Attack: 1907329, Defense: 89732, Current HP: 1558, A Avg: 15888050, D Avg: 125624, [Giant Tornado[114, 630, 630, 630], Storm Wall[242, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 483: HP: 1558, STR: 1187404, VIT: 2164, SPD: 79, LUK: 1, Attack: 1907329, Defense: 89732, Current HP: 1558, A Avg: 15888050, D Avg: 125624, [Giant Tornado[114, 630, 630, 630], Storm Wall[242, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 482: HP: 1558, STR: 1187404, VIT: 2164, SPD: 79, LUK: 1, Attack: 1907329, Defense: 89732, Current HP: 1558, A Avg: 15888050, D Avg: 125624, [Giant Tornado[114, 630, 630, 630], Storm Wall[242, 630, 630, 630], Ring of power[314, 630, 630, 807]]
Rank 481: HP: 1368, STR: 1181724, VIT: 309, SPD: 79, LUK: 1, Attack: 1907449, Defense: 88137, Current HP: 1368, A Avg: 15889050, D Avg: 123391, [Spectral Sword Shigure[172, 630, 630, 630], Black Sword Breath[252, 630, 630, 630], Oculus Ring[315, 630, 630, 630]]
Rank 480: HP: 1596, STR: 1182090, VIT: 510, SPD: 79, LUK: 1, Attack: 1907998, Defense: 88338, Current HP: 1596, A Avg: 15893623, D Avg: 123673, [Spectral Sword Shigure[172, 630, 630, 630], Black Sword Breath[252, 630, 630, 630], Seal of the High King[319, 630, 630, 630]]
Rank 479: HP: 1216, STR: 1184866, VIT: 427, SPD: 79, LUK: 1, Attack: 1908791, Defense: 88255, Current HP: 1216, A Avg: 15900229, D Avg: 123556, [Neural Edge[190, 630, 630, 630], Black Sword Breath[252, 630, 630, 630], Seal of the High King[319, 630, 630, 630]]
Rank 478: HP: 2299, STR: 1183530, VIT: 1222, SPD: 95, LUK: 1, Attack: 1910158, Defense: 89050, Current HP: 2299, A Avg: 15911616, D Avg: 124669, [Spectral Sword Shigure[172, 630, 630, 630], Black Sword Breath[252, 630, 630, 630], Black Box[323, 630, 630, 630]]
Rank 477: HP: 2348, STR: 1188609, VIT: 1464, SPD: 79, LUK: 1, Attack: 1911379, Defense: 85964, Current HP: 2348, A Avg: 15921787, D Avg: 120349, [Gladius[162, 630, 630, 630], Hard Wings of Beast[222, 630, 630, 630], Ring of power[314, 630, 630, 66]]
Rank 476: HP: 2348, STR: 1188609, VIT: 1464, SPD: 79, LUK: 1, Attack: 1911379, Defense: 85964, Current HP: 2348, A Avg: 15921787, D Avg: 120349, [Gladius[162, 630, 630, 630], Hard Wings of Beast[222, 630, 630, 630], Ring of power[314, 630, 630, 67]]
Rank 475: HP: 2348, STR: 1188609, VIT: 1464, SPD: 79, LUK: 1, Attack: 1911379, Defense: 85964, Current HP: 2348, A Avg: 15921787, D Avg: 120349, [Gladius[162, 630, 630, 630], Hard Wings of Beast[222, 630, 630, 630], Ring of power[314, 630, 630, 68]]
Rank 474: HP: 2348, STR: 1188609, VIT: 1464, SPD: 79, LUK: 1, Attack: 1911379, Defense: 85964, Current HP: 2348, A Avg: 15921787, D Avg: 120349, [Gladius[162, 630, 630, 630], Hard Wings of Beast[222, 630, 630, 630], Ring of power[314, 630, 630, 803]]
Rank 473: HP: 2348, STR: 1188609, VIT: 1464, SPD: 79, LUK: 1, Attack: 1911379, Defense: 85964, Current HP: 2348, A Avg: 15921787, D Avg: 120349, [Gladius[162, 630, 630, 630], Hard Wings of Beast[222, 630, 630, 630], Ring of power[314, 630, 630, 807]]
Rank 472: HP: 1102, STR: 1189795, VIT: 1801, SPD: 79, LUK: 1, Attack: 1911875, Defense: 85807, Current HP: 1102, A Avg: 15925918, D Avg: 120129, [Pulse Knife[165, 630, 630, 630], Wings of Beast[210, 630, 630, 630], Mobius Ring[316, 630, 630, 66]]
Rank 471: HP: 1083, STR: 1189795, VIT: 6671, SPD: 79, LUK: 1, Attack: 1911875, Defense: 92341, Current HP: 1083, A Avg: 15925918, D Avg: 129277, [Pulse Knife[165, 630, 630, 630], Shield of Thousand[246, 630, 630, 630], Mobius Ring[316, 630, 630, 66]]
Rank 470: HP: 1102, STR: 1189795, VIT: 1801, SPD: 79, LUK: 1, Attack: 1911875, Defense: 85807, Current HP: 1102, A Avg: 15925918, D Avg: 120129, [Pulse Knife[165, 630, 630, 630], Wings of Beast[210, 630, 630, 630], Mobius Ring[316, 630, 630, 67]]
Rank 469: HP: 1083, STR: 1189795, VIT: 6671, SPD: 79, LUK: 1, Attack: 1911875, Defense: 92341, Current HP: 1083, A Avg: 15925918, D Avg: 129277, [Pulse Knife[165, 630, 630, 630], Shield of Thousand[246, 630, 630, 630], Mobius Ring[316, 630, 630, 67]]
Rank 468: HP: 1102, STR: 1189795, VIT: 1801, SPD: 79, LUK: 1, Attack: 1911875, Defense: 85807, Current HP: 1102, A Avg: 15925918, D Avg: 120129, [Pulse Knife[165, 630, 630, 630], Wings of Beast[210, 630, 630, 630], Mobius Ring[316, 630, 630, 68]]
Rank 467: HP: 1083, STR: 1189795, VIT: 6671, SPD: 79, LUK: 1, Attack: 1911875, Defense: 92341, Current HP: 1083, A Avg: 15925918, D Avg: 129277, [Pulse Knife[165, 630, 630, 630], Shield of Thousand[246, 630, 630, 630], Mobius Ring[316, 630, 630, 68]]
Rank 466: HP: 1102, STR: 1189795, VIT: 1801, SPD: 79, LUK: 1, Attack: 1911875, Defense: 85807, Current HP: 1102, A Avg: 15925918, D Avg: 120129, [Pulse Knife[165, 630, 630, 630], Wings of Beast[210, 630, 630, 630], Mobius Ring[316, 630, 630, 803]]
Rank 465: HP: 1083, STR: 1189795, VIT: 6671, SPD: 79, LUK: 1, Attack: 1911875, Defense: 92341, Current HP: 1083, A Avg: 15925918, D Avg: 129277, [Pulse Knife[165, 630, 630, 630], Shield of Thousand[246, 630, 630, 630], Mobius Ring[316, 630, 630, 803]]
Rank 464: HP: 1102, STR: 1189795, VIT: 1801, SPD: 79, LUK: 1, Attack: 1911875, Defense: 85807, Current HP: 1102, A Avg: 15925918, D Avg: 120129, [Pulse Knife[165, 630, 630, 630], Wings of Beast[210, 630, 630, 630], Mobius Ring[316, 630, 630, 807]]
Rank 463: HP: 1083, STR: 1189795, VIT: 6671, SPD: 79, LUK: 1, Attack: 1911875, Defense: 92341, Current HP: 1083, A Avg: 15925918, D Avg: 129277, [Pulse Knife[165, 630, 630, 630], Shield of Thousand[246, 630, 630, 630], Mobius Ring[316, 630, 630, 807]]
Rank 462: HP: 1307, STR: 1190078, VIT: 1801, SPD: 79, LUK: 1, Attack: 1912299, Defense: 86301, Current HP: 1307, A Avg: 15929450, D Avg: 120821, [Pulse Knife[165, 630, 630, 630], Hard Wings of Beast[222, 630, 630, 630], Mobius Ring[316, 630, 630, 66]]
Rank 461: HP: 1307, STR: 1190078, VIT: 1801, SPD: 79, LUK: 1, Attack: 1912299, Defense: 86301, Current HP: 1307, A Avg: 15929450, D Avg: 120821, [Pulse Knife[165, 630, 630, 630], Hard Wings of Beast[222, 630, 630, 630], Mobius Ring[316, 630, 630, 67]]
Rank 460: HP: 1307, STR: 1190078, VIT: 1801, SPD: 79, LUK: 1, Attack: 1912299, Defense: 86301, Current HP: 1307, A Avg: 15929450, D Avg: 120821, [Pulse Knife[165, 630, 630, 630], Hard Wings of Beast[222, 630, 630, 630], Mobius Ring[316, 630, 630, 68]]
Rank 459: HP: 1307, STR: 1190078, VIT: 1801, SPD: 79, LUK: 1, Attack: 1912299, Defense: 86301, Current HP: 1307, A Avg: 15929450, D Avg: 120821, [Pulse Knife[165, 630, 630, 630], Hard Wings of Beast[222, 630, 630, 630], Mobius Ring[316, 630, 630, 803]]
Rank 458: HP: 1307, STR: 1190078, VIT: 1801, SPD: 79, LUK: 1, Attack: 1912299, Defense: 86301, Current HP: 1307, A Avg: 15929450, D Avg: 120821, [Pulse Knife[165, 630, 630, 630], Hard Wings of Beast[222, 630, 630, 630], Mobius Ring[316, 630, 630, 807]]
Rank 457: HP: 1653, STR: 1190275, VIT: 3527, SPD: 79, LUK: 1, Attack: 1912595, Defense: 91095, Current HP: 1653, A Avg: 15931916, D Avg: 127532, [Pulse Knife[165, 630, 630, 630], Storm Wall[242, 630, 630, 630], Mobius Ring[316, 630, 630, 66]]
Rank 456: HP: 1653, STR: 1190275, VIT: 3527, SPD: 79, LUK: 1, Attack: 1912595, Defense: 91095, Current HP: 1653, A Avg: 15931916, D Avg: 127532, [Pulse Knife[165, 630, 630, 630], Storm Wall[242, 630, 630, 630], Mobius Ring[316, 630, 630, 67]]
Rank 455: HP: 1653, STR: 1190275, VIT: 3527, SPD: 79, LUK: 1, Attack: 1912595, Defense: 91095, Current HP: 1653, A Avg: 15931916, D Avg: 127532, [Pulse Knife[165, 630, 630, 630], Storm Wall[242, 630, 630, 630], Mobius Ring[316, 630, 630, 68]]
Rank 454: HP: 1653, STR: 1190275, VIT: 3527, SPD: 79, LUK: 1, Attack: 1912595, Defense: 91095, Current HP: 1653, A Avg: 15931916, D Avg: 127532, [Pulse Knife[165, 630, 630, 630], Storm Wall[242, 630, 630, 630], Mobius Ring[316, 630, 630, 803]]
Rank 453: HP: 1653, STR: 1190275, VIT: 3527, SPD: 79, LUK: 1, Attack: 1912595, Defense: 91095, Current HP: 1653, A Avg: 15931916, D Avg: 127532, [Pulse Knife[165, 630, 630, 630], Storm Wall[242, 630, 630, 630], Mobius Ring[316, 630, 630, 807]]
Rank 452: HP: 2147, STR: 1189891, VIT: 1965, SPD: 79, LUK: 1, Attack: 1912838, Defense: 85971, Current HP: 2147, A Avg: 15933940, D Avg: 120359, [Impulse[166, 630, 630, 630], Wings of Beast[210, 630, 630, 630], Mobius Ring[316, 630, 630, 66]]
Rank 451: HP: 2128, STR: 1189891, VIT: 6835, SPD: 79, LUK: 1, Attack: 1912838, Defense: 92505, Current HP: 2128, A Avg: 15933940, D Avg: 129506, [Impulse[166, 630, 630, 630], Shield of Thousand[246, 630, 630, 630], Mobius Ring[316, 630, 630, 66]]
Rank 450: HP: 2147, STR: 1189891, VIT: 1965, SPD: 79, LUK: 1, Attack: 1912838, Defense: 85971, Current HP: 2147, A Avg: 15933940, D Avg: 120359, [Impulse[166, 630, 630, 630], Wings of Beast[210, 630, 630, 630], Mobius Ring[316, 630, 630, 67]]
Rank 449: HP: 2128, STR: 1189891, VIT: 6835, SPD: 79, LUK: 1, Attack: 1912838, Defense: 92505, Current HP: 2128, A Avg: 15933940, D Avg: 129506, [Impulse[166, 630, 630, 630], Shield of Thousand[246, 630, 630, 630], Mobius Ring[316, 630, 630, 67]]
Rank 448: HP: 2147, STR: 1189891, VIT: 1965, SPD: 79, LUK: 1, Attack: 1912838, Defense: 85971, Current HP: 2147, A Avg: 15933940, D Avg: 120359, [Impulse[166, 630, 630, 630], Wings of Beast[210, 630, 630, 630], Mobius Ring[316, 630, 630, 68]]
Rank 447: HP: 2128, STR: 1189891, VIT: 6835, SPD: 79, LUK: 1, Attack: 1912838, Defense: 92505, Current HP: 2128, A Avg: 15933940, D Avg: 129506, [Impulse[166, 630, 630, 630], Shield of Thousand[246, 630, 630, 630], Mobius Ring[316, 630, 630, 68]]
Rank 446: HP: 2147, STR: 1189891, VIT: 1965, SPD: 79, LUK: 1, Attack: 1912838, Defense: 85971, Current HP: 2147, A Avg: 15933940, D Avg: 120359, [Impulse[166, 630, 630, 630], Wings of Beast[210, 630, 630, 630], Mobius Ring[316, 630, 630, 803]]
Rank 445: HP: 2128, STR: 1189891, VIT: 6835, SPD: 79, LUK: 1, Attack: 1912838, Defense: 92505, Current HP: 2128, A Avg: 15933940, D Avg: 129506, [Impulse[166, 630, 630, 630], Shield of Thousand[246, 630, 630, 630], Mobius Ring[316, 630, 630, 803]]
Rank 444: HP: 2147, STR: 1189891, VIT: 1965, SPD: 79, LUK: 1, Attack: 1912838, Defense: 85971, Current HP: 2147, A Avg: 15933940, D Avg: 120359, [Impulse[166, 630, 630, 630], Wings of Beast[210, 630, 630, 630], Mobius Ring[316, 630, 630, 807]]
Rank 443: HP: 2128, STR: 1189891, VIT: 6835, SPD: 79, LUK: 1, Attack: 1912838, Defense: 92505, Current HP: 2128, A Avg: 15933940, D Avg: 129506, [Impulse[166, 630, 630, 630], Shield of Thousand[246, 630, 630, 630], Mobius Ring[316, 630, 630, 807]]
Rank 442: HP: 1102, STR: 1190644, VIT: 1699, SPD: 79, LUK: 1, Attack: 1913148, Defense: 85562, Current HP: 1102, A Avg: 15936522, D Avg: 119786, [Pulse Knife[165, 630, 630, 630], Small Sword[218, 630, 630, 630], Mobius Ring[316, 630, 630, 66]]
Rank 441: HP: 1102, STR: 1190644, VIT: 1699, SPD: 79, LUK: 1, Attack: 1913148, Defense: 85562, Current HP: 1102, A Avg: 15936522, D Avg: 119786, [Pulse Knife[165, 630, 630, 630], Small Sword[218, 630, 630, 630], Mobius Ring[316, 630, 630, 67]]
Rank 440: HP: 1102, STR: 1190644, VIT: 1699, SPD: 79, LUK: 1, Attack: 1913148, Defense: 85562, Current HP: 1102, A Avg: 15936522, D Avg: 119786, [Pulse Knife[165, 630, 630, 630], Small Sword[218, 630, 630, 630], Mobius Ring[316, 630, 630, 68]]
Rank 439: HP: 1102, STR: 1190644, VIT: 1699, SPD: 79, LUK: 1, Attack: 1913148, Defense: 85562, Current HP: 1102, A Avg: 15936522, D Avg: 119786, [Pulse Knife[165, 630, 630, 630], Small Sword[218, 630, 630, 630], Mobius Ring[316, 630, 630, 803]]
Rank 438: HP: 1102, STR: 1190644, VIT: 1699, SPD: 79, LUK: 1, Attack: 1913148, Defense: 85562, Current HP: 1102, A Avg: 15936522, D Avg: 119786, [Pulse Knife[165, 630, 630, 630], Small Sword[218, 630, 630, 630], Mobius Ring[316, 630, 630, 807]]
Rank 437: HP: 2352, STR: 1190174, VIT: 1965, SPD: 79, LUK: 1, Attack: 1913262, Defense: 86465, Current HP: 2352, A Avg: 15937472, D Avg: 121050, [Impulse[166, 630, 630, 630], Hard Wings of Beast[222, 630, 630, 630], Mobius Ring[316, 630, 630, 66]]
Rank 436: HP: 2352, STR: 1190174, VIT: 1965, SPD: 79, LUK: 1, Attack: 1913262, Defense: 86465, Current HP: 2352, A Avg: 15937472, D Avg: 121050, [Impulse[166, 630, 630, 630], Hard Wings of Beast[222, 630, 630, 630], Mobius Ring[316, 630, 630, 67]]
Rank 435: HP: 2352, STR: 1190174, VIT: 1965, SPD: 79, LUK: 1, Attack: 1913262, Defense: 86465, Current HP: 2352, A Avg: 15937472, D Avg: 121050, [Impulse[166, 630, 630, 630], Hard Wings of Beast[222, 630, 630, 630], Mobius Ring[316, 630, 630, 68]]
Rank 434: HP: 2352, STR: 1190174, VIT: 1965, SPD: 79, LUK: 1, Attack: 1913262, Defense: 86465, Current HP: 2352, A Avg: 15937472, D Avg: 121050, [Impulse[166, 630, 630, 630], Hard Wings of Beast[222, 630, 630, 630], Mobius Ring[316, 630, 630, 803]]
Rank 433: HP: 2352, STR: 1190174, VIT: 1965, SPD: 79, LUK: 1, Attack: 1913262, Defense: 86465, Current HP: 2352, A Avg: 15937472, D Avg: 121050, [Impulse[166, 630, 630, 630], Hard Wings of Beast[222, 630, 630, 630], Mobius Ring[316, 630, 630, 807]]
Rank 432: HP: 2698, STR: 1190371, VIT: 3691, SPD: 79, LUK: 1, Attack: 1913558, Defense: 91259, Current HP: 2698, A Avg: 15939938, D Avg: 127762, [Impulse[166, 630, 630, 630], Storm Wall[242, 630, 630, 630], Mobius Ring[316, 630, 630, 66]]
Rank 431: HP: 2698, STR: 1190371, VIT: 3691, SPD: 79, LUK: 1, Attack: 1913558, Defense: 91259, Current HP: 2698, A Avg: 15939938, D Avg: 127762, [Impulse[166, 630, 630, 630], Storm Wall[242, 630, 630, 630], Mobius Ring[316, 630, 630, 67]]
Rank 430: HP: 2698, STR: 1190371, VIT: 3691, SPD: 79, LUK: 1, Attack: 1913558, Defense: 91259, Current HP: 2698, A Avg: 15939938, D Avg: 127762, [Impulse[166, 630, 630, 630], Storm Wall[242, 630, 630, 630], Mobius Ring[316, 630, 630, 68]]
Rank 429: HP: 2698, STR: 1190371, VIT: 3691, SPD: 79, LUK: 1, Attack: 1913558, Defense: 91259, Current HP: 2698, A Avg: 15939938, D Avg: 127762, [Impulse[166, 630, 630, 630], Storm Wall[242, 630, 630, 630], Mobius Ring[316, 630, 630, 803]]
Rank 428: HP: 2698, STR: 1190371, VIT: 3691, SPD: 79, LUK: 1, Attack: 1913558, Defense: 91259, Current HP: 2698, A Avg: 15939938, D Avg: 127762, [Impulse[166, 630, 630, 630], Storm Wall[242, 630, 630, 630], Mobius Ring[316, 630, 630, 807]]
Rank 427: HP: 1605, STR: 1191115, VIT: 1801, SPD: 79, LUK: 1, Attack: 1913855, Defense: 85690, Current HP: 1605, A Avg: 15942412, D Avg: 119965, [Pulse Knife[165, 630, 630, 630], Small Lion[219, 630, 630, 630], Mobius Ring[316, 630, 630, 66]]
Rank 426: HP: 1605, STR: 1191115, VIT: 1801, SPD: 79, LUK: 1, Attack: 1913855, Defense: 85690, Current HP: 1605, A Avg: 15942412, D Avg: 119965, [Pulse Knife[165, 630, 630, 630], Small Lion[219, 630, 630, 630], Mobius Ring[316, 630, 630, 67]]
Rank 425: HP: 1605, STR: 1191115, VIT: 1801, SPD: 79, LUK: 1, Attack: 1913855, Defense: 85690, Current HP: 1605, A Avg: 15942412, D Avg: 119965, [Pulse Knife[165, 630, 630, 630], Small Lion[219, 630, 630, 630], Mobius Ring[316, 630, 630, 68]]
Rank 424: HP: 1605, STR: 1191115, VIT: 1801, SPD: 79, LUK: 1, Attack: 1913855, Defense: 85690, Current HP: 1605, A Avg: 15942412, D Avg: 119965, [Pulse Knife[165, 630, 630, 630], Small Lion[219, 630, 630, 630], Mobius Ring[316, 630, 630, 803]]
Rank 423: HP: 1605, STR: 1191115, VIT: 1801, SPD: 79, LUK: 1, Attack: 1913855, Defense: 85690, Current HP: 1605, A Avg: 15942412, D Avg: 119965, [Pulse Knife[165, 630, 630, 630], Small Lion[219, 630, 630, 630], Mobius Ring[316, 630, 630, 807]]
Rank 422: HP: 1419, STR: 1191278, VIT: 1811, SPD: 79, LUK: 1, Attack: 1914099, Defense: 85817, Current HP: 1419, A Avg: 15944444, D Avg: 120143, [Pulse Knife[165, 630, 630, 630], Small Dragon Sword[224, 630, 630, 630], Mobius Ring[316, 630, 630, 66]]
Rank 421: HP: 1419, STR: 1191278, VIT: 1811, SPD: 79, LUK: 1, Attack: 1914099, Defense: 85817, Current HP: 1419, A Avg: 15944444, D Avg: 120143, [Pulse Knife[165, 630, 630, 630], Small Dragon Sword[224, 630, 630, 630], Mobius Ring[316, 630, 630, 67]]
Rank 420: HP: 1419, STR: 1191278, VIT: 1811, SPD: 79, LUK: 1, Attack: 1914099, Defense: 85817, Current HP: 1419, A Avg: 15944444, D Avg: 120143, [Pulse Knife[165, 630, 630, 630], Small Dragon Sword[224, 630, 630, 630], Mobius Ring[316, 630, 630, 68]]
Rank 419: HP: 1419, STR: 1191278, VIT: 1811, SPD: 79, LUK: 1, Attack: 1914099, Defense: 85817, Current HP: 1419, A Avg: 15944444, D Avg: 120143, [Pulse Knife[165, 630, 630, 630], Small Dragon Sword[224, 630, 630, 630], Mobius Ring[316, 630, 630, 803]]
Rank 418: HP: 1419, STR: 1191278, VIT: 1811, SPD: 79, LUK: 1, Attack: 1914099, Defense: 85817, Current HP: 1419, A Avg: 15944444, D Avg: 120143, [Pulse Knife[165, 630, 630, 630], Small Dragon Sword[224, 630, 630, 630], Mobius Ring[316, 630, 630, 807]]
Rank 417: HP: 2147, STR: 1190740, VIT: 1863, SPD: 79, LUK: 1, Attack: 1914111, Defense: 85726, Current HP: 2147, A Avg: 15944544, D Avg: 120016, [Impulse[166, 630, 630, 630], Small Sword[218, 630, 630, 630], Mobius Ring[316, 630, 630, 66]]
Rank 416: HP: 2147, STR: 1190740, VIT: 1863, SPD: 79, LUK: 1, Attack: 1914111, Defense: 85726, Current HP: 2147, A Avg: 15944544, D Avg: 120016, [Impulse[166, 630, 630, 630], Small Sword[218, 630, 630, 630], Mobius Ring[316, 630, 630, 67]]
Rank 415: HP: 2147, STR: 1190740, VIT: 1863, SPD: 79, LUK: 1, Attack: 1914111, Defense: 85726, Current HP: 2147, A Avg: 15944544, D Avg: 120016, [Impulse[166, 630, 630, 630], Small Sword[218, 630, 630, 630], Mobius Ring[316, 630, 630, 68]]
Rank 414: HP: 2147, STR: 1190740, VIT: 1863, SPD: 79, LUK: 1, Attack: 1914111, Defense: 85726, Current HP: 2147, A Avg: 15944544, D Avg: 120016, [Impulse[166, 630, 630, 630], Small Sword[218, 630, 630, 630], Mobius Ring[316, 630, 630, 803]]
Rank 413: HP: 2147, STR: 1190740, VIT: 1863, SPD: 79, LUK: 1, Attack: 1914111, Defense: 85726, Current HP: 2147, A Avg: 15944544, D Avg: 120016, [Impulse[166, 630, 630, 630], Small Sword[218, 630, 630, 630], Mobius Ring[316, 630, 630, 807]]
Rank 412: HP: 2650, STR: 1191211, VIT: 1965, SPD: 79, LUK: 1, Attack: 1914818, Defense: 85854, Current HP: 2650, A Avg: 15950433, D Avg: 120195, [Impulse[166, 630, 630, 630], Small Lion[219, 630, 630, 630], Mobius Ring[316, 630, 630, 66]]
Rank 411: HP: 2650, STR: 1191211, VIT: 1965, SPD: 79, LUK: 1, Attack: 1914818, Defense: 85854, Current HP: 2650, A Avg: 15950433, D Avg: 120195, [Impulse[166, 630, 630, 630], Small Lion[219, 630, 630, 630], Mobius Ring[316, 630, 630, 67]]
Rank 410: HP: 2650, STR: 1191211, VIT: 1965, SPD: 79, LUK: 1, Attack: 1914818, Defense: 85854, Current HP: 2650, A Avg: 15950433, D Avg: 120195, [Impulse[166, 630, 630, 630], Small Lion[219, 630, 630, 630], Mobius Ring[316, 630, 630, 68]]
Rank 409: HP: 2650, STR: 1191211, VIT: 1965, SPD: 79, LUK: 1, Attack: 1914818, Defense: 85854, Current HP: 2650, A Avg: 15950433, D Avg: 120195, [Impulse[166, 630, 630, 630], Small Lion[219, 630, 630, 630], Mobius Ring[316, 630, 630, 803]]
