Rank 1000: HP: 988, STR: 603357, VIT: 922, SPD: 23, LUK: 1, Attack: 1033037, Defense: 85890, Current HP: 988, A Avg: 8605198, D Avg: 120245, [Impulse[166, 230, 230, 230], Huge Shield[234, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 502: HP: 642, STR: 608370, VIT: 205, SPD: 23, LUK: 1, Attack: 1044047, Defense: 84705, Current HP: 642, A Avg: 8696911, D Avg: 118586, [Neural Edge[190, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Seal of the High King[319, 230, 230, 230]]
Rank 501: HP: 570, STR: 608571, VIT: 176, SPD: 23, LUK: 1, Attack: 1044348, Defense: 84039, Current HP: 570, A Avg: 8699418, D Avg: 117654, [Neural Edge[190, 230, 230, 230], Small Sword[218, 230, 230, 230], Seal of the High King[319, 230, 230, 230]]
Rank 500: HP: 687, STR: 608685, VIT: 215, SPD: 23, LUK: 1, Attack: 1044519, Defense: 84221, Current HP: 687, A Avg: 8700843, D Avg: 117909, [Neural Edge[190, 230, 230, 230], Small Dragon Sword[224, 230, 230, 230], Seal of the High King[319, 230, 230, 230]]
Rank 499: HP: 741, STR: 608689, VIT: 205, SPD: 23, LUK: 1, Attack: 1044525, Defense: 84094, Current HP: 741, A Avg: 8700893, D Avg: 117731, [Neural Edge[190, 230, 230, 230], Small Lion[219, 230, 230, 230], Seal of the High King[319, 230, 230, 230]]
Rank 498: HP: 1121, STR: 608689, VIT: 987, SPD: 23, LUK: 1, Attack: 1044525, Defense: 88555, Current HP: 1121, A Avg: 8700893, D Avg: 123976, [Neural Edge[190, 230, 230, 230], Storm Wall[242, 230, 230, 230], Seal of the High King[319, 230, 230, 230]]
Rank 497: HP: 551, STR: 609302, VIT: 136, SPD: 23, LUK: 1, Attack: 1045445, Defense: 84324, Current HP: 551, A Avg: 8708556, D Avg: 118053, [Neural Edge[190, 230, 230, 230], Dragon Sword[225, 230, 230, 230], Seal of the High King[319, 230, 230, 230]]
Rank 496: HP: 722, STR: 609697, VIT: 278, SPD: 23, LUK: 1, Attack: 1046037, Defense: 85506, Current HP: 722, A Avg: 8713488, D Avg: 119708, [Neural Edge[190, 230, 230, 230], Wave Motion Sword[226, 230, 230, 230], Seal of the High King[319, 230, 230, 230]]
Rank 495: HP: 551, STR: 611167, VIT: 136, SPD: 23, LUK: 1, Attack: 1048242, Defense: 87964, Current HP: 551, A Avg: 8731855, D Avg: 123149, [Neural Edge[190, 230, 230, 230], Black Sword Breath[252, 230, 230, 230], Seal of the High King[319, 230, 230, 230]]
Rank 494: HP: 893, STR: 615633, VIT: 929, SPD: 23, LUK: 1, Attack: 1049263, Defense: 88497, Current HP: 893, A Avg: 8740360, D Avg: 123895, [Tornado[111, 230, 230, 230], Storm Wall[242, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 493: HP: 893, STR: 615633, VIT: 929, SPD: 23, LUK: 1, Attack: 1049263, Defense: 88497, Current HP: 893, A Avg: 8740360, D Avg: 123895, [Tornado[111, 230, 230, 230], Storm Wall[242, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 492: HP: 893, STR: 615633, VIT: 929, SPD: 23, LUK: 1, Attack: 1049263, Defense: 88497, Current HP: 893, A Avg: 8740360, D Avg: 123895, [Tornado[111, 230, 230, 230], Storm Wall[242, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 491: HP: 893, STR: 615633, VIT: 929, SPD: 23, LUK: 1, Attack: 1049263, Defense: 88497, Current HP: 893, A Avg: 8740360, D Avg: 123895, [Tornado[111, 230, 230, 230], Storm Wall[242, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 490: HP: 893, STR: 615633, VIT: 929, SPD: 23, LUK: 1, Attack: 1049263, Defense: 88497, Current HP: 893, A Avg: 8740360, D Avg: 123895, [Tornado[111, 230, 230, 230], Storm Wall[242, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 489: HP: 893, STR: 615724, VIT: 929, SPD: 23, LUK: 1, Attack: 1049809, Defense: 88497, Current HP: 893, A Avg: 8744908, D Avg: 123895, [Giant Tornado[114, 230, 230, 230], Storm Wall[242, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 488: HP: 893, STR: 615724, VIT: 929, SPD: 23, LUK: 1, Attack: 1049809, Defense: 88497, Current HP: 893, A Avg: 8744908, D Avg: 123895, [Giant Tornado[114, 230, 230, 230], Storm Wall[242, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 487: HP: 893, STR: 615724, VIT: 929, SPD: 23, LUK: 1, Attack: 1049809, Defense: 88497, Current HP: 893, A Avg: 8744908, D Avg: 123895, [Giant Tornado[114, 230, 230, 230], Storm Wall[242, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 486: HP: 893, STR: 615724, VIT: 929, SPD: 23, LUK: 1, Attack: 1049809, Defense: 88497, Current HP: 893, A Avg: 8744908, D Avg: 123895, [Giant Tornado[114, 230, 230, 230], Storm Wall[242, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 485: HP: 893, STR: 615724, VIT: 929, SPD: 23, LUK: 1, Attack: 1049809, Defense: 88497, Current HP: 893, A Avg: 8744908, D Avg: 123895, [Giant Tornado[114, 230, 230, 230], Storm Wall[242, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 484: HP: 437, STR: 616099, VIT: 566, SPD: 23, LUK: 1, Attack: 1051331, Defense: 84572, Current HP: 437, A Avg: 8757587, D Avg: 118400, [Pulse Knife[165, 230, 230, 230], Wings of Beast[210, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 483: HP: 418, STR: 616099, VIT: 1950, SPD: 23, LUK: 1, Attack: 1051331, Defense: 87620, Current HP: 418, A Avg: 8757587, D Avg: 122667, [Pulse Knife[165, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 482: HP: 437, STR: 616099, VIT: 566, SPD: 23, LUK: 1, Attack: 1051331, Defense: 84572, Current HP: 437, A Avg: 8757587, D Avg: 118400, [Pulse Knife[165, 230, 230, 230], Wings of Beast[210, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 481: HP: 418, STR: 616099, VIT: 1950, SPD: 23, LUK: 1, Attack: 1051331, Defense: 87620, Current HP: 418, A Avg: 8757587, D Avg: 122667, [Pulse Knife[165, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 480: HP: 437, STR: 616099, VIT: 566, SPD: 23, LUK: 1, Attack: 1051331, Defense: 84572, Current HP: 437, A Avg: 8757587, D Avg: 118400, [Pulse Knife[165, 230, 230, 230], Wings of Beast[210, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 479: HP: 418, STR: 616099, VIT: 1950, SPD: 23, LUK: 1, Attack: 1051331, Defense: 87620, Current HP: 418, A Avg: 8757587, D Avg: 122667, [Pulse Knife[165, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 478: HP: 437, STR: 616099, VIT: 566, SPD: 23, LUK: 1, Attack: 1051331, Defense: 84572, Current HP: 437, A Avg: 8757587, D Avg: 118400, [Pulse Knife[165, 230, 230, 230], Wings of Beast[210, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 477: HP: 418, STR: 616099, VIT: 1950, SPD: 23, LUK: 1, Attack: 1051331, Defense: 87620, Current HP: 418, A Avg: 8757587, D Avg: 122667, [Pulse Knife[165, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 476: HP: 437, STR: 616099, VIT: 566, SPD: 23, LUK: 1, Attack: 1051331, Defense: 84572, Current HP: 437, A Avg: 8757587, D Avg: 118400, [Pulse Knife[165, 230, 230, 230], Wings of Beast[210, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 475: HP: 418, STR: 616099, VIT: 1950, SPD: 23, LUK: 1, Attack: 1051331, Defense: 87620, Current HP: 418, A Avg: 8757587, D Avg: 122667, [Pulse Knife[165, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 474: HP: 509, STR: 616214, VIT: 566, SPD: 23, LUK: 1, Attack: 1051503, Defense: 85066, Current HP: 509, A Avg: 8759019, D Avg: 119092, [Pulse Knife[165, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 473: HP: 509, STR: 616214, VIT: 566, SPD: 23, LUK: 1, Attack: 1051503, Defense: 85066, Current HP: 509, A Avg: 8759019, D Avg: 119092, [Pulse Knife[165, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 472: HP: 509, STR: 616214, VIT: 566, SPD: 23, LUK: 1, Attack: 1051503, Defense: 85066, Current HP: 509, A Avg: 8759019, D Avg: 119092, [Pulse Knife[165, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 471: HP: 509, STR: 616214, VIT: 566, SPD: 23, LUK: 1, Attack: 1051503, Defense: 85066, Current HP: 509, A Avg: 8759019, D Avg: 119092, [Pulse Knife[165, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 470: HP: 509, STR: 616214, VIT: 566, SPD: 23, LUK: 1, Attack: 1051503, Defense: 85066, Current HP: 509, A Avg: 8759019, D Avg: 119092, [Pulse Knife[165, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 469: HP: 437, STR: 616444, VIT: 537, SPD: 23, LUK: 1, Attack: 1051848, Defense: 84400, Current HP: 437, A Avg: 8761893, D Avg: 118159, [Pulse Knife[165, 230, 230, 230], Small Sword[218, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 468: HP: 437, STR: 616444, VIT: 537, SPD: 23, LUK: 1, Attack: 1051848, Defense: 84400, Current HP: 437, A Avg: 8761893, D Avg: 118159, [Pulse Knife[165, 230, 230, 230], Small Sword[218, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 467: HP: 437, STR: 616444, VIT: 537, SPD: 23, LUK: 1, Attack: 1051848, Defense: 84400, Current HP: 437, A Avg: 8761893, D Avg: 118159, [Pulse Knife[165, 230, 230, 230], Small Sword[218, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 466: HP: 437, STR: 616444, VIT: 537, SPD: 23, LUK: 1, Attack: 1051848, Defense: 84400, Current HP: 437, A Avg: 8761893, D Avg: 118159, [Pulse Knife[165, 230, 230, 230], Small Sword[218, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 465: HP: 437, STR: 616444, VIT: 537, SPD: 23, LUK: 1, Attack: 1051848, Defense: 84400, Current HP: 437, A Avg: 8761893, D Avg: 118159, [Pulse Knife[165, 230, 230, 230], Small Sword[218, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 464: HP: 554, STR: 616574, VIT: 576, SPD: 23, LUK: 1, Attack: 1052043, Defense: 84582, Current HP: 554, A Avg: 8763518, D Avg: 118414, [Pulse Knife[165, 230, 230, 230], Small Dragon Sword[224, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 463: HP: 554, STR: 616574, VIT: 576, SPD: 23, LUK: 1, Attack: 1052043, Defense: 84582, Current HP: 554, A Avg: 8763518, D Avg: 118414, [Pulse Knife[165, 230, 230, 230], Small Dragon Sword[224, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 462: HP: 554, STR: 616574, VIT: 576, SPD: 23, LUK: 1, Attack: 1052043, Defense: 84582, Current HP: 554, A Avg: 8763518, D Avg: 118414, [Pulse Knife[165, 230, 230, 230], Small Dragon Sword[224, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 461: HP: 554, STR: 616574, VIT: 576, SPD: 23, LUK: 1, Attack: 1052043, Defense: 84582, Current HP: 554, A Avg: 8763518, D Avg: 118414, [Pulse Knife[165, 230, 230, 230], Small Dragon Sword[224, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 460: HP: 554, STR: 616574, VIT: 576, SPD: 23, LUK: 1, Attack: 1052043, Defense: 84582, Current HP: 554, A Avg: 8763518, D Avg: 118414, [Pulse Knife[165, 230, 230, 230], Small Dragon Sword[224, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 459: HP: 608, STR: 616579, VIT: 566, SPD: 23, LUK: 1, Attack: 1052051, Defense: 84455, Current HP: 608, A Avg: 8763584, D Avg: 118236, [Pulse Knife[165, 230, 230, 230], Small Lion[219, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 458: HP: 608, STR: 616579, VIT: 566, SPD: 23, LUK: 1, Attack: 1052051, Defense: 84455, Current HP: 608, A Avg: 8763584, D Avg: 118236, [Pulse Knife[165, 230, 230, 230], Small Lion[219, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 457: HP: 608, STR: 616579, VIT: 566, SPD: 23, LUK: 1, Attack: 1052051, Defense: 84455, Current HP: 608, A Avg: 8763584, D Avg: 118236, [Pulse Knife[165, 230, 230, 230], Small Lion[219, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 456: HP: 608, STR: 616579, VIT: 566, SPD: 23, LUK: 1, Attack: 1052051, Defense: 84455, Current HP: 608, A Avg: 8763584, D Avg: 118236, [Pulse Knife[165, 230, 230, 230], Small Lion[219, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 455: HP: 608, STR: 616579, VIT: 566, SPD: 23, LUK: 1, Attack: 1052051, Defense: 84455, Current HP: 608, A Avg: 8763584, D Avg: 118236, [Pulse Knife[165, 230, 230, 230], Small Lion[219, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 454: HP: 988, STR: 616579, VIT: 1348, SPD: 23, LUK: 1, Attack: 1052051, Defense: 88916, Current HP: 988, A Avg: 8763584, D Avg: 124482, [Pulse Knife[165, 230, 230, 230], Storm Wall[242, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 453: HP: 988, STR: 616579, VIT: 1348, SPD: 23, LUK: 1, Attack: 1052051, Defense: 88916, Current HP: 988, A Avg: 8763584, D Avg: 124482, [Pulse Knife[165, 230, 230, 230], Storm Wall[242, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 452: HP: 988, STR: 616579, VIT: 1348, SPD: 23, LUK: 1, Attack: 1052051, Defense: 88916, Current HP: 988, A Avg: 8763584, D Avg: 124482, [Pulse Knife[165, 230, 230, 230], Storm Wall[242, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 451: HP: 988, STR: 616579, VIT: 1348, SPD: 23, LUK: 1, Attack: 1052051, Defense: 88916, Current HP: 988, A Avg: 8763584, D Avg: 124482, [Pulse Knife[165, 230, 230, 230], Storm Wall[242, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 450: HP: 988, STR: 616579, VIT: 1348, SPD: 23, LUK: 1, Attack: 1052051, Defense: 88916, Current HP: 988, A Avg: 8763584, D Avg: 124482, [Pulse Knife[165, 230, 230, 230], Storm Wall[242, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 449: HP: 752, STR: 615753, VIT: 448, SPD: 23, LUK: 1, Attack: 1052095, Defense: 84948, Current HP: 752, A Avg: 8763951, D Avg: 118927, [Gladius[162, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 448: HP: 752, STR: 615753, VIT: 448, SPD: 23, LUK: 1, Attack: 1052095, Defense: 84948, Current HP: 752, A Avg: 8763951, D Avg: 118927, [Gladius[162, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 447: HP: 752, STR: 615753, VIT: 448, SPD: 23, LUK: 1, Attack: 1052095, Defense: 84948, Current HP: 752, A Avg: 8763951, D Avg: 118927, [Gladius[162, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 446: HP: 752, STR: 615753, VIT: 448, SPD: 23, LUK: 1, Attack: 1052095, Defense: 84948, Current HP: 752, A Avg: 8763951, D Avg: 118927, [Gladius[162, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 445: HP: 752, STR: 615753, VIT: 448, SPD: 23, LUK: 1, Attack: 1052095, Defense: 84948, Current HP: 752, A Avg: 8763951, D Avg: 118927, [Gladius[162, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 444: HP: 817, STR: 616195, VIT: 657, SPD: 23, LUK: 1, Attack: 1052294, Defense: 84663, Current HP: 817, A Avg: 8765609, D Avg: 118528, [Impulse[166, 230, 230, 230], Wings of Beast[210, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 443: HP: 798, STR: 616195, VIT: 2041, SPD: 23, LUK: 1, Attack: 1052294, Defense: 87711, Current HP: 798, A Avg: 8765609, D Avg: 122795, [Impulse[166, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 442: HP: 817, STR: 616195, VIT: 657, SPD: 23, LUK: 1, Attack: 1052294, Defense: 84663, Current HP: 817, A Avg: 8765609, D Avg: 118528, [Impulse[166, 230, 230, 230], Wings of Beast[210, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 441: HP: 798, STR: 616195, VIT: 2041, SPD: 23, LUK: 1, Attack: 1052294, Defense: 87711, Current HP: 798, A Avg: 8765609, D Avg: 122795, [Impulse[166, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 440: HP: 817, STR: 616195, VIT: 657, SPD: 23, LUK: 1, Attack: 1052294, Defense: 84663, Current HP: 817, A Avg: 8765609, D Avg: 118528, [Impulse[166, 230, 230, 230], Wings of Beast[210, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 439: HP: 798, STR: 616195, VIT: 2041, SPD: 23, LUK: 1, Attack: 1052294, Defense: 87711, Current HP: 798, A Avg: 8765609, D Avg: 122795, [Impulse[166, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 438: HP: 817, STR: 616195, VIT: 657, SPD: 23, LUK: 1, Attack: 1052294, Defense: 84663, Current HP: 817, A Avg: 8765609, D Avg: 118528, [Impulse[166, 230, 230, 230], Wings of Beast[210, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 437: HP: 798, STR: 616195, VIT: 2041, SPD: 23, LUK: 1, Attack: 1052294, Defense: 87711, Current HP: 798, A Avg: 8765609, D Avg: 122795, [Impulse[166, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 436: HP: 817, STR: 616195, VIT: 657, SPD: 23, LUK: 1, Attack: 1052294, Defense: 84663, Current HP: 817, A Avg: 8765609, D Avg: 118528, [Impulse[166, 230, 230, 230], Wings of Beast[210, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 435: HP: 798, STR: 616195, VIT: 2041, SPD: 23, LUK: 1, Attack: 1052294, Defense: 87711, Current HP: 798, A Avg: 8765609, D Avg: 122795, [Impulse[166, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 434: HP: 703, STR: 611679, VIT: 153, SPD: 23, LUK: 1, Attack: 1052382, Defense: 87981, Current HP: 703, A Avg: 8766342, D Avg: 123173, [Spectral Sword Shigure[172, 230, 230, 230], Black Sword Breath[252, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 433: HP: 798, STR: 611679, VIT: 232, SPD: 23, LUK: 1, Attack: 1052382, Defense: 88060, Current HP: 798, A Avg: 8766342, D Avg: 123283, [Spectral Sword Shigure[172, 230, 230, 230], Black Sword Breath[252, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 432: HP: 798, STR: 611679, VIT: 174, SPD: 23, LUK: 1, Attack: 1052382, Defense: 88002, Current HP: 798, A Avg: 8766342, D Avg: 123202, [Spectral Sword Shigure[172, 230, 230, 230], Black Sword Breath[252, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
Rank 431: HP: 889, STR: 616310, VIT: 657, SPD: 23, LUK: 1, Attack: 1052466, Defense: 85157, Current HP: 889, A Avg: 8767041, D Avg: 119219, [Impulse[166, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 430: HP: 889, STR: 616310, VIT: 657, SPD: 23, LUK: 1, Attack: 1052466, Defense: 85157, Current HP: 889, A Avg: 8767041, D Avg: 119219, [Impulse[166, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 429: HP: 889, STR: 616310, VIT: 657, SPD: 23, LUK: 1, Attack: 1052466, Defense: 85157, Current HP: 889, A Avg: 8767041, D Avg: 119219, [Impulse[166, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 428: HP: 889, STR: 616310, VIT: 657, SPD: 23, LUK: 1, Attack: 1052466, Defense: 85157, Current HP: 889, A Avg: 8767041, D Avg: 119219, [Impulse[166, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 427: HP: 889, STR: 616310, VIT: 657, SPD: 23, LUK: 1, Attack: 1052466, Defense: 85157, Current HP: 889, A Avg: 8767041, D Avg: 119219, [Impulse[166, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 426: HP: 931, STR: 611772, VIT: 219, SPD: 23, LUK: 1, Attack: 1052521, Defense: 88047, Current HP: 931, A Avg: 8767499, D Avg: 123265, [Spectral Sword Shigure[172, 230, 230, 230], Black Sword Breath[252, 230, 230, 230], Seal of the High King[319, 230, 230, 230]]
Rank 425: HP: 703, STR: 611847, VIT: 236, SPD: 23, LUK: 1, Attack: 1052634, Defense: 88064, Current HP: 703, A Avg: 8768441, D Avg: 123289, [Spectral Sword Shigure[172, 230, 230, 230], Black Sword Breath[252, 230, 230, 230], Oculus Ring[315, 230, 230, 230]]
Rank 424: HP: 817, STR: 616540, VIT: 628, SPD: 23, LUK: 1, Attack: 1052811, Defense: 84491, Current HP: 817, A Avg: 8769915, D Avg: 118287, [Impulse[166, 230, 230, 230], Small Sword[218, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 423: HP: 817, STR: 616540, VIT: 628, SPD: 23, LUK: 1, Attack: 1052811, Defense: 84491, Current HP: 817, A Avg: 8769915, D Avg: 118287, [Impulse[166, 230, 230, 230], Small Sword[218, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 422: HP: 817, STR: 616540, VIT: 628, SPD: 23, LUK: 1, Attack: 1052811, Defense: 84491, Current HP: 817, A Avg: 8769915, D Avg: 118287, [Impulse[166, 230, 230, 230], Small Sword[218, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 421: HP: 817, STR: 616540, VIT: 628, SPD: 23, LUK: 1, Attack: 1052811, Defense: 84491, Current HP: 817, A Avg: 8769915, D Avg: 118287, [Impulse[166, 230, 230, 230], Small Sword[218, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 420: HP: 817, STR: 616540, VIT: 628, SPD: 23, LUK: 1, Attack: 1052811, Defense: 84491, Current HP: 817, A Avg: 8769915, D Avg: 118287, [Impulse[166, 230, 230, 230], Small Sword[218, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 419: HP: 934, STR: 616670, VIT: 668, SPD: 23, LUK: 1, Attack: 1053006, Defense: 84674, Current HP: 934, A Avg: 8771539, D Avg: 118543, [Impulse[166, 230, 230, 230], Small Dragon Sword[224, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 418: HP: 934, STR: 616670, VIT: 668, SPD: 23, LUK: 1, Attack: 1053006, Defense: 84674, Current HP: 934, A Avg: 8771539, D Avg: 118543, [Impulse[166, 230, 230, 230], Small Dragon Sword[224, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 417: HP: 934, STR: 616670, VIT: 668, SPD: 23, LUK: 1, Attack: 1053006, Defense: 84674, Current HP: 934, A Avg: 8771539, D Avg: 118543, [Impulse[166, 230, 230, 230], Small Dragon Sword[224, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 416: HP: 934, STR: 616670, VIT: 668, SPD: 23, LUK: 1, Attack: 1053006, Defense: 84674, Current HP: 934, A Avg: 8771539, D Avg: 118543, [Impulse[166, 230, 230, 230], Small Dragon Sword[224, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 415: HP: 934, STR: 616670, VIT: 668, SPD: 23, LUK: 1, Attack: 1053006, Defense: 84674, Current HP: 934, A Avg: 8771539, D Avg: 118543, [Impulse[166, 230, 230, 230], Small Dragon Sword[224, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 414: HP: 988, STR: 616675, VIT: 657, SPD: 23, LUK: 1, Attack: 1053014, Defense: 84546, Current HP: 988, A Avg: 8771606, D Avg: 118364, [Impulse[166, 230, 230, 230], Small Lion[219, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 413: HP: 988, STR: 616675, VIT: 657, SPD: 23, LUK: 1, Attack: 1053014, Defense: 84546, Current HP: 988, A Avg: 8771606, D Avg: 118364, [Impulse[166, 230, 230, 230], Small Lion[219, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 412: HP: 988, STR: 616675, VIT: 657, SPD: 23, LUK: 1, Attack: 1053014, Defense: 84546, Current HP: 988, A Avg: 8771606, D Avg: 118364, [Impulse[166, 230, 230, 230], Small Lion[219, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 411: HP: 988, STR: 616675, VIT: 657, SPD: 23, LUK: 1, Attack: 1053014, Defense: 84546, Current HP: 988, A Avg: 8771606, D Avg: 118364, [Impulse[166, 230, 230, 230], Small Lion[219, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 410: HP: 988, STR: 616675, VIT: 657, SPD: 23, LUK: 1, Attack: 1053014, Defense: 84546, Current HP: 988, A Avg: 8771606, D Avg: 118364, [Impulse[166, 230, 230, 230], Small Lion[219, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 409: HP: 1368, STR: 616675, VIT: 1440, SPD: 23, LUK: 1, Attack: 1053014, Defense: 89008, Current HP: 1368, A Avg: 8771606, D Avg: 124611, [Impulse[166, 230, 230, 230], Storm Wall[242, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 408: HP: 1368, STR: 616675, VIT: 1440, SPD: 23, LUK: 1, Attack: 1053014, Defense: 89008, Current HP: 1368, A Avg: 8771606, D Avg: 124611, [Impulse[166, 230, 230, 230], Storm Wall[242, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 407: HP: 1368, STR: 616675, VIT: 1440, SPD: 23, LUK: 1, Attack: 1053014, Defense: 89008, Current HP: 1368, A Avg: 8771606, D Avg: 124611, [Impulse[166, 230, 230, 230], Storm Wall[242, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
