Rank 1000: HP: 1514, STR: 9302, VIT: 1363, SPD: 79, LUK: 1, Attack: 142263, Defense: 85369, Current HP: 1514, A Avg: 1185050, D Avg: 119516, [Zodiac[184, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 506: HP: 2383, STR: 6131, VIT: 1657, SPD: 90, LUK: 1, Attack: 144060, Defense: 88458, Current HP: 2383, A Avg: 1200019, D Avg: 123841, [Spectral Sword Shigure[172, 0, 0, 0], Riot[236, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 505: HP: 1440, STR: 6134, VIT: 205, SPD: 79, LUK: 1, Attack: 144064, Defense: 83928, Current HP: 1440, A Avg: 1200053, D Avg: 117499, [Spectral Sword Shigure[172, 0, 0, 0], Pot Lid[201, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 504: HP: 1440, STR: 6134, VIT: 205, SPD: 79, LUK: 1, Attack: 144064, Defense: 83938, Current HP: 1440, A Avg: 1200053, D Avg: 117513, [Spectral Sword Shigure[172, 0, 0, 0], High Pot Lid[202, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 503: HP: 1368, STR: 6134, VIT: 226, SPD: 79, LUK: 1, Attack: 144064, Defense: 84095, Current HP: 1368, A Avg: 1200053, D Avg: 117732, [Spectral Sword Shigure[172, 0, 0, 0], Wooden Shield[203, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 502: HP: 1368, STR: 6134, VIT: 232, SPD: 79, LUK: 1, Attack: 144064, Defense: 84036, Current HP: 1368, A Avg: 1200053, D Avg: 117650, [Spectral Sword Shigure[172, 0, 0, 0], Iron Shield[204, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 501: HP: 1368, STR: 6134, VIT: 321, SPD: 79, LUK: 1, Attack: 144064, Defense: 84184, Current HP: 1368, A Avg: 1200053, D Avg: 117857, [Spectral Sword Shigure[172, 0, 0, 0], Titanium Shield[205, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 500: HP: 1368, STR: 6134, VIT: 343, SPD: 79, LUK: 1, Attack: 144064, Defense: 84232, Current HP: 1368, A Avg: 1200053, D Avg: 117924, [Spectral Sword Shigure[172, 0, 0, 0], Large iron Shield[206, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 499: HP: 1440, STR: 6134, VIT: 419, SPD: 79, LUK: 1, Attack: 144064, Defense: 84295, Current HP: 1440, A Avg: 1200053, D Avg: 118012, [Spectral Sword Shigure[172, 0, 0, 0], Magic Shield[207, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 498: HP: 1852, STR: 6134, VIT: 535, SPD: 79, LUK: 1, Attack: 144064, Defense: 84372, Current HP: 1852, A Avg: 1200053, D Avg: 118120, [Spectral Sword Shigure[172, 0, 0, 0], Emerald Shield[209, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 497: HP: 1500, STR: 6134, VIT: 317, SPD: 79, LUK: 1, Attack: 144064, Defense: 84089, Current HP: 1500, A Avg: 1200053, D Avg: 117724, [Spectral Sword Shigure[172, 0, 0, 0], Clear Shield[211, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 496: HP: 1540, STR: 6134, VIT: 419, SPD: 79, LUK: 1, Attack: 144064, Defense: 84438, Current HP: 1540, A Avg: 1200053, D Avg: 118213, [Spectral Sword Shigure[172, 0, 0, 0], Prism Shield[212, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 495: HP: 1444, STR: 6134, VIT: 332, SPD: 79, LUK: 1, Attack: 144064, Defense: 84260, Current HP: 1444, A Avg: 1200053, D Avg: 117963, [Spectral Sword Shigure[172, 0, 0, 0], Tower Shield[213, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 494: HP: 2226, STR: 6134, VIT: 734, SPD: 79, LUK: 1, Attack: 144064, Defense: 85296, Current HP: 2226, A Avg: 1200053, D Avg: 119414, [Spectral Sword Shigure[172, 0, 0, 0], Slime Shield[221, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 493: HP: 2150, STR: 6134, VIT: 321, SPD: 79, LUK: 1, Attack: 144064, Defense: 84249, Current HP: 2150, A Avg: 1200053, D Avg: 117948, [Spectral Sword Shigure[172, 0, 0, 0], Hardwood Shield[223, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 492: HP: 1440, STR: 6134, VIT: 1228, SPD: 79, LUK: 1, Attack: 144064, Defense: 88016, Current HP: 1440, A Avg: 1200053, D Avg: 123222, [Spectral Sword Shigure[172, 0, 0, 0], Energy Shield[227, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 491: HP: 3714, STR: 6134, VIT: 215, SPD: 79, LUK: 1, Attack: 144064, Defense: 86132, Current HP: 3714, A Avg: 1200053, D Avg: 120584, [Spectral Sword Shigure[172, 0, 0, 0], Frying Pan[231, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 490: HP: 2464, STR: 6134, VIT: 856, SPD: 79, LUK: 1, Attack: 144064, Defense: 85590, Current HP: 2464, A Avg: 1200053, D Avg: 119825, [Spectral Sword Shigure[172, 0, 0, 0], Slafield[232, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 489: HP: 2070, STR: 6134, VIT: 734, SPD: 79, LUK: 1, Attack: 144064, Defense: 86209, Current HP: 2070, A Avg: 1200053, D Avg: 120692, [Spectral Sword Shigure[172, 0, 0, 0], Mist Shield[233, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 488: HP: 1558, STR: 6134, VIT: 1281, SPD: 79, LUK: 1, Attack: 144064, Defense: 86249, Current HP: 1558, A Avg: 1200053, D Avg: 120748, [Spectral Sword Shigure[172, 0, 0, 0], Huge Shield[234, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 487: HP: 1482, STR: 6134, VIT: 1367, SPD: 79, LUK: 1, Attack: 144064, Defense: 88207, Current HP: 1482, A Avg: 1200053, D Avg: 123489, [Spectral Sword Shigure[172, 0, 0, 0], Aurora Shield[240, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 486: HP: 2910, STR: 6134, VIT: 1120, SPD: 79, LUK: 1, Attack: 144064, Defense: 88545, Current HP: 2910, A Avg: 1200053, D Avg: 123962, [Spectral Sword Shigure[172, 0, 0, 0], Cloud Shield[241, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 485: HP: 1368, STR: 6134, VIT: 205, SPD: 79, LUK: 1, Attack: 144064, Defense: 86994, Current HP: 1368, A Avg: 1200053, D Avg: 121791, [Spectral Sword Shigure[172, 0, 0, 0], Graffiti[243, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 484: HP: 1368, STR: 6134, VIT: 2238, SPD: 79, LUK: 1, Attack: 144064, Defense: 92016, Current HP: 1368, A Avg: 1200053, D Avg: 128822, [Spectral Sword Shigure[172, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 483: HP: 1843, STR: 6134, VIT: 3097, SPD: 79, LUK: 1, Attack: 144064, Defense: 89885, Current HP: 1843, A Avg: 1200053, D Avg: 125838, [Spectral Sword Shigure[172, 0, 0, 0], Golem Shield[245, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 482: HP: 1653, STR: 6134, VIT: 1039, SPD: 85, LUK: 1, Attack: 144064, Defense: 86917, Current HP: 1653, A Avg: 1200053, D Avg: 121683, [Spectral Sword Shigure[172, 0, 0, 0], Sticky thread shield[247, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 481: HP: 2713, STR: 6134, VIT: 963, SPD: 79, LUK: 1, Attack: 144064, Defense: 87179, Current HP: 2713, A Avg: 1200053, D Avg: 122050, [Spectral Sword Shigure[172, 0, 0, 0], King Shield[248, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 480: HP: 1840, STR: 6134, VIT: 1027, SPD: 79, LUK: 1, Attack: 144064, Defense: 88062, Current HP: 1840, A Avg: 1200053, D Avg: 123286, [Spectral Sword Shigure[172, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 479: HP: 1440, STR: 6134, VIT: 1425, SPD: 79, LUK: 1, Attack: 144064, Defense: 88473, Current HP: 1440, A Avg: 1200053, D Avg: 123862, [Spectral Sword Shigure[172, 0, 0, 0], Ghost shield[251, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 478: HP: 6574, STR: 8162, VIT: 2155, SPD: 79, LUK: 2, Attack: 144066, Defense: 86343, Current HP: 6574, A Avg: 1200069, D Avg: 120880, [Wild Card[175, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 477: HP: 2393, STR: 6137, VIT: 2686, SPD: 90, LUK: 1, Attack: 144069, Defense: 90254, Current HP: 2393, A Avg: 1200094, D Avg: 126355, [Spectral Sword Shigure[172, 0, 0, 0], Storm Wall[242, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 476: HP: 2109, STR: 8394, VIT: 790, SPD: 85, LUK: 1, Attack: 144083, Defense: 85134, Current HP: 2109, A Avg: 1200211, D Avg: 119187, [Neural Edge[190, 0, 0, 0], V Magnum[238, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 475: HP: 2020, STR: 8397, VIT: 1139, SPD: 95, LUK: 1, Attack: 144087, Defense: 84862, Current HP: 2020, A Avg: 1200244, D Avg: 118806, [Neural Edge[190, 0, 0, 0], Pot Lid[201, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 474: HP: 2020, STR: 8397, VIT: 1139, SPD: 95, LUK: 1, Attack: 144087, Defense: 84872, Current HP: 2020, A Avg: 1200244, D Avg: 118820, [Neural Edge[190, 0, 0, 0], High Pot Lid[202, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 473: HP: 1919, STR: 8397, VIT: 1204, SPD: 95, LUK: 1, Attack: 144087, Defense: 85073, Current HP: 1919, A Avg: 1200244, D Avg: 119102, [Neural Edge[190, 0, 0, 0], Wooden Shield[203, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 472: HP: 1919, STR: 8397, VIT: 1211, SPD: 95, LUK: 1, Attack: 144087, Defense: 85015, Current HP: 1919, A Avg: 1200244, D Avg: 119020, [Neural Edge[190, 0, 0, 0], Iron Shield[204, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 471: HP: 1919, STR: 8397, VIT: 1300, SPD: 95, LUK: 1, Attack: 144087, Defense: 85163, Current HP: 1919, A Avg: 1200244, D Avg: 119228, [Neural Edge[190, 0, 0, 0], Titanium Shield[205, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 470: HP: 1919, STR: 8397, VIT: 1322, SPD: 95, LUK: 1, Attack: 144087, Defense: 85211, Current HP: 1919, A Avg: 1200244, D Avg: 119295, [Neural Edge[190, 0, 0, 0], Large iron Shield[206, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 469: HP: 2020, STR: 8397, VIT: 1352, SPD: 95, LUK: 1, Attack: 144087, Defense: 85228, Current HP: 2020, A Avg: 1200244, D Avg: 119319, [Neural Edge[190, 0, 0, 0], Magic Shield[207, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 468: HP: 2403, STR: 8397, VIT: 1513, SPD: 95, LUK: 1, Attack: 144087, Defense: 85350, Current HP: 2403, A Avg: 1200244, D Avg: 119489, [Neural Edge[190, 0, 0, 0], Emerald Shield[209, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 467: HP: 2080, STR: 8397, VIT: 1251, SPD: 95, LUK: 1, Attack: 144087, Defense: 85023, Current HP: 2080, A Avg: 1200244, D Avg: 119032, [Neural Edge[190, 0, 0, 0], Clear Shield[211, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 466: HP: 2120, STR: 8397, VIT: 1352, SPD: 95, LUK: 1, Attack: 144087, Defense: 85371, Current HP: 2120, A Avg: 1200244, D Avg: 119519, [Neural Edge[190, 0, 0, 0], Prism Shield[212, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 465: HP: 1995, STR: 8397, VIT: 1311, SPD: 95, LUK: 1, Attack: 144087, Defense: 85239, Current HP: 1995, A Avg: 1200244, D Avg: 119334, [Neural Edge[190, 0, 0, 0], Tower Shield[213, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 464: HP: 2806, STR: 8397, VIT: 1668, SPD: 95, LUK: 1, Attack: 144087, Defense: 86230, Current HP: 2806, A Avg: 1200244, D Avg: 120721, [Neural Edge[190, 0, 0, 0], Slime Shield[221, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 463: HP: 2701, STR: 8397, VIT: 1300, SPD: 95, LUK: 1, Attack: 144087, Defense: 85228, Current HP: 2701, A Avg: 1200244, D Avg: 119319, [Neural Edge[190, 0, 0, 0], Hardwood Shield[223, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 462: HP: 2020, STR: 8397, VIT: 2162, SPD: 95, LUK: 1, Attack: 144087, Defense: 88950, Current HP: 2020, A Avg: 1200244, D Avg: 124529, [Neural Edge[190, 0, 0, 0], Energy Shield[227, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 461: HP: 4265, STR: 8397, VIT: 1194, SPD: 95, LUK: 1, Attack: 144087, Defense: 87111, Current HP: 4265, A Avg: 1200244, D Avg: 121955, [Neural Edge[190, 0, 0, 0], Frying Pan[231, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 460: HP: 3044, STR: 8397, VIT: 1790, SPD: 95, LUK: 1, Attack: 144087, Defense: 86524, Current HP: 3044, A Avg: 1200244, D Avg: 121133, [Neural Edge[190, 0, 0, 0], Slafield[232, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 459: HP: 2650, STR: 8397, VIT: 1668, SPD: 95, LUK: 1, Attack: 144087, Defense: 87143, Current HP: 2650, A Avg: 1200244, D Avg: 122000, [Neural Edge[190, 0, 0, 0], Mist Shield[233, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 458: HP: 2109, STR: 8397, VIT: 2259, SPD: 95, LUK: 1, Attack: 144087, Defense: 87227, Current HP: 2109, A Avg: 1200244, D Avg: 122117, [Neural Edge[190, 0, 0, 0], Huge Shield[234, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 457: HP: 2033, STR: 8397, VIT: 2301, SPD: 95, LUK: 1, Attack: 144087, Defense: 89141, Current HP: 2033, A Avg: 1200244, D Avg: 124797, [Neural Edge[190, 0, 0, 0], Aurora Shield[240, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 456: HP: 3490, STR: 8397, VIT: 2054, SPD: 95, LUK: 1, Attack: 144087, Defense: 89479, Current HP: 3490, A Avg: 1200244, D Avg: 125270, [Neural Edge[190, 0, 0, 0], Cloud Shield[241, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 455: HP: 1919, STR: 8397, VIT: 1139, SPD: 95, LUK: 1, Attack: 144087, Defense: 87928, Current HP: 1919, A Avg: 1200244, D Avg: 123099, [Neural Edge[190, 0, 0, 0], Graffiti[243, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 454: HP: 1919, STR: 8397, VIT: 3172, SPD: 95, LUK: 1, Attack: 144087, Defense: 92950, Current HP: 1919, A Avg: 1200244, D Avg: 130129, [Neural Edge[190, 0, 0, 0], Blank Shield[244, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 453: HP: 2394, STR: 8397, VIT: 4075, SPD: 95, LUK: 1, Attack: 144087, Defense: 90863, Current HP: 2394, A Avg: 1200244, D Avg: 127208, [Neural Edge[190, 0, 0, 0], Golem Shield[245, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 452: HP: 2204, STR: 8397, VIT: 1973, SPD: 100, LUK: 1, Attack: 144087, Defense: 87851, Current HP: 2204, A Avg: 1200244, D Avg: 122991, [Neural Edge[190, 0, 0, 0], Sticky thread shield[247, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 451: HP: 3264, STR: 8397, VIT: 1942, SPD: 95, LUK: 1, Attack: 144087, Defense: 88158, Current HP: 3264, A Avg: 1200244, D Avg: 123421, [Neural Edge[190, 0, 0, 0], King Shield[248, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 450: HP: 2420, STR: 8397, VIT: 1960, SPD: 95, LUK: 1, Attack: 144087, Defense: 88995, Current HP: 2420, A Avg: 1200244, D Avg: 124592, [Neural Edge[190, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 449: HP: 2020, STR: 8397, VIT: 2359, SPD: 95, LUK: 1, Attack: 144087, Defense: 89407, Current HP: 2020, A Avg: 1200244, D Avg: 125169, [Neural Edge[190, 0, 0, 0], Ghost shield[251, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 448: HP: 1840, STR: 6153, VIT: 1237, SPD: 85, LUK: 1, Attack: 144093, Defense: 86231, Current HP: 1840, A Avg: 1200294, D Avg: 120723, [Spectral Sword Shigure[172, 0, 0, 0], Metalization[228, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 447: HP: 3477, STR: 8250, VIT: 2853, SPD: 129, LUK: 1, Attack: 144117, Defense: 90681, Current HP: 3477, A Avg: 1200494, D Avg: 126953, [Stargazer[183, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 446: HP: 1723, STR: 6171, VIT: 545, SPD: 79, LUK: 1, Attack: 144120, Defense: 84486, Current HP: 1723, A Avg: 1200519, D Avg: 118280, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Scales[215, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 445: HP: 4780, STR: 8256, VIT: 3055, SPD: 90, LUK: 1, Attack: 144126, Defense: 89843, Current HP: 4780, A Avg: 1200569, D Avg: 125780, [Stargazer[183, 0, 0, 0], C Magnum[239, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 444: HP: 2274, STR: 8428, VIT: 1524, SPD: 95, LUK: 1, Attack: 144134, Defense: 85465, Current HP: 2274, A Avg: 1200636, D Avg: 119650, [Neural Edge[190, 0, 0, 0], Dragon's Scales[215, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 443: HP: 1590, STR: 8428, VIT: 461, SPD: 85, LUK: 1, Attack: 144134, Defense: 84350, Current HP: 1590, A Avg: 1200636, D Avg: 118089, [Neural Edge[190, 0, 0, 0], Small Lion[219, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 442: HP: 1957, STR: 7932, VIT: 1170, SPD: 95, LUK: 1, Attack: 144148, Defense: 88998, Current HP: 1957, A Avg: 1200752, D Avg: 124597, [Basic[169, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 441: HP: 7465, STR: 10302, VIT: 1615, SPD: 90, LUK: 1, Attack: 144172, Defense: 86843, Current HP: 7465, A Avg: 1200952, D Avg: 121580, [Spear of Regression[182, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 440: HP: 2489, STR: 6207, VIT: 913, SPD: 85, LUK: 1, Attack: 144174, Defense: 85049, Current HP: 2489, A Avg: 1200969, D Avg: 119068, [Spectral Sword Shigure[172, 0, 0, 0], Magnum[237, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 439: HP: 8147, STR: 10312, VIT: 1142, SPD: 95, LUK: 1, Attack: 144187, Defense: 87930, Current HP: 8147, A Avg: 1201077, D Avg: 123101, [Spear of Regression[182, 0, 0, 0], C Magnum[239, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 438: HP: 1990, STR: 6246, VIT: 548, SPD: 85, LUK: 1, Attack: 144232, Defense: 84437, Current HP: 1990, A Avg: 1201452, D Avg: 118211, [Spectral Sword Shigure[172, 0, 0, 0], Small Lion[219, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 437: HP: 4351, STR: 8355, VIT: 3828, SPD: 95, LUK: 1, Attack: 144274, Defense: 88016, Current HP: 4351, A Avg: 1201802, D Avg: 123222, [Stargazer[183, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 436: HP: 2679, STR: 4011, VIT: 122, SPD: 85, LUK: 1, Attack: 144296, Defense: 86910, Current HP: 2679, A Avg: 1201985, D Avg: 121673, [Big Bang[171, 0, 0, 0], C Magnum[239, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 435: HP: 2820, STR: 4012, VIT: 237, SPD: 90, LUK: 1, Attack: 144298, Defense: 87025, Current HP: 2820, A Avg: 1202002, D Avg: 121834, [Big Bang[171, 0, 0, 0], C Magnum[239, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 434: HP: 1394, STR: 8540, VIT: 471, SPD: 85, LUK: 1, Attack: 144302, Defense: 84477, Current HP: 1394, A Avg: 1202035, D Avg: 118267, [Neural Edge[190, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 433: HP: 1007, STR: 10329, VIT: 956, SPD: 129, LUK: 1, Attack: 144310, Defense: 88784, Current HP: 1007, A Avg: 1202102, D Avg: 124297, [Blue Sword[180, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 432: HP: 1387, STR: 6300, VIT: 419, SPD: 79, LUK: 1, Attack: 144313, Defense: 84425, Current HP: 1387, A Avg: 1202127, D Avg: 118194, [Spectral Sword Shigure[172, 0, 0, 0], Wings of Beast[210, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 431: HP: 1368, STR: 6300, VIT: 5289, SPD: 79, LUK: 1, Attack: 144313, Defense: 90959, Current HP: 1368, A Avg: 1202127, D Avg: 127342, [Spectral Sword Shigure[172, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 430: HP: 988, STR: 11284, VIT: 143, SPD: 79, LUK: 1, Attack: 144319, Defense: 87971, Current HP: 988, A Avg: 1202177, D Avg: 123159, [Jack Knife[185, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 429: HP: 2960, STR: 6308, VIT: 520, SPD: 95, LUK: 1, Attack: 144325, Defense: 87308, Current HP: 2960, A Avg: 1202227, D Avg: 122231, [Spectral Sword Shigure[172, 0, 0, 0], C Magnum[239, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 428: HP: 1919, STR: 8565, VIT: 1352, SPD: 100, LUK: 1, Attack: 144339, Defense: 85377, Current HP: 1919, A Avg: 1202343, D Avg: 119527, [Neural Edge[190, 0, 0, 0], Conductive Barrier[208, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 427: HP: 1973, STR: 11736, VIT: 1633, SPD: 90, LUK: 1, Attack: 144354, Defense: 89461, Current HP: 1973, A Avg: 1202468, D Avg: 125245, [Divine Dragon Sword[181, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 426: HP: 2479, STR: 8580, VIT: 1526, SPD: 95, LUK: 1, Attack: 144362, Defense: 85766, Current HP: 2479, A Avg: 1202535, D Avg: 120072, [Neural Edge[190, 0, 0, 0], Dragon's Wings[216, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 425: HP: 1040, STR: 8580, VIT: 122, SPD: 79, LUK: 1, Attack: 144362, Defense: 83845, Current HP: 1040, A Avg: 1202535, D Avg: 117382, [Neural Edge[190, 0, 0, 0], Pot Lid[201, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 424: HP: 1040, STR: 8580, VIT: 122, SPD: 79, LUK: 1, Attack: 144362, Defense: 83855, Current HP: 1040, A Avg: 1202535, D Avg: 117396, [Neural Edge[190, 0, 0, 0], High Pot Lid[202, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 423: HP: 988, STR: 8580, VIT: 139, SPD: 79, LUK: 1, Attack: 144362, Defense: 84008, Current HP: 988, A Avg: 1202535, D Avg: 117611, [Neural Edge[190, 0, 0, 0], Wooden Shield[203, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 422: HP: 988, STR: 8580, VIT: 145, SPD: 79, LUK: 1, Attack: 144362, Defense: 83949, Current HP: 988, A Avg: 1202535, D Avg: 117528, [Neural Edge[190, 0, 0, 0], Iron Shield[204, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 421: HP: 988, STR: 8580, VIT: 234, SPD: 79, LUK: 1, Attack: 144362, Defense: 84097, Current HP: 988, A Avg: 1202535, D Avg: 117735, [Neural Edge[190, 0, 0, 0], Titanium Shield[205, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 420: HP: 988, STR: 8580, VIT: 256, SPD: 79, LUK: 1, Attack: 144362, Defense: 84145, Current HP: 988, A Avg: 1202535, D Avg: 117802, [Neural Edge[190, 0, 0, 0], Large iron Shield[206, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 419: HP: 1040, STR: 8580, VIT: 336, SPD: 79, LUK: 1, Attack: 144362, Defense: 84212, Current HP: 1040, A Avg: 1202535, D Avg: 117896, [Neural Edge[190, 0, 0, 0], Magic Shield[207, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 418: HP: 1472, STR: 8580, VIT: 448, SPD: 79, LUK: 1, Attack: 144362, Defense: 84285, Current HP: 1472, A Avg: 1202535, D Avg: 117998, [Neural Edge[190, 0, 0, 0], Emerald Shield[209, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 417: HP: 1100, STR: 8580, VIT: 234, SPD: 79, LUK: 1, Attack: 144362, Defense: 84006, Current HP: 1100, A Avg: 1202535, D Avg: 117608, [Neural Edge[190, 0, 0, 0], Clear Shield[211, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 416: HP: 1140, STR: 8580, VIT: 336, SPD: 79, LUK: 1, Attack: 144362, Defense: 84355, Current HP: 1140, A Avg: 1202535, D Avg: 118096, [Neural Edge[190, 0, 0, 0], Prism Shield[212, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 415: HP: 1064, STR: 8580, VIT: 245, SPD: 79, LUK: 1, Attack: 144362, Defense: 84173, Current HP: 1064, A Avg: 1202535, D Avg: 117842, [Neural Edge[190, 0, 0, 0], Tower Shield[213, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 414: HP: 1826, STR: 8580, VIT: 651, SPD: 79, LUK: 1, Attack: 144362, Defense: 85213, Current HP: 1826, A Avg: 1202535, D Avg: 119298, [Neural Edge[190, 0, 0, 0], Slime Shield[221, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 413: HP: 1770, STR: 8580, VIT: 234, SPD: 79, LUK: 1, Attack: 144362, Defense: 84162, Current HP: 1770, A Avg: 1202535, D Avg: 117826, [Neural Edge[190, 0, 0, 0], Hardwood Shield[223, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 412: HP: 1040, STR: 8580, VIT: 1145, SPD: 79, LUK: 1, Attack: 144362, Defense: 87933, Current HP: 1040, A Avg: 1202535, D Avg: 123106, [Neural Edge[190, 0, 0, 0], Energy Shield[227, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 411: HP: 3334, STR: 8580, VIT: 128, SPD: 79, LUK: 1, Attack: 144362, Defense: 86045, Current HP: 3334, A Avg: 1202535, D Avg: 120462, [Neural Edge[190, 0, 0, 0], Frying Pan[231, 0, 0, 0], Ring of power[314, 0, 0, 0]]
