Rank 1000: HP: 1040, STR: 603733, VIT: 1228, SPD: 31, LUK: 1, Attack: 1033601, Defense: 88276, Current HP: 1040, A Avg: 8609896, D Avg: 123586, [Impulse[166, 230, 230, 230], Ghost shield[251, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 510: HP: 636, STR: 607672, VIT: 263, SPD: 31, LUK: 1, Attack: 1042085, Defense: 85491, Current HP: 636, A Avg: 8680568, D Avg: 119687, [Tekken[188, 230, 230, 230], Wave Motion Sword[226, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 509: HP: 731, STR: 607672, VIT: 363, SPD: 31, LUK: 1, Attack: 1042085, Defense: 85591, Current HP: 731, A Avg: 8680568, D Avg: 119827, [Tekken[188, 230, 230, 230], Wave Motion Sword[226, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 508: HP: 864, STR: 607828, VIT: 361, SPD: 31, LUK: 1, Attack: 1042319, Defense: 85589, Current HP: 864, A Avg: 8682517, D Avg: 119824, [Tekken[188, 230, 230, 230], Wave Motion Sword[226, 230, 230, 230], Seal of the High King[319, 230, 230, 230]]
Rank 507: HP: 636, STR: 607840, VIT: 346, SPD: 31, LUK: 1, Attack: 1042337, Defense: 85574, Current HP: 636, A Avg: 8682667, D Avg: 119803, [Tekken[188, 230, 230, 230], Wave Motion Sword[226, 230, 230, 230], Oculus Ring[315, 230, 230, 230]]
Rank 506: HP: 1107, STR: 609940, VIT: 744, SPD: 38, LUK: 1, Attack: 1042475, Defense: 88572, Current HP: 1107, A Avg: 8683816, D Avg: 124000, [White Snake[160, 230, 230, 230], Black Sword Breath[252, 230, 230, 230], Black Box[323, 230, 230, 230]]
Rank 505: HP: 636, STR: 608008, VIT: 242, SPD: 31, LUK: 1, Attack: 1042589, Defense: 85470, Current HP: 636, A Avg: 8684766, D Avg: 119657, [Tekken[188, 230, 230, 230], Wave Motion Sword[226, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 504: HP: 997, STR: 608386, VIT: 637, SPD: 38, LUK: 1, Attack: 1043156, Defense: 85865, Current HP: 997, A Avg: 8689489, D Avg: 120210, [Tekken[188, 230, 230, 230], Wave Motion Sword[226, 230, 230, 230], Black Box[323, 230, 230, 230]]
Rank 503: HP: 665, STR: 609193, VIT: 267, SPD: 31, LUK: 1, Attack: 1045281, Defense: 84273, Current HP: 665, A Avg: 8707190, D Avg: 117982, [Neural Edge[190, 230, 230, 230], Wings of Beast[210, 230, 230, 230], Seal of the High King[319, 230, 230, 230]]
Rank 502: HP: 646, STR: 609193, VIT: 2149, SPD: 31, LUK: 1, Attack: 1045281, Defense: 87819, Current HP: 646, A Avg: 8707190, D Avg: 122946, [Neural Edge[190, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], Seal of the High King[319, 230, 230, 230]]
Rank 501: HP: 756, STR: 609315, VIT: 267, SPD: 31, LUK: 1, Attack: 1045464, Defense: 84767, Current HP: 756, A Avg: 8708715, D Avg: 118673, [Neural Edge[190, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Seal of the High King[319, 230, 230, 230]]
Rank 500: HP: 665, STR: 609558, VIT: 228, SPD: 31, LUK: 1, Attack: 1045829, Defense: 84091, Current HP: 665, A Avg: 8711755, D Avg: 117727, [Neural Edge[190, 230, 230, 230], Small Sword[218, 230, 230, 230], Seal of the High King[319, 230, 230, 230]]
Rank 499: HP: 1216, STR: 609613, VIT: 1184, SPD: 31, LUK: 1, Attack: 1045911, Defense: 88752, Current HP: 1216, A Avg: 8712438, D Avg: 124252, [Neural Edge[190, 230, 230, 230], Storm Wall[242, 230, 230, 230], Seal of the High King[319, 230, 230, 230]]
Rank 498: HP: 883, STR: 609718, VIT: 267, SPD: 31, LUK: 1, Attack: 1046069, Defense: 84156, Current HP: 883, A Avg: 8713754, D Avg: 117818, [Neural Edge[190, 230, 230, 230], Small Lion[219, 230, 230, 230], Seal of the High King[319, 230, 230, 230]]
Rank 497: HP: 811, STR: 609735, VIT: 278, SPD: 31, LUK: 1, Attack: 1046094, Defense: 84284, Current HP: 811, A Avg: 8713963, D Avg: 117997, [Neural Edge[190, 230, 230, 230], Small Dragon Sword[224, 230, 230, 230], Seal of the High King[319, 230, 230, 230]]
Rank 496: HP: 646, STR: 610520, VIT: 178, SPD: 31, LUK: 1, Attack: 1047272, Defense: 84366, Current HP: 646, A Avg: 8723775, D Avg: 118112, [Neural Edge[190, 230, 230, 230], Dragon Sword[225, 230, 230, 230], Seal of the High King[319, 230, 230, 230]]
Rank 495: HP: 864, STR: 611041, VIT: 361, SPD: 31, LUK: 1, Attack: 1048053, Defense: 85589, Current HP: 864, A Avg: 8730281, D Avg: 119824, [Neural Edge[190, 230, 230, 230], Wave Motion Sword[226, 230, 230, 230], Seal of the High King[319, 230, 230, 230]]
Rank 494: HP: 988, STR: 615705, VIT: 1105, SPD: 31, LUK: 1, Attack: 1049371, Defense: 88673, Current HP: 988, A Avg: 8741260, D Avg: 124142, [Tornado[111, 230, 230, 230], Storm Wall[242, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 493: HP: 988, STR: 615705, VIT: 1105, SPD: 31, LUK: 1, Attack: 1049371, Defense: 88673, Current HP: 988, A Avg: 8741260, D Avg: 124142, [Tornado[111, 230, 230, 230], Storm Wall[242, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 492: HP: 988, STR: 615705, VIT: 1105, SPD: 31, LUK: 1, Attack: 1049371, Defense: 88673, Current HP: 988, A Avg: 8741260, D Avg: 124142, [Tornado[111, 230, 230, 230], Storm Wall[242, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 491: HP: 988, STR: 615705, VIT: 1105, SPD: 31, LUK: 1, Attack: 1049371, Defense: 88673, Current HP: 988, A Avg: 8741260, D Avg: 124142, [Tornado[111, 230, 230, 230], Storm Wall[242, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 490: HP: 988, STR: 615705, VIT: 1105, SPD: 31, LUK: 1, Attack: 1049371, Defense: 88673, Current HP: 988, A Avg: 8741260, D Avg: 124142, [Tornado[111, 230, 230, 230], Storm Wall[242, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 489: HP: 988, STR: 615820, VIT: 1105, SPD: 31, LUK: 1, Attack: 1049953, Defense: 88673, Current HP: 988, A Avg: 8746108, D Avg: 124142, [Giant Tornado[114, 230, 230, 230], Storm Wall[242, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 488: HP: 988, STR: 615820, VIT: 1105, SPD: 31, LUK: 1, Attack: 1049953, Defense: 88673, Current HP: 988, A Avg: 8746108, D Avg: 124142, [Giant Tornado[114, 230, 230, 230], Storm Wall[242, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 487: HP: 988, STR: 615820, VIT: 1105, SPD: 31, LUK: 1, Attack: 1049953, Defense: 88673, Current HP: 988, A Avg: 8746108, D Avg: 124142, [Giant Tornado[114, 230, 230, 230], Storm Wall[242, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 486: HP: 988, STR: 615820, VIT: 1105, SPD: 31, LUK: 1, Attack: 1049953, Defense: 88673, Current HP: 988, A Avg: 8746108, D Avg: 124142, [Giant Tornado[114, 230, 230, 230], Storm Wall[242, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 485: HP: 988, STR: 615820, VIT: 1105, SPD: 31, LUK: 1, Attack: 1049953, Defense: 88673, Current HP: 988, A Avg: 8746108, D Avg: 124142, [Giant Tornado[114, 230, 230, 230], Storm Wall[242, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 484: HP: 646, STR: 612826, VIT: 178, SPD: 31, LUK: 1, Attack: 1050731, Defense: 88006, Current HP: 646, A Avg: 8752589, D Avg: 123208, [Neural Edge[190, 230, 230, 230], Black Sword Breath[252, 230, 230, 230], Seal of the High King[319, 230, 230, 230]]
Rank 483: HP: 532, STR: 616483, VIT: 742, SPD: 31, LUK: 1, Attack: 1051907, Defense: 84748, Current HP: 532, A Avg: 8762385, D Avg: 118647, [Pulse Knife[165, 230, 230, 230], Wings of Beast[210, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 482: HP: 513, STR: 616483, VIT: 2624, SPD: 31, LUK: 1, Attack: 1051907, Defense: 88294, Current HP: 513, A Avg: 8762385, D Avg: 123611, [Pulse Knife[165, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 481: HP: 532, STR: 616483, VIT: 742, SPD: 31, LUK: 1, Attack: 1051907, Defense: 84748, Current HP: 532, A Avg: 8762385, D Avg: 118647, [Pulse Knife[165, 230, 230, 230], Wings of Beast[210, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 480: HP: 513, STR: 616483, VIT: 2624, SPD: 31, LUK: 1, Attack: 1051907, Defense: 88294, Current HP: 513, A Avg: 8762385, D Avg: 123611, [Pulse Knife[165, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 479: HP: 532, STR: 616483, VIT: 742, SPD: 31, LUK: 1, Attack: 1051907, Defense: 84748, Current HP: 532, A Avg: 8762385, D Avg: 118647, [Pulse Knife[165, 230, 230, 230], Wings of Beast[210, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 478: HP: 513, STR: 616483, VIT: 2624, SPD: 31, LUK: 1, Attack: 1051907, Defense: 88294, Current HP: 513, A Avg: 8762385, D Avg: 123611, [Pulse Knife[165, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 477: HP: 532, STR: 616483, VIT: 742, SPD: 31, LUK: 1, Attack: 1051907, Defense: 84748, Current HP: 532, A Avg: 8762385, D Avg: 118647, [Pulse Knife[165, 230, 230, 230], Wings of Beast[210, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 476: HP: 513, STR: 616483, VIT: 2624, SPD: 31, LUK: 1, Attack: 1051907, Defense: 88294, Current HP: 513, A Avg: 8762385, D Avg: 123611, [Pulse Knife[165, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 475: HP: 532, STR: 616483, VIT: 742, SPD: 31, LUK: 1, Attack: 1051907, Defense: 84748, Current HP: 532, A Avg: 8762385, D Avg: 118647, [Pulse Knife[165, 230, 230, 230], Wings of Beast[210, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 474: HP: 513, STR: 616483, VIT: 2624, SPD: 31, LUK: 1, Attack: 1051907, Defense: 88294, Current HP: 513, A Avg: 8762385, D Avg: 123611, [Pulse Knife[165, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 473: HP: 623, STR: 616622, VIT: 742, SPD: 31, LUK: 1, Attack: 1052115, Defense: 85242, Current HP: 623, A Avg: 8764117, D Avg: 119338, [Pulse Knife[165, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 472: HP: 623, STR: 616622, VIT: 742, SPD: 31, LUK: 1, Attack: 1052115, Defense: 85242, Current HP: 623, A Avg: 8764117, D Avg: 119338, [Pulse Knife[165, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 471: HP: 623, STR: 616622, VIT: 742, SPD: 31, LUK: 1, Attack: 1052115, Defense: 85242, Current HP: 623, A Avg: 8764117, D Avg: 119338, [Pulse Knife[165, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 470: HP: 623, STR: 616622, VIT: 742, SPD: 31, LUK: 1, Attack: 1052115, Defense: 85242, Current HP: 623, A Avg: 8764117, D Avg: 119338, [Pulse Knife[165, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 469: HP: 623, STR: 616622, VIT: 742, SPD: 31, LUK: 1, Attack: 1052115, Defense: 85242, Current HP: 623, A Avg: 8764117, D Avg: 119338, [Pulse Knife[165, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 468: HP: 980, STR: 616017, VIT: 593, SPD: 31, LUK: 1, Attack: 1052491, Defense: 85093, Current HP: 980, A Avg: 8767250, D Avg: 119130, [Gladius[162, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 467: HP: 980, STR: 616017, VIT: 593, SPD: 31, LUK: 1, Attack: 1052491, Defense: 85093, Current HP: 980, A Avg: 8767250, D Avg: 119130, [Gladius[162, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 466: HP: 980, STR: 616017, VIT: 593, SPD: 31, LUK: 1, Attack: 1052491, Defense: 85093, Current HP: 980, A Avg: 8767250, D Avg: 119130, [Gladius[162, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 465: HP: 980, STR: 616017, VIT: 593, SPD: 31, LUK: 1, Attack: 1052491, Defense: 85093, Current HP: 980, A Avg: 8767250, D Avg: 119130, [Gladius[162, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 464: HP: 980, STR: 616017, VIT: 593, SPD: 31, LUK: 1, Attack: 1052491, Defense: 85093, Current HP: 980, A Avg: 8767250, D Avg: 119130, [Gladius[162, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 463: HP: 532, STR: 616900, VIT: 703, SPD: 31, LUK: 1, Attack: 1052532, Defense: 84566, Current HP: 532, A Avg: 8767591, D Avg: 118392, [Pulse Knife[165, 230, 230, 230], Small Sword[218, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 462: HP: 532, STR: 616900, VIT: 703, SPD: 31, LUK: 1, Attack: 1052532, Defense: 84566, Current HP: 532, A Avg: 8767591, D Avg: 118392, [Pulse Knife[165, 230, 230, 230], Small Sword[218, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 461: HP: 532, STR: 616900, VIT: 703, SPD: 31, LUK: 1, Attack: 1052532, Defense: 84566, Current HP: 532, A Avg: 8767591, D Avg: 118392, [Pulse Knife[165, 230, 230, 230], Small Sword[218, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 460: HP: 532, STR: 616900, VIT: 703, SPD: 31, LUK: 1, Attack: 1052532, Defense: 84566, Current HP: 532, A Avg: 8767591, D Avg: 118392, [Pulse Knife[165, 230, 230, 230], Small Sword[218, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 459: HP: 532, STR: 616900, VIT: 703, SPD: 31, LUK: 1, Attack: 1052532, Defense: 84566, Current HP: 532, A Avg: 8767591, D Avg: 118392, [Pulse Knife[165, 230, 230, 230], Small Sword[218, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 458: HP: 1083, STR: 616963, VIT: 1660, SPD: 31, LUK: 1, Attack: 1052627, Defense: 89228, Current HP: 1083, A Avg: 8768382, D Avg: 124919, [Pulse Knife[165, 230, 230, 230], Storm Wall[242, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 457: HP: 1083, STR: 616963, VIT: 1660, SPD: 31, LUK: 1, Attack: 1052627, Defense: 89228, Current HP: 1083, A Avg: 8768382, D Avg: 124919, [Pulse Knife[165, 230, 230, 230], Storm Wall[242, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 456: HP: 1083, STR: 616963, VIT: 1660, SPD: 31, LUK: 1, Attack: 1052627, Defense: 89228, Current HP: 1083, A Avg: 8768382, D Avg: 124919, [Pulse Knife[165, 230, 230, 230], Storm Wall[242, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 455: HP: 1083, STR: 616963, VIT: 1660, SPD: 31, LUK: 1, Attack: 1052627, Defense: 89228, Current HP: 1083, A Avg: 8768382, D Avg: 124919, [Pulse Knife[165, 230, 230, 230], Storm Wall[242, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 454: HP: 1083, STR: 616963, VIT: 1660, SPD: 31, LUK: 1, Attack: 1052627, Defense: 89228, Current HP: 1083, A Avg: 8768382, D Avg: 124919, [Pulse Knife[165, 230, 230, 230], Storm Wall[242, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 453: HP: 750, STR: 617083, VIT: 742, SPD: 31, LUK: 1, Attack: 1052807, Defense: 84631, Current HP: 750, A Avg: 8769882, D Avg: 118483, [Pulse Knife[165, 230, 230, 230], Small Lion[219, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 452: HP: 750, STR: 617083, VIT: 742, SPD: 31, LUK: 1, Attack: 1052807, Defense: 84631, Current HP: 750, A Avg: 8769882, D Avg: 118483, [Pulse Knife[165, 230, 230, 230], Small Lion[219, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 451: HP: 750, STR: 617083, VIT: 742, SPD: 31, LUK: 1, Attack: 1052807, Defense: 84631, Current HP: 750, A Avg: 8769882, D Avg: 118483, [Pulse Knife[165, 230, 230, 230], Small Lion[219, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 450: HP: 750, STR: 617083, VIT: 742, SPD: 31, LUK: 1, Attack: 1052807, Defense: 84631, Current HP: 750, A Avg: 8769882, D Avg: 118483, [Pulse Knife[165, 230, 230, 230], Small Lion[219, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 449: HP: 750, STR: 617083, VIT: 742, SPD: 31, LUK: 1, Attack: 1052807, Defense: 84631, Current HP: 750, A Avg: 8769882, D Avg: 118483, [Pulse Knife[165, 230, 230, 230], Small Lion[219, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 448: HP: 678, STR: 617102, VIT: 753, SPD: 31, LUK: 1, Attack: 1052835, Defense: 84759, Current HP: 678, A Avg: 8770115, D Avg: 118662, [Pulse Knife[165, 230, 230, 230], Small Dragon Sword[224, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 447: HP: 678, STR: 617102, VIT: 753, SPD: 31, LUK: 1, Attack: 1052835, Defense: 84759, Current HP: 678, A Avg: 8770115, D Avg: 118662, [Pulse Knife[165, 230, 230, 230], Small Dragon Sword[224, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 446: HP: 678, STR: 617102, VIT: 753, SPD: 31, LUK: 1, Attack: 1052835, Defense: 84759, Current HP: 678, A Avg: 8770115, D Avg: 118662, [Pulse Knife[165, 230, 230, 230], Small Dragon Sword[224, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 445: HP: 678, STR: 617102, VIT: 753, SPD: 31, LUK: 1, Attack: 1052835, Defense: 84759, Current HP: 678, A Avg: 8770115, D Avg: 118662, [Pulse Knife[165, 230, 230, 230], Small Dragon Sword[224, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 444: HP: 678, STR: 617102, VIT: 753, SPD: 31, LUK: 1, Attack: 1052835, Defense: 84759, Current HP: 678, A Avg: 8770115, D Avg: 118662, [Pulse Knife[165, 230, 230, 230], Small Dragon Sword[224, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 443: HP: 1007, STR: 616579, VIT: 844, SPD: 31, LUK: 1, Attack: 1052870, Defense: 84850, Current HP: 1007, A Avg: 8770407, D Avg: 118789, [Impulse[166, 230, 230, 230], Wings of Beast[210, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 442: HP: 988, STR: 616579, VIT: 2726, SPD: 31, LUK: 1, Attack: 1052870, Defense: 88396, Current HP: 988, A Avg: 8770407, D Avg: 123754, [Impulse[166, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 441: HP: 1007, STR: 616579, VIT: 844, SPD: 31, LUK: 1, Attack: 1052870, Defense: 84850, Current HP: 1007, A Avg: 8770407, D Avg: 118789, [Impulse[166, 230, 230, 230], Wings of Beast[210, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 440: HP: 988, STR: 616579, VIT: 2726, SPD: 31, LUK: 1, Attack: 1052870, Defense: 88396, Current HP: 988, A Avg: 8770407, D Avg: 123754, [Impulse[166, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 439: HP: 1007, STR: 616579, VIT: 844, SPD: 31, LUK: 1, Attack: 1052870, Defense: 84850, Current HP: 1007, A Avg: 8770407, D Avg: 118789, [Impulse[166, 230, 230, 230], Wings of Beast[210, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 438: HP: 988, STR: 616579, VIT: 2726, SPD: 31, LUK: 1, Attack: 1052870, Defense: 88396, Current HP: 988, A Avg: 8770407, D Avg: 123754, [Impulse[166, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 437: HP: 1007, STR: 616579, VIT: 844, SPD: 31, LUK: 1, Attack: 1052870, Defense: 84850, Current HP: 1007, A Avg: 8770407, D Avg: 118789, [Impulse[166, 230, 230, 230], Wings of Beast[210, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 436: HP: 988, STR: 616579, VIT: 2726, SPD: 31, LUK: 1, Attack: 1052870, Defense: 88396, Current HP: 988, A Avg: 8770407, D Avg: 123754, [Impulse[166, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 435: HP: 1007, STR: 616579, VIT: 844, SPD: 31, LUK: 1, Attack: 1052870, Defense: 84850, Current HP: 1007, A Avg: 8770407, D Avg: 118789, [Impulse[166, 230, 230, 230], Wings of Beast[210, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 434: HP: 988, STR: 616579, VIT: 2726, SPD: 31, LUK: 1, Attack: 1052870, Defense: 88396, Current HP: 988, A Avg: 8770407, D Avg: 123754, [Impulse[166, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 433: HP: 1098, STR: 616718, VIT: 844, SPD: 31, LUK: 1, Attack: 1053078, Defense: 85344, Current HP: 1098, A Avg: 8772139, D Avg: 119481, [Impulse[166, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 432: HP: 1098, STR: 616718, VIT: 844, SPD: 31, LUK: 1, Attack: 1053078, Defense: 85344, Current HP: 1098, A Avg: 8772139, D Avg: 119481, [Impulse[166, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 431: HP: 1098, STR: 616718, VIT: 844, SPD: 31, LUK: 1, Attack: 1053078, Defense: 85344, Current HP: 1098, A Avg: 8772139, D Avg: 119481, [Impulse[166, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 430: HP: 1098, STR: 616718, VIT: 844, SPD: 31, LUK: 1, Attack: 1053078, Defense: 85344, Current HP: 1098, A Avg: 8772139, D Avg: 119481, [Impulse[166, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 429: HP: 1098, STR: 616718, VIT: 844, SPD: 31, LUK: 1, Attack: 1053078, Defense: 85344, Current HP: 1098, A Avg: 8772139, D Avg: 119481, [Impulse[166, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 428: HP: 1007, STR: 616996, VIT: 805, SPD: 31, LUK: 1, Attack: 1053495, Defense: 84668, Current HP: 1007, A Avg: 8775613, D Avg: 118535, [Impulse[166, 230, 230, 230], Small Sword[218, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 427: HP: 1007, STR: 616996, VIT: 805, SPD: 31, LUK: 1, Attack: 1053495, Defense: 84668, Current HP: 1007, A Avg: 8775613, D Avg: 118535, [Impulse[166, 230, 230, 230], Small Sword[218, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 426: HP: 1007, STR: 616996, VIT: 805, SPD: 31, LUK: 1, Attack: 1053495, Defense: 84668, Current HP: 1007, A Avg: 8775613, D Avg: 118535, [Impulse[166, 230, 230, 230], Small Sword[218, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 425: HP: 1007, STR: 616996, VIT: 805, SPD: 31, LUK: 1, Attack: 1053495, Defense: 84668, Current HP: 1007, A Avg: 8775613, D Avg: 118535, [Impulse[166, 230, 230, 230], Small Sword[218, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 424: HP: 1007, STR: 616996, VIT: 805, SPD: 31, LUK: 1, Attack: 1053495, Defense: 84668, Current HP: 1007, A Avg: 8775613, D Avg: 118535, [Impulse[166, 230, 230, 230], Small Sword[218, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 423: HP: 1558, STR: 617059, VIT: 1761, SPD: 31, LUK: 1, Attack: 1053590, Defense: 89329, Current HP: 1558, A Avg: 8776404, D Avg: 125060, [Impulse[166, 230, 230, 230], Storm Wall[242, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 422: HP: 1558, STR: 617059, VIT: 1761, SPD: 31, LUK: 1, Attack: 1053590, Defense: 89329, Current HP: 1558, A Avg: 8776404, D Avg: 125060, [Impulse[166, 230, 230, 230], Storm Wall[242, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 421: HP: 1558, STR: 617059, VIT: 1761, SPD: 31, LUK: 1, Attack: 1053590, Defense: 89329, Current HP: 1558, A Avg: 8776404, D Avg: 125060, [Impulse[166, 230, 230, 230], Storm Wall[242, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 420: HP: 1558, STR: 617059, VIT: 1761, SPD: 31, LUK: 1, Attack: 1053590, Defense: 89329, Current HP: 1558, A Avg: 8776404, D Avg: 125060, [Impulse[166, 230, 230, 230], Storm Wall[242, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 419: HP: 1558, STR: 617059, VIT: 1761, SPD: 31, LUK: 1, Attack: 1053590, Defense: 89329, Current HP: 1558, A Avg: 8776404, D Avg: 125060, [Impulse[166, 230, 230, 230], Storm Wall[242, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 418: HP: 1225, STR: 617179, VIT: 844, SPD: 31, LUK: 1, Attack: 1053770, Defense: 84733, Current HP: 1225, A Avg: 8777904, D Avg: 118626, [Impulse[166, 230, 230, 230], Small Lion[219, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 417: HP: 1225, STR: 617179, VIT: 844, SPD: 31, LUK: 1, Attack: 1053770, Defense: 84733, Current HP: 1225, A Avg: 8777904, D Avg: 118626, [Impulse[166, 230, 230, 230], Small Lion[219, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 416: HP: 1225, STR: 617179, VIT: 844, SPD: 31, LUK: 1, Attack: 1053770, Defense: 84733, Current HP: 1225, A Avg: 8777904, D Avg: 118626, [Impulse[166, 230, 230, 230], Small Lion[219, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 415: HP: 1225, STR: 617179, VIT: 844, SPD: 31, LUK: 1, Attack: 1053770, Defense: 84733, Current HP: 1225, A Avg: 8777904, D Avg: 118626, [Impulse[166, 230, 230, 230], Small Lion[219, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
