Rank 1000: HP: 285, STR: 602304, VIT: 130, SPD: 1, LUK: 1, Attack: 1031457, Defense: 83967, Current HP: 285, A Avg: 8592036, D Avg: 117553, [Impulse[166, 230, 230, 230], Emerald Shield[209, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 485: HP: 627, STR: 615456, VIT: 435, SPD: 1, LUK: 1, Attack: 1049407, Defense: 88003, Current HP: 627, A Avg: 8741560, D Avg: 123204, [Giant Tornado[114, 230, 230, 230], Storm Wall[242, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 484: HP: 627, STR: 615456, VIT: 435, SPD: 1, LUK: 1, Attack: 1049407, Defense: 88003, Current HP: 627, A Avg: 8741560, D Avg: 123204, [Giant Tornado[114, 230, 230, 230], Storm Wall[242, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 483: HP: 171, STR: 615024, VIT: 72, SPD: 1, LUK: 1, Attack: 1049718, Defense: 84078, Current HP: 171, A Avg: 8744150, D Avg: 117709, [Pulse Knife[165, 230, 230, 230], Wings of Beast[210, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 482: HP: 152, STR: 615024, VIT: 62, SPD: 1, LUK: 1, Attack: 1049718, Defense: 85732, Current HP: 152, A Avg: 8744150, D Avg: 120024, [Pulse Knife[165, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 481: HP: 171, STR: 615024, VIT: 72, SPD: 1, LUK: 1, Attack: 1049718, Defense: 84078, Current HP: 171, A Avg: 8744150, D Avg: 117709, [Pulse Knife[165, 230, 230, 230], Wings of Beast[210, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 480: HP: 152, STR: 615024, VIT: 62, SPD: 1, LUK: 1, Attack: 1049718, Defense: 85732, Current HP: 152, A Avg: 8744150, D Avg: 120024, [Pulse Knife[165, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 479: HP: 171, STR: 615024, VIT: 72, SPD: 1, LUK: 1, Attack: 1049718, Defense: 84078, Current HP: 171, A Avg: 8744150, D Avg: 117709, [Pulse Knife[165, 230, 230, 230], Wings of Beast[210, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 478: HP: 152, STR: 615024, VIT: 62, SPD: 1, LUK: 1, Attack: 1049718, Defense: 85732, Current HP: 152, A Avg: 8744150, D Avg: 120024, [Pulse Knife[165, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 477: HP: 171, STR: 615024, VIT: 72, SPD: 1, LUK: 1, Attack: 1049718, Defense: 84078, Current HP: 171, A Avg: 8744150, D Avg: 117709, [Pulse Knife[165, 230, 230, 230], Wings of Beast[210, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 476: HP: 152, STR: 615024, VIT: 62, SPD: 1, LUK: 1, Attack: 1049718, Defense: 85732, Current HP: 152, A Avg: 8744150, D Avg: 120024, [Pulse Knife[165, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 475: HP: 171, STR: 615024, VIT: 72, SPD: 1, LUK: 1, Attack: 1049718, Defense: 84078, Current HP: 171, A Avg: 8744150, D Avg: 117709, [Pulse Knife[165, 230, 230, 230], Wings of Beast[210, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 474: HP: 152, STR: 615024, VIT: 62, SPD: 1, LUK: 1, Attack: 1049718, Defense: 85732, Current HP: 152, A Avg: 8744150, D Avg: 120024, [Pulse Knife[165, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 473: HP: 190, STR: 615072, VIT: 72, SPD: 1, LUK: 1, Attack: 1049790, Defense: 84572, Current HP: 190, A Avg: 8744750, D Avg: 118400, [Pulse Knife[165, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 472: HP: 190, STR: 615072, VIT: 72, SPD: 1, LUK: 1, Attack: 1049790, Defense: 84572, Current HP: 190, A Avg: 8744750, D Avg: 118400, [Pulse Knife[165, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 471: HP: 190, STR: 615072, VIT: 72, SPD: 1, LUK: 1, Attack: 1049790, Defense: 84572, Current HP: 190, A Avg: 8744750, D Avg: 118400, [Pulse Knife[165, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 470: HP: 190, STR: 615072, VIT: 72, SPD: 1, LUK: 1, Attack: 1049790, Defense: 84572, Current HP: 190, A Avg: 8744750, D Avg: 118400, [Pulse Knife[165, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 469: HP: 190, STR: 615072, VIT: 72, SPD: 1, LUK: 1, Attack: 1049790, Defense: 84572, Current HP: 190, A Avg: 8744750, D Avg: 118400, [Pulse Knife[165, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 468: HP: 209, STR: 615096, VIT: 83, SPD: 1, LUK: 1, Attack: 1049826, Defense: 84089, Current HP: 209, A Avg: 8745050, D Avg: 117724, [Pulse Knife[165, 230, 230, 230], Small Dragon Sword[224, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 467: HP: 209, STR: 615096, VIT: 83, SPD: 1, LUK: 1, Attack: 1049826, Defense: 84089, Current HP: 209, A Avg: 8745050, D Avg: 117724, [Pulse Knife[165, 230, 230, 230], Small Dragon Sword[224, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 466: HP: 209, STR: 615096, VIT: 83, SPD: 1, LUK: 1, Attack: 1049826, Defense: 84089, Current HP: 209, A Avg: 8745050, D Avg: 117724, [Pulse Knife[165, 230, 230, 230], Small Dragon Sword[224, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 465: HP: 209, STR: 615096, VIT: 83, SPD: 1, LUK: 1, Attack: 1049826, Defense: 84089, Current HP: 209, A Avg: 8745050, D Avg: 117724, [Pulse Knife[165, 230, 230, 230], Small Dragon Sword[224, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 464: HP: 209, STR: 615096, VIT: 83, SPD: 1, LUK: 1, Attack: 1049826, Defense: 84089, Current HP: 209, A Avg: 8745050, D Avg: 117724, [Pulse Knife[165, 230, 230, 230], Small Dragon Sword[224, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 463: HP: 171, STR: 615168, VIT: 72, SPD: 1, LUK: 1, Attack: 1049934, Defense: 83935, Current HP: 171, A Avg: 8745950, D Avg: 117508, [Pulse Knife[165, 230, 230, 230], Small Sword[218, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 462: HP: 209, STR: 615168, VIT: 72, SPD: 1, LUK: 1, Attack: 1049934, Defense: 83961, Current HP: 209, A Avg: 8745950, D Avg: 117545, [Pulse Knife[165, 230, 230, 230], Small Lion[219, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 461: HP: 171, STR: 615168, VIT: 72, SPD: 1, LUK: 1, Attack: 1049934, Defense: 83935, Current HP: 171, A Avg: 8745950, D Avg: 117508, [Pulse Knife[165, 230, 230, 230], Small Sword[218, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 460: HP: 209, STR: 615168, VIT: 72, SPD: 1, LUK: 1, Attack: 1049934, Defense: 83961, Current HP: 209, A Avg: 8745950, D Avg: 117545, [Pulse Knife[165, 230, 230, 230], Small Lion[219, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 459: HP: 171, STR: 615168, VIT: 72, SPD: 1, LUK: 1, Attack: 1049934, Defense: 83935, Current HP: 171, A Avg: 8745950, D Avg: 117508, [Pulse Knife[165, 230, 230, 230], Small Sword[218, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 458: HP: 209, STR: 615168, VIT: 72, SPD: 1, LUK: 1, Attack: 1049934, Defense: 83961, Current HP: 209, A Avg: 8745950, D Avg: 117545, [Pulse Knife[165, 230, 230, 230], Small Lion[219, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 457: HP: 171, STR: 615168, VIT: 72, SPD: 1, LUK: 1, Attack: 1049934, Defense: 83935, Current HP: 171, A Avg: 8745950, D Avg: 117508, [Pulse Knife[165, 230, 230, 230], Small Sword[218, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 456: HP: 209, STR: 615168, VIT: 72, SPD: 1, LUK: 1, Attack: 1049934, Defense: 83961, Current HP: 209, A Avg: 8745950, D Avg: 117545, [Pulse Knife[165, 230, 230, 230], Small Lion[219, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 455: HP: 171, STR: 615168, VIT: 72, SPD: 1, LUK: 1, Attack: 1049934, Defense: 83935, Current HP: 171, A Avg: 8745950, D Avg: 117508, [Pulse Knife[165, 230, 230, 230], Small Sword[218, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 454: HP: 209, STR: 615168, VIT: 72, SPD: 1, LUK: 1, Attack: 1049934, Defense: 83961, Current HP: 209, A Avg: 8745950, D Avg: 117545, [Pulse Knife[165, 230, 230, 230], Small Lion[219, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 453: HP: 152, STR: 615264, VIT: 62, SPD: 1, LUK: 1, Attack: 1050078, Defense: 84250, Current HP: 152, A Avg: 8747149, D Avg: 117949, [Pulse Knife[165, 230, 230, 230], Dragon Sword[225, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 452: HP: 152, STR: 615264, VIT: 62, SPD: 1, LUK: 1, Attack: 1050078, Defense: 84250, Current HP: 152, A Avg: 8747149, D Avg: 117949, [Pulse Knife[165, 230, 230, 230], Dragon Sword[225, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 451: HP: 152, STR: 615264, VIT: 62, SPD: 1, LUK: 1, Attack: 1050078, Defense: 84250, Current HP: 152, A Avg: 8747149, D Avg: 117949, [Pulse Knife[165, 230, 230, 230], Dragon Sword[225, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 450: HP: 152, STR: 615264, VIT: 62, SPD: 1, LUK: 1, Attack: 1050078, Defense: 84250, Current HP: 152, A Avg: 8747149, D Avg: 117949, [Pulse Knife[165, 230, 230, 230], Dragon Sword[225, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 449: HP: 152, STR: 615264, VIT: 62, SPD: 1, LUK: 1, Attack: 1050078, Defense: 84250, Current HP: 152, A Avg: 8747149, D Avg: 117949, [Pulse Knife[165, 230, 230, 230], Dragon Sword[225, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 448: HP: 190, STR: 615312, VIT: 87, SPD: 1, LUK: 1, Attack: 1050150, Defense: 85315, Current HP: 190, A Avg: 8747749, D Avg: 119440, [Pulse Knife[165, 230, 230, 230], Wave Motion Sword[226, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 447: HP: 190, STR: 615312, VIT: 87, SPD: 1, LUK: 1, Attack: 1050150, Defense: 85315, Current HP: 190, A Avg: 8747749, D Avg: 119440, [Pulse Knife[165, 230, 230, 230], Wave Motion Sword[226, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 446: HP: 190, STR: 615312, VIT: 87, SPD: 1, LUK: 1, Attack: 1050150, Defense: 85315, Current HP: 190, A Avg: 8747749, D Avg: 119440, [Pulse Knife[165, 230, 230, 230], Wave Motion Sword[226, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 445: HP: 190, STR: 615312, VIT: 87, SPD: 1, LUK: 1, Attack: 1050150, Defense: 85315, Current HP: 190, A Avg: 8747749, D Avg: 119440, [Pulse Knife[165, 230, 230, 230], Wave Motion Sword[226, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 444: HP: 190, STR: 615312, VIT: 87, SPD: 1, LUK: 1, Attack: 1050150, Defense: 85315, Current HP: 190, A Avg: 8747749, D Avg: 119440, [Pulse Knife[165, 230, 230, 230], Wave Motion Sword[226, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 443: HP: 722, STR: 615504, VIT: 477, SPD: 1, LUK: 1, Attack: 1050438, Defense: 88045, Current HP: 722, A Avg: 8750148, D Avg: 123262, [Pulse Knife[165, 230, 230, 230], Storm Wall[242, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 442: HP: 722, STR: 615504, VIT: 477, SPD: 1, LUK: 1, Attack: 1050438, Defense: 88045, Current HP: 722, A Avg: 8750148, D Avg: 123262, [Pulse Knife[165, 230, 230, 230], Storm Wall[242, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 441: HP: 722, STR: 615504, VIT: 477, SPD: 1, LUK: 1, Attack: 1050438, Defense: 88045, Current HP: 722, A Avg: 8750148, D Avg: 123262, [Pulse Knife[165, 230, 230, 230], Storm Wall[242, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 440: HP: 722, STR: 615504, VIT: 477, SPD: 1, LUK: 1, Attack: 1050438, Defense: 88045, Current HP: 722, A Avg: 8750148, D Avg: 123262, [Pulse Knife[165, 230, 230, 230], Storm Wall[242, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 439: HP: 722, STR: 615504, VIT: 477, SPD: 1, LUK: 1, Attack: 1050438, Defense: 88045, Current HP: 722, A Avg: 8750148, D Avg: 123262, [Pulse Knife[165, 230, 230, 230], Storm Wall[242, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 438: HP: 285, STR: 615120, VIT: 134, SPD: 1, LUK: 1, Attack: 1050681, Defense: 84140, Current HP: 285, A Avg: 8752172, D Avg: 117795, [Impulse[166, 230, 230, 230], Wings of Beast[210, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 437: HP: 266, STR: 615120, VIT: 124, SPD: 1, LUK: 1, Attack: 1050681, Defense: 85794, Current HP: 266, A Avg: 8752172, D Avg: 120111, [Impulse[166, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 436: HP: 285, STR: 615120, VIT: 134, SPD: 1, LUK: 1, Attack: 1050681, Defense: 84140, Current HP: 285, A Avg: 8752172, D Avg: 117795, [Impulse[166, 230, 230, 230], Wings of Beast[210, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 435: HP: 266, STR: 615120, VIT: 124, SPD: 1, LUK: 1, Attack: 1050681, Defense: 85794, Current HP: 266, A Avg: 8752172, D Avg: 120111, [Impulse[166, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 434: HP: 285, STR: 615120, VIT: 134, SPD: 1, LUK: 1, Attack: 1050681, Defense: 84140, Current HP: 285, A Avg: 8752172, D Avg: 117795, [Impulse[166, 230, 230, 230], Wings of Beast[210, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 433: HP: 266, STR: 615120, VIT: 124, SPD: 1, LUK: 1, Attack: 1050681, Defense: 85794, Current HP: 266, A Avg: 8752172, D Avg: 120111, [Impulse[166, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 432: HP: 285, STR: 615120, VIT: 134, SPD: 1, LUK: 1, Attack: 1050681, Defense: 84140, Current HP: 285, A Avg: 8752172, D Avg: 117795, [Impulse[166, 230, 230, 230], Wings of Beast[210, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 431: HP: 266, STR: 615120, VIT: 124, SPD: 1, LUK: 1, Attack: 1050681, Defense: 85794, Current HP: 266, A Avg: 8752172, D Avg: 120111, [Impulse[166, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 430: HP: 285, STR: 615120, VIT: 134, SPD: 1, LUK: 1, Attack: 1050681, Defense: 84140, Current HP: 285, A Avg: 8752172, D Avg: 117795, [Impulse[166, 230, 230, 230], Wings of Beast[210, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 429: HP: 266, STR: 615120, VIT: 124, SPD: 1, LUK: 1, Attack: 1050681, Defense: 85794, Current HP: 266, A Avg: 8752172, D Avg: 120111, [Impulse[166, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 428: HP: 266, STR: 614928, VIT: 31, SPD: 1, LUK: 1, Attack: 1050702, Defense: 84037, Current HP: 266, A Avg: 8752347, D Avg: 117651, [Zodiac[184, 230, 230, 230], Wings of Beast[210, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 427: HP: 247, STR: 614928, VIT: 20, SPD: 1, LUK: 1, Attack: 1050702, Defense: 85690, Current HP: 247, A Avg: 8752347, D Avg: 119965, [Zodiac[184, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 426: HP: 266, STR: 614928, VIT: 31, SPD: 1, LUK: 1, Attack: 1050702, Defense: 84037, Current HP: 266, A Avg: 8752347, D Avg: 117651, [Zodiac[184, 230, 230, 230], Wings of Beast[210, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 425: HP: 247, STR: 614928, VIT: 20, SPD: 1, LUK: 1, Attack: 1050702, Defense: 85690, Current HP: 247, A Avg: 8752347, D Avg: 119965, [Zodiac[184, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 424: HP: 266, STR: 614928, VIT: 31, SPD: 1, LUK: 1, Attack: 1050702, Defense: 84037, Current HP: 266, A Avg: 8752347, D Avg: 117651, [Zodiac[184, 230, 230, 230], Wings of Beast[210, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 423: HP: 247, STR: 614928, VIT: 20, SPD: 1, LUK: 1, Attack: 1050702, Defense: 85690, Current HP: 247, A Avg: 8752347, D Avg: 119965, [Zodiac[184, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 422: HP: 266, STR: 614928, VIT: 31, SPD: 1, LUK: 1, Attack: 1050702, Defense: 84037, Current HP: 266, A Avg: 8752347, D Avg: 117651, [Zodiac[184, 230, 230, 230], Wings of Beast[210, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 421: HP: 247, STR: 614928, VIT: 20, SPD: 1, LUK: 1, Attack: 1050702, Defense: 85690, Current HP: 247, A Avg: 8752347, D Avg: 119965, [Zodiac[184, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 420: HP: 266, STR: 614928, VIT: 31, SPD: 1, LUK: 1, Attack: 1050702, Defense: 84037, Current HP: 266, A Avg: 8752347, D Avg: 117651, [Zodiac[184, 230, 230, 230], Wings of Beast[210, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 419: HP: 247, STR: 614928, VIT: 20, SPD: 1, LUK: 1, Attack: 1050702, Defense: 85690, Current HP: 247, A Avg: 8752347, D Avg: 119965, [Zodiac[184, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 418: HP: 304, STR: 615168, VIT: 134, SPD: 1, LUK: 1, Attack: 1050753, Defense: 84634, Current HP: 304, A Avg: 8752772, D Avg: 118487, [Impulse[166, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 417: HP: 304, STR: 615168, VIT: 134, SPD: 1, LUK: 1, Attack: 1050753, Defense: 84634, Current HP: 304, A Avg: 8752772, D Avg: 118487, [Impulse[166, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 416: HP: 304, STR: 615168, VIT: 134, SPD: 1, LUK: 1, Attack: 1050753, Defense: 84634, Current HP: 304, A Avg: 8752772, D Avg: 118487, [Impulse[166, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 415: HP: 304, STR: 615168, VIT: 134, SPD: 1, LUK: 1, Attack: 1050753, Defense: 84634, Current HP: 304, A Avg: 8752772, D Avg: 118487, [Impulse[166, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 414: HP: 304, STR: 615168, VIT: 134, SPD: 1, LUK: 1, Attack: 1050753, Defense: 84634, Current HP: 304, A Avg: 8752772, D Avg: 118487, [Impulse[166, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 413: HP: 285, STR: 614976, VIT: 31, SPD: 1, LUK: 1, Attack: 1050774, Defense: 84531, Current HP: 285, A Avg: 8752947, D Avg: 118343, [Zodiac[184, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 412: HP: 285, STR: 614976, VIT: 31, SPD: 1, LUK: 1, Attack: 1050774, Defense: 84531, Current HP: 285, A Avg: 8752947, D Avg: 118343, [Zodiac[184, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 411: HP: 285, STR: 614976, VIT: 31, SPD: 1, LUK: 1, Attack: 1050774, Defense: 84531, Current HP: 285, A Avg: 8752947, D Avg: 118343, [Zodiac[184, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 410: HP: 285, STR: 614976, VIT: 31, SPD: 1, LUK: 1, Attack: 1050774, Defense: 84531, Current HP: 285, A Avg: 8752947, D Avg: 118343, [Zodiac[184, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 409: HP: 285, STR: 614976, VIT: 31, SPD: 1, LUK: 1, Attack: 1050774, Defense: 84531, Current HP: 285, A Avg: 8752947, D Avg: 118343, [Zodiac[184, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 408: HP: 323, STR: 615192, VIT: 145, SPD: 1, LUK: 1, Attack: 1050789, Defense: 84151, Current HP: 323, A Avg: 8753072, D Avg: 117811, [Impulse[166, 230, 230, 230], Small Dragon Sword[224, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 407: HP: 323, STR: 615192, VIT: 145, SPD: 1, LUK: 1, Attack: 1050789, Defense: 84151, Current HP: 323, A Avg: 8753072, D Avg: 117811, [Impulse[166, 230, 230, 230], Small Dragon Sword[224, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 406: HP: 323, STR: 615192, VIT: 145, SPD: 1, LUK: 1, Attack: 1050789, Defense: 84151, Current HP: 323, A Avg: 8753072, D Avg: 117811, [Impulse[166, 230, 230, 230], Small Dragon Sword[224, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 405: HP: 323, STR: 615192, VIT: 145, SPD: 1, LUK: 1, Attack: 1050789, Defense: 84151, Current HP: 323, A Avg: 8753072, D Avg: 117811, [Impulse[166, 230, 230, 230], Small Dragon Sword[224, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 404: HP: 323, STR: 615192, VIT: 145, SPD: 1, LUK: 1, Attack: 1050789, Defense: 84151, Current HP: 323, A Avg: 8753072, D Avg: 117811, [Impulse[166, 230, 230, 230], Small Dragon Sword[224, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 403: HP: 304, STR: 615000, VIT: 41, SPD: 1, LUK: 1, Attack: 1050810, Defense: 84047, Current HP: 304, A Avg: 8753247, D Avg: 117665, [Zodiac[184, 230, 230, 230], Small Dragon Sword[224, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 402: HP: 304, STR: 615000, VIT: 41, SPD: 1, LUK: 1, Attack: 1050810, Defense: 84047, Current HP: 304, A Avg: 8753247, D Avg: 117665, [Zodiac[184, 230, 230, 230], Small Dragon Sword[224, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 401: HP: 304, STR: 615000, VIT: 41, SPD: 1, LUK: 1, Attack: 1050810, Defense: 84047, Current HP: 304, A Avg: 8753247, D Avg: 117665, [Zodiac[184, 230, 230, 230], Small Dragon Sword[224, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 400: HP: 304, STR: 615000, VIT: 41, SPD: 1, LUK: 1, Attack: 1050810, Defense: 84047, Current HP: 304, A Avg: 8753247, D Avg: 117665, [Zodiac[184, 230, 230, 230], Small Dragon Sword[224, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 399: HP: 304, STR: 615000, VIT: 41, SPD: 1, LUK: 1, Attack: 1050810, Defense: 84047, Current HP: 304, A Avg: 8753247, D Avg: 117665, [Zodiac[184, 230, 230, 230], Small Dragon Sword[224, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 398: HP: 285, STR: 615264, VIT: 134, SPD: 1, LUK: 1, Attack: 1050897, Defense: 83997, Current HP: 285, A Avg: 8753972, D Avg: 117595, [Impulse[166, 230, 230, 230], Small Sword[218, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 397: HP: 323, STR: 615264, VIT: 134, SPD: 1, LUK: 1, Attack: 1050897, Defense: 84023, Current HP: 323, A Avg: 8753972, D Avg: 117632, [Impulse[166, 230, 230, 230], Small Lion[219, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 396: HP: 285, STR: 615264, VIT: 134, SPD: 1, LUK: 1, Attack: 1050897, Defense: 83997, Current HP: 285, A Avg: 8753972, D Avg: 117595, [Impulse[166, 230, 230, 230], Small Sword[218, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 395: HP: 323, STR: 615264, VIT: 134, SPD: 1, LUK: 1, Attack: 1050897, Defense: 84023, Current HP: 323, A Avg: 8753972, D Avg: 117632, [Impulse[166, 230, 230, 230], Small Lion[219, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 394: HP: 285, STR: 615264, VIT: 134, SPD: 1, LUK: 1, Attack: 1050897, Defense: 83997, Current HP: 285, A Avg: 8753972, D Avg: 117595, [Impulse[166, 230, 230, 230], Small Sword[218, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 393: HP: 323, STR: 615264, VIT: 134, SPD: 1, LUK: 1, Attack: 1050897, Defense: 84023, Current HP: 323, A Avg: 8753972, D Avg: 117632, [Impulse[166, 230, 230, 230], Small Lion[219, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 392: HP: 285, STR: 615264, VIT: 134, SPD: 1, LUK: 1, Attack: 1050897, Defense: 83997, Current HP: 285, A Avg: 8753972, D Avg: 117595, [Impulse[166, 230, 230, 230], Small Sword[218, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 391: HP: 323, STR: 615264, VIT: 134, SPD: 1, LUK: 1, Attack: 1050897, Defense: 84023, Current HP: 323, A Avg: 8753972, D Avg: 117632, [Impulse[166, 230, 230, 230], Small Lion[219, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 390: HP: 285, STR: 615264, VIT: 134, SPD: 1, LUK: 1, Attack: 1050897, Defense: 83997, Current HP: 285, A Avg: 8753972, D Avg: 117595, [Impulse[166, 230, 230, 230], Small Sword[218, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 389: HP: 323, STR: 615264, VIT: 134, SPD: 1, LUK: 1, Attack: 1050897, Defense: 84023, Current HP: 323, A Avg: 8753972, D Avg: 117632, [Impulse[166, 230, 230, 230], Small Lion[219, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
