Rank 1000: HP: 2204, STR: 8078, VIT: 1146, SPD: 81, LUK: 1, Attack: 141636, Defense: 88974, Current HP: 2204, A Avg: 1179827, D Avg: 124563, [Progress[147, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 488: HP: 6782, STR: 9622, VIT: 1478, SPD: 81, LUK: 1, Attack: 143152, Defense: 86706, Current HP: 6782, A Avg: 1192456, D Avg: 121388, [Spear of Regression[182, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 487: HP: 2242, STR: 7774, VIT: 1374, SPD: 85, LUK: 1, Attack: 143153, Defense: 85614, Current HP: 2242, A Avg: 1192464, D Avg: 119859, [Neural Edge[190, 0, 0, 0], Dragon's Wings[216, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 486: HP: 4380, STR: 7616, VIT: 2784, SPD: 81, LUK: 1, Attack: 143166, Defense: 89572, Current HP: 4380, A Avg: 1192572, D Avg: 125400, [Stargazer[183, 0, 0, 0], C Magnum[239, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 485: HP: 7286, STR: 7568, VIT: 2852, SPD: 81, LUK: 1, Attack: 143175, Defense: 88080, Current HP: 7286, A Avg: 1192647, D Avg: 123311, [Wild Card[175, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 484: HP: 6479, STR: 9649, VIT: 705, SPD: 76, LUK: 1, Attack: 143193, Defense: 87493, Current HP: 6479, A Avg: 1192797, D Avg: 122490, [Spear of Regression[182, 0, 0, 0], C Magnum[239, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 483: HP: 2299, STR: 5556, VIT: 195, SPD: 76, LUK: 2, Attack: 143197, Defense: 86983, Current HP: 2299, A Avg: 1192831, D Avg: 121776, [Spectral Sword Shigure[172, 0, 0, 0], C Magnum[239, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 482: HP: 1729, STR: 5557, VIT: 585, SPD: 71, LUK: 2, Attack: 143199, Defense: 85813, Current HP: 1729, A Avg: 1192847, D Avg: 120138, [Spectral Sword Shigure[172, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 481: HP: 2755, STR: 9591, VIT: 1755, SPD: 90, LUK: 1, Attack: 143203, Defense: 88543, Current HP: 2755, A Avg: 1192880, D Avg: 123960, [Blue Sword[180, 0, 0, 0], C Magnum[239, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 480: HP: 1748, STR: 5561, VIT: 408, SPD: 71, LUK: 1, Attack: 143205, Defense: 84297, Current HP: 1748, A Avg: 1192897, D Avg: 118015, [Spectral Sword Shigure[172, 0, 0, 0], Small Lion[219, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 479: HP: 1843, STR: 5561, VIT: 612, SPD: 71, LUK: 1, Attack: 143205, Defense: 84501, Current HP: 1843, A Avg: 1192897, D Avg: 118301, [Spectral Sword Shigure[172, 0, 0, 0], Small Lion[219, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 478: HP: 1843, STR: 5561, VIT: 429, SPD: 71, LUK: 1, Attack: 143205, Defense: 84318, Current HP: 1843, A Avg: 1192897, D Avg: 118045, [Spectral Sword Shigure[172, 0, 0, 0], Small Lion[219, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 477: HP: 940, STR: 7821, VIT: 112, SPD: 71, LUK: 1, Attack: 143223, Defense: 83835, Current HP: 940, A Avg: 1193047, D Avg: 117368, [Neural Edge[190, 0, 0, 0], Pot Lid[201, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 476: HP: 940, STR: 7821, VIT: 112, SPD: 71, LUK: 1, Attack: 143223, Defense: 83845, Current HP: 940, A Avg: 1193047, D Avg: 117382, [Neural Edge[190, 0, 0, 0], High Pot Lid[202, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 475: HP: 893, STR: 7821, VIT: 128, SPD: 71, LUK: 1, Attack: 143223, Defense: 83997, Current HP: 893, A Avg: 1193047, D Avg: 117595, [Neural Edge[190, 0, 0, 0], Wooden Shield[203, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 474: HP: 893, STR: 7821, VIT: 134, SPD: 71, LUK: 1, Attack: 143223, Defense: 83938, Current HP: 893, A Avg: 1193047, D Avg: 117513, [Neural Edge[190, 0, 0, 0], Iron Shield[204, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 473: HP: 893, STR: 7821, VIT: 213, SPD: 71, LUK: 1, Attack: 143223, Defense: 84076, Current HP: 893, A Avg: 1193047, D Avg: 117706, [Neural Edge[190, 0, 0, 0], Titanium Shield[205, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 472: HP: 893, STR: 7821, VIT: 234, SPD: 71, LUK: 1, Attack: 143223, Defense: 84123, Current HP: 893, A Avg: 1193047, D Avg: 117772, [Neural Edge[190, 0, 0, 0], Large iron Shield[206, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 471: HP: 940, STR: 7821, VIT: 305, SPD: 71, LUK: 1, Attack: 143223, Defense: 84181, Current HP: 940, A Avg: 1193047, D Avg: 117853, [Neural Edge[190, 0, 0, 0], Magic Shield[207, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 470: HP: 1330, STR: 7821, VIT: 404, SPD: 71, LUK: 1, Attack: 143223, Defense: 84241, Current HP: 1330, A Avg: 1193047, D Avg: 117937, [Neural Edge[190, 0, 0, 0], Emerald Shield[209, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 469: HP: 1000, STR: 7821, VIT: 213, SPD: 71, LUK: 1, Attack: 143223, Defense: 83985, Current HP: 1000, A Avg: 1193047, D Avg: 117578, [Neural Edge[190, 0, 0, 0], Clear Shield[211, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 468: HP: 1040, STR: 7821, VIT: 305, SPD: 71, LUK: 1, Attack: 143223, Defense: 84324, Current HP: 1040, A Avg: 1193047, D Avg: 118053, [Neural Edge[190, 0, 0, 0], Prism Shield[212, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 467: HP: 969, STR: 7821, VIT: 224, SPD: 71, LUK: 1, Attack: 143223, Defense: 84152, Current HP: 969, A Avg: 1193047, D Avg: 117812, [Neural Edge[190, 0, 0, 0], Tower Shield[213, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 466: HP: 1656, STR: 7821, VIT: 589, SPD: 71, LUK: 1, Attack: 143223, Defense: 85151, Current HP: 1656, A Avg: 1193047, D Avg: 119211, [Neural Edge[190, 0, 0, 0], Slime Shield[221, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 465: HP: 1599, STR: 7821, VIT: 213, SPD: 71, LUK: 1, Attack: 143223, Defense: 84141, Current HP: 1599, A Avg: 1193047, D Avg: 117797, [Neural Edge[190, 0, 0, 0], Hardwood Shield[223, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 464: HP: 940, STR: 7821, VIT: 1062, SPD: 71, LUK: 1, Attack: 143223, Defense: 87850, Current HP: 940, A Avg: 1193047, D Avg: 122989, [Neural Edge[190, 0, 0, 0], Energy Shield[227, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 463: HP: 3097, STR: 7821, VIT: 117, SPD: 71, LUK: 1, Attack: 143223, Defense: 86034, Current HP: 3097, A Avg: 1193047, D Avg: 120447, [Neural Edge[190, 0, 0, 0], Frying Pan[231, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 462: HP: 1884, STR: 7821, VIT: 701, SPD: 71, LUK: 1, Attack: 143223, Defense: 85435, Current HP: 1884, A Avg: 1193047, D Avg: 119608, [Neural Edge[190, 0, 0, 0], Slafield[232, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 461: HP: 1520, STR: 7821, VIT: 589, SPD: 71, LUK: 1, Attack: 143223, Defense: 86064, Current HP: 1520, A Avg: 1193047, D Avg: 120489, [Neural Edge[190, 0, 0, 0], Mist Shield[233, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 460: HP: 1083, STR: 7821, VIT: 1074, SPD: 71, LUK: 1, Attack: 143223, Defense: 86042, Current HP: 1083, A Avg: 1193047, D Avg: 120458, [Neural Edge[190, 0, 0, 0], Huge Shield[234, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 459: HP: 1007, STR: 7821, VIT: 1170, SPD: 71, LUK: 1, Attack: 143223, Defense: 88010, Current HP: 1007, A Avg: 1193047, D Avg: 123213, [Neural Edge[190, 0, 0, 0], Aurora Shield[240, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 458: HP: 2260, STR: 7821, VIT: 933, SPD: 71, LUK: 1, Attack: 143223, Defense: 88358, Current HP: 2260, A Avg: 1193047, D Avg: 123701, [Neural Edge[190, 0, 0, 0], Cloud Shield[241, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 457: HP: 893, STR: 7821, VIT: 112, SPD: 71, LUK: 1, Attack: 143223, Defense: 86901, Current HP: 893, A Avg: 1193047, D Avg: 121661, [Neural Edge[190, 0, 0, 0], Graffiti[243, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 456: HP: 893, STR: 7821, VIT: 1938, SPD: 71, LUK: 1, Attack: 143223, Defense: 91716, Current HP: 893, A Avg: 1193047, D Avg: 128402, [Neural Edge[190, 0, 0, 0], Blank Shield[244, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 455: HP: 1368, STR: 7821, VIT: 2727, SPD: 71, LUK: 1, Attack: 143223, Defense: 89515, Current HP: 1368, A Avg: 1193047, D Avg: 125320, [Neural Edge[190, 0, 0, 0], Golem Shield[245, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 454: HP: 1178, STR: 7821, VIT: 863, SPD: 76, LUK: 1, Attack: 143223, Defense: 86741, Current HP: 1178, A Avg: 1193047, D Avg: 121437, [Neural Edge[190, 0, 0, 0], Sticky thread shield[247, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 453: HP: 2124, STR: 7821, VIT: 800, SPD: 71, LUK: 1, Attack: 143223, Defense: 87016, Current HP: 2124, A Avg: 1193047, D Avg: 121822, [Neural Edge[190, 0, 0, 0], King Shield[248, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 452: HP: 1340, STR: 7821, VIT: 892, SPD: 71, LUK: 1, Attack: 143223, Defense: 87927, Current HP: 1340, A Avg: 1193047, D Avg: 123097, [Neural Edge[190, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 451: HP: 940, STR: 7821, VIT: 1207, SPD: 71, LUK: 1, Attack: 143223, Defense: 88255, Current HP: 940, A Avg: 1193047, D Avg: 123556, [Neural Edge[190, 0, 0, 0], Ghost shield[251, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 450: HP: 1360, STR: 5577, VIT: 419, SPD: 76, LUK: 1, Attack: 143229, Defense: 84282, Current HP: 1360, A Avg: 1193097, D Avg: 117994, [Spectral Sword Shigure[172, 0, 0, 0], Small Sword[218, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 449: HP: 2327, STR: 5583, VIT: 1123, SPD: 81, LUK: 1, Attack: 143238, Defense: 86741, Current HP: 2327, A Avg: 1193172, D Avg: 121437, [Spectral Sword Shigure[172, 0, 0, 0], Mask of the Grim Reaper[214, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 448: HP: 2028, STR: 5586, VIT: 1410, SPD: 81, LUK: 1, Attack: 143242, Defense: 86248, Current HP: 2028, A Avg: 1193205, D Avg: 120747, [Spectral Sword Shigure[172, 0, 0, 0], Bulletproof Shield[235, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 447: HP: 2489, STR: 3326, VIT: 112, SPD: 76, LUK: 2, Attack: 143269, Defense: 86900, Current HP: 2489, A Avg: 1193430, D Avg: 121659, [Big Bang[171, 0, 0, 0], C Magnum[239, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 446: HP: 1748, STR: 7852, VIT: 1218, SPD: 85, LUK: 1, Attack: 143270, Defense: 85224, Current HP: 1748, A Avg: 1193439, D Avg: 119313, [Neural Edge[190, 0, 0, 0], Wings of Beast[210, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 445: HP: 1729, STR: 7852, VIT: 5590, SPD: 85, LUK: 1, Attack: 143270, Defense: 91260, Current HP: 1729, A Avg: 1193439, D Avg: 127763, [Neural Edge[190, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 444: HP: 1219, STR: 7858, VIT: 415, SPD: 71, LUK: 1, Attack: 143279, Defense: 84356, Current HP: 1219, A Avg: 1193514, D Avg: 118098, [Neural Edge[190, 0, 0, 0], Dragon's Scales[215, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 443: HP: 3135, STR: 7698, VIT: 2552, SPD: 71, LUK: 1, Attack: 143289, Defense: 86740, Current HP: 3135, A Avg: 1193597, D Avg: 121435, [Stargazer[183, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 442: HP: 2225, STR: 5619, VIT: 969, SPD: 81, LUK: 1, Attack: 143292, Defense: 85833, Current HP: 2225, A Avg: 1193622, D Avg: 120166, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Head[217, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 441: HP: 2141, STR: 5619, VIT: 1037, SPD: 85, LUK: 1, Attack: 143292, Defense: 85459, Current HP: 2141, A Avg: 1193622, D Avg: 119642, [Spectral Sword Shigure[172, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 440: HP: 1083, STR: 9992, VIT: 1025, SPD: 76, LUK: 1, Attack: 143298, Defense: 85369, Current HP: 1083, A Avg: 1193672, D Avg: 119516, [Zodiac[184, 0, 0, 0], V Magnum[238, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 439: HP: 1885, STR: 5623, VIT: 725, SPD: 81, LUK: 1, Attack: 143298, Defense: 85225, Current HP: 1885, A Avg: 1193672, D Avg: 119314, [Spectral Sword Shigure[172, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 438: HP: 893, STR: 7880, VIT: 132, SPD: 76, LUK: 1, Attack: 143312, Defense: 84268, Current HP: 893, A Avg: 1193788, D Avg: 117975, [Neural Edge[190, 0, 0, 0], Magnum[237, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 437: HP: 988, STR: 7880, VIT: 336, SPD: 76, LUK: 1, Attack: 143312, Defense: 84472, Current HP: 988, A Avg: 1193788, D Avg: 118260, [Neural Edge[190, 0, 0, 0], Magnum[237, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 436: HP: 988, STR: 7880, VIT: 153, SPD: 76, LUK: 1, Attack: 143312, Defense: 84289, Current HP: 988, A Avg: 1193788, D Avg: 118004, [Neural Edge[190, 0, 0, 0], Magnum[237, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 435: HP: 7412, STR: 9735, VIT: 1051, SPD: 85, LUK: 1, Attack: 143322, Defense: 87839, Current HP: 7412, A Avg: 1193872, D Avg: 122974, [Spear of Regression[182, 0, 0, 0], C Magnum[239, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 434: HP: 2356, STR: 7892, VIT: 1581, SPD: 85, LUK: 1, Attack: 143330, Defense: 87199, Current HP: 2356, A Avg: 1193938, D Avg: 122078, [Neural Edge[190, 0, 0, 0], Mask of the Grim Reaper[214, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 433: HP: 2063, STR: 7895, VIT: 1874, SPD: 85, LUK: 1, Attack: 143334, Defense: 86712, Current HP: 2063, A Avg: 1193972, D Avg: 121396, [Neural Edge[190, 0, 0, 0], Bulletproof Shield[235, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 432: HP: 1580, STR: 5654, VIT: 419, SPD: 71, LUK: 1, Attack: 143344, Defense: 84425, Current HP: 1580, A Avg: 1194055, D Avg: 118194, [Spectral Sword Shigure[172, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 431: HP: 1675, STR: 5654, VIT: 622, SPD: 71, LUK: 1, Attack: 143344, Defense: 84628, Current HP: 1675, A Avg: 1194055, D Avg: 118479, [Spectral Sword Shigure[172, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 430: HP: 1675, STR: 5654, VIT: 439, SPD: 71, LUK: 1, Attack: 143344, Defense: 84445, Current HP: 1675, A Avg: 1194055, D Avg: 118222, [Spectral Sword Shigure[172, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 429: HP: 1083, STR: 10028, VIT: 1045, SPD: 71, LUK: 1, Attack: 143352, Defense: 88873, Current HP: 1083, A Avg: 1194122, D Avg: 124422, [Zodiac[184, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 428: HP: 1178, STR: 10028, VIT: 1249, SPD: 71, LUK: 1, Attack: 143352, Defense: 89077, Current HP: 1178, A Avg: 1194122, D Avg: 124707, [Zodiac[184, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 427: HP: 1178, STR: 10028, VIT: 1066, SPD: 71, LUK: 1, Attack: 143352, Defense: 88894, Current HP: 1178, A Avg: 1194122, D Avg: 124451, [Zodiac[184, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 426: HP: 2242, STR: 7926, VIT: 1470, SPD: 85, LUK: 1, Attack: 143381, Defense: 86334, Current HP: 2242, A Avg: 1194363, D Avg: 120867, [Neural Edge[190, 0, 0, 0], Dragon's Head[217, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 425: HP: 2166, STR: 7926, VIT: 1502, SPD: 90, LUK: 1, Attack: 143381, Defense: 85924, Current HP: 2166, A Avg: 1194363, D Avg: 120293, [Neural Edge[190, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 424: HP: 1957, STR: 9113, VIT: 2377, SPD: 85, LUK: 1, Attack: 143403, Defense: 90205, Current HP: 1957, A Avg: 1194546, D Avg: 126286, [Cuttlefish[178, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 423: HP: 2299, STR: 11104, VIT: 2004, SPD: 85, LUK: 1, Attack: 143406, Defense: 89832, Current HP: 2299, A Avg: 1194571, D Avg: 125764, [Divine Dragon Sword[181, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 422: HP: 5453, STR: 9808, VIT: 1045, SPD: 71, LUK: 1, Attack: 143431, Defense: 88873, Current HP: 5453, A Avg: 1194780, D Avg: 124422, [Spear of Regression[182, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 421: HP: 7916, STR: 7741, VIT: 2425, SPD: 85, LUK: 1, Attack: 143435, Defense: 89213, Current HP: 7916, A Avg: 1194813, D Avg: 124898, [Wild Card[175, 0, 0, 0], C Magnum[239, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 420: HP: 1292, STR: 5724, VIT: 215, SPD: 121, LUK: 1, Attack: 143449, Defense: 84559, Current HP: 1292, A Avg: 1194930, D Avg: 118382, [Spectral Sword Shigure[172, 0, 0, 0], V Magnum[238, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 419: HP: 1380, STR: 5734, VIT: 952, SPD: 76, LUK: 1, Attack: 143464, Defense: 85543, Current HP: 1380, A Avg: 1195055, D Avg: 119760, [Spectral Sword Shigure[172, 0, 0, 0], Black Hole[229, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 418: HP: 1820, STR: 5734, VIT: 1048, SPD: 76, LUK: 1, Attack: 143464, Defense: 87966, Current HP: 1820, A Avg: 1195055, D Avg: 123152, [Spectral Sword Shigure[172, 0, 0, 0], White Hole[230, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 417: HP: 2225, STR: 5735, VIT: 1515, SPD: 81, LUK: 1, Attack: 143466, Defense: 88316, Current HP: 2225, A Avg: 1195071, D Avg: 123642, [Spectral Sword Shigure[172, 0, 0, 0], Riot[236, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 416: HP: 2583, STR: 5753, VIT: 1017, SPD: 76, LUK: 1, Attack: 143493, Defense: 87129, Current HP: 2583, A Avg: 1195296, D Avg: 121980, [Spectral Sword Shigure[172, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 415: HP: 893, STR: 8003, VIT: 305, SPD: 76, LUK: 1, Attack: 143496, Defense: 84330, Current HP: 893, A Avg: 1195321, D Avg: 118061, [Neural Edge[190, 0, 0, 0], Conductive Barrier[208, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 414: HP: 2020, STR: 3478, VIT: 635, SPD: 76, LUK: 1, Attack: 143497, Defense: 85863, Current HP: 2020, A Avg: 1195330, D Avg: 120208, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 413: HP: 1406, STR: 8021, VIT: 417, SPD: 71, LUK: 1, Attack: 143523, Defense: 84657, Current HP: 1406, A Avg: 1195546, D Avg: 118519, [Neural Edge[190, 0, 0, 0], Dragon's Wings[216, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 412: HP: 1934, STR: 8025, VIT: 1218, SPD: 85, LUK: 1, Attack: 143529, Defense: 85718, Current HP: 1934, A Avg: 1195596, D Avg: 120005, [Neural Edge[190, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 411: HP: 1919, STR: 3500, VIT: 502, SPD: 71, LUK: 1, Attack: 143530, Defense: 85730, Current HP: 1919, A Avg: 1195604, D Avg: 120021, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 410: HP: 2288, STR: 5780, VIT: 2470, SPD: 81, LUK: 1, Attack: 143533, Defense: 90038, Current HP: 2288, A Avg: 1195629, D Avg: 126053, [Spectral Sword Shigure[172, 0, 0, 0], Storm Wall[242, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 409: HP: 1919, STR: 8030, VIT: 744, SPD: 71, LUK: 1, Attack: 143537, Defense: 84932, Current HP: 1919, A Avg: 1195663, D Avg: 118904, [Neural Edge[190, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 408: HP: 1729, STR: 10764, VIT: 1025, SPD: 85, LUK: 1, Attack: 143539, Defense: 88853, Current HP: 1729, A Avg: 1195679, D Avg: 124394, [Jack Knife[185, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 407: HP: 912, STR: 8033, VIT: 305, SPD: 71, LUK: 1, Attack: 143541, Defense: 84311, Current HP: 912, A Avg: 1195696, D Avg: 118035, [Neural Edge[190, 0, 0, 0], Wings of Beast[210, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 406: HP: 893, STR: 8033, VIT: 4677, SPD: 71, LUK: 1, Attack: 143541, Defense: 90347, Current HP: 893, A Avg: 1195696, D Avg: 126485, [Neural Edge[190, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 405: HP: 1740, STR: 5785, VIT: 1169, SPD: 76, LUK: 1, Attack: 143541, Defense: 86163, Current HP: 1740, A Avg: 1195696, D Avg: 120628, [Spectral Sword Shigure[172, 0, 0, 0], Metalization[228, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 404: HP: 2242, STR: 8035, VIT: 1970, SPD: 85, LUK: 1, Attack: 143544, Defense: 88771, Current HP: 2242, A Avg: 1195721, D Avg: 124279, [Neural Edge[190, 0, 0, 0], Riot[236, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 403: HP: 2489, STR: 3515, VIT: 132, SPD: 76, LUK: 1, Attack: 143552, Defense: 86920, Current HP: 2489, A Avg: 1195788, D Avg: 121687, [Big Bang[171, 0, 0, 0], C Magnum[239, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 402: HP: 2584, STR: 3515, VIT: 336, SPD: 76, LUK: 1, Attack: 143552, Defense: 87124, Current HP: 2584, A Avg: 1195788, D Avg: 121973, [Big Bang[171, 0, 0, 0], C Magnum[239, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 401: HP: 2584, STR: 3515, VIT: 153, SPD: 76, LUK: 1, Attack: 143552, Defense: 86941, Current HP: 2584, A Avg: 1195788, D Avg: 121717, [Big Bang[171, 0, 0, 0], C Magnum[239, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 400: HP: 1340, STR: 5801, VIT: 195, SPD: 71, LUK: 1, Attack: 143565, Defense: 83918, Current HP: 1340, A Avg: 1195896, D Avg: 117485, [Spectral Sword Shigure[172, 0, 0, 0], Pot Lid[201, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 399: HP: 1340, STR: 5801, VIT: 195, SPD: 71, LUK: 1, Attack: 143565, Defense: 83928, Current HP: 1340, A Avg: 1195896, D Avg: 117499, [Spectral Sword Shigure[172, 0, 0, 0], High Pot Lid[202, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 398: HP: 1273, STR: 5801, VIT: 215, SPD: 71, LUK: 1, Attack: 143565, Defense: 84084, Current HP: 1273, A Avg: 1195896, D Avg: 117717, [Spectral Sword Shigure[172, 0, 0, 0], Wooden Shield[203, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 397: HP: 1273, STR: 5801, VIT: 221, SPD: 71, LUK: 1, Attack: 143565, Defense: 84025, Current HP: 1273, A Avg: 1195896, D Avg: 117634, [Spectral Sword Shigure[172, 0, 0, 0], Iron Shield[204, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 396: HP: 1273, STR: 5801, VIT: 300, SPD: 71, LUK: 1, Attack: 143565, Defense: 84163, Current HP: 1273, A Avg: 1195896, D Avg: 117828, [Spectral Sword Shigure[172, 0, 0, 0], Titanium Shield[205, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 395: HP: 1273, STR: 5801, VIT: 321, SPD: 71, LUK: 1, Attack: 143565, Defense: 84210, Current HP: 1273, A Avg: 1195896, D Avg: 117893, [Spectral Sword Shigure[172, 0, 0, 0], Large iron Shield[206, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 394: HP: 1340, STR: 5801, VIT: 388, SPD: 71, LUK: 1, Attack: 143565, Defense: 84264, Current HP: 1340, A Avg: 1195896, D Avg: 117969, [Spectral Sword Shigure[172, 0, 0, 0], Magic Shield[207, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 393: HP: 1710, STR: 5801, VIT: 491, SPD: 71, LUK: 1, Attack: 143565, Defense: 84328, Current HP: 1710, A Avg: 1195896, D Avg: 118059, [Spectral Sword Shigure[172, 0, 0, 0], Emerald Shield[209, 0, 0, 0], Ring of power[314, 0, 0, 0]]
