Rank 1000: HP: 1083, STR: 602981, VIT: 1150, SPD: 15, LUK: 1, Attack: 1032473, Defense: 87938, Current HP: 1083, A Avg: 8600500, D Avg: 123113, [Impulse[166, 230, 230, 230], Golem Shield[245, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 512: HP: 1558, STR: 607160, VIT: 773, SPD: 15, LUK: 1, Attack: 1039459, Defense: 90551, Current HP: 1558, A Avg: 8658693, D Avg: 126771, [Spear of Regression[182, 230, 230, 230], Blank Shield[244, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 511: HP: 1558, STR: 607160, VIT: 773, SPD: 15, LUK: 1, Attack: 1039459, Defense: 90551, Current HP: 1558, A Avg: 8658693, D Avg: 126771, [Spear of Regression[182, 230, 230, 230], Blank Shield[244, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 510: HP: 351, STR: 606580, VIT: 159, SPD: 15, LUK: 1, Attack: 1040447, Defense: 85387, Current HP: 351, A Avg: 8666923, D Avg: 119541, [Tekken[188, 230, 230, 230], Wave Motion Sword[226, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 509: HP: 446, STR: 606580, VIT: 217, SPD: 15, LUK: 1, Attack: 1040447, Defense: 85445, Current HP: 446, A Avg: 8666923, D Avg: 119622, [Tekken[188, 230, 230, 230], Wave Motion Sword[226, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 508: HP: 579, STR: 606610, VIT: 195, SPD: 15, LUK: 1, Attack: 1040492, Defense: 85423, Current HP: 579, A Avg: 8667298, D Avg: 119592, [Tekken[188, 230, 230, 230], Wave Motion Sword[226, 230, 230, 230], Seal of the High King[319, 230, 230, 230]]
Rank 507: HP: 351, STR: 606748, VIT: 242, SPD: 15, LUK: 1, Attack: 1040699, Defense: 85470, Current HP: 351, A Avg: 8669022, D Avg: 119657, [Tekken[188, 230, 230, 230], Wave Motion Sword[226, 230, 230, 230], Oculus Ring[315, 230, 230, 230]]
Rank 506: HP: 522, STR: 606874, VIT: 325, SPD: 19, LUK: 1, Attack: 1040888, Defense: 85553, Current HP: 522, A Avg: 8670597, D Avg: 119774, [Tekken[188, 230, 230, 230], Wave Motion Sword[226, 230, 230, 230], Black Box[323, 230, 230, 230]]
Rank 505: HP: 351, STR: 606916, VIT: 139, SPD: 15, LUK: 1, Attack: 1040951, Defense: 85367, Current HP: 351, A Avg: 8671121, D Avg: 119513, [Tekken[188, 230, 230, 230], Wave Motion Sword[226, 230, 230, 230], Ring of power[314, 230, 230, 230]]
Rank 504: HP: 475, STR: 607345, VIT: 143, SPD: 15, LUK: 1, Attack: 1042509, Defense: 84149, Current HP: 475, A Avg: 8684099, D Avg: 117808, [Neural Edge[190, 230, 230, 230], Wings of Beast[210, 230, 230, 230], Seal of the High King[319, 230, 230, 230]]
Rank 503: HP: 456, STR: 607345, VIT: 1029, SPD: 15, LUK: 1, Attack: 1042509, Defense: 86699, Current HP: 456, A Avg: 8684099, D Avg: 121378, [Neural Edge[190, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], Seal of the High King[319, 230, 230, 230]]
Rank 502: HP: 528, STR: 607425, VIT: 143, SPD: 15, LUK: 1, Attack: 1042629, Defense: 84643, Current HP: 528, A Avg: 8685099, D Avg: 118500, [Neural Edge[190, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Seal of the High King[319, 230, 230, 230]]
Rank 501: HP: 475, STR: 607584, VIT: 124, SPD: 15, LUK: 1, Attack: 1042868, Defense: 83987, Current HP: 475, A Avg: 8687090, D Avg: 117581, [Neural Edge[190, 230, 230, 230], Small Sword[218, 230, 230, 230], Seal of the High King[319, 230, 230, 230]]
Rank 500: HP: 564, STR: 607635, VIT: 153, SPD: 15, LUK: 1, Attack: 1042944, Defense: 84159, Current HP: 564, A Avg: 8687723, D Avg: 117822, [Neural Edge[190, 230, 230, 230], Small Dragon Sword[224, 230, 230, 230], Seal of the High King[319, 230, 230, 230]]
Rank 499: HP: 598, STR: 607660, VIT: 143, SPD: 15, LUK: 1, Attack: 1042982, Defense: 84032, Current HP: 598, A Avg: 8688040, D Avg: 117644, [Neural Edge[190, 230, 230, 230], Small Lion[219, 230, 230, 230], Seal of the High King[319, 230, 230, 230]]
Rank 498: HP: 1026, STR: 607765, VIT: 790, SPD: 15, LUK: 1, Attack: 1043139, Defense: 88358, Current HP: 1026, A Avg: 8689347, D Avg: 123701, [Neural Edge[190, 230, 230, 230], Storm Wall[242, 230, 230, 230], Seal of the High King[319, 230, 230, 230]]
Rank 497: HP: 456, STR: 608084, VIT: 95, SPD: 15, LUK: 1, Attack: 1043618, Defense: 84283, Current HP: 456, A Avg: 8693337, D Avg: 117996, [Neural Edge[190, 230, 230, 230], Dragon Sword[225, 230, 230, 230], Seal of the High King[319, 230, 230, 230]]
Rank 496: HP: 579, STR: 608353, VIT: 195, SPD: 15, LUK: 1, Attack: 1044021, Defense: 85423, Current HP: 579, A Avg: 8696694, D Avg: 119592, [Neural Edge[190, 230, 230, 230], Wave Motion Sword[226, 230, 230, 230], Seal of the High King[319, 230, 230, 230]]
Rank 495: HP: 456, STR: 609508, VIT: 95, SPD: 15, LUK: 1, Attack: 1045754, Defense: 87923, Current HP: 456, A Avg: 8711130, D Avg: 123092, [Neural Edge[190, 230, 230, 230], Black Sword Breath[252, 230, 230, 230], Seal of the High King[319, 230, 230, 230]]
Rank 494: HP: 798, STR: 615561, VIT: 753, SPD: 15, LUK: 1, Attack: 1049155, Defense: 88321, Current HP: 798, A Avg: 8739461, D Avg: 123649, [Tornado[111, 230, 230, 230], Storm Wall[242, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 493: HP: 798, STR: 615561, VIT: 753, SPD: 15, LUK: 1, Attack: 1049155, Defense: 88321, Current HP: 798, A Avg: 8739461, D Avg: 123649, [Tornado[111, 230, 230, 230], Storm Wall[242, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 492: HP: 798, STR: 615561, VIT: 753, SPD: 15, LUK: 1, Attack: 1049155, Defense: 88321, Current HP: 798, A Avg: 8739461, D Avg: 123649, [Tornado[111, 230, 230, 230], Storm Wall[242, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 491: HP: 798, STR: 615561, VIT: 753, SPD: 15, LUK: 1, Attack: 1049155, Defense: 88321, Current HP: 798, A Avg: 8739461, D Avg: 123649, [Tornado[111, 230, 230, 230], Storm Wall[242, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 490: HP: 798, STR: 615561, VIT: 753, SPD: 15, LUK: 1, Attack: 1049155, Defense: 88321, Current HP: 798, A Avg: 8739461, D Avg: 123649, [Tornado[111, 230, 230, 230], Storm Wall[242, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 489: HP: 798, STR: 615628, VIT: 753, SPD: 15, LUK: 1, Attack: 1049665, Defense: 88321, Current HP: 798, A Avg: 8743709, D Avg: 123649, [Giant Tornado[114, 230, 230, 230], Storm Wall[242, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 488: HP: 798, STR: 615628, VIT: 753, SPD: 15, LUK: 1, Attack: 1049665, Defense: 88321, Current HP: 798, A Avg: 8743709, D Avg: 123649, [Giant Tornado[114, 230, 230, 230], Storm Wall[242, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 487: HP: 798, STR: 615628, VIT: 753, SPD: 15, LUK: 1, Attack: 1049665, Defense: 88321, Current HP: 798, A Avg: 8743709, D Avg: 123649, [Giant Tornado[114, 230, 230, 230], Storm Wall[242, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 486: HP: 798, STR: 615628, VIT: 753, SPD: 15, LUK: 1, Attack: 1049665, Defense: 88321, Current HP: 798, A Avg: 8743709, D Avg: 123649, [Giant Tornado[114, 230, 230, 230], Storm Wall[242, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 485: HP: 798, STR: 615628, VIT: 753, SPD: 15, LUK: 1, Attack: 1049665, Defense: 88321, Current HP: 798, A Avg: 8743709, D Avg: 123649, [Giant Tornado[114, 230, 230, 230], Storm Wall[242, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 484: HP: 608, STR: 610566, VIT: 143, SPD: 15, LUK: 1, Attack: 1050712, Defense: 87971, Current HP: 608, A Avg: 8752430, D Avg: 123159, [Spectral Sword Shigure[172, 230, 230, 230], Black Sword Breath[252, 230, 230, 230], Petit Magic Circle[308, 230, 230, 230]]
Rank 483: HP: 703, STR: 610566, VIT: 201, SPD: 15, LUK: 1, Attack: 1050712, Defense: 88029, Current HP: 703, A Avg: 8752430, D Avg: 123240, [Spectral Sword Shigure[172, 230, 230, 230], Black Sword Breath[252, 230, 230, 230], Mobius Ring[316, 230, 230, 230]]
Rank 482: HP: 703, STR: 610566, VIT: 163, SPD: 15, LUK: 1, Attack: 1050712, Defense: 87991, Current HP: 703, A Avg: 8752430, D Avg: 123187, [Spectral Sword Shigure[172, 230, 230, 230], Black Sword Breath[252, 230, 230, 230], The Third Eye[322, 230, 230, 230]]
Rank 481: HP: 342, STR: 615715, VIT: 390, SPD: 15, LUK: 1, Attack: 1050755, Defense: 84396, Current HP: 342, A Avg: 8752789, D Avg: 118154, [Pulse Knife[165, 230, 230, 230], Wings of Beast[210, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 480: HP: 323, STR: 615715, VIT: 1276, SPD: 15, LUK: 1, Attack: 1050755, Defense: 86946, Current HP: 323, A Avg: 8752789, D Avg: 121724, [Pulse Knife[165, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 479: HP: 342, STR: 615715, VIT: 390, SPD: 15, LUK: 1, Attack: 1050755, Defense: 84396, Current HP: 342, A Avg: 8752789, D Avg: 118154, [Pulse Knife[165, 230, 230, 230], Wings of Beast[210, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 478: HP: 323, STR: 615715, VIT: 1276, SPD: 15, LUK: 1, Attack: 1050755, Defense: 86946, Current HP: 323, A Avg: 8752789, D Avg: 121724, [Pulse Knife[165, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 477: HP: 342, STR: 615715, VIT: 390, SPD: 15, LUK: 1, Attack: 1050755, Defense: 84396, Current HP: 342, A Avg: 8752789, D Avg: 118154, [Pulse Knife[165, 230, 230, 230], Wings of Beast[210, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 476: HP: 323, STR: 615715, VIT: 1276, SPD: 15, LUK: 1, Attack: 1050755, Defense: 86946, Current HP: 323, A Avg: 8752789, D Avg: 121724, [Pulse Knife[165, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 475: HP: 342, STR: 615715, VIT: 390, SPD: 15, LUK: 1, Attack: 1050755, Defense: 84396, Current HP: 342, A Avg: 8752789, D Avg: 118154, [Pulse Knife[165, 230, 230, 230], Wings of Beast[210, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 474: HP: 323, STR: 615715, VIT: 1276, SPD: 15, LUK: 1, Attack: 1050755, Defense: 86946, Current HP: 323, A Avg: 8752789, D Avg: 121724, [Pulse Knife[165, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 473: HP: 342, STR: 615715, VIT: 390, SPD: 15, LUK: 1, Attack: 1050755, Defense: 84396, Current HP: 342, A Avg: 8752789, D Avg: 118154, [Pulse Knife[165, 230, 230, 230], Wings of Beast[210, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 472: HP: 323, STR: 615715, VIT: 1276, SPD: 15, LUK: 1, Attack: 1050755, Defense: 86946, Current HP: 323, A Avg: 8752789, D Avg: 121724, [Pulse Knife[165, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 471: HP: 836, STR: 610596, VIT: 178, SPD: 15, LUK: 1, Attack: 1050757, Defense: 88006, Current HP: 836, A Avg: 8752805, D Avg: 123208, [Spectral Sword Shigure[172, 230, 230, 230], Black Sword Breath[252, 230, 230, 230], Seal of the High King[319, 230, 230, 230]]
Rank 470: HP: 395, STR: 615806, VIT: 390, SPD: 15, LUK: 1, Attack: 1050891, Defense: 84890, Current HP: 395, A Avg: 8753922, D Avg: 118845, [Pulse Knife[165, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 469: HP: 395, STR: 615806, VIT: 390, SPD: 15, LUK: 1, Attack: 1050891, Defense: 84890, Current HP: 395, A Avg: 8753922, D Avg: 118845, [Pulse Knife[165, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 468: HP: 395, STR: 615806, VIT: 390, SPD: 15, LUK: 1, Attack: 1050891, Defense: 84890, Current HP: 395, A Avg: 8753922, D Avg: 118845, [Pulse Knife[165, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 467: HP: 395, STR: 615806, VIT: 390, SPD: 15, LUK: 1, Attack: 1050891, Defense: 84890, Current HP: 395, A Avg: 8753922, D Avg: 118845, [Pulse Knife[165, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 466: HP: 395, STR: 615806, VIT: 390, SPD: 15, LUK: 1, Attack: 1050891, Defense: 84890, Current HP: 395, A Avg: 8753922, D Avg: 118845, [Pulse Knife[165, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 465: HP: 608, STR: 610734, VIT: 226, SPD: 15, LUK: 1, Attack: 1050964, Defense: 88054, Current HP: 608, A Avg: 8754530, D Avg: 123275, [Spectral Sword Shigure[172, 230, 230, 230], Black Sword Breath[252, 230, 230, 230], Oculus Ring[315, 230, 230, 230]]
Rank 464: HP: 779, STR: 610860, VIT: 309, SPD: 19, LUK: 1, Attack: 1051153, Defense: 88137, Current HP: 779, A Avg: 8756104, D Avg: 123391, [Spectral Sword Shigure[172, 230, 230, 230], Black Sword Breath[252, 230, 230, 230], Black Box[323, 230, 230, 230]]
Rank 463: HP: 342, STR: 615988, VIT: 371, SPD: 15, LUK: 1, Attack: 1051164, Defense: 84234, Current HP: 342, A Avg: 8756196, D Avg: 117927, [Pulse Knife[165, 230, 230, 230], Small Sword[218, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 462: HP: 342, STR: 615988, VIT: 371, SPD: 15, LUK: 1, Attack: 1051164, Defense: 84234, Current HP: 342, A Avg: 8756196, D Avg: 117927, [Pulse Knife[165, 230, 230, 230], Small Sword[218, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 461: HP: 342, STR: 615988, VIT: 371, SPD: 15, LUK: 1, Attack: 1051164, Defense: 84234, Current HP: 342, A Avg: 8756196, D Avg: 117927, [Pulse Knife[165, 230, 230, 230], Small Sword[218, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 460: HP: 342, STR: 615988, VIT: 371, SPD: 15, LUK: 1, Attack: 1051164, Defense: 84234, Current HP: 342, A Avg: 8756196, D Avg: 117927, [Pulse Knife[165, 230, 230, 230], Small Sword[218, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 459: HP: 342, STR: 615988, VIT: 371, SPD: 15, LUK: 1, Attack: 1051164, Defense: 84234, Current HP: 342, A Avg: 8756196, D Avg: 117927, [Pulse Knife[165, 230, 230, 230], Small Sword[218, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 458: HP: 431, STR: 616046, VIT: 400, SPD: 15, LUK: 1, Attack: 1051251, Defense: 84406, Current HP: 431, A Avg: 8756920, D Avg: 118168, [Pulse Knife[165, 230, 230, 230], Small Dragon Sword[224, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 457: HP: 431, STR: 616046, VIT: 400, SPD: 15, LUK: 1, Attack: 1051251, Defense: 84406, Current HP: 431, A Avg: 8756920, D Avg: 118168, [Pulse Knife[165, 230, 230, 230], Small Dragon Sword[224, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 456: HP: 431, STR: 616046, VIT: 400, SPD: 15, LUK: 1, Attack: 1051251, Defense: 84406, Current HP: 431, A Avg: 8756920, D Avg: 118168, [Pulse Knife[165, 230, 230, 230], Small Dragon Sword[224, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 455: HP: 431, STR: 616046, VIT: 400, SPD: 15, LUK: 1, Attack: 1051251, Defense: 84406, Current HP: 431, A Avg: 8756920, D Avg: 118168, [Pulse Knife[165, 230, 230, 230], Small Dragon Sword[224, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 454: HP: 431, STR: 616046, VIT: 400, SPD: 15, LUK: 1, Attack: 1051251, Defense: 84406, Current HP: 431, A Avg: 8756920, D Avg: 118168, [Pulse Knife[165, 230, 230, 230], Small Dragon Sword[224, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 453: HP: 465, STR: 616075, VIT: 390, SPD: 15, LUK: 1, Attack: 1051295, Defense: 84279, Current HP: 465, A Avg: 8757287, D Avg: 117990, [Pulse Knife[165, 230, 230, 230], Small Lion[219, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 452: HP: 465, STR: 616075, VIT: 390, SPD: 15, LUK: 1, Attack: 1051295, Defense: 84279, Current HP: 465, A Avg: 8757287, D Avg: 117990, [Pulse Knife[165, 230, 230, 230], Small Lion[219, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 451: HP: 465, STR: 616075, VIT: 390, SPD: 15, LUK: 1, Attack: 1051295, Defense: 84279, Current HP: 465, A Avg: 8757287, D Avg: 117990, [Pulse Knife[165, 230, 230, 230], Small Lion[219, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 450: HP: 465, STR: 616075, VIT: 390, SPD: 15, LUK: 1, Attack: 1051295, Defense: 84279, Current HP: 465, A Avg: 8757287, D Avg: 117990, [Pulse Knife[165, 230, 230, 230], Small Lion[219, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 449: HP: 465, STR: 616075, VIT: 390, SPD: 15, LUK: 1, Attack: 1051295, Defense: 84279, Current HP: 465, A Avg: 8757287, D Avg: 117990, [Pulse Knife[165, 230, 230, 230], Small Lion[219, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 448: HP: 893, STR: 616195, VIT: 1037, SPD: 15, LUK: 1, Attack: 1051475, Defense: 88605, Current HP: 893, A Avg: 8758786, D Avg: 124046, [Pulse Knife[165, 230, 230, 230], Storm Wall[242, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 447: HP: 893, STR: 616195, VIT: 1037, SPD: 15, LUK: 1, Attack: 1051475, Defense: 88605, Current HP: 893, A Avg: 8758786, D Avg: 124046, [Pulse Knife[165, 230, 230, 230], Storm Wall[242, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 446: HP: 893, STR: 616195, VIT: 1037, SPD: 15, LUK: 1, Attack: 1051475, Defense: 88605, Current HP: 893, A Avg: 8758786, D Avg: 124046, [Pulse Knife[165, 230, 230, 230], Storm Wall[242, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 445: HP: 893, STR: 616195, VIT: 1037, SPD: 15, LUK: 1, Attack: 1051475, Defense: 88605, Current HP: 893, A Avg: 8758786, D Avg: 124046, [Pulse Knife[165, 230, 230, 230], Storm Wall[242, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 444: HP: 893, STR: 616195, VIT: 1037, SPD: 15, LUK: 1, Attack: 1051475, Defense: 88605, Current HP: 893, A Avg: 8758786, D Avg: 124046, [Pulse Knife[165, 230, 230, 230], Storm Wall[242, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 443: HP: 524, STR: 615489, VIT: 302, SPD: 15, LUK: 1, Attack: 1051699, Defense: 84802, Current HP: 524, A Avg: 8760652, D Avg: 118722, [Gladius[162, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Ring of power[314, 230, 230, 66]]
Rank 442: HP: 524, STR: 615489, VIT: 302, SPD: 15, LUK: 1, Attack: 1051699, Defense: 84802, Current HP: 524, A Avg: 8760652, D Avg: 118722, [Gladius[162, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Ring of power[314, 230, 230, 67]]
Rank 441: HP: 524, STR: 615489, VIT: 302, SPD: 15, LUK: 1, Attack: 1051699, Defense: 84802, Current HP: 524, A Avg: 8760652, D Avg: 118722, [Gladius[162, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Ring of power[314, 230, 230, 68]]
Rank 440: HP: 524, STR: 615489, VIT: 302, SPD: 15, LUK: 1, Attack: 1051699, Defense: 84802, Current HP: 524, A Avg: 8760652, D Avg: 118722, [Gladius[162, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Ring of power[314, 230, 230, 803]]
Rank 439: HP: 524, STR: 615489, VIT: 302, SPD: 15, LUK: 1, Attack: 1051699, Defense: 84802, Current HP: 524, A Avg: 8760652, D Avg: 118722, [Gladius[162, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Ring of power[314, 230, 230, 807]]
Rank 438: HP: 627, STR: 615811, VIT: 471, SPD: 15, LUK: 1, Attack: 1051718, Defense: 84477, Current HP: 627, A Avg: 8760810, D Avg: 118267, [Impulse[166, 230, 230, 230], Wings of Beast[210, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 437: HP: 608, STR: 615811, VIT: 1357, SPD: 15, LUK: 1, Attack: 1051718, Defense: 87027, Current HP: 608, A Avg: 8760810, D Avg: 121837, [Impulse[166, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 436: HP: 627, STR: 615811, VIT: 471, SPD: 15, LUK: 1, Attack: 1051718, Defense: 84477, Current HP: 627, A Avg: 8760810, D Avg: 118267, [Impulse[166, 230, 230, 230], Wings of Beast[210, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 435: HP: 608, STR: 615811, VIT: 1357, SPD: 15, LUK: 1, Attack: 1051718, Defense: 87027, Current HP: 608, A Avg: 8760810, D Avg: 121837, [Impulse[166, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 434: HP: 627, STR: 615811, VIT: 471, SPD: 15, LUK: 1, Attack: 1051718, Defense: 84477, Current HP: 627, A Avg: 8760810, D Avg: 118267, [Impulse[166, 230, 230, 230], Wings of Beast[210, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 433: HP: 608, STR: 615811, VIT: 1357, SPD: 15, LUK: 1, Attack: 1051718, Defense: 87027, Current HP: 608, A Avg: 8760810, D Avg: 121837, [Impulse[166, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 432: HP: 627, STR: 615811, VIT: 471, SPD: 15, LUK: 1, Attack: 1051718, Defense: 84477, Current HP: 627, A Avg: 8760810, D Avg: 118267, [Impulse[166, 230, 230, 230], Wings of Beast[210, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 431: HP: 608, STR: 615811, VIT: 1357, SPD: 15, LUK: 1, Attack: 1051718, Defense: 87027, Current HP: 608, A Avg: 8760810, D Avg: 121837, [Impulse[166, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 430: HP: 627, STR: 615811, VIT: 471, SPD: 15, LUK: 1, Attack: 1051718, Defense: 84477, Current HP: 627, A Avg: 8760810, D Avg: 118267, [Impulse[166, 230, 230, 230], Wings of Beast[210, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 429: HP: 608, STR: 615811, VIT: 1357, SPD: 15, LUK: 1, Attack: 1051718, Defense: 87027, Current HP: 608, A Avg: 8760810, D Avg: 121837, [Impulse[166, 230, 230, 230], Shield of Thousand[246, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 428: HP: 680, STR: 615902, VIT: 471, SPD: 15, LUK: 1, Attack: 1051854, Defense: 84971, Current HP: 680, A Avg: 8761943, D Avg: 118959, [Impulse[166, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 427: HP: 680, STR: 615902, VIT: 471, SPD: 15, LUK: 1, Attack: 1051854, Defense: 84971, Current HP: 680, A Avg: 8761943, D Avg: 118959, [Impulse[166, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 426: HP: 680, STR: 615902, VIT: 471, SPD: 15, LUK: 1, Attack: 1051854, Defense: 84971, Current HP: 680, A Avg: 8761943, D Avg: 118959, [Impulse[166, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 425: HP: 680, STR: 615902, VIT: 471, SPD: 15, LUK: 1, Attack: 1051854, Defense: 84971, Current HP: 680, A Avg: 8761943, D Avg: 118959, [Impulse[166, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 424: HP: 680, STR: 615902, VIT: 471, SPD: 15, LUK: 1, Attack: 1051854, Defense: 84971, Current HP: 680, A Avg: 8761943, D Avg: 118959, [Impulse[166, 230, 230, 230], Hard Wings of Beast[222, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 423: HP: 323, STR: 616560, VIT: 342, SPD: 15, LUK: 1, Attack: 1052022, Defense: 84530, Current HP: 323, A Avg: 8763343, D Avg: 118341, [Pulse Knife[165, 230, 230, 230], Dragon Sword[225, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 422: HP: 323, STR: 616560, VIT: 342, SPD: 15, LUK: 1, Attack: 1052022, Defense: 84530, Current HP: 323, A Avg: 8763343, D Avg: 118341, [Pulse Knife[165, 230, 230, 230], Dragon Sword[225, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
Rank 421: HP: 323, STR: 616560, VIT: 342, SPD: 15, LUK: 1, Attack: 1052022, Defense: 84530, Current HP: 323, A Avg: 8763343, D Avg: 118341, [Pulse Knife[165, 230, 230, 230], Dragon Sword[225, 230, 230, 230], Mobius Ring[316, 230, 230, 68]]
Rank 420: HP: 323, STR: 616560, VIT: 342, SPD: 15, LUK: 1, Attack: 1052022, Defense: 84530, Current HP: 323, A Avg: 8763343, D Avg: 118341, [Pulse Knife[165, 230, 230, 230], Dragon Sword[225, 230, 230, 230], Mobius Ring[316, 230, 230, 803]]
Rank 419: HP: 323, STR: 616560, VIT: 342, SPD: 15, LUK: 1, Attack: 1052022, Defense: 84530, Current HP: 323, A Avg: 8763343, D Avg: 118341, [Pulse Knife[165, 230, 230, 230], Dragon Sword[225, 230, 230, 230], Mobius Ring[316, 230, 230, 807]]
Rank 418: HP: 627, STR: 616084, VIT: 452, SPD: 15, LUK: 1, Attack: 1052127, Defense: 84315, Current HP: 627, A Avg: 8764217, D Avg: 118040, [Impulse[166, 230, 230, 230], Small Sword[218, 230, 230, 230], Mobius Ring[316, 230, 230, 66]]
Rank 417: HP: 627, STR: 616084, VIT: 452, SPD: 15, LUK: 1, Attack: 1052127, Defense: 84315, Current HP: 627, A Avg: 8764217, D Avg: 118040, [Impulse[166, 230, 230, 230], Small Sword[218, 230, 230, 230], Mobius Ring[316, 230, 230, 67]]
