Rank 1000: HP: 874, STR: 180, VIT: 71, SPD: 15, LUK: 2, Attack: 138550, Defense: 83999, Current HP: 874, A Avg: 1154121, D Avg: 117598, [Big Bang[171, 0, 0, 0], Tower Shield[213, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 507: HP: 883, STR: 2718, VIT: 243, SPD: 15, LUK: 1, Attack: 138940, Defense: 84483, Current HP: 883, A Avg: 1157370, D Avg: 118276, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Wings[216, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 506: HP: 1149, STR: 440, VIT: 524, SPD: 19, LUK: 1, Attack: 138940, Defense: 87325, Current HP: 1149, A Avg: 1157370, D Avg: 122254, [Big Bang[171, 0, 0, 0], Riot[236, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 505: HP: 1149, STR: 440, VIT: 328, SPD: 19, LUK: 1, Attack: 138940, Defense: 85192, Current HP: 1149, A Avg: 1157370, D Avg: 119268, [Big Bang[171, 0, 0, 0], Dragon's Head[217, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 504: HP: 1073, STR: 440, VIT: 340, SPD: 20, LUK: 1, Attack: 138940, Defense: 84762, Current HP: 1073, A Avg: 1157370, D Avg: 118666, [Big Bang[171, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 503: HP: 798, STR: 440, VIT: 89, SPD: 15, LUK: 1, Attack: 138940, Defense: 84277, Current HP: 798, A Avg: 1157370, D Avg: 117987, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 502: HP: 1363, STR: 440, VIT: 70, SPD: 15, LUK: 1, Attack: 138940, Defense: 84258, Current HP: 1363, A Avg: 1157370, D Avg: 117961, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 501: HP: 866, STR: 440, VIT: 308, SPD: 15, LUK: 1, Attack: 138940, Defense: 85146, Current HP: 866, A Avg: 1157370, D Avg: 119204, [Big Bang[171, 0, 0, 0], Bulletproof Shield[235, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 500: HP: 870, STR: 441, VIT: 87, SPD: 15, LUK: 1, Attack: 138941, Defense: 84587, Current HP: 870, A Avg: 1157378, D Avg: 118421, [Big Bang[171, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 499: HP: 1368, STR: 444, VIT: 755, SPD: 15, LUK: 1, Attack: 138946, Defense: 88323, Current HP: 1368, A Avg: 1157420, D Avg: 123652, [Big Bang[171, 0, 0, 0], Storm Wall[242, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 498: HP: 1463, STR: 444, VIT: 813, SPD: 15, LUK: 1, Attack: 138946, Defense: 88381, Current HP: 1463, A Avg: 1157420, D Avg: 123733, [Big Bang[171, 0, 0, 0], Storm Wall[242, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 497: HP: 1463, STR: 444, VIT: 776, SPD: 15, LUK: 1, Attack: 138946, Defense: 88344, Current HP: 1463, A Avg: 1157420, D Avg: 123681, [Big Bang[171, 0, 0, 0], Storm Wall[242, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 496: HP: 1178, STR: 446, VIT: 487, SPD: 15, LUK: 1, Attack: 138949, Defense: 85481, Current HP: 1178, A Avg: 1157445, D Avg: 119673, [Big Bang[171, 0, 0, 0], Metalization[228, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 495: HP: 1273, STR: 446, VIT: 548, SPD: 15, LUK: 1, Attack: 138949, Defense: 85542, Current HP: 1273, A Avg: 1157445, D Avg: 119758, [Big Bang[171, 0, 0, 0], Metalization[228, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 494: HP: 1273, STR: 446, VIT: 508, SPD: 15, LUK: 1, Attack: 138949, Defense: 85502, Current HP: 1273, A Avg: 1157445, D Avg: 119702, [Big Bang[171, 0, 0, 0], Metalization[228, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 493: HP: 921, STR: 447, VIT: 232, SPD: 15, LUK: 2, Attack: 138950, Defense: 87150, Current HP: 921, A Avg: 1157453, D Avg: 122009, [Big Bang[171, 0, 0, 0], White Hole[230, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 492: HP: 860, STR: 448, VIT: 180, SPD: 17, LUK: 1, Attack: 138952, Defense: 84043, Current HP: 860, A Avg: 1157470, D Avg: 117660, [Big Bang[171, 0, 0, 0], Small Sword[218, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 491: HP: 1007, STR: 2727, VIT: 802, SPD: 15, LUK: 1, Attack: 138954, Defense: 85393, Current HP: 1007, A Avg: 1157486, D Avg: 119550, [Spectral Sword Shigure[172, 0, 0, 0], Black Hole[229, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 490: HP: 1092, STR: 2727, VIT: 830, SPD: 15, LUK: 1, Attack: 138954, Defense: 87748, Current HP: 1092, A Avg: 1157486, D Avg: 122847, [Spectral Sword Shigure[172, 0, 0, 0], White Hole[230, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 489: HP: 756, STR: 2727, VIT: 263, SPD: 15, LUK: 1, Attack: 138954, Defense: 85881, Current HP: 756, A Avg: 1157486, D Avg: 120233, [Spectral Sword Shigure[172, 0, 0, 0], Mask of the Grim Reaper[214, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 488: HP: 856, STR: 2727, VIT: 321, SPD: 15, LUK: 1, Attack: 138954, Defense: 85939, Current HP: 856, A Avg: 1157486, D Avg: 120314, [Spectral Sword Shigure[172, 0, 0, 0], Mask of the Grim Reaper[214, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 487: HP: 856, STR: 2727, VIT: 284, SPD: 15, LUK: 1, Attack: 138954, Defense: 85902, Current HP: 856, A Avg: 1157486, D Avg: 120262, [Spectral Sword Shigure[172, 0, 0, 0], Mask of the Grim Reaper[214, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 486: HP: 1041, STR: 2730, VIT: 614, SPD: 15, LUK: 1, Attack: 138958, Defense: 85114, Current HP: 1041, A Avg: 1157520, D Avg: 119159, [Spectral Sword Shigure[172, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 485: HP: 1267, STR: 453, VIT: 507, SPD: 15, LUK: 1, Attack: 138959, Defense: 84513, Current HP: 1267, A Avg: 1157528, D Avg: 118318, [Big Bang[171, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 484: HP: 676, STR: 2731, VIT: 417, SPD: 15, LUK: 1, Attack: 138960, Defense: 85255, Current HP: 676, A Avg: 1157536, D Avg: 119356, [Spectral Sword Shigure[172, 0, 0, 0], Bulletproof Shield[235, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 483: HP: 771, STR: 2731, VIT: 478, SPD: 15, LUK: 1, Attack: 138960, Defense: 85316, Current HP: 771, A Avg: 1157536, D Avg: 119442, [Spectral Sword Shigure[172, 0, 0, 0], Bulletproof Shield[235, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 482: HP: 771, STR: 2731, VIT: 439, SPD: 15, LUK: 1, Attack: 138960, Defense: 85277, Current HP: 771, A Avg: 1157536, D Avg: 119387, [Spectral Sword Shigure[172, 0, 0, 0], Bulletproof Shield[235, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 481: HP: 1178, STR: 464, VIT: 465, SPD: 15, LUK: 2, Attack: 138976, Defense: 85459, Current HP: 1178, A Avg: 1157670, D Avg: 119642, [Big Bang[171, 0, 0, 0], Metalization[228, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 480: HP: 1650, STR: 465, VIT: 364, SPD: 18, LUK: 1, Attack: 138977, Defense: 86476, Current HP: 1650, A Avg: 1157678, D Avg: 121066, [Big Bang[171, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 479: HP: 1301, STR: 466, VIT: 491, SPD: 15, LUK: 1, Attack: 138979, Defense: 84380, Current HP: 1301, A Avg: 1157695, D Avg: 118131, [Big Bang[171, 0, 0, 0], Small Lion[219, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 478: HP: 1368, STR: 467, VIT: 734, SPD: 15, LUK: 2, Attack: 138980, Defense: 88302, Current HP: 1368, A Avg: 1157703, D Avg: 123622, [Big Bang[171, 0, 0, 0], Storm Wall[242, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 477: HP: 627, STR: 2745, VIT: 190, SPD: 15, LUK: 1, Attack: 138981, Defense: 84196, Current HP: 627, A Avg: 1157711, D Avg: 117874, [Spectral Sword Shigure[172, 0, 0, 0], Wings of Beast[210, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 476: HP: 722, STR: 2745, VIT: 249, SPD: 15, LUK: 1, Attack: 138981, Defense: 84255, Current HP: 722, A Avg: 1157711, D Avg: 117956, [Spectral Sword Shigure[172, 0, 0, 0], Wings of Beast[210, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 475: HP: 722, STR: 2745, VIT: 211, SPD: 15, LUK: 1, Attack: 138981, Defense: 84217, Current HP: 722, A Avg: 1157711, D Avg: 117903, [Spectral Sword Shigure[172, 0, 0, 0], Wings of Beast[210, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 474: HP: 608, STR: 2745, VIT: 1076, SPD: 15, LUK: 1, Attack: 138981, Defense: 86746, Current HP: 608, A Avg: 1157711, D Avg: 121444, [Spectral Sword Shigure[172, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 473: HP: 703, STR: 2745, VIT: 1135, SPD: 15, LUK: 1, Attack: 138981, Defense: 86805, Current HP: 703, A Avg: 1157711, D Avg: 121526, [Spectral Sword Shigure[172, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 472: HP: 703, STR: 2745, VIT: 1097, SPD: 15, LUK: 1, Attack: 138981, Defense: 86767, Current HP: 703, A Avg: 1157711, D Avg: 121473, [Spectral Sword Shigure[172, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 471: HP: 1034, STR: 470, VIT: 116, SPD: 15, LUK: 1, Attack: 138985, Defense: 84304, Current HP: 1034, A Avg: 1157745, D Avg: 118025, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 470: HP: 978, STR: 471, VIT: 328, SPD: 15, LUK: 1, Attack: 138986, Defense: 87129, Current HP: 978, A Avg: 1157753, D Avg: 121980, [Big Bang[171, 0, 0, 0], Riot[236, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 469: HP: 978, STR: 471, VIT: 132, SPD: 15, LUK: 1, Attack: 138986, Defense: 84996, Current HP: 978, A Avg: 1157753, D Avg: 118994, [Big Bang[171, 0, 0, 0], Dragon's Head[217, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 468: HP: 902, STR: 471, VIT: 153, SPD: 17, LUK: 1, Attack: 138986, Defense: 84575, Current HP: 902, A Avg: 1157753, D Avg: 118404, [Big Bang[171, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 467: HP: 788, STR: 2762, VIT: 437, SPD: 15, LUK: 1, Attack: 139006, Defense: 87238, Current HP: 788, A Avg: 1157919, D Avg: 122133, [Spectral Sword Shigure[172, 0, 0, 0], Riot[236, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 466: HP: 883, STR: 2762, VIT: 498, SPD: 15, LUK: 1, Attack: 139006, Defense: 87299, Current HP: 883, A Avg: 1157919, D Avg: 122218, [Spectral Sword Shigure[172, 0, 0, 0], Riot[236, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 465: HP: 883, STR: 2762, VIT: 458, SPD: 15, LUK: 1, Attack: 139006, Defense: 87259, Current HP: 883, A Avg: 1157919, D Avg: 122162, [Spectral Sword Shigure[172, 0, 0, 0], Riot[236, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 464: HP: 788, STR: 2762, VIT: 241, SPD: 15, LUK: 1, Attack: 139006, Defense: 85105, Current HP: 788, A Avg: 1157919, D Avg: 119146, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Head[217, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 463: HP: 883, STR: 2762, VIT: 302, SPD: 15, LUK: 1, Attack: 139006, Defense: 85166, Current HP: 883, A Avg: 1157919, D Avg: 119232, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Head[217, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 462: HP: 883, STR: 2762, VIT: 263, SPD: 15, LUK: 1, Attack: 139006, Defense: 85127, Current HP: 883, A Avg: 1157919, D Avg: 119177, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Head[217, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 461: HP: 712, STR: 2762, VIT: 257, SPD: 17, LUK: 1, Attack: 139006, Defense: 84679, Current HP: 712, A Avg: 1157919, D Avg: 118550, [Spectral Sword Shigure[172, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 460: HP: 807, STR: 2762, VIT: 315, SPD: 17, LUK: 1, Attack: 139006, Defense: 84737, Current HP: 807, A Avg: 1157919, D Avg: 118631, [Spectral Sword Shigure[172, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 459: HP: 807, STR: 2762, VIT: 278, SPD: 17, LUK: 1, Attack: 139006, Defense: 84700, Current HP: 807, A Avg: 1157919, D Avg: 118579, [Spectral Sword Shigure[172, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 458: HP: 1640, STR: 487, VIT: 771, SPD: 15, LUK: 1, Attack: 139010, Defense: 86883, Current HP: 1640, A Avg: 1157953, D Avg: 121636, [Big Bang[171, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 457: HP: 954, STR: 488, VIT: 210, SPD: 17, LUK: 1, Attack: 139012, Defense: 84216, Current HP: 954, A Avg: 1157969, D Avg: 117902, [Big Bang[171, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 456: HP: 1375, STR: 495, VIT: 49, SPD: 15, LUK: 1, Attack: 139022, Defense: 84237, Current HP: 1375, A Avg: 1158053, D Avg: 117931, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 455: HP: 1056, STR: 495, VIT: 39, SPD: 15, LUK: 2, Attack: 139022, Defense: 84227, Current HP: 1056, A Avg: 1158053, D Avg: 117917, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 454: HP: 1763, STR: 496, VIT: 866, SPD: 18, LUK: 1, Attack: 139024, Defense: 88434, Current HP: 1763, A Avg: 1158069, D Avg: 123807, [Big Bang[171, 0, 0, 0], Storm Wall[242, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 453: HP: 1553, STR: 498, VIT: 572, SPD: 18, LUK: 1, Attack: 139027, Defense: 85566, Current HP: 1553, A Avg: 1158094, D Avg: 119792, [Big Bang[171, 0, 0, 0], Metalization[228, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 452: HP: 1007, STR: 505, VIT: 400, SPD: 19, LUK: 1, Attack: 139037, Defense: 84991, Current HP: 1007, A Avg: 1158178, D Avg: 118987, [Big Bang[171, 0, 0, 0], Black Hole[229, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 451: HP: 990, STR: 508, VIT: 200, SPD: 17, LUK: 1, Attack: 139042, Defense: 84089, Current HP: 990, A Avg: 1158219, D Avg: 117724, [Big Bang[171, 0, 0, 0], Small Lion[219, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 450: HP: 1539, STR: 508, VIT: 1054, SPD: 15, LUK: 1, Attack: 139042, Defense: 86048, Current HP: 1539, A Avg: 1158219, D Avg: 120467, [Big Bang[171, 0, 0, 0], Metalization[228, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 449: HP: 817, STR: 512, VIT: 60, SPD: 15, LUK: 2, Attack: 139048, Defense: 84248, Current HP: 817, A Avg: 1158269, D Avg: 117947, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 448: HP: 1729, STR: 521, VIT: 1451, SPD: 15, LUK: 1, Attack: 139061, Defense: 89019, Current HP: 1729, A Avg: 1158378, D Avg: 124626, [Big Bang[171, 0, 0, 0], Storm Wall[242, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 447: HP: 680, STR: 2806, VIT: 190, SPD: 15, LUK: 1, Attack: 139072, Defense: 84690, Current HP: 680, A Avg: 1158469, D Avg: 118565, [Spectral Sword Shigure[172, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 446: HP: 775, STR: 2806, VIT: 249, SPD: 15, LUK: 1, Attack: 139072, Defense: 84749, Current HP: 775, A Avg: 1158469, D Avg: 118648, [Spectral Sword Shigure[172, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 445: HP: 775, STR: 2806, VIT: 211, SPD: 15, LUK: 1, Attack: 139072, Defense: 84711, Current HP: 775, A Avg: 1158469, D Avg: 118595, [Spectral Sword Shigure[172, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 444: HP: 988, STR: 531, VIT: 255, SPD: 19, LUK: 1, Attack: 139076, Defense: 84118, Current HP: 988, A Avg: 1158503, D Avg: 117765, [Big Bang[171, 0, 0, 0], Small Sword[218, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 443: HP: 836, STR: 536, VIT: 213, SPD: 15, LUK: 1, Attack: 139084, Defense: 84804, Current HP: 836, A Avg: 1158569, D Avg: 118725, [Big Bang[171, 0, 0, 0], Black Hole[229, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 442: HP: 921, STR: 545, VIT: 336, SPD: 15, LUK: 1, Attack: 139097, Defense: 87254, Current HP: 921, A Avg: 1158678, D Avg: 122155, [Big Bang[171, 0, 0, 0], White Hole[230, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 441: HP: 646, STR: 2827, VIT: 317, SPD: 15, LUK: 1, Attack: 139104, Defense: 84908, Current HP: 646, A Avg: 1158736, D Avg: 118871, [Spectral Sword Shigure[172, 0, 0, 0], Black Hole[229, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 440: HP: 741, STR: 2827, VIT: 375, SPD: 15, LUK: 1, Attack: 139104, Defense: 84966, Current HP: 741, A Avg: 1158736, D Avg: 118952, [Spectral Sword Shigure[172, 0, 0, 0], Black Hole[229, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 439: HP: 741, STR: 2827, VIT: 338, SPD: 15, LUK: 1, Attack: 139104, Defense: 84929, Current HP: 741, A Avg: 1158736, D Avg: 118900, [Spectral Sword Shigure[172, 0, 0, 0], Black Hole[229, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 438: HP: 731, STR: 2827, VIT: 336, SPD: 15, LUK: 1, Attack: 139104, Defense: 87254, Current HP: 731, A Avg: 1158736, D Avg: 122155, [Spectral Sword Shigure[172, 0, 0, 0], White Hole[230, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 437: HP: 826, STR: 2827, VIT: 394, SPD: 15, LUK: 1, Attack: 139104, Defense: 87312, Current HP: 826, A Avg: 1158736, D Avg: 122236, [Spectral Sword Shigure[172, 0, 0, 0], White Hole[230, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 436: HP: 826, STR: 2827, VIT: 356, SPD: 15, LUK: 1, Attack: 139104, Defense: 87274, Current HP: 826, A Avg: 1158736, D Avg: 122183, [Spectral Sword Shigure[172, 0, 0, 0], White Hole[230, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 435: HP: 1323, STR: 556, VIT: 398, SPD: 17, LUK: 1, Attack: 139114, Defense: 86510, Current HP: 1323, A Avg: 1158819, D Avg: 121113, [Big Bang[171, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 434: HP: 988, STR: 2836, VIT: 587, SPD: 15, LUK: 1, Attack: 139117, Defense: 84450, Current HP: 988, A Avg: 1158844, D Avg: 118229, [Spectral Sword Shigure[172, 0, 0, 0], Small Sword[218, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 433: HP: 1440, STR: 2837, VIT: 894, SPD: 15, LUK: 1, Attack: 139119, Defense: 87006, Current HP: 1440, A Avg: 1158861, D Avg: 121808, [Spectral Sword Shigure[172, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 432: HP: 798, STR: 560, VIT: 58, SPD: 15, LUK: 1, Attack: 139120, Defense: 84246, Current HP: 798, A Avg: 1158869, D Avg: 117944, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 431: HP: 627, STR: 2839, VIT: 143, SPD: 25, LUK: 1, Attack: 139122, Defense: 84331, Current HP: 627, A Avg: 1158886, D Avg: 118063, [Spectral Sword Shigure[172, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 430: HP: 817, STR: 563, VIT: 68, SPD: 15, LUK: 1, Attack: 139124, Defense: 83931, Current HP: 817, A Avg: 1158902, D Avg: 117503, [Big Bang[171, 0, 0, 0], Small Sword[218, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 429: HP: 1077, STR: 569, VIT: 284, SPD: 19, LUK: 1, Attack: 139133, Defense: 84290, Current HP: 1077, A Avg: 1158977, D Avg: 118005, [Big Bang[171, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 428: HP: 931, STR: 569, VIT: 206, SPD: 15, LUK: 1, Attack: 139133, Defense: 85434, Current HP: 931, A Avg: 1158977, D Avg: 119607, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 427: HP: 1406, STR: 569, VIT: 149, SPD: 15, LUK: 1, Attack: 139133, Defense: 85377, Current HP: 1406, A Avg: 1158977, D Avg: 119527, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 426: HP: 959, STR: 569, VIT: 149, SPD: 29, LUK: 1, Attack: 139133, Defense: 85377, Current HP: 959, A Avg: 1158977, D Avg: 119527, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 425: HP: 940, STR: 569, VIT: 159, SPD: 25, LUK: 1, Attack: 139133, Defense: 85387, Current HP: 940, A Avg: 1158977, D Avg: 119541, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 424: HP: 1287, STR: 569, VIT: 236, SPD: 15, LUK: 1, Attack: 139133, Defense: 85464, Current HP: 1287, A Avg: 1158977, D Avg: 119649, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 423: HP: 978, STR: 569, VIT: 180, SPD: 25, LUK: 1, Attack: 139133, Defense: 85408, Current HP: 978, A Avg: 1158977, D Avg: 119571, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 422: HP: 968, STR: 2854, VIT: 195, SPD: 18, LUK: 1, Attack: 139144, Defense: 83918, Current HP: 968, A Avg: 1159069, D Avg: 117485, [Spectral Sword Shigure[172, 0, 0, 0], Pot Lid[201, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 421: HP: 968, STR: 2854, VIT: 195, SPD: 18, LUK: 1, Attack: 139144, Defense: 83928, Current HP: 968, A Avg: 1159069, D Avg: 117499, [Spectral Sword Shigure[172, 0, 0, 0], High Pot Lid[202, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 420: HP: 923, STR: 2854, VIT: 216, SPD: 18, LUK: 1, Attack: 139144, Defense: 84085, Current HP: 923, A Avg: 1159069, D Avg: 117718, [Spectral Sword Shigure[172, 0, 0, 0], Wooden Shield[203, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 419: HP: 923, STR: 2854, VIT: 223, SPD: 18, LUK: 1, Attack: 139144, Defense: 84027, Current HP: 923, A Avg: 1159069, D Avg: 117637, [Spectral Sword Shigure[172, 0, 0, 0], Iron Shield[204, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 418: HP: 923, STR: 2854, VIT: 225, SPD: 18, LUK: 1, Attack: 139144, Defense: 84088, Current HP: 923, A Avg: 1159069, D Avg: 117723, [Spectral Sword Shigure[172, 0, 0, 0], Titanium Shield[205, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 417: HP: 923, STR: 2854, VIT: 249, SPD: 18, LUK: 1, Attack: 139144, Defense: 84138, Current HP: 923, A Avg: 1159069, D Avg: 117793, [Spectral Sword Shigure[172, 0, 0, 0], Large iron Shield[206, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 416: HP: 968, STR: 2854, VIT: 247, SPD: 18, LUK: 1, Attack: 139144, Defense: 84123, Current HP: 968, A Avg: 1159069, D Avg: 117772, [Spectral Sword Shigure[172, 0, 0, 0], Magic Shield[207, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 415: HP: 1039, STR: 2854, VIT: 268, SPD: 18, LUK: 1, Attack: 139144, Defense: 84105, Current HP: 1039, A Avg: 1159069, D Avg: 117746, [Spectral Sword Shigure[172, 0, 0, 0], Emerald Shield[209, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 414: HP: 1034, STR: 2854, VIT: 227, SPD: 18, LUK: 1, Attack: 139144, Defense: 83999, Current HP: 1034, A Avg: 1159069, D Avg: 117598, [Spectral Sword Shigure[172, 0, 0, 0], Clear Shield[211, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 413: HP: 1078, STR: 2854, VIT: 247, SPD: 18, LUK: 1, Attack: 139144, Defense: 84266, Current HP: 1078, A Avg: 1159069, D Avg: 117972, [Spectral Sword Shigure[172, 0, 0, 0], Prism Shield[212, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 412: HP: 1007, STR: 2854, VIT: 237, SPD: 18, LUK: 1, Attack: 139144, Defense: 84165, Current HP: 1007, A Avg: 1159069, D Avg: 117830, [Spectral Sword Shigure[172, 0, 0, 0], Tower Shield[213, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
