Rank 1000: HP: 1007, STR: 3234, VIT: 204, SPD: 77, LUK: 1, Attack: 139714, Defense: 84073, Current HP: 1007, A Avg: 1163817, D Avg: 117702, [Spectral Sword Shigure[172, 0, 0, 0], Wooden Shield[203, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 513: HP: 1178, STR: 1632, VIT: 80, SPD: 47, LUK: 2, Attack: 140728, Defense: 84268, Current HP: 1178, A Avg: 1172264, D Avg: 117975, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 512: HP: 2099, STR: 3912, VIT: 1679, SPD: 47, LUK: 1, Attack: 140731, Defense: 88480, Current HP: 2099, A Avg: 1172289, D Avg: 123871, [Spectral Sword Shigure[172, 0, 0, 0], Riot[236, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 511: HP: 4484, STR: 8017, VIT: 549, SPD: 51, LUK: 1, Attack: 140745, Defense: 87337, Current HP: 4484, A Avg: 1172405, D Avg: 122271, [Spear of Regression[182, 0, 0, 0], C Magnum[239, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 510: HP: 1178, STR: 1648, VIT: 101, SPD: 47, LUK: 1, Attack: 140752, Defense: 84289, Current HP: 1178, A Avg: 1172464, D Avg: 118004, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 509: HP: 1273, STR: 1648, VIT: 242, SPD: 47, LUK: 1, Attack: 140752, Defense: 84430, Current HP: 1273, A Avg: 1172464, D Avg: 118201, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 508: HP: 1273, STR: 1648, VIT: 122, SPD: 47, LUK: 1, Attack: 140752, Defense: 84310, Current HP: 1273, A Avg: 1172464, D Avg: 118033, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 507: HP: 2109, STR: 1655, VIT: 1357, SPD: 57, LUK: 1, Attack: 140762, Defense: 86351, Current HP: 2109, A Avg: 1172547, D Avg: 120891, [Big Bang[171, 0, 0, 0], Metalization[228, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 506: HP: 1951, STR: 1657, VIT: 823, SPD: 57, LUK: 1, Attack: 140765, Defense: 84829, Current HP: 1951, A Avg: 1172572, D Avg: 118760, [Big Bang[171, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 505: HP: 646, STR: 6190, VIT: 504, SPD: 47, LUK: 1, Attack: 140777, Defense: 85095, Current HP: 646, A Avg: 1172672, D Avg: 119132, [Neural Edge[190, 0, 0, 0], Black Hole[229, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 504: HP: 921, STR: 6190, VIT: 564, SPD: 47, LUK: 1, Attack: 140777, Defense: 87482, Current HP: 921, A Avg: 1172672, D Avg: 122474, [Neural Edge[190, 0, 0, 0], White Hole[230, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 503: HP: 1178, STR: 1680, VIT: 80, SPD: 51, LUK: 1, Attack: 140800, Defense: 84216, Current HP: 1178, A Avg: 1172863, D Avg: 117902, [Big Bang[171, 0, 0, 0], Magnum[237, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 502: HP: 1396, STR: 3967, VIT: 554, SPD: 47, LUK: 1, Attack: 140814, Defense: 86172, Current HP: 1396, A Avg: 1172980, D Avg: 120640, [Spectral Sword Shigure[172, 0, 0, 0], Mask of the Grim Reaper[214, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 501: HP: 1496, STR: 3967, VIT: 695, SPD: 47, LUK: 1, Attack: 140814, Defense: 86313, Current HP: 1496, A Avg: 1172980, D Avg: 120838, [Spectral Sword Shigure[172, 0, 0, 0], Mask of the Grim Reaper[214, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 500: HP: 1496, STR: 3967, VIT: 574, SPD: 47, LUK: 1, Attack: 140814, Defense: 86192, Current HP: 1496, A Avg: 1172980, D Avg: 120668, [Spectral Sword Shigure[172, 0, 0, 0], Mask of the Grim Reaper[214, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 499: HP: 1208, STR: 3971, VIT: 765, SPD: 47, LUK: 1, Attack: 140820, Defense: 85603, Current HP: 1208, A Avg: 1173030, D Avg: 119844, [Spectral Sword Shigure[172, 0, 0, 0], Bulletproof Shield[235, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 498: HP: 1303, STR: 3971, VIT: 913, SPD: 47, LUK: 1, Attack: 140820, Defense: 85751, Current HP: 1303, A Avg: 1173030, D Avg: 120051, [Spectral Sword Shigure[172, 0, 0, 0], Bulletproof Shield[235, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 497: HP: 1303, STR: 3971, VIT: 787, SPD: 47, LUK: 1, Attack: 140820, Defense: 85625, Current HP: 1303, A Avg: 1173030, D Avg: 119874, [Spectral Sword Shigure[172, 0, 0, 0], Bulletproof Shield[235, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 496: HP: 923, STR: 8010, VIT: 814, SPD: 54, LUK: 1, Attack: 140832, Defense: 88642, Current HP: 923, A Avg: 1173130, D Avg: 124098, [Blue Sword[180, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 495: HP: 836, STR: 6231, VIT: 392, SPD: 51, LUK: 1, Attack: 140838, Defense: 84417, Current HP: 836, A Avg: 1173180, D Avg: 118183, [Neural Edge[190, 0, 0, 0], Conductive Barrier[208, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 494: HP: 855, STR: 6241, VIT: 392, SPD: 47, LUK: 1, Attack: 140853, Defense: 84398, Current HP: 855, A Avg: 1173305, D Avg: 118157, [Neural Edge[190, 0, 0, 0], Wings of Beast[210, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 493: HP: 836, STR: 6241, VIT: 3270, SPD: 47, LUK: 1, Attack: 140853, Defense: 88940, Current HP: 836, A Avg: 1173305, D Avg: 124515, [Neural Edge[190, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 492: HP: 1510, STR: 1722, VIT: 367, SPD: 47, LUK: 2, Attack: 140863, Defense: 85595, Current HP: 1510, A Avg: 1173388, D Avg: 119832, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 491: HP: 1358, STR: 4002, VIT: 458, SPD: 47, LUK: 1, Attack: 140866, Defense: 85322, Current HP: 1358, A Avg: 1173413, D Avg: 119450, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Head[217, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 490: HP: 1453, STR: 4002, VIT: 606, SPD: 47, LUK: 1, Attack: 140866, Defense: 85470, Current HP: 1453, A Avg: 1173413, D Avg: 119657, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Head[217, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 489: HP: 1453, STR: 4002, VIT: 480, SPD: 47, LUK: 1, Attack: 140866, Defense: 85344, Current HP: 1453, A Avg: 1173413, D Avg: 119481, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Head[217, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 488: HP: 1282, STR: 4002, VIT: 506, SPD: 51, LUK: 1, Attack: 140866, Defense: 84928, Current HP: 1282, A Avg: 1173413, D Avg: 118899, [Spectral Sword Shigure[172, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 487: HP: 1377, STR: 4002, VIT: 647, SPD: 51, LUK: 1, Attack: 140866, Defense: 85069, Current HP: 1377, A Avg: 1173413, D Avg: 119096, [Spectral Sword Shigure[172, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 486: HP: 1377, STR: 4002, VIT: 527, SPD: 51, LUK: 1, Attack: 140866, Defense: 84949, Current HP: 1377, A Avg: 1173413, D Avg: 118928, [Spectral Sword Shigure[172, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 485: HP: 1206, STR: 6252, VIT: 476, SPD: 47, LUK: 1, Attack: 140870, Defense: 84716, Current HP: 1206, A Avg: 1173447, D Avg: 118602, [Neural Edge[190, 0, 0, 0], Dragon's Wings[216, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 484: HP: 1460, STR: 6267, VIT: 566, SPD: 47, LUK: 1, Attack: 140892, Defense: 86678, Current HP: 1460, A Avg: 1173630, D Avg: 121349, [Neural Edge[190, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 483: HP: 1136, STR: 4022, VIT: 315, SPD: 47, LUK: 1, Attack: 140896, Defense: 84815, Current HP: 1136, A Avg: 1173663, D Avg: 118740, [Spectral Sword Shigure[172, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 482: HP: 1231, STR: 4022, VIT: 456, SPD: 47, LUK: 1, Attack: 140896, Defense: 84956, Current HP: 1231, A Avg: 1173663, D Avg: 118938, [Spectral Sword Shigure[172, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 481: HP: 1231, STR: 4022, VIT: 336, SPD: 47, LUK: 1, Attack: 140896, Defense: 84836, Current HP: 1231, A Avg: 1173663, D Avg: 118770, [Spectral Sword Shigure[172, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 480: HP: 1553, STR: 1745, VIT: 286, SPD: 57, LUK: 1, Attack: 140897, Defense: 84422, Current HP: 1553, A Avg: 1173672, D Avg: 118190, [Big Bang[171, 0, 0, 0], Magnum[237, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 479: HP: 1092, STR: 4025, VIT: 280, SPD: 51, LUK: 1, Attack: 140901, Defense: 84003, Current HP: 1092, A Avg: 1173705, D Avg: 117604, [Spectral Sword Shigure[172, 0, 0, 0], Pot Lid[201, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 478: HP: 1092, STR: 4025, VIT: 280, SPD: 51, LUK: 1, Attack: 140901, Defense: 84013, Current HP: 1092, A Avg: 1173705, D Avg: 117618, [Spectral Sword Shigure[172, 0, 0, 0], High Pot Lid[202, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 477: HP: 1040, STR: 4025, VIT: 304, SPD: 51, LUK: 1, Attack: 140901, Defense: 84173, Current HP: 1040, A Avg: 1173705, D Avg: 117842, [Spectral Sword Shigure[172, 0, 0, 0], Wooden Shield[203, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 476: HP: 1040, STR: 4025, VIT: 311, SPD: 51, LUK: 1, Attack: 140901, Defense: 84115, Current HP: 1040, A Avg: 1173705, D Avg: 117760, [Spectral Sword Shigure[172, 0, 0, 0], Iron Shield[204, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 475: HP: 1040, STR: 4025, VIT: 359, SPD: 51, LUK: 1, Attack: 140901, Defense: 84222, Current HP: 1040, A Avg: 1173705, D Avg: 117910, [Spectral Sword Shigure[172, 0, 0, 0], Titanium Shield[205, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 474: HP: 1040, STR: 4025, VIT: 382, SPD: 51, LUK: 1, Attack: 140901, Defense: 84271, Current HP: 1040, A Avg: 1173705, D Avg: 117979, [Spectral Sword Shigure[172, 0, 0, 0], Large iron Shield[206, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 473: HP: 1092, STR: 4025, VIT: 417, SPD: 51, LUK: 1, Attack: 140901, Defense: 84293, Current HP: 1092, A Avg: 1173705, D Avg: 118010, [Spectral Sword Shigure[172, 0, 0, 0], Magic Shield[207, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 472: HP: 1350, STR: 4025, VIT: 491, SPD: 51, LUK: 1, Attack: 140901, Defense: 84328, Current HP: 1350, A Avg: 1173705, D Avg: 118059, [Spectral Sword Shigure[172, 0, 0, 0], Emerald Shield[209, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 471: HP: 1155, STR: 4025, VIT: 354, SPD: 51, LUK: 1, Attack: 140901, Defense: 84126, Current HP: 1155, A Avg: 1173705, D Avg: 117776, [Spectral Sword Shigure[172, 0, 0, 0], Clear Shield[211, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 470: HP: 1197, STR: 4025, VIT: 417, SPD: 51, LUK: 1, Attack: 140901, Defense: 84436, Current HP: 1197, A Avg: 1173705, D Avg: 118210, [Spectral Sword Shigure[172, 0, 0, 0], Prism Shield[212, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 469: HP: 1120, STR: 4025, VIT: 370, SPD: 51, LUK: 1, Attack: 140901, Defense: 84298, Current HP: 1120, A Avg: 1173705, D Avg: 118017, [Spectral Sword Shigure[172, 0, 0, 0], Tower Shield[213, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 468: HP: 1623, STR: 4025, VIT: 617, SPD: 51, LUK: 1, Attack: 140901, Defense: 85179, Current HP: 1623, A Avg: 1173705, D Avg: 119250, [Spectral Sword Shigure[172, 0, 0, 0], Slime Shield[221, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 467: HP: 1544, STR: 4025, VIT: 359, SPD: 51, LUK: 1, Attack: 140901, Defense: 84287, Current HP: 1544, A Avg: 1173705, D Avg: 118001, [Spectral Sword Shigure[172, 0, 0, 0], Hardwood Shield[223, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 466: HP: 1092, STR: 4025, VIT: 1048, SPD: 51, LUK: 1, Attack: 140901, Defense: 87836, Current HP: 1092, A Avg: 1173705, D Avg: 122970, [Spectral Sword Shigure[172, 0, 0, 0], Energy Shield[227, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 465: HP: 2910, STR: 4025, VIT: 293, SPD: 51, LUK: 1, Attack: 140901, Defense: 86210, Current HP: 2910, A Avg: 1173705, D Avg: 120693, [Spectral Sword Shigure[172, 0, 0, 0], Frying Pan[231, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 464: HP: 1831, STR: 4025, VIT: 702, SPD: 51, LUK: 1, Attack: 140901, Defense: 85436, Current HP: 1831, A Avg: 1173705, D Avg: 119610, [Spectral Sword Shigure[172, 0, 0, 0], Slafield[232, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 463: HP: 1543, STR: 4025, VIT: 617, SPD: 51, LUK: 1, Attack: 140901, Defense: 86092, Current HP: 1543, A Avg: 1173705, D Avg: 120528, [Spectral Sword Shigure[172, 0, 0, 0], Mist Shield[233, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 462: HP: 1240, STR: 4025, VIT: 953, SPD: 51, LUK: 1, Attack: 140901, Defense: 85921, Current HP: 1240, A Avg: 1173705, D Avg: 120289, [Spectral Sword Shigure[172, 0, 0, 0], Huge Shield[234, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 461: HP: 1160, STR: 4025, VIT: 1063, SPD: 51, LUK: 1, Attack: 140901, Defense: 87903, Current HP: 1160, A Avg: 1173705, D Avg: 123064, [Spectral Sword Shigure[172, 0, 0, 0], Aurora Shield[240, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 460: HP: 2005, STR: 4025, VIT: 848, SPD: 51, LUK: 1, Attack: 140901, Defense: 88273, Current HP: 2005, A Avg: 1173705, D Avg: 123582, [Spectral Sword Shigure[172, 0, 0, 0], Cloud Shield[241, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 459: HP: 1040, STR: 4025, VIT: 280, SPD: 51, LUK: 1, Attack: 140901, Defense: 87069, Current HP: 1040, A Avg: 1173705, D Avg: 121896, [Spectral Sword Shigure[172, 0, 0, 0], Graffiti[243, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 458: HP: 1040, STR: 4025, VIT: 1542, SPD: 51, LUK: 1, Attack: 140901, Defense: 91320, Current HP: 1040, A Avg: 1173705, D Avg: 127847, [Spectral Sword Shigure[172, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 457: HP: 1540, STR: 4025, VIT: 2170, SPD: 51, LUK: 1, Attack: 140901, Defense: 88958, Current HP: 1540, A Avg: 1173705, D Avg: 124541, [Spectral Sword Shigure[172, 0, 0, 0], Golem Shield[245, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 456: HP: 1340, STR: 4025, VIT: 806, SPD: 54, LUK: 1, Attack: 140901, Defense: 86684, Current HP: 1340, A Avg: 1173705, D Avg: 121357, [Spectral Sword Shigure[172, 0, 0, 0], Sticky thread shield[247, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 455: HP: 1976, STR: 4025, VIT: 803, SPD: 51, LUK: 1, Attack: 140901, Defense: 87019, Current HP: 1976, A Avg: 1173705, D Avg: 121826, [Spectral Sword Shigure[172, 0, 0, 0], King Shield[248, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 454: HP: 1512, STR: 4025, VIT: 967, SPD: 51, LUK: 1, Attack: 140901, Defense: 88002, Current HP: 1512, A Avg: 1173705, D Avg: 123202, [Spectral Sword Shigure[172, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 453: HP: 1092, STR: 4025, VIT: 1037, SPD: 51, LUK: 1, Attack: 140901, Defense: 88085, Current HP: 1092, A Avg: 1173705, D Avg: 123318, [Spectral Sword Shigure[172, 0, 0, 0], Ghost shield[251, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 452: HP: 1858, STR: 1749, VIT: 743, SPD: 54, LUK: 1, Attack: 140903, Defense: 85971, Current HP: 1858, A Avg: 1173721, D Avg: 120359, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 451: HP: 1311, STR: 4043, VIT: 636, SPD: 47, LUK: 1, Attack: 140928, Defense: 85864, Current HP: 1311, A Avg: 1173930, D Avg: 120209, [Spectral Sword Shigure[172, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 450: HP: 1986, STR: 4043, VIT: 439, SPD: 47, LUK: 1, Attack: 140928, Defense: 85667, Current HP: 1986, A Avg: 1173930, D Avg: 119933, [Spectral Sword Shigure[172, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 449: HP: 1339, STR: 4043, VIT: 439, SPD: 87, LUK: 1, Attack: 140928, Defense: 85667, Current HP: 1339, A Avg: 1173930, D Avg: 119933, [Spectral Sword Shigure[172, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 448: HP: 1727, STR: 4043, VIT: 667, SPD: 47, LUK: 1, Attack: 140928, Defense: 85895, Current HP: 1727, A Avg: 1173930, D Avg: 120252, [Spectral Sword Shigure[172, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 447: HP: 5035, STR: 8146, VIT: 1130, SPD: 60, LUK: 1, Attack: 140938, Defense: 87918, Current HP: 5035, A Avg: 1174013, D Avg: 123085, [Spear of Regression[182, 0, 0, 0], C Magnum[239, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 446: HP: 1301, STR: 4054, VIT: 636, SPD: 47, LUK: 1, Attack: 140944, Defense: 85864, Current HP: 1301, A Avg: 1174063, D Avg: 120209, [Spectral Sword Shigure[172, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 445: HP: 1301, STR: 4054, VIT: 667, SPD: 47, LUK: 1, Attack: 140944, Defense: 85895, Current HP: 1301, A Avg: 1174063, D Avg: 120252, [Spectral Sword Shigure[172, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 444: HP: 2131, STR: 4054, VIT: 460, SPD: 47, LUK: 1, Attack: 140944, Defense: 85688, Current HP: 2131, A Avg: 1174063, D Avg: 119963, [Spectral Sword Shigure[172, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 443: HP: 988, STR: 6304, VIT: 726, SPD: 47, LUK: 1, Attack: 140948, Defense: 85720, Current HP: 988, A Avg: 1174096, D Avg: 120007, [Neural Edge[190, 0, 0, 0], Metalization[228, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 442: HP: 1178, STR: 1779, VIT: 80, SPD: 51, LUK: 2, Attack: 140948, Defense: 84424, Current HP: 1178, A Avg: 1174096, D Avg: 118193, [Big Bang[171, 0, 0, 0], V Magnum[238, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 441: HP: 1294, STR: 4057, VIT: 502, SPD: 51, LUK: 1, Attack: 140949, Defense: 84443, Current HP: 1294, A Avg: 1174105, D Avg: 118220, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Scales[215, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 440: HP: 1358, STR: 4064, VIT: 828, SPD: 47, LUK: 1, Attack: 140959, Defense: 87629, Current HP: 1358, A Avg: 1174188, D Avg: 122680, [Spectral Sword Shigure[172, 0, 0, 0], Riot[236, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 439: HP: 1453, STR: 4064, VIT: 976, SPD: 47, LUK: 1, Attack: 140959, Defense: 87777, Current HP: 1453, A Avg: 1174188, D Avg: 122887, [Spectral Sword Shigure[172, 0, 0, 0], Riot[236, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 438: HP: 1453, STR: 4064, VIT: 850, SPD: 47, LUK: 1, Attack: 140959, Defense: 87651, Current HP: 1453, A Avg: 1174188, D Avg: 122711, [Spectral Sword Shigure[172, 0, 0, 0], Riot[236, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 437: HP: 1320, STR: 4065, VIT: 450, SPD: 47, LUK: 2, Attack: 140961, Defense: 85678, Current HP: 1320, A Avg: 1174205, D Avg: 119949, [Spectral Sword Shigure[172, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 436: HP: 640, STR: 6319, VIT: 193, SPD: 51, LUK: 1, Attack: 140970, Defense: 84381, Current HP: 640, A Avg: 1174280, D Avg: 118133, [Neural Edge[190, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 435: HP: 2299, STR: 4076, VIT: 2681, SPD: 47, LUK: 1, Attack: 140977, Defense: 90249, Current HP: 2299, A Avg: 1174338, D Avg: 126348, [Spectral Sword Shigure[172, 0, 0, 0], Storm Wall[242, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 434: HP: 1301, STR: 4089, VIT: 455, SPD: 54, LUK: 1, Attack: 140997, Defense: 84643, Current HP: 1301, A Avg: 1174505, D Avg: 118500, [Spectral Sword Shigure[172, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 433: HP: 2593, STR: 6175, VIT: 2039, SPD: 47, LUK: 1, Attack: 141004, Defense: 87267, Current HP: 2593, A Avg: 1174563, D Avg: 122173, [Stargazer[183, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 432: HP: 1301, STR: 4094, VIT: 455, SPD: 57, LUK: 1, Attack: 141004, Defense: 84799, Current HP: 1301, A Avg: 1174563, D Avg: 118718, [Spectral Sword Shigure[172, 0, 0, 0], V Magnum[238, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 431: HP: 1236, STR: 6346, VIT: 630, SPD: 47, LUK: 1, Attack: 141011, Defense: 86248, Current HP: 1236, A Avg: 1174621, D Avg: 120747, [Neural Edge[190, 0, 0, 0], Mask of the Grim Reaper[214, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 430: HP: 1056, STR: 6350, VIT: 846, SPD: 47, LUK: 1, Attack: 141017, Defense: 85684, Current HP: 1056, A Avg: 1174671, D Avg: 119957, [Neural Edge[190, 0, 0, 0], Bulletproof Shield[235, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 429: HP: 1240, STR: 1831, VIT: 193, SPD: 51, LUK: 1, Attack: 141026, Defense: 84381, Current HP: 1240, A Avg: 1174746, D Avg: 118133, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 428: HP: 2223, STR: 4109, VIT: 439, SPD: 47, LUK: 1, Attack: 141027, Defense: 85667, Current HP: 2223, A Avg: 1174754, D Avg: 119933, [Spectral Sword Shigure[172, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 427: HP: 1639, STR: 4109, VIT: 429, SPD: 47, LUK: 2, Attack: 141027, Defense: 85657, Current HP: 1639, A Avg: 1174754, D Avg: 119919, [Spectral Sword Shigure[172, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 426: HP: 1178, STR: 1832, VIT: 101, SPD: 51, LUK: 1, Attack: 141028, Defense: 84445, Current HP: 1178, A Avg: 1174763, D Avg: 118222, [Big Bang[171, 0, 0, 0], V Magnum[238, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 425: HP: 1273, STR: 1832, VIT: 242, SPD: 51, LUK: 1, Attack: 141028, Defense: 84586, Current HP: 1273, A Avg: 1174763, D Avg: 118420, [Big Bang[171, 0, 0, 0], V Magnum[238, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 424: HP: 1273, STR: 1832, VIT: 122, SPD: 51, LUK: 1, Attack: 141028, Defense: 84466, Current HP: 1273, A Avg: 1174763, D Avg: 118252, [Big Bang[171, 0, 0, 0], V Magnum[238, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 423: HP: 1928, STR: 1835, VIT: 119, SPD: 51, LUK: 1, Attack: 141032, Defense: 86907, Current HP: 1928, A Avg: 1174796, D Avg: 121669, [Big Bang[171, 0, 0, 0], C Magnum[239, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 422: HP: 2929, STR: 1835, VIT: 91, SPD: 51, LUK: 1, Attack: 141032, Defense: 86879, Current HP: 2929, A Avg: 1174796, D Avg: 121630, [Big Bang[171, 0, 0, 0], C Magnum[239, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 421: HP: 1957, STR: 1835, VIT: 91, SPD: 90, LUK: 1, Attack: 141032, Defense: 86879, Current HP: 1957, A Avg: 1174796, D Avg: 121630, [Big Bang[171, 0, 0, 0], C Magnum[239, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 420: HP: 1938, STR: 1835, VIT: 101, SPD: 81, LUK: 1, Attack: 141032, Defense: 86889, Current HP: 1938, A Avg: 1174796, D Avg: 121644, [Big Bang[171, 0, 0, 0], C Magnum[239, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
