Rank 1000: HP: 1406, STR: 551, VIT: 522, SPD: 64, LUK: 1, Attack: 139106, Defense: 87440, Current HP: 1406, A Avg: 1158752, D Avg: 122415, [Big Bang[171, 0, 0, 0], White Hole[230, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 472: HP: 1168, STR: 3625, VIT: 559, SPD: 39, LUK: 1, Attack: 140301, Defense: 85787, Current HP: 1168, A Avg: 1168707, D Avg: 120101, [Spectral Sword Shigure[172, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 471: HP: 1769, STR: 3625, VIT: 388, SPD: 39, LUK: 1, Attack: 140301, Defense: 85616, Current HP: 1769, A Avg: 1168707, D Avg: 119862, [Spectral Sword Shigure[172, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 470: HP: 1197, STR: 3625, VIT: 388, SPD: 72, LUK: 1, Attack: 140301, Defense: 85616, Current HP: 1197, A Avg: 1168707, D Avg: 119862, [Spectral Sword Shigure[172, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 469: HP: 1562, STR: 3625, VIT: 590, SPD: 39, LUK: 1, Attack: 140301, Defense: 85818, Current HP: 1562, A Avg: 1168707, D Avg: 120145, [Spectral Sword Shigure[172, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 468: HP: 1824, STR: 1356, VIT: 678, SPD: 47, LUK: 1, Attack: 140314, Defense: 84567, Current HP: 1824, A Avg: 1168815, D Avg: 118393, [Big Bang[171, 0, 0, 0], Small Lion[219, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 467: HP: 1159, STR: 3636, VIT: 559, SPD: 39, LUK: 1, Attack: 140317, Defense: 85787, Current HP: 1159, A Avg: 1168840, D Avg: 120101, [Spectral Sword Shigure[172, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 466: HP: 1159, STR: 3636, VIT: 590, SPD: 39, LUK: 1, Attack: 140317, Defense: 85818, Current HP: 1159, A Avg: 1168840, D Avg: 120145, [Spectral Sword Shigure[172, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 465: HP: 1914, STR: 3636, VIT: 408, SPD: 39, LUK: 1, Attack: 140317, Defense: 85636, Current HP: 1914, A Avg: 1168840, D Avg: 119890, [Spectral Sword Shigure[172, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 464: HP: 1500, STR: 5887, VIT: 643, SPD: 39, LUK: 1, Attack: 140322, Defense: 86755, Current HP: 1500, A Avg: 1168882, D Avg: 121456, [Neural Edge[190, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 463: HP: 1178, STR: 3647, VIT: 398, SPD: 39, LUK: 2, Attack: 140334, Defense: 85626, Current HP: 1178, A Avg: 1168982, D Avg: 119876, [Spectral Sword Shigure[172, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 462: HP: 3249, STR: 5676, VIT: 1066, SPD: 39, LUK: 1, Attack: 140337, Defense: 88894, Current HP: 3249, A Avg: 1169007, D Avg: 124451, [Wild Card[175, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 461: HP: 2340, STR: 1376, VIT: 991, SPD: 47, LUK: 1, Attack: 140344, Defense: 87103, Current HP: 2340, A Avg: 1169065, D Avg: 121944, [Big Bang[171, 0, 0, 0], Goblin Hand[250, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 460: HP: 1236, STR: 3657, VIT: 481, SPD: 39, LUK: 1, Attack: 140349, Defense: 86099, Current HP: 1236, A Avg: 1169107, D Avg: 120538, [Spectral Sword Shigure[172, 0, 0, 0], Mask of the Grim Reaper[214, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 459: HP: 1336, STR: 3657, VIT: 601, SPD: 39, LUK: 1, Attack: 140349, Defense: 86219, Current HP: 1336, A Avg: 1169107, D Avg: 120706, [Spectral Sword Shigure[172, 0, 0, 0], Mask of the Grim Reaper[214, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 458: HP: 1336, STR: 3657, VIT: 502, SPD: 39, LUK: 1, Attack: 140349, Defense: 86120, Current HP: 1336, A Avg: 1169107, D Avg: 120567, [Spectral Sword Shigure[172, 0, 0, 0], Mask of the Grim Reaper[214, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 457: HP: 1075, STR: 3661, VIT: 678, SPD: 39, LUK: 1, Attack: 140355, Defense: 85516, Current HP: 1075, A Avg: 1169157, D Avg: 119722, [Spectral Sword Shigure[172, 0, 0, 0], Bulletproof Shield[235, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 456: HP: 1170, STR: 3661, VIT: 804, SPD: 39, LUK: 1, Attack: 140355, Defense: 85642, Current HP: 1170, A Avg: 1169157, D Avg: 119898, [Spectral Sword Shigure[172, 0, 0, 0], Bulletproof Shield[235, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 455: HP: 1170, STR: 3661, VIT: 700, SPD: 39, LUK: 1, Attack: 140355, Defense: 85538, Current HP: 1170, A Avg: 1169157, D Avg: 119753, [Spectral Sword Shigure[172, 0, 0, 0], Bulletproof Shield[235, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 454: HP: 1732, STR: 1385, VIT: 688, SPD: 47, LUK: 1, Attack: 140357, Defense: 84694, Current HP: 1732, A Avg: 1169173, D Avg: 118571, [Big Bang[171, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 453: HP: 1083, STR: 1394, VIT: 70, SPD: 39, LUK: 2, Attack: 140371, Defense: 84258, Current HP: 1083, A Avg: 1169290, D Avg: 117961, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 452: HP: 820, STR: 5920, VIT: 417, SPD: 42, LUK: 1, Attack: 140372, Defense: 85645, Current HP: 820, A Avg: 1169298, D Avg: 119902, [Neural Edge[190, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 451: HP: 1121, STR: 5928, VIT: 817, SPD: 39, LUK: 1, Attack: 140384, Defense: 85811, Current HP: 1121, A Avg: 1169398, D Avg: 120135, [Neural Edge[190, 0, 0, 0], Metalization[228, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 450: HP: 1919, STR: 1407, VIT: 1183, SPD: 47, LUK: 1, Attack: 140390, Defense: 86177, Current HP: 1919, A Avg: 1169448, D Avg: 120647, [Big Bang[171, 0, 0, 0], Metalization[228, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 449: HP: 1083, STR: 1408, VIT: 91, SPD: 39, LUK: 1, Attack: 140392, Defense: 84279, Current HP: 1083, A Avg: 1169465, D Avg: 117990, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 448: HP: 1178, STR: 1408, VIT: 211, SPD: 39, LUK: 1, Attack: 140392, Defense: 84399, Current HP: 1178, A Avg: 1169465, D Avg: 118158, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 447: HP: 1178, STR: 1408, VIT: 112, SPD: 39, LUK: 1, Attack: 140392, Defense: 84300, Current HP: 1178, A Avg: 1169465, D Avg: 118019, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 446: HP: 1983, STR: 3691, VIT: 388, SPD: 39, LUK: 1, Attack: 140400, Defense: 85616, Current HP: 1983, A Avg: 1169531, D Avg: 119862, [Spectral Sword Shigure[172, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 445: HP: 1474, STR: 3691, VIT: 377, SPD: 39, LUK: 2, Attack: 140400, Defense: 85605, Current HP: 1474, A Avg: 1169531, D Avg: 119846, [Spectral Sword Shigure[172, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 444: HP: 1216, STR: 3692, VIT: 404, SPD: 39, LUK: 1, Attack: 140401, Defense: 85268, Current HP: 1216, A Avg: 1169540, D Avg: 119375, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Head[217, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 443: HP: 1311, STR: 3692, VIT: 530, SPD: 39, LUK: 1, Attack: 140401, Defense: 85394, Current HP: 1311, A Avg: 1169540, D Avg: 119551, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Head[217, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 442: HP: 1311, STR: 3692, VIT: 426, SPD: 39, LUK: 1, Attack: 140401, Defense: 85290, Current HP: 1311, A Avg: 1169540, D Avg: 119405, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Head[217, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 441: HP: 1140, STR: 3692, VIT: 444, SPD: 42, LUK: 1, Attack: 140401, Defense: 84866, Current HP: 1140, A Avg: 1169540, D Avg: 118812, [Spectral Sword Shigure[172, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 440: HP: 1235, STR: 3692, VIT: 564, SPD: 42, LUK: 1, Attack: 140401, Defense: 84986, Current HP: 1235, A Avg: 1169540, D Avg: 118980, [Spectral Sword Shigure[172, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 439: HP: 1235, STR: 3692, VIT: 464, SPD: 42, LUK: 1, Attack: 140401, Defense: 84886, Current HP: 1235, A Avg: 1169540, D Avg: 118840, [Spectral Sword Shigure[172, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 438: HP: 1729, STR: 1415, VIT: 559, SPD: 42, LUK: 1, Attack: 140402, Defense: 84903, Current HP: 1729, A Avg: 1169548, D Avg: 118864, [Big Bang[171, 0, 0, 0], V Magnum[238, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 437: HP: 3420, STR: 5722, VIT: 1226, SPD: 42, LUK: 1, Attack: 140406, Defense: 89054, Current HP: 3420, A Avg: 1169581, D Avg: 124675, [Wild Card[175, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 436: HP: 1026, STR: 5947, VIT: 329, SPD: 39, LUK: 1, Attack: 140412, Defense: 84218, Current HP: 1026, A Avg: 1169631, D Avg: 117905, [Neural Edge[190, 0, 0, 0], Small Lion[219, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 435: HP: 1452, STR: 3700, VIT: 664, SPD: 39, LUK: 1, Attack: 140413, Defense: 85892, Current HP: 1452, A Avg: 1169640, D Avg: 120248, [Spectral Sword Shigure[172, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 434: HP: 1196, STR: 3705, VIT: 438, SPD: 45, LUK: 1, Attack: 140421, Defense: 84626, Current HP: 1196, A Avg: 1169706, D Avg: 118476, [Spectral Sword Shigure[172, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 433: HP: 1083, STR: 1433, VIT: 104, SPD: 42, LUK: 1, Attack: 140429, Defense: 84448, Current HP: 1083, A Avg: 1169773, D Avg: 118227, [Big Bang[171, 0, 0, 0], V Magnum[238, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 432: HP: 1022, STR: 3718, VIT: 284, SPD: 39, LUK: 1, Attack: 140440, Defense: 84784, Current HP: 1022, A Avg: 1169865, D Avg: 118697, [Spectral Sword Shigure[172, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 431: HP: 1117, STR: 3718, VIT: 404, SPD: 39, LUK: 1, Attack: 140440, Defense: 84904, Current HP: 1117, A Avg: 1169865, D Avg: 118865, [Spectral Sword Shigure[172, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 430: HP: 1117, STR: 3718, VIT: 305, SPD: 39, LUK: 1, Attack: 140440, Defense: 84805, Current HP: 1117, A Avg: 1169865, D Avg: 118726, [Spectral Sword Shigure[172, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 429: HP: 969, STR: 5970, VIT: 568, SPD: 50, LUK: 1, Attack: 140447, Defense: 84912, Current HP: 969, A Avg: 1169923, D Avg: 118876, [Neural Edge[190, 0, 0, 0], V Magnum[238, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 428: HP: 950, STR: 3735, VIT: 195, SPD: 64, LUK: 1, Attack: 140466, Defense: 84383, Current HP: 950, A Avg: 1170081, D Avg: 118136, [Spectral Sword Shigure[172, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 427: HP: 934, STR: 5985, VIT: 340, SPD: 39, LUK: 1, Attack: 140469, Defense: 84346, Current HP: 934, A Avg: 1170106, D Avg: 118084, [Neural Edge[190, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 426: HP: 987, STR: 3737, VIT: 269, SPD: 42, LUK: 1, Attack: 140469, Defense: 83992, Current HP: 987, A Avg: 1170106, D Avg: 117588, [Spectral Sword Shigure[172, 0, 0, 0], Pot Lid[201, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 425: HP: 987, STR: 3737, VIT: 269, SPD: 42, LUK: 1, Attack: 140469, Defense: 84002, Current HP: 987, A Avg: 1170106, D Avg: 117602, [Spectral Sword Shigure[172, 0, 0, 0], High Pot Lid[202, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 424: HP: 940, STR: 3737, VIT: 293, SPD: 42, LUK: 1, Attack: 140469, Defense: 84162, Current HP: 940, A Avg: 1170106, D Avg: 117826, [Spectral Sword Shigure[172, 0, 0, 0], Wooden Shield[203, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 423: HP: 940, STR: 3737, VIT: 300, SPD: 42, LUK: 1, Attack: 140469, Defense: 84104, Current HP: 940, A Avg: 1170106, D Avg: 117745, [Spectral Sword Shigure[172, 0, 0, 0], Iron Shield[204, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 422: HP: 940, STR: 3737, VIT: 336, SPD: 42, LUK: 1, Attack: 140469, Defense: 84199, Current HP: 940, A Avg: 1170106, D Avg: 117878, [Spectral Sword Shigure[172, 0, 0, 0], Titanium Shield[205, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 421: HP: 940, STR: 3737, VIT: 359, SPD: 42, LUK: 1, Attack: 140469, Defense: 84248, Current HP: 940, A Avg: 1170106, D Avg: 117947, [Spectral Sword Shigure[172, 0, 0, 0], Large iron Shield[206, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 420: HP: 987, STR: 3737, VIT: 384, SPD: 42, LUK: 1, Attack: 140469, Defense: 84260, Current HP: 987, A Avg: 1170106, D Avg: 117963, [Spectral Sword Shigure[172, 0, 0, 0], Magic Shield[207, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 419: HP: 1200, STR: 3737, VIT: 445, SPD: 42, LUK: 1, Attack: 140469, Defense: 84282, Current HP: 1200, A Avg: 1170106, D Avg: 117994, [Spectral Sword Shigure[172, 0, 0, 0], Emerald Shield[209, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 418: HP: 1050, STR: 3737, VIT: 332, SPD: 42, LUK: 1, Attack: 140469, Defense: 84104, Current HP: 1050, A Avg: 1170106, D Avg: 117745, [Spectral Sword Shigure[172, 0, 0, 0], Clear Shield[211, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 417: HP: 1092, STR: 3737, VIT: 384, SPD: 42, LUK: 1, Attack: 140469, Defense: 84403, Current HP: 1092, A Avg: 1170106, D Avg: 118164, [Spectral Sword Shigure[172, 0, 0, 0], Prism Shield[212, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 416: HP: 1020, STR: 3737, VIT: 348, SPD: 42, LUK: 1, Attack: 140469, Defense: 84276, Current HP: 1020, A Avg: 1170106, D Avg: 117986, [Spectral Sword Shigure[172, 0, 0, 0], Tower Shield[213, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 415: HP: 1444, STR: 3737, VIT: 552, SPD: 42, LUK: 1, Attack: 140469, Defense: 85114, Current HP: 1444, A Avg: 1170106, D Avg: 119159, [Spectral Sword Shigure[172, 0, 0, 0], Slime Shield[221, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 414: HP: 1364, STR: 3737, VIT: 336, SPD: 42, LUK: 1, Attack: 140469, Defense: 84264, Current HP: 1364, A Avg: 1170106, D Avg: 117969, [Spectral Sword Shigure[172, 0, 0, 0], Hardwood Shield[223, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 413: HP: 987, STR: 3737, VIT: 961, SPD: 42, LUK: 1, Attack: 140469, Defense: 87749, Current HP: 987, A Avg: 1170106, D Avg: 122848, [Spectral Sword Shigure[172, 0, 0, 0], Energy Shield[227, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 412: HP: 2660, STR: 3737, VIT: 282, SPD: 42, LUK: 1, Attack: 140469, Defense: 86199, Current HP: 2660, A Avg: 1170106, D Avg: 120678, [Spectral Sword Shigure[172, 0, 0, 0], Frying Pan[231, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 411: HP: 1642, STR: 3737, VIT: 626, SPD: 42, LUK: 1, Attack: 140469, Defense: 85360, Current HP: 1642, A Avg: 1170106, D Avg: 119503, [Spectral Sword Shigure[172, 0, 0, 0], Slafield[232, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 410: HP: 1386, STR: 3737, VIT: 552, SPD: 42, LUK: 1, Attack: 140469, Defense: 86027, Current HP: 1386, A Avg: 1170106, D Avg: 120437, [Spectral Sword Shigure[172, 0, 0, 0], Mist Shield[233, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 409: HP: 1140, STR: 3737, VIT: 828, SPD: 42, LUK: 1, Attack: 140469, Defense: 85796, Current HP: 1140, A Avg: 1170106, D Avg: 120114, [Spectral Sword Shigure[172, 0, 0, 0], Huge Shield[234, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 408: HP: 1060, STR: 3737, VIT: 943, SPD: 42, LUK: 1, Attack: 140469, Defense: 87783, Current HP: 1060, A Avg: 1170106, D Avg: 122896, [Spectral Sword Shigure[172, 0, 0, 0], Aurora Shield[240, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 407: HP: 1743, STR: 3737, VIT: 739, SPD: 42, LUK: 1, Attack: 140469, Defense: 88164, Current HP: 1743, A Avg: 1170106, D Avg: 123429, [Spectral Sword Shigure[172, 0, 0, 0], Cloud Shield[241, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 406: HP: 940, STR: 3737, VIT: 269, SPD: 42, LUK: 1, Attack: 140469, Defense: 87058, Current HP: 940, A Avg: 1170106, D Avg: 121881, [Spectral Sword Shigure[172, 0, 0, 0], Graffiti[243, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 405: HP: 940, STR: 3737, VIT: 1313, SPD: 42, LUK: 1, Attack: 140469, Defense: 91091, Current HP: 940, A Avg: 1170106, D Avg: 127527, [Spectral Sword Shigure[172, 0, 0, 0], Blank Shield[244, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 404: HP: 1440, STR: 3737, VIT: 1874, SPD: 42, LUK: 1, Attack: 140469, Defense: 88662, Current HP: 1440, A Avg: 1170106, D Avg: 124126, [Spectral Sword Shigure[172, 0, 0, 0], Golem Shield[245, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 403: HP: 1240, STR: 3737, VIT: 709, SPD: 45, LUK: 1, Attack: 140469, Defense: 86587, Current HP: 1240, A Avg: 1170106, D Avg: 121221, [Spectral Sword Shigure[172, 0, 0, 0], Sticky thread shield[247, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 402: HP: 1756, STR: 3737, VIT: 723, SPD: 42, LUK: 1, Attack: 140469, Defense: 86939, Current HP: 1756, A Avg: 1170106, D Avg: 121714, [Spectral Sword Shigure[172, 0, 0, 0], King Shield[248, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 401: HP: 1407, STR: 3737, VIT: 913, SPD: 42, LUK: 1, Attack: 140469, Defense: 87948, Current HP: 1407, A Avg: 1170106, D Avg: 123127, [Spectral Sword Shigure[172, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 400: HP: 987, STR: 3737, VIT: 896, SPD: 42, LUK: 1, Attack: 140469, Defense: 87944, Current HP: 987, A Avg: 1170106, D Avg: 123121, [Spectral Sword Shigure[172, 0, 0, 0], Ghost shield[251, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 399: HP: 1216, STR: 3738, VIT: 730, SPD: 39, LUK: 1, Attack: 140470, Defense: 87531, Current HP: 1216, A Avg: 1170115, D Avg: 122543, [Spectral Sword Shigure[172, 0, 0, 0], Riot[236, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 398: HP: 1311, STR: 3738, VIT: 856, SPD: 39, LUK: 1, Attack: 140470, Defense: 87657, Current HP: 1311, A Avg: 1170115, D Avg: 122719, [Spectral Sword Shigure[172, 0, 0, 0], Riot[236, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 397: HP: 1311, STR: 3738, VIT: 752, SPD: 39, LUK: 1, Attack: 140470, Defense: 87553, Current HP: 1311, A Avg: 1170115, D Avg: 122574, [Spectral Sword Shigure[172, 0, 0, 0], Riot[236, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 396: HP: 1368, STR: 1460, VIT: 315, SPD: 39, LUK: 2, Attack: 140470, Defense: 85543, Current HP: 1368, A Avg: 1170115, D Avg: 119760, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 395: HP: 1995, STR: 5824, VIT: 1535, SPD: 39, LUK: 1, Attack: 140478, Defense: 89363, Current HP: 1995, A Avg: 1170181, D Avg: 125108, [Stargazer[183, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 394: HP: 2090, STR: 5824, VIT: 1655, SPD: 39, LUK: 1, Attack: 140478, Defense: 89483, Current HP: 2090, A Avg: 1170181, D Avg: 125276, [Stargazer[183, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 393: HP: 2090, STR: 5824, VIT: 1556, SPD: 39, LUK: 1, Attack: 140478, Defense: 89384, Current HP: 2090, A Avg: 1170181, D Avg: 125137, [Stargazer[183, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 392: HP: 1140, STR: 1478, VIT: 182, SPD: 45, LUK: 1, Attack: 140497, Defense: 84318, Current HP: 1140, A Avg: 1170340, D Avg: 118045, [Big Bang[171, 0, 0, 0], Magnum[237, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 391: HP: 1164, STR: 3769, VIT: 457, SPD: 42, LUK: 1, Attack: 140517, Defense: 84398, Current HP: 1164, A Avg: 1170506, D Avg: 118157, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Scales[215, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 390: HP: 1700, STR: 1497, VIT: 661, SPD: 45, LUK: 1, Attack: 140525, Defense: 85889, Current HP: 1700, A Avg: 1170573, D Avg: 120244, [Big Bang[171, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 389: HP: 1577, STR: 3780, VIT: 1217, SPD: 39, LUK: 1, Attack: 140533, Defense: 85808, Current HP: 1577, A Avg: 1170639, D Avg: 120131, [Spectral Sword Shigure[172, 0, 0, 0], Black Hole[229, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 388: HP: 1805, STR: 3780, VIT: 1291, SPD: 39, LUK: 1, Attack: 140533, Defense: 88209, Current HP: 1805, A Avg: 1170639, D Avg: 123492, [Spectral Sword Shigure[172, 0, 0, 0], White Hole[230, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 387: HP: 1196, STR: 3795, VIT: 438, SPD: 47, LUK: 1, Attack: 140556, Defense: 84782, Current HP: 1196, A Avg: 1170831, D Avg: 118694, [Spectral Sword Shigure[172, 0, 0, 0], V Magnum[238, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 386: HP: 2109, STR: 3796, VIT: 2404, SPD: 39, LUK: 1, Attack: 140557, Defense: 89972, Current HP: 2109, A Avg: 1170839, D Avg: 125960, [Spectral Sword Shigure[172, 0, 0, 0], Storm Wall[242, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 385: HP: 1159, STR: 3797, VIT: 377, SPD: 39, LUK: 2, Attack: 140559, Defense: 85605, Current HP: 1159, A Avg: 1170856, D Avg: 119846, [Spectral Sword Shigure[172, 0, 0, 0], Wave Motion Sword[226, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 384: HP: 1558, STR: 3802, VIT: 771, SPD: 39, LUK: 1, Attack: 140566, Defense: 84634, Current HP: 1558, A Avg: 1170914, D Avg: 118487, [Spectral Sword Shigure[172, 0, 0, 0], Small Sword[218, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 383: HP: 940, STR: 3830, VIT: 384, SPD: 45, LUK: 1, Attack: 140608, Defense: 84409, Current HP: 940, A Avg: 1171264, D Avg: 118172, [Spectral Sword Shigure[172, 0, 0, 0], Conductive Barrier[208, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 382: HP: 3268, STR: 7929, VIT: 518, SPD: 39, LUK: 1, Attack: 140613, Defense: 88346, Current HP: 3268, A Avg: 1171306, D Avg: 123684, [Spear of Regression[182, 0, 0, 0], Black Sword Breath[252, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 381: HP: 1083, STR: 1556, VIT: 70, SPD: 42, LUK: 1, Attack: 140614, Defense: 84206, Current HP: 1083, A Avg: 1171314, D Avg: 117888, [Big Bang[171, 0, 0, 0], Magnum[237, 0, 0, 0], Ring of power[314, 0, 0, 0]]
Rank 380: HP: 950, STR: 3840, VIT: 195, SPD: 67, LUK: 1, Attack: 140623, Defense: 84539, Current HP: 950, A Avg: 1171389, D Avg: 118354, [Spectral Sword Shigure[172, 0, 0, 0], V Magnum[238, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 379: HP: 1448, STR: 1564, VIT: 241, SPD: 47, LUK: 1, Attack: 140626, Defense: 84377, Current HP: 1448, A Avg: 1171414, D Avg: 118127, [Big Bang[171, 0, 0, 0], Magnum[237, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
