Rank 000 - [2584, 59, White Point] - HP: 173151, STR: 100858, VIT: 96, SPD: 2, LUK: 2, Attack: 186502, Defense: 84024, Current HP: 0, A Avg: 234992, D Avg: 84024, [Gladius[162, 130, 130, 130], Tower Shield[213, 130, 230, 230], Marriage Ring[321, 230, 630, 630]]
Rank 238 - [2584, 59, White Point] - HP: 200, STR: 211629, VIT: 154, SPD: 2, LUK: 2, Attack: 296961, Defense: 84342, Current HP: 0, A Avg: 789916, D Avg: 84342, [Tower[149, 230, 230, 230], Dragon Sword[225, 230, 630, 66], Oculus Ring[315, 67, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 325, STR: 205075, VIT: 299, SPD: 2, LUK: 2, Attack: 290407, Defense: 87100, Current HP: 0, A Avg: 772482, D Avg: 87100, [Tower[149, 230, 230, 230], Riot[236, 230, 630, 66], Oculus Ring[315, 67, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 200, STR: 205072, VIT: 299, SPD: 2, LUK: 2, Attack: 290404, Defense: 85137, Current HP: 0, A Avg: 772474, D Avg: 85137, [Tower[149, 230, 230, 230], Bulletproof Shield[235, 230, 630, 66], Oculus Ring[315, 67, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 575, STR: 205056, VIT: 176, SPD: 2, LUK: 2, Attack: 290388, Defense: 86054, Current HP: 0, A Avg: 772432, D Avg: 86054, [Tower[149, 230, 230, 230], Sticky thread shield[247, 230, 630, 66], Oculus Ring[315, 67, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 200, STR: 211464, VIT: 154, SPD: 2, LUK: 2, Attack: 296796, Defense: 85824, Current HP: 0, A Avg: 789477, D Avg: 85824, [Tower[149, 230, 230, 230], Shield of Thousand[246, 230, 630, 66], Oculus Ring[315, 67, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 175, STR: 205040, VIT: 184, SPD: 2, LUK: 2, Attack: 289852, Defense: 84073, Current HP: 0, A Avg: 771006, D Avg: 84073, [Granada[150, 230, 230, 230], Large iron Shield[206, 230, 630, 66], Oculus Ring[315, 67, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 175, STR: 205040, VIT: 161, SPD: 2, LUK: 2, Attack: 289852, Defense: 84024, Current HP: 0, A Avg: 771006, D Avg: 84024, [Granada[150, 230, 230, 230], Titanium Shield[205, 230, 630, 66], Oculus Ring[315, 67, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 300, STR: 205088, VIT: 174, SPD: 2, LUK: 2, Attack: 289900, Defense: 85038, Current HP: 0, A Avg: 771133, D Avg: 85038, [Granada[150, 230, 230, 230], Dragon's Head[217, 230, 630, 66], Oculus Ring[315, 67, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 300, STR: 205072, VIT: 174, SPD: 2, LUK: 2, Attack: 289884, Defense: 84414, Current HP: 0, A Avg: 771091, D Avg: 84414, [Granada[150, 230, 230, 230], Dragon's Wings[216, 230, 630, 66], Oculus Ring[315, 67, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 675, STR: 205232, VIT: 506, SPD: 2, LUK: 2, Attack: 290044, Defense: 85500, Current HP: 0, A Avg: 771517, D Avg: 85500, [Granada[150, 230, 230, 230], Metalization[228, 230, 630, 66], Oculus Ring[315, 67, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 182, STR: 205040, VIT: 484, SPD: 2, LUK: 2, Attack: 289852, Defense: 87272, Current HP: 0, A Avg: 771006, D Avg: 87272, [Granada[150, 230, 230, 230], Energy Shield[227, 230, 630, 66], Oculus Ring[315, 67, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 494, STR: 205200, VIT: 286, SPD: 2, LUK: 2, Attack: 290012, Defense: 86398, Current HP: 0, A Avg: 771431, D Avg: 86398, [Granada[150, 230, 230, 230], Goblin Hand[250, 230, 630, 66], Oculus Ring[315, 67, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 702, STR: 205040, VIT: 594, SPD: 2, LUK: 2, Attack: 289852, Defense: 87629, Current HP: 0, A Avg: 771006, D Avg: 87629, [Granada[150, 230, 230, 230], Warrior's Shield[249, 230, 630, 66], Oculus Ring[315, 67, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 100, STR: 205024, VIT: 161, SPD: 2, LUK: 2, Attack: 289342, Defense: 83998, Current HP: 0, A Avg: 769649, D Avg: 83998, [Ruby Knuckle[151, 230, 230, 230], Emerald Shield[209, 230, 630, 66], Oculus Ring[315, 67, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 75, STR: 205040, VIT: 165, SPD: 2, LUK: 2, Attack: 289358, Defense: 84190, Current HP: 0, A Avg: 769692, D Avg: 84190, [Ruby Knuckle[151, 230, 230, 230], Conductive Barrier[208, 230, 630, 66], Oculus Ring[315, 67, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 150, STR: 211530, VIT: 165, SPD: 2, LUK: 2, Attack: 295848, Defense: 84054, Current HP: 0, A Avg: 786955, D Avg: 84054, [Ruby Knuckle[151, 230, 230, 230], Small Lion[219, 230, 630, 66], Oculus Ring[315, 67, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 100, STR: 211530, VIT: 165, SPD: 2, LUK: 2, Attack: 295848, Defense: 84028, Current HP: 0, A Avg: 786955, D Avg: 84028, [Ruby Knuckle[151, 230, 230, 230], Small Sword[218, 230, 630, 66], Oculus Ring[315, 67, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 78, STR: 205024, VIT: 154, SPD: 2, LUK: 2, Attack: 289342, Defense: 87579, Current HP: 0, A Avg: 769649, D Avg: 87579, [Ruby Knuckle[151, 230, 230, 230], Cloud Shield[241, 230, 630, 66], Oculus Ring[315, 67, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 225, STR: 205024, VIT: 308, SPD: 2, LUK: 2, Attack: 289342, Defense: 87148, Current HP: 0, A Avg: 769649, D Avg: 87148, [Ruby Knuckle[151, 230, 230, 230], Aurora Shield[240, 230, 630, 66], Oculus Ring[315, 67, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 75, STR: 212091, VIT: 154, SPD: 2, LUK: 2, Attack: 296409, Defense: 87982, Current HP: 0, A Avg: 788447, D Avg: 87982, [Ruby Knuckle[151, 230, 230, 230], Black Sword Breath[252, 230, 630, 66], Oculus Ring[315, 67, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 78, STR: 205024, VIT: 154, SPD: 2, LUK: 2, Attack: 289342, Defense: 87202, Current HP: 0, A Avg: 769649, D Avg: 87202, [Ruby Knuckle[151, 230, 230, 230], Ghost shield[251, 230, 630, 66], Oculus Ring[315, 67, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 182, STR: 205088, VIT: 165, SPD: 2, LUK: 2, Attack: 289738, Defense: 83937, Current HP: 0, A Avg: 770703, D Avg: 83937, [Diamond Knuckle[152, 230, 230, 230], Clear Shield[211, 230, 630, 66], Oculus Ring[315, 67, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 125, STR: 211497, VIT: 165, SPD: 2, LUK: 2, Attack: 296147, Defense: 84171, Current HP: 0, A Avg: 787751, D Avg: 84171, [Diamond Knuckle[152, 230, 230, 230], Wings of Beast[210, 230, 630, 66], Oculus Ring[315, 67, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 150, STR: 211530, VIT: 165, SPD: 2, LUK: 2, Attack: 296180, Defense: 84665, Current HP: 0, A Avg: 787838, D Avg: 84665, [Diamond Knuckle[152, 230, 230, 230], Hard Wings of Beast[222, 230, 630, 66], Oculus Ring[315, 67, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 234, STR: 205088, VIT: 176, SPD: 2, LUK: 2, Attack: 289738, Defense: 84738, Current HP: 0, A Avg: 770703, D Avg: 84738, [Diamond Knuckle[152, 230, 230, 230], Slime Shield[221, 230, 630, 66], Oculus Ring[315, 67, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 100, STR: 205088, VIT: 154, SPD: 2, LUK: 2, Attack: 289738, Defense: 89932, Current HP: 0, A Avg: 770703, D Avg: 89932, [Diamond Knuckle[152, 230, 230, 230], Blank Shield[244, 230, 630, 66], Oculus Ring[315, 67, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 100, STR: 205088, VIT: 154, SPD: 2, LUK: 2, Attack: 289738, Defense: 86943, Current HP: 0, A Avg: 770703, D Avg: 86943, [Diamond Knuckle[152, 230, 230, 230], Graffiti[243, 230, 630, 66], Oculus Ring[315, 67, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 104, STR: 205120, VIT: 132, SPD: 2, LUK: 2, Attack: 291648, Defense: 83865, Current HP: 0, A Avg: 775783, D Avg: 83865, [Moon Knuckle[153, 230, 230, 230], High Pot Lid[202, 230, 630, 66], Oculus Ring[315, 67, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 104, STR: 205120, VIT: 132, SPD: 2, LUK: 2, Attack: 291648, Defense: 83855, Current HP: 0, A Avg: 775783, D Avg: 83855, [Moon Knuckle[153, 230, 230, 230], Pot Lid[201, 230, 630, 66], Oculus Ring[315, 67, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 200, STR: 205120, VIT: 149, SPD: 2, LUK: 2, Attack: 291648, Defense: 84077, Current HP: 0, A Avg: 775783, D Avg: 84077, [Moon Knuckle[153, 230, 230, 230], Tower Shield[213, 230, 630, 66], Oculus Ring[315, 67, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 234, STR: 205120, VIT: 143, SPD: 2, LUK: 2, Attack: 291648, Defense: 84162, Current HP: 0, A Avg: 775783, D Avg: 84162, [Moon Knuckle[153, 230, 230, 230], Prism Shield[212, 230, 630, 66], Oculus Ring[315, 67, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 175, STR: 211579, VIT: 154, SPD: 2, LUK: 2, Attack: 298107, Defense: 84160, Current HP: 0, A Avg: 792964, D Avg: 84160, [Moon Knuckle[153, 230, 230, 230], Small Dragon Sword[224, 230, 630, 66], Oculus Ring[315, 67, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 150, STR: 205120, VIT: 138, SPD: 2, LUK: 2, Attack: 291648, Defense: 84066, Current HP: 0, A Avg: 775783, D Avg: 84066, [Moon Knuckle[153, 230, 230, 230], Hardwood Shield[223, 230, 630, 66], Oculus Ring[315, 67, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 100, STR: 211530, VIT: 132, SPD: 2, LUK: 2, Attack: 298058, Defense: 85802, Current HP: 0, A Avg: 792834, D Avg: 85802, [Moon Knuckle[153, 230, 230, 230], Shield of Thousand[246, 230, 630, 66], Oculus Ring[315, 67, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 725, STR: 205120, VIT: 368, SPD: 2, LUK: 2, Attack: 291648, Defense: 87156, Current HP: 0, A Avg: 775783, D Avg: 87156, [Moon Knuckle[153, 230, 230, 230], Golem Shield[245, 230, 630, 66], Oculus Ring[315, 67, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 96, STR: 237317, VIT: 66, SPD: 2, LUK: 2, Attack: 322051, Defense: 83929, Current HP: 0, A Avg: 611896, D Avg: 83929, [Irruption[154, 230, 230, 230], Titanium Shield[205, 230, 630, 66], Ring of power[314, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 96, STR: 237317, VIT: 83, SPD: 2, LUK: 2, Attack: 322051, Defense: 83887, Current HP: 0, A Avg: 611896, D Avg: 83887, [Irruption[154, 230, 230, 230], Iron Shield[204, 230, 630, 66], Ring of power[314, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 216, STR: 237354, VIT: 79, SPD: 2, LUK: 2, Attack: 322088, Defense: 84319, Current HP: 0, A Avg: 611967, D Avg: 84319, [Irruption[154, 230, 230, 230], Dragon's Wings[216, 230, 630, 66], Ring of power[314, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 192, STR: 237354, VIT: 77, SPD: 2, LUK: 2, Attack: 322088, Defense: 84018, Current HP: 0, A Avg: 611967, D Avg: 84018, [Irruption[154, 230, 230, 230], Dragon's Scales[215, 230, 630, 66], Ring of power[314, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 100, STR: 237317, VIT: 377, SPD: 2, LUK: 2, Attack: 322051, Defense: 87165, Current HP: 0, A Avg: 611896, D Avg: 87165, [Irruption[154, 230, 230, 230], Energy Shield[227, 230, 630, 66], Ring of power[314, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 144, STR: 243960, VIT: 88, SPD: 2, LUK: 2, Attack: 328694, Defense: 85316, Current HP: 0, A Avg: 624518, D Avg: 85316, [Irruption[154, 230, 230, 230], Wave Motion Sword[226, 230, 630, 66], Ring of power[314, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 96, STR: 238057, VIT: 62, SPD: 2, LUK: 2, Attack: 322791, Defense: 84198, Current HP: 0, A Avg: 613302, D Avg: 84198, [Irruption[154, 230, 230, 230], Magnum[237, 230, 630, 66], Ring of power[314, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 216, STR: 237340, VIT: 198, SPD: 2, LUK: 2, Attack: 322074, Defense: 86999, Current HP: 0, A Avg: 611940, D Avg: 86999, [Irruption[154, 230, 230, 230], Riot[236, 230, 630, 66], Ring of power[314, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 400, STR: 217634, VIT: 73, SPD: 3, LUK: 2, Attack: 303317, Defense: 83949, Current HP: 0, A Avg: 806823, D Avg: 83949, [Dancing[155, 230, 230, 230], Magic Shield[207, 230, 630, 67], Rapid Rabbit[313, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 384, STR: 217634, VIT: 88, SPD: 3, LUK: 2, Attack: 303317, Defense: 83977, Current HP: 0, A Avg: 806823, D Avg: 83977, [Dancing[155, 230, 230, 230], Large iron Shield[206, 230, 630, 67], Rapid Rabbit[313, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 408, STR: 224140, VIT: 73, SPD: 3, LUK: 2, Attack: 309823, Defense: 83936, Current HP: 0, A Avg: 628940, D Avg: 117510, [Dancing[155, 230, 230, 230], Small Sword[218, 230, 630, 67], Rapid Rabbit[313, 68, 806, 807]]
Rank 238 - [2584, 59, White Point] - HP: 408, STR: 224035, VIT: 73, SPD: 3, LUK: 2, Attack: 309718, Defense: 84079, Current HP: 0, A Avg: 628727, D Avg: 117710, [Dancing[155, 230, 230, 230], Wings of Beast[210, 230, 630, 67], Rapid Rabbit[313, 68, 806, 807]]
Rank 238 - [2584, 59, White Point] - HP: 432, STR: 224245, VIT: 88, SPD: 3, LUK: 2, Attack: 309928, Defense: 85316, Current HP: 0, A Avg: 629153, D Avg: 119442, [Dancing[155, 230, 230, 230], Wave Motion Sword[226, 230, 630, 67], Rapid Rabbit[313, 68, 806, 807]]
Rank 238 - [2584, 59, White Point] - HP: 384, STR: 224210, VIT: 62, SPD: 3, LUK: 2, Attack: 309893, Defense: 84250, Current HP: 0, A Avg: 629082, D Avg: 117949, [Dancing[155, 230, 230, 230], Dragon Sword[225, 230, 630, 67], Rapid Rabbit[313, 68, 806, 807]]
Rank 238 - [2584, 59, White Point] - HP: 528, STR: 217634, VIT: 209, SPD: 3, LUK: 2, Attack: 303317, Defense: 87049, Current HP: 0, A Avg: 806823, D Avg: 87049, [Dancing[155, 230, 230, 230], Aurora Shield[240, 230, 630, 67], Rapid Rabbit[313, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 624, STR: 218994, VIT: 62, SPD: 3, LUK: 2, Attack: 304677, Defense: 86850, Current HP: 0, A Avg: 810440, D Avg: 86850, [Dancing[155, 230, 230, 230], C Magnum[239, 230, 630, 67], Rapid Rabbit[313, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 384, STR: 224035, VIT: 62, SPD: 3, LUK: 2, Attack: 309718, Defense: 85732, Current HP: 0, A Avg: 628727, D Avg: 120024, [Dancing[155, 230, 230, 230], Shield of Thousand[246, 230, 630, 67], Rapid Rabbit[313, 68, 806, 807]]
Rank 238 - [2584, 59, White Point] - HP: 384, STR: 224735, VIT: 62, SPD: 3, LUK: 2, Attack: 310418, Defense: 87890, Current HP: 0, A Avg: 630148, D Avg: 123045, [Dancing[155, 230, 230, 230], Black Sword Breath[252, 230, 630, 67], Rapid Rabbit[313, 68, 806, 807]]
Rank 238 - [2584, 59, White Point] - HP: 384, STR: 224735, VIT: 62, SPD: 3, LUK: 2, Attack: 310418, Defense: 87890, Current HP: 0, A Avg: 825711, D Avg: 87890, [Dancing[155, 230, 230, 230], Black Sword Breath[252, 230, 630, 67], Rapid Rabbit[313, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 240, STR: 236984, VIT: 83, SPD: 2, LUK: 2, Attack: 320925, Defense: 84505, Current HP: 0, A Avg: 609757, D Avg: 84505, [Rusty Knife[156, 230, 230, 230], Superconducting Barrier[220, 230, 630, 66], Mobius Ring[316, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 288, STR: 243447, VIT: 73, SPD: 2, LUK: 2, Attack: 327388, Defense: 83962, Current HP: 0, A Avg: 622037, D Avg: 83962, [Rusty Knife[156, 230, 230, 230], Small Lion[219, 230, 630, 66], Mobius Ring[316, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 936, STR: 243713, VIT: 482, SPD: 2, LUK: 2, Attack: 327654, Defense: 88050, Current HP: 0, A Avg: 622542, D Avg: 88050, [Rusty Knife[156, 230, 230, 230], Storm Wall[242, 230, 630, 66], Mobius Ring[316, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 225, STR: 236929, VIT: 62, SPD: 2, LUK: 2, Attack: 320870, Defense: 87487, Current HP: 0, A Avg: 609653, D Avg: 87487, [Rusty Knife[156, 230, 230, 230], Cloud Shield[241, 230, 630, 66], Mobius Ring[316, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 225, STR: 236984, VIT: 62, SPD: 2, LUK: 2, Attack: 321822, Defense: 83785, Current HP: 0, A Avg: 611461, D Avg: 83785, [Willow Blade[157, 230, 230, 230], Pot Lid[201, 230, 630, 66], Mobius Ring[316, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 216, STR: 244093, VIT: 62, SPD: 2, LUK: 2, Attack: 328034, Defense: 87890, Current HP: 0, A Avg: 623264, D Avg: 87890, [Rusty Knife[156, 230, 230, 230], Black Sword Breath[252, 230, 630, 66], Mobius Ring[316, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 350, STR: 236984, VIT: 73, SPD: 2, LUK: 2, Attack: 321822, Defense: 84092, Current HP: 0, A Avg: 611461, D Avg: 84092, [Willow Blade[157, 230, 230, 230], Prism Shield[212, 230, 630, 66], Mobius Ring[316, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 300, STR: 236984, VIT: 73, SPD: 2, LUK: 2, Attack: 321822, Defense: 83845, Current HP: 0, A Avg: 611461, D Avg: 83845, [Willow Blade[157, 230, 230, 230], Clear Shield[211, 230, 630, 66], Mobius Ring[316, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 264, STR: 236984, VIT: 66, SPD: 2, LUK: 2, Attack: 321822, Defense: 83994, Current HP: 0, A Avg: 611461, D Avg: 83994, [Willow Blade[157, 230, 230, 230], Hardwood Shield[223, 230, 630, 66], Mobius Ring[316, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 264, STR: 243428, VIT: 73, SPD: 2, LUK: 2, Attack: 328266, Defense: 84573, Current HP: 0, A Avg: 623705, D Avg: 84573, [Willow Blade[157, 230, 230, 230], Hard Wings of Beast[222, 230, 630, 66], Mobius Ring[316, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 216, STR: 236984, VIT: 62, SPD: 2, LUK: 2, Attack: 321822, Defense: 89840, Current HP: 0, A Avg: 611461, D Avg: 89840, [Willow Blade[157, 230, 230, 230], Blank Shield[244, 230, 630, 66], Mobius Ring[316, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 216, STR: 236984, VIT: 62, SPD: 2, LUK: 2, Attack: 321822, Defense: 86851, Current HP: 0, A Avg: 611461, D Avg: 86851, [Willow Blade[157, 230, 230, 230], Graffiti[243, 230, 630, 66], Mobius Ring[316, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 360, STR: 236929, VIT: 121, SPD: 2, LUK: 2, Attack: 321637, Defense: 83990, Current HP: 0, A Avg: 611110, D Avg: 83990, [Thin Blade[158, 230, 230, 230], Wooden Shield[203, 230, 630, 66], Mobius Ring[316, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 375, STR: 236929, VIT: 104, SPD: 2, LUK: 2, Attack: 321637, Defense: 83837, Current HP: 0, A Avg: 611110, D Avg: 83837, [Thin Blade[158, 230, 230, 230], High Pot Lid[202, 230, 630, 66], Mobius Ring[316, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 385, STR: 236944, VIT: 113, SPD: 2, LUK: 2, Attack: 321652, Defense: 85731, Current HP: 0, A Avg: 611138, D Avg: 85731, [Thin Blade[158, 230, 230, 230], Mask of the Grim Reaper[214, 230, 630, 66], Mobius Ring[316, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 456, STR: 236929, VIT: 121, SPD: 2, LUK: 2, Attack: 321637, Defense: 84049, Current HP: 0, A Avg: 611110, D Avg: 84049, [Thin Blade[158, 230, 230, 230], Tower Shield[213, 230, 630, 66], Mobius Ring[316, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 360, STR: 243523, VIT: 104, SPD: 2, LUK: 2, Attack: 328231, Defense: 84292, Current HP: 0, A Avg: 623638, D Avg: 84292, [Thin Blade[158, 230, 230, 230], Dragon Sword[225, 230, 630, 66], Mobius Ring[316, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 432, STR: 243390, VIT: 125, SPD: 2, LUK: 2, Attack: 328098, Defense: 84131, Current HP: 0, A Avg: 623386, D Avg: 84131, [Thin Blade[158, 230, 230, 230], Small Dragon Sword[224, 230, 630, 66], Mobius Ring[316, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 720, STR: 236929, VIT: 125, SPD: 2, LUK: 2, Attack: 321637, Defense: 86003, Current HP: 0, A Avg: 611110, D Avg: 86003, [Thin Blade[158, 230, 230, 230], Sticky thread shield[247, 230, 630, 66], Mobius Ring[316, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 360, STR: 243333, VIT: 104, SPD: 2, LUK: 2, Attack: 328041, Defense: 85774, Current HP: 0, A Avg: 623277, D Avg: 85774, [Thin Blade[158, 230, 230, 230], Shield of Thousand[246, 230, 630, 66], Mobius Ring[316, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 360, STR: 237021, VIT: 154, SPD: 2, LUK: 2, Attack: 322873, Defense: 84043, Current HP: 0, A Avg: 613458, D Avg: 84043, [Santoku[159, 230, 230, 230], Large iron Shield[206, 230, 630, 66], Mobius Ring[316, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 360, STR: 237021, VIT: 132, SPD: 2, LUK: 2, Attack: 322873, Defense: 83995, Current HP: 0, A Avg: 613458, D Avg: 83995, [Santoku[159, 230, 230, 230], Titanium Shield[205, 230, 630, 66], Mobius Ring[316, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 480, STR: 237058, VIT: 145, SPD: 2, LUK: 2, Attack: 322910, Defense: 84385, Current HP: 0, A Avg: 613529, D Avg: 84385, [Santoku[159, 230, 230, 230], Dragon's Wings[216, 230, 630, 66], Mobius Ring[316, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 456, STR: 237058, VIT: 143, SPD: 2, LUK: 2, Attack: 322910, Defense: 84084, Current HP: 0, A Avg: 613529, D Avg: 84084, [Santoku[159, 230, 230, 230], Dragon's Scales[215, 230, 630, 66], Mobius Ring[316, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 375, STR: 237021, VIT: 440, SPD: 2, LUK: 2, Attack: 322873, Defense: 87228, Current HP: 0, A Avg: 613458, D Avg: 87228, [Santoku[159, 230, 230, 230], Energy Shield[227, 230, 630, 66], Mobius Ring[316, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 408, STR: 243656, VIT: 151, SPD: 2, LUK: 2, Attack: 329508, Defense: 85379, Current HP: 0, A Avg: 626065, D Avg: 85379, [Santoku[159, 230, 230, 230], Wave Motion Sword[226, 230, 630, 66], Mobius Ring[316, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 875, STR: 237021, VIT: 545, SPD: 2, LUK: 2, Attack: 322873, Defense: 87580, Current HP: 0, A Avg: 613458, D Avg: 87580, [Santoku[159, 230, 230, 230], Warrior's Shield[249, 230, 630, 66], Mobius Ring[316, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 648, STR: 237021, VIT: 242, SPD: 2, LUK: 2, Attack: 322873, Defense: 86458, Current HP: 0, A Avg: 613458, D Avg: 86458, [Santoku[159, 230, 230, 230], King Shield[248, 230, 630, 66], Mobius Ring[316, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 168, STR: 262490, VIT: 46, SPD: 2, LUK: 2, Attack: 347533, Defense: 84071, Current HP: 0, A Avg: 660312, D Avg: 84071, [White Snake[160, 230, 230, 230], Conductive Barrier[208, 230, 630, 66], Black Box[323, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 175, STR: 262469, VIT: 46, SPD: 2, LUK: 2, Attack: 347512, Defense: 83922, Current HP: 0, A Avg: 660272, D Avg: 83922, [White Snake[160, 230, 230, 230], Magic Shield[207, 230, 630, 66], Black Box[323, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 192, STR: 268997, VIT: 46, SPD: 2, LUK: 2, Attack: 354040, Defense: 83909, Current HP: 0, A Avg: 672676, D Avg: 83909, [White Snake[160, 230, 230, 230], Small Sword[218, 230, 630, 66], Black Box[323, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 288, STR: 262531, VIT: 50, SPD: 2, LUK: 2, Attack: 347574, Defense: 84914, Current HP: 0, A Avg: 660390, D Avg: 84914, [White Snake[160, 230, 230, 230], Dragon's Head[217, 230, 630, 66], Black Box[323, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 216, STR: 262469, VIT: 98, SPD: 2, LUK: 2, Attack: 347512, Defense: 84689, Current HP: 0, A Avg: 660272, D Avg: 84689, [White Snake[160, 230, 230, 230], Black Hole[229, 230, 630, 66], Black Box[323, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 648, STR: 262715, VIT: 367, SPD: 2, LUK: 2, Attack: 347758, Defense: 85361, Current HP: 0, A Avg: 660740, D Avg: 85361, [White Snake[160, 230, 230, 230], Metalization[228, 230, 630, 66], Black Box[323, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 312, STR: 262469, VIT: 182, SPD: 2, LUK: 2, Attack: 347512, Defense: 87022, Current HP: 0, A Avg: 660272, D Avg: 87022, [White Snake[160, 230, 230, 230], Aurora Shield[240, 230, 630, 66], Black Box[323, 68, 803, 807]]
Rank 238 - [2584, 59, White Point] - HP: 408, STR: 264109, VIT: 35, SPD: 2, LUK: 2, Attack: 349152, Defense: 86823, Current HP: 0, A Avg: 663388, D Avg: 86823, [White Snake[160, 230, 230, 230], C Magnum[239, 230, 630, 66], Black Box[323, 68, 803, 807]]
