Rank 40333: 285 - [11224, 6661, 414] - HP: 94163, STR: 180972, VIT: 894, SPD: 40, LUK: 1, Attack: 270881, Defense: 90672, Current HP: 94163, A Avg: 284425, D Avg: 90672, [Spectral Sword Shigure[172, 130, 130, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 230, 230]]
Rank 42489: 413 - [12308, 5565, 426] - HP: 31502, STR: 91283, VIT: 128838, SPD: 40, LUK: 2, Attack: 183469, Defense: 218616, Current HP: 31502, A Avg: 192642, D Avg: 218616, [Big Bang[171, 130, 230, 230], Blank Shield[244, 230, 330, 330], Tears of the Dragon[307, 330, 330, 330]]
Rank 42494: 233 - [12465, 5099, 735] - HP: 92302, STR: 121683, VIT: 52038, SPD: 40, LUK: 2, Attack: 213869, Defense: 141816, Current HP: 92302, A Avg: 224562, D Avg: 141816, [Big Bang[171, 130, 130, 130], Blank Shield[244, 230, 230, 230], Tears of the Dragon[307, 230, 330, 330]]
Rank 42494: 1817 - [12101, 6191, 007] - HP: 94163, STR: 264999, VIT: 126, SPD: 40, LUK: 1, Attack: 354908, Defense: 87954, Current HP: 94163, A Avg: 372653, D Avg: 87954, [Spectral Sword Shigure[172, 130, 130, 230], Black Sword Breath[252, 230, 230, 230], Gold Ring[303, 230, 230, 66]]
Rank 42494: 1867 - [12101, 6191, 007] - HP: 94163, STR: 264999, VIT: 126, SPD: 40, LUK: 1, Attack: 354908, Defense: 87954, Current HP: 94163, A Avg: 372653, D Avg: 87954, [Spectral Sword Shigure[172, 130, 130, 230], Black Sword Breath[252, 230, 230, 230], Gold Ring[303, 230, 230, 807]]
Rank 42503: 516 - [12220, 5843, 236] - HP: 1672, STR: 96288, VIT: 154566, SPD: 40, LUK: 2, Attack: 188474, Defense: 242134, Current HP: 1672, A Avg: 197897, D Avg: 242134, [Big Bang[171, 230, 230, 230], Storm Wall[242, 330, 330, 330], Tears of the Dragon[307, 330, 330, 330]]
Rank 42507: 1554 - [12912, 3771, 1616] - HP: 141723, STR: 109027, VIT: 26558, SPD: 40, LUK: 1, Attack: 201213, Defense: 114126, Current HP: 141723, A Avg: 211273, D Avg: 136951, [Big Bang[171, 130, 130, 130], Storm Wall[242, 230, 230, 230], Gold Ring[303, 230, 330, 806]]
Rank 42519: 1956 - [12376, 5391, 532] - HP: 62472, STR: 128288, VIT: 52166, SPD: 40, LUK: 2, Attack: 220474, Defense: 139734, Current HP: 62472, A Avg: 275592, D Avg: 139734, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 230], Tears of the Dragon[307, 330, 330, 68]]
Rank 42519: 5567 - [12119, 6162, 018] - HP: 94163, STR: 221799, VIT: 126, SPD: 40, LUK: 1, Attack: 311708, Defense: 87954, Current HP: 94163, A Avg: 402103, D Avg: 87954, [Spectral Sword Shigure[172, 130, 130, 230], Black Sword Breath[252, 230, 230, 230], Gold Ring[303, 230, 67, 803]]
Rank 42523: 10917 - [12413, 5284, 602] - HP: 94163, STR: 135399, VIT: 25726, SPD: 40, LUK: 1, Attack: 225308, Defense: 113554, Current HP: 94163, A Avg: 326696, D Avg: 113554, [Spectral Sword Shigure[172, 130, 130, 230], Black Sword Breath[252, 230, 230, 330], Gold Ring[303, 66, 68, 807]]
Rank 42529: 1946 - [12380, 5389, 530] - HP: 62472, STR: 128288, VIT: 52166, SPD: 40, LUK: 2, Attack: 220474, Defense: 139734, Current HP: 62472, A Avg: 277797, D Avg: 139734, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 230], Tears of the Dragon[307, 330, 330, 67]]
Rank 42533: 6097 - [12542, 4907, 850] - HP: 94163, STR: 92199, VIT: 76926, SPD: 40, LUK: 1, Attack: 182108, Defense: 164754, Current HP: 94163, A Avg: 191213, D Avg: 230655, [Spectral Sword Shigure[172, 130, 130, 230], Black Sword Breath[252, 230, 330, 330], Gold Ring[303, 330, 806, 807]]
Rank 42542: 416 - [12294, 5660, 345] - HP: 32072, STR: 96288, VIT: 128966, SPD: 40, LUK: 2, Attack: 188474, Defense: 216534, Current HP: 32072, A Avg: 197897, D Avg: 216534, [Big Bang[171, 130, 230, 230], Storm Wall[242, 230, 330, 330], Tears of the Dragon[307, 330, 330, 330]]
Rank 42560: 12217 - [12312, 5624, 363] - HP: 47763, STR: 135399, VIT: 51326, SPD: 40, LUK: 1, Attack: 225308, Defense: 139154, Current HP: 47763, A Avg: 309798, D Avg: 166984, [Spectral Sword Shigure[172, 130, 230, 230], Black Sword Breath[252, 230, 330, 330], Gold Ring[303, 68, 803, 806]]
Rank 42570: 172 - [12876, 3942, 1481] - HP: 124868, STR: 207639, VIT: 52444, SPD: 40, LUK: 1, Attack: 293452, Defense: 142222, Current HP: 124868, A Avg: 308124, D Avg: 142222, [Spear of Regression[182, 130, 130, 130], Blank Shield[244, 130, 230, 230], Mobius Ring[316, 230, 330, 330]]
Rank 42575: 9957 - [12816, 4127, 1356] - HP: 140563, STR: 135399, VIT: 126, SPD: 40, LUK: 1, Attack: 225308, Defense: 87954, Current HP: 140563, A Avg: 371758, D Avg: 87954, [Spectral Sword Shigure[172, 130, 130, 130], Black Sword Breath[252, 230, 230, 230], Gold Ring[303, 67, 68, 803]]
Rank 42578: 3097 - [12253, 5819, 227] - HP: 1363, STR: 92199, VIT: 153726, SPD: 40, LUK: 1, Attack: 182108, Defense: 241554, Current HP: 1363, A Avg: 227635, D Avg: 241554, [Spectral Sword Shigure[172, 230, 230, 330], Black Sword Breath[252, 330, 330, 330], Gold Ring[303, 330, 330, 68]]
Rank 42579: 418 - [12399, 5382, 518] - HP: 48053, STR: 83425, VIT: 128062, SPD: 40, LUK: 1, Attack: 175611, Defense: 215890, Current HP: 48053, A Avg: 184391, D Avg: 215890, [Big Bang[171, 130, 230, 230], Black Sword Breath[252, 230, 330, 330], Gold Ring[303, 330, 330, 330]]
Rank 42580: 1847 - [12144, 6148, 007] - HP: 94163, STR: 264999, VIT: 126, SPD: 40, LUK: 1, Attack: 354908, Defense: 87954, Current HP: 94163, A Avg: 381526, D Avg: 87954, [Spectral Sword Shigure[172, 130, 130, 230], Black Sword Breath[252, 230, 230, 230], Gold Ring[303, 230, 230, 803]]
Rank 42589: 7917 - [12238, 5875, 186] - HP: 1363, STR: 178599, VIT: 76926, SPD: 40, LUK: 1, Attack: 268508, Defense: 164754, Current HP: 1363, A Avg: 335635, D Avg: 164754, [Spectral Sword Shigure[172, 230, 230, 230], Black Sword Breath[252, 230, 330, 330], Gold Ring[303, 330, 66, 68]]
Rank 42589: 8007 - [12238, 5875, 186] - HP: 1363, STR: 178599, VIT: 76926, SPD: 40, LUK: 1, Attack: 268508, Defense: 164754, Current HP: 1363, A Avg: 335635, D Avg: 197704, [Spectral Sword Shigure[172, 230, 230, 230], Black Sword Breath[252, 230, 330, 330], Gold Ring[303, 330, 68, 806]]
Rank 42596: 10887 - [12448, 5252, 599] - HP: 94163, STR: 135399, VIT: 25726, SPD: 40, LUK: 1, Attack: 225308, Defense: 113554, Current HP: 94163, A Avg: 331202, D Avg: 113554, [Spectral Sword Shigure[172, 130, 130, 230], Black Sword Breath[252, 230, 230, 330], Gold Ring[303, 66, 67, 807]]
Rank 42601: 3087 - [12264, 5809, 226] - HP: 1363, STR: 92199, VIT: 153726, SPD: 40, LUK: 1, Attack: 182108, Defense: 241554, Current HP: 1363, A Avg: 229456, D Avg: 241554, [Spectral Sword Shigure[172, 230, 230, 330], Black Sword Breath[252, 330, 330, 330], Gold Ring[303, 330, 330, 67]]
Rank 42605: 1297 - [12910, 3875, 1514] - HP: 186963, STR: 92199, VIT: 51326, SPD: 40, LUK: 1, Attack: 182108, Defense: 139154, Current HP: 186963, A Avg: 227635, D Avg: 139154, [Spectral Sword Shigure[172, 130, 130, 130], Black Sword Breath[252, 130, 230, 230], Gold Ring[303, 330, 330, 68]]
Rank 42607: 7907 - [12241, 5884, 174] - HP: 1363, STR: 178599, VIT: 76926, SPD: 40, LUK: 1, Attack: 268508, Defense: 164754, Current HP: 1363, A Avg: 338320, D Avg: 164754, [Spectral Sword Shigure[172, 230, 230, 230], Black Sword Breath[252, 230, 330, 330], Gold Ring[303, 330, 66, 67]]
Rank 42607: 7977 - [12241, 5884, 174] - HP: 1363, STR: 178599, VIT: 76926, SPD: 40, LUK: 1, Attack: 268508, Defense: 164754, Current HP: 1363, A Avg: 338320, D Avg: 197704, [Spectral Sword Shigure[172, 230, 230, 230], Black Sword Breath[252, 230, 330, 330], Gold Ring[303, 330, 67, 806]]
Rank 42608: 5597 - [12162, 6122, 015] - HP: 94163, STR: 221799, VIT: 126, SPD: 40, LUK: 1, Attack: 311708, Defense: 87954, Current HP: 94163, A Avg: 428598, D Avg: 87954, [Spectral Sword Shigure[172, 130, 130, 230], Black Sword Breath[252, 230, 230, 230], Gold Ring[303, 230, 68, 803]]
Rank 42628: 7967 - [12242, 5902, 155] - HP: 1363, STR: 178599, VIT: 76926, SPD: 40, LUK: 1, Attack: 268508, Defense: 164754, Current HP: 1363, A Avg: 346375, D Avg: 164754, [Spectral Sword Shigure[172, 230, 230, 230], Black Sword Breath[252, 230, 330, 330], Gold Ring[303, 330, 67, 803]]
Rank 42630: 1287 - [12922, 3864, 1513] - HP: 186963, STR: 92199, VIT: 51326, SPD: 40, LUK: 1, Attack: 182108, Defense: 139154, Current HP: 186963, A Avg: 229456, D Avg: 139154, [Spectral Sword Shigure[172, 130, 130, 130], Black Sword Breath[252, 130, 230, 230], Gold Ring[303, 330, 330, 67]]
Rank 42633: 10927 - [12534, 5031, 734] - HP: 94163, STR: 135399, VIT: 25726, SPD: 40, LUK: 1, Attack: 225308, Defense: 113554, Current HP: 94163, A Avg: 242206, D Avg: 136264, [Spectral Sword Shigure[172, 130, 130, 230], Black Sword Breath[252, 230, 230, 330], Gold Ring[303, 66, 803, 806]]
Rank 42634: 12227 - [12280, 5794, 225] - HP: 47763, STR: 135399, VIT: 51326, SPD: 40, LUK: 1, Attack: 225308, Defense: 139154, Current HP: 47763, A Avg: 428085, D Avg: 139154, [Spectral Sword Shigure[172, 130, 230, 230], Black Sword Breath[252, 230, 330, 330], Gold Ring[303, 68, 803, 807]]
Rank 42648: 10857 - [12473, 5229, 597] - HP: 94163, STR: 135399, VIT: 25726, SPD: 40, LUK: 1, Attack: 225308, Defense: 113554, Current HP: 94163, A Avg: 337962, D Avg: 113554, [Spectral Sword Shigure[172, 130, 130, 230], Black Sword Breath[252, 230, 230, 330], Gold Ring[303, 66, 67, 68]]
Rank 42652: 5617 - [12183, 6103, 013] - HP: 94163, STR: 221799, VIT: 126, SPD: 40, LUK: 1, Attack: 311708, Defense: 87954, Current HP: 94163, A Avg: 451976, D Avg: 87954, [Spectral Sword Shigure[172, 130, 130, 230], Black Sword Breath[252, 230, 230, 230], Gold Ring[303, 230, 68, 807]]
Rank 42662: 8242 - [13284, 2810, 2205] - HP: 3268, STR: 140439, VIT: 129244, SPD: 40, LUK: 1, Attack: 226252, Defense: 219022, Current HP: 3268, A Avg: 237564, D Avg: 219022, [Spear of Regression[182, 230, 230, 330], Blank Shield[244, 330, 330, 330], Mobius Ring[316, 330, 66, 807]]
Rank 42664: 513 - [12338, 5650, 311] - HP: 1102, STR: 91283, VIT: 154438, SPD: 40, LUK: 2, Attack: 183469, Defense: 244216, Current HP: 1102, A Avg: 192642, D Avg: 244216, [Big Bang[171, 230, 230, 230], Blank Shield[244, 330, 330, 330], Tears of the Dragon[307, 330, 330, 330]]
Rank 42669: 160 - [13118, 3315, 1866] - HP: 187253, STR: 102454, VIT: 26430, SPD: 40, LUK: 1, Attack: 194640, Defense: 116208, Current HP: 187253, A Avg: 204372, D Avg: 116208, [Big Bang[171, 130, 130, 130], Blank Shield[244, 130, 230, 230], Gold Ring[303, 230, 230, 330]]
Rank 42683: 8222 - [13292, 2807, 2200] - HP: 3268, STR: 140439, VIT: 129244, SPD: 40, LUK: 1, Attack: 226252, Defense: 219022, Current HP: 3268, A Avg: 243220, D Avg: 219022, [Spear of Regression[182, 230, 230, 330], Blank Shield[244, 330, 330, 330], Mobius Ring[316, 330, 66, 803]]
Rank 42688: 5587 - [12200, 6088, 011] - HP: 94163, STR: 221799, VIT: 126, SPD: 40, LUK: 1, Attack: 311708, Defense: 87954, Current HP: 94163, A Avg: 458210, D Avg: 87954, [Spectral Sword Shigure[172, 130, 130, 230], Black Sword Breath[252, 230, 230, 230], Gold Ring[303, 230, 67, 807]]
Rank 42696: 287 - [12200, 6096, 003] - HP: 94163, STR: 308199, VIT: 126, SPD: 40, LUK: 1, Attack: 398108, Defense: 87954, Current HP: 94163, A Avg: 418013, D Avg: 87954, [Spectral Sword Shigure[172, 130, 130, 230], Black Sword Breath[252, 230, 230, 230], Gold Ring[303, 230, 230, 230]]
Rank 42698: 5557 - [12205, 6083, 011] - HP: 94163, STR: 221799, VIT: 126, SPD: 40, LUK: 1, Attack: 311708, Defense: 87954, Current HP: 94163, A Avg: 467562, D Avg: 87954, [Spectral Sword Shigure[172, 130, 130, 230], Black Sword Breath[252, 230, 230, 230], Gold Ring[303, 230, 67, 68]]
Rank 42702: 8332 - [13293, 2823, 2183] - HP: 3268, STR: 140439, VIT: 129244, SPD: 40, LUK: 1, Attack: 226252, Defense: 219022, Current HP: 3268, A Avg: 248877, D Avg: 219022, [Spear of Regression[182, 230, 230, 330], Blank Shield[244, 330, 330, 330], Mobius Ring[316, 330, 803, 807]]
Rank 42704: 7997 - [12244, 5972, 083] - HP: 1363, STR: 178599, VIT: 76926, SPD: 40, LUK: 1, Attack: 268508, Defense: 164754, Current HP: 1363, A Avg: 369198, D Avg: 164754, [Spectral Sword Shigure[172, 230, 230, 230], Black Sword Breath[252, 230, 330, 330], Gold Ring[303, 330, 68, 803]]
Rank 42705: 12177 - [12310, 5775, 214] - HP: 47763, STR: 135399, VIT: 51326, SPD: 40, LUK: 1, Attack: 225308, Defense: 139154, Current HP: 47763, A Avg: 457375, D Avg: 139154, [Spectral Sword Shigure[172, 130, 230, 230], Black Sword Breath[252, 230, 330, 330], Gold Ring[303, 67, 68, 807]]
Rank 42706: 251 - [12710, 4576, 1013] - HP: 94829, STR: 121168, VIT: 103920, SPD: 47, LUK: 1, Attack: 206981, Defense: 193698, Current HP: 94829, A Avg: 217330, D Avg: 193698, [Spear of Regression[182, 130, 130, 130], Blank Shield[244, 230, 230, 330], Black Box[323, 330, 330, 330]]
Rank 42707: 483 - [12370, 5597, 332] - HP: 1102, STR: 182483, VIT: 77638, SPD: 40, LUK: 2, Attack: 274669, Defense: 167416, Current HP: 1102, A Avg: 288402, D Avg: 167416, [Big Bang[171, 230, 230, 230], Blank Shield[244, 230, 230, 230], Tears of the Dragon[307, 330, 330, 330]]
Rank 42708: 1976 - [12540, 5088, 671] - HP: 62472, STR: 128288, VIT: 52166, SPD: 40, LUK: 2, Attack: 220474, Defense: 139734, Current HP: 62472, A Avg: 231497, D Avg: 167680, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 230], Tears of the Dragon[307, 330, 330, 806]]
Rank 42708: 12247 - [12421, 5445, 433] - HP: 47763, STR: 135399, VIT: 51326, SPD: 40, LUK: 1, Attack: 225308, Defense: 139154, Current HP: 47763, A Avg: 247838, D Avg: 194815, [Spectral Sword Shigure[172, 130, 230, 230], Black Sword Breath[252, 230, 330, 330], Gold Ring[303, 803, 806, 807]]
Rank 42730: 8017 - [12246, 5992, 061] - HP: 1363, STR: 178599, VIT: 76926, SPD: 40, LUK: 1, Attack: 268508, Defense: 164754, Current HP: 1363, A Avg: 389336, D Avg: 164754, [Spectral Sword Shigure[172, 230, 230, 230], Black Sword Breath[252, 230, 330, 330], Gold Ring[303, 330, 68, 807]]
Rank 42734: 7987 - [12246, 5996, 057] - HP: 1363, STR: 178599, VIT: 76926, SPD: 40, LUK: 1, Attack: 268508, Defense: 164754, Current HP: 1363, A Avg: 394706, D Avg: 164754, [Spectral Sword Shigure[172, 230, 230, 230], Black Sword Breath[252, 230, 330, 330], Gold Ring[303, 330, 67, 807]]
Rank 42736: 1837 - [12219, 6079, 001] - HP: 94163, STR: 264999, VIT: 126, SPD: 40, LUK: 1, Attack: 354908, Defense: 87954, Current HP: 94163, A Avg: 443635, D Avg: 87954, [Spectral Sword Shigure[172, 130, 130, 230], Black Sword Breath[252, 230, 230, 230], Gold Ring[303, 230, 230, 68]]
Rank 42736: 10997 - [12511, 5203, 585] - HP: 94163, STR: 135399, VIT: 25726, SPD: 40, LUK: 1, Attack: 225308, Defense: 113554, Current HP: 94163, A Avg: 346974, D Avg: 113554, [Spectral Sword Shigure[172, 130, 130, 230], Black Sword Breath[252, 230, 230, 330], Gold Ring[303, 67, 803, 807]]
Rank 42740: 7957 - [12246, 6002, 051] - HP: 1363, STR: 178599, VIT: 76926, SPD: 40, LUK: 1, Attack: 268508, Defense: 164754, Current HP: 1363, A Avg: 402762, D Avg: 164754, [Spectral Sword Shigure[172, 230, 230, 230], Black Sword Breath[252, 230, 330, 330], Gold Ring[303, 330, 67, 68]]
Rank 42747: 1827 - [12224, 6075, 000] - HP: 94163, STR: 264999, VIT: 126, SPD: 40, LUK: 1, Attack: 354908, Defense: 87954, Current HP: 94163, A Avg: 447184, D Avg: 87954, [Spectral Sword Shigure[172, 130, 130, 230], Black Sword Breath[252, 230, 230, 230], Gold Ring[303, 230, 230, 67]]
Rank 42757: 1978 - [12678, 4723, 898] - HP: 94453, STR: 110625, VIT: 51262, SPD: 40, LUK: 1, Attack: 202811, Defense: 139090, Current HP: 94453, A Avg: 212951, D Avg: 166908, [Big Bang[171, 130, 130, 230], Black Sword Breath[252, 230, 230, 230], Gold Ring[303, 330, 330, 806]]
Rank 42758: 12037 - [12273, 5939, 087] - HP: 47763, STR: 178599, VIT: 25726, SPD: 40, LUK: 1, Attack: 268508, Defense: 113554, Current HP: 47763, A Avg: 389336, D Avg: 158975, [Spectral Sword Shigure[172, 130, 230, 230], Black Sword Breath[252, 230, 230, 330], Gold Ring[303, 68, 806, 807]]
Rank 42797: 10707 - [12411, 5564, 324] - HP: 94163, STR: 178599, VIT: 126, SPD: 40, LUK: 1, Attack: 268508, Defense: 87954, Current HP: 94163, A Avg: 335635, D Avg: 105544, [Spectral Sword Shigure[172, 130, 130, 230], Black Sword Breath[252, 230, 230, 230], Gold Ring[303, 66, 68, 806]]
Rank 42800: 12007 - [12294, 5918, 087] - HP: 47763, STR: 178599, VIT: 25726, SPD: 40, LUK: 1, Attack: 268508, Defense: 113554, Current HP: 47763, A Avg: 394706, D Avg: 158975, [Spectral Sword Shigure[172, 130, 230, 230], Black Sword Breath[252, 230, 230, 330], Gold Ring[303, 67, 806, 807]]
Rank 42801: 1974 - [12713, 4662, 924] - HP: 95323, STR: 109027, VIT: 52158, SPD: 40, LUK: 1, Attack: 201213, Defense: 139726, Current HP: 95323, A Avg: 211273, D Avg: 167671, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 330, 330, 806]]
Rank 42809: 8212 - [13297, 2918, 2084] - HP: 3268, STR: 140439, VIT: 129244, SPD: 40, LUK: 1, Attack: 226252, Defense: 219022, Current HP: 3268, A Avg: 282815, D Avg: 219022, [Spear of Regression[182, 230, 230, 330], Blank Shield[244, 330, 330, 330], Mobius Ring[316, 330, 66, 68]]
Rank 42810: 8202 - [13297, 2919, 2083] - HP: 3268, STR: 140439, VIT: 129244, SPD: 40, LUK: 1, Attack: 226252, Defense: 219022, Current HP: 3268, A Avg: 285077, D Avg: 219022, [Spear of Regression[182, 230, 230, 330], Blank Shield[244, 330, 330, 330], Mobius Ring[316, 330, 66, 67]]
Rank 42814: 8262 - [13299, 2917, 2083] - HP: 3268, STR: 140439, VIT: 129244, SPD: 40, LUK: 1, Attack: 226252, Defense: 219022, Current HP: 3268, A Avg: 291865, D Avg: 219022, [Spear of Regression[182, 230, 230, 330], Blank Shield[244, 330, 330, 330], Mobius Ring[316, 330, 67, 803]]
Rank 42821: 486 - [12380, 5681, 238] - HP: 1672, STR: 192288, VIT: 77766, SPD: 40, LUK: 2, Attack: 284474, Defense: 165334, Current HP: 1672, A Avg: 298697, D Avg: 165334, [Big Bang[171, 230, 230, 230], Storm Wall[242, 230, 230, 230], Tears of the Dragon[307, 330, 330, 330]]
Rank 42846: 8292 - [13300, 2946, 2053] - HP: 3268, STR: 140439, VIT: 129244, SPD: 40, LUK: 1, Attack: 226252, Defense: 219022, Current HP: 3268, A Avg: 311096, D Avg: 219022, [Spear of Regression[182, 230, 230, 330], Blank Shield[244, 330, 330, 330], Mobius Ring[316, 330, 68, 803]]
Rank 42865: 8282 - [13302, 2959, 2038] - HP: 3268, STR: 140439, VIT: 129244, SPD: 40, LUK: 1, Attack: 226252, Defense: 219022, Current HP: 3268, A Avg: 332590, D Avg: 219022, [Spear of Regression[182, 230, 230, 330], Blank Shield[244, 330, 330, 330], Mobius Ring[316, 330, 67, 807]]
Rank 42865: 8312 - [13302, 2959, 2038] - HP: 3268, STR: 140439, VIT: 129244, SPD: 40, LUK: 1, Attack: 226252, Defense: 219022, Current HP: 3268, A Avg: 328065, D Avg: 219022, [Spear of Regression[182, 230, 230, 330], Blank Shield[244, 330, 330, 330], Mobius Ring[316, 330, 68, 807]]
Rank 42872: 8252 - [13302, 2966, 2031] - HP: 3268, STR: 140439, VIT: 129244, SPD: 40, LUK: 1, Attack: 226252, Defense: 219022, Current HP: 3268, A Avg: 339378, D Avg: 219022, [Spear of Regression[182, 230, 230, 330], Blank Shield[244, 330, 330, 330], Mobius Ring[316, 330, 67, 68]]
Rank 42872: 10677 - [12448, 5528, 323] - HP: 94163, STR: 178599, VIT: 126, SPD: 40, LUK: 1, Attack: 268508, Defense: 87954, Current HP: 94163, A Avg: 338320, D Avg: 105544, [Spectral Sword Shigure[172, 130, 130, 230], Black Sword Breath[252, 230, 230, 230], Gold Ring[303, 66, 67, 806]]
Rank 42879: 12167 - [12446, 5541, 312] - HP: 47763, STR: 135399, VIT: 51326, SPD: 40, LUK: 1, Attack: 225308, Defense: 139154, Current HP: 47763, A Avg: 337962, D Avg: 166984, [Spectral Sword Shigure[172, 130, 230, 230], Black Sword Breath[252, 230, 330, 330], Gold Ring[303, 67, 68, 806]]
Rank 42890: 2531 - [13039, 3773, 1487] - HP: 34029, STR: 121168, VIT: 129520, SPD: 47, LUK: 1, Attack: 206981, Defense: 219298, Current HP: 34029, A Avg: 217330, D Avg: 219298, [Spear of Regression[182, 130, 230, 230], Blank Shield[244, 330, 330, 330], Black Box[323, 330, 330, 66]]
Rank 42890: 2581 - [13039, 3773, 1487] - HP: 34029, STR: 121168, VIT: 129520, SPD: 47, LUK: 1, Attack: 206981, Defense: 219298, Current HP: 34029, A Avg: 217330, D Avg: 219298, [Spear of Regression[182, 130, 230, 230], Blank Shield[244, 330, 330, 330], Black Box[323, 330, 330, 807]]
Rank 42906: 2471 - [13432, 2610, 2257] - HP: 34029, STR: 178768, VIT: 103920, SPD: 47, LUK: 1, Attack: 264581, Defense: 193698, Current HP: 34029, A Avg: 277810, D Avg: 193698, [Spear of Regression[182, 130, 230, 230], Blank Shield[244, 230, 330, 330], Black Box[323, 330, 330, 66]]
Rank 42906: 2521 - [13432, 2610, 2257] - HP: 34029, STR: 178768, VIT: 103920, SPD: 47, LUK: 1, Attack: 264581, Defense: 193698, Current HP: 34029, A Avg: 277810, D Avg: 193698, [Spear of Regression[182, 130, 230, 230], Blank Shield[244, 230, 330, 330], Black Box[323, 330, 330, 807]]
Rank 42913: 2561 - [13039, 3796, 1464] - HP: 34029, STR: 121168, VIT: 129520, SPD: 47, LUK: 1, Attack: 206981, Defense: 219298, Current HP: 34029, A Avg: 222504, D Avg: 219298, [Spear of Regression[182, 130, 230, 230], Blank Shield[244, 330, 330, 330], Black Box[323, 330, 330, 803]]
Rank 42922: 8232 - [13412, 2686, 2201] - HP: 3268, STR: 140439, VIT: 129244, SPD: 40, LUK: 1, Attack: 226252, Defense: 219022, Current HP: 3268, A Avg: 237564, D Avg: 262826, [Spear of Regression[182, 230, 230, 330], Blank Shield[244, 330, 330, 330], Mobius Ring[316, 330, 66, 806]]
Rank 42926: 2501 - [13434, 2624, 2241] - HP: 34029, STR: 178768, VIT: 103920, SPD: 47, LUK: 1, Attack: 264581, Defense: 193698, Current HP: 34029, A Avg: 284424, D Avg: 193698, [Spear of Regression[182, 130, 230, 230], Blank Shield[244, 230, 330, 330], Black Box[323, 330, 330, 803]]
Rank 42937: 8322 - [13417, 2686, 2196] - HP: 3268, STR: 140439, VIT: 129244, SPD: 40, LUK: 1, Attack: 226252, Defense: 219022, Current HP: 3268, A Avg: 243220, D Avg: 262826, [Spear of Regression[182, 230, 230, 330], Blank Shield[244, 330, 330, 330], Mobius Ring[316, 330, 803, 806]]
Rank 42946: 2491 - [13434, 2644, 2221] - HP: 34029, STR: 178768, VIT: 103920, SPD: 47, LUK: 1, Attack: 264581, Defense: 193698, Current HP: 34029, A Avg: 330726, D Avg: 193698, [Spear of Regression[182, 130, 230, 230], Blank Shield[244, 230, 330, 330], Black Box[323, 330, 330, 68]]
Rank 42949: 2481 - [13434, 2647, 2218] - HP: 34029, STR: 178768, VIT: 103920, SPD: 47, LUK: 1, Attack: 264581, Defense: 193698, Current HP: 34029, A Avg: 333372, D Avg: 193698, [Spear of Regression[182, 130, 230, 230], Blank Shield[244, 230, 330, 330], Black Box[323, 330, 330, 67]]
Rank 42983: 10787 - [12502, 5477, 320] - HP: 94163, STR: 178599, VIT: 126, SPD: 40, LUK: 1, Attack: 268508, Defense: 87954, Current HP: 94163, A Avg: 346375, D Avg: 105544, [Spectral Sword Shigure[172, 130, 130, 230], Black Sword Breath[252, 230, 230, 230], Gold Ring[303, 67, 803, 806]]
Rank 42998: 2551 - [13051, 3845, 1403] - HP: 34029, STR: 121168, VIT: 129520, SPD: 47, LUK: 1, Attack: 206981, Defense: 219298, Current HP: 34029, A Avg: 258726, D Avg: 219298, [Spear of Regression[182, 130, 230, 230], Blank Shield[244, 330, 330, 330], Black Box[323, 330, 330, 68]]
Rank 43003: 2541 - [13051, 3850, 1398] - HP: 34029, STR: 121168, VIT: 129520, SPD: 47, LUK: 1, Attack: 206981, Defense: 219298, Current HP: 34029, A Avg: 260796, D Avg: 219298, [Spear of Regression[182, 130, 230, 230], Blank Shield[244, 330, 330, 330], Black Box[323, 330, 330, 67]]
Rank 43008: 166 - [12790, 4638, 871] - HP: 123272, STR: 128288, VIT: 26566, SPD: 40, LUK: 2, Attack: 220474, Defense: 114134, Current HP: 123272, A Avg: 231497, D Avg: 114134, [Big Bang[171, 130, 130, 130], Storm Wall[242, 130, 230, 230], Tears of the Dragon[307, 230, 230, 330]]
Rank 43024: 1637 - [12774, 4702, 823] - HP: 140563, STR: 92199, VIT: 76926, SPD: 40, LUK: 1, Attack: 182108, Defense: 164754, Current HP: 140563, A Avg: 191213, D Avg: 164754, [Spectral Sword Shigure[172, 130, 130, 130], Black Sword Breath[252, 230, 230, 330], Gold Ring[303, 330, 330, 66]]
Rank 43024: 1687 - [12774, 4702, 823] - HP: 140563, STR: 92199, VIT: 76926, SPD: 40, LUK: 1, Attack: 182108, Defense: 164754, Current HP: 140563, A Avg: 191213, D Avg: 164754, [Spectral Sword Shigure[172, 130, 130, 130], Black Sword Breath[252, 230, 230, 330], Gold Ring[303, 330, 330, 807]]
Rank 43030: 10957 - [12641, 5107, 551] - HP: 94163, STR: 135399, VIT: 25726, SPD: 40, LUK: 1, Attack: 225308, Defense: 113554, Current HP: 94163, A Avg: 371758, D Avg: 113554, [Spectral Sword Shigure[172, 130, 130, 230], Black Sword Breath[252, 230, 230, 330], Gold Ring[303, 67, 68, 803]]
