Rank 38312: 7905 - [10289, 7445, 565] - HP: 5909, STR: 261691, VIT: 218644, SPD: 72, LUK: 1, Attack: 349573, Defense: 306472, Current HP: 5909, A Avg: 440461, D Avg: 306472, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 730, 730], Silver Ring[302, 730, 66, 67]]
Rank 41564: 2475 - [11802, 6158, 339] - HP: 58577, STR: 197935, VIT: 290716, SPD: 72, LUK: 1, Attack: 285817, Defense: 378544, Current HP: 58577, A Avg: 300107, D Avg: 378544, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Silver Ring[302, 730, 730, 66]]
Rank 41564: 2525 - [11802, 6158, 339] - HP: 58577, STR: 197935, VIT: 290716, SPD: 72, LUK: 1, Attack: 285817, Defense: 378544, Current HP: 58577, A Avg: 300107, D Avg: 378544, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Silver Ring[302, 730, 730, 807]]
Rank 41573: 119 - [11870, 5963, 466] - HP: 268888, STR: 356739, VIT: 46460, SPD: 72, LUK: 1, Attack: 442552, Defense: 136238, Current HP: 268888, A Avg: 464679, D Avg: 136238, [Spear of Regression[182, 530, 530, 530], Blank Shield[244, 530, 530, 630], Mobius Ring[316, 630, 630, 730]]
Rank 41574: 2559 - [11811, 6141, 347] - HP: 58216, STR: 240315, VIT: 223868, SPD: 72, LUK: 1, Attack: 326128, Defense: 313646, Current HP: 58216, A Avg: 407660, D Avg: 313646, [Spear of Regression[182, 530, 630, 630], Blank Shield[244, 730, 730, 730], Mobius Ring[316, 730, 730, 68]]
Rank 41576: 2549 - [11811, 6143, 345] - HP: 58216, STR: 240315, VIT: 223868, SPD: 72, LUK: 1, Attack: 326128, Defense: 313646, Current HP: 58216, A Avg: 410921, D Avg: 313646, [Spear of Regression[182, 530, 630, 630], Blank Shield[244, 730, 730, 730], Mobius Ring[316, 730, 730, 67]]
Rank 41583: 408 - [11786, 6225, 288] - HP: 61660, STR: 318735, VIT: 190168, SPD: 76, LUK: 1, Attack: 406617, Defense: 277996, Current HP: 61660, A Avg: 508271, D Avg: 277996, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Oculus Ring[315, 730, 730, 730]]
Rank 41587: 10654 - [13078, 2353, 2868] - HP: 111264, STR: 227568, VIT: 1510, SPD: 72, LUK: 2, Attack: 315450, Defense: 89338, Current HP: 111264, A Avg: 473175, D Avg: 89338, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 66, 67, 68]]
Rank 41592: 2435 - [11796, 6204, 299] - HP: 58577, STR: 261691, VIT: 218644, SPD: 72, LUK: 1, Attack: 349573, Defense: 306472, Current HP: 58577, A Avg: 436966, D Avg: 306472, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Silver Ring[302, 730, 730, 68]]
Rank 41593: 2473 - [11808, 6169, 322] - HP: 56829, STR: 198600, VIT: 291974, SPD: 72, LUK: 1, Attack: 286428, Defense: 379802, Current HP: 56829, A Avg: 300749, D Avg: 379802, [Stargazer[183, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Obsidian Ring[320, 730, 730, 66]]
Rank 41593: 2523 - [11808, 6169, 322] - HP: 56829, STR: 198600, VIT: 291974, SPD: 72, LUK: 1, Attack: 286428, Defense: 379802, Current HP: 56829, A Avg: 300749, D Avg: 379802, [Stargazer[183, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Obsidian Ring[320, 730, 730, 807]]
Rank 41595: 2425 - [11796, 6207, 296] - HP: 58577, STR: 261691, VIT: 218644, SPD: 72, LUK: 1, Attack: 349573, Defense: 306472, Current HP: 58577, A Avg: 440461, D Avg: 306472, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Silver Ring[302, 730, 730, 67]]
Rank 41603: 2505 - [11807, 6182, 310] - HP: 58577, STR: 197935, VIT: 290716, SPD: 72, LUK: 1, Attack: 285817, Defense: 378544, Current HP: 58577, A Avg: 307253, D Avg: 378544, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Silver Ring[302, 730, 730, 803]]
Rank 41619: 2503 - [11814, 6177, 308] - HP: 56829, STR: 198600, VIT: 291974, SPD: 72, LUK: 1, Attack: 286428, Defense: 379802, Current HP: 56829, A Avg: 307910, D Avg: 379802, [Stargazer[183, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Obsidian Ring[320, 730, 730, 803]]
Rank 41633: 2433 - [11816, 6185, 298] - HP: 56829, STR: 262356, VIT: 219902, SPD: 72, LUK: 1, Attack: 350184, Defense: 307730, Current HP: 56829, A Avg: 437730, D Avg: 307730, [Stargazer[183, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Obsidian Ring[320, 730, 730, 68]]
Rank 41636: 2423 - [11816, 6188, 295] - HP: 56829, STR: 262356, VIT: 219902, SPD: 72, LUK: 1, Attack: 350184, Defense: 307730, Current HP: 56829, A Avg: 441231, D Avg: 307730, [Stargazer[183, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Obsidian Ring[320, 730, 730, 67]]
Rank 41639: 319 - [11854, 6077, 368] - HP: 110884, STR: 473163, VIT: 135164, SPD: 72, LUK: 1, Attack: 558976, Defense: 224942, Current HP: 110884, A Avg: 586924, D Avg: 224942, [Spear of Regression[182, 530, 530, 630], Blank Shield[244, 630, 630, 630], Mobius Ring[316, 730, 730, 730]]
Rank 41652: 172 - [11865, 6057, 377] - HP: 216961, STR: 307288, VIT: 91344, SPD: 85, LUK: 1, Attack: 393101, Defense: 181122, Current HP: 216961, A Avg: 412756, D Avg: 181122, [Spear of Regression[182, 530, 530, 530], Blank Shield[244, 530, 630, 630], Black Box[323, 630, 730, 730]]
Rank 41703: 402 - [11865, 6108, 326] - HP: 58957, STR: 407080, VIT: 180048, SPD: 85, LUK: 1, Attack: 492893, Defense: 269826, Current HP: 58957, A Avg: 517537, D Avg: 269826, [Spear of Regression[182, 530, 630, 630], Blank Shield[244, 630, 630, 730], Black Box[323, 730, 730, 730]]
Rank 41714: 3079 - [11916, 5966, 417] - HP: 5548, STR: 240315, VIT: 268220, SPD: 72, LUK: 1, Attack: 326128, Defense: 357998, Current HP: 5548, A Avg: 342434, D Avg: 357998, [Spear of Regression[182, 630, 630, 730], Blank Shield[244, 730, 730, 730], Mobius Ring[316, 730, 730, 66]]
Rank 41714: 3119 - [11916, 5966, 417] - HP: 5548, STR: 240315, VIT: 268220, SPD: 72, LUK: 1, Attack: 326128, Defense: 357998, Current HP: 5548, A Avg: 342434, D Avg: 429597, [Spear of Regression[182, 630, 630, 730], Blank Shield[244, 730, 730, 730], Mobius Ring[316, 730, 730, 806]]
Rank 41714: 3129 - [11916, 5966, 417] - HP: 5548, STR: 240315, VIT: 268220, SPD: 72, LUK: 1, Attack: 326128, Defense: 357998, Current HP: 5548, A Avg: 342434, D Avg: 357998, [Spear of Regression[182, 630, 630, 730], Blank Shield[244, 730, 730, 730], Mobius Ring[316, 730, 730, 807]]
Rank 41722: 3109 - [11916, 5974, 409] - HP: 5548, STR: 240315, VIT: 268220, SPD: 72, LUK: 1, Attack: 326128, Defense: 357998, Current HP: 5548, A Avg: 350587, D Avg: 357998, [Spear of Regression[182, 630, 630, 730], Blank Shield[244, 730, 730, 730], Mobius Ring[316, 730, 730, 803]]
Rank 41754: 3034 - [12007, 5733, 559] - HP: 5928, STR: 172128, VIT: 223270, SPD: 72, LUK: 2, Attack: 260010, Defense: 311098, Current HP: 5928, A Avg: 325012, D Avg: 311098, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Tears of the Dragon[307, 730, 730, 68]]
Rank 41774: 16664 - [12621, 3911, 1767] - HP: 5928, STR: 227568, VIT: 45862, SPD: 72, LUK: 2, Attack: 315450, Defense: 133690, Current HP: 5928, A Avg: 473175, D Avg: 160428, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 730, 66], Tears of the Dragon[307, 67, 68, 806]]
Rank 41778: 3024 - [12019, 5721, 559] - HP: 5928, STR: 172128, VIT: 223270, SPD: 72, LUK: 2, Attack: 260010, Defense: 311098, Current HP: 5928, A Avg: 327612, D Avg: 311098, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Tears of the Dragon[307, 730, 730, 67]]
Rank 41783: 2515 - [11876, 6155, 268] - HP: 58577, STR: 197935, VIT: 290716, SPD: 72, LUK: 1, Attack: 285817, Defense: 378544, Current HP: 58577, A Avg: 300107, D Avg: 454252, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Silver Ring[302, 730, 730, 806]]
Rank 41793: 18014 - [13216, 2145, 2938] - HP: 5928, STR: 227568, VIT: 1510, SPD: 72, LUK: 2, Attack: 315450, Defense: 89338, Current HP: 5928, A Avg: 839096, D Avg: 89338, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 66, 67], Tears of the Dragon[307, 68, 803, 807]]
Rank 41795: 406 - [11917, 6044, 338] - HP: 60940, STR: 405287, VIT: 180713, SPD: 85, LUK: 1, Attack: 493115, Defense: 268138, Current HP: 60940, A Avg: 517770, D Avg: 268138, [Stargazer[183, 530, 630, 630], Cloud Shield[241, 630, 630, 730], Black Box[323, 730, 730, 730]]
Rank 41800: 13344 - [12387, 4639, 1273] - HP: 5928, STR: 227568, VIT: 90214, SPD: 72, LUK: 2, Attack: 315450, Defense: 178042, Current HP: 5928, A Avg: 331222, D Avg: 249258, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 730, 730], Tears of the Dragon[307, 66, 806, 807]]
Rank 41815: 2513 - [11887, 6154, 258] - HP: 56829, STR: 198600, VIT: 291974, SPD: 72, LUK: 1, Attack: 286428, Defense: 379802, Current HP: 56829, A Avg: 300749, D Avg: 455762, [Stargazer[183, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Obsidian Ring[320, 730, 730, 806]]
Rank 41818: 2485 - [11868, 6214, 217] - HP: 58577, STR: 197935, VIT: 290716, SPD: 72, LUK: 1, Attack: 285817, Defense: 378544, Current HP: 58577, A Avg: 360129, D Avg: 378544, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Silver Ring[302, 730, 730, 67]]
Rank 41818: 2495 - [11868, 6214, 217] - HP: 58577, STR: 197935, VIT: 290716, SPD: 72, LUK: 1, Attack: 285817, Defense: 378544, Current HP: 58577, A Avg: 357271, D Avg: 378544, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Silver Ring[302, 730, 730, 68]]
Rank 41822: 2493 - [11870, 6212, 217] - HP: 56829, STR: 198600, VIT: 291974, SPD: 72, LUK: 1, Attack: 286428, Defense: 379802, Current HP: 56829, A Avg: 358035, D Avg: 379802, [Stargazer[183, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Obsidian Ring[320, 730, 730, 68]]
Rank 41827: 2483 - [11870, 6217, 212] - HP: 56829, STR: 198600, VIT: 291974, SPD: 72, LUK: 1, Attack: 286428, Defense: 379802, Current HP: 56829, A Avg: 360899, D Avg: 379802, [Stargazer[183, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Obsidian Ring[320, 730, 730, 67]]
Rank 41840: 3099 - [11916, 6092, 291] - HP: 5548, STR: 240315, VIT: 268220, SPD: 72, LUK: 1, Attack: 326128, Defense: 357998, Current HP: 5548, A Avg: 407660, D Avg: 357998, [Spear of Regression[182, 630, 630, 730], Blank Shield[244, 730, 730, 730], Mobius Ring[316, 730, 730, 68]]
Rank 41842: 3089 - [11916, 6094, 289] - HP: 5548, STR: 240315, VIT: 268220, SPD: 72, LUK: 1, Attack: 326128, Defense: 357998, Current HP: 5548, A Avg: 410921, D Avg: 357998, [Spear of Regression[182, 630, 630, 730], Blank Shield[244, 730, 730, 730], Mobius Ring[316, 730, 730, 67]]
Rank 41855: 506 - [11908, 6131, 260] - HP: 5500, STR: 405287, VIT: 225065, SPD: 85, LUK: 1, Attack: 493115, Defense: 312490, Current HP: 5500, A Avg: 517770, D Avg: 312490, [Stargazer[183, 630, 630, 630], Cloud Shield[241, 630, 730, 730], Black Box[323, 730, 730, 730]]
Rank 41867: 2039 - [11937, 6056, 306] - HP: 110884, STR: 356739, VIT: 135164, SPD: 72, LUK: 1, Attack: 442552, Defense: 224942, Current HP: 110884, A Avg: 464679, D Avg: 269930, [Spear of Regression[182, 530, 530, 630], Blank Shield[244, 630, 630, 730], Mobius Ring[316, 730, 730, 806]]
Rank 41891: 2455 - [11946, 6053, 300] - HP: 58577, STR: 261691, VIT: 218644, SPD: 72, LUK: 1, Attack: 349573, Defense: 306472, Current HP: 58577, A Avg: 367051, D Avg: 367766, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Silver Ring[302, 730, 730, 806]]
Rank 41894: 2453 - [11947, 6053, 299] - HP: 56829, STR: 262356, VIT: 219902, SPD: 72, LUK: 1, Attack: 350184, Defense: 307730, Current HP: 56829, A Avg: 367693, D Avg: 369276, [Stargazer[183, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Obsidian Ring[320, 730, 730, 806]]
Rank 41901: 10794 - [13213, 2262, 2824] - HP: 111264, STR: 227568, VIT: 1510, SPD: 72, LUK: 2, Attack: 315450, Defense: 89338, Current HP: 111264, A Avg: 485793, D Avg: 89338, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 67, 803, 807]]
Rank 41907: 15824 - [13264, 2115, 2920] - HP: 58596, STR: 227568, VIT: 1510, SPD: 72, LUK: 2, Attack: 315450, Defense: 89338, Current HP: 58596, A Avg: 599355, D Avg: 89338, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 66], Tears of the Dragon[307, 68, 803, 807]]
Rank 41909: 10814 - [13214, 2267, 2818] - HP: 111264, STR: 227568, VIT: 1510, SPD: 72, LUK: 2, Attack: 315450, Defense: 89338, Current HP: 111264, A Avg: 433743, D Avg: 107205, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 68, 803, 806]]
Rank 41914: 418 - [11929, 6127, 243] - HP: 61660, STR: 241119, VIT: 237292, SPD: 76, LUK: 1, Attack: 329001, Defense: 325120, Current HP: 61660, A Avg: 411251, D Avg: 325120, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Oculus Ring[315, 730, 730, 730]]
Rank 41978: 324 - [12287, 5117, 895] - HP: 111264, STR: 172128, VIT: 178918, SPD: 72, LUK: 2, Attack: 260010, Defense: 266746, Current HP: 111264, A Avg: 273010, D Avg: 266746, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 730, 730, 730]]
Rank 41985: 409 - [12011, 5952, 336] - HP: 58216, STR: 473163, VIT: 179516, SPD: 72, LUK: 1, Attack: 558976, Defense: 269294, Current HP: 58216, A Avg: 586924, D Avg: 269294, [Spear of Regression[182, 530, 630, 630], Blank Shield[244, 630, 630, 730], Mobius Ring[316, 730, 730, 730]]
Rank 42022: 4764 - [13251, 2269, 2779] - HP: 163932, STR: 227568, VIT: 1510, SPD: 72, LUK: 2, Attack: 315450, Defense: 89338, Current HP: 163932, A Avg: 394312, D Avg: 89338, [Wild Card[175, 530, 530, 530], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 630, 66, 68]]
Rank 42040: 13324 - [12502, 4534, 1263] - HP: 5928, STR: 227568, VIT: 90214, SPD: 72, LUK: 2, Attack: 315450, Defense: 178042, Current HP: 5928, A Avg: 339108, D Avg: 213650, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 730, 730], Tears of the Dragon[307, 66, 803, 806]]
Rank 42050: 16694 - [12746, 3812, 1741] - HP: 5928, STR: 227568, VIT: 45862, SPD: 72, LUK: 2, Attack: 315450, Defense: 133690, Current HP: 5928, A Avg: 485793, D Avg: 133690, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 730, 66], Tears of the Dragon[307, 67, 803, 807]]
Rank 42050: 16784 - [12746, 3812, 1741] - HP: 5928, STR: 227568, VIT: 45862, SPD: 72, LUK: 2, Attack: 315450, Defense: 133690, Current HP: 5928, A Avg: 485793, D Avg: 187166, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 730, 67], Tears of the Dragon[307, 803, 806, 807]]
Rank 42067: 1154 - [13279, 2230, 2790] - HP: 216600, STR: 227568, VIT: 1510, SPD: 72, LUK: 2, Attack: 315450, Defense: 89338, Current HP: 216600, A Avg: 331222, D Avg: 89338, [Wild Card[175, 530, 530, 530], Black Sword Breath[252, 530, 630, 630], Tears of the Dragon[307, 630, 630, 66]]
Rank 42067: 1204 - [13279, 2230, 2790] - HP: 216600, STR: 227568, VIT: 1510, SPD: 72, LUK: 2, Attack: 315450, Defense: 89338, Current HP: 216600, A Avg: 331222, D Avg: 89338, [Wild Card[175, 530, 530, 530], Black Sword Breath[252, 530, 630, 630], Tears of the Dragon[307, 630, 630, 807]]
Rank 42122: 176 - [12091, 5849, 359] - HP: 227260, STR: 305495, VIT: 92009, SPD: 85, LUK: 1, Attack: 393323, Defense: 179434, Current HP: 227260, A Avg: 412989, D Avg: 179434, [Stargazer[183, 530, 530, 530], Cloud Shield[241, 530, 630, 630], Black Box[323, 630, 730, 730]]
Rank 42140: 13334 - [12539, 4523, 1237] - HP: 5928, STR: 227568, VIT: 90214, SPD: 72, LUK: 2, Attack: 315450, Defense: 178042, Current HP: 5928, A Avg: 346995, D Avg: 178042, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 730, 730], Tears of the Dragon[307, 66, 803, 807]]
Rank 42140: 13444 - [12539, 4523, 1237] - HP: 5928, STR: 227568, VIT: 90214, SPD: 72, LUK: 2, Attack: 315450, Defense: 178042, Current HP: 5928, A Avg: 346995, D Avg: 249258, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 730, 730], Tears of the Dragon[307, 803, 806, 807]]
Rank 42146: 4754 - [13310, 2216, 2773] - HP: 163932, STR: 227568, VIT: 1510, SPD: 72, LUK: 2, Attack: 315450, Defense: 89338, Current HP: 163932, A Avg: 397467, D Avg: 89338, [Wild Card[175, 530, 530, 530], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 630, 66, 67]]
Rank 42232: 518 - [12045, 6097, 157] - HP: 6220, STR: 241119, VIT: 284416, SPD: 76, LUK: 1, Attack: 329001, Defense: 372244, Current HP: 6220, A Avg: 411251, D Avg: 372244, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Oculus Ring[315, 730, 730, 730]]
Rank 42240: 5694 - [12823, 3771, 1705] - HP: 111264, STR: 227568, VIT: 45862, SPD: 72, LUK: 2, Attack: 315450, Defense: 133690, Current HP: 111264, A Avg: 331222, D Avg: 133690, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 730, 66, 807]]
Rank 42251: 502 - [12096, 5963, 240] - HP: 6289, STR: 407080, VIT: 224400, SPD: 85, LUK: 1, Attack: 492893, Defense: 314178, Current HP: 6289, A Avg: 517537, D Avg: 314178, [Spear of Regression[182, 630, 630, 630], Blank Shield[244, 630, 730, 730], Black Box[323, 730, 730, 730]]
Rank 42269: 311 - [12129, 5882, 288] - HP: 123206, STR: 330327, VIT: 151606, SPD: 81, LUK: 1, Attack: 418209, Defense: 239434, Current HP: 123206, A Avg: 439119, D Avg: 239434, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Seal of the High King[319, 730, 730, 730]]
Rank 42302: 321 - [12131, 5909, 259] - HP: 123206, STR: 249939, VIT: 201502, SPD: 81, LUK: 1, Attack: 337821, Defense: 289330, Current HP: 123206, A Avg: 354712, D Avg: 289330, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 730], Seal of the High King[319, 730, 730, 730]]
Rank 42318: 1184 - [13399, 2121, 2779] - HP: 216600, STR: 227568, VIT: 1510, SPD: 72, LUK: 2, Attack: 315450, Defense: 89338, Current HP: 216600, A Avg: 339108, D Avg: 89338, [Wild Card[175, 530, 530, 530], Black Sword Breath[252, 530, 630, 630], Tears of the Dragon[307, 630, 630, 803]]
Rank 42368: 15774 - [13474, 1946, 2879] - HP: 58596, STR: 227568, VIT: 1510, SPD: 72, LUK: 2, Attack: 315450, Defense: 89338, Current HP: 58596, A Avg: 640363, D Avg: 89338, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 66], Tears of the Dragon[307, 67, 68, 807]]
Rank 42423: 11864 - [12913, 3684, 1702] - HP: 58596, STR: 227568, VIT: 45862, SPD: 72, LUK: 2, Attack: 315450, Defense: 133690, Current HP: 58596, A Avg: 406930, D Avg: 133690, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 66, 67, 803]]
Rank 42431: 18054 - [13524, 1859, 2916] - HP: 5928, STR: 227568, VIT: 1510, SPD: 72, LUK: 2, Attack: 315450, Defense: 89338, Current HP: 5928, A Avg: 839096, D Avg: 125073, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 67, 68], Tears of the Dragon[307, 803, 806, 807]]
Rank 42445: 11904 - [12915, 3700, 1684] - HP: 58596, STR: 227568, VIT: 45862, SPD: 72, LUK: 2, Attack: 315450, Defense: 133690, Current HP: 58596, A Avg: 394312, D Avg: 160428, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 66, 68, 806]]
Rank 42479: 509 - [12210, 5849, 240] - HP: 5548, STR: 473163, VIT: 223868, SPD: 72, LUK: 1, Attack: 558976, Defense: 313646, Current HP: 5548, A Avg: 586924, D Avg: 313646, [Spear of Regression[182, 630, 630, 630], Blank Shield[244, 630, 730, 730], Mobius Ring[316, 730, 730, 730]]
Rank 42496: 242 - [12231, 5803, 265] - HP: 164293, STR: 307288, VIT: 135696, SPD: 85, LUK: 1, Attack: 393101, Defense: 225474, Current HP: 164293, A Avg: 412756, D Avg: 225474, [Spear of Regression[182, 530, 530, 530], Blank Shield[244, 630, 630, 630], Black Box[323, 730, 730, 730]]
Rank 42497: 5674 - [12950, 3647, 1702] - HP: 111264, STR: 227568, VIT: 45862, SPD: 72, LUK: 2, Attack: 315450, Defense: 133690, Current HP: 111264, A Avg: 339108, D Avg: 133690, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 730, 66, 803]]
Rank 42507: 4814 - [13487, 2046, 2766] - HP: 163932, STR: 227568, VIT: 1510, SPD: 72, LUK: 2, Attack: 315450, Defense: 89338, Current HP: 163932, A Avg: 406930, D Avg: 89338, [Wild Card[175, 530, 530, 530], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 630, 67, 803]]
Rank 42513: 259 - [12277, 5682, 340] - HP: 163552, STR: 240315, VIT: 179516, SPD: 72, LUK: 1, Attack: 326128, Defense: 269294, Current HP: 163552, A Avg: 342434, D Avg: 269294, [Spear of Regression[182, 530, 530, 530], Blank Shield[244, 630, 630, 730], Mobius Ring[316, 730, 730, 730]]
Rank 42520: 10754 - [13489, 2053, 2757] - HP: 111264, STR: 227568, VIT: 1510, SPD: 72, LUK: 2, Attack: 315450, Defense: 89338, Current HP: 111264, A Avg: 520492, D Avg: 89338, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 67, 68, 803]]
Rank 42524: 179 - [12263, 5735, 301] - HP: 216220, STR: 356739, VIT: 90812, SPD: 72, LUK: 1, Attack: 442552, Defense: 180590, Current HP: 216220, A Avg: 464679, D Avg: 180590, [Spear of Regression[182, 530, 530, 530], Blank Shield[244, 530, 630, 630], Mobius Ring[316, 630, 730, 730]]
Rank 42562: 15894 - [13522, 1996, 2781] - HP: 58596, STR: 227568, VIT: 1510, SPD: 72, LUK: 2, Attack: 315450, Defense: 89338, Current HP: 58596, A Avg: 599355, D Avg: 125073, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 68], Tears of the Dragon[307, 803, 806, 807]]
Rank 42563: 411 - [12233, 5864, 202] - HP: 64994, STR: 249939, VIT: 251398, SPD: 81, LUK: 1, Attack: 337821, Defense: 339226, Current HP: 64994, A Avg: 354712, D Avg: 339226, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Seal of the High King[319, 730, 730, 730]]
Rank 42593: 11874 - [12987, 3632, 1680] - HP: 58596, STR: 227568, VIT: 45862, SPD: 72, LUK: 2, Attack: 315450, Defense: 133690, Current HP: 58596, A Avg: 397467, D Avg: 160428, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 66, 67, 806]]
Rank 42611: 16654 - [12995, 3626, 1678] - HP: 5928, STR: 227568, VIT: 45862, SPD: 72, LUK: 2, Attack: 315450, Defense: 133690, Current HP: 5928, A Avg: 520492, D Avg: 133690, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 730, 66], Tears of the Dragon[307, 67, 68, 803]]
Rank 42611: 16754 - [12995, 3626, 1678] - HP: 5928, STR: 227568, VIT: 45862, SPD: 72, LUK: 2, Attack: 315450, Defense: 133690, Current HP: 5928, A Avg: 520492, D Avg: 160428, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 730, 67], Tears of the Dragon[307, 68, 803, 806]]
Rank 42620: 5784 - [13007, 3599, 1693] - HP: 111264, STR: 227568, VIT: 45862, SPD: 72, LUK: 2, Attack: 315450, Defense: 133690, Current HP: 111264, A Avg: 346995, D Avg: 133690, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 730, 803, 807]]
Rank 42654: 414 - [12441, 5331, 527] - HP: 58596, STR: 172128, VIT: 223270, SPD: 72, LUK: 2, Attack: 260010, Defense: 311098, Current HP: 58596, A Avg: 273010, D Avg: 311098, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Tears of the Dragon[307, 730, 730, 730]]
Rank 42658: 2953 - [12269, 5851, 179] - HP: 4161, STR: 262356, VIT: 291974, SPD: 72, LUK: 1, Attack: 350184, Defense: 379802, Current HP: 4161, A Avg: 367693, D Avg: 379802, [Stargazer[183, 630, 630, 630], Black Sword Breath[252, 630, 730, 730], Obsidian Ring[320, 730, 730, 66]]
Rank 42658: 3003 - [12269, 5851, 179] - HP: 4161, STR: 262356, VIT: 291974, SPD: 72, LUK: 1, Attack: 350184, Defense: 379802, Current HP: 4161, A Avg: 367693, D Avg: 379802, [Stargazer[183, 630, 630, 630], Black Sword Breath[252, 630, 730, 730], Obsidian Ring[320, 730, 730, 807]]
Rank 42662: 4894 - [13560, 1982, 2757] - HP: 163932, STR: 227568, VIT: 1510, SPD: 72, LUK: 2, Attack: 315450, Defense: 89338, Current HP: 163932, A Avg: 331222, D Avg: 125073, [Wild Card[175, 530, 530, 530], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 630, 806, 807]]
Rank 42674: 2983 - [12269, 5867, 163] - HP: 4161, STR: 262356, VIT: 291974, SPD: 72, LUK: 1, Attack: 350184, Defense: 379802, Current HP: 4161, A Avg: 376447, D Avg: 379802, [Stargazer[183, 630, 630, 630], Black Sword Breath[252, 630, 730, 730], Obsidian Ring[320, 730, 730, 803]]
Rank 42681: 2955 - [12281, 5838, 180] - HP: 5909, STR: 261691, VIT: 290716, SPD: 72, LUK: 1, Attack: 349573, Defense: 378544, Current HP: 5909, A Avg: 367051, D Avg: 378544, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 730, 730], Silver Ring[302, 730, 730, 66]]
