Rank 38490: 18043 - [11897, 2799, 3603] - HP: 6593, STR: 253378, VIT: 1678, SPD: 80, LUK: 2, Attack: 341260, Defense: 89506, Current HP: 6593, A Avg: 648394, D Avg: 125308, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 66, 68], Tears of the Dragon[307, 803, 806, 807]]
Rank 41829: 3062 - [11903, 6120, 276] - HP: 6954, STR: 341794, VIT: 249880, SPD: 95, LUK: 1, Attack: 427607, Defense: 339658, Current HP: 6954, A Avg: 448987, D Avg: 339658, [Spear of Regression[182, 630, 630, 630], Blank Shield[244, 730, 730, 730], Black Box[323, 730, 730, 807]]
Rank 41840: 3042 - [11903, 6131, 265] - HP: 6954, STR: 341794, VIT: 249880, SPD: 95, LUK: 1, Attack: 427607, Defense: 339658, Current HP: 6954, A Avg: 459677, D Avg: 339658, [Spear of Regression[182, 630, 630, 630], Blank Shield[244, 730, 730, 730], Black Box[323, 730, 730, 803]]
Rank 41847: 2445 - [11928, 6063, 308] - HP: 65227, STR: 291373, VIT: 243487, SPD: 80, LUK: 1, Attack: 379255, Defense: 331315, Current HP: 65227, A Avg: 407699, D Avg: 331315, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Silver Ring[302, 730, 730, 803]]
Rank 41857: 3022 - [11903, 6148, 248] - HP: 6954, STR: 341794, VIT: 249880, SPD: 95, LUK: 1, Attack: 427607, Defense: 339658, Current HP: 6954, A Avg: 538784, D Avg: 339658, [Spear of Regression[182, 630, 630, 630], Blank Shield[244, 730, 730, 730], Black Box[323, 730, 730, 67]]
Rank 41857: 3032 - [11903, 6148, 248] - HP: 6954, STR: 341794, VIT: 249880, SPD: 95, LUK: 1, Attack: 427607, Defense: 339658, Current HP: 6954, A Avg: 534508, D Avg: 339658, [Spear of Regression[182, 630, 630, 630], Blank Shield[244, 730, 730, 730], Black Box[323, 730, 730, 68]]
Rank 41861: 2934 - [12001, 5858, 440] - HP: 4541, STR: 363050, VIT: 244823, SPD: 80, LUK: 1, Attack: 450878, Defense: 332651, Current HP: 4541, A Avg: 473421, D Avg: 399181, [Stargazer[183, 630, 630, 630], Black Sword Breath[252, 630, 630, 730], Obsidian Ring[320, 730, 730, 806]]
Rank 41867: 2414 - [11944, 6035, 320] - HP: 63194, STR: 292049, VIT: 244823, SPD: 80, LUK: 1, Attack: 379877, Defense: 332651, Current HP: 63194, A Avg: 398870, D Avg: 332651, [Stargazer[183, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Obsidian Ring[320, 730, 730, 66]]
Rank 41867: 2464 - [11944, 6035, 320] - HP: 63194, STR: 292049, VIT: 244823, SPD: 80, LUK: 1, Attack: 379877, Defense: 332651, Current HP: 63194, A Avg: 398870, D Avg: 332651, [Stargazer[183, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Obsidian Ring[320, 730, 730, 807]]
Rank 41882: 305 - [11972, 5966, 361] - HP: 123880, STR: 362374, VIT: 163225, SPD: 80, LUK: 1, Attack: 450256, Defense: 251053, Current HP: 123880, A Avg: 472768, D Avg: 251053, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Silver Ring[302, 630, 730, 730]]
Rank 41882: 2935 - [12013, 5843, 443] - HP: 6574, STR: 362374, VIT: 243487, SPD: 80, LUK: 1, Attack: 450256, Defense: 331315, Current HP: 6574, A Avg: 472768, D Avg: 397578, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 730], Silver Ring[302, 730, 730, 806]]
Rank 41894: 304 - [11977, 5963, 359] - HP: 121847, STR: 363050, VIT: 164561, SPD: 80, LUK: 1, Attack: 450878, Defense: 252389, Current HP: 121847, A Avg: 473421, D Avg: 252389, [Stargazer[183, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Obsidian Ring[320, 630, 730, 730]]
Rank 41897: 491 - [12015, 5852, 432] - HP: 7517, STR: 457318, VIT: 224398, SPD: 90, LUK: 1, Attack: 545200, Defense: 312226, Current HP: 7517, A Avg: 572460, D Avg: 312226, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 730], Seal of the High King[319, 730, 730, 730]]
Rank 41899: 2444 - [11953, 6040, 306] - HP: 63194, STR: 292049, VIT: 244823, SPD: 80, LUK: 1, Attack: 379877, Defense: 332651, Current HP: 63194, A Avg: 408367, D Avg: 332651, [Stargazer[183, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Obsidian Ring[320, 730, 730, 803]]
Rank 41901: 11983 - [12801, 3498, 2000] - HP: 65246, STR: 253378, VIT: 51070, SPD: 80, LUK: 2, Attack: 341260, Defense: 138898, Current HP: 65246, A Avg: 440225, D Avg: 166677, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 67, 803, 806]]
Rank 41903: 10833 - [13398, 1709, 3192] - HP: 123899, STR: 253378, VIT: 1678, SPD: 80, LUK: 2, Attack: 341260, Defense: 89506, Current HP: 123899, A Avg: 494827, D Avg: 125308, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 68, 806, 807]]
Rank 41906: 172 - [12042, 5780, 477] - HP: 241566, STR: 341794, VIT: 101704, SPD: 95, LUK: 1, Attack: 427607, Defense: 191482, Current HP: 241566, A Avg: 448987, D Avg: 191482, [Spear of Regression[182, 530, 530, 530], Blank Shield[244, 530, 630, 630], Black Box[323, 630, 730, 730]]
Rank 41910: 323 - [12213, 5271, 815] - HP: 123899, STR: 191638, VIT: 199246, SPD: 80, LUK: 2, Attack: 279520, Defense: 287074, Current HP: 123899, A Avg: 293496, D Avg: 287074, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 730, 730, 730]]
Rank 41912: 241 - [12011, 5879, 409] - HP: 201998, STR: 278272, VIT: 168832, SPD: 90, LUK: 1, Attack: 366154, Defense: 256660, Current HP: 201998, A Avg: 384461, D Avg: 256660, [Wild Card[175, 530, 530, 530], Black Sword Breath[252, 630, 630, 630], Seal of the High King[319, 730, 730, 730]]
Rank 41948: 316 - [12001, 5945, 353] - HP: 130400, STR: 354869, VIT: 159288, SPD: 85, LUK: 1, Attack: 442751, Defense: 247116, Current HP: 130400, A Avg: 553438, D Avg: 247116, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Oculus Ring[315, 730, 730, 730]]
Rank 41952: 2435 - [11969, 6045, 285] - HP: 65227, STR: 291373, VIT: 243487, SPD: 80, LUK: 1, Attack: 379255, Defense: 331315, Current HP: 65227, A Avg: 474068, D Avg: 331315, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Silver Ring[302, 730, 730, 68]]
Rank 41954: 238 - [12013, 5915, 371] - HP: 191270, STR: 451277, VIT: 102441, SPD: 95, LUK: 1, Attack: 539105, Defense: 189866, Current HP: 191270, A Avg: 566060, D Avg: 189866, [Stargazer[183, 530, 530, 530], Cloud Shield[241, 630, 630, 630], Black Box[323, 630, 730, 730]]
Rank 41954: 2425 - [11969, 6047, 283] - HP: 65227, STR: 291373, VIT: 243487, SPD: 80, LUK: 1, Attack: 379255, Defense: 331315, Current HP: 65227, A Avg: 477861, D Avg: 331315, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Silver Ring[302, 730, 730, 67]]
Rank 41959: 231 - [12055, 5794, 450] - HP: 201998, STR: 367795, VIT: 113266, SPD: 90, LUK: 1, Attack: 455677, Defense: 201094, Current HP: 201998, A Avg: 478460, D Avg: 201094, [Wild Card[175, 530, 530, 530], Black Sword Breath[252, 630, 630, 630], Seal of the High King[319, 630, 730, 730]]
Rank 41971: 326 - [12005, 5956, 338] - HP: 130400, STR: 268433, VIT: 211767, SPD: 85, LUK: 1, Attack: 356315, Defense: 299595, Current HP: 130400, A Avg: 445393, D Avg: 299595, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 730], Oculus Ring[315, 730, 730, 730]]
Rank 41976: 10803 - [13430, 1686, 3183] - HP: 123899, STR: 253378, VIT: 1678, SPD: 80, LUK: 2, Attack: 341260, Defense: 89506, Current HP: 123899, A Avg: 501652, D Avg: 125308, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 67, 806, 807]]
Rank 41987: 3033 - [12056, 5819, 424] - HP: 6593, STR: 191638, VIT: 248638, SPD: 80, LUK: 2, Attack: 279520, Defense: 336466, Current HP: 6593, A Avg: 349400, D Avg: 336466, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Tears of the Dragon[307, 730, 730, 68]]
Rank 41989: 3023 - [12057, 5818, 424] - HP: 6593, STR: 191638, VIT: 248638, SPD: 80, LUK: 2, Attack: 279520, Defense: 336466, Current HP: 6593, A Avg: 352195, D Avg: 336466, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Tears of the Dragon[307, 730, 730, 67]]
Rank 41993: 2434 - [11989, 6026, 284] - HP: 63194, STR: 292049, VIT: 244823, SPD: 80, LUK: 1, Attack: 379877, Defense: 332651, Current HP: 63194, A Avg: 474846, D Avg: 332651, [Stargazer[183, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Obsidian Ring[320, 730, 730, 68]]
Rank 41994: 2424 - [11989, 6027, 283] - HP: 63194, STR: 292049, VIT: 244823, SPD: 80, LUK: 1, Attack: 379877, Defense: 332651, Current HP: 63194, A Avg: 478645, D Avg: 332651, [Stargazer[183, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Obsidian Ring[320, 730, 730, 67]]
Rank 41998: 4853 - [13437, 1687, 3175] - HP: 182552, STR: 253378, VIT: 1678, SPD: 80, LUK: 2, Attack: 341260, Defense: 89506, Current HP: 182552, A Avg: 426575, D Avg: 107407, [Wild Card[175, 530, 530, 530], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 630, 68, 806]]
Rank 42022: 15863 - [13457, 1651, 3191] - HP: 65246, STR: 253378, VIT: 1678, SPD: 80, LUK: 2, Attack: 341260, Defense: 89506, Current HP: 65246, A Avg: 907751, D Avg: 89506, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 67], Tears of the Dragon[307, 68, 803, 807]]
Rank 42047: 11723 - [12913, 3308, 2078] - HP: 65246, STR: 315118, VIT: 1678, SPD: 80, LUK: 2, Attack: 403000, Defense: 89506, Current HP: 65246, A Avg: 433225, D Avg: 107407, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 66, 803, 806]]
Rank 42064: 16563 - [12943, 3235, 2121] - HP: 6593, STR: 315118, VIT: 1678, SPD: 80, LUK: 2, Attack: 403000, Defense: 89506, Current HP: 6593, A Avg: 554125, D Avg: 107407, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 66], Tears of the Dragon[307, 68, 803, 806]]
Rank 42067: 2475 - [11991, 6094, 214] - HP: 65227, STR: 220372, VIT: 323749, SPD: 80, LUK: 1, Attack: 308254, Defense: 411577, Current HP: 65227, A Avg: 323666, D Avg: 411577, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Silver Ring[302, 730, 730, 66]]
Rank 42067: 2525 - [11991, 6094, 214] - HP: 65227, STR: 220372, VIT: 323749, SPD: 80, LUK: 1, Attack: 308254, Defense: 411577, Current HP: 65227, A Avg: 323666, D Avg: 411577, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Silver Ring[302, 730, 730, 807]]
Rank 42078: 2474 - [11996, 6090, 213] - HP: 63194, STR: 221048, VIT: 325085, SPD: 80, LUK: 1, Attack: 308876, Defense: 412913, Current HP: 63194, A Avg: 324319, D Avg: 412913, [Stargazer[183, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Obsidian Ring[320, 730, 730, 66]]
Rank 42078: 2524 - [11996, 6090, 213] - HP: 63194, STR: 221048, VIT: 325085, SPD: 80, LUK: 1, Attack: 308876, Defense: 412913, Current HP: 63194, A Avg: 324319, D Avg: 412913, [Stargazer[183, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Obsidian Ring[320, 730, 730, 807]]
Rank 42080: 4823 - [13476, 1652, 3171] - HP: 182552, STR: 253378, VIT: 1678, SPD: 80, LUK: 2, Attack: 341260, Defense: 89506, Current HP: 182552, A Avg: 429987, D Avg: 107407, [Wild Card[175, 530, 530, 530], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 630, 67, 806]]
Rank 42090: 2505 - [11996, 6102, 201] - HP: 65227, STR: 220372, VIT: 323749, SPD: 80, LUK: 1, Attack: 308254, Defense: 411577, Current HP: 65227, A Avg: 331373, D Avg: 411577, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Silver Ring[302, 730, 730, 803]]
Rank 42104: 2504 - [12002, 6098, 199] - HP: 63194, STR: 221048, VIT: 325085, SPD: 80, LUK: 1, Attack: 308876, Defense: 412913, Current HP: 63194, A Avg: 332041, D Avg: 412913, [Stargazer[183, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Obsidian Ring[320, 730, 730, 803]]
Rank 42146: 5683 - [12903, 3437, 1959] - HP: 123899, STR: 253378, VIT: 51070, SPD: 80, LUK: 2, Attack: 341260, Defense: 138898, Current HP: 123899, A Avg: 358323, D Avg: 166677, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 730, 66, 806]]
Rank 42147: 11733 - [12990, 3177, 2132] - HP: 65246, STR: 315118, VIT: 1678, SPD: 80, LUK: 2, Attack: 403000, Defense: 89506, Current HP: 65246, A Avg: 443300, D Avg: 89506, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 66, 803, 807]]
Rank 42192: 4863 - [13533, 1593, 3173] - HP: 182552, STR: 253378, VIT: 1678, SPD: 80, LUK: 2, Attack: 341260, Defense: 89506, Current HP: 182552, A Avg: 494827, D Avg: 89506, [Wild Card[175, 530, 530, 530], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 630, 68, 807]]
Rank 42222: 10823 - [13550, 1572, 3177] - HP: 123899, STR: 253378, VIT: 1678, SPD: 80, LUK: 2, Attack: 341260, Defense: 89506, Current HP: 123899, A Avg: 648394, D Avg: 89506, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 68, 803, 807]]
Rank 42227: 2515 - [12054, 6065, 180] - HP: 65227, STR: 220372, VIT: 323749, SPD: 80, LUK: 1, Attack: 308254, Defense: 411577, Current HP: 65227, A Avg: 323666, D Avg: 493892, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Silver Ring[302, 730, 730, 806]]
Rank 42239: 2514 - [12062, 6053, 184] - HP: 63194, STR: 221048, VIT: 325085, SPD: 80, LUK: 1, Attack: 308876, Defense: 412913, Current HP: 63194, A Avg: 324319, D Avg: 495495, [Stargazer[183, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Obsidian Ring[320, 730, 730, 806]]
Rank 42253: 4833 - [13561, 1570, 3168] - HP: 182552, STR: 253378, VIT: 1678, SPD: 80, LUK: 2, Attack: 341260, Defense: 89506, Current HP: 182552, A Avg: 501652, D Avg: 89506, [Wild Card[175, 530, 530, 530], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 630, 67, 807]]
Rank 42263: 2485 - [12057, 6092, 150] - HP: 65227, STR: 220372, VIT: 323749, SPD: 80, LUK: 1, Attack: 308254, Defense: 411577, Current HP: 65227, A Avg: 388400, D Avg: 411577, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Silver Ring[302, 730, 730, 67]]
Rank 42263: 2495 - [12057, 6092, 150] - HP: 65227, STR: 220372, VIT: 323749, SPD: 80, LUK: 1, Attack: 308254, Defense: 411577, Current HP: 65227, A Avg: 385317, D Avg: 411577, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Silver Ring[302, 730, 730, 68]]
Rank 42267: 2484 - [12059, 6090, 150] - HP: 63194, STR: 221048, VIT: 325085, SPD: 80, LUK: 1, Attack: 308876, Defense: 412913, Current HP: 63194, A Avg: 389183, D Avg: 412913, [Stargazer[183, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Obsidian Ring[320, 730, 730, 67]]
Rank 42267: 2494 - [12059, 6090, 150] - HP: 63194, STR: 221048, VIT: 325085, SPD: 80, LUK: 1, Attack: 308876, Defense: 412913, Current HP: 63194, A Avg: 386095, D Avg: 412913, [Stargazer[183, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Obsidian Ring[320, 730, 730, 68]]
Rank 42325: 11913 - [12983, 3376, 1940] - HP: 65246, STR: 253378, VIT: 51070, SPD: 80, LUK: 2, Attack: 341260, Defense: 138898, Current HP: 65246, A Avg: 494827, D Avg: 138898, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 66, 68, 807]]
Rank 42332: 2455 - [12157, 5861, 281] - HP: 65227, STR: 291373, VIT: 243487, SPD: 80, LUK: 1, Attack: 379255, Defense: 331315, Current HP: 65227, A Avg: 398217, D Avg: 397578, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Silver Ring[302, 730, 730, 806]]
Rank 42335: 2454 - [12158, 5861, 280] - HP: 63194, STR: 292049, VIT: 244823, SPD: 80, LUK: 1, Attack: 379877, Defense: 332651, Current HP: 63194, A Avg: 398870, D Avg: 399181, [Stargazer[183, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Obsidian Ring[320, 730, 730, 806]]
Rank 42353: 406 - [12172, 5837, 290] - HP: 68660, STR: 354869, VIT: 211767, SPD: 85, LUK: 1, Attack: 442751, Defense: 299595, Current HP: 68660, A Avg: 553438, D Avg: 299595, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Oculus Ring[315, 730, 730, 730]]
Rank 42361: 11743 - [13039, 3244, 2016] - HP: 65246, STR: 315118, VIT: 1678, SPD: 80, LUK: 2, Attack: 403000, Defense: 89506, Current HP: 65246, A Avg: 423150, D Avg: 125308, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 66, 806, 807]]
Rank 42382: 312 - [12227, 5701, 371] - HP: 124260, STR: 452926, VIT: 151096, SPD: 95, LUK: 1, Attack: 538739, Defense: 240874, Current HP: 124260, A Avg: 565675, D Avg: 240874, [Spear of Regression[182, 530, 530, 630], Blank Shield[244, 630, 630, 630], Black Box[323, 730, 730, 730]]
Rank 42383: 12013 - [13023, 3314, 1962] - HP: 65246, STR: 253378, VIT: 51070, SPD: 80, LUK: 2, Attack: 341260, Defense: 138898, Current HP: 65246, A Avg: 469232, D Avg: 166677, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 68, 803, 806]]
Rank 42399: 11883 - [13017, 3348, 1934] - HP: 65246, STR: 253378, VIT: 51070, SPD: 80, LUK: 2, Attack: 341260, Defense: 138898, Current HP: 65246, A Avg: 501652, D Avg: 138898, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 66, 67, 807]]
Rank 42399: 16723 - [13004, 3387, 1908] - HP: 6593, STR: 253378, VIT: 51070, SPD: 80, LUK: 2, Attack: 341260, Defense: 138898, Current HP: 6593, A Avg: 648394, D Avg: 138898, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 730, 66], Tears of the Dragon[307, 68, 803, 807]]
Rank 42399: 16793 - [13004, 3387, 1908] - HP: 6593, STR: 253378, VIT: 51070, SPD: 80, LUK: 2, Attack: 341260, Defense: 138898, Current HP: 6593, A Avg: 648394, D Avg: 194457, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 730, 68], Tears of the Dragon[307, 803, 806, 807]]
Rank 42404: 178 - [12280, 5564, 455] - HP: 253010, STR: 340145, VIT: 102441, SPD: 95, LUK: 1, Attack: 427973, Defense: 189866, Current HP: 253010, A Avg: 449371, D Avg: 189866, [Stargazer[183, 530, 530, 530], Cloud Shield[241, 530, 630, 630], Black Box[323, 630, 730, 730]]
Rank 42416: 5773 - [13035, 3311, 1953] - HP: 123899, STR: 253378, VIT: 51070, SPD: 80, LUK: 2, Attack: 341260, Defense: 138898, Current HP: 123899, A Avg: 366854, D Avg: 166677, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 730, 803, 806]]
Rank 42417: 4803 - [13638, 1503, 3158] - HP: 182552, STR: 253378, VIT: 1678, SPD: 80, LUK: 2, Attack: 341260, Defense: 89506, Current HP: 182552, A Avg: 511890, D Avg: 89506, [Wild Card[175, 530, 530, 530], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 630, 67, 68]]
Rank 42424: 416 - [12175, 5899, 225] - HP: 68660, STR: 268433, VIT: 264246, SPD: 85, LUK: 1, Attack: 356315, Defense: 352074, Current HP: 68660, A Avg: 445393, D Avg: 352074, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Oculus Ring[315, 730, 730, 730]]
Rank 42437: 484 - [12285, 5582, 432] - HP: 4541, STR: 434051, VIT: 244823, SPD: 80, LUK: 1, Attack: 521879, Defense: 332651, Current HP: 4541, A Avg: 547972, D Avg: 332651, [Stargazer[183, 630, 630, 630], Black Sword Breath[252, 630, 630, 630], Obsidian Ring[320, 730, 730, 730]]
Rank 42469: 485 - [12301, 5566, 432] - HP: 6574, STR: 433375, VIT: 243487, SPD: 80, LUK: 1, Attack: 521257, Defense: 331315, Current HP: 6574, A Avg: 547319, D Avg: 331315, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 630], Silver Ring[302, 730, 730, 730]]
Rank 42478: 318 - [12259, 5701, 339] - HP: 129530, STR: 451277, VIT: 151833, SPD: 95, LUK: 1, Attack: 539105, Defense: 239258, Current HP: 129530, A Avg: 566060, D Avg: 239258, [Stargazer[183, 530, 530, 630], Cloud Shield[241, 630, 630, 630], Black Box[323, 730, 730, 730]]
Rank 42515: 13143 - [12760, 4235, 1304] - HP: 6593, STR: 315118, VIT: 51070, SPD: 80, LUK: 2, Attack: 403000, Defense: 138898, Current HP: 6593, A Avg: 423150, D Avg: 194457, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 66, 806, 807]]
Rank 42519: 10773 - [13687, 1458, 3154] - HP: 123899, STR: 253378, VIT: 1678, SPD: 80, LUK: 2, Attack: 341260, Defense: 89506, Current HP: 123899, A Avg: 692757, D Avg: 89506, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 67, 68, 807]]
Rank 42563: 413 - [12341, 5540, 418] - HP: 65246, STR: 191638, VIT: 248638, SPD: 80, LUK: 2, Attack: 279520, Defense: 336466, Current HP: 65246, A Avg: 293496, D Avg: 336466, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Tears of the Dragon[307, 730, 730, 730]]
Rank 42590: 11853 - [13102, 3284, 1913] - HP: 65246, STR: 253378, VIT: 51070, SPD: 80, LUK: 2, Attack: 341260, Defense: 138898, Current HP: 65246, A Avg: 511890, D Avg: 138898, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 66, 67, 68]]
Rank 42662: 1173 - [13752, 1406, 3141] - HP: 241205, STR: 253378, VIT: 1678, SPD: 80, LUK: 2, Attack: 341260, Defense: 89506, Current HP: 241205, A Avg: 426575, D Avg: 89506, [Wild Card[175, 530, 530, 530], Black Sword Breath[252, 530, 630, 630], Tears of the Dragon[307, 630, 630, 68]]
Rank 42695: 13303 - [12765, 4400, 1134] - HP: 6593, STR: 253378, VIT: 100462, SPD: 80, LUK: 2, Attack: 341260, Defense: 188290, Current HP: 6593, A Avg: 426575, D Avg: 225948, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 730, 730], Tears of the Dragon[307, 66, 68, 806]]
Rank 42699: 13123 - [12842, 4173, 1284] - HP: 6593, STR: 315118, VIT: 51070, SPD: 80, LUK: 2, Attack: 403000, Defense: 138898, Current HP: 6593, A Avg: 433225, D Avg: 166677, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 66, 803, 806]]
Rank 42735: 1163 - [13787, 1374, 3138] - HP: 241205, STR: 253378, VIT: 1678, SPD: 80, LUK: 2, Attack: 341260, Defense: 89506, Current HP: 241205, A Avg: 429987, D Avg: 89506, [Wild Card[175, 530, 530, 530], Black Sword Breath[252, 530, 630, 630], Tears of the Dragon[307, 630, 630, 67]]
Rank 42752: 516 - [12299, 5855, 145] - HP: 6920, STR: 268433, VIT: 316725, SPD: 85, LUK: 1, Attack: 356315, Defense: 404553, Current HP: 6920, A Avg: 445393, D Avg: 404553, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Oculus Ring[315, 730, 730, 730]]
Rank 42762: 419 - [12254, 6000, 045] - HP: 72302, STR: 182132, VIT: 435257, SPD: 90, LUK: 1, Attack: 270014, Defense: 523085, Current HP: 72302, A Avg: 283514, D Avg: 523085, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 42777: 16543 - [13283, 2928, 2088] - HP: 6593, STR: 315118, VIT: 1678, SPD: 80, LUK: 2, Attack: 403000, Defense: 89506, Current HP: 6593, A Avg: 620620, D Avg: 89506, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 66], Tears of the Dragon[307, 67, 803, 807]]
Rank 42779: 11993 - [13194, 3197, 1908] - HP: 65246, STR: 253378, VIT: 51070, SPD: 80, LUK: 2, Attack: 341260, Defense: 138898, Current HP: 65246, A Avg: 525540, D Avg: 138898, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 67, 803, 807]]
Rank 42779: 13273 - [12807, 4358, 1134] - HP: 6593, STR: 253378, VIT: 100462, SPD: 80, LUK: 2, Attack: 341260, Defense: 188290, Current HP: 6593, A Avg: 429987, D Avg: 225948, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 730, 730], Tears of the Dragon[307, 66, 67, 806]]
Rank 42808: 1193 - [13839, 1291, 3169] - HP: 241205, STR: 253378, VIT: 1678, SPD: 80, LUK: 2, Attack: 341260, Defense: 89506, Current HP: 241205, A Avg: 358323, D Avg: 107407, [Wild Card[175, 530, 530, 530], Black Sword Breath[252, 530, 630, 630], Tears of the Dragon[307, 630, 630, 806]]
Rank 42812: 242 - [12407, 5591, 301] - HP: 182913, STR: 341794, VIT: 151096, SPD: 95, LUK: 1, Attack: 427607, Defense: 240874, Current HP: 182913, A Avg: 448987, D Avg: 240874, [Spear of Regression[182, 530, 530, 530], Blank Shield[244, 630, 630, 630], Black Box[323, 730, 730, 730]]
Rank 42815: 3014 - [12318, 5861, 120] - HP: 4541, STR: 221048, VIT: 405347, SPD: 80, LUK: 1, Attack: 308876, Defense: 493175, Current HP: 4541, A Avg: 324319, D Avg: 493175, [Stargazer[183, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Obsidian Ring[320, 730, 730, 66]]
Rank 42815: 3064 - [12318, 5861, 120] - HP: 4541, STR: 221048, VIT: 405347, SPD: 80, LUK: 1, Attack: 308876, Defense: 493175, Current HP: 4541, A Avg: 324319, D Avg: 493175, [Stargazer[183, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Obsidian Ring[320, 730, 730, 807]]
