Rank 38354: 5728 - [10794, 5972, 1533] - HP: 94598, STR: 110394, VIT: 26238, SPD: 16, LUK: 1, Attack: 200303, Defense: 113806, Current HP: 94598, A Avg: 252381, D Avg: 136567, [Spectral Sword Shigure[172, 130, 130, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 330, 67, 806]]
Rank 40653: 3052 - [11406, 6435, 458] - HP: 2088, STR: 81802, VIT: 128574, SPD: 16, LUK: 1, Attack: 173988, Defense: 216142, Current HP: 2088, A Avg: 182687, D Avg: 259370, [Big Bang[171, 230, 230, 230], Storm Wall[242, 330, 330, 330], Gold Ring[303, 330, 330, 806]]
Rank 40653: 3058 - [11406, 6435, 458] - HP: 1798, STR: 83194, VIT: 128638, SPD: 16, LUK: 1, Attack: 173103, Defense: 216206, Current HP: 1798, A Avg: 181758, D Avg: 259447, [Spectral Sword Shigure[172, 230, 230, 230], Storm Wall[242, 330, 330, 330], Gold Ring[303, 330, 330, 806]]
Rank 40653: 3062 - [11406, 6435, 458] - HP: 2088, STR: 81802, VIT: 128574, SPD: 16, LUK: 1, Attack: 173988, Defense: 216142, Current HP: 2088, A Avg: 182687, D Avg: 216142, [Big Bang[171, 230, 230, 230], Storm Wall[242, 330, 330, 330], Gold Ring[303, 330, 330, 807]]
Rank 40653: 3068 - [11406, 6435, 458] - HP: 1798, STR: 83194, VIT: 128638, SPD: 16, LUK: 1, Attack: 173103, Defense: 216206, Current HP: 1798, A Avg: 181758, D Avg: 216206, [Spectral Sword Shigure[172, 230, 230, 230], Storm Wall[242, 330, 330, 330], Gold Ring[303, 330, 330, 807]]
Rank 40659: 2399 - [11454, 6297, 548] - HP: 49665, STR: 128030, VIT: 51368, SPD: 16, LUK: 1, Attack: 220216, Defense: 138793, Current HP: 49665, A Avg: 231226, D Avg: 166551, [Big Bang[171, 130, 230, 230], Cloud Shield[241, 230, 230, 230], Gold Ring[303, 330, 330, 806]]
Rank 40662: 2970 - [11418, 6408, 473] - HP: 1218, STR: 102430, VIT: 102726, SPD: 16, LUK: 1, Attack: 194616, Defense: 192504, Current HP: 1218, A Avg: 243270, D Avg: 192504, [Big Bang[171, 230, 230, 230], Blank Shield[244, 230, 330, 330], Gold Ring[303, 330, 330, 68]]
Rank 40665: 3042 - [11406, 6447, 446] - HP: 2088, STR: 81802, VIT: 128574, SPD: 16, LUK: 1, Attack: 173988, Defense: 216142, Current HP: 2088, A Avg: 187037, D Avg: 216142, [Big Bang[171, 230, 230, 230], Storm Wall[242, 330, 330, 330], Gold Ring[303, 330, 330, 803]]
Rank 40665: 3048 - [11406, 6447, 446] - HP: 1798, STR: 83194, VIT: 128638, SPD: 16, LUK: 1, Attack: 173103, Defense: 216206, Current HP: 1798, A Avg: 186085, D Avg: 216206, [Spectral Sword Shigure[172, 230, 230, 230], Storm Wall[242, 330, 330, 330], Gold Ring[303, 330, 330, 803]]
Rank 40674: 2960 - [11419, 6417, 463] - HP: 1218, STR: 102430, VIT: 102726, SPD: 16, LUK: 1, Attack: 194616, Defense: 192504, Current HP: 1218, A Avg: 245216, D Avg: 192504, [Big Bang[171, 230, 230, 230], Blank Shield[244, 230, 330, 330], Gold Ring[303, 330, 330, 67]]
Rank 40688: 1872 - [11479, 6251, 569] - HP: 94888, STR: 136202, VIT: 26174, SPD: 16, LUK: 1, Attack: 228388, Defense: 113742, Current HP: 94888, A Avg: 239807, D Avg: 113742, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 230, 330, 66]]
Rank 40688: 1922 - [11479, 6251, 569] - HP: 94888, STR: 136202, VIT: 26174, SPD: 16, LUK: 1, Attack: 228388, Defense: 113742, Current HP: 94888, A Avg: 239807, D Avg: 113742, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 230, 330, 807]]
Rank 40691: 2454 - [11508, 6167, 624] - HP: 31027, STR: 103756, VIT: 77198, SPD: 16, LUK: 2, Attack: 193665, Defense: 166976, Current HP: 31027, A Avg: 203348, D Avg: 200371, [Spectral Sword Shigure[172, 130, 230, 230], Blank Shield[244, 230, 230, 330], Tears of the Dragon[307, 330, 330, 806]]
Rank 40698: 1478 - [11859, 5121, 1319] - HP: 140998, STR: 137594, VIT: 638, SPD: 16, LUK: 1, Attack: 227503, Defense: 88206, Current HP: 140998, A Avg: 284378, D Avg: 88206, [Spectral Sword Shigure[172, 130, 130, 130], Storm Wall[242, 230, 230, 230], Gold Ring[303, 230, 230, 68]]
Rank 40707: 109 - [12946, 1869, 3484] - HP: 241665, STR: 102430, VIT: 168, SPD: 16, LUK: 1, Attack: 194616, Defense: 87593, Current HP: 241665, A Avg: 204346, D Avg: 87593, [Big Bang[171, 130, 130, 130], Cloud Shield[241, 130, 130, 230], Gold Ring[303, 230, 230, 230]]
Rank 40719: 2377 - [11391, 6546, 362] - HP: 48343, STR: 128030, VIT: 54993, SPD: 16, LUK: 1, Attack: 220216, Defense: 141781, Current HP: 48343, A Avg: 275270, D Avg: 141781, [Big Bang[171, 130, 230, 230], Golem Shield[245, 230, 230, 230], Gold Ring[303, 330, 330, 68]]
Rank 40726: 1597 - [12028, 4642, 1629] - HP: 141143, STR: 76830, VIT: 54993, SPD: 16, LUK: 1, Attack: 169016, Defense: 141781, Current HP: 141143, A Avg: 211270, D Avg: 141781, [Big Bang[171, 130, 130, 130], Golem Shield[245, 230, 230, 230], Gold Ring[303, 330, 330, 68]]
Rank 40736: 173 - [11807, 5315, 1177] - HP: 122987, STR: 96258, VIT: 51782, SPD: 16, LUK: 2, Attack: 188444, Defense: 139350, Current HP: 122987, A Avg: 197866, D Avg: 139350, [Big Bang[171, 130, 130, 130], Storm Wall[242, 130, 230, 230], Tears of the Dragon[307, 230, 330, 330]]
Rank 40748: 2367 - [11404, 6536, 359] - HP: 48343, STR: 128030, VIT: 54993, SPD: 16, LUK: 1, Attack: 220216, Defense: 141781, Current HP: 48343, A Avg: 277472, D Avg: 141781, [Big Bang[171, 130, 230, 230], Golem Shield[245, 230, 230, 230], Gold Ring[303, 330, 330, 67]]
Rank 40751: 427 - [11236, 7043, 020] - HP: 48343, STR: 51230, VIT: 163793, SPD: 16, LUK: 1, Attack: 143416, Defense: 250581, Current HP: 48343, A Avg: 150586, D Avg: 250581, [Big Bang[171, 130, 230, 230], Golem Shield[245, 330, 330, 330], Gold Ring[303, 330, 330, 330]]
Rank 40752: 1587 - [12039, 4635, 1625] - HP: 141143, STR: 76830, VIT: 54993, SPD: 16, LUK: 1, Attack: 169016, Defense: 141781, Current HP: 141143, A Avg: 212960, D Avg: 141781, [Big Bang[171, 130, 130, 130], Golem Shield[245, 230, 230, 230], Gold Ring[303, 330, 330, 67]]
Rank 40755: 1995 - [11616, 5907, 776] - HP: 93728, STR: 78140, VIT: 77190, SPD: 16, LUK: 1, Attack: 168049, Defense: 166968, Current HP: 93728, A Avg: 176451, D Avg: 166968, [Spectral Sword Shigure[172, 130, 130, 230], Blank Shield[244, 230, 230, 330], Gold Ring[303, 330, 330, 66]]
Rank 40755: 2045 - [11616, 5907, 776] - HP: 93728, STR: 78140, VIT: 77190, SPD: 16, LUK: 1, Attack: 168049, Defense: 166968, Current HP: 93728, A Avg: 176451, D Avg: 166968, [Spectral Sword Shigure[172, 130, 130, 230], Blank Shield[244, 230, 230, 330], Gold Ring[303, 330, 330, 807]]
Rank 40760: 3050 - [11479, 6323, 497] - HP: 1218, STR: 76830, VIT: 128326, SPD: 16, LUK: 1, Attack: 169016, Defense: 218104, Current HP: 1218, A Avg: 177466, D Avg: 261724, [Big Bang[171, 230, 230, 230], Blank Shield[244, 330, 330, 330], Gold Ring[303, 330, 330, 806]]
Rank 40764: 1896 - [11587, 6003, 709] - HP: 97860, STR: 128030, VIT: 26016, SPD: 16, LUK: 1, Attack: 220216, Defense: 113051, Current HP: 97860, A Avg: 275270, D Avg: 113051, [Big Bang[171, 130, 130, 230], Warrior's Shield[249, 230, 230, 230], Gold Ring[303, 230, 330, 68]]
Rank 40766: 337 - [11270, 6956, 073] - HP: 94743, STR: 51230, VIT: 136593, SPD: 16, LUK: 1, Attack: 143416, Defense: 223381, Current HP: 94743, A Avg: 150586, D Avg: 223381, [Big Bang[171, 130, 130, 230], Golem Shield[245, 230, 330, 330], Gold Ring[303, 330, 330, 330]]
Rank 40788: 1518 - [11980, 4848, 1471] - HP: 140998, STR: 110394, VIT: 26238, SPD: 16, LUK: 1, Attack: 200303, Defense: 113806, Current HP: 140998, A Avg: 210318, D Avg: 113806, [Spectral Sword Shigure[172, 130, 130, 130], Storm Wall[242, 230, 230, 230], Gold Ring[303, 230, 330, 66]]
Rank 40788: 1568 - [11980, 4848, 1471] - HP: 140998, STR: 110394, VIT: 26238, SPD: 16, LUK: 1, Attack: 200303, Defense: 113806, Current HP: 140998, A Avg: 210318, D Avg: 113806, [Spectral Sword Shigure[172, 130, 130, 130], Storm Wall[242, 230, 230, 230], Gold Ring[303, 230, 330, 807]]
Rank 40796: 483 - [11340, 6776, 183] - HP: 1387, STR: 192258, VIT: 77382, SPD: 16, LUK: 2, Attack: 284444, Defense: 164950, Current HP: 1387, A Avg: 298666, D Avg: 164950, [Big Bang[171, 230, 230, 230], Storm Wall[242, 230, 230, 230], Tears of the Dragon[307, 330, 330, 330]]
Rank 40802: 1899 - [11603, 5993, 703] - HP: 97665, STR: 128030, VIT: 25768, SPD: 16, LUK: 1, Attack: 220216, Defense: 113193, Current HP: 97665, A Avg: 275270, D Avg: 113193, [Big Bang[171, 130, 130, 230], Cloud Shield[241, 230, 230, 230], Gold Ring[303, 230, 330, 68]]
Rank 40804: 3036 - [11406, 6586, 307] - HP: 1860, STR: 76830, VIT: 128416, SPD: 16, LUK: 1, Attack: 169016, Defense: 215451, Current HP: 1860, A Avg: 211270, D Avg: 215451, [Big Bang[171, 230, 230, 230], Warrior's Shield[249, 330, 330, 330], Gold Ring[303, 330, 330, 68]]
Rank 40804: 3039 - [11406, 6586, 307] - HP: 1665, STR: 76830, VIT: 128168, SPD: 16, LUK: 1, Attack: 169016, Defense: 215593, Current HP: 1665, A Avg: 211270, D Avg: 215593, [Big Bang[171, 230, 230, 230], Cloud Shield[241, 330, 330, 330], Gold Ring[303, 330, 330, 68]]
Rank 40805: 3026 - [11406, 6587, 306] - HP: 1860, STR: 76830, VIT: 128416, SPD: 16, LUK: 1, Attack: 169016, Defense: 215451, Current HP: 1860, A Avg: 212960, D Avg: 215451, [Big Bang[171, 230, 230, 230], Warrior's Shield[249, 330, 330, 330], Gold Ring[303, 330, 330, 67]]
Rank 40805: 3029 - [11406, 6587, 306] - HP: 1665, STR: 76830, VIT: 128168, SPD: 16, LUK: 1, Attack: 169016, Defense: 215593, Current HP: 1665, A Avg: 212960, D Avg: 215593, [Big Bang[171, 230, 230, 230], Cloud Shield[241, 330, 330, 330], Gold Ring[303, 330, 330, 67]]
Rank 40813: 1468 - [11915, 5068, 1316] - HP: 140998, STR: 137594, VIT: 638, SPD: 16, LUK: 1, Attack: 227503, Defense: 88206, Current HP: 140998, A Avg: 286653, D Avg: 88206, [Spectral Sword Shigure[172, 130, 130, 130], Storm Wall[242, 230, 230, 230], Gold Ring[303, 230, 230, 67]]
Rank 40817: 1886 - [11613, 5978, 708] - HP: 97860, STR: 128030, VIT: 26016, SPD: 16, LUK: 1, Attack: 220216, Defense: 113051, Current HP: 97860, A Avg: 277472, D Avg: 113051, [Big Bang[171, 130, 130, 230], Warrior's Shield[249, 230, 230, 230], Gold Ring[303, 230, 330, 67]]
Rank 40817: 1908 - [11544, 6185, 570] - HP: 94598, STR: 137594, VIT: 26238, SPD: 16, LUK: 1, Attack: 227503, Defense: 113806, Current HP: 94598, A Avg: 244565, D Avg: 113806, [Spectral Sword Shigure[172, 130, 130, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 230, 330, 803]]
Rank 40819: 3038 - [11406, 6601, 292] - HP: 1798, STR: 83194, VIT: 128638, SPD: 16, LUK: 1, Attack: 173103, Defense: 216206, Current HP: 1798, A Avg: 216378, D Avg: 216206, [Spectral Sword Shigure[172, 230, 230, 230], Storm Wall[242, 330, 330, 330], Gold Ring[303, 330, 330, 68]]
Rank 40820: 3011 - [11406, 6602, 291] - HP: 817, STR: 91255, VIT: 128334, SPD: 16, LUK: 2, Attack: 183441, Defense: 218112, Current HP: 817, A Avg: 192613, D Avg: 218112, [Big Bang[171, 230, 230, 230], Blank Shield[244, 330, 330, 330], Tears of the Dragon[307, 330, 330, 66]]
Rank 40820: 3051 - [11406, 6602, 291] - HP: 817, STR: 91255, VIT: 128334, SPD: 16, LUK: 2, Attack: 183441, Defense: 218112, Current HP: 817, A Avg: 192613, D Avg: 261734, [Big Bang[171, 230, 230, 230], Blank Shield[244, 330, 330, 330], Tears of the Dragon[307, 330, 330, 806]]
Rank 40820: 3061 - [11406, 6602, 291] - HP: 817, STR: 91255, VIT: 128334, SPD: 16, LUK: 2, Attack: 183441, Defense: 218112, Current HP: 817, A Avg: 192613, D Avg: 218112, [Big Bang[171, 230, 230, 230], Blank Shield[244, 330, 330, 330], Tears of the Dragon[307, 330, 330, 807]]
Rank 40822: 2033 - [11489, 6355, 455] - HP: 62187, STR: 96258, VIT: 77382, SPD: 16, LUK: 2, Attack: 188444, Defense: 164950, Current HP: 62187, A Avg: 197866, D Avg: 197940, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 330], Tears of the Dragon[307, 330, 330, 806]]
Rank 40822: 2952 - [11590, 6052, 657] - HP: 2088, STR: 109002, VIT: 102974, SPD: 16, LUK: 1, Attack: 201188, Defense: 190542, Current HP: 2088, A Avg: 211247, D Avg: 190542, [Big Bang[171, 230, 230, 230], Storm Wall[242, 230, 330, 330], Gold Ring[303, 330, 330, 66]]
Rank 40822: 2958 - [11590, 6052, 657] - HP: 1798, STR: 110394, VIT: 103038, SPD: 16, LUK: 1, Attack: 200303, Defense: 190606, Current HP: 1798, A Avg: 210318, D Avg: 190606, [Spectral Sword Shigure[172, 230, 230, 230], Storm Wall[242, 230, 330, 330], Gold Ring[303, 330, 330, 66]]
Rank 40822: 2992 - [11590, 6052, 657] - HP: 2088, STR: 109002, VIT: 102974, SPD: 16, LUK: 1, Attack: 201188, Defense: 190542, Current HP: 2088, A Avg: 211247, D Avg: 228650, [Big Bang[171, 230, 230, 230], Storm Wall[242, 230, 330, 330], Gold Ring[303, 330, 330, 806]]
Rank 40822: 2998 - [11590, 6052, 657] - HP: 1798, STR: 110394, VIT: 103038, SPD: 16, LUK: 1, Attack: 200303, Defense: 190606, Current HP: 1798, A Avg: 210318, D Avg: 228727, [Spectral Sword Shigure[172, 230, 230, 230], Storm Wall[242, 230, 330, 330], Gold Ring[303, 330, 330, 806]]
Rank 40822: 3002 - [11590, 6052, 657] - HP: 2088, STR: 109002, VIT: 102974, SPD: 16, LUK: 1, Attack: 201188, Defense: 190542, Current HP: 2088, A Avg: 211247, D Avg: 190542, [Big Bang[171, 230, 230, 230], Storm Wall[242, 230, 330, 330], Gold Ring[303, 330, 330, 807]]
Rank 40822: 3008 - [11590, 6052, 657] - HP: 1798, STR: 110394, VIT: 103038, SPD: 16, LUK: 1, Attack: 200303, Defense: 190606, Current HP: 1798, A Avg: 210318, D Avg: 190606, [Spectral Sword Shigure[172, 230, 230, 230], Storm Wall[242, 230, 330, 330], Gold Ring[303, 330, 330, 807]]
Rank 40824: 3022 - [11406, 6606, 287] - HP: 2088, STR: 81802, VIT: 128574, SPD: 16, LUK: 1, Attack: 173988, Defense: 216142, Current HP: 2088, A Avg: 219224, D Avg: 216142, [Big Bang[171, 230, 230, 230], Storm Wall[242, 330, 330, 330], Gold Ring[303, 330, 330, 67]]
Rank 40824: 3028 - [11406, 6606, 287] - HP: 1798, STR: 83194, VIT: 128638, SPD: 16, LUK: 1, Attack: 173103, Defense: 216206, Current HP: 1798, A Avg: 218109, D Avg: 216206, [Spectral Sword Shigure[172, 230, 230, 230], Storm Wall[242, 330, 330, 330], Gold Ring[303, 330, 330, 67]]
Rank 40824: 3032 - [11406, 6606, 287] - HP: 2088, STR: 81802, VIT: 128574, SPD: 16, LUK: 1, Attack: 173988, Defense: 216142, Current HP: 2088, A Avg: 217485, D Avg: 216142, [Big Bang[171, 230, 230, 230], Storm Wall[242, 330, 330, 330], Gold Ring[303, 330, 330, 68]]
Rank 40825: 3041 - [11406, 6607, 286] - HP: 817, STR: 91255, VIT: 128334, SPD: 16, LUK: 2, Attack: 183441, Defense: 218112, Current HP: 817, A Avg: 197199, D Avg: 218112, [Big Bang[171, 230, 230, 230], Blank Shield[244, 330, 330, 330], Tears of the Dragon[307, 330, 330, 803]]
Rank 40828: 2988 - [11590, 6058, 651] - HP: 1798, STR: 110394, VIT: 103038, SPD: 16, LUK: 1, Attack: 200303, Defense: 190606, Current HP: 1798, A Avg: 215325, D Avg: 190606, [Spectral Sword Shigure[172, 230, 230, 230], Storm Wall[242, 230, 330, 330], Gold Ring[303, 330, 330, 803]]
Rank 40829: 2982 - [11590, 6059, 650] - HP: 2088, STR: 109002, VIT: 102974, SPD: 16, LUK: 1, Attack: 201188, Defense: 190542, Current HP: 2088, A Avg: 216277, D Avg: 190542, [Big Bang[171, 230, 230, 230], Storm Wall[242, 230, 330, 330], Gold Ring[303, 330, 330, 803]]
Rank 40840: 3030 - [11418, 6586, 295] - HP: 1218, STR: 76830, VIT: 128326, SPD: 16, LUK: 1, Attack: 169016, Defense: 218104, Current HP: 1218, A Avg: 211270, D Avg: 218104, [Big Bang[171, 230, 230, 230], Blank Shield[244, 330, 330, 330], Gold Ring[303, 330, 330, 68]]
Rank 40841: 3020 - [11418, 6587, 294] - HP: 1218, STR: 76830, VIT: 128326, SPD: 16, LUK: 1, Attack: 169016, Defense: 218104, Current HP: 1218, A Avg: 212960, D Avg: 218104, [Big Bang[171, 230, 230, 230], Blank Shield[244, 330, 330, 330], Gold Ring[303, 330, 330, 67]]
Rank 40850: 1889 - [11627, 5969, 703] - HP: 97665, STR: 128030, VIT: 25768, SPD: 16, LUK: 1, Attack: 220216, Defense: 113193, Current HP: 97665, A Avg: 277472, D Avg: 113193, [Big Bang[171, 130, 130, 230], Cloud Shield[241, 230, 230, 230], Gold Ring[303, 230, 330, 67]]
Rank 40851: 2395 - [11543, 6222, 534] - HP: 47328, STR: 129340, VIT: 51590, SPD: 16, LUK: 1, Attack: 219249, Defense: 141368, Current HP: 47328, A Avg: 230211, D Avg: 169641, [Spectral Sword Shigure[172, 130, 230, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 330, 330, 806]]
Rank 40860: 2025 - [11662, 5874, 763] - HP: 93728, STR: 78140, VIT: 77190, SPD: 16, LUK: 1, Attack: 168049, Defense: 166968, Current HP: 93728, A Avg: 180652, D Avg: 166968, [Spectral Sword Shigure[172, 130, 130, 230], Blank Shield[244, 230, 230, 330], Gold Ring[303, 330, 330, 803]]
Rank 40869: 3013 - [11406, 6651, 242] - HP: 1387, STR: 96258, VIT: 128582, SPD: 16, LUK: 2, Attack: 188444, Defense: 216150, Current HP: 1387, A Avg: 197866, D Avg: 216150, [Big Bang[171, 230, 230, 230], Storm Wall[242, 330, 330, 330], Tears of the Dragon[307, 330, 330, 66]]
Rank 40869: 3043 - [11406, 6651, 242] - HP: 1387, STR: 96258, VIT: 128582, SPD: 16, LUK: 2, Attack: 188444, Defense: 216150, Current HP: 1387, A Avg: 202577, D Avg: 216150, [Big Bang[171, 230, 230, 230], Storm Wall[242, 330, 330, 330], Tears of the Dragon[307, 330, 330, 803]]
Rank 40869: 3053 - [11406, 6651, 242] - HP: 1387, STR: 96258, VIT: 128582, SPD: 16, LUK: 2, Attack: 188444, Defense: 216150, Current HP: 1387, A Avg: 197866, D Avg: 259380, [Big Bang[171, 230, 230, 230], Storm Wall[242, 330, 330, 330], Tears of the Dragon[307, 330, 330, 806]]
Rank 40869: 3063 - [11406, 6651, 242] - HP: 1387, STR: 96258, VIT: 128582, SPD: 16, LUK: 2, Attack: 188444, Defense: 216150, Current HP: 1387, A Avg: 197866, D Avg: 216150, [Big Bang[171, 230, 230, 230], Storm Wall[242, 330, 330, 330], Tears of the Dragon[307, 330, 330, 807]]
Rank 40886: 1512 - [12016, 4838, 1445] - HP: 141288, STR: 109002, VIT: 26174, SPD: 16, LUK: 1, Attack: 201188, Defense: 113742, Current HP: 141288, A Avg: 211247, D Avg: 113742, [Big Bang[171, 130, 130, 130], Storm Wall[242, 230, 230, 230], Gold Ring[303, 230, 330, 66]]
Rank 40886: 1562 - [12016, 4838, 1445] - HP: 141288, STR: 109002, VIT: 26174, SPD: 16, LUK: 1, Attack: 201188, Defense: 113742, Current HP: 141288, A Avg: 211247, D Avg: 113742, [Big Bang[171, 130, 130, 130], Storm Wall[242, 230, 230, 230], Gold Ring[303, 230, 330, 807]]
Rank 40886: 2031 - [11543, 6257, 499] - HP: 61617, STR: 91255, VIT: 77134, SPD: 16, LUK: 2, Attack: 183441, Defense: 166912, Current HP: 61617, A Avg: 192613, D Avg: 200294, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 330], Tears of the Dragon[307, 330, 330, 806]]
Rank 40899: 1472 - [11945, 5064, 1290] - HP: 141288, STR: 136202, VIT: 574, SPD: 16, LUK: 1, Attack: 228388, Defense: 88142, Current HP: 141288, A Avg: 285485, D Avg: 88142, [Big Bang[171, 130, 130, 130], Storm Wall[242, 230, 230, 230], Gold Ring[303, 230, 230, 68]]
Rank 40900: 100 - [12989, 1933, 3377] - HP: 233218, STR: 102430, VIT: 326, SPD: 16, LUK: 1, Attack: 194616, Defense: 90104, Current HP: 233218, A Avg: 204346, D Avg: 90104, [Big Bang[171, 130, 130, 130], Blank Shield[244, 130, 130, 230], Gold Ring[303, 230, 230, 230]]
Rank 40904: 1895 - [11643, 5975, 681] - HP: 93728, STR: 129340, VIT: 25990, SPD: 16, LUK: 1, Attack: 219249, Defense: 115768, Current HP: 93728, A Avg: 274061, D Avg: 115768, [Spectral Sword Shigure[172, 130, 130, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 330, 68]]
Rank 40905: 2473 - [11417, 6654, 228] - HP: 31787, STR: 96258, VIT: 102982, SPD: 16, LUK: 2, Attack: 188444, Defense: 190550, Current HP: 31787, A Avg: 197866, D Avg: 190550, [Big Bang[171, 130, 230, 230], Storm Wall[242, 230, 330, 330], Tears of the Dragon[307, 330, 330, 66]]
Rank 40905: 2503 - [11417, 6654, 228] - HP: 31787, STR: 96258, VIT: 102982, SPD: 16, LUK: 2, Attack: 188444, Defense: 190550, Current HP: 31787, A Avg: 202577, D Avg: 190550, [Big Bang[171, 130, 230, 230], Storm Wall[242, 230, 330, 330], Tears of the Dragon[307, 330, 330, 803]]
Rank 40905: 2523 - [11417, 6654, 228] - HP: 31787, STR: 96258, VIT: 102982, SPD: 16, LUK: 2, Attack: 188444, Defense: 190550, Current HP: 31787, A Avg: 197866, D Avg: 190550, [Big Bang[171, 130, 230, 230], Storm Wall[242, 230, 330, 330], Tears of the Dragon[307, 330, 330, 807]]
Rank 40907: 1897 - [11637, 5996, 666] - HP: 94743, STR: 128030, VIT: 27793, SPD: 16, LUK: 1, Attack: 220216, Defense: 114581, Current HP: 94743, A Avg: 275270, D Avg: 114581, [Big Bang[171, 130, 130, 230], Golem Shield[245, 230, 230, 230], Gold Ring[303, 230, 330, 68]]
Rank 40912: 3021 - [11406, 6694, 199] - HP: 817, STR: 91255, VIT: 128334, SPD: 16, LUK: 2, Attack: 183441, Defense: 218112, Current HP: 817, A Avg: 231135, D Avg: 218112, [Big Bang[171, 230, 230, 230], Blank Shield[244, 330, 330, 330], Tears of the Dragon[307, 330, 330, 67]]
Rank 40912: 3031 - [11406, 6694, 199] - HP: 817, STR: 91255, VIT: 128334, SPD: 16, LUK: 2, Attack: 183441, Defense: 218112, Current HP: 817, A Avg: 229301, D Avg: 218112, [Big Bang[171, 230, 230, 230], Blank Shield[244, 330, 330, 330], Tears of the Dragon[307, 330, 330, 68]]
Rank 40918: 2390 - [11566, 6220, 513] - HP: 47618, STR: 128030, VIT: 51526, SPD: 16, LUK: 1, Attack: 220216, Defense: 141304, Current HP: 47618, A Avg: 231226, D Avg: 169564, [Big Bang[171, 130, 230, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 330, 330, 806]]
Rank 40922: 1971 - [11590, 6152, 557] - HP: 61617, STR: 121655, VIT: 51534, SPD: 16, LUK: 2, Attack: 213841, Defense: 141312, Current HP: 61617, A Avg: 224533, D Avg: 169574, [Big Bang[171, 130, 130, 230], Blank Shield[244, 230, 230, 230], Tears of the Dragon[307, 330, 330, 806]]
Rank 40923: 1548 - [12039, 4806, 1454] - HP: 140998, STR: 110394, VIT: 26238, SPD: 16, LUK: 1, Attack: 200303, Defense: 113806, Current HP: 140998, A Avg: 215325, D Avg: 113806, [Spectral Sword Shigure[172, 130, 130, 130], Storm Wall[242, 230, 230, 230], Gold Ring[303, 230, 330, 803]]
Rank 40928: 1902 - [11592, 6152, 555] - HP: 94888, STR: 136202, VIT: 26174, SPD: 16, LUK: 1, Attack: 228388, Defense: 113742, Current HP: 94888, A Avg: 245517, D Avg: 113742, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 230, 330, 803]]
Rank 40929: 1462 - [11957, 5058, 1284] - HP: 141288, STR: 136202, VIT: 574, SPD: 16, LUK: 1, Attack: 228388, Defense: 88142, Current HP: 141288, A Avg: 287768, D Avg: 88142, [Big Bang[171, 130, 130, 130], Storm Wall[242, 230, 230, 230], Gold Ring[303, 230, 230, 67]]
Rank 40933: 3023 - [11406, 6715, 178] - HP: 1387, STR: 96258, VIT: 128582, SPD: 16, LUK: 2, Attack: 188444, Defense: 216150, Current HP: 1387, A Avg: 237439, D Avg: 216150, [Big Bang[171, 230, 230, 230], Storm Wall[242, 330, 330, 330], Tears of the Dragon[307, 330, 330, 67]]
Rank 40933: 3033 - [11406, 6715, 178] - HP: 1387, STR: 96258, VIT: 128582, SPD: 16, LUK: 2, Attack: 188444, Defense: 216150, Current HP: 1387, A Avg: 235555, D Avg: 216150, [Big Bang[171, 230, 230, 230], Storm Wall[242, 330, 330, 330], Tears of the Dragon[307, 330, 330, 68]]
Rank 40945: 1885 - [11662, 5959, 678] - HP: 93728, STR: 129340, VIT: 25990, SPD: 16, LUK: 1, Attack: 219249, Defense: 115768, Current HP: 93728, A Avg: 276253, D Avg: 115768, [Spectral Sword Shigure[172, 130, 130, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 230, 330, 67]]
Rank 40953: 1887 - [11660, 5973, 666] - HP: 94743, STR: 128030, VIT: 27793, SPD: 16, LUK: 1, Attack: 220216, Defense: 114581, Current HP: 94743, A Avg: 277472, D Avg: 114581, [Big Bang[171, 130, 130, 230], Golem Shield[245, 230, 230, 230], Gold Ring[303, 230, 330, 67]]
Rank 40972: 2378 - [11465, 6577, 257] - HP: 48198, STR: 137594, VIT: 51838, SPD: 16, LUK: 1, Attack: 227503, Defense: 139406, Current HP: 48198, A Avg: 284378, D Avg: 139406, [Spectral Sword Shigure[172, 130, 230, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 330, 330, 68]]
Rank 40974: 1615 - [12202, 4368, 1729] - HP: 140128, STR: 78140, VIT: 51590, SPD: 16, LUK: 1, Attack: 168049, Defense: 141368, Current HP: 140128, A Avg: 176451, D Avg: 169641, [Spectral Sword Shigure[172, 130, 130, 130], Blank Shield[244, 230, 230, 230], Gold Ring[303, 330, 330, 806]]
