Rank 38249: 8005 - [10330, 7259, 710] - HP: 1292, STR: 128248, VIT: 77254, SPD: 8, LUK: 2, Attack: 220434, Defense: 164822, Current HP: 1292, A Avg: 275542, D Avg: 197786, [Big Bang[171, 230, 230, 230], Storm Wall[242, 230, 330, 330], Tears of the Dragon[307, 330, 68, 806]]
Rank 40844: 3039 - [11406, 6626, 267] - HP: 1102, STR: 83058, VIT: 128518, SPD: 8, LUK: 2, Attack: 172967, Defense: 216086, Current HP: 1102, A Avg: 216208, D Avg: 216086, [Spectral Sword Shigure[172, 230, 230, 230], Storm Wall[242, 330, 330, 330], Tears of the Dragon[307, 330, 330, 68]]
Rank 40845: 3013 - [11406, 6627, 266] - HP: 722, STR: 91245, VIT: 128166, SPD: 8, LUK: 2, Attack: 183431, Defense: 217944, Current HP: 722, A Avg: 192602, D Avg: 217944, [Big Bang[171, 230, 230, 230], Blank Shield[244, 330, 330, 330], Tears of the Dragon[307, 330, 330, 66]]
Rank 40845: 3053 - [11406, 6627, 266] - HP: 722, STR: 91245, VIT: 128166, SPD: 8, LUK: 2, Attack: 183431, Defense: 217944, Current HP: 722, A Avg: 192602, D Avg: 261532, [Big Bang[171, 230, 230, 230], Blank Shield[244, 330, 330, 330], Tears of the Dragon[307, 330, 330, 806]]
Rank 40845: 3063 - [11406, 6627, 266] - HP: 722, STR: 91245, VIT: 128166, SPD: 8, LUK: 2, Attack: 183431, Defense: 217944, Current HP: 722, A Avg: 192602, D Avg: 217944, [Big Bang[171, 230, 230, 230], Blank Shield[244, 330, 330, 330], Tears of the Dragon[307, 330, 330, 807]]
Rank 40850: 3022 - [11406, 6632, 261] - HP: 1653, STR: 83041, VIT: 128510, SPD: 8, LUK: 1, Attack: 172950, Defense: 216078, Current HP: 1653, A Avg: 217917, D Avg: 216078, [Spectral Sword Shigure[172, 230, 230, 230], Storm Wall[242, 330, 330, 330], Gold Ring[303, 330, 330, 67]]
Rank 40850: 3029 - [11406, 6632, 261] - HP: 1102, STR: 83058, VIT: 128518, SPD: 8, LUK: 2, Attack: 172967, Defense: 216086, Current HP: 1102, A Avg: 217938, D Avg: 216086, [Spectral Sword Shigure[172, 230, 230, 230], Storm Wall[242, 330, 330, 330], Tears of the Dragon[307, 330, 330, 67]]
Rank 40850: 3036 - [11406, 6632, 261] - HP: 1943, STR: 81793, VIT: 128446, SPD: 8, LUK: 1, Attack: 173979, Defense: 216014, Current HP: 1943, A Avg: 217473, D Avg: 216014, [Big Bang[171, 230, 230, 230], Storm Wall[242, 330, 330, 330], Gold Ring[303, 330, 330, 68]]
Rank 40851: 3026 - [11406, 6633, 260] - HP: 1943, STR: 81793, VIT: 128446, SPD: 8, LUK: 1, Attack: 173979, Defense: 216014, Current HP: 1943, A Avg: 219213, D Avg: 216014, [Big Bang[171, 230, 230, 230], Storm Wall[242, 330, 330, 330], Gold Ring[303, 330, 330, 67]]
Rank 40851: 3037 - [11406, 6633, 260] - HP: 1073, STR: 75000, VIT: 128446, SPD: 8, LUK: 1, Attack: 174266, Defense: 216014, Current HP: 1073, A Avg: 217832, D Avg: 216014, [Sword of Evil[189, 230, 230, 230], Storm Wall[242, 330, 330, 330], Gold Ring[303, 330, 330, 68]]
Rank 40852: 3027 - [11406, 6634, 259] - HP: 1073, STR: 75000, VIT: 128446, SPD: 8, LUK: 1, Attack: 174266, Defense: 216014, Current HP: 1073, A Avg: 219575, D Avg: 216014, [Sword of Evil[189, 230, 230, 230], Storm Wall[242, 330, 330, 330], Gold Ring[303, 330, 330, 67]]
Rank 40855: 385 - [11342, 6829, 128] - HP: 31692, STR: 192248, VIT: 51654, SPD: 8, LUK: 2, Attack: 284434, Defense: 139222, Current HP: 31692, A Avg: 298655, D Avg: 139222, [Big Bang[171, 130, 230, 230], Storm Wall[242, 230, 230, 230], Tears of the Dragon[307, 230, 330, 330]]
Rank 40857: 3043 - [11406, 6639, 254] - HP: 722, STR: 91245, VIT: 128166, SPD: 8, LUK: 2, Attack: 183431, Defense: 217944, Current HP: 722, A Avg: 197188, D Avg: 217944, [Big Bang[171, 230, 230, 230], Blank Shield[244, 330, 330, 330], Tears of the Dragon[307, 330, 330, 803]]
Rank 40875: 2362 - [11402, 6669, 228] - HP: 48053, STR: 137441, VIT: 51710, SPD: 8, LUK: 1, Attack: 227350, Defense: 139278, Current HP: 48053, A Avg: 286461, D Avg: 139278, [Spectral Sword Shigure[172, 130, 230, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 330, 330, 67]]
Rank 40877: 1592 - [12008, 4853, 1438] - HP: 140853, STR: 83041, VIT: 51710, SPD: 8, LUK: 1, Attack: 172950, Defense: 139278, Current HP: 140853, A Avg: 216187, D Avg: 139278, [Spectral Sword Shigure[172, 130, 130, 130], Storm Wall[242, 230, 230, 230], Gold Ring[303, 330, 330, 68]]
Rank 40878: 1477 - [11917, 5127, 1255] - HP: 140273, STR: 129400, VIT: 446, SPD: 8, LUK: 1, Attack: 228666, Defense: 88014, Current HP: 140273, A Avg: 285832, D Avg: 88014, [Sword of Evil[189, 130, 130, 130], Storm Wall[242, 230, 230, 230], Gold Ring[303, 230, 230, 68]]
Rank 40881: 2367 - [11398, 6687, 214] - HP: 47473, STR: 129400, VIT: 51646, SPD: 8, LUK: 1, Attack: 228666, Defense: 139214, Current HP: 47473, A Avg: 288119, D Avg: 139214, [Sword of Evil[189, 130, 230, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 330, 330, 67]]
Rank 40881: 2473 - [11422, 6615, 262] - HP: 31122, STR: 91245, VIT: 102566, SPD: 8, LUK: 2, Attack: 183431, Defense: 192344, Current HP: 31122, A Avg: 192602, D Avg: 192344, [Big Bang[171, 130, 230, 230], Blank Shield[244, 230, 330, 330], Tears of the Dragon[307, 330, 330, 66]]
Rank 40881: 2523 - [11422, 6615, 262] - HP: 31122, STR: 91245, VIT: 102566, SPD: 8, LUK: 2, Attack: 183431, Defense: 192344, Current HP: 31122, A Avg: 192602, D Avg: 192344, [Big Bang[171, 130, 230, 230], Blank Shield[244, 230, 330, 330], Tears of the Dragon[307, 330, 330, 807]]
Rank 40883: 2952 - [11590, 6113, 596] - HP: 1653, STR: 110241, VIT: 102910, SPD: 8, LUK: 1, Attack: 200150, Defense: 190478, Current HP: 1653, A Avg: 210157, D Avg: 190478, [Spectral Sword Shigure[172, 230, 230, 230], Storm Wall[242, 230, 330, 330], Gold Ring[303, 330, 330, 66]]
Rank 40883: 2959 - [11590, 6113, 596] - HP: 1102, STR: 110258, VIT: 102918, SPD: 8, LUK: 2, Attack: 200167, Defense: 190486, Current HP: 1102, A Avg: 210175, D Avg: 190486, [Spectral Sword Shigure[172, 230, 230, 230], Storm Wall[242, 230, 330, 330], Tears of the Dragon[307, 330, 330, 66]]
Rank 40883: 2992 - [11590, 6113, 596] - HP: 1653, STR: 110241, VIT: 102910, SPD: 8, LUK: 1, Attack: 200150, Defense: 190478, Current HP: 1653, A Avg: 210157, D Avg: 228573, [Spectral Sword Shigure[172, 230, 230, 230], Storm Wall[242, 230, 330, 330], Gold Ring[303, 330, 330, 806]]
Rank 40883: 2999 - [11590, 6113, 596] - HP: 1102, STR: 110258, VIT: 102918, SPD: 8, LUK: 2, Attack: 200167, Defense: 190486, Current HP: 1102, A Avg: 210175, D Avg: 228583, [Spectral Sword Shigure[172, 230, 230, 230], Storm Wall[242, 230, 330, 330], Tears of the Dragon[307, 330, 330, 806]]
Rank 40883: 3002 - [11590, 6113, 596] - HP: 1653, STR: 110241, VIT: 102910, SPD: 8, LUK: 1, Attack: 200150, Defense: 190478, Current HP: 1653, A Avg: 210157, D Avg: 190478, [Spectral Sword Shigure[172, 230, 230, 230], Storm Wall[242, 230, 330, 330], Gold Ring[303, 330, 330, 807]]
Rank 40883: 3009 - [11590, 6113, 596] - HP: 1102, STR: 110258, VIT: 102918, SPD: 8, LUK: 2, Attack: 200167, Defense: 190486, Current HP: 1102, A Avg: 210175, D Avg: 190486, [Spectral Sword Shigure[172, 230, 230, 230], Storm Wall[242, 230, 330, 330], Tears of the Dragon[307, 330, 330, 807]]
Rank 40885: 2956 - [11590, 6115, 594] - HP: 1943, STR: 108993, VIT: 102846, SPD: 8, LUK: 1, Attack: 201179, Defense: 190414, Current HP: 1943, A Avg: 211237, D Avg: 190414, [Big Bang[171, 230, 230, 230], Storm Wall[242, 230, 330, 330], Gold Ring[303, 330, 330, 66]]
Rank 40885: 2957 - [11590, 6115, 594] - HP: 1073, STR: 102200, VIT: 102846, SPD: 8, LUK: 1, Attack: 201466, Defense: 190414, Current HP: 1073, A Avg: 211539, D Avg: 190414, [Sword of Evil[189, 230, 230, 230], Storm Wall[242, 230, 330, 330], Gold Ring[303, 330, 330, 66]]
Rank 40885: 2996 - [11590, 6115, 594] - HP: 1943, STR: 108993, VIT: 102846, SPD: 8, LUK: 1, Attack: 201179, Defense: 190414, Current HP: 1943, A Avg: 211237, D Avg: 228496, [Big Bang[171, 230, 230, 230], Storm Wall[242, 230, 330, 330], Gold Ring[303, 330, 330, 806]]
Rank 40885: 2997 - [11590, 6115, 594] - HP: 1073, STR: 102200, VIT: 102846, SPD: 8, LUK: 1, Attack: 201466, Defense: 190414, Current HP: 1073, A Avg: 211539, D Avg: 228496, [Sword of Evil[189, 230, 230, 230], Storm Wall[242, 230, 330, 330], Gold Ring[303, 330, 330, 806]]
Rank 40885: 3006 - [11590, 6115, 594] - HP: 1943, STR: 108993, VIT: 102846, SPD: 8, LUK: 1, Attack: 201179, Defense: 190414, Current HP: 1943, A Avg: 211237, D Avg: 190414, [Big Bang[171, 230, 230, 230], Storm Wall[242, 230, 330, 330], Gold Ring[303, 330, 330, 807]]
Rank 40885: 3007 - [11590, 6115, 594] - HP: 1073, STR: 102200, VIT: 102846, SPD: 8, LUK: 1, Attack: 201466, Defense: 190414, Current HP: 1073, A Avg: 211539, D Avg: 190414, [Sword of Evil[189, 230, 230, 230], Storm Wall[242, 230, 330, 330], Gold Ring[303, 330, 330, 807]]
Rank 40887: 2398 - [11552, 6231, 516] - HP: 49710, STR: 128022, VIT: 51576, SPD: 8, LUK: 1, Attack: 220208, Defense: 138611, Current HP: 49710, A Avg: 231218, D Avg: 166333, [Big Bang[171, 130, 230, 230], Warrior's Shield[249, 230, 230, 230], Gold Ring[303, 330, 330, 806]]
Rank 40889: 3015 - [11406, 6671, 222] - HP: 1292, STR: 96248, VIT: 128454, SPD: 8, LUK: 2, Attack: 188434, Defense: 216022, Current HP: 1292, A Avg: 197855, D Avg: 216022, [Big Bang[171, 230, 230, 230], Storm Wall[242, 330, 330, 330], Tears of the Dragon[307, 330, 330, 66]]
Rank 40889: 3045 - [11406, 6671, 222] - HP: 1292, STR: 96248, VIT: 128454, SPD: 8, LUK: 2, Attack: 188434, Defense: 216022, Current HP: 1292, A Avg: 202566, D Avg: 216022, [Big Bang[171, 230, 230, 230], Storm Wall[242, 330, 330, 330], Tears of the Dragon[307, 330, 330, 803]]
Rank 40889: 3055 - [11406, 6671, 222] - HP: 1292, STR: 96248, VIT: 128454, SPD: 8, LUK: 2, Attack: 188434, Defense: 216022, Current HP: 1292, A Avg: 197855, D Avg: 259226, [Big Bang[171, 230, 230, 230], Storm Wall[242, 330, 330, 330], Tears of the Dragon[307, 330, 330, 806]]
Rank 40889: 3065 - [11406, 6671, 222] - HP: 1292, STR: 96248, VIT: 128454, SPD: 8, LUK: 2, Attack: 188434, Defense: 216022, Current HP: 1292, A Avg: 197855, D Avg: 216022, [Big Bang[171, 230, 230, 230], Storm Wall[242, 330, 330, 330], Tears of the Dragon[307, 330, 330, 807]]
Rank 40895: 1466 - [11925, 5120, 1254] - HP: 141143, STR: 136193, VIT: 446, SPD: 8, LUK: 1, Attack: 228379, Defense: 88014, Current HP: 141143, A Avg: 287757, D Avg: 88014, [Big Bang[171, 130, 130, 130], Storm Wall[242, 230, 230, 230], Gold Ring[303, 230, 230, 67]]
Rank 40896: 2982 - [11590, 6126, 583] - HP: 1653, STR: 110241, VIT: 102910, SPD: 8, LUK: 1, Attack: 200150, Defense: 190478, Current HP: 1653, A Avg: 215161, D Avg: 190478, [Spectral Sword Shigure[172, 230, 230, 230], Storm Wall[242, 230, 330, 330], Gold Ring[303, 330, 330, 803]]
Rank 40896: 2989 - [11590, 6126, 583] - HP: 1102, STR: 110258, VIT: 102918, SPD: 8, LUK: 2, Attack: 200167, Defense: 190486, Current HP: 1102, A Avg: 215179, D Avg: 190486, [Spectral Sword Shigure[172, 230, 230, 230], Storm Wall[242, 230, 330, 330], Tears of the Dragon[307, 330, 330, 803]]
Rank 40900: 1582 - [12018, 4846, 1435] - HP: 140853, STR: 83041, VIT: 51710, SPD: 8, LUK: 1, Attack: 172950, Defense: 139278, Current HP: 140853, A Avg: 217917, D Avg: 139278, [Spectral Sword Shigure[172, 130, 130, 130], Storm Wall[242, 230, 230, 230], Gold Ring[303, 330, 330, 67]]
Rank 40903: 1902 - [11575, 6178, 546] - HP: 94453, STR: 137441, VIT: 26110, SPD: 8, LUK: 1, Attack: 227350, Defense: 113678, Current HP: 94453, A Avg: 244401, D Avg: 113678, [Spectral Sword Shigure[172, 130, 130, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 230, 330, 803]]
Rank 40909: 2503 - [11431, 6616, 252] - HP: 31122, STR: 91245, VIT: 102566, SPD: 8, LUK: 2, Attack: 183431, Defense: 192344, Current HP: 31122, A Avg: 197188, D Avg: 192344, [Big Bang[171, 130, 230, 230], Blank Shield[244, 230, 330, 330], Tears of the Dragon[307, 330, 330, 803]]
Rank 40911: 1907 - [11573, 6192, 534] - HP: 93873, STR: 129400, VIT: 26046, SPD: 8, LUK: 1, Attack: 228666, Defense: 113614, Current HP: 93873, A Avg: 245815, D Avg: 113614, [Sword of Evil[189, 130, 130, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 230, 330, 803]]
Rank 40911: 2376 - [11418, 6657, 224] - HP: 48343, STR: 136193, VIT: 51646, SPD: 8, LUK: 1, Attack: 228379, Defense: 139214, Current HP: 48343, A Avg: 285473, D Avg: 139214, [Big Bang[171, 130, 230, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 330, 330, 68]]
Rank 40912: 2413 - [11499, 6415, 385] - HP: 31122, STR: 121645, VIT: 76966, SPD: 8, LUK: 2, Attack: 213831, Defense: 166744, Current HP: 31122, A Avg: 224522, D Avg: 166744, [Big Bang[171, 130, 230, 230], Blank Shield[244, 230, 230, 330], Tears of the Dragon[307, 330, 330, 66]]
Rank 40912: 2463 - [11499, 6415, 385] - HP: 31122, STR: 121645, VIT: 76966, SPD: 8, LUK: 2, Attack: 213831, Defense: 166744, Current HP: 31122, A Avg: 224522, D Avg: 166744, [Big Bang[171, 130, 230, 230], Blank Shield[244, 230, 230, 330], Tears of the Dragon[307, 330, 330, 807]]
Rank 40913: 163 - [11902, 5207, 1190] - HP: 122322, STR: 121645, VIT: 25766, SPD: 8, LUK: 2, Attack: 213831, Defense: 115544, Current HP: 122322, A Avg: 224522, D Avg: 115544, [Big Bang[171, 130, 130, 130], Blank Shield[244, 130, 230, 230], Tears of the Dragon[307, 230, 230, 330]]
Rank 40924: 2366 - [11424, 6652, 223] - HP: 48343, STR: 136193, VIT: 51646, SPD: 8, LUK: 1, Attack: 228379, Defense: 139214, Current HP: 48343, A Avg: 287757, D Avg: 139214, [Big Bang[171, 130, 230, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 330, 330, 67]]
Rank 40927: 2986 - [11590, 6157, 552] - HP: 1943, STR: 108993, VIT: 102846, SPD: 8, LUK: 1, Attack: 201179, Defense: 190414, Current HP: 1943, A Avg: 216267, D Avg: 190414, [Big Bang[171, 230, 230, 230], Storm Wall[242, 230, 330, 330], Gold Ring[303, 330, 330, 803]]
Rank 40927: 2987 - [11590, 6157, 552] - HP: 1073, STR: 102200, VIT: 102846, SPD: 8, LUK: 1, Attack: 201466, Defense: 190414, Current HP: 1073, A Avg: 216575, D Avg: 190414, [Sword of Evil[189, 230, 230, 230], Storm Wall[242, 230, 330, 330], Gold Ring[303, 330, 330, 803]]
Rank 40928: 3023 - [11406, 6710, 183] - HP: 722, STR: 91245, VIT: 128166, SPD: 8, LUK: 2, Attack: 183431, Defense: 217944, Current HP: 722, A Avg: 231123, D Avg: 217944, [Big Bang[171, 230, 230, 230], Blank Shield[244, 330, 330, 330], Tears of the Dragon[307, 330, 330, 67]]
Rank 40928: 3033 - [11406, 6710, 183] - HP: 722, STR: 91245, VIT: 128166, SPD: 8, LUK: 2, Attack: 183431, Defense: 217944, Current HP: 722, A Avg: 229288, D Avg: 217944, [Big Bang[171, 230, 230, 230], Blank Shield[244, 330, 330, 330], Tears of the Dragon[307, 330, 330, 68]]
Rank 40935: 2443 - [11502, 6429, 368] - HP: 31122, STR: 121645, VIT: 76966, SPD: 8, LUK: 2, Attack: 213831, Defense: 166744, Current HP: 31122, A Avg: 229868, D Avg: 166744, [Big Bang[171, 130, 230, 230], Blank Shield[244, 230, 230, 330], Tears of the Dragon[307, 330, 330, 803]]
Rank 40943: 2450 - [11605, 6128, 566] - HP: 30552, STR: 96044, VIT: 76966, SPD: 8, LUK: 2, Attack: 195310, Defense: 166744, Current HP: 30552, A Avg: 205075, D Avg: 200092, [Sword of Evil[189, 130, 230, 230], Blank Shield[244, 230, 230, 330], Tears of the Dragon[307, 330, 330, 806]]
Rank 40950: 3035 - [11406, 6732, 161] - HP: 1292, STR: 96248, VIT: 128454, SPD: 8, LUK: 2, Attack: 188434, Defense: 216022, Current HP: 1292, A Avg: 235542, D Avg: 216022, [Big Bang[171, 230, 230, 230], Storm Wall[242, 330, 330, 330], Tears of the Dragon[307, 330, 330, 68]]
Rank 40958: 3025 - [11406, 6740, 153] - HP: 1292, STR: 96248, VIT: 128454, SPD: 8, LUK: 2, Attack: 188434, Defense: 216022, Current HP: 1292, A Avg: 237426, D Avg: 216022, [Big Bang[171, 230, 230, 230], Storm Wall[242, 330, 330, 330], Tears of the Dragon[307, 330, 330, 67]]
Rank 40977: 1596 - [12041, 4854, 1404] - HP: 141143, STR: 81793, VIT: 51646, SPD: 8, LUK: 1, Attack: 173979, Defense: 139214, Current HP: 141143, A Avg: 217473, D Avg: 139214, [Big Bang[171, 130, 130, 130], Storm Wall[242, 230, 230, 230], Gold Ring[303, 330, 330, 68]]
Rank 40983: 1586 - [12044, 4851, 1404] - HP: 141143, STR: 81793, VIT: 51646, SPD: 8, LUK: 1, Attack: 173979, Defense: 139214, Current HP: 141143, A Avg: 219213, D Avg: 139214, [Big Bang[171, 130, 130, 130], Storm Wall[242, 230, 230, 230], Gold Ring[303, 330, 330, 67]]
Rank 40994: 2394 - [11595, 6209, 495] - HP: 47473, STR: 128022, VIT: 51358, SPD: 8, LUK: 1, Attack: 220208, Defense: 141136, Current HP: 47473, A Avg: 231218, D Avg: 169363, [Big Bang[171, 130, 230, 230], Blank Shield[244, 230, 230, 230], Gold Ring[303, 330, 330, 806]]
Rank 41001: 2395 - [11457, 6630, 212] - HP: 31692, STR: 160248, VIT: 51654, SPD: 8, LUK: 2, Attack: 252434, Defense: 139222, Current HP: 31692, A Avg: 265055, D Avg: 167066, [Big Bang[171, 130, 230, 230], Storm Wall[242, 230, 230, 230], Tears of the Dragon[307, 330, 330, 806]]
Rank 41015: 1906 - [11623, 6146, 530] - HP: 94743, STR: 136193, VIT: 26046, SPD: 8, LUK: 1, Attack: 228379, Defense: 113614, Current HP: 94743, A Avg: 245507, D Avg: 113614, [Big Bang[171, 130, 130, 230], Storm Wall[242, 230, 230, 230], Gold Ring[303, 230, 330, 803]]
Rank 41018: 1597 - [12052, 4862, 1385] - HP: 140273, STR: 75000, VIT: 51646, SPD: 8, LUK: 1, Attack: 174266, Defense: 139214, Current HP: 140273, A Avg: 217832, D Avg: 139214, [Sword of Evil[189, 130, 130, 130], Storm Wall[242, 230, 230, 230], Gold Ring[303, 330, 330, 68]]
Rank 41022: 2393 - [11527, 6441, 331] - HP: 31122, STR: 152045, VIT: 51366, SPD: 8, LUK: 2, Attack: 244231, Defense: 141144, Current HP: 31122, A Avg: 256442, D Avg: 169372, [Big Bang[171, 130, 230, 230], Blank Shield[244, 230, 230, 230], Tears of the Dragon[307, 330, 330, 806]]
Rank 41023: 2483 - [11460, 6643, 196] - HP: 31122, STR: 91245, VIT: 102566, SPD: 8, LUK: 2, Attack: 183431, Defense: 192344, Current HP: 31122, A Avg: 231123, D Avg: 192344, [Big Bang[171, 130, 230, 230], Blank Shield[244, 230, 330, 330], Tears of the Dragon[307, 330, 330, 67]]
Rank 41023: 2493 - [11460, 6643, 196] - HP: 31122, STR: 91245, VIT: 102566, SPD: 8, LUK: 2, Attack: 183431, Defense: 192344, Current HP: 31122, A Avg: 229288, D Avg: 192344, [Big Bang[171, 130, 230, 230], Blank Shield[244, 230, 330, 330], Tears of the Dragon[307, 330, 330, 68]]
Rank 41036: 1587 - [12058, 4862, 1379] - HP: 140273, STR: 75000, VIT: 51646, SPD: 8, LUK: 1, Attack: 174266, Defense: 139214, Current HP: 140273, A Avg: 219575, D Avg: 139214, [Sword of Evil[189, 130, 130, 130], Storm Wall[242, 230, 230, 230], Gold Ring[303, 330, 330, 67]]
Rank 41041: 108 - [13061, 1858, 3380] - HP: 241710, STR: 102422, VIT: 376, SPD: 8, LUK: 1, Attack: 194608, Defense: 87411, Current HP: 241710, A Avg: 204338, D Avg: 87411, [Big Bang[171, 130, 130, 130], Warrior's Shield[249, 130, 130, 230], Gold Ring[303, 230, 230, 230]]
Rank 41057: 2974 - [11590, 6287, 422] - HP: 1073, STR: 102422, VIT: 102558, SPD: 8, LUK: 1, Attack: 194608, Defense: 192336, Current HP: 1073, A Avg: 243260, D Avg: 192336, [Big Bang[171, 230, 230, 230], Blank Shield[244, 230, 330, 330], Gold Ring[303, 330, 330, 68]]
Rank 41057: 2978 - [11590, 6287, 422] - HP: 1710, STR: 102422, VIT: 102776, SPD: 8, LUK: 1, Attack: 194608, Defense: 189811, Current HP: 1710, A Avg: 243260, D Avg: 189811, [Big Bang[171, 230, 230, 230], Warrior's Shield[249, 230, 330, 330], Gold Ring[303, 330, 330, 68]]
Rank 41062: 2964 - [11590, 6292, 417] - HP: 1073, STR: 102422, VIT: 102558, SPD: 8, LUK: 1, Attack: 194608, Defense: 192336, Current HP: 1073, A Avg: 245206, D Avg: 192336, [Big Bang[171, 230, 230, 230], Blank Shield[244, 230, 330, 330], Gold Ring[303, 330, 330, 67]]
Rank 41062: 2968 - [11590, 6292, 417] - HP: 1710, STR: 102422, VIT: 102776, SPD: 8, LUK: 1, Attack: 194608, Defense: 189811, Current HP: 1710, A Avg: 245206, D Avg: 189811, [Big Bang[171, 230, 230, 230], Warrior's Shield[249, 230, 330, 330], Gold Ring[303, 330, 330, 67]]
Rank 41064: 2960 - [11590, 6294, 415] - HP: 152, STR: 96044, VIT: 102566, SPD: 8, LUK: 2, Attack: 195310, Defense: 192344, Current HP: 152, A Avg: 246090, D Avg: 192344, [Sword of Evil[189, 230, 230, 230], Blank Shield[244, 230, 330, 330], Tears of the Dragon[307, 330, 330, 67]]
Rank 41064: 2961 - [11590, 6294, 415] - HP: 203, STR: 96028, VIT: 102558, SPD: 8, LUK: 1, Attack: 195294, Defense: 192336, Current HP: 203, A Avg: 246070, D Avg: 192336, [Sword of Evil[189, 230, 230, 230], Blank Shield[244, 230, 330, 330], Gold Ring[303, 330, 330, 67]]
Rank 41064: 2970 - [11590, 6294, 415] - HP: 152, STR: 96044, VIT: 102566, SPD: 8, LUK: 2, Attack: 195310, Defense: 192344, Current HP: 152, A Avg: 244137, D Avg: 192344, [Sword of Evil[189, 230, 230, 230], Blank Shield[244, 230, 330, 330], Tears of the Dragon[307, 330, 330, 68]]
Rank 41064: 2971 - [11590, 6294, 415] - HP: 203, STR: 96028, VIT: 102558, SPD: 8, LUK: 1, Attack: 195294, Defense: 192336, Current HP: 203, A Avg: 244117, D Avg: 192336, [Sword of Evil[189, 230, 230, 230], Blank Shield[244, 230, 330, 330], Gold Ring[303, 330, 330, 68]]
Rank 41067: 1467 - [12001, 5064, 1234] - HP: 140273, STR: 129400, VIT: 446, SPD: 8, LUK: 1, Attack: 228666, Defense: 88014, Current HP: 140273, A Avg: 288119, D Avg: 88014, [Sword of Evil[189, 130, 130, 130], Storm Wall[242, 230, 230, 230], Gold Ring[303, 230, 230, 67]]
Rank 41073: 1547 - [12080, 4833, 1386] - HP: 140273, STR: 102200, VIT: 26046, SPD: 8, LUK: 1, Attack: 201466, Defense: 113614, Current HP: 140273, A Avg: 216575, D Avg: 113614, [Sword of Evil[189, 130, 130, 130], Storm Wall[242, 230, 230, 230], Gold Ring[303, 230, 330, 803]]
Rank 41074: 2972 - [11590, 6304, 405] - HP: 1653, STR: 110241, VIT: 102910, SPD: 8, LUK: 1, Attack: 200150, Defense: 190478, Current HP: 1653, A Avg: 250187, D Avg: 190478, [Spectral Sword Shigure[172, 230, 230, 230], Storm Wall[242, 230, 330, 330], Gold Ring[303, 330, 330, 68]]
Rank 41074: 2979 - [11590, 6304, 405] - HP: 1102, STR: 110258, VIT: 102918, SPD: 8, LUK: 2, Attack: 200167, Defense: 190486, Current HP: 1102, A Avg: 250208, D Avg: 190486, [Spectral Sword Shigure[172, 230, 230, 230], Storm Wall[242, 230, 330, 330], Tears of the Dragon[307, 330, 330, 68]]
Rank 41082: 1546 - [12092, 4806, 1401] - HP: 141143, STR: 108993, VIT: 26046, SPD: 8, LUK: 1, Attack: 201179, Defense: 113614, Current HP: 141143, A Avg: 216267, D Avg: 113614, [Big Bang[171, 130, 130, 130], Storm Wall[242, 230, 230, 230], Gold Ring[303, 230, 330, 803]]
Rank 41086: 2953 - [11590, 6316, 393] - HP: 722, STR: 121645, VIT: 102566, SPD: 8, LUK: 2, Attack: 213831, Defense: 192344, Current HP: 722, A Avg: 224522, D Avg: 192344, [Big Bang[171, 230, 230, 230], Blank Shield[244, 230, 330, 330], Tears of the Dragon[307, 330, 330, 66]]
Rank 41086: 2993 - [11590, 6316, 393] - HP: 722, STR: 121645, VIT: 102566, SPD: 8, LUK: 2, Attack: 213831, Defense: 192344, Current HP: 722, A Avg: 224522, D Avg: 230812, [Big Bang[171, 230, 230, 230], Blank Shield[244, 230, 330, 330], Tears of the Dragon[307, 330, 330, 806]]
Rank 41086: 3003 - [11590, 6316, 393] - HP: 722, STR: 121645, VIT: 102566, SPD: 8, LUK: 2, Attack: 213831, Defense: 192344, Current HP: 722, A Avg: 224522, D Avg: 192344, [Big Bang[171, 230, 230, 230], Blank Shield[244, 230, 330, 330], Tears of the Dragon[307, 330, 330, 807]]
Rank 41089: 155 - [11640, 6169, 490] - HP: 122892, STR: 160248, VIT: 454, SPD: 8, LUK: 2, Attack: 252434, Defense: 88022, Current HP: 122892, A Avg: 265055, D Avg: 88022, [Big Bang[171, 130, 130, 130], Storm Wall[242, 130, 230, 230], Tears of the Dragon[307, 230, 230, 230]]
Rank 41095: 1998 - [11778, 5761, 760] - HP: 97710, STR: 76822, VIT: 77176, SPD: 8, LUK: 1, Attack: 169008, Defense: 164211, Current HP: 97710, A Avg: 177458, D Avg: 164211, [Big Bang[171, 130, 130, 230], Warrior's Shield[249, 230, 230, 330], Gold Ring[303, 330, 330, 66]]
Rank 41095: 2048 - [11778, 5761, 760] - HP: 97710, STR: 76822, VIT: 77176, SPD: 8, LUK: 1, Attack: 169008, Defense: 164211, Current HP: 97710, A Avg: 177458, D Avg: 164211, [Big Bang[171, 130, 130, 230], Warrior's Shield[249, 230, 230, 330], Gold Ring[303, 330, 330, 807]]
