Rank 38082: 7926 - [10226, 7404, 669] - HP: 5244, STR: 232010, VIT: 193801, SPD: 64, LUK: 1, Attack: 319892, Defense: 281629, Current HP: 5244, A Avg: 343883, D Avg: 281629, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 730, 730], Silver Ring[302, 730, 66, 803]]
Rank 41331: 232 - [11761, 6048, 490] - HP: 160838, STR: 292859, VIT: 90154, SPD: 72, LUK: 1, Attack: 380741, Defense: 177982, Current HP: 160838, A Avg: 399778, D Avg: 177982, [Wild Card[175, 530, 530, 530], Black Sword Breath[252, 630, 630, 630], Seal of the High King[319, 630, 730, 730]]
Rank 41336: 10773 - [13283, 1487, 3529] - HP: 98629, STR: 201758, VIT: 1342, SPD: 64, LUK: 2, Attack: 289640, Defense: 89170, Current HP: 98629, A Avg: 587969, D Avg: 89170, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 67, 68, 807]]
Rank 41351: 11883 - [12640, 3431, 2228] - HP: 51946, STR: 201758, VIT: 40654, SPD: 64, LUK: 2, Attack: 289640, Defense: 128482, Current HP: 51946, A Avg: 425770, D Avg: 128482, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 66, 67, 807]]
Rank 41380: 5773 - [12667, 3379, 2253] - HP: 98629, STR: 201758, VIT: 40654, SPD: 64, LUK: 2, Attack: 289640, Defense: 128482, Current HP: 98629, A Avg: 311363, D Avg: 154178, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 730, 803, 806]]
Rank 41445: 114 - [11916, 5697, 686] - HP: 238393, STR: 316692, VIT: 41204, SPD: 64, LUK: 1, Attack: 402505, Defense: 130982, Current HP: 238393, A Avg: 422630, D Avg: 130982, [Spear of Regression[182, 530, 530, 530], Blank Shield[244, 530, 530, 630], Mobius Ring[316, 630, 630, 730]]
Rank 41450: 16723 - [12661, 3467, 2171] - HP: 5263, STR: 201758, VIT: 40654, SPD: 64, LUK: 2, Attack: 289640, Defense: 128482, Current HP: 5263, A Avg: 550316, D Avg: 128482, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 730, 66], Tears of the Dragon[307, 68, 803, 807]]
Rank 41450: 16793 - [12661, 3467, 2171] - HP: 5263, STR: 201758, VIT: 40654, SPD: 64, LUK: 2, Attack: 289640, Defense: 128482, Current HP: 5263, A Avg: 550316, D Avg: 179874, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 730, 68], Tears of the Dragon[307, 803, 806, 807]]
Rank 41473: 3074 - [11788, 6109, 402] - HP: 4978, STR: 213498, VIT: 237764, SPD: 64, LUK: 1, Attack: 299311, Defense: 327542, Current HP: 4978, A Avg: 314276, D Avg: 327542, [Spear of Regression[182, 630, 630, 730], Blank Shield[244, 730, 730, 730], Mobius Ring[316, 730, 730, 66]]
Rank 41473: 3114 - [11788, 6109, 402] - HP: 4978, STR: 213498, VIT: 237764, SPD: 64, LUK: 1, Attack: 299311, Defense: 327542, Current HP: 4978, A Avg: 314276, D Avg: 393050, [Spear of Regression[182, 630, 630, 730], Blank Shield[244, 730, 730, 730], Mobius Ring[316, 730, 730, 806]]
Rank 41473: 3124 - [11788, 6109, 402] - HP: 4978, STR: 213498, VIT: 237764, SPD: 64, LUK: 1, Attack: 299311, Defense: 327542, Current HP: 4978, A Avg: 314276, D Avg: 327542, [Spear of Regression[182, 630, 630, 730], Blank Shield[244, 730, 730, 730], Mobius Ring[316, 730, 730, 807]]
Rank 41475: 3104 - [11788, 6111, 400] - HP: 4978, STR: 213498, VIT: 237764, SPD: 64, LUK: 1, Attack: 299311, Defense: 327542, Current HP: 4978, A Avg: 321759, D Avg: 327542, [Spear of Regression[182, 630, 630, 730], Blank Shield[244, 730, 730, 730], Mobius Ring[316, 730, 730, 803]]
Rank 41480: 13303 - [12284, 4628, 1387] - HP: 5263, STR: 201758, VIT: 79966, SPD: 64, LUK: 2, Attack: 289640, Defense: 167794, Current HP: 5263, A Avg: 362050, D Avg: 201352, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 730, 730], Tears of the Dragon[307, 66, 68, 806]]
Rank 41491: 1614 - [11829, 6004, 466] - HP: 145027, STR: 316692, VIT: 80516, SPD: 64, LUK: 1, Attack: 402505, Defense: 170294, Current HP: 145027, A Avg: 422630, D Avg: 204352, [Spear of Regression[182, 530, 530, 530], Blank Shield[244, 630, 630, 630], Mobius Ring[316, 730, 730, 806]]
Rank 41517: 329 - [11729, 6330, 240] - HP: 95475, STR: 165585, VIT: 258250, SPD: 64, LUK: 1, Attack: 255494, Defense: 348028, Current HP: 95475, A Avg: 268268, D Avg: 348028, [Spectral Sword Shigure[172, 530, 530, 630], Blank Shield[244, 630, 630, 730], Obsidian Ring[320, 730, 730, 730]]
Rank 41519: 492 - [11826, 6041, 432] - HP: 6047, STR: 364112, VIT: 178606, SPD: 72, LUK: 1, Attack: 451994, Defense: 266434, Current HP: 6047, A Avg: 474593, D Avg: 266434, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 730], Seal of the High King[319, 730, 730, 730]]
Rank 41527: 1193 - [13396, 1339, 3564] - HP: 191995, STR: 201758, VIT: 1342, SPD: 64, LUK: 2, Attack: 289640, Defense: 89170, Current HP: 191995, A Avg: 304122, D Avg: 107004, [Wild Card[175, 530, 530, 530], Black Sword Breath[252, 530, 630, 630], Tears of the Dragon[307, 630, 630, 806]]
Rank 41530: 2456 - [11769, 6223, 307] - HP: 51927, STR: 232010, VIT: 193801, SPD: 64, LUK: 1, Attack: 319892, Defense: 281629, Current HP: 51927, A Avg: 335886, D Avg: 337954, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Silver Ring[302, 730, 730, 806]]
Rank 41532: 2455 - [11770, 6222, 307] - HP: 50464, STR: 232663, VIT: 194981, SPD: 64, LUK: 1, Attack: 320491, Defense: 282809, Current HP: 50464, A Avg: 336515, D Avg: 339370, [Stargazer[183, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Obsidian Ring[320, 730, 730, 806]]
Rank 41532: 3014 - [11740, 6312, 247] - HP: 4978, STR: 316692, VIT: 198452, SPD: 64, LUK: 1, Attack: 402505, Defense: 288230, Current HP: 4978, A Avg: 422630, D Avg: 288230, [Spear of Regression[182, 630, 630, 630], Blank Shield[244, 730, 730, 730], Mobius Ring[316, 730, 730, 66]]
Rank 41532: 3064 - [11740, 6312, 247] - HP: 4978, STR: 316692, VIT: 198452, SPD: 64, LUK: 1, Attack: 402505, Defense: 288230, Current HP: 4978, A Avg: 422630, D Avg: 288230, [Spear of Regression[182, 630, 630, 630], Blank Shield[244, 730, 730, 730], Mobius Ring[316, 730, 730, 807]]
Rank 41535: 3044 - [11740, 6315, 244] - HP: 4978, STR: 316692, VIT: 198452, SPD: 64, LUK: 1, Attack: 402505, Defense: 288230, Current HP: 4978, A Avg: 432692, D Avg: 288230, [Spear of Regression[182, 630, 630, 630], Blank Shield[244, 730, 730, 730], Mobius Ring[316, 730, 730, 803]]
Rank 41536: 3024 - [11740, 6316, 243] - HP: 4978, STR: 316692, VIT: 198452, SPD: 64, LUK: 1, Attack: 402505, Defense: 288230, Current HP: 4978, A Avg: 507156, D Avg: 288230, [Spear of Regression[182, 630, 630, 630], Blank Shield[244, 730, 730, 730], Mobius Ring[316, 730, 730, 67]]
Rank 41536: 3034 - [11740, 6316, 243] - HP: 4978, STR: 316692, VIT: 198452, SPD: 64, LUK: 1, Attack: 402505, Defense: 288230, Current HP: 4978, A Avg: 503131, D Avg: 288230, [Spear of Regression[182, 630, 630, 630], Blank Shield[244, 730, 730, 730], Mobius Ring[316, 730, 730, 68]]
Rank 41541: 13143 - [12388, 4377, 1534] - HP: 5263, STR: 250898, VIT: 40654, SPD: 64, LUK: 2, Attack: 338780, Defense: 128482, Current HP: 5263, A Avg: 355719, D Avg: 179874, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 66, 806, 807]]
Rank 41555: 1173 - [13390, 1385, 3524] - HP: 191995, STR: 201758, VIT: 1342, SPD: 64, LUK: 2, Attack: 289640, Defense: 89170, Current HP: 191995, A Avg: 362050, D Avg: 89170, [Wild Card[175, 530, 530, 530], Black Sword Breath[252, 530, 630, 630], Tears of the Dragon[307, 630, 630, 68]]
Rank 41556: 11853 - [12730, 3366, 2203] - HP: 51946, STR: 201758, VIT: 40654, SPD: 64, LUK: 2, Attack: 289640, Defense: 128482, Current HP: 51946, A Avg: 434460, D Avg: 128482, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 66, 67, 68]]
Rank 41561: 2514 - [11783, 6212, 304] - HP: 51661, STR: 316692, VIT: 159140, SPD: 64, LUK: 1, Attack: 402505, Defense: 248918, Current HP: 51661, A Avg: 422630, D Avg: 298701, [Spear of Regression[182, 530, 630, 630], Blank Shield[244, 630, 730, 730], Mobius Ring[316, 730, 730, 806]]
Rank 41564: 3054 - [11756, 6296, 247] - HP: 4978, STR: 316692, VIT: 198452, SPD: 64, LUK: 1, Attack: 402505, Defense: 288230, Current HP: 4978, A Avg: 422630, D Avg: 345876, [Spear of Regression[182, 630, 630, 630], Blank Shield[244, 730, 730, 730], Mobius Ring[316, 730, 730, 806]]
Rank 41573: 178 - [11900, 5873, 526] - HP: 201510, STR: 270846, VIT: 81577, SPD: 76, LUK: 1, Attack: 358674, Defense: 169002, Current HP: 201510, A Avg: 376607, D Avg: 169002, [Stargazer[183, 530, 530, 530], Cloud Shield[241, 530, 630, 630], Black Box[323, 630, 730, 730]]
Rank 41583: 3094 - [11788, 6219, 292] - HP: 4978, STR: 213498, VIT: 237764, SPD: 64, LUK: 1, Attack: 299311, Defense: 327542, Current HP: 4978, A Avg: 374138, D Avg: 327542, [Spear of Regression[182, 630, 630, 730], Blank Shield[244, 730, 730, 730], Mobius Ring[316, 730, 730, 68]]
Rank 41584: 13273 - [12336, 4576, 1387] - HP: 5263, STR: 201758, VIT: 79966, SPD: 64, LUK: 2, Attack: 289640, Defense: 167794, Current HP: 5263, A Avg: 364946, D Avg: 201352, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 730, 730], Tears of the Dragon[307, 66, 67, 806]]
Rank 41587: 3084 - [11788, 6223, 288] - HP: 4978, STR: 213498, VIT: 237764, SPD: 64, LUK: 1, Attack: 299311, Defense: 327542, Current HP: 4978, A Avg: 377131, D Avg: 327542, [Spear of Regression[182, 630, 630, 730], Blank Shield[244, 730, 730, 730], Mobius Ring[316, 730, 730, 67]]
Rank 41598: 3019 - [11740, 6378, 181] - HP: 2109, STR: 165585, VIT: 322132, SPD: 64, LUK: 1, Attack: 255494, Defense: 411910, Current HP: 2109, A Avg: 268268, D Avg: 411910, [Spectral Sword Shigure[172, 630, 630, 630], Blank Shield[244, 730, 730, 730], Obsidian Ring[320, 730, 730, 66]]
Rank 41598: 3059 - [11740, 6378, 181] - HP: 2109, STR: 165585, VIT: 322132, SPD: 64, LUK: 1, Attack: 255494, Defense: 411910, Current HP: 2109, A Avg: 268268, D Avg: 494292, [Spectral Sword Shigure[172, 630, 630, 630], Blank Shield[244, 730, 730, 730], Obsidian Ring[320, 730, 730, 806]]
Rank 41598: 3069 - [11740, 6378, 181] - HP: 2109, STR: 165585, VIT: 322132, SPD: 64, LUK: 1, Attack: 255494, Defense: 411910, Current HP: 2109, A Avg: 268268, D Avg: 411910, [Spectral Sword Shigure[172, 630, 630, 630], Blank Shield[244, 730, 730, 730], Obsidian Ring[320, 730, 730, 807]]
Rank 41609: 3049 - [11740, 6389, 170] - HP: 2109, STR: 165585, VIT: 322132, SPD: 64, LUK: 1, Attack: 255494, Defense: 411910, Current HP: 2109, A Avg: 274656, D Avg: 411910, [Spectral Sword Shigure[172, 630, 630, 630], Blank Shield[244, 730, 730, 730], Obsidian Ring[320, 730, 730, 803]]
Rank 41611: 238 - [11846, 6073, 380] - HP: 152370, STR: 359297, VIT: 81577, SPD: 76, LUK: 1, Attack: 447125, Defense: 169002, Current HP: 152370, A Avg: 469481, D Avg: 169002, [Stargazer[183, 530, 530, 530], Cloud Shield[241, 630, 630, 630], Black Box[323, 630, 730, 730]]
Rank 41626: 326 - [11760, 6346, 193] - HP: 98610, STR: 175499, VIT: 257683, SPD: 64, LUK: 1, Attack: 263381, Defense: 345511, Current HP: 98610, A Avg: 276550, D Avg: 345511, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 730], Silver Ring[302, 730, 730, 730]]
Rank 41627: 1163 - [13424, 1355, 3520] - HP: 191995, STR: 201758, VIT: 1342, SPD: 64, LUK: 2, Attack: 289640, Defense: 89170, Current HP: 191995, A Avg: 364946, D Avg: 89170, [Wild Card[175, 530, 530, 530], Black Sword Breath[252, 530, 630, 630], Tears of the Dragon[307, 630, 630, 67]]
Rank 41632: 3016 - [11740, 6412, 147] - HP: 5244, STR: 175499, VIT: 321565, SPD: 64, LUK: 1, Attack: 263381, Defense: 409393, Current HP: 5244, A Avg: 276550, D Avg: 409393, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Silver Ring[302, 730, 730, 66]]
Rank 41632: 3056 - [11740, 6412, 147] - HP: 5244, STR: 175499, VIT: 321565, SPD: 64, LUK: 1, Attack: 263381, Defense: 409393, Current HP: 5244, A Avg: 276550, D Avg: 491271, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Silver Ring[302, 730, 730, 806]]
Rank 41632: 3066 - [11740, 6412, 147] - HP: 5244, STR: 175499, VIT: 321565, SPD: 64, LUK: 1, Attack: 263381, Defense: 409393, Current HP: 5244, A Avg: 276550, D Avg: 409393, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Silver Ring[302, 730, 730, 807]]
Rank 41639: 3015 - [11740, 6419, 140] - HP: 3781, STR: 176152, VIT: 322745, SPD: 64, LUK: 1, Attack: 263980, Defense: 410573, Current HP: 3781, A Avg: 277179, D Avg: 410573, [Stargazer[183, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Obsidian Ring[320, 730, 730, 66]]
Rank 41639: 3055 - [11740, 6419, 140] - HP: 3781, STR: 176152, VIT: 322745, SPD: 64, LUK: 1, Attack: 263980, Defense: 410573, Current HP: 3781, A Avg: 277179, D Avg: 492687, [Stargazer[183, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Obsidian Ring[320, 730, 730, 806]]
Rank 41639: 3065 - [11740, 6419, 140] - HP: 3781, STR: 176152, VIT: 322745, SPD: 64, LUK: 1, Attack: 263980, Defense: 410573, Current HP: 3781, A Avg: 277179, D Avg: 410573, [Stargazer[183, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Obsidian Ring[320, 730, 730, 807]]
Rank 41650: 3045 - [11740, 6430, 129] - HP: 3781, STR: 176152, VIT: 322745, SPD: 64, LUK: 1, Attack: 263980, Defense: 410573, Current HP: 3781, A Avg: 283778, D Avg: 410573, [Stargazer[183, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Obsidian Ring[320, 730, 730, 803]]
Rank 41650: 3046 - [11740, 6430, 129] - HP: 5244, STR: 175499, VIT: 321565, SPD: 64, LUK: 1, Attack: 263381, Defense: 409393, Current HP: 5244, A Avg: 283134, D Avg: 409393, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Silver Ring[302, 730, 730, 803]]
Rank 41655: 325 - [11771, 6342, 186] - HP: 97147, STR: 176152, VIT: 258863, SPD: 64, LUK: 1, Attack: 263980, Defense: 346691, Current HP: 97147, A Avg: 277179, D Avg: 346691, [Stargazer[183, 530, 530, 630], Black Sword Breath[252, 630, 630, 730], Obsidian Ring[320, 730, 730, 730]]
Rank 41678: 417 - [11738, 6464, 097] - HP: 57602, STR: 145063, VIT: 346469, SPD: 72, LUK: 1, Attack: 232945, Defense: 434297, Current HP: 57602, A Avg: 244592, D Avg: 434297, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Endpoint[318, 730, 730, 730]]
Rank 41691: 234 - [11886, 6033, 380] - HP: 145027, STR: 419886, VIT: 80516, SPD: 64, LUK: 1, Attack: 505699, Defense: 170294, Current HP: 145027, A Avg: 530983, D Avg: 170294, [Spear of Regression[182, 530, 530, 530], Blank Shield[244, 630, 630, 630], Mobius Ring[316, 630, 730, 730]]
Rank 41698: 3029 - [11740, 6478, 081] - HP: 2109, STR: 165585, VIT: 322132, SPD: 64, LUK: 1, Attack: 255494, Defense: 411910, Current HP: 2109, A Avg: 321922, D Avg: 411910, [Spectral Sword Shigure[172, 630, 630, 630], Blank Shield[244, 730, 730, 730], Obsidian Ring[320, 730, 730, 67]]
Rank 41698: 3039 - [11740, 6478, 081] - HP: 2109, STR: 165585, VIT: 322132, SPD: 64, LUK: 1, Attack: 255494, Defense: 411910, Current HP: 2109, A Avg: 319367, D Avg: 411910, [Spectral Sword Shigure[172, 630, 630, 630], Blank Shield[244, 730, 730, 730], Obsidian Ring[320, 730, 730, 68]]
Rank 41706: 16543 - [12922, 2940, 2437] - HP: 5263, STR: 250898, VIT: 1342, SPD: 64, LUK: 2, Attack: 338780, Defense: 89170, Current HP: 5263, A Avg: 521721, D Avg: 89170, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 66], Tears of the Dragon[307, 67, 803, 807]]
Rank 41707: 3026 - [11740, 6487, 072] - HP: 5244, STR: 175499, VIT: 321565, SPD: 64, LUK: 1, Attack: 263381, Defense: 409393, Current HP: 5244, A Avg: 331860, D Avg: 409393, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Silver Ring[302, 730, 730, 67]]
Rank 41707: 3035 - [11740, 6487, 072] - HP: 3781, STR: 176152, VIT: 322745, SPD: 64, LUK: 1, Attack: 263980, Defense: 410573, Current HP: 3781, A Avg: 329975, D Avg: 410573, [Stargazer[183, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Obsidian Ring[320, 730, 730, 68]]
Rank 41707: 3036 - [11740, 6487, 072] - HP: 5244, STR: 175499, VIT: 321565, SPD: 64, LUK: 1, Attack: 263381, Defense: 409393, Current HP: 5244, A Avg: 329226, D Avg: 409393, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Silver Ring[302, 730, 730, 68]]
Rank 41708: 3025 - [11740, 6488, 071] - HP: 3781, STR: 176152, VIT: 322745, SPD: 64, LUK: 1, Attack: 263980, Defense: 410573, Current HP: 3781, A Avg: 332614, D Avg: 410573, [Stargazer[183, 630, 630, 630], Black Sword Breath[252, 730, 730, 730], Obsidian Ring[320, 730, 730, 67]]
Rank 41716: 413 - [11978, 5782, 539] - HP: 51946, STR: 152618, VIT: 197902, SPD: 64, LUK: 2, Attack: 240500, Defense: 285730, Current HP: 51946, A Avg: 252525, D Avg: 285730, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Tears of the Dragon[307, 730, 730, 730]]
Rank 41764: 11993 - [12833, 3265, 2201] - HP: 51946, STR: 201758, VIT: 40654, SPD: 64, LUK: 2, Attack: 289640, Defense: 128482, Current HP: 51946, A Avg: 446045, D Avg: 128482, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 67, 803, 807]]
Rank 41767: 13123 - [12491, 4294, 1514] - HP: 5263, STR: 250898, VIT: 40654, SPD: 64, LUK: 2, Attack: 338780, Defense: 128482, Current HP: 5263, A Avg: 364188, D Avg: 154178, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 66, 803, 806]]
Rank 41772: 5793 - [12846, 3234, 2219] - HP: 98629, STR: 201758, VIT: 40654, SPD: 64, LUK: 2, Attack: 289640, Defense: 128482, Current HP: 98629, A Avg: 304122, D Avg: 179874, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 730, 806, 807]]
Rank 41797: 103 - [13523, 1228, 3548] - HP: 238678, STR: 201758, VIT: 1342, SPD: 64, LUK: 2, Attack: 289640, Defense: 89170, Current HP: 238678, A Avg: 304122, D Avg: 89170, [Wild Card[175, 530, 530, 530], Black Sword Breath[252, 530, 530, 630], Tears of the Dragon[307, 630, 630, 630]]
Rank 41851: 485 - [11992, 5875, 432] - HP: 3781, STR: 345685, VIT: 194981, SPD: 64, LUK: 1, Attack: 433513, Defense: 282809, Current HP: 3781, A Avg: 455188, D Avg: 282809, [Stargazer[183, 630, 630, 630], Black Sword Breath[252, 630, 630, 630], Obsidian Ring[320, 730, 730, 730]]
Rank 41851: 486 - [11992, 5875, 432] - HP: 5244, STR: 345032, VIT: 193801, SPD: 64, LUK: 1, Attack: 432914, Defense: 281629, Current HP: 5244, A Avg: 454559, D Avg: 281629, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 630], Silver Ring[302, 730, 730, 730]]
Rank 41851: 489 - [11992, 5875, 432] - HP: 2109, STR: 327747, VIT: 194368, SPD: 64, LUK: 1, Attack: 417656, Defense: 284146, Current HP: 2109, A Avg: 438538, D Avg: 284146, [Spectral Sword Shigure[172, 630, 630, 630], Blank Shield[244, 630, 630, 630], Obsidian Ring[320, 730, 730, 730]]
Rank 41855: 11843 - [12941, 3032, 2326] - HP: 51946, STR: 250898, VIT: 1342, SPD: 64, LUK: 2, Attack: 338780, Defense: 89170, Current HP: 51946, A Avg: 372658, D Avg: 124837, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 803, 806, 807]]
Rank 41862: 16673 - [12860, 3282, 2157] - HP: 5263, STR: 201758, VIT: 40654, SPD: 64, LUK: 2, Attack: 289640, Defense: 128482, Current HP: 5263, A Avg: 587969, D Avg: 128482, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 730, 66], Tears of the Dragon[307, 67, 68, 807]]
Rank 41862: 16773 - [12860, 3282, 2157] - HP: 5263, STR: 201758, VIT: 40654, SPD: 64, LUK: 2, Attack: 289640, Defense: 128482, Current HP: 5263, A Avg: 587969, D Avg: 179874, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 730, 67], Tears of the Dragon[307, 68, 806, 807]]
Rank 41868: 322 - [11922, 6102, 275] - HP: 109241, STR: 221606, VIT: 178606, SPD: 72, LUK: 1, Attack: 309488, Defense: 266434, Current HP: 109241, A Avg: 324962, D Avg: 266434, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 730], Seal of the High King[319, 730, 730, 730]]
Rank 41894: 407 - [11852, 6338, 109] - HP: 57602, STR: 191746, VIT: 277673, SPD: 72, LUK: 1, Attack: 279628, Defense: 365501, Current HP: 57602, A Avg: 293609, D Avg: 365501, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Endpoint[318, 730, 730, 730]]
Rank 41906: 2959 - [11917, 6155, 227] - HP: 2109, STR: 219639, VIT: 258250, SPD: 64, LUK: 1, Attack: 309548, Defense: 348028, Current HP: 2109, A Avg: 325025, D Avg: 348028, [Spectral Sword Shigure[172, 630, 630, 630], Blank Shield[244, 630, 730, 730], Obsidian Ring[320, 730, 730, 66]]
Rank 41906: 2999 - [11917, 6155, 227] - HP: 2109, STR: 219639, VIT: 258250, SPD: 64, LUK: 1, Attack: 309548, Defense: 348028, Current HP: 2109, A Avg: 325025, D Avg: 417633, [Spectral Sword Shigure[172, 630, 630, 630], Blank Shield[244, 630, 730, 730], Obsidian Ring[320, 730, 730, 806]]
Rank 41906: 3009 - [11917, 6155, 227] - HP: 2109, STR: 219639, VIT: 258250, SPD: 64, LUK: 1, Attack: 309548, Defense: 348028, Current HP: 2109, A Avg: 325025, D Avg: 348028, [Spectral Sword Shigure[172, 630, 630, 630], Blank Shield[244, 630, 730, 730], Obsidian Ring[320, 730, 730, 807]]
Rank 41913: 2034 - [11969, 6006, 324] - HP: 98344, STR: 316692, VIT: 119828, SPD: 64, LUK: 1, Attack: 402505, Defense: 209606, Current HP: 98344, A Avg: 422630, D Avg: 251527, [Spear of Regression[182, 530, 530, 630], Blank Shield[244, 630, 630, 730], Mobius Ring[316, 730, 730, 806]]
Rank 41927: 2989 - [11917, 6176, 206] - HP: 2109, STR: 219639, VIT: 258250, SPD: 64, LUK: 1, Attack: 309548, Defense: 348028, Current HP: 2109, A Avg: 332764, D Avg: 348028, [Spectral Sword Shigure[172, 630, 630, 630], Blank Shield[244, 630, 730, 730], Obsidian Ring[320, 730, 730, 803]]
Rank 41941: 310 - [12007, 5920, 372] - HP: 98990, STR: 361234, VIT: 120296, SPD: 76, LUK: 1, Attack: 447047, Defense: 210074, Current HP: 98990, A Avg: 469399, D Avg: 210074, [Spear of Regression[182, 530, 530, 630], Blank Shield[244, 630, 630, 630], Black Box[323, 730, 730, 730]]
Rank 41969: 13263 - [12522, 4403, 1374] - HP: 5263, STR: 201758, VIT: 79966, SPD: 64, LUK: 2, Attack: 289640, Defense: 167794, Current HP: 5263, A Avg: 373635, D Avg: 167794, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 730, 730], Tears of the Dragon[307, 66, 67, 803]]
Rank 41969: 13383 - [12522, 4403, 1374] - HP: 5263, STR: 201758, VIT: 79966, SPD: 64, LUK: 2, Attack: 289640, Defense: 167794, Current HP: 5263, A Avg: 373635, D Avg: 201352, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 730, 730], Tears of the Dragon[307, 67, 803, 806]]
Rank 41972: 5663 - [12917, 3221, 2161] - HP: 98629, STR: 201758, VIT: 40654, SPD: 64, LUK: 2, Attack: 289640, Defense: 128482, Current HP: 98629, A Avg: 362050, D Avg: 128482, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 730, 66, 68]]
Rank 41978: 11963 - [12930, 3188, 2181] - HP: 51946, STR: 201758, VIT: 40654, SPD: 64, LUK: 2, Attack: 289640, Defense: 128482, Current HP: 51946, A Avg: 434460, D Avg: 154178, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 67, 68, 806]]
Rank 41983: 2979 - [11917, 6232, 150] - HP: 2109, STR: 219639, VIT: 258250, SPD: 64, LUK: 1, Attack: 309548, Defense: 348028, Current HP: 2109, A Avg: 386935, D Avg: 348028, [Spectral Sword Shigure[172, 630, 630, 630], Blank Shield[244, 630, 730, 730], Obsidian Ring[320, 730, 730, 68]]
Rank 41985: 2969 - [11917, 6234, 148] - HP: 2109, STR: 219639, VIT: 258250, SPD: 64, LUK: 1, Attack: 309548, Defense: 348028, Current HP: 2109, A Avg: 390030, D Avg: 348028, [Spectral Sword Shigure[172, 630, 630, 630], Blank Shield[244, 630, 730, 730], Obsidian Ring[320, 730, 730, 67]]
Rank 42036: 318 - [12039, 5919, 341] - HP: 103230, STR: 359297, VIT: 120889, SPD: 76, LUK: 1, Attack: 447125, Defense: 208314, Current HP: 103230, A Avg: 469481, D Avg: 208314, [Stargazer[183, 530, 530, 630], Cloud Shield[241, 630, 630, 630], Black Box[323, 730, 730, 730]]
Rank 42044: 5653 - [12953, 3185, 2161] - HP: 98629, STR: 201758, VIT: 40654, SPD: 64, LUK: 2, Attack: 289640, Defense: 128482, Current HP: 98629, A Avg: 364946, D Avg: 128482, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 730, 66, 67]]
