Rank 40540: 8037 - [11603, 5731, 965] - HP: 3933, STR: 150138, VIT: 88702, SPD: 48, LUK: 2, Attack: 238020, Defense: 176530, Current HP: 3933, A Avg: 261822, D Avg: 176530, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 730, 730], Tears of the Dragon[307, 730, 803, 807]]
Rank 42643: 8138 - [12610, 4813, 876] - HP: 1729, STR: 123565, VIT: 192132, SPD: 48, LUK: 1, Attack: 213474, Defense: 281910, Current HP: 1729, A Avg: 313806, D Avg: 281910, [Spectral Sword Shigure[172, 630, 630, 630], Blank Shield[244, 730, 730, 730], Obsidian Ring[320, 730, 67, 807]]
Rank 42649: 12145 - [12546, 5011, 742] - HP: 54491, STR: 154502, VIT: 58598, SPD: 48, LUK: 1, Attack: 244411, Defense: 146426, Current HP: 54491, A Avg: 256631, D Avg: 204996, [Spectral Sword Shigure[172, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Gold Ring[303, 66, 806, 807]]
Rank 42664: 312 - [13134, 3262, 1903] - HP: 73264, STR: 313332, VIT: 89156, SPD: 48, LUK: 1, Attack: 399145, Defense: 178934, Current HP: 73264, A Avg: 419102, D Avg: 178934, [Spear of Regression[182, 530, 530, 630], Blank Shield[244, 630, 630, 630], Mobius Ring[316, 730, 730, 730]]
Rank 42673: 2855 - [12190, 6103, 006] - HP: 1508, STR: 302489, VIT: 58598, SPD: 48, LUK: 1, Attack: 392398, Defense: 146426, Current HP: 1508, A Avg: 490497, D Avg: 146426, [Spectral Sword Shigure[172, 630, 630, 630], Black Sword Breath[252, 630, 630, 630], Gold Ring[303, 730, 730, 68]]
Rank 42674: 2845 - [12190, 6104, 005] - HP: 1508, STR: 302489, VIT: 58598, SPD: 48, LUK: 1, Attack: 392398, Defense: 146426, Current HP: 1508, A Avg: 494421, D Avg: 146426, [Spectral Sword Shigure[172, 630, 630, 630], Black Sword Breath[252, 630, 630, 630], Gold Ring[303, 730, 730, 67]]
Rank 42677: 509 - [12437, 5366, 496] - HP: 2668, STR: 124472, VIT: 147246, SPD: 48, LUK: 1, Attack: 216658, Defense: 234814, Current HP: 2668, A Avg: 227490, D Avg: 234814, [Big Bang[171, 630, 630, 630], Storm Wall[242, 630, 730, 730], Gold Ring[303, 730, 730, 730]]
Rank 42691: 1957 - [12613, 4852, 834] - HP: 73359, STR: 150138, VIT: 59470, SPD: 48, LUK: 2, Attack: 238020, Defense: 147298, Current HP: 73359, A Avg: 297525, D Avg: 147298, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 730, 730, 68]]
Rank 42707: 12025 - [12355, 5642, 302] - HP: 54491, STR: 203831, VIT: 29366, SPD: 48, LUK: 1, Attack: 293740, Defense: 117194, Current HP: 54491, A Avg: 558106, D Avg: 117194, [Spectral Sword Shigure[172, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Gold Ring[303, 68, 803, 807]]
Rank 42714: 10995 - [12744, 4482, 1073] - HP: 107474, STR: 154502, VIT: 29366, SPD: 48, LUK: 1, Attack: 244411, Defense: 117194, Current HP: 107474, A Avg: 376392, D Avg: 117194, [Spectral Sword Shigure[172, 530, 530, 630], Black Sword Breath[252, 630, 630, 730], Gold Ring[303, 67, 803, 807]]
Rank 42715: 12155 - [12487, 5254, 558] - HP: 54491, STR: 154502, VIT: 58598, SPD: 48, LUK: 1, Attack: 244411, Defense: 146426, Current HP: 54491, A Avg: 403278, D Avg: 146426, [Spectral Sword Shigure[172, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Gold Ring[303, 67, 68, 803]]
Rank 42723: 1947 - [12629, 4836, 834] - HP: 73359, STR: 150138, VIT: 59470, SPD: 48, LUK: 2, Attack: 238020, Defense: 147298, Current HP: 73359, A Avg: 299905, D Avg: 147298, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 730, 730, 67]]
Rank 42724: 10795 - [12625, 4849, 825] - HP: 107474, STR: 203831, VIT: 134, SPD: 48, LUK: 1, Attack: 293740, Defense: 87962, Current HP: 107474, A Avg: 452359, D Avg: 87962, [Spectral Sword Shigure[172, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Gold Ring[303, 67, 803, 807]]
Rank 42732: 506 - [12504, 5220, 575] - HP: 1508, STR: 118844, VIT: 147222, SPD: 48, LUK: 1, Attack: 208753, Defense: 237000, Current HP: 1508, A Avg: 219190, D Avg: 237000, [Spectral Sword Shigure[172, 630, 630, 630], Blank Shield[244, 630, 730, 730], Gold Ring[303, 730, 730, 730]]
Rank 42734: 11975 - [12366, 5636, 297] - HP: 54491, STR: 203831, VIT: 29366, SPD: 48, LUK: 1, Attack: 293740, Defense: 117194, Current HP: 54491, A Avg: 596292, D Avg: 117194, [Spectral Sword Shigure[172, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Gold Ring[303, 67, 68, 807]]
Rank 42752: 2357 - [12541, 5129, 629] - HP: 38646, STR: 186678, VIT: 59470, SPD: 48, LUK: 2, Attack: 274560, Defense: 147298, Current HP: 38646, A Avg: 288288, D Avg: 147298, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 730, 730, 66]]
Rank 42752: 2407 - [12541, 5129, 629] - HP: 38646, STR: 186678, VIT: 59470, SPD: 48, LUK: 2, Attack: 274560, Defense: 147298, Current HP: 38646, A Avg: 288288, D Avg: 147298, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 730, 730, 807]]
Rank 42753: 9975 - [13223, 3084, 1992] - HP: 160457, STR: 154502, VIT: 134, SPD: 48, LUK: 1, Attack: 244411, Defense: 87962, Current HP: 160457, A Avg: 496154, D Avg: 87962, [Spectral Sword Shigure[172, 530, 530, 530], Black Sword Breath[252, 630, 630, 630], Gold Ring[303, 67, 68, 807]]
Rank 42763: 2095 - [12546, 5125, 628] - HP: 107474, STR: 105173, VIT: 117062, SPD: 48, LUK: 1, Attack: 195082, Defense: 204890, Current HP: 107474, A Avg: 204836, D Avg: 245868, [Spectral Sword Shigure[172, 530, 530, 630], Black Sword Breath[252, 630, 730, 730], Gold Ring[303, 730, 730, 806]]
Rank 42789: 1977 - [12726, 4611, 962] - HP: 73359, STR: 150138, VIT: 59470, SPD: 48, LUK: 2, Attack: 238020, Defense: 147298, Current HP: 73359, A Avg: 249921, D Avg: 176757, [Wild Card[175, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 730, 730, 806]]
Rank 42791: 475 - [12252, 6035, 012] - HP: 1508, STR: 351818, VIT: 58598, SPD: 48, LUK: 1, Attack: 441727, Defense: 146426, Current HP: 1508, A Avg: 463813, D Avg: 146426, [Spectral Sword Shigure[172, 630, 630, 630], Black Sword Breath[252, 630, 630, 630], Gold Ring[303, 630, 730, 730]]
Rank 42793: 2387 - [12559, 5116, 624] - HP: 38646, STR: 186678, VIT: 59470, SPD: 48, LUK: 2, Attack: 274560, Defense: 147298, Current HP: 38646, A Avg: 295152, D Avg: 147298, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 730, 730, 803]]
Rank 42801: 486 - [12551, 5148, 600] - HP: 1508, STR: 177308, VIT: 88758, SPD: 48, LUK: 1, Attack: 267217, Defense: 178536, Current HP: 1508, A Avg: 280577, D Avg: 178536, [Spectral Sword Shigure[172, 630, 630, 630], Blank Shield[244, 630, 630, 630], Gold Ring[303, 730, 730, 730]]
Rank 42830: 12015 - [12469, 5423, 407] - HP: 54491, STR: 203831, VIT: 29366, SPD: 48, LUK: 1, Attack: 293740, Defense: 117194, Current HP: 54491, A Avg: 403892, D Avg: 140632, [Spectral Sword Shigure[172, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Gold Ring[303, 68, 803, 806]]
Rank 42835: 12215 - [12583, 5086, 630] - HP: 54491, STR: 154502, VIT: 58598, SPD: 48, LUK: 1, Attack: 244411, Defense: 146426, Current HP: 54491, A Avg: 336065, D Avg: 175711, [Spectral Sword Shigure[172, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Gold Ring[303, 68, 803, 806]]
Rank 42837: 2472 - [13180, 3297, 1822] - HP: 38551, STR: 236598, VIT: 118388, SPD: 48, LUK: 1, Attack: 322411, Defense: 208166, Current HP: 38551, A Avg: 338531, D Avg: 208166, [Spear of Regression[182, 530, 630, 630], Blank Shield[244, 630, 730, 730], Mobius Ring[316, 730, 730, 66]]
Rank 42837: 2522 - [13180, 3297, 1822] - HP: 38551, STR: 236598, VIT: 118388, SPD: 48, LUK: 1, Attack: 322411, Defense: 208166, Current HP: 38551, A Avg: 338531, D Avg: 208166, [Spear of Regression[182, 530, 630, 630], Blank Shield[244, 630, 730, 730], Mobius Ring[316, 730, 730, 807]]
Rank 42841: 2502 - [13180, 3301, 1818] - HP: 38551, STR: 236598, VIT: 118388, SPD: 48, LUK: 1, Attack: 322411, Defense: 208166, Current HP: 38551, A Avg: 346591, D Avg: 208166, [Spear of Regression[182, 530, 630, 630], Blank Shield[244, 630, 730, 730], Mobius Ring[316, 730, 730, 803]]
Rank 42843: 501 - [12557, 5172, 570] - HP: 1798, STR: 116990, VIT: 147158, SPD: 48, LUK: 1, Attack: 209176, Defense: 236936, Current HP: 1798, A Avg: 219634, D Avg: 236936, [Big Bang[171, 630, 630, 630], Blank Shield[244, 630, 730, 730], Gold Ring[303, 730, 730, 730]]
Rank 42844: 12245 - [12623, 4975, 701] - HP: 54491, STR: 154502, VIT: 58598, SPD: 48, LUK: 1, Attack: 244411, Defense: 146426, Current HP: 54491, A Avg: 268852, D Avg: 204996, [Spectral Sword Shigure[172, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Gold Ring[303, 803, 806, 807]]
Rank 42850: 2482 - [13180, 3310, 1809] - HP: 38551, STR: 236598, VIT: 118388, SPD: 48, LUK: 1, Attack: 322411, Defense: 208166, Current HP: 38551, A Avg: 406237, D Avg: 208166, [Spear of Regression[182, 530, 630, 630], Blank Shield[244, 630, 730, 730], Mobius Ring[316, 730, 730, 67]]
Rank 42850: 2492 - [13180, 3310, 1809] - HP: 38551, STR: 236598, VIT: 118388, SPD: 48, LUK: 1, Attack: 322411, Defense: 208166, Current HP: 38551, A Avg: 403013, D Avg: 208166, [Spear of Regression[182, 530, 630, 630], Blank Shield[244, 630, 730, 730], Mobius Ring[316, 730, 730, 68]]
Rank 42856: 489 - [12527, 5275, 497] - HP: 2668, STR: 186590, VIT: 88782, SPD: 48, LUK: 1, Attack: 278776, Defense: 176350, Current HP: 2668, A Avg: 292714, D Avg: 176350, [Big Bang[171, 630, 630, 630], Storm Wall[242, 630, 630, 630], Gold Ring[303, 730, 730, 730]]
Rank 42857: 9905 - [13382, 2711, 2206] - HP: 160457, STR: 154502, VIT: 134, SPD: 48, LUK: 1, Attack: 244411, Defense: 87962, Current HP: 160457, A Avg: 305513, D Avg: 105554, [Spectral Sword Shigure[172, 530, 530, 530], Black Sword Breath[252, 630, 630, 630], Gold Ring[303, 66, 68, 806]]
Rank 42863: 313 - [12572, 5147, 580] - HP: 70623, STR: 138945, VIT: 88702, SPD: 48, LUK: 2, Attack: 231131, Defense: 178480, Current HP: 70623, A Avg: 242687, D Avg: 178480, [Big Bang[171, 530, 530, 630], Blank Shield[244, 630, 630, 630], Tears of the Dragon[307, 730, 730, 730]]
Rank 42888: 10755 - [12695, 4803, 801] - HP: 107474, STR: 203831, VIT: 134, SPD: 48, LUK: 1, Attack: 293740, Defense: 87962, Current HP: 107474, A Avg: 484671, D Avg: 87962, [Spectral Sword Shigure[172, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Gold Ring[303, 67, 68, 803]]
Rank 42896: 185 - [12764, 4604, 931] - HP: 213440, STR: 105173, VIT: 87830, SPD: 48, LUK: 1, Attack: 195082, Defense: 175658, Current HP: 213440, A Avg: 204836, D Avg: 175658, [Spectral Sword Shigure[172, 530, 530, 530], Black Sword Breath[252, 530, 630, 630], Gold Ring[303, 730, 730, 730]]
Rank 42903: 2510 - [13087, 3642, 1570] - HP: 39007, STR: 203770, VIT: 118728, SPD: 57, LUK: 1, Attack: 289583, Defense: 208506, Current HP: 39007, A Avg: 304062, D Avg: 250207, [Spear of Regression[182, 530, 630, 630], Blank Shield[244, 630, 730, 730], Black Box[323, 730, 730, 806]]
Rank 42909: 481 - [12598, 5115, 586] - HP: 1798, STR: 175454, VIT: 88694, SPD: 48, LUK: 1, Attack: 267640, Defense: 178472, Current HP: 1798, A Avg: 281022, D Avg: 178472, [Big Bang[171, 630, 630, 630], Blank Shield[244, 630, 630, 630], Gold Ring[303, 730, 730, 730]]
Rank 42915: 9875 - [13410, 2685, 2204] - HP: 160457, STR: 154502, VIT: 134, SPD: 48, LUK: 1, Attack: 244411, Defense: 87962, Current HP: 160457, A Avg: 307957, D Avg: 105554, [Spectral Sword Shigure[172, 530, 530, 530], Black Sword Breath[252, 630, 630, 630], Gold Ring[303, 66, 67, 806]]
Rank 42919: 10955 - [12829, 4432, 1038] - HP: 107474, STR: 154502, VIT: 29366, SPD: 48, LUK: 1, Attack: 244411, Defense: 117194, Current HP: 107474, A Avg: 403278, D Avg: 117194, [Spectral Sword Shigure[172, 530, 530, 630], Black Sword Breath[252, 630, 630, 730], Gold Ring[303, 67, 68, 803]]
Rank 42947: 1919 - [12908, 4223, 1168] - HP: 108634, STR: 155531, VIT: 30318, SPD: 48, LUK: 1, Attack: 247717, Defense: 117886, Current HP: 108634, A Avg: 260102, D Avg: 141463, [Big Bang[171, 530, 530, 630], Storm Wall[242, 630, 630, 630], Gold Ring[303, 630, 730, 806]]
Rank 43000: 2032 - [13140, 3580, 1579] - HP: 73264, STR: 236598, VIT: 89156, SPD: 48, LUK: 1, Attack: 322411, Defense: 178934, Current HP: 73264, A Avg: 338531, D Avg: 214720, [Spear of Regression[182, 530, 530, 630], Blank Shield[244, 630, 630, 730], Mobius Ring[316, 730, 730, 806]]
Rank 43031: 11965 - [12552, 5375, 372] - HP: 54491, STR: 203831, VIT: 29366, SPD: 48, LUK: 1, Attack: 293740, Defense: 117194, Current HP: 54491, A Avg: 440610, D Avg: 140632, [Spectral Sword Shigure[172, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Gold Ring[303, 67, 68, 806]]
Rank 43032: 11945 - [12656, 5064, 579] - HP: 54491, STR: 203831, VIT: 29366, SPD: 48, LUK: 1, Attack: 293740, Defense: 117194, Current HP: 54491, A Avg: 308427, D Avg: 164071, [Spectral Sword Shigure[172, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Gold Ring[303, 66, 806, 807]]
Rank 43037: 182 - [12842, 4511, 946] - HP: 142690, STR: 159864, VIT: 89156, SPD: 48, LUK: 1, Attack: 245677, Defense: 178934, Current HP: 142690, A Avg: 257960, D Avg: 178934, [Spear of Regression[182, 530, 530, 530], Blank Shield[244, 530, 630, 630], Mobius Ring[316, 730, 730, 730]]
Rank 43051: 12225 - [12612, 5215, 472] - HP: 54491, STR: 154502, VIT: 58598, SPD: 48, LUK: 1, Attack: 244411, Defense: 146426, Current HP: 54491, A Avg: 464380, D Avg: 146426, [Spectral Sword Shigure[172, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Gold Ring[303, 68, 803, 807]]
Rank 43059: 10725 - [12850, 4509, 940] - HP: 107474, STR: 203831, VIT: 134, SPD: 48, LUK: 1, Attack: 293740, Defense: 87962, Current HP: 107474, A Avg: 315770, D Avg: 105554, [Spectral Sword Shigure[172, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Gold Ring[303, 66, 803, 806]]
Rank 43060: 9985 - [13469, 2653, 2177] - HP: 160457, STR: 154502, VIT: 134, SPD: 48, LUK: 1, Attack: 244411, Defense: 87962, Current HP: 160457, A Avg: 315290, D Avg: 105554, [Spectral Sword Shigure[172, 530, 530, 530], Black Sword Breath[252, 630, 630, 630], Gold Ring[303, 67, 803, 806]]
Rank 43109: 223 - [12868, 4505, 926] - HP: 105336, STR: 173658, VIT: 30238, SPD: 48, LUK: 2, Attack: 265844, Defense: 120016, Current HP: 105336, A Avg: 279136, D Avg: 120016, [Big Bang[171, 530, 530, 530], Blank Shield[244, 630, 630, 630], Tears of the Dragon[307, 630, 630, 730]]
Rank 43113: 12175 - [12638, 5199, 462] - HP: 54491, STR: 154502, VIT: 58598, SPD: 48, LUK: 1, Attack: 244411, Defense: 146426, Current HP: 54491, A Avg: 496154, D Avg: 146426, [Spectral Sword Shigure[172, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Gold Ring[303, 67, 68, 807]]
Rank 43131: 10825 - [12805, 4716, 778] - HP: 107474, STR: 203831, VIT: 134, SPD: 48, LUK: 1, Attack: 293740, Defense: 87962, Current HP: 107474, A Avg: 558106, D Avg: 87962, [Spectral Sword Shigure[172, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Gold Ring[303, 68, 803, 807]]
Rank 43136: 248 - [12778, 4802, 719] - HP: 105868, STR: 123565, VIT: 144630, SPD: 48, LUK: 1, Attack: 213474, Defense: 234408, Current HP: 105868, A Avg: 224147, D Avg: 234408, [Spectral Sword Shigure[172, 530, 530, 530], Blank Shield[244, 630, 630, 630], Obsidian Ring[320, 730, 730, 730]]
Rank 43154: 4195 - [13566, 2456, 2277] - HP: 213440, STR: 154502, VIT: 134, SPD: 48, LUK: 1, Attack: 244411, Defense: 87962, Current HP: 213440, A Avg: 256631, D Avg: 87962, [Spectral Sword Shigure[172, 530, 530, 530], Black Sword Breath[252, 530, 630, 630], Gold Ring[303, 630, 66, 807]]
Rank 43155: 2897 - [12645, 5220, 434] - HP: 3933, STR: 186678, VIT: 88702, SPD: 48, LUK: 2, Attack: 274560, Defense: 176530, Current HP: 3933, A Avg: 288288, D Avg: 176530, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 730, 730, 66]]
Rank 43155: 2947 - [12645, 5220, 434] - HP: 3933, STR: 186678, VIT: 88702, SPD: 48, LUK: 2, Attack: 274560, Defense: 176530, Current HP: 3933, A Avg: 288288, D Avg: 176530, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 730, 730, 807]]
Rank 43162: 12165 - [12717, 5011, 571] - HP: 54491, STR: 154502, VIT: 58598, SPD: 48, LUK: 1, Attack: 244411, Defense: 146426, Current HP: 54491, A Avg: 366616, D Avg: 175711, [Spectral Sword Shigure[172, 530, 630, 630], Black Sword Breath[252, 630, 730, 730], Gold Ring[303, 67, 68, 806]]
Rank 43166: 525 - [12528, 5582, 189] - HP: 1508, STR: 105173, VIT: 204758, SPD: 48, LUK: 1, Attack: 195082, Defense: 292586, Current HP: 1508, A Avg: 204836, D Avg: 292586, [Spectral Sword Shigure[172, 630, 630, 730], Black Sword Breath[252, 730, 730, 730], Gold Ring[303, 730, 730, 730]]
Rank 43175: 2927 - [12653, 5216, 430] - HP: 3933, STR: 186678, VIT: 88702, SPD: 48, LUK: 2, Attack: 274560, Defense: 176530, Current HP: 3933, A Avg: 295152, D Avg: 176530, [Wild Card[175, 630, 630, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 730, 730, 803]]
Rank 43185: 10775 - [12821, 4722, 756] - HP: 107474, STR: 203831, VIT: 134, SPD: 48, LUK: 1, Attack: 293740, Defense: 87962, Current HP: 107474, A Avg: 596292, D Avg: 87962, [Spectral Sword Shigure[172, 530, 530, 630], Black Sword Breath[252, 630, 630, 630], Gold Ring[303, 67, 68, 807]]
Rank 43207: 2397 - [12734, 5005, 560] - HP: 38646, STR: 186678, VIT: 59470, SPD: 48, LUK: 2, Attack: 274560, Defense: 147298, Current HP: 38646, A Avg: 288288, D Avg: 176757, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 730, 730, 806]]
Rank 43233: 4175 - [13605, 2418, 2276] - HP: 213440, STR: 154502, VIT: 134, SPD: 48, LUK: 1, Attack: 244411, Defense: 87962, Current HP: 213440, A Avg: 262741, D Avg: 87962, [Spectral Sword Shigure[172, 530, 530, 530], Black Sword Breath[252, 530, 630, 630], Gold Ring[303, 630, 66, 803]]
Rank 43237: 406 - [12776, 4909, 614] - HP: 54491, STR: 118844, VIT: 117990, SPD: 48, LUK: 1, Attack: 208753, Defense: 207768, Current HP: 54491, A Avg: 219190, D Avg: 207768, [Spectral Sword Shigure[172, 530, 630, 630], Blank Shield[244, 630, 630, 730], Gold Ring[303, 730, 730, 730]]
Rank 43244: 216 - [13208, 3620, 1471] - HP: 160457, STR: 177308, VIT: 1062, SPD: 48, LUK: 1, Attack: 267217, Defense: 90840, Current HP: 160457, A Avg: 280577, D Avg: 90840, [Spectral Sword Shigure[172, 530, 530, 530], Blank Shield[244, 630, 630, 630], Gold Ring[303, 630, 630, 630]]
Rank 43251: 401 - [12780, 4911, 608] - HP: 54781, STR: 116990, VIT: 117926, SPD: 48, LUK: 1, Attack: 209176, Defense: 207704, Current HP: 54781, A Avg: 219634, D Avg: 207704, [Big Bang[171, 530, 630, 630], Blank Shield[244, 630, 630, 730], Gold Ring[303, 730, 730, 730]]
Rank 43253: 12045 - [12731, 5060, 508] - HP: 54491, STR: 203831, VIT: 29366, SPD: 48, LUK: 1, Attack: 293740, Defense: 117194, Current HP: 54491, A Avg: 323114, D Avg: 164071, [Spectral Sword Shigure[172, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Gold Ring[303, 803, 806, 807]]
Rank 43263: 420 - [12854, 4701, 744] - HP: 39007, STR: 137998, VIT: 177192, SPD: 57, LUK: 1, Attack: 223811, Defense: 266970, Current HP: 39007, A Avg: 235001, D Avg: 266970, [Spear of Regression[182, 530, 630, 630], Blank Shield[244, 730, 730, 730], Black Box[323, 730, 730, 730]]
Rank 43276: 2377 - [12719, 5119, 461] - HP: 38646, STR: 186678, VIT: 59470, SPD: 48, LUK: 2, Attack: 274560, Defense: 147298, Current HP: 38646, A Avg: 343200, D Avg: 147298, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 730, 730, 68]]
Rank 43288: 403 - [12724, 5116, 459] - HP: 35910, STR: 138945, VIT: 117934, SPD: 48, LUK: 2, Attack: 231131, Defense: 207712, Current HP: 35910, A Avg: 242687, D Avg: 207712, [Big Bang[171, 530, 630, 630], Blank Shield[244, 630, 630, 730], Tears of the Dragon[307, 730, 730, 730]]
Rank 43292: 2367 - [12719, 5135, 445] - HP: 38646, STR: 186678, VIT: 59470, SPD: 48, LUK: 2, Attack: 274560, Defense: 147298, Current HP: 38646, A Avg: 345945, D Avg: 147298, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 630], Tears of the Dragon[307, 730, 730, 67]]
Rank 43328: 2417 - [12817, 4877, 605] - HP: 38646, STR: 150138, VIT: 88702, SPD: 48, LUK: 2, Attack: 238020, Defense: 176530, Current HP: 38646, A Avg: 249921, D Avg: 176530, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 730, 730, 66]]
Rank 43328: 2467 - [12817, 4877, 605] - HP: 38646, STR: 150138, VIT: 88702, SPD: 48, LUK: 2, Attack: 238020, Defense: 176530, Current HP: 38646, A Avg: 249921, D Avg: 176530, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 730, 730, 807]]
Rank 43346: 316 - [12913, 4607, 779] - HP: 107474, STR: 118844, VIT: 88758, SPD: 48, LUK: 1, Attack: 208753, Defense: 178536, Current HP: 107474, A Avg: 219190, D Avg: 178536, [Spectral Sword Shigure[172, 530, 530, 630], Blank Shield[244, 630, 630, 630], Gold Ring[303, 730, 730, 730]]
Rank 43350: 10905 - [13102, 4044, 1153] - HP: 107474, STR: 154502, VIT: 29366, SPD: 48, LUK: 1, Attack: 244411, Defense: 117194, Current HP: 107474, A Avg: 305513, D Avg: 140632, [Spectral Sword Shigure[172, 530, 530, 630], Black Sword Breath[252, 630, 630, 730], Gold Ring[303, 66, 68, 806]]
Rank 43361: 10015 - [13599, 2564, 2136] - HP: 160457, STR: 154502, VIT: 134, SPD: 48, LUK: 1, Attack: 244411, Defense: 87962, Current HP: 160457, A Avg: 336065, D Avg: 105554, [Spectral Sword Shigure[172, 530, 530, 530], Black Sword Breath[252, 630, 630, 630], Gold Ring[303, 68, 803, 806]]
Rank 43365: 6595 - [12622, 5499, 178] - HP: 54491, STR: 253160, VIT: 29366, SPD: 48, LUK: 1, Attack: 343069, Defense: 117194, Current HP: 54491, A Avg: 360222, D Avg: 117194, [Spectral Sword Shigure[172, 530, 630, 630], Black Sword Breath[252, 630, 630, 630], Gold Ring[303, 730, 66, 807]]
Rank 43372: 311 - [12922, 4606, 771] - HP: 107764, STR: 116990, VIT: 88694, SPD: 48, LUK: 1, Attack: 209176, Defense: 178472, Current HP: 107764, A Avg: 219634, D Avg: 178472, [Big Bang[171, 530, 530, 630], Blank Shield[244, 630, 630, 630], Gold Ring[303, 730, 730, 730]]
Rank 43387: 11025 - [13016, 4339, 944] - HP: 107474, STR: 154502, VIT: 29366, SPD: 48, LUK: 1, Attack: 244411, Defense: 117194, Current HP: 107474, A Avg: 464380, D Avg: 117194, [Spectral Sword Shigure[172, 530, 530, 630], Black Sword Breath[252, 630, 630, 730], Gold Ring[303, 68, 803, 807]]
Rank 43390: 2512 - [13325, 3415, 1559] - HP: 38551, STR: 236598, VIT: 118388, SPD: 48, LUK: 1, Attack: 322411, Defense: 208166, Current HP: 38551, A Avg: 338531, D Avg: 249799, [Spear of Regression[182, 530, 630, 630], Blank Shield[244, 630, 730, 730], Mobius Ring[316, 730, 730, 806]]
Rank 43391: 4285 - [13668, 2387, 2244] - HP: 213440, STR: 154502, VIT: 134, SPD: 48, LUK: 1, Attack: 244411, Defense: 87962, Current HP: 213440, A Avg: 268852, D Avg: 87962, [Spectral Sword Shigure[172, 530, 530, 530], Black Sword Breath[252, 530, 630, 630], Gold Ring[303, 630, 803, 807]]
Rank 43396: 10875 - [13124, 4024, 1151] - HP: 107474, STR: 154502, VIT: 29366, SPD: 48, LUK: 1, Attack: 244411, Defense: 117194, Current HP: 107474, A Avg: 307957, D Avg: 140632, [Spectral Sword Shigure[172, 530, 530, 630], Black Sword Breath[252, 630, 630, 730], Gold Ring[303, 66, 67, 806]]
Rank 43409: 211 - [13275, 3584, 1440] - HP: 160747, STR: 175454, VIT: 998, SPD: 48, LUK: 1, Attack: 267640, Defense: 90776, Current HP: 160747, A Avg: 281022, D Avg: 90776, [Big Bang[171, 530, 530, 530], Blank Shield[244, 630, 630, 630], Gold Ring[303, 630, 630, 630]]
Rank 43424: 255 - [12851, 4871, 577] - HP: 160457, STR: 105173, VIT: 117062, SPD: 48, LUK: 1, Attack: 195082, Defense: 204890, Current HP: 160457, A Avg: 204836, D Avg: 204890, [Spectral Sword Shigure[172, 530, 530, 530], Black Sword Breath[252, 630, 630, 730], Gold Ring[303, 730, 730, 730]]
Rank 43438: 503 - [12734, 5236, 329] - HP: 1197, STR: 138945, VIT: 147166, SPD: 48, LUK: 2, Attack: 231131, Defense: 236944, Current HP: 1197, A Avg: 242687, D Avg: 236944, [Big Bang[171, 630, 630, 630], Blank Shield[244, 630, 730, 730], Tears of the Dragon[307, 730, 730, 730]]
Rank 43446: 2447 - [12848, 4902, 549] - HP: 38646, STR: 150138, VIT: 88702, SPD: 48, LUK: 2, Attack: 238020, Defense: 176530, Current HP: 38646, A Avg: 255871, D Avg: 176530, [Wild Card[175, 530, 630, 630], Black Sword Breath[252, 630, 630, 730], Tears of the Dragon[307, 730, 730, 803]]
