Rank 1000: HP: 855, STR: 105, VIT: 100, SPD: 7, LUK: 1, Attack: 138437, Defense: 83937, Current HP: 855, A Avg: 1153180, D Avg: 117511, [Big Bang[171, 0, 0, 0], Emerald Shield[209, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 514: HP: 1330, STR: 250, VIT: 610, SPD: 12, LUK: 1, Attack: 138655, Defense: 88178, Current HP: 1330, A Avg: 1154996, D Avg: 123449, [Big Bang[171, 0, 0, 0], Storm Wall[242, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 513: HP: 782, STR: 254, VIT: 66, SPD: 7, LUK: 2, Attack: 138661, Defense: 84072, Current HP: 782, A Avg: 1155046, D Avg: 117700, [Big Bang[171, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 512: HP: 1007, STR: 254, VIT: 271, SPD: 9, LUK: 1, Attack: 138661, Defense: 84134, Current HP: 1007, A Avg: 1155046, D Avg: 117787, [Big Bang[171, 0, 0, 0], Small Sword[218, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 511: HP: 1020, STR: 256, VIT: 375, SPD: 7, LUK: 1, Attack: 138664, Defense: 84098, Current HP: 1020, A Avg: 1155071, D Avg: 117737, [Big Bang[171, 0, 0, 0], Pot Lid[201, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 510: HP: 1020, STR: 256, VIT: 375, SPD: 7, LUK: 1, Attack: 138664, Defense: 84108, Current HP: 1020, A Avg: 1155071, D Avg: 117751, [Big Bang[171, 0, 0, 0], High Pot Lid[202, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 509: HP: 969, STR: 256, VIT: 403, SPD: 7, LUK: 1, Attack: 138664, Defense: 84272, Current HP: 969, A Avg: 1155071, D Avg: 117980, [Big Bang[171, 0, 0, 0], Wooden Shield[203, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 508: HP: 969, STR: 256, VIT: 412, SPD: 7, LUK: 1, Attack: 138664, Defense: 84216, Current HP: 969, A Avg: 1155071, D Avg: 117902, [Big Bang[171, 0, 0, 0], Iron Shield[204, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 507: HP: 969, STR: 256, VIT: 400, SPD: 7, LUK: 1, Attack: 138664, Defense: 84263, Current HP: 969, A Avg: 1155071, D Avg: 117968, [Big Bang[171, 0, 0, 0], Titanium Shield[205, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 506: HP: 969, STR: 256, VIT: 431, SPD: 7, LUK: 1, Attack: 138664, Defense: 84320, Current HP: 969, A Avg: 1155071, D Avg: 118047, [Big Bang[171, 0, 0, 0], Large iron Shield[206, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 505: HP: 1020, STR: 256, VIT: 415, SPD: 7, LUK: 1, Attack: 138664, Defense: 84291, Current HP: 1020, A Avg: 1155071, D Avg: 118007, [Big Bang[171, 0, 0, 0], Magic Shield[207, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 504: HP: 1026, STR: 256, VIT: 425, SPD: 7, LUK: 1, Attack: 138664, Defense: 84262, Current HP: 1026, A Avg: 1155071, D Avg: 117966, [Big Bang[171, 0, 0, 0], Emerald Shield[209, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 503: HP: 1080, STR: 256, VIT: 402, SPD: 7, LUK: 1, Attack: 138664, Defense: 84174, Current HP: 1080, A Avg: 1155071, D Avg: 117843, [Big Bang[171, 0, 0, 0], Clear Shield[211, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 502: HP: 1120, STR: 256, VIT: 415, SPD: 7, LUK: 1, Attack: 138664, Defense: 84434, Current HP: 1120, A Avg: 1155071, D Avg: 118207, [Big Bang[171, 0, 0, 0], Prism Shield[212, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 501: HP: 1045, STR: 256, VIT: 415, SPD: 7, LUK: 1, Attack: 138664, Defense: 84343, Current HP: 1045, A Avg: 1155071, D Avg: 118080, [Big Bang[171, 0, 0, 0], Tower Shield[213, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 500: HP: 1176, STR: 256, VIT: 467, SPD: 7, LUK: 1, Attack: 138664, Defense: 85029, Current HP: 1176, A Avg: 1155071, D Avg: 119040, [Big Bang[171, 0, 0, 0], Slime Shield[221, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 499: HP: 1067, STR: 256, VIT: 400, SPD: 7, LUK: 1, Attack: 138664, Defense: 84328, Current HP: 1067, A Avg: 1155071, D Avg: 118059, [Big Bang[171, 0, 0, 0], Hardwood Shield[223, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 498: HP: 1020, STR: 256, VIT: 922, SPD: 7, LUK: 1, Attack: 138664, Defense: 87710, Current HP: 1020, A Avg: 1155071, D Avg: 122793, [Big Bang[171, 0, 0, 0], Energy Shield[227, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 497: HP: 2033, STR: 256, VIT: 387, SPD: 7, LUK: 1, Attack: 138664, Defense: 86304, Current HP: 2033, A Avg: 1155071, D Avg: 120825, [Big Bang[171, 0, 0, 0], Frying Pan[231, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 496: HP: 1324, STR: 256, VIT: 510, SPD: 7, LUK: 1, Attack: 138664, Defense: 85244, Current HP: 1324, A Avg: 1155071, D Avg: 119341, [Big Bang[171, 0, 0, 0], Slafield[232, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 495: HP: 1200, STR: 256, VIT: 467, SPD: 7, LUK: 1, Attack: 138664, Defense: 85942, Current HP: 1200, A Avg: 1155071, D Avg: 120318, [Big Bang[171, 0, 0, 0], Mist Shield[233, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 494: HP: 1159, STR: 256, VIT: 514, SPD: 7, LUK: 1, Attack: 138664, Defense: 85482, Current HP: 1159, A Avg: 1155071, D Avg: 119674, [Big Bang[171, 0, 0, 0], Huge Shield[234, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 493: HP: 1083, STR: 256, VIT: 713, SPD: 7, LUK: 1, Attack: 138664, Defense: 87553, Current HP: 1083, A Avg: 1155071, D Avg: 122574, [Big Bang[171, 0, 0, 0], Aurora Shield[240, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 492: HP: 1140, STR: 256, VIT: 485, SPD: 7, LUK: 1, Attack: 138664, Defense: 87910, Current HP: 1140, A Avg: 1155071, D Avg: 123073, [Big Bang[171, 0, 0, 0], Cloud Shield[241, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 491: HP: 969, STR: 256, VIT: 375, SPD: 7, LUK: 1, Attack: 138664, Defense: 87164, Current HP: 969, A Avg: 1155071, D Avg: 122029, [Big Bang[171, 0, 0, 0], Graffiti[243, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 490: HP: 969, STR: 256, VIT: 621, SPD: 7, LUK: 1, Attack: 138664, Defense: 90399, Current HP: 969, A Avg: 1155071, D Avg: 126558, [Big Bang[171, 0, 0, 0], Blank Shield[244, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 489: HP: 1444, STR: 256, VIT: 1022, SPD: 7, LUK: 1, Attack: 138664, Defense: 87810, Current HP: 1444, A Avg: 1155071, D Avg: 122933, [Big Bang[171, 0, 0, 0], Golem Shield[245, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 488: HP: 1254, STR: 256, VIT: 504, SPD: 8, LUK: 1, Attack: 138664, Defense: 86382, Current HP: 1254, A Avg: 1155071, D Avg: 120934, [Big Bang[171, 0, 0, 0], Sticky thread shield[247, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 487: HP: 1288, STR: 256, VIT: 622, SPD: 7, LUK: 1, Attack: 138664, Defense: 86838, Current HP: 1288, A Avg: 1155071, D Avg: 121573, [Big Bang[171, 0, 0, 0], King Shield[248, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 486: HP: 1420, STR: 256, VIT: 1039, SPD: 7, LUK: 1, Attack: 138664, Defense: 88074, Current HP: 1420, A Avg: 1155071, D Avg: 123303, [Big Bang[171, 0, 0, 0], Warrior's Shield[249, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 485: HP: 1020, STR: 256, VIT: 522, SPD: 7, LUK: 1, Attack: 138664, Defense: 87570, Current HP: 1020, A Avg: 1155071, D Avg: 122597, [Big Bang[171, 0, 0, 0], Ghost shield[251, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 484: HP: 874, STR: 2536, VIT: 538, SPD: 7, LUK: 1, Attack: 138667, Defense: 84427, Current HP: 874, A Avg: 1155096, D Avg: 118197, [Spectral Sword Shigure[172, 0, 0, 0], Small Lion[219, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 483: HP: 788, STR: 2536, VIT: 166, SPD: 8, LUK: 1, Attack: 138667, Defense: 86954, Current HP: 788, A Avg: 1155096, D Avg: 121735, [Spectral Sword Shigure[172, 0, 0, 0], C Magnum[239, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 482: HP: 1189, STR: 2536, VIT: 122, SPD: 8, LUK: 1, Attack: 138667, Defense: 86910, Current HP: 1189, A Avg: 1155096, D Avg: 121673, [Spectral Sword Shigure[172, 0, 0, 0], C Magnum[239, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 481: HP: 817, STR: 2536, VIT: 122, SPD: 15, LUK: 1, Attack: 138667, Defense: 86910, Current HP: 817, A Avg: 1155096, D Avg: 121673, [Spectral Sword Shigure[172, 0, 0, 0], C Magnum[239, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 480: HP: 1122, STR: 2536, VIT: 196, SPD: 8, LUK: 1, Attack: 138667, Defense: 86984, Current HP: 1122, A Avg: 1155096, D Avg: 121777, [Spectral Sword Shigure[172, 0, 0, 0], C Magnum[239, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 479: HP: 1133, STR: 258, VIT: 88, SPD: 9, LUK: 1, Attack: 138667, Defense: 83977, Current HP: 1133, A Avg: 1155096, D Avg: 117567, [Big Bang[171, 0, 0, 0], Small Lion[219, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 478: HP: 818, STR: 2537, VIT: 179, SPD: 9, LUK: 1, Attack: 138669, Defense: 84204, Current HP: 818, A Avg: 1155112, D Avg: 117885, [Spectral Sword Shigure[172, 0, 0, 0], Conductive Barrier[208, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 477: HP: 1855, STR: 260, VIT: 411, SPD: 7, LUK: 1, Attack: 138670, Defense: 85405, Current HP: 1855, A Avg: 1155121, D Avg: 119566, [Big Bang[171, 0, 0, 0], Metalization[228, 0, 0, 0], Ring of Venom[310, 0, 0, 0]]
Rank 476: HP: 1386, STR: 260, VIT: 400, SPD: 7, LUK: 2, Attack: 138670, Defense: 85394, Current HP: 1386, A Avg: 1155121, D Avg: 119551, [Big Bang[171, 0, 0, 0], Metalization[228, 0, 0, 0], Pandora Ring[312, 0, 0, 0]]
Rank 475: HP: 1273, STR: 261, VIT: 873, SPD: 7, LUK: 1, Attack: 138671, Defense: 88441, Current HP: 1273, A Avg: 1155129, D Avg: 123817, [Big Bang[171, 0, 0, 0], Storm Wall[242, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 474: HP: 2088, STR: 261, VIT: 599, SPD: 7, LUK: 1, Attack: 138671, Defense: 88167, Current HP: 2088, A Avg: 1155129, D Avg: 123433, [Big Bang[171, 0, 0, 0], Storm Wall[242, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 473: HP: 722, STR: 263, VIT: 47, SPD: 7, LUK: 2, Attack: 138674, Defense: 83910, Current HP: 722, A Avg: 1155154, D Avg: 117473, [Big Bang[171, 0, 0, 0], Small Sword[218, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 472: HP: 928, STR: 2541, VIT: 197, SPD: 9, LUK: 1, Attack: 138675, Defense: 84138, Current HP: 928, A Avg: 1155162, D Avg: 117793, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Scales[215, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 471: HP: 712, STR: 264, VIT: 43, SPD: 7, LUK: 1, Attack: 138676, Defense: 84231, Current HP: 712, A Avg: 1155171, D Avg: 117923, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Copper Ring[301, 0, 0, 0]]
Rank 470: HP: 1073, STR: 264, VIT: 39, SPD: 7, LUK: 1, Attack: 138676, Defense: 84227, Current HP: 1073, A Avg: 1155171, D Avg: 117917, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Gold Ring[303, 0, 0, 0]]
Rank 469: HP: 741, STR: 264, VIT: 39, SPD: 14, LUK: 1, Attack: 138676, Defense: 84227, Current HP: 741, A Avg: 1155171, D Avg: 117917, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Platinum Ring[304, 0, 0, 0]]
Rank 468: HP: 722, STR: 264, VIT: 49, SPD: 12, LUK: 1, Attack: 138676, Defense: 84237, Current HP: 722, A Avg: 1155171, D Avg: 117931, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Fairy Ring[305, 0, 0, 0]]
Rank 467: HP: 1034, STR: 264, VIT: 73, SPD: 7, LUK: 1, Attack: 138676, Defense: 84261, Current HP: 1034, A Avg: 1155171, D Avg: 117965, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Morphine Ring[311, 0, 0, 0]]
Rank 466: HP: 760, STR: 264, VIT: 70, SPD: 12, LUK: 1, Attack: 138676, Defense: 84258, Current HP: 760, A Avg: 1155171, D Avg: 117961, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Rapid Rabbit[313, 0, 0, 0]]
Rank 465: HP: 740, STR: 265, VIT: 167, SPD: 9, LUK: 1, Attack: 138677, Defense: 84192, Current HP: 740, A Avg: 1155179, D Avg: 117868, [Big Bang[171, 0, 0, 0], Conductive Barrier[208, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 464: HP: 1083, STR: 267, VIT: 584, SPD: 7, LUK: 1, Attack: 138680, Defense: 85578, Current HP: 1083, A Avg: 1155204, D Avg: 119809, [Big Bang[171, 0, 0, 0], Metalization[228, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 463: HP: 798, STR: 268, VIT: 76, SPD: 7, LUK: 1, Attack: 138682, Defense: 83965, Current HP: 798, A Avg: 1155221, D Avg: 117550, [Big Bang[171, 0, 0, 0], Small Lion[219, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 462: HP: 893, STR: 268, VIT: 114, SPD: 7, LUK: 1, Attack: 138682, Defense: 84003, Current HP: 893, A Avg: 1155221, D Avg: 117604, [Big Bang[171, 0, 0, 0], Small Lion[219, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 461: HP: 893, STR: 268, VIT: 97, SPD: 7, LUK: 1, Attack: 138682, Defense: 83986, Current HP: 893, A Avg: 1155221, D Avg: 117580, [Big Bang[171, 0, 0, 0], Small Lion[219, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 460: HP: 988, STR: 268, VIT: 415, SPD: 7, LUK: 1, Attack: 138682, Defense: 84421, Current HP: 988, A Avg: 1155221, D Avg: 118189, [Big Bang[171, 0, 0, 0], Wings of Beast[210, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 459: HP: 969, STR: 268, VIT: 990, SPD: 7, LUK: 1, Attack: 138682, Defense: 86660, Current HP: 969, A Avg: 1155221, D Avg: 121323, [Big Bang[171, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 458: HP: 844, STR: 268, VIT: 184, SPD: 8, LUK: 1, Attack: 138682, Defense: 84125, Current HP: 844, A Avg: 1155221, D Avg: 117774, [Big Bang[171, 0, 0, 0], Dragon's Scales[215, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 457: HP: 919, STR: 2547, VIT: 213, SPD: 9, LUK: 1, Attack: 138684, Defense: 85831, Current HP: 919, A Avg: 1155237, D Avg: 120163, [Spectral Sword Shigure[172, 0, 0, 0], Mask of the Grim Reaper[214, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 456: HP: 779, STR: 2547, VIT: 166, SPD: 8, LUK: 1, Attack: 138684, Defense: 86954, Current HP: 779, A Avg: 1155237, D Avg: 121735, [Spectral Sword Shigure[172, 0, 0, 0], C Magnum[239, 0, 0, 0], Silver Ring[302, 0, 0, 0]]
Rank 455: HP: 779, STR: 2547, VIT: 196, SPD: 8, LUK: 1, Attack: 138684, Defense: 86984, Current HP: 779, A Avg: 1155237, D Avg: 121777, [Spectral Sword Shigure[172, 0, 0, 0], C Magnum[239, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 454: HP: 1334, STR: 2547, VIT: 143, SPD: 8, LUK: 1, Attack: 138684, Defense: 86931, Current HP: 1334, A Avg: 1155237, D Avg: 121703, [Spectral Sword Shigure[172, 0, 0, 0], C Magnum[239, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 453: HP: 852, STR: 2550, VIT: 365, SPD: 9, LUK: 1, Attack: 138688, Defense: 85203, Current HP: 852, A Avg: 1155271, D Avg: 119284, [Spectral Sword Shigure[172, 0, 0, 0], Bulletproof Shield[235, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 452: HP: 969, STR: 272, VIT: 405, SPD: 7, LUK: 1, Attack: 138688, Defense: 87323, Current HP: 969, A Avg: 1155271, D Avg: 122252, [Big Bang[171, 0, 0, 0], White Hole[230, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 451: HP: 1091, STR: 273, VIT: 284, SPD: 9, LUK: 1, Attack: 138689, Defense: 84173, Current HP: 1091, A Avg: 1155279, D Avg: 117842, [Big Bang[171, 0, 0, 0], Small Lion[219, 0, 0, 0], Endpoint[318, 0, 0, 0]]
Rank 450: HP: 703, STR: 275, VIT: 73, SPD: 7, LUK: 1, Attack: 138692, Defense: 84261, Current HP: 703, A Avg: 1155304, D Avg: 117965, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Summon Ring[306, 0, 0, 0]]
Rank 449: HP: 1218, STR: 275, VIT: 60, SPD: 7, LUK: 1, Attack: 138692, Defense: 84248, Current HP: 1218, A Avg: 1155304, D Avg: 117947, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Glazed[309, 0, 0, 0]]
Rank 448: HP: 835, STR: 275, VIT: 200, SPD: 8, LUK: 1, Attack: 138692, Defense: 85818, Current HP: 835, A Avg: 1155304, D Avg: 120145, [Big Bang[171, 0, 0, 0], Mask of the Grim Reaper[214, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 447: HP: 969, STR: 275, VIT: 415, SPD: 8, LUK: 1, Attack: 138692, Defense: 84440, Current HP: 969, A Avg: 1155304, D Avg: 118215, [Big Bang[171, 0, 0, 0], Conductive Barrier[208, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 446: HP: 965, STR: 2554, VIT: 199, SPD: 9, LUK: 1, Attack: 138694, Defense: 84439, Current HP: 965, A Avg: 1155321, D Avg: 118214, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Wings[216, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 445: HP: 1067, STR: 277, VIT: 441, SPD: 7, LUK: 1, Attack: 138695, Defense: 84382, Current HP: 1067, A Avg: 1155329, D Avg: 118134, [Big Bang[171, 0, 0, 0], Dragon's Scales[215, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 444: HP: 772, STR: 278, VIT: 345, SPD: 8, LUK: 1, Attack: 138697, Defense: 85183, Current HP: 772, A Avg: 1155346, D Avg: 119256, [Big Bang[171, 0, 0, 0], Bulletproof Shield[235, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 443: HP: 798, STR: 2557, VIT: 132, SPD: 8, LUK: 2, Attack: 138699, Defense: 86920, Current HP: 798, A Avg: 1155362, D Avg: 121687, [Spectral Sword Shigure[172, 0, 0, 0], C Magnum[239, 0, 0, 0], Tears of the Dragon[307, 0, 0, 0]]
Rank 442: HP: 779, STR: 281, VIT: 149, SPD: 7, LUK: 2, Attack: 138701, Defense: 87067, Current HP: 779, A Avg: 1155379, D Avg: 121893, [Big Bang[171, 0, 0, 0], White Hole[230, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 441: HP: 1076, STR: 281, VIT: 461, SPD: 7, LUK: 1, Attack: 138701, Defense: 86079, Current HP: 1076, A Avg: 1155379, D Avg: 120510, [Big Bang[171, 0, 0, 0], Mask of the Grim Reaper[214, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 440: HP: 880, STR: 281, VIT: 186, SPD: 8, LUK: 1, Attack: 138701, Defense: 84426, Current HP: 880, A Avg: 1155379, D Avg: 118196, [Big Bang[171, 0, 0, 0], Dragon's Wings[216, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 439: HP: 1584, STR: 281, VIT: 885, SPD: 7, LUK: 1, Attack: 138701, Defense: 88453, Current HP: 1584, A Avg: 1155379, D Avg: 123834, [Big Bang[171, 0, 0, 0], Storm Wall[242, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 438: HP: 999, STR: 283, VIT: 666, SPD: 7, LUK: 1, Attack: 138704, Defense: 85504, Current HP: 999, A Avg: 1155404, D Avg: 119705, [Big Bang[171, 0, 0, 0], Bulletproof Shield[235, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 437: HP: 798, STR: 285, VIT: 56, SPD: 7, LUK: 2, Attack: 138707, Defense: 83945, Current HP: 798, A Avg: 1155429, D Avg: 117522, [Big Bang[171, 0, 0, 0], Small Lion[219, 0, 0, 0], Search Ring[317, 0, 0, 0]]
Rank 436: HP: 1102, STR: 285, VIT: 444, SPD: 7, LUK: 1, Attack: 138707, Defense: 84684, Current HP: 1102, A Avg: 1155429, D Avg: 118557, [Big Bang[171, 0, 0, 0], Dragon's Wings[216, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 435: HP: 642, STR: 2566, VIT: 222, SPD: 9, LUK: 1, Attack: 138712, Defense: 84722, Current HP: 642, A Avg: 1155470, D Avg: 118610, [Spectral Sword Shigure[172, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 434: HP: 1012, STR: 2566, VIT: 209, SPD: 8, LUK: 1, Attack: 138712, Defense: 86997, Current HP: 1012, A Avg: 1155470, D Avg: 121795, [Spectral Sword Shigure[172, 0, 0, 0], C Magnum[239, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 433: HP: 965, STR: 2567, VIT: 375, SPD: 9, LUK: 1, Attack: 138714, Defense: 87176, Current HP: 965, A Avg: 1155487, D Avg: 122046, [Spectral Sword Shigure[172, 0, 0, 0], Riot[236, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 432: HP: 796, STR: 290, VIT: 167, SPD: 8, LUK: 1, Attack: 138715, Defense: 84667, Current HP: 796, A Avg: 1155495, D Avg: 118533, [Big Bang[171, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 431: HP: 1102, STR: 293, VIT: 679, SPD: 7, LUK: 1, Attack: 138719, Defense: 87480, Current HP: 1102, A Avg: 1155529, D Avg: 122471, [Big Bang[171, 0, 0, 0], Riot[236, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 430: HP: 924, STR: 294, VIT: 86, SPD: 7, LUK: 1, Attack: 138721, Defense: 84274, Current HP: 924, A Avg: 1155545, D Avg: 117983, [Big Bang[171, 0, 0, 0], Dragon Sword[225, 0, 0, 0], Marriage Ring[321, 0, 0, 0]]
Rank 429: HP: 880, STR: 294, VIT: 354, SPD: 8, LUK: 1, Attack: 138721, Defense: 87155, Current HP: 880, A Avg: 1155545, D Avg: 122016, [Big Bang[171, 0, 0, 0], Riot[236, 0, 0, 0], Oculus Ring[315, 0, 0, 0]]
Rank 428: HP: 858, STR: 297, VIT: 149, SPD: 9, LUK: 1, Attack: 138725, Defense: 84155, Current HP: 858, A Avg: 1155579, D Avg: 117816, [Big Bang[171, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Black Box[323, 0, 0, 0]]
Rank 427: HP: 1022, STR: 299, VIT: 415, SPD: 7, LUK: 1, Attack: 138728, Defense: 84915, Current HP: 1022, A Avg: 1155604, D Avg: 118880, [Big Bang[171, 0, 0, 0], Hard Wings of Beast[222, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 426: HP: 592, STR: 2582, VIT: 170, SPD: 7, LUK: 1, Attack: 138736, Defense: 84176, Current HP: 592, A Avg: 1155670, D Avg: 117846, [Spectral Sword Shigure[172, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Petit Magic Circle[308, 0, 0, 0]]
Rank 425: HP: 687, STR: 2582, VIT: 207, SPD: 7, LUK: 1, Attack: 138736, Defense: 84213, Current HP: 687, A Avg: 1155670, D Avg: 117898, [Spectral Sword Shigure[172, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], Mobius Ring[316, 0, 0, 0]]
Rank 424: HP: 687, STR: 2582, VIT: 190, SPD: 7, LUK: 1, Attack: 138736, Defense: 84196, Current HP: 687, A Avg: 1155670, D Avg: 117874, [Spectral Sword Shigure[172, 0, 0, 0], Small Dragon Sword[224, 0, 0, 0], The Third Eye[322, 0, 0, 0]]
Rank 423: HP: 1102, STR: 304, VIT: 457, SPD: 7, LUK: 1, Attack: 138736, Defense: 85321, Current HP: 1102, A Avg: 1155670, D Avg: 119449, [Big Bang[171, 0, 0, 0], Dragon's Head[217, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 422: HP: 1026, STR: 304, VIT: 467, SPD: 8, LUK: 1, Attack: 138736, Defense: 84889, Current HP: 1026, A Avg: 1155670, D Avg: 118844, [Big Bang[171, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Obsidian Ring[320, 0, 0, 0]]
Rank 421: HP: 965, STR: 2583, VIT: 209, SPD: 9, LUK: 1, Attack: 138738, Defense: 85073, Current HP: 965, A Avg: 1155687, D Avg: 119102, [Spectral Sword Shigure[172, 0, 0, 0], Dragon's Head[217, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 420: HP: 881, STR: 2583, VIT: 218, SPD: 9, LUK: 1, Attack: 138738, Defense: 84640, Current HP: 881, A Avg: 1155687, D Avg: 118495, [Spectral Sword Shigure[172, 0, 0, 0], Superconducting Barrier[220, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 419: HP: 839, STR: 2584, VIT: 179, SPD: 9, LUK: 1, Attack: 138739, Defense: 84185, Current HP: 839, A Avg: 1155695, D Avg: 117858, [Spectral Sword Shigure[172, 0, 0, 0], Wings of Beast[210, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
Rank 418: HP: 818, STR: 2584, VIT: 605, SPD: 9, LUK: 1, Attack: 138739, Defense: 86275, Current HP: 818, A Avg: 1155695, D Avg: 120784, [Spectral Sword Shigure[172, 0, 0, 0], Shield of Thousand[246, 0, 0, 0], Seal of the High King[319, 0, 0, 0]]
